replicate,shifted_di_ara_brier,improvement_over_child_state
128,0.08053090196435081,-0.0073757492109515765
129,0.0809935770476874,-0.007838424294288174
130,0.0812562186614526,-0.008101065908053373
131,0.08085447201785916,-0.007699319264459922
132,0.08162205770135415,-0.00846690494795492
133,0.0810094634630312,-0.007854310709631968
134,0.07977937931673038,-0.006624226563331143
135,0.08375365682681768,-0.010598504073418447
136,0.07947013616155392,-0.006314983408154687
137,0.07883041397835559,-0.00567526122495636
138,0.08169921025040858,-0.008544057497009344
139,0.07970905555304654,-0.006553902799647307
140,0.08125890301726983,-0.008103750263870599
141,0.08215681709783237,-0.009001664344433141
142,0.07973911330797775,-0.006583960554578522
143,0.08246486955752025,-0.009309716804121015
144,0.08211111436024805,-0.00895596160684882
145,0.08264499716511883,-0.0094898444117196
146,0.0801888788245563,-0.00703372607115707
147,0.07948140576630632,-0.006326253012907082
148,0.08150041760275334,-0.008345264849354106
149,0.07998993636486781,-0.006834783611468581
150,0.0809733016281343,-0.007818148874735073
151,0.08179769866321601,-0.008642545909816779
152,0.07980001422726589,-0.006644861473866656
153,0.08060764100225716,-0.0074524882488579275
154,0.08199467597831642,-0.008839523224917184
155,0.08206076254619014,-0.008905609792790911
156,0.08222237959494802,-0.009067226841548787
157,0.0813006552674306,-0.008145502514031372
158,0.08133268620946336,-0.008177533456064132
159,0.08108599404788824,-0.00793084129448901
160,0.07970995278002757,-0.006554800026628338
161,0.08148017302518833,-0.008325020271789094
162,0.08329169056818886,-0.010136537814789626
163,0.08249834349543261,-0.00934319074203338
164,0.08314085271697073,-0.009985699963571501
165,0.0811911057521053,-0.008035952998706061
166,0.08009268986735307,-0.00693753711395384
167,0.08353853855019464,-0.010383385796795402
168,0.08161547441484268,-0.008460321661443448
169,0.08048719985498136,-0.007332047101582126
170,0.08319039055533357,-0.01003523780193434
171,0.08029647087120256,-0.00714131811780333
172,0.08222656259700852,-0.009071409843609282
173,0.08095624234738112,-0.007801089593981889
174,0.0831298359459844,-0.009974683192585168
175,0.08302167306242535,-0.009866520309026114
176,0.08296307819778187,-0.009807925444382637
