run,field_g,time_us,detector,observed_share_residual,predicted_share_residual,baseline_share,native_bin_counts
EMU00066580,400.0,1.5149999856948853,36,-1.8196537642548374e-05,-1.422264946106252e-05,0.012368634096001759,2275
EMU00066580,400.0,1.5149999856948853,37,-0.00034891311642219584,0.0004626115257024958,0.013839391064783794,2485
EMU00066580,400.0,1.5149999856948853,38,4.069505404083809e-05,0.00022489380407573066,0.012570323164890347,2323
EMU00066580,400.0,1.5149999856948853,39,-0.0001267670975129767,-2.0975979893770805e-05,0.012694355206348833,2315
EMU00066580,400.0,1.5149999856948853,40,0.00030571303161669103,0.00036609661337626693,0.00954206443249918,1814
EMU00066580,400.0,1.5149999856948853,41,0.0006248487534948055,0.00014610484579215304,0.014494258323441634,2785
EMU00066580,400.0,1.5149999856948853,42,0.00024253615635657158,-4.04303671831134e-05,0.012618205195622756,2369
EMU00066580,400.0,1.5149999856948853,43,0.00035932892194188125,0.0002485790216754701,0.011247368001034819,2138
EMU00066580,400.0,1.5149999856948853,44,0.00014325297926462248,2.883430857121425e-05,0.013710952141145358,2552
EMU00066580,400.0,1.5149999856948853,45,-4.8453326063169905e-05,-8.326884546332812e-05,0.011057986235229095,2028
EMU00066580,400.0,1.5149999856948853,46,0.0002991718524488207,4.101997160079213e-05,0.011958976721957816,2258
EMU00066580,400.0,1.5149999856948853,47,-0.0001853179576296153,-4.9164716625228755e-05,0.009609651848316029,1736
EMU00066580,400.0,1.5149999856948853,48,1.6251485325698145e-05,-0.00021547492239039638,0.011791309696841898,2175
EMU00066580,400.0,1.5149999856948853,49,0.0004953517965007584,0.00018332785030422146,0.00778351294042135,1525
EMU00066580,400.0,1.5149999856948853,50,0.00044702418246793905,0.0002526822596879584,0.009780766744982062,1884
EMU00066580,400.0,1.5149999856948853,51,-0.00013713649012760468,0.00025582465953261795,0.006586507839283975,1188
EMU00066580,400.0,1.5149999856948853,52,6.365123817132778e-05,-5.621156817732556e-05,0.008003491712036051,1486
EMU00066580,400.0,1.5149999856948853,53,8.248971885901034e-05,3.506999825114676e-05,0.010009582114543088,1859
EMU00066580,400.0,1.5149999856948853,54,-0.00011776049171242746,0.00015954584856675205,0.006290264889011074,1137
