event,time_s,T_A,T_B,K_A,K_B,simultaneous_closure,coupled_gap,t_balance,k_balance,agreement
GW170104,-1.4195799827575684,1.0388088845496704,0.9489870637051501,1.3280449109104222,1.112521357090554,0.31164689584472627,0.165103545920387,1.0451866404709869,1.0883088308826423,0.6116270537580524
GW170104,-1.4156737327575684,1.0590676104466683,0.9992677568952892,1.347815474737613,1.0119599707102758,0.25772212383703874,0.24122079312346095,1.0290525317201216,1.1423251965241332,0.5230242663739527
GW170104,-1.4117674827575684,0.9619233585550402,1.200146448620942,1.2780082987551866,0.9731510861606053,0.21136184498312255,0.2735764616258904,0.8898171144723813,1.135422313780261,0.4726437188048186
GW170104,-1.4078612327575684,1.0739565535757871,1.3993165731022699,1.1352208933365877,0.9633878447644618,0.34184143668191086,0.260178533787728,0.86844962005294,1.0818795068615452,0.4503029965715376
GW170104,-1.4039549827575684,0.6863558701488894,1.4754698559921895,0.9538686844032219,0.959726629240908,0.12971764618845005,0.5580032249777869,0.6349779835155693,0.996938775509683,0.4848542254919497
GW170104,-1.4000487327575684,1.1574322675128141,1.28777154015133,0.7066145960458872,0.9548450085428362,0.39548453173536124,0.1982506792930895,0.946695947294482,0.8505949757597348,0.4401306299731068
GW170104,-1.3961424827575684,0.9733951671955089,0.8818647791066634,0.5457651940444228,0.9521601171588967,0.36947846775876775,0.2945629351063316,1.0493356137344692,0.7286948020200448,0.44998384564942795
GW170104,-1.3922362327575684,0.4657066145960459,0.46448620942152796,0.6595069563094947,0.9687576275323406,0.8008353805276641,0.2186749494576033,1.0013119916021773,0.8100734522555361,0.5551407355052684
GW170104,-1.3883299827575684,0.349524041981938,0.21405906761044668,0.8818647791066635,0.9794971930680986,1.0204200080867571,0.11807380644623476,1.2403637938479508,0.9475478625748909,0.5293911138525524
GW170104,-1.3844237327575684,0.16353429338540396,0.12936294849890165,0.9336099585062241,1.0148889431291188,1.2076531351963147,0.062345625959970306,1.1166666666628542,0.9582863585113458,0.535416210099377
GW170104,-1.3805174827575684,0.9885281913595314,0.231632902123505,0.8913839394679033,1.1347327312667805,0.5517385253033529,0.562187296787139,1.6203240648116344,0.8798939886756288,0.4204395921375448
GW170104,-1.3766112327575684,0.5428362216255797,0.5547961923358555,0.8359775445447888,1.2833780815230655,0.6436276197488404,0.31647296992621743,0.9891038470082159,0.7888978463660911,0.5517448305226387
GW170104,-1.3727049827575684,0.8115694410544301,0.9990236758603857,0.7947278496460825,1.395655357578716,0.18989567261162799,0.4451140078321574,0.8964680506870217,0.7256518832178546,0.495161967082543
GW170104,-1.3687987327575684,0.5447888699048085,1.2963143763729557,0.7615328288991945,1.4632658042470101,0.19465688249823943,0.7270556222059985,0.591806973352456,0.6845858475038062,0.6080945107240499
GW170104,-1.3648924827575684,0.5496704906028802,1.247010007322431,0.7632413961435196,1.5030510129362948,0.23690764767882716,0.7188882634588388,0.6118733867677616,0.6735595045769779,0.6227262332576777
GW170104,-1.3609862327575684,0.5896997803270686,1.0065901879423969,0.8047351720771296,1.500610202587259,0.3579228880281372,0.5736025061177592,0.7388379204888337,0.6981471678133553,0.608126872274293
GW170104,-1.3570799827575684,0.6585306321698804,0.8296314376372955,0.822309006590188,1.4642421283866245,0.41478284664422516,0.46976250302196154,0.8850254223382604,0.7192570452601466,0.5350268296964118
GW170104,-1.3531737327575684,0.7690993409812057,0.8079082255308763,0.8137661703685624,1.393946790334391,0.3332171010257558,0.41116643911190204,0.9753908063761032,0.7372028745159733,0.5150065921732478
GW170104,-1.3492674827575684,1.0654137173541616,0.9707102758115695,0.7754454478886991,1.3197461557237002,0.07199438964439502,0.3906609798723789,1.0465116279064628,0.7402143522829645,0.48045455354106303
GW170104,-1.3453612327575684,0.8481815962899683,1.2916768367097875,0.762997315108616,1.2672687332194288,0.10118402779723375,0.47485665805510374,0.7927455229835465,0.7516229862944122,0.5652173522240829
GW170104,-1.3414549827575684,0.7673907737368806,1.6180131803758848,0.8303636807420063,1.2435928728337808,0.27749394557590157,0.6686990518436348,0.6434053003169307,0.8007532070138542,0.6021372440638637
GW170104,-1.3375487327575684,0.42811813522089337,1.7395655357578717,0.9467903343910178,1.2243104710763975,0.16940085469753857,0.947869112968945,0.39500056299947994,0.8721753794262422,0.6109841014088453
GW170104,-1.3336424827575684,0.1403465950695631,1.6912374908469614,1.0441786673175495,1.1837930192824018,0.2004183250201925,1.101080091973283,0.15325159914703784,0.9373356704640841,0.6390315043231063
GW170104,-1.3297362327575684,0.35025628508664874,1.4156700024408102,1.101293629484989,1.1093483036368075,0.22266626019669572,0.753382793439731,0.3966827919831893,0.9963564094066377,0.644278247494793
GW170104,-1.3258299827575684,1.2521357090554064,0.8933365877471321,1.1562118623382962,0.997071027581157,0.14942863426911357,0.2775451447411654,1.1672354948800021,1.0739061437310813,0.5500483132357512
GW170104,-1.3219237327575684,0.3458628264583842,0.5818891872101538,1.2201610934830365,0.8672199170124482,0.760707297581365,0.3002298428022833,0.7455932649294779,1.1690832553782986,0.5658633853588366
GW170104,-1.3180174827575684,1.1413229192091774,0.5072003905296558,1.2548206004393458,0.7783744203075421,0.24963751040191304,0.5608530752082482,1.384660941663359,1.2343337334927902,0.5159399524738474
GW170104,-1.3141112327575684,1.014156700024408,0.5081767146692702,1.2348059555772517,0.729314132291921,0.3387128096283911,0.5057359632200945,1.3323713323704571,1.257362992418895,0.5249435887906506
GW170104,-1.3102049827575684,0.23797900903099828,0.5308762509153039,1.2633634366609714,0.6931901391261899,0.8710926939019662,0.45325841609677797,0.6190476190468139,1.2914171656680025,0.6234534020580292
GW170104,-1.3062987327575684,0.2133268245057359,0.6282645838418355,1.2374908469611912,0.6597510373443983,0.8223349972958797,0.5029694979513722,0.5069605568439451,1.3045156310298025,0.6217591448155744
GW170104,-1.3023924827575684,0.31413229192091774,0.9018794239687575,1.1503539175006101,0.6556016597510373,0.5710914408490083,0.5432432640073692,0.516659975912863,1.2739559399911853,0.5073747325834794
GW170104,-1.2984862327575684,0.3307298022943618,1.0839638760068344,1.0588235294117647,0.7078350012204052,0.4455511932131489,0.5876029768148828,0.46756383712872396,1.1986736667580946,0.36395945520533235
GW170104,-1.2945799827575684,0.8603856480351476,1.1213082743470832,0.9704661947766658,0.7393214547229681,0.20561896904310054,0.24648378017225547,0.8683335386126914,1.1351891506060454,0.2616722780461008
GW170104,-1.2906737327575684,0.4012692213814987,1.2167439589943863,0.9228703929704661,0.7427385892116183,0.3589786088082742,0.5905279478611593,0.49600241363674274,1.1081477139500966,0.33264396249690276
GW170104,-1.2867674827575684,0.3683182816695143,1.474005369782768,0.9289724188430559,0.7495728581889187,0.2531748109605212,0.7920631727278019,0.3998410174878593,1.1068779991268671,0.3904949434672139
GW170104,-1.2828612327575684,0.2374908469611911,1.6333902855748108,0.9426409567976568,0.7835001220405174,0.214091558258499,0.9934437699258619,0.25388127853867704,1.0921945701351137,0.4203004124123296
GW170104,-1.2789549827575684,1.7842323651452283,1.3526970954356847,0.9240907981449842,0.8638027825237979,0.8178012385226366,0.3081049608743982,1.1375661375657748,1.0337201365181932,0.414478403911936
GW170104,-1.2750487327575684,0.5938491579204297,0.7337075909201854,0.8088845496704906,1.0219672931413228,0.4903014506963868,0.1802285172304922,0.8946497517919351,0.8836155179304599,0.4049598965532698
GW170104,-1.2711424827575684,1.334635098852819,0.23724676592628752,0.4727849646082499,1.237002684891384,0.3657241761819708,0.9455923744505406,1.6981366459616525,0.5530335474657722,0.5208488012363377
GW170104,-1.2672362327575684,0.7615328288991946,0.08420795704173786,0.2177202831340005,1.4146936783011959,0.8565727724449399,0.9725004603533108,1.8008658008636715,0.2667464114830902,0.674268692016293
GW170104,-1.2633299827575684,1.192579936538931,0.11447400536978276,0.31388821088601415,1.5186721991701244,0.5040884127337291,1.1432009572353985,1.8248366013057933,0.3425679275437662,0.6674360519073133
GW170104,-1.2594237327575684,1.4979253112033195,0.3683182816695143,0.7515255064681474,1.5084207957041738,0.20671581514319598,0.9614838844306947,1.6052838085264742,0.6650826223131304,0.665861777326656
GW170104,-1.2555174827575684,0.8286551134976813,1.0217232121064193,1.1005613863802781,1.4083475713937026,0.3750833059145875,0.25691207288244683,0.8956602031389435,0.8773226967600355,0.4581211645754866
GW170104,-1.2516112327575684,0.722723944349524,1.6407127166219184,1.1767146692701977,1.2626311935562606,0.403181716922281,0.6519528492013726,0.6115873179797061,0.9647788673199966,0.4752715705310715
GW170104,-1.2477049827575684,0.6465706614596045,1.8445203807664146,1.1923358555040273,1.077617769099341,0.3962608807282987,0.8509535149864587,0.5191064079950884,1.0505376344081394,0.48670054321940615
GW170104,-1.2437987327575684,0.8764949963387845,1.8594093238955334,1.20136685379546,0.9133512326092263,0.5266476088846728,0.7242491192136957,0.6407351235611897,1.1361957525387054,0.44587445598866515
GW170104,-1.2398924827575684,0.9768123016841591,1.7215035391750062,1.2086892848425679,0.8115694410544301,0.49399161408358594,0.5967701439943038,0.724016282224969,1.196568805122037,0.45684601180569784
GW170104,-1.2359862327575684,0.7056382719062728,1.4195752989992676,1.222845984866976,0.8201122772760556,0.09360515644254365,0.5796121625209018,0.6640633972662547,1.1971326164868694,0.47589857854934603
GW170104,-1.2320799827575684,0.6067854527703198,0.9250671222845985,1.2082011227727605,0.9323895533317061,0.345635465259442,0.2978046700325014,0.7922243467171374,1.1288483466357326,0.4981192370416494
GW170104,-1.2281737327575684,1.4464242128386624,0.4749816939223822,1.0947034415425922,1.1322919209177447,0.16985865605048417,0.6874276184952651,1.5055894308935254,0.983121437965363,0.5758629694566977
GW170104,-1.2242674827575684,1.0034171344886502,0.34952404198193804,1.0749328777154017,1.3158408591652428,0.5345040853646161,0.49275391015913234,1.4833122857647343,0.8992343032155503,0.4218285694770807
GW170104,-1.2203612327575684,0.7893580668782035,0.37100317305345376,1.180131803758848,1.4281181352208934,0.7331306962874912,0.3438880906480487,1.3605384938987013,0.9049223282796456,0.47242362814993066
GW170104,-1.2164549827575684,0.35147669026116674,0.4405662680009763,1.2409079814498414,1.4847449353185258,0.996426708368085,0.1835666267786938,0.8875192603994958,0.9105399838807441,0.5622405788429118
GW170104,-1.2125487327575684,0.23651452282157676,0.640956797656822,1.2384671711008055,1.5125701732975347,0.955020347696692,0.3454750421428212,0.5390820584138502,0.9003637654153412,0.5470469852869903
GW170104,-1.2086424827575684,0.8171833048572126,0.7964364168904077,1.1979497193068098,1.5125701732975347,0.5718951989695648,0.22295342947534694,1.0128573589465815,0.883926159387337,0.40992621034254073
GW170104,-1.2047362327575684,0.46448620942152796,0.908713692946058,1.163534293385404,1.4437393214547232,0.6171140922361923,0.3713845142664571,0.6765019552074704,0.8925294888594216,0.4957408097175531
GW170104,-1.2008299827575684,0.808640468635587,1.1318037588479375,1.1366853795460092,1.2953380522333415,0.308375692659491,0.2545635310602303,0.8334591194964258,0.9347651545560185,0.4216376911663665
GW170104,-1.1969237327575684,0.5867708079082256,1.2975347815474738,1.082255308762509,1.177690993409812,0.20119303745937248,0.5070963400220679,0.6227979274608094,0.9577708175824684,0.4529410098512483
GW170104,-1.1930174827575684,0.6128874786429094,1.2155235538198683,0.972174762020991,1.139126189895045,0.1446213602444426,0.4421781419144748,0.6704044853820921,0.9209248554908932,0.4592827572159599
GW170104,-1.1891112327575684,0.8010739565535758,0.9563094947522577,0.7747132047839883,1.1691481571881863,0.1760885237315142,0.29973071580832045,0.9116666666661479,0.797086891009133,0.3861508519595077
GW170104,-1.1852049827575684,0.9631437637295582,0.8694166463265804,0.5718818647791066,1.2247986331462044,0.1862455854570355,0.4664145575298899,1.0511454448582436,0.6365982882756951,0.3084194522863569
GW170104,-1.1812987327575684,0.59116426653649,0.8125457651940444,0.4747376128874786,1.3236514522821576,0.4450891457348592,0.6203484805589837,0.8422882976867585,0.5279587404991636,0.4488479307540525
GW170104,-1.1773924827575684,0.6734195752989992,0.6526726873321943,0.5164754698559921,1.5013424456919697,0.4766912609855663,0.6965606195632262,1.0156451316023998,0.5119148421432081,0.6067394345975696
GW170104,-1.1734862327575684,0.6336343666097144,0.7395655357578717,0.5010983646570661,1.6595069563094946,0.45753274828954904,0.8225362842486824,0.9228581585489191,0.4638499774060212,0.6719261693042078
GW170104,-1.1695799827575684,0.8545277031974615,0.9604588723456188,0.39492311447400535,1.680009763241396,0.14114691529039453,0.9117754952391784,0.941635287788615,0.3806610986940878,0.5004105249301363
GW170104,-1.1656737327575684,1.7778862582377348,1.1027581156944106,0.3795460092750793,1.598974859653405,0.6228948010739566,0.9855974660045054,1.2343670564306848,0.38366641993565603,0.5755442382504953
GW170104,-1.1617674827575684,0.7759336099585061,1.3136441298511106,0.45789602147913105,1.5108616060532096,0.06708299824399364,0.8360230635277373,0.7426702488023545,0.46516241011630227,0.5538215539341442
GW170104,-1.1578612327575684,1.024896265560166,1.5377105198926042,0.6299731510861606,1.553331706126434,0.4184059426652716,0.7468498780252281,0.7998857034000119,0.5770821688091263,0.467208642305491
GW170104,-1.1539549827575684,1.4971930680986087,1.4500854283622164,0.8601415670002441,1.7000244081034905,0.7781781510428699,0.5948202739068309,1.0159834368526572,0.6719420345120838,0.6399802666689325
GW170104,-1.1500487327575684,0.6536490114718086,1.217964364168904,1.0073224310471076,1.835245301440078,0.602662222618512,0.7084871546504503,0.6984872196136069,0.7087411986945815,0.4187470357254951
GW170104,-1.1461424827575684,0.5250183060776177,1.0563827190627288,1.004149377593361,1.9065169636319257,0.7087094915387415,0.7404780211863409,0.6639913566904273,0.689979035639176,0.3936798885452505
GW170104,-1.1422362327575684,0.4732731266780571,0.9233585550402734,0.9182328533072981,1.9355626067854528,0.7392631517873194,0.7866183064663327,0.6777350576716573,0.6435169346559497,0.42543420294972245
GW170104,-1.1383299827575684,1.0065901879423969,0.7490846961191115,0.7473761288747864,1.9384915792042958,0.5148345730737257,0.8617032825552023,1.1466703739740445,0.5565249000361432,0.38086807913079623
GW170104,-1.1344237327575684,0.6248474493531853,0.6192335855504028,0.4984134732731267,1.8952892360263607,0.6026671158700245,0.9877483009436729,1.0045124583080016,0.416437238706872,0.6216284563389933
GW170104,-1.1305174827575684,0.7263851598730778,0.6307053941908713,0.36563339028557484,1.7649499633878447,0.4638882235681334,0.9917765598459368,1.070503597121513,0.34322373696856384,0.588732672703688
GW170104,-1.1266112327575684,0.8772272394434952,0.6839150597998536,0.4439834024896266,1.5303880888454966,0.3108479547703347,0.780270703453158,1.1238273921193551,0.44974656941502755,0.4817032040964043
GW170104,-1.1227049827575684,0.5072003905296558,0.7132047839882841,0.6512082011227728,1.3470832316329022,0.5512581115595633,0.5131665753981502,0.8311999999993187,0.6517649932817063,0.5318247858922132
GW170104,-1.1187987327575684,1.283134000488162,0.6695142787405419,0.8367097876494997,1.306321698804003,0.10653682832030731,0.5463810529364153,1.314249999999327,0.7808656036442826,0.43368489439519653
GW170104,-1.1148924827575684,0.06443739321454724,0.6375396631681719,0.8896753722235782,1.3241396143519648,0.9302097641503152,0.5085299349665616,0.18358831710683166,0.8037486218298463,0.5287624165856701
GW170104,-1.1109862327575684,0.11105687088113254,0.6299731510861606,0.8066878203563583,1.3443983402489628,0.8966137500379222,0.528396966808572,0.29973649538826486,0.7500283671844917,0.6244628456813488
GW170104,-1.1070799827575684,1.0346595069563096,0.7075909201855016,0.6033683182816695,1.3368318281669516,0.1870973874661872,0.5678655566177133,1.1877276548045859,0.6219650270471067,0.5633697103076879
GW170104,-1.1031737327575684,0.10812789846228948,0.8969978032706858,0.36709787649499637,1.3226751281425433,0.7368906492838421,0.8761973552170446,0.2151529868866242,0.43449371659659397,0.9389415545408493
GW170104,-1.0992674827575684,0.893336587747132,0.947278496460825,0.26311935562606786,1.3224310471076397,0.313984091998487,0.7500169962158275,0.9706935419700335,0.3318965517239286,0.6228158384624792
GW170104,-1.0953612327575684,0.2560410056138638,0.82108860141567,0.26751281425433243,1.3251159384915794,0.7133165830508968,0.8478806383913325,0.47541355087198095,0.3359386973177967,0.8422674585954367
GW170104,-1.0914549827575684,0.23651452282157676,0.6831828166951428,0.31779350744447155,1.315108616060532,0.8067882898178398,0.7727062801044738,0.5143312101905235,0.3892376681611966,0.7946366660158107
GW170104,-1.0875487327575684,1.1130095191603613,0.6348547717842323,0.39638760068342693,1.3268245057359043,0.26474889406161467,0.7397110235497246,1.2735651445321579,0.46005665722352906,0.540331333129719
GW170104,-1.0836424827575684,1.3195020746887967,0.6621918476934342,0.5198926043446424,1.3741762265072004,0.07601488365722626,0.7621867361768621,1.3316910949617617,0.5489690721646585,0.7467392846265902
GW170104,-1.0797362327575684,0.45569929216499877,0.7786185013424457,0.6246033683182817,1.4505735904320236,0.5440224335752403,0.6270979283470852,0.7383824401813277,0.6019760056454403,0.802955502977546
GW170104,-1.0758299827575684,0.8735660239199414,0.8320722479863314,0.7922870392970466,1.4991457163778374,0.29290090307694683,0.5006849921885189,1.0243274184309965,0.6915210907538525,0.730354576741592
GW170104,-1.0719237327575684,0.6182572614107884,0.7144251891628021,1.0148889431291188,1.4857212594581402,0.5898827369515592,0.3398023987760152,0.9278388278381315,0.811713030746381,0.7562925424178586
GW170104,-1.0680174827575684,0.7437149133512326,0.6726873321942886,1.1554796192335854,1.3609958506224067,0.5510595475841417,0.15375603833552326,1.0501464759599686,0.9183317167794603,0.78006473641162
GW170104,-1.0641112327575684,1.2472540883573346,0.7971686599951184,1.1413229192091774,1.1698804002928973,0.22228459982677118,0.318898434105474,1.2201528175734242,0.9876438905899201,0.5583501041742011
GW170104,-1.0602049827575684,0.9294605809128631,1.0546741518184037,1.1152062484744936,1.026604832804491,0.10090116322179617,0.10846347126485817,0.9368926067162211,1.0413675213670353,0.6063029274541624
GW170104,-1.0562987327575684,1.215523553819868,1.3609958506224067,1.1381498657554308,0.9646082499389796,0.4140856517917161,0.16012320499726235,0.9435392194009221,1.082530470109758,0.4365044899602718
GW170104,-1.0523924827575684,0.9682694654625336,1.5460092750793264,1.0983646570661458,0.9741274103002197,0.3672449610303532,0.4178625258981868,0.7702164838362143,1.0599458249906557,0.44152064341416
GW170104,-1.0484862327575684,0.7442030754210398,1.5833536734195754,0.9863314620453991,0.9968269465462533,0.23192354657537428,0.5934154873763439,0.6394714765097923,0.9947076923071907,0.4285257463218902
GW170104,-1.0445799827575684,1.283866243592873,1.485233097388333,0.859653404930437,1.0434464242128387,0.5481347641820337,0.19278029430471297,0.9272807404139446,0.9034243939972166,0.39747191242879
GW170104,-1.0406737327575684,0.873810104954845,1.2282157676348548,0.7144251891628021,1.1586526726873323,0.11514883375489149,0.4018341889748766,0.8313980492332319,0.7628355486052742,0.42946417035113804
GW170104,-1.0367674827575684,1.1217964364168904,0.8408591652428605,0.5853063216988039,1.3290212350500366,0.06608468665287877,0.5621555045873614,1.1431414003227605,0.6115007012619526,0.4435777577031955
GW170104,-1.0328612327575684,0.836465706614596,0.488162069807176,0.5086648767390773,1.5635831095923847,0.48028502574510434,0.785546911845378,1.2629445365754237,0.49093050647797276,0.6079819407088127
GW170104,-1.0289549827575684,0.7905784720527215,0.3090065901879424,0.41640224554552113,1.7000244081034903,0.6419899632471118,0.9694321362562679,1.4379578246379816,0.3934955599121656,0.6403801194684214
GW170104,-1.0250487327575684,0.8860141567000244,0.30803026604832806,0.374420307542104,1.700268489138394,0.5723385400497756,1.0227264488843193,1.4840556009799508,0.3609411764704143,0.6978133852057486
GW170104,-1.0211424827575684,1.1786673175494264,0.549182328533073,0.37856968513546496,1.5943373199902369,0.19339059634413397,0.9680760025321578,1.364316993924906,0.3837684028205403,0.5883932102491329
GW170104,-1.0172362327575684,0.877959482548206,0.9990236758603857,0.43226751281425435,1.4308030266048328,0.13015917272729075,0.7112417701468832,0.9355006501945601,0.46403773090503064,0.6272876802699594
GW170104,-1.0133299827575684,0.7171100805467415,1.4015133024164022,0.4718086404686356,1.280205028069319,0.1943820047967714,0.7489701227657236,0.6769585253453025,0.5385901365279734,0.6344920527128912
GW170104,-1.0094237327575684,0.6277764217720283,1.6861117891139858,0.3614840126922138,1.1906272882597022,0.386736406140027,0.9506714261998254,0.5426160337550398,0.46579650888474466,0.6847666503210559
GW170104,-1.0055174827575684,0.7244325115938491,1.7537222357822797,0.23090065901879425,1.24286062972907,0.5027718884636642,1.0206616282196164,0.5846547818376444,0.31334879099018154,0.6277179469499418
GW170104,-1.0016112327575684,1.030266048328045,1.5213570905540639,0.13570905540639494,1.3766170368562363,0.5206313127530776,0.9436691767194044,0.8075377845797487,0.1794706262103397,0.48232222134552905
GW170104,-0.9977049827575684,0.8323163290212351,1.1056870881132537,0.11886746399804736,1.5174517939956065,0.2608709052321537,1.0076630637373953,0.8589420654907406,0.14528639618129546,0.5242244831469202
GW170104,-0.9937987327575684,0.9092018550158653,0.5384427629973151,0.2396875762753234,1.6577983890651695,0.3972440026683701,1.0364604627446956,1.2561119541384005,0.25263699511177834,0.5288184097639762
GW170104,-0.9898924827575684,0.6014156700024408,0.1769587503051013,0.49719306809860875,1.7593360995850622,0.8826596940020007,0.941586084383358,1.5453120100325082,0.44067063277427737,0.671205496213179
GW170104,-0.9859862327575684,0.22040517451793995,0.16377837442030754,0.4859653404930437,1.8166951427874054,1.1624255184013623,0.9418196221155323,1.1473951715344977,0.42209031163857014,0.8695318943073075
GW170104,-0.9820799827575684,0.3793019282401757,0.2536001952648279,0.5042714181108128,1.837197949719307,0.9963829417155409,0.9467032439837881,1.1986116467393326,0.4307307411652491,0.7802933744279572
GW170104,-0.9781737327575684,1.6712228459848668,0.5250183060776178,0.6458384183548939,1.803758847937515,0.34687771016629065,1.1520773777287685,1.5218937541668998,0.527301713829996,0.725186269788225
GW170104,-0.9742674827575684,1.0449109104222603,1.014156700024408,0.7749572858188919,1.7029533805223334,0.34050520378299165,0.656552577194711,1.0149359886197065,0.6254925137901337,0.39921403013193746
GW170104,-0.9703612327575684,0.9968269465462534,1.2670246521845252,0.8721015377105199,1.5318525750549181,0.3411719444597548,0.5041221237999756,0.8806469002691528,0.725555893999089,0.4454853024701201
GW170104,-0.9664549827575684,0.23651452282157676,1.4227483524530145,1.059799853551379,1.3483036368074202,0.3759323389981058,0.8632453682224757,0.28508384819047244,0.8801946077434009,0.6851526362595839
GW170104,-0.9625487327575684,0.14693678301195998,1.418110812789846,1.2975347815474736,1.2169880400292898,0.47640178832635754,0.9006584234744456,0.18777292576407217,1.032032615025798,0.7636406921106185
GW170104,-0.9586424827575684,0.09665608982182083,1.2628752745911642,1.381498657554308,1.1947766658530632,0.6092180732459282,0.835144385453483,0.14219030520635859,1.072477498815311,0.709034751360994
GW170104,-0.9547362327575684,0.12887478642909445,1.1088601415670003,1.2389553331706127,1.2946058091286308,0.6579268700124628,0.6940706994820922,0.20824295010829158,0.9780346820805389,0.6812869185702639
GW170104,-0.9508299827575684,0.9333658774713205,1.0861606053209665,0.90407615328289,1.5174517939956065,0.2983848972946357,0.44697645658266094,0.9243413101276544,0.7466989214793812,0.5163357841351879
GW170104,-0.9469237327575684,1.045643153526971,1.1903832072247986,0.7024652184525262,1.713937027092995,0.33845182305985383,0.7225042916200815,0.9352690754280284,0.5814141414139007,0.4905091070529086
GW170104,-0.9430174827575684,0.047595801806199656,1.3260922626311935,0.6123993165731023,1.799609470344154,0.5301027641529555,1.2336979268765753,0.06929637526647407,0.5077919449502044,0.7495751182086992
GW170104,-0.9391112327575684,0.7727605565047596,1.3912618989504515,0.5630949475225775,1.8137661703685624,0.2906266230679119,0.9865906999009757,0.714189036769352,0.47381392483036133,0.5989172603685472
GW170104,-0.9352049827575684,0.022455455211130095,1.17891139858433,0.6136197217476203,1.7810593116914815,0.6299152489236094,1.1619607448471503,0.03738317757006234,0.5124859851185303,0.7408589514392732
GW170104,-0.9312987327575684,1.5862826458384185,0.836465706614596,0.7205272150353919,1.730534537466439,0.4371343466668806,0.8894774403298025,1.3094902276843274,0.5879306910971511,0.6102134770627672
