date,experiment,camera,well,fly_id_index,fly_id_file,source_file,hour_index,hour_midpoint,hours_to_collapse,hours_to_death,collapse_hour,death_hour,recording_duration_hours,zt_hour,lights_on,traversal_share,grooming_share,proboscis_share,idle_share,excluded_unstereotyped_share,excluded_edge_share,z_traversal_maintenance,z_action_intake,z_participation_quiescence,local_datetime,TEMPERATURE,RELATIVE-HUMIDITY,split,stage,w_traversal_maintenance,ara_traversal_maintenance,w_action_intake,ara_action_intake,w_participation_quiescence,ara_participation_quiescence,d_1,d_2,d_3,d_12,d_13,d_23,d_123,inside_terminal90,lag24_w_traversal_maintenance,lag24_w_action_intake,lag24_w_participation_quiescence,delta24_w_traversal_maintenance,delta24_w_action_intake,delta24_w_participation_quiescence,parallel_progress,delta_magnitude,perpendicular_residual,alignment_cosine
20220217,exp1,1,LL,4,4,20220217_cam1_flid4.h5,24,24.5,95.5,107.5,120.0,132.0,120.0,5.050833333333333,1,0.2486766942969793,0.2095673838129831,0.0198224209121107,0.5219335009779268,0.1372493441821173,0.1466642212440531,0.1209908149657489,1.995269809275732,-1.4215818954680746,2022-02-18 13:05:00,28.7,11.7,development,early >72 h,0.0381505363718082,1.0343354827346274,-0.139834348040121,0.874149086763891,0.1044604441034769,1.0940143996931293,0.0238789091046776,0.2619968752015588,0.3431501422153247,0.2630828099960364,0.3439799738392149,0.4317341574600957,0.4323940159366318,True,0.3411218216704298,-0.0748250553620395,0.2560786477592036,-0.3029712852986216,-0.06500929267808149,-0.1516182036557267,0.1945367365353808,0.3449722996557733,0.28488830384548336,0.5639198762610711
20220217,exp1,3,LR,11,11,20220217_cam3_flid11.h5,24,24.5,65.5,97.5,90.0,122.0,90.0,5.206666666666667,1,0.4522847648931823,0.2486488778554742,0.0154116585843478,0.2836546986669956,0.2177009692765995,0.0614162331599306,0.4230384617740734,2.5147552213296995,-0.7441116084177728,2022-02-18 13:05:00,28.7,11.7,development,middle 24–72 h,0.1113079582914139,1.1001771624622725,-0.014012432616197,0.9873888106454228,0.2685470713341358,1.2416923642007225,0.0970363310242833,0.1361749597776347,0.5072367694459836,0.1672114505920414,0.5164350780269018,0.5251978293447511,0.5340868931991242,True,0.2872531167115378,0.7158344338048589,-0.1566493693288292,-0.1759451584201239,-0.7298468664210559,0.425196440662965,-0.3985667064288115,0.8628007651529821,0.7652252876604778,-0.46194523988181924
20220217,exp1,1,UR,2,2,20220217_cam1_flid2.h5,24,24.5,55.5,78.5,80.0,103.0,80.0,5.050833333333333,1,0.1088829118345675,0.2339597596758418,0.0354582925806902,0.6216990359089004,0.1314553599217464,0.0730042016806722,-0.5408429652381347,1.2282692513455984,-1.611824719800556,2022-02-18 13:05:00,28.7,11.7,development,middle 24–72 h,-0.122148852187072,0.8900660330316352,-0.3256056461183859,0.7069549184934527,0.0583826987082256,1.052544428837403,0.1364204794542026,0.4477681732798235,0.2970723968200734,0.4680885431377963,0.3268983881375644,0.5373530924399461,0.5543995789764705,True,0.2145056164538337,-0.2220988417763154,0.1224683864183677,-0.3366544686409057,-0.10350680434207049,-0.0640856877101421,0.11275384713898315,0.357990035015334,0.3397696795266448,0.3149636473377073
20220217,exp1,3,UR,10,10,20220217_cam3_flid10.h5,24,24.5,77.5,77.5,102.0,102.0,102.0,5.206666666666667,1,0.3538056103086639,0.1923144587700118,0.010670572986791,0.4432093579345332,0.1884392645947268,0.0375761415677382,0.431060453709517,2.609759003866924,-1.3817686543234162,2022-02-18 13:05:00,28.7,11.7,development,early >72 h,0.1132509240945189,1.101925831685067,0.0089979496081833,1.008098154647365,0.1141034064346984,1.1026930657912286,0.0989792968273883,0.1131645775532543,0.3527931045465462,0.1503433497473392,0.3664148957343772,0.3704985779033393,0.3834919783109433,True,0.0694986186335066,-0.1053288115114634,0.0725349045806927,0.04375230546101229,0.1143267611196467,0.04156850185400571,-0.046943138882981544,0.12927804487866051,0.12045395219527696,-0.3631176424971622
20220217,exp1,4,LL,16,15,20220217_cam4_flid15.h5,24,24.5,115.5,120.5,140.0,145.0,140.00000000000003,5.206666666666667,1,0.034320977217972,0.1641054748117599,0.0052652871453327,0.7963082608249352,0.0779756346983237,0.0015839669201013,-1.106422587313312,2.1692169264786667,-2.8123375874684804,2022-02-18 13:05:00,28.7,11.7,development,early >72 h,-0.2591350114189025,0.7667784897229878,-0.0977035028592955,0.912066847426634,-0.2323874076241422,0.7908513331382719,0.2734066386860331,0.2198660300207332,0.0063022904877055,0.3508450672799505,0.2734792660202715,0.2199563366272256,0.3509016672802573,True,0.0078129822368834,-0.3843779944473107,-0.1374835077556081,-0.2669479936557859,0.28667449158801517,-0.09490389986853409,0.13513154604332822,0.40305117001982915,0.37972320302859175,0.33527143969506423
20220217,exp1,3,UL,9,9,20220217_cam3_flid9.h5,24,24.5,126.5,126.5,151.0,151.0,151.0,5.206666666666667,1,0.0717361394211169,0.215313519160212,0.0165772778230737,0.6963730635955973,0.1246887643946467,0.0027844471121782,-0.7771709763212691,1.644775790705194,-2.073961963801618,2022-02-18 13:05:00,28.7,11.7,development,early >72 h,-0.1793886559098322,0.838550209681151,-0.2247257188811411,0.797746853006973,-0.0535492090599683,0.9518057118460284,0.1936602831769628,0.3468882460425788,0.1851404890518794,0.397285489947315,0.267920335112045,0.3932028178038222,0.4383066976547897,True,-0.2253115364738588,0.071647564950861,0.1103455458839784,0.0459228805640266,-0.2963732838320021,-0.1638947549439467,0.15355032158982762,0.34177115885750026,0.3053355920400686,0.449278172280914
20220217,exp1,2,LL,8,8,20220217_cam2_flid8.h5,24,24.5,122.5,130.5,147.0,155.0,147.0,5.050833333333333,1,0.2075773426302715,0.4261322002497822,0.0056270133509071,0.3606634437690389,0.2143718598550531,0.1826397225556889,-0.5085794305670763,3.2391618316478032,-1.312200681503796,2022-02-18 13:05:00,28.7,11.7,development,early >72 h,-0.1143344658030381,0.8970989807772657,0.1614424023821476,1.1452981621439329,0.1309531107559715,1.1178577996803745,0.1286060930701687,0.0392798752207099,0.3696428088678193,0.1344709476880692,0.3913762043385675,0.3717239765539019,0.3933423978162266,True,-0.0592938082145609,-0.4610161235947259,0.0333560648096251,-0.055040657588477204,0.6224585259768735,0.09759704594634638,-0.08475495725883042,0.6324628636738502,0.6267582238364177,-0.1340078004999469
20220217,exp1,1,UL,1,1,20220217_cam1_flid1.h5,24,24.5,92.5,94.5,117.0,119.0,116.99999722111068,5.050833333333333,1,0.0730776448084454,0.2091361432436849,0.0078843348405881,0.7099018771072815,0.0785814325730292,0.0032679738562091,-0.743487048562035,2.247160392352236,-2.3081831572336555,2022-02-18 13:05:00,28.7,11.7,development,early >72 h,-0.1712302433513143,0.845892780983817,-0.078825213029719,0.9290573082732528,-0.1102787312114678,0.9007491419096788,0.1855018706184449,0.2009877401911567,0.1284109669003799,0.2735087123111259,0.2256109935779565,0.2385067045754446,0.3021529283829311,True,-0.1381445154852999,-0.2970312861295198,0.023499215816311,-0.03308572786601438,0.21820607309980078,-0.13377794702777882,0.13846290662042893,0.25807962886874036,0.21779145604740588,0.536512343989968
20220217,exp1,1,LR,3,3,20220217_cam1_flid3.h5,24,24.5,123.5,133.5,148.0,158.0,148.0,5.050833333333333,1,0.1615082817494841,0.1803251365846991,0.010163434967683,0.6480031466981336,0.1132369614512471,0.0531045751633986,-0.077926022209905,2.3030986930110124,-1.9697448760715488,2022-02-18 13:05:00,28.7,11.7,development,early >72 h,-0.0100280974892509,0.9909747122596742,-0.0652766821737353,0.9412509860436382,-0.028307319116891,0.974523412794798,0.0242997247563815,0.187439209335173,0.2103823789949567,0.1890077612677075,0.2117810709549216,0.2817697687612573,0.2828156275933286,True,0.0499174920152635,0.2164361469813502,0.3770366369191809,-0.059945589504514396,-0.2817128291550855,-0.4053439560360719,0.4081208029039478,0.4972517616927859,0.2840716894440839,0.8207528546798687
20220217,exp1,2,UL,5,5,20220217_cam2_flid5.h5,24,24.5,72.5,98.5,97.0,123.0,97.0,5.050833333333333,1,0.1633717448507395,0.2232828237002087,0.0126885037655385,0.6006569276835133,0.1025243430705615,0.1318221733137699,-0.2209058208288176,2.2138520796158945,-1.7749926120119066,2022-02-18 13:05:00,28.7,11.7,development,early >72 h,-0.0446585061816313,0.9598073444365318,-0.0868926497869041,0.9217966151917864,0.0188626347038418,1.0169763712334576,0.0589301334487619,0.2090551769483418,0.2575523328156895,0.2172022735543792,0.2642081845195046,0.3317186626460836,0.3369124986936446,True,0.0572371456024532,-0.0543882207208672,-0.0288308173036548,-0.1018956517840845,-0.0325044290660369,0.0476934520074966,-0.03222529139247189,0.11710647772776622,0.11258533528161688,-0.2751794095232291
