date,experiment,camera,well,fly_id_index,fly_id_file,source_file,hour_index,hour_midpoint,hours_to_collapse,hours_to_death,collapse_hour,death_hour,recording_duration_hours,zt_hour,lights_on,traversal_share,grooming_share,proboscis_share,idle_share,excluded_unstereotyped_share,excluded_edge_share,z_traversal_maintenance,z_action_intake,z_participation_quiescence,local_datetime,TEMPERATURE,RELATIVE-HUMIDITY,split,stage,w_traversal_maintenance,ara_traversal_maintenance,w_action_intake,ara_action_intake,w_participation_quiescence,ara_participation_quiescence,d_1,d_2,d_3,d_12,d_13,d_23,d_123,inside_terminal90
20220217,exp1,1,LR,3,3,20220217_cam1_flid3.h5,0,0.5,147.5,157.5,148.0,158.0,148.0,5.050833333333333,1,0.4755573530155199,0.3741561002063504,0.0060434484882187,0.1442430982899109,0.2053404695211418,0.1899982215108265,0.1695734627538211,3.466216458635904,-0.2961868848780223,2022-02-17 13:05:00,28.4,27.0,development,early >72 h,0.04991749201526352,1.044925742813737,0.21643614698135027,1.1947925322832154,0.3770366369191809,1.3393329732272627,0.035645864748132916,0.09427361981991259,0.6157263350310287,0.10078761366155864,0.6167572839654062,0.622901625495304,0.6239207182954691,True
20220217,exp1,4,UR,14,14,20220217_cam4_flid14.h5,0,0.5,74.5,107.5,75.0,108.0,75.0,5.206666666666667,1,0.3436135777601868,0.0760907901027501,0.0112233621493679,0.5690722699876951,0.1660969943532968,0.1247804677426526,1.0660132696182112,2.178058614931033,-1.859756118708184,2022-02-17 13:05:00,28.4,27.0,development,early >72 h,0.26703961122159176,1.2403356500994325,-0.09556200253831497,0.9139941977155165,-0.0016675024724958048,0.9984992477747537,0.25276798395446115,0.21772452969975264,0.23702219563935198,0.3336099886774693,0.34651287845923123,0.3218438939279068,0.4092372731937799,True
20220217,exp1,1,UR,2,2,20220217_cam1_flid2.h5,0,0.5,79.5,102.5,80.0,103.0,80.0,5.050833333333333,1,0.3710032056108948,0.1116499214732901,0.0267894408467976,0.4905574320690175,0.1384414877061935,0.2157307367391401,0.8491142991421929,1.6556214715281077,-1.3472318642976195,2022-02-17 13:05:00,28.4,27.0,development,early >72 h,0.21450561645383373,1.1930550548084504,-0.22209884177631545,0.800111042401316,0.1224683864183677,1.110221547776531,0.20023398918670313,0.34426136893775316,0.3611580845302155,0.39825813308520963,0.4129513439222047,0.4989499495585004,0.5376287776803348,True
20220217,exp1,4,LL,16,15,20220217_cam4_flid15.h5,0,0.5,139.5,144.5,140.0,145.0,140.00000000000003,5.206666666666667,1,0.0752956871166642,0.0757512160996957,0.0225844762230139,0.826368620560626,0.0666933440042683,0.0792567026810724,-0.0042649225374677,0.9856137689031054,-2.4205044846053867,2022-02-17 13:05:00,28.4,27.0,development,early >72 h,0.007812982236883488,1.0070316840131952,-0.3843779944473107,0.6540598049974204,-0.13748350775560816,0.8762648430199527,0.006458645030247116,0.5065405216087484,0.10120619035623962,0.506581695412783,0.10141206566306667,0.5165520235156245,0.5165923993766391,True
20220217,exp1,2,LR,7,7,20220217_cam2_flid7.h5,0,0.5,186.5,186.5,187.0,187.0,187.0,5.050833333333333,1,0.1218243595450896,0.0383911483481152,0.0119663192819447,0.8278181728248504,0.0746409674981103,0.1950085589791472,0.8165099701494593,1.423138242614048,-2.6626413273169063,2022-02-17 13:05:00,28.4,27.0,development,early >72 h,0.20660868801313412,1.1859478192118207,-0.27840742039500965,0.7494333216444913,-0.19613023899721577,0.8234827849025058,0.1923370607460035,0.40056994755644737,0.04255945911463202,0.44435326916968537,0.1969894730602168,0.40282451569573696,0.4463867553836212,True
20220217,exp1,3,UR,10,10,20220217_cam3_flid10.h5,1,1.5,100.5,100.5,102.0,102.0,102.0,6.206666666666667,1,0.4002271103866371,0.1487243356105423,0.0525504130112273,0.3984981409915932,0.143526855186519,0.0978502512115957,0.6999861646059404,1.2535377786115247,-0.8680954729572538,2022-02-17 14:05:00,27.9,27.9,development,early >72 h,0.17838605063819415,1.1605474455743747,-0.3194854848457721,0.7124630636388051,0.23851757107090762,1.214665813963817,0.16411442337106355,0.4416480120072098,0.4772072691827554,0.47115444438988074,0.5046388032239292,0.6502151522925188,0.6706066568631719,True
20220217,exp1,2,UL,5,5,20220217_cam2_flid5.h5,1,1.5,95.5,121.5,97.0,123.0,97.0,6.050833333333333,1,0.1245207768176347,0.0311625316637622,0.0422506871710112,0.8020660043475918,0.0817993864212351,0.1447940287226001,0.9794934335708856,0.3169781998956951,-2.325034327573817,2022-02-17 14:05:00,27.9,27.9,development,early >72 h,0.24608408245978036,1.2214756742138024,-0.5463248096243609,0.5083076713380752,-0.11436016734063806,0.8970758493934258,0.23181245519264976,0.6684873367857986,0.12432953077120973,0.7075396341021569,0.2630491334413277,0.6799508450356974,0.7183802377899905,True
20220217,exp1,1,LL,4,4,20220217_cam1_flid4.h5,1,1.5,118.5,130.5,120.0,132.0,120.0,6.050833333333333,1,0.4923687980205756,0.093883752224682,0.0174892564135955,0.3962581933411468,0.1548758392245787,0.2049514250144502,1.17178340030197,2.048545487057125,-1.2537711549667072,2022-02-17 14:05:00,27.9,27.9,development,early >72 h,0.29265765578736824,1.2633918902086314,-0.12693071750801613,0.8857623542427855,0.14510502874177592,1.1305945258675982,0.27838602852023764,0.24909324466945382,0.3837947268536237,0.37355886472579786,0.47412780263966614,0.45754326232674875,0.535578768974158,True
20220217,exp1,3,LR,11,11,20220217_cam3_flid11.h5,1,1.5,88.5,120.5,90.0,122.0,90.0,6.206666666666667,1,0.4387102818555913,0.0861493668879135,0.0085580034448215,0.4665823478116734,0.1495681605975723,0.0792400293450713,1.1509858679010034,2.549833918712069,-1.6596773136017977,2022-02-17 14:05:00,27.9,27.9,development,early >72 h,0.2876203914059983,1.2588583522653984,-0.005516200012138039,0.9950354199890757,0.04679256572206639,1.0421133091498598,0.2733487641388677,0.12767872717357573,0.2854822638339142,0.3016975376580172,0.3952463406788011,0.31273308161497876,0.4153571080319287,True
20220217,exp1,2,LL,8,8,20220217_cam2_flid8.h5,1,1.5,145.5,153.5,147.0,155.0,147.0,6.050833333333333,1,0.0869822334933298,0.1412177875492959,0.0046003533709923,0.7671996255863818,0.0829720777199768,0.1510798763950024,-0.3426578627911437,2.597678217132517,-2.5939423715920285,2022-02-17 14:05:00,27.9,27.9,development,early >72 h,-0.07414744806722637,0.9332672967394963,0.006071923792095364,1.0054647314128857,-0.17949101487973565,0.838458086608238,0.08841907533435697,0.11609060336934232,0.05919868323211214,0.14592793109490948,0.10640684648742602,0.13031313167549122,0.15747839588355161,True
20220217,exp1,1,UL,1,1,20220217_cam1_flid1.h5,1,1.5,115.5,117.5,117.0,119.0,116.99999722111068,6.050833333333333,1,0.2619401227379192,0.1634782722478835,0.006300459285817,0.5682811457283802,0.1318888666577742,0.0186268952025254,0.333352825973779,2.850817436007248,-1.882786300668108,2022-02-17 14:05:00,27.9,27.9,development,early >72 h,0.08958565729784299,1.0806270915680587,0.06738348451870484,1.0606451360668343,-0.0072455255305487265,0.9934790270225061,0.07531403003071238,0.05477904264273285,0.23144417258129907,0.09312865634336936,0.2433898275222471,0.23783849254209566,0.249478158671583,True
20220217,exp1,4,UR,14,14,20220217_cam4_flid14.h5,1,1.5,73.5,106.5,75.0,108.0,75.0,6.206666666666667,1,0.2567751088045225,0.0750706650175192,0.0135555642686304,0.6545986619093278,0.129735227424303,0.0906501489484682,0.8695673707308096,1.8994992938279796,-2.01451519910705,2022-02-17 14:05:00,27.9,27.9,development,early >72 h,0.21945945073650852,1.1975135056628576,-0.1630304367370658,0.8532726069366408,-0.039150911001795324,0.9647641800983842,0.20518782346937792,0.28519296389850346,0.19953878711005246,0.3513361204848054,0.2862128062499151,0.34806716911907093,0.40404553842192653,True
20220217,exp1,1,LR,3,3,20220217_cam1_flid3.h5,1,1.5,146.5,156.5,148.0,158.0,148.0,6.050833333333333,1,0.4497895207027707,0.1796450953586269,0.0122678072704467,0.3582975766681556,0.1833983593437375,0.2006969454448446,0.6489748166373317,2.566026546781901,-1.1076948543644625,2022-02-17 14:05:00,27.9,27.9,development,early >72 h,0.16603085189567418,1.1494277667061068,-0.0015942660516868237,0.9985651605534819,0.18048542540613105,1.162436882865518,0.15175922462854358,0.12375679321312451,0.4191751235179788,0.19582289479591708,0.4458011287964282,0.4370623846119783,0.4626601239598736,True
20220217,exp1,2,LR,7,7,20220217_cam2_flid7.h5,1,1.5,185.5,185.5,187.0,187.0,187.0,6.050833333333333,1,0.3252408330279043,0.2062329392843662,0.00823837683189,0.4602878508558393,0.1239468009425992,0.368063892223556,0.3221258717430885,2.8150039622252963,-1.4932716689316998,2022-02-17 14:05:00,27.9,27.9,development,early >72 h,0.08686643390310508,1.0781797905127946,0.05870928546581304,1.0528383569192317,0.08709682925655327,1.0783871463308978,0.07259480663597448,0.06345324169562465,0.3257865273684011,0.09641742494071226,0.3337766728896381,0.33190838388996036,0.3397545897364152,True
20220217,exp1,3,UL,9,9,20220217_cam3_flid9.h5,1,1.5,149.5,149.5,151.0,151.0,151.0,6.206666666666667,1,0.0976117409024463,0.2582488681504142,0.0256961318657205,0.618443259081419,0.1343065003779289,0.0045407051709572,-0.6879552616191149,1.4868965177046387,-1.7032631498529989,2022-02-17 14:05:00,27.9,27.9,development,early >72 h,-0.15778017211169004,0.857997845099479,-0.26296485336640907,0.7633316319702318,0.03623586234747785,1.03261227611273,0.17205179937882065,0.3851273805278468,0.27492556045932565,0.42181147554533277,0.3243237355843144,0.4731882955295019,0.5034967573834067,True
20220217,exp1,1,UR,2,2,20220217_cam1_flid2.h5,1,1.5,78.5,101.5,80.0,103.0,80.0,6.050833333333333,1,0.1626193101119354,0.0527298550897371,0.0104155286062857,0.7742353061920417,0.0758608999155217,0.0847783557867591,0.796349971171019,1.7839314675830362,-2.469772198795046,2022-02-17 14:05:00,27.9,27.9,development,early >72 h,0.20172583735447466,1.1815532536190272,-0.19102153123580293,0.8280806218877774,-0.14941638984250188,0.8655252491417483,0.18745421008734406,0.3131840583972406,0.0892733082693459,0.3649977196005974,0.20762659860630522,0.3256592974314105,0.375756648488074,True
20220217,exp1,4,LL,16,15,20220217_cam4_flid15.h5,1,1.5,138.5,143.5,140.0,145.0,140.00000000000003,6.206666666666667,1,0.0417942152215911,0.0765840691219064,0.0146710086585503,0.8669507069979521,0.0654094971321862,0.0240790760748743,-0.4282341593921533,1.1019636852213288,-2.7533172782198827,2022-02-17 14:05:00,27.9,27.9,development,early >72 h,-0.09487444694608284,0.9146129977485254,-0.35619747389584755,0.6794222734937372,-0.2180923991671975,0.8037168407495222,0.10914607421321344,0.47836000105728527,0.02059729894465029,0.49065380476226034,0.11107256294860396,0.478803236554789,0.4910859444654241,True
20220217,exp1,4,UL,13,13,20220217_cam4_flid13.h5,1,1.5,99.5,127.5,101.0,129.0,101.0,6.206666666666667,1,0.2322022832044002,0.1001760876877114,0.0185070138298082,0.64911461527808,0.1206871637543906,0.1770458183273309,0.5944421554238668,1.7220130545510686,-1.863113268391575,2022-02-17 14:05:00,27.9,27.9,development,early >72 h,0.15282277380949055,1.1375404964285414,-0.20601847464733897,0.8145833728173949,-0.002480620596177019,0.9977674414634407,0.13855114654235995,0.32818100180877663,0.23620907751567077,0.3562291259237722,0.27384511773812337,0.4043482388350621,0.4274270913936305,True
20220217,exp1,2,UR,6,6,20220217_cam2_flid6.h5,1,1.5,161.5,173.5,163.0,175.0,163.0,6.050833333333333,1,0.0446338099731436,0.0460042099150758,0.0225535312477317,0.8868084488640487,0.0365396158463385,0.0063414254590725,-0.0213831214660974,0.5696601136255846,-2.776952972480655,2022-02-17 14:05:00,27.9,27.9,development,early >72 h,0.003666870473529105,1.003300183426176,-0.4851240104473968,0.5633883905973429,-0.22381708027519306,0.7985646277523262,0.0106047567936015,0.6072865376088344,0.014872617836654722,0.6073791234703229,0.01826624285305047,0.6074686276033039,0.6075611857162149,True
20220217,exp1,3,LL,12,12,20220217_cam3_flid12.h5,1,1.5,155.5,179.5,157.0,181.0,157.0,6.206666666666667,1,0.4631236602308639,0.0886254981547097,0.0031786137855338,0.4450722278288926,0.150968720821662,0.094557267351385,1.1692418588214664,3.391885883909126,-1.8807933532862664,2022-02-17 14:05:00,27.9,27.9,development,early >72 h,0.2920420819718458,1.2628378737746613,0.1984329171125725,1.1785896254013153,-0.006762823897155489,0.9939134584925601,0.2777704547047152,0.0762703899511348,0.2319268742146923,0.28805138064269437,0.36186530711006537,0.24414595504799147,0.3698157282663355,True
20220217,exp1,3,LR,11,11,20220217_cam3_flid11.h5,2,2.5,87.5,119.5,90.0,122.0,90.0,7.206666666666667,1,0.5572399572323201,0.113181609897663,0.0066595387200244,0.3229188941499923,0.171854853052332,0.1004096082877595,1.1271202978126451,2.9636115882721943,-1.265515558248418,2022-02-17 15:05:00,28.7,26.0,development,early >72 h,0.2818400332447778,1.2536560299203,0.09470278157168724,1.0852325034145185,0.14226047664824693,1.1280344289834223,0.2675684059776472,0.02745974558975045,0.38095017476009474,0.26897377103590014,0.46552753680868947,0.38193857264958264,0.46633670792145404,True
20220217,exp1,4,UR,14,14,20220217_cam4_flid14.h5,2,2.5,72.5,105.5,75.0,108.0,75.0,7.206666666666667,1,0.206315984505114,0.072787535469084,0.0076136297353586,0.7132828502904434,0.1272592370281446,0.0628306878306878,0.7366984366887208,2.268494843313681,-2.3274405354125,2022-02-17 15:05:00,28.7,26.0,development,early >72 h,0.18727794304910136,1.1685501487441912,-0.07365790433884879,0.9337078860950361,-0.11494296268415713,0.8965513335842585,0.17300631578197076,0.1958204315002865,0.12374673542769066,0.26129834804952246,0.21270740426572335,0.2316438989526149,0.28911949298243494,True
20220217,exp1,1,UR,2,2,20220217_cam1_flid2.h5,2,2.5,77.5,100.5,80.0,103.0,80.0,7.050833333333333,1,0.4014668905294783,0.0755175488628786,0.0099613595649135,0.5130542010427294,0.1315720732737539,0.1765900804766351,1.1813904589802418,2.335870737430884,-1.761703327862036,2022-02-17 15:05:00,28.7,26.0,development,early >72 h,0.29498453253201223,1.265486079278811,-0.05733913223376175,0.9483947809896144,0.022081364522910932,1.0198732280706198,0.28071290526488163,0.17950165939519944,0.26077106263475874,0.33319751035666606,0.38314655458441965,0.31657920467600437,0.4231100660768328,True
20220217,exp1,3,UR,10,10,20220217_cam3_flid10.h5,2,2.5,99.5,99.5,102.0,102.0,102.0,7.206666666666667,1,0.3285203352084214,0.1011883327331652,0.0153409945075883,0.5549503375508249,0.1323140367258014,0.0728374683206616,0.8326912959760613,2.020959540678552,-1.6784721170011252,2022-02-17 15:05:00,28.7,26.0,development,early >72 h,0.21052788451482563,1.1894750960633431,-0.1336121690591006,0.8797490478468095,0.0422403721303938,1.0380163349173543,0.19625625724769502,0.2557746962205383,0.2809300702422416,0.3223929492646855,0.34269260697479925,0.37992420243124736,0.4276200627916011,True
20220217,exp1,2,UR,6,6,20220217_cam2_flid6.h5,2,2.5,160.5,172.5,163.0,175.0,163.0,7.050833333333333,1,0.0220246462172627,0.0359114989809792,0.0113371449596559,0.930726709842102,0.0298480503312436,0.0034235916588857,-0.3456834390547764,0.7417473000533035,-3.292734095734115,2022-02-17 15:05:00,28.7,26.0,development,early >72 h,-0.0748802574819244,0.932607768266268,-0.44344364962525273,0.6009007153372725,-0.34874179877818634,0.6861323810996323,0.089151884749055,0.5656061767866905,0.11005210066633855,0.572589212065304,0.14163164694157412,0.5762133390336698,0.5830693531944889,True
20220217,exp1,1,UL,1,1,20220217_cam1_flid1.h5,2,2.5,114.5,116.5,117.0,119.0,116.99999722111068,7.050833333333333,1,0.0895449830471737,0.0711832917898778,0.0156554318713133,0.8236162932916351,0.0989951536170023,0.0035486416788937,0.1622658162961497,1.3301564617281505,-2.4913139903456365,2022-02-17 15:05:00,28.7,26.0,development,early >72 h,0.04814754419149374,1.0433327897723443,-0.3009280638993856,0.729164742490553,-0.15463391744128768,0.8608294743028411,0.033875916924363134,0.42309059106082325,0.0840557806705601,0.4244446088615841,0.09062533868407698,0.43135950494724706,0.43268764744998256,True
20220217,exp1,3,LL,12,12,20220217_cam3_flid12.h5,2,2.5,154.5,178.5,157.0,181.0,157.0,7.206666666666667,1,0.4862103922435081,0.0716458037037174,0.0114817469188293,0.430662057133945,0.1502489884842826,0.1014044506691565,1.3540279949789296,2.276623236575091,-1.5290134642576467,2022-02-17 15:05:00,28.7,26.0,development,early >72 h,0.3367981907202906,1.3031183716482615,-0.0716891676125839,0.9354797491486745,0.0784399910773643,1.070595991969628,0.32252656345316,0.1938516947740216,0.3171296891892121,0.3763002307993787,0.4523213723649939,0.37168497323944466,0.49211086501408596,True
20220217,exp1,1,LL,4,4,20220217_cam1_flid4.h5,2,2.5,117.5,129.5,120.0,132.0,120.0,7.050833333333333,1,0.4320180177185313,0.0441882884829546,0.0236773432175922,0.5001163505809219,0.1310051798497176,0.2002495442621493,1.612178923717955,1.4402045203925875,-1.6232057084281708,2022-02-17 15:05:00,28.7,26.0,development,early >72 h,0.39932361216376083,1.3593912509473847,-0.27427388418893517,0.7531535042299583,0.05562616742685133,1.0500635506841662,0.38505198489663023,0.3964364113503729,0.2943158655386991,0.5526543760047475,0.4846512764665212,0.4937445259971554,0.6261379145403914,True
20220217,exp1,2,LR,7,7,20220217_cam2_flid7.h5,2,2.5,184.5,184.5,187.0,187.0,187.0,7.050833333333333,1,0.0082588944203179,0.0224375948875472,0.0065023714531181,0.9628011392390166,0.0456627095282557,0.0098594993552976,-0.7066362842331074,0.6031811187913895,-3.9014097405865207,2022-02-17 15:05:00,28.7,26.0,development,early >72 h,-0.1623048074389396,0.8539256733049544,-0.4770050585403148,0.5706954473137167,-0.4961660261581569,0.5534505764576587,0.1765764347060702,0.5991675857017524,0.25747632804630916,0.624644725463342,0.3122071376469758,0.6521471116702714,0.675629404743003,True
20220217,exp1,4,LL,16,15,20220217_cam4_flid15.h5,2,2.5,137.5,142.5,140.0,145.0,140.00000000000003,7.206666666666667,1,0.0313014435391372,0.0389351447402045,0.0089946335288559,0.9207687781918024,0.040402272019919,0.0244069850162287,-0.1543075180550196,1.1071940882707665,-3.22542248880498,2022-02-17 15:05:00,28.7,26.0,development,early >72 h,-0.02852807051482347,0.9743247365366589,-0.35493064461662416,0.6805624198450382,-0.33243859734544584,0.7008052623890988,0.042799697781954076,0.4770931717780619,0.09374889923359805,0.47900909040171447,0.10305663606841593,0.48621677332725016,0.4880968805421616,True
20220217,exp1,2,LL,8,8,20220217_cam2_flid8.h5,2,2.5,144.5,152.5,147.0,155.0,147.0,7.050833333333333,1,0.0720578843716877,0.0752209282497266,0.0471413907362268,0.8055797966423587,0.0664682539682539,0.1024243030545551,-0.0303764391553658,0.363982312121817,-2.200732638187976,2022-02-17 15:05:00,28.7,26.0,development,early >72 h,0.0014886448074692945,1.0013397803267223,-0.5349401830383939,0.5185538352654455,-0.08425368834035504,0.9241716804936805,0.01278298245966131,0.6571027101998316,0.15443600977149274,0.657227035652466,0.15496414344842685,0.6750070020867224,0.67512803045546,True
20220217,exp1,2,UL,5,5,20220217_cam2_flid5.h5,2,2.5,94.5,120.5,97.0,123.0,97.0,7.050833333333333,1,0.351217520848686,0.1554863986512636,0.0103222864898394,0.4829737940102109,0.1280929038281979,0.3477502111955893,0.5761774674481478,2.547005754430008,-1.529214084715858,2022-02-17 15:05:00,28.7,26.0,development,early >72 h,0.1483989767741918,1.1335590790967727,-0.006201195276385154,0.9944189242512533,0.07839139981813037,1.0705522598363173,0.1341273495070612,0.12836372243782285,0.3170810979299782,0.18565395531440687,0.34428268697433767,0.34207845284755195,0.3674340944827578,True
20220217,exp1,4,UL,13,13,20220217_cam4_flid13.h5,2,2.5,98.5,126.5,101.0,129.0,101.0,7.206666666666667,1,0.1169350829250228,0.0869915549170406,0.012491042314563,0.7835823198433733,0.0828720377039704,0.1066676670668267,0.2091641965883785,1.7053210095110514,-2.3784006617763582,2022-02-17 15:05:00,28.7,26.0,development,early >72 h,0.0595065619843453,1.0535559057859107,-0.21006136984813661,0.8109447671366771,-0.1272857553027105,0.8854428202275606,0.045234934717214695,0.33222389700957433,0.11140394280913729,0.3352893035321869,0.12023742259501492,0.3504048461674721,0.35331254653142513,True
20220217,exp1,1,LR,3,3,20220217_cam1_flid3.h5,2,2.5,145.5,155.5,148.0,158.0,148.0,7.050833333333333,1,0.4027798489460434,0.2250677637523136,0.0098114895744699,0.362340897727173,0.1953976034858388,0.1710211862522787,0.4115250479134157,2.7953787859022903,-1.148693249105751,2022-02-17 15:05:00,28.7,26.0,development,early >72 h,0.108519352968911,1.0976674176720198,0.05395597147816957,1.0485603743303527,0.1705554130593759,1.1534998717534384,0.0942477257017804,0.06820655568326811,0.4092451111712237,0.11633902199233408,0.41995737261953775,0.414889979700308,0.4254601380337294,True
20220217,exp1,3,UL,9,9,20220217_cam3_flid9.h5,2,2.5,148.5,148.5,151.0,151.0,151.0,7.206666666666667,1,0.0544682142315278,0.1073507843434749,0.0309274976869825,0.8072535037380147,0.0645480414387977,0.0013533191054199,-0.4797514956873674,0.7390815808387339,-2.302318345946294,2022-02-17 15:05:00,28.7,26.0,development,early >72 h,-0.10735219854371363,0.9033830213106577,-0.4440892998971889,0.60031963009253,-0.10885824514457705,0.9020275793698806,0.12162382581084423,0.5662518270586266,0.12983145296727072,0.5791661995076192,0.1779004249136556,0.5809452106927343,0.5935399673414521,True
