model,domain,test_role,sample_index,time,flux_left,flux_interface,flux_right,child_1_accumulation,child_1_release,child_1_total,child_1_ara,child_2_accumulation,child_2_release,child_2_total,child_2_ara,internal_handover,parent_accumulation_direct,parent_release_direct,parent_total_direct,parent_ara_direct,parent_ara_frozen,parent_ara_naive,parent_ara_no_internal,abs_error_frozen,abs_error_naive,abs_error_no_internal
Classical string energy,Newton/Hamilton continuum,Operator establishment,256,1.875,0.21311940031971793,0.4731675910620966,2.251808597211077,0.21311940031971793,0.4731675910620966,0.6862869913818146,1.3789204720590444,0.4731675910620966,2.251808597211077,2.724976188273174,1.6527179994464873,0.4731675910620966,0.21311940031971793,2.251808597211077,2.464927997530795,1.8270785998347965,1.8270785998347965,1.5158192357527658,1.5976346853125387,0.0,0.3112593640820307,0.22944391452225776
Classical string energy,Newton/Hamilton continuum,Operator establishment,281,2.05810546875,0.30562567312849853,0.49067126516108356,1.3557736783094179,0.30562567312849853,0.49067126516108356,0.7962969382895821,1.2323826491535386,0.49067126516108356,1.3557736783094179,1.8464449434705015,1.468523264778382,0.49067126516108356,0.30562567312849853,1.3557736783094179,1.6613993514379164,1.6320864422343924,1.6320864422343924,1.3504529569659602,1.39737062950753,0.0,0.2816334852684321,0.23471581272686226
Classical string energy,Newton/Hamilton continuum,Operator establishment,307,2.24853515625,0.273922746073426,0.4187618844874347,0.469088440095609,0.273922746073426,0.4187618844874347,0.6926846305608607,1.2090982418604173,0.4187618844874347,0.469088440095609,0.8878503245830437,1.0566836033222253,0.4187618844874347,0.273922746073426,0.469088440095609,0.7430111861690349,1.2626685811131018,1.2626685811131013,1.1328909225913213,1.1234807831278957,4.440892098500626e-16,0.12977765852178047,0.13918779798520609
Classical string energy,Newton/Hamilton continuum,Operator establishment,332,2.431640625,0.12740437942604965,0.31892667957653226,-0.11081685714814427,0.12740437942604965,0.31892667957653226,0.4463310590025819,1.4291036805246724,0.4297435367246765,0.0,0.4297435367246765,0.0,0.31892667957653226,0.23822123657419392,0.0,0.23822123657419392,0.0,0.0,0.7145518402623362,0.7280811043534042,0.0,0.7145518402623362,0.7280811043534042
Classical string energy,Newton/Hamilton continuum,Operator establishment,358,2.6220703125,-0.09053357566812212,0.228758169048098,-0.3364874667650869,0.0,0.3192917447162201,0.3192917447162201,2.0,0.5652456358131849,0.0,0.5652456358131849,0.0,0.228758169048098,0.3364874667650869,0.09053357566812212,0.42702104243320904,0.4240239551299517,0.4240239551299518,1.0,0.7219406477205533,5.551115123125783e-17,0.5759760448700483,0.2979166925906016
Classical string energy,Newton/Hamilton continuum,Operator establishment,384,2.8125,-0.26451736771011514,0.17250967007596113,-0.23565816062545766,0.0,0.43702703778607627,0.43702703778607627,2.0,0.4081678307014188,0.0,0.4081678307014188,0.0,0.17250967007596113,0.23565816062545766,0.26451736771011514,0.5001755283355728,1.0576981588457395,1.0576981588457395,1.0,1.0341450334835824,0.0,0.05769815884573948,0.023553125362157035
Classical string energy,Newton/Hamilton continuum,Operator establishment,409,2.99560546875,-0.2580201129834318,0.15037266106596753,0.02712566927064941,0.0,0.40839277404939933,0.40839277404939933,2.0,0.15037266106596753,0.02712566927064941,0.17749833033661694,0.30564421895357435,0.15037266106596753,0.0,0.2851457822540812,0.2851457822540812,2.0,2.0000000000000004,1.1528221094767872,1.4866873385164285,4.440892098500626e-16,0.8471778905232128,0.5133126614835715
Classical string energy,Newton/Hamilton continuum,Operator establishment,435,3.18603515625,0.04019661520114459,0.15148310172560456,0.31461156450818856,0.04019661520114459,0.15148310172560456,0.19167971692674915,1.580585615988719,0.15148310172560456,0.31461156450818856,0.46609466623379314,1.3499899797196107,0.15148310172560456,0.04019661520114459,0.31461156450818856,0.35480817970933315,1.7734177648662184,1.7734177648662186,1.465287797854165,1.4171870421412684,2.220446049250313e-16,0.3081299670120534,0.35623072272494993
Classical string energy,Newton/Hamilton continuum,Operator establishment,460,3.369140625,0.6238837783893967,0.16230093992920594,0.5012729844814429,0.6238837783893967,0.16230093992920594,0.7861847183186026,0.41288245916637933,0.16230093992920594,0.5012729844814429,0.6635739244106488,1.5108278551682,0.16230093992920594,0.6238837783893967,0.5012729844814429,1.1251567628708394,0.8910278123422446,0.8910278123422446,0.9618551571672896,0.9154267542926097,0.0,0.07082734482504505,0.024398941950365072
Classical string energy,Newton/Hamilton continuum,Operator establishment,486,3.5595703125,1.4231624847415616,0.16149422786405657,0.5602424807511328,1.4231624847415616,0.16149422786405657,1.5846567126056181,0.20382235039223726,0.16149422786405657,0.5602424807511328,0.7217367086151893,1.552484372940047,0.16149422786405657,1.4231624847415616,0.5602424807511328,1.9834049654926944,0.5649299971495876,0.5649299971495876,0.8781533616661421,0.6258574118141246,0.0,0.3132233645165545,0.060927414664536994
Classical string energy,Newton/Hamilton continuum,Operator establishment,512,3.75,2.1790134187511367,0.11802502482207564,0.4893842053461864,2.1790134187511367,0.11802502482207564,2.2970384435732125,0.1027627771335677,0.11802502482207564,0.4893842053461864,0.607409230168262,1.6113821820278207,0.11802502482207564,2.1790134187511367,0.4893842053461864,2.6683976240973233,0.36680006077560295,0.36680006077560295,0.8570724795806942,0.4182614379041677,0.0,0.49027241880509126,0.051461377128564745
Classical string energy,Newton/Hamilton continuum,Operator establishment,537,3.93310546875,2.6049234540979005,0.013520025842087002,0.3247273599980737,2.6049234540979005,0.013520025842087002,2.6184434799399874,0.010326765458689121,0.013520025842087002,0.3247273599980737,0.3382473858401607,1.9200583572375285,0.013520025842087002,2.6049234540979005,0.3247273599980737,2.9296508140959743,0.22168332037091415,0.22168332037091415,0.9651925613481088,0.2288013195798954,0.0,0.7435092409771946,0.007117999208981263
Classical string energy,Newton/Hamilton continuum,Operator establishment,563,4.12353515625,2.548033263894669,-0.15101954560506883,0.0803723843676844,2.699052809499738,0.0,2.699052809499738,0.0,0.0,0.23139192997275324,0.23139192997275324,2.0,0.15101954560506883,2.548033263894669,0.0803723843676844,2.6284056482623535,0.0611567582201924,0.0611567582201924,1.0,0.1579227390682044,0.0,0.9388432417798076,0.096765980848012
Classical string energy,Newton/Hamilton continuum,Operator establishment,588,4.306640625,2.0086867009765528,-0.3023522410297758,-0.19822439838469008,2.3110389420063284,0.0,2.3110389420063284,0.0,0.19822439838469008,0.3023522410297758,0.500576639414466,1.2080157850891444,0.3023522410297758,2.2069110993612426,0.0,2.2069110993612426,0.0,0.0,0.6040078925445722,0.2150736701188632,0.0,0.6040078925445722,0.2150736701188632
Classical string energy,Newton/Hamilton continuum,Operator establishment,614,4.4970703125,1.1500567539040774,-0.33827779531048213,-0.4940429880735379,1.4883345492145594,0.0,1.4883345492145594,0.0,0.4940429880735379,0.33827779531048213,0.83232078338402,0.8128543755332515,0.33827779531048213,1.6440997419776153,0.0,1.6440997419776153,0.0,0.0,0.40642718776662573,0.2915364384867027,0.0,0.40642718776662573,0.2915364384867027
Classical string energy,Newton/Hamilton continuum,Operator establishment,640,4.6875,0.3444670063258385,-0.12526582281861048,-0.7412548732583575,0.46973282914444897,0.0,0.46973282914444897,0.0,0.7412548732583575,0.12526582281861048,0.866520696076968,0.2891236721424686,0.12526582281861048,1.085721879584196,0.0,1.085721879584196,0.0,0.0,0.1445618360712343,0.1874881082882142,0.0,0.1445618360712343,0.1874881082882142
Classical string energy,Newton/Hamilton continuum,Operator establishment,665,4.87060546875,-0.04373526778073037,0.373683543134904,-0.8812778143606261,0.0,0.4174188109156344,0.4174188109156344,2.0,1.25496135749553,0.0,1.25496135749553,0.0,0.373683543134904,0.8812778143606261,0.04373526778073037,0.9250130821413565,0.09456140377925366,0.09456140377925369,1.0,0.4991912948982178,2.7755575615628914e-17,0.9054385962207463,0.40462989111896414
Classical string energy,Newton/Hamilton continuum,Operator establishment,691,5.06103515625,0.1492436456456293,1.1352777017634765,-0.8970239856084097,0.1492436456456293,1.1352777017634765,1.2845213474091057,1.7676276132792104,2.032301687371886,0.0,2.032301687371886,0.0,1.1352777017634765,1.046267631254039,0.0,1.046267631254039,0.0,0.0,0.8838138066396052,0.6845572946513491,0.0,0.8838138066396052,0.6845572946513491
Classical string energy,Newton/Hamilton continuum,Operator establishment,716,5.244140625,0.8596470731579882,1.908412436760946,-0.8021308407956798,0.8596470731579882,1.908412436760946,2.7680595099189342,1.3788810752965612,2.710543277556626,0.0,2.710543277556626,0.0,1.908412436760946,1.661777913953668,0.0,1.661777913953668,0.0,0.0,0.6894405376482806,0.696678518517057,0.0,0.6894405376482806,0.696678518517057
Classical string energy,Newton/Hamilton continuum,Operator establishment,742,5.4345703125,1.8615722004190163,2.467600936240132,-0.6425231864286112,1.8615722004190163,2.467600936240132,4.329173136659149,1.1399871792350609,3.1101241226687435,0.0,3.1101241226687435,0.0,2.467600936240132,2.5040953868476272,0.0,2.5040953868476272,0.0,0.0,0.5699935896175304,0.663396245699441,0.0,0.5699935896175304,0.663396245699441
Classical string energy,Newton/Hamilton continuum,Operator establishment,768,5.625,2.728466639093894,2.515253430329167,-0.48027441047069475,2.728466639093894,2.515253430329167,5.243720069423061,0.9593393228582117,2.995527840799862,0.0,2.995527840799862,0.0,2.515253430329167,3.2087410495645887,0.0,3.2087410495645887,0.0,0.0,0.47966966142910583,0.6105541325460891,0.0,0.47966966142910583,0.6105541325460891
Classical string energy,Newton/Hamilton continuum,Operator establishment,793,5.80810546875,3.109616017501232,1.9826001152155226,-0.3416656171640132,3.109616017501232,1.9826001152155226,5.0922161327167546,0.7786786984462826,2.3242657323795357,0.0,2.3242657323795357,0.0,1.9826001152155226,3.451281634665245,0.0,3.451281634665245,0.0,0.0,0.3893393492231413,0.5346470607704458,0.0,0.3893393492231413,0.5346470607704458
Classical string energy,Newton/Hamilton continuum,Operator establishment,819,5.99853515625,2.8974523355355664,0.9619637696952119,-0.17499745181835238,2.8974523355355664,0.9619637696952119,3.8594161052307783,0.4985022311491288,1.1369612215135643,0.0,1.1369612215135643,0.0,0.9619637696952119,3.0724497873539187,0.0,3.0724497873539187,0.0,0.0,0.2492511155745644,0.3850645004515826,0.0,0.2492511155745644,0.3850645004515826
Classical string energy,Newton/Hamilton continuum,Operator establishment,844,6.181640625,2.211055474340062,-0.13978442529659563,0.08645158571963599,2.3508398996366573,0.0,2.3508398996366573,0.0,0.0,0.22623601101623161,0.22623601101623161,2.0,0.13978442529659563,2.211055474340062,0.08645158571963599,2.297507060059698,0.07525686185912277,0.07525686185912278,1.0,0.17557574465000209,1.3877787807814457e-17,0.9247431381408773,0.10031888279087932
Classical string energy,Newton/Hamilton continuum,Operator establishment,870,6.3720703125,1.2868598582857598,-0.9761782677238,0.5343785548595555,2.26303812600956,0.0,2.26303812600956,0.0,0.0,1.5105568225833554,1.5105568225833554,2.0,0.9761782677238,1.2868598582857598,0.5343785548595555,1.8212384131453154,0.586829874663881,0.5868298746638809,1.0,0.8005929852893229,1.1102230246251565e-16,0.41317012533611897,0.21376311062544184
Classical string energy,Newton/Hamilton continuum,Operator establishment,896,6.5625,0.49000630332039835,-1.143865766330301,1.152549635770874,1.6338720696506992,0.0,1.6338720696506992,0.0,0.0,2.296415402101175,2.296415402101175,2.0,1.143865766330301,0.49000630332039835,1.152549635770874,1.6425559390912723,1.403361198655445,1.403361198655445,1.0,1.1685737588439442,0.0,0.40336119865544506,0.23478743981150085
Classical string energy,Newton/Hamilton continuum,Operator establishment,921,6.74560546875,0.06719324853047634,-0.5711464536128446,1.7896974047850154,0.6383397021433209,0.0,0.6383397021433209,0.0,0.0,2.36084385839786,2.36084385839786,2.0,0.5711464536128446,0.06719324853047634,1.7896974047850154,1.8568906533154916,1.9276282118061154,1.9276282118061152,1.0,1.5743243524393438,2.220446049250313e-16,0.9276282118061154,0.35330385936677167
Classical string energy,Newton/Hamilton continuum,Operator establishment,947,6.93603515625,0.026707770676526403,0.5980089471540438,2.2876075271439147,0.026707770676526403,0.5980089471540438,0.6247167178305703,1.9144963791932015,0.5980089471540438,2.2876075271439147,2.8856164742979584,1.5855243047851442,0.5980089471540438,0.026707770676526403,2.2876075271439147,2.314315297820441,1.9769195055646231,1.9769195055646231,1.7500103419891728,1.6440698454315292,0.0,0.22690916357545032,0.3328496601330939
Classical string energy,Newton/Hamilton continuum,Operator establishment,972,7.119140625,0.241516679940813,1.8803065396484504,2.4110095966085767,0.241516679940813,1.8803065396484504,2.1218232195892632,1.7723498567542635,1.8803065396484504,2.4110095966085767,4.291316136257027,1.1236690656454447,1.8803065396484504,0.241516679940813,2.4110095966085767,2.6525262765493896,1.8178968615119648,1.8178968615119648,1.4480094611998542,1.3382887531813932,0.0,0.36988740031211065,0.47960810833057166
Classical string energy,Newton/Hamilton continuum,Operator establishment,998,7.3095703125,0.5017434682683544,2.906137059152992,2.0736016795611976,0.5017434682683544,2.906137059152992,3.407880527421346,1.7055392850593796,2.906137059152992,2.0736016795611976,4.97973873871419,0.8328154501119948,2.906137059152992,0.5017434682683544,2.0736016795611976,2.5753451478295517,1.610348563421712,1.610348563421712,1.2691773675856872,1.1874021890382076,0.0,0.34117119583602484,0.42294637438350446
Classical string energy,Newton/Hamilton continuum,Operator establishment,1024,7.5,0.5967142562463726,3.2725120202189264,1.3544494912062293,0.5967142562463726,3.2725120202189264,3.869226276465299,1.691558873216639,3.2725120202189264,1.3544494912062293,4.626961511425156,0.5854595884844711,3.2725120202189264,0.5967142562463726,1.3544494912062293,1.9511637474526018,1.388350406750402,1.3883504067504016,1.138509230850555,1.0891853209788807,4.440892098500626e-16,0.2498411758998469,0.29916508577152134
Classical string energy,Newton/Hamilton continuum,Operator establishment,1049,7.68310546875,0.4515706636647292,2.9270719905561875,0.5625027091753577,0.4515706636647292,2.9270719905561875,3.3786426542209167,1.732691077524529,2.9270719905561875,0.5625027091753577,3.4895746997315453,0.32239041005119123,2.9270719905561875,0.4515706636647292,0.5625027091753577,1.014073372840087,1.1093925237381435,1.1093925237381441,1.02754074378786,1.0161515047928398,6.661338147750939e-16,0.08185177995028337,0.09324101894530368
Classical string energy,Newton/Hamilton continuum,Operator establishment,1075,7.87353515625,0.10680215516519231,2.038696421550418,-0.013813036547865504,0.10680215516519231,2.038696421550418,2.1454985767156103,1.900440712173589,2.0525094580982834,0.0,2.0525094580982834,0.0,2.038696421550418,0.12061519171305782,0.0,0.12061519171305782,0.0,0.0,0.9502203560867944,0.9712684704953394,0.0,0.9502203560867944,0.9712684704953394
Classical string energy,Newton/Hamilton continuum,Operator establishment,1100,8.056640625,-0.2779425243216521,1.0246370185168483,-0.06123825839703387,0.0,1.3025795428385005,1.3025795428385005,2.0,1.0858752769138822,0.0,1.0858752769138822,0.0,1.0246370185168483,0.06123825839703387,0.2779425243216521,0.339180782718686,1.638904905483254,1.6389049054832543,1.0,1.0907298995704195,2.220446049250313e-16,0.6389049054832541,0.5481750059128345
Classical string energy,Newton/Hamilton continuum,Operator establishment,1126,8.2470703125,-0.5843565921981637,0.17918278905527815,0.49848989539372685,0.0,0.7635393812534419,0.7635393812534419,2.0,0.17918278905527815,0.49848989539372685,0.677672684449005,1.471181904872066,0.17918278905527815,0.0,1.0828464875918906,1.0828464875918906,2.0,2.0000000000000004,1.735590952436033,1.7513443117506178,4.440892098500626e-16,0.2644090475639671,0.24865568824938222
Classical string energy,Newton/Hamilton continuum,Operator establishment,1152,8.4375,-0.7041526300492361,-0.2143664372927945,1.5039654847145163,0.2143664372927945,0.7041526300492361,0.9185190673420306,1.5332346493075675,0.0,1.7183319220073108,1.7183319220073108,2.0,0.2143664372927945,0.0,2.2081181147637525,2.2081181147637525,2.0,2.0,1.7666173246537837,1.8374072420787868,0.0,0.23338267534621626,0.1625927579212132
Classical string energy,Newton/Hamilton continuum,Operator establishment,1177,8.62060546875,-0.640031799370413,-0.1433755606225292,2.5423520672903726,0.1433755606225292,0.640031799370413,0.7834073599929422,1.6339693295099478,0.0,2.6857276279129016,2.6857276279129016,2.0,0.1433755606225292,0.0,3.1823838666607855,3.1823838666607855,2.0,2.0,1.8169846647549739,1.9173421840762221,0.0,0.1830153352450261,0.08265781592377786
Classical string energy,Newton/Hamilton continuum,Operator establishment,1203,8.81103515625,-0.451761571180797,0.2389946264031359,3.290417037596087,0.0,0.6907561975839329,0.6907561975839329,2.0,0.2389946264031359,3.290417037596087,3.529411663999223,1.864569707840582,0.2389946264031359,0.0,3.742178608776884,3.742178608776884,2.0,1.9999999999999998,1.932284853920291,1.8867369098851534,2.220446049250313e-16,0.06771514607970897,0.11326309011484659
Classical string energy,Newton/Hamilton continuum,Operator establishment,1228,8.994140625,-0.23912846614323258,0.6749850003531879,3.423573748521629,0.0,0.9141134664964204,0.9141134664964204,2.0,0.6749850003531879,3.423573748521629,4.098558748874817,1.6706232401629022,0.6749850003531879,0.0,3.6627022146648613,3.6627022146648613,2.0,1.9999999999999998,1.835311620081451,1.7306885543868746,2.220446049250313e-16,0.164688379918549,0.26931144561312537
Classical string energy,Newton/Hamilton continuum,Operator establishment,1254,9.1845703125,-0.06020229902081882,0.9917532207993827,2.908091179781141,0.0,1.0519555198202015,1.0519555198202015,2.0,0.9917532207993827,2.908091179781141,3.8998444005805233,1.4913883124917744,0.9917532207993827,0.0,2.9682934788019595,2.9682934788019595,2.0,2.0000000000000004,1.7456941562458872,1.5994372806891903,4.440892098500626e-16,0.2543058437541128,0.40056271931080967
Classical string energy,Newton/Hamilton continuum,Operator establishment,1280,9.375,0.03399945018705432,1.069063697258857,1.9316449801727187,0.03399945018705432,1.069063697258857,1.1030631474459114,1.9383544808549202,1.069063697258857,1.9316449801727187,3.0007086774315757,1.2874591890247002,1.069063697258857,0.03399945018705432,1.9316449801727187,1.965644430359773,1.9654063067949359,1.9654063067949357,1.6129068349398104,1.4624149711448238,2.220446049250313e-16,0.35249947185512553,0.5029913356501121
Classical string energy,Newton/Hamilton continuum,Operator establishment,1305,9.55810546875,0.03657084124590301,0.9379877221642119,0.8942933201118521,0.03657084124590301,0.9379877221642119,0.9745585634101149,1.924948909959938,0.9379877221642119,0.8942933201118521,1.832281042276064,0.9761530021627673,0.9379877221642119,0.03657084124590301,0.8942933201118521,0.9308641613577552,1.9214260409541153,1.921426040954115,1.4505509560613525,1.305583004147565,2.220446049250313e-16,0.47087508489276275,0.6158430368065504
Classical string energy,Newton/Hamilton continuum,Operator establishment,1331,9.74853515625,-0.03713982702487041,0.6853306588321655,0.06032959092619608,0.0,0.7224704858570359,0.7224704858570359,2.0,0.6853306588321655,0.06032959092619608,0.7456602497583615,0.1618152260248457,0.6853306588321655,0.0,0.09746941795106649,0.09746941795106649,2.0,2.0,1.0809076130124229,1.0663901487698302,0.0,0.9190923869875771,0.9336098512301698
Classical string energy,Newton/Hamilton continuum,Operator establishment,1356,9.931640625,-0.1487834083042406,0.43297029719401214,-0.3058722968747513,0.0,0.5817537054982528,0.5817537054982528,2.0,0.7388425940687635,0.0,0.7388425940687635,0.0,0.43297029719401214,0.3058722968747513,0.1487834083042406,0.4546557051789919,0.6544882495015281,0.6544882495015282,1.0,0.8810470023109899,1.1102230246251565e-16,0.34551175049847194,0.2265587528094618
Classical string energy,Newton/Hamilton continuum,Operator establishment,1382,10.1220703125,-0.250929297545914,0.23024419348335023,-0.21979295424547846,0.0,0.4811734910292642,0.4811734910292642,2.0,0.4500371477288287,0.0,0.4500371477288287,0.0,0.23024419348335023,0.21979295424547846,0.250929297545914,0.47072225179139243,1.066145892151778,1.066145892151778,1.0,1.0334364127776294,0.0,0.06614589215177791,0.032709479374148476
Classical string energy,Newton/Hamilton continuum,Operator establishment,1408,10.3125,-0.2601651932381384,0.10493949670594979,0.18347436193435201,0.0,0.3651046899440882,0.3651046899440882,2.0,0.10493949670594979,0.18347436193435201,0.2884138586403018,1.272299207807305,0.10493949670594979,0.0,0.44363955517249043,0.44363955517249043,2.0,1.9999999999999998,1.6361496039036525,1.6788476870832112,2.220446049250313e-16,0.3638503960963475,0.3211523129167888
Classical string energy,Newton/Hamilton continuum,Operator establishment,1433,10.49560546875,-0.10506683502132,0.037278937237411935,0.6474472126507334,0.0,0.14234577225873193,0.14234577225873193,2.0,0.037278937237411935,0.6474472126507334,0.6847261498881453,1.8911128565967528,0.037278937237411935,0.0,0.7525140476720533,0.7525140476720533,2.0,2.0,1.9455564282983764,1.9098532153270422,0.0,0.054443571701623616,0.09014678467295778
Classical string energy,Newton/Hamilton continuum,Operator establishment,1459,10.68603515625,0.2703851711607645,-0.010052350336645532,1.0052476273785276,0.28043752149741,0.0,0.28043752149741,0.0,0.0,1.015299977715173,1.015299977715173,2.0,0.010052350336645532,0.2703851711607645,1.0052476273785276,1.2756327985392921,1.576076796597926,1.5760767965979263,1.0,1.5671383722894008,2.220446049250313e-16,0.5760767965979261,0.008938424308525317
Classical string energy,Newton/Hamilton continuum,Operator establishment,1484,10.869140625,0.8056357488740987,-0.05638726907426086,1.1257546982432303,0.8620230179483596,0.0,0.8620230179483596,0.0,0.0,1.182141967317491,1.182141967317491,2.0,0.05638726907426086,0.8056357488740987,1.1257546982432303,1.9313904471173289,1.1657453312182013,1.1657453312182013,1.0,1.1566013270340305,0.0,0.16574533121820134,0.009144004184170829
Classical string energy,Newton/Hamilton continuum,Operator establishment,1510,11.0595703125,1.4152742771446705,-0.11769398171960897,1.0139474808182294,1.5329682588642795,0.0,1.5329682588642795,0.0,0.0,1.1316414625378384,1.1316414625378384,2.0,0.11769398171960897,1.4152742771446705,1.0139474808182294,2.4292217579628996,0.834792029582764,0.8347920295827638,1.0,0.84938627480678,2.220446049250313e-16,0.165207970417236,0.014594245224015978
Classical string energy,Newton/Hamilton continuum,Operator establishment,1536,11.25,1.8799992626221467,-0.19558232451380145,0.7257978557403778,2.075581587135948,0.0,2.075581587135948,0.0,0.0,0.9213801802541792,0.9213801802541792,2.0,0.19558232451380145,1.8799992626221467,0.7257978557403778,2.6057971183625246,0.5570639790993913,0.5570639790993914,1.0,0.6148761657754169,1.1102230246251565e-16,0.4429360209006087,0.05781218667602561
Classical string energy,Newton/Hamilton continuum,Operator establishment,1561,11.43310546875,2.0111326051712273,-0.27944747976307455,0.36119095562566506,2.2905800849343017,0.0,2.2905800849343017,0.0,0.0,0.6406384353887395,0.6406384353887395,2.0,0.27944747976307455,2.0111326051712273,0.36119095562566506,2.372323560796892,0.3045039568753738,0.30450395687537385,1.0,0.43711407453725876,5.551115123125783e-17,0.6954960431246262,0.13261011766188496
Classical string energy,Newton/Hamilton continuum,Operator establishment,1587,11.62353515625,1.7359010956317769,-0.3501105022214788,-0.043797432518459606,2.086011597853256,0.0,2.086011597853256,0.0,0.043797432518459606,0.3501105022214788,0.39390793473993846,1.7776260458049666,0.3501105022214788,1.7796985281502364,0.0,1.7796985281502364,0.0,0.0,0.8888130229024833,0.28235634069576154,0.0,0.8888130229024833,0.28235634069576154
Classical string energy,Newton/Hamilton continuum,Operator establishment,1612,11.806640625,1.154080885080522,-0.35241986937401715,-0.4174161205753146,1.5065007544545392,0.0,1.5065007544545392,0.0,0.4174161205753146,0.35241986937401715,0.7698359899493317,0.9155713008356816,0.35241986937401715,1.5714970056558366,0.0,1.5714970056558366,0.0,0.0,0.4577856504178408,0.30963772846034626,0.0,0.4577856504178408,0.30963772846034626
