model,domain,snr_db,method,replicate,scored_samples,declared_stream,sign_accuracy,correlation,nrmse,integrated_error,declared_child_occupancy,switch_count
Damped coupled oscillators,Newton/Hamilton mechanics,-6,fixed_child_no_memory,8,5761,oscillator 2,0.519576379974326,0.07791623073850394,3.426287622330056,0.03676315361550295,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,fixed_child_no_memory,9,5761,oscillator 2,0.5173299101412067,0.05580787844947162,3.6424132298344007,0.018773875607997443,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,fixed_child_no_memory,10,5761,oscillator 2,0.5186136071887034,0.016204917867757768,3.9419058881707727,0.144154247490304,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,fixed_child_no_memory,11,5761,oscillator 2,0.5137997432605905,0.05791019593677027,3.5518795157038805,0.2429615316190169,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,fixed_child_no_memory,12,5761,oscillator 2,0.5433247753530167,0.07781355864791074,3.5560908269806153,0.04791539028156432,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,fixed_child_no_memory,13,5761,oscillator 2,0.5410783055198973,0.06670463418289653,3.774427263556068,0.01673321509272223,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,fixed_child_no_memory,14,5761,oscillator 2,0.5240693196405648,0.0394577497502877,3.6460043749167594,0.18830980715006335,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,fixed_child_no_memory,15,5761,oscillator 2,0.556803594351733,0.03208841997977541,3.7004439013134798,0.11826101757303442,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,wrong_fixed_child,0,5761,oscillator 2,0.5449293966623877,0.1408242837416596,0.6235233102470635,0.296760465227192,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,wrong_fixed_child,1,5761,oscillator 2,0.47785622593068033,-0.04344676061711255,0.5089077907098313,0.8600287466382618,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,wrong_fixed_child,2,5761,oscillator 2,0.4890885750962773,-0.04129877740442949,0.5467117948908427,0.9570140510323099,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,wrong_fixed_child,3,5761,oscillator 2,0.46405648267008986,-0.10760182080166238,0.546456803954916,1.1416522222377996,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,wrong_fixed_child,4,5761,oscillator 2,0.5054557124518614,0.14062837544208542,0.6252730826325867,0.18318755167847522,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,wrong_fixed_child,5,5761,oscillator 2,0.5105905006418485,-0.04686550426458364,0.475337885945762,0.9573898655904504,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,wrong_fixed_child,6,5761,oscillator 2,0.4576379974326059,-0.1344994048081712,0.5483588653109273,1.134482202774405,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,wrong_fixed_child,7,5761,oscillator 2,0.46662387676508343,-0.19494071540038904,0.6434835274040503,1.5410629602885886,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,wrong_fixed_child,8,5761,oscillator 2,0.5365853658536586,0.14195927697754318,0.6113738696042911,0.293667106491735,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,wrong_fixed_child,9,5761,oscillator 2,0.5044929396662388,-0.13040697115051053,0.5404719240122423,1.2749653206605607,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,wrong_fixed_child,10,5761,oscillator 2,0.4419127086007702,-0.187062594912662,0.6462401174267657,1.512652376032425,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,wrong_fixed_child,11,5761,oscillator 2,0.38382541720154045,-0.22028288031977294,0.7243363141817696,1.7767078542165495,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,wrong_fixed_child,12,5761,oscillator 2,0.44255455712451863,-0.1706369845359557,0.6299613168251704,1.4789545353579474,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,wrong_fixed_child,13,5761,oscillator 2,0.45314505776636715,-0.07498351007353257,0.5321699674929159,1.1914076112033132,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,wrong_fixed_child,14,5761,oscillator 2,0.5757381258023107,0.09940612289482,0.49501283473090213,0.729534005220753,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,wrong_fixed_child,15,5761,oscillator 2,0.5677150192554558,0.16385724917893085,0.5962443802886555,0.25165656431163513,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,compressed_parent,0,5761,oscillator 2,0.5577663671373556,0.04784611105949696,0.3285591598455453,0.8115992152297857,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,compressed_parent,1,5761,oscillator 2,0.6546854942233633,0.32562344533954835,0.3382880251517334,0.30635456588676874,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,compressed_parent,2,5761,oscillator 2,0.6081514762516046,0.05423697116750372,0.3495156972801321,0.7752609441374381,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,compressed_parent,3,5761,oscillator 2,0.5635430038510911,-0.009039172784316148,0.3530978904087754,0.8857114573199898,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,compressed_parent,4,5761,oscillator 2,0.5523106546854942,0.0122299959823332,0.33669712163657795,0.7945056148455237,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,compressed_parent,5,5761,oscillator 2,0.5872913992297818,-0.14034821650299945,0.4403401367537324,1.0139173693759351,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,compressed_parent,6,5761,oscillator 2,0.6229139922978177,0.18510504530290703,0.31954779742656014,0.47514312841556544,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,compressed_parent,7,5761,oscillator 2,0.6373555840821566,0.10842297163641947,0.30790332422716393,0.5969725255272262,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,compressed_parent,8,5761,oscillator 2,0.6668806161745828,0.27479140528955653,0.306666004549125,0.32484087479858653,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,compressed_parent,9,5761,oscillator 2,0.6383183568677792,0.24864511275564036,0.30435415674931254,0.507427813498121,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,compressed_parent,10,5761,oscillator 2,0.5154043645699615,-0.18708865706760772,0.5689466555390433,1.266605817455639,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,compressed_parent,11,5761,oscillator 2,0.5218228498074454,-0.029451982425190957,0.3574989297194661,0.881839015132729,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,compressed_parent,12,5761,oscillator 2,0.5105905006418485,-0.19612603177175406,0.8380022119567118,1.791559564305248,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,compressed_parent,13,5761,oscillator 2,0.6556482670089859,0.22446687617010228,0.3070950907433633,0.4352589772457039,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,compressed_parent,14,5761,oscillator 2,0.5969191270860077,0.24206872626897522,0.29901891951095877,0.600049098561961,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,compressed_parent,15,5761,oscillator 2,0.5994865211810013,0.26816303519494644,0.32444725620794024,0.36822041531503963,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,zero_other,0,5761,oscillator 2,0.0,0.0,0.2556953423179962,1.0,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,zero_other,1,5761,oscillator 2,0.0,0.0,0.2556953423179962,1.0,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,zero_other,2,5761,oscillator 2,0.0,0.0,0.2556953423179962,1.0,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,zero_other,3,5761,oscillator 2,0.0,0.0,0.2556953423179962,1.0,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,zero_other,4,5761,oscillator 2,0.0,0.0,0.2556953423179962,1.0,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,zero_other,5,5761,oscillator 2,0.0,0.0,0.2556953423179962,1.0,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,zero_other,6,5761,oscillator 2,0.0,0.0,0.2556953423179962,1.0,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,zero_other,7,5761,oscillator 2,0.0,0.0,0.2556953423179962,1.0,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,zero_other,8,5761,oscillator 2,0.0,0.0,0.2556953423179962,1.0,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,zero_other,9,5761,oscillator 2,0.0,0.0,0.2556953423179962,1.0,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,zero_other,10,5761,oscillator 2,0.0,0.0,0.2556953423179962,1.0,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,zero_other,11,5761,oscillator 2,0.0,0.0,0.2556953423179962,1.0,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,zero_other,12,5761,oscillator 2,0.0,0.0,0.2556953423179962,1.0,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,zero_other,13,5761,oscillator 2,0.0,0.0,0.2556953423179962,1.0,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,zero_other,14,5761,oscillator 2,0.0,0.0,0.2556953423179962,1.0,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,zero_other,15,5761,oscillator 2,0.0,0.0,0.2556953423179962,1.0,nan,-1
Damped coupled oscillators,Newton/Hamilton mechanics,-6,offline_centered_child,0,5521,oscillator 2,0.5802310654685494,0.18657591046125852,1.5116024103202834,0.13057330701820236,1.0,0
Damped coupled oscillators,Newton/Hamilton mechanics,-6,offline_centered_child,1,5521,oscillator 2,0.581193838254172,0.1884239825369557,1.543417230814371,0.060260233049540056,1.0,0
Damped coupled oscillators,Newton/Hamilton mechanics,-6,offline_centered_child,2,5521,oscillator 2,0.5786264441591784,0.08762632033258755,1.5554059143828887,0.09570410330275791,1.0,0
Damped coupled oscillators,Newton/Hamilton mechanics,-6,offline_centered_child,3,5521,oscillator 2,0.5728498074454429,0.1302915046857198,1.5308370308042458,0.09264415106599634,1.0,0
Damped coupled oscillators,Newton/Hamilton mechanics,-6,offline_centered_child,4,5521,oscillator 2,0.5901797175866496,0.16837453273545788,1.5331603027888088,0.01698227267468475,1.0,0
Damped coupled oscillators,Newton/Hamilton mechanics,-6,offline_centered_child,5,5521,oscillator 2,0.576379974326059,0.17380828230994375,1.5140083697126232,0.004246577474615378,1.0,0
Damped coupled oscillators,Newton/Hamilton mechanics,-6,offline_centered_child,6,5521,oscillator 2,0.5606546854942234,0.10580746783787226,1.521508432341945,0.036611732470178335,1.0,0
Damped coupled oscillators,Newton/Hamilton mechanics,-6,offline_centered_child,7,5521,oscillator 2,0.5545571245186136,0.07692580140989932,1.5368409293860301,0.03182523683082516,1.0,0
Damped coupled oscillators,Newton/Hamilton mechanics,-6,offline_centered_child,8,5521,oscillator 2,0.5725288831835686,0.13325447999011972,1.5168568436982413,0.20999957645230388,1.0,0
Damped coupled oscillators,Newton/Hamilton mechanics,-6,offline_centered_child,9,5521,oscillator 2,0.5699614890885751,0.12180976201338665,1.5210685120020935,0.024660315229784395,1.0,0
Damped coupled oscillators,Newton/Hamilton mechanics,-6,offline_centered_child,10,5521,oscillator 2,0.5385109114249037,0.07572865126294931,1.534356991141711,0.08997509728524353,1.0,0
Damped coupled oscillators,Newton/Hamilton mechanics,-6,offline_centered_child,11,5521,oscillator 2,0.5629011553273428,0.1218715828979032,1.518876389291928,0.05159131818199955,1.0,0
Damped coupled oscillators,Newton/Hamilton mechanics,-6,offline_centered_child,12,5521,oscillator 2,0.5673940949935815,0.14607617356432398,1.533438616932978,0.006676402833142248,1.0,0
Damped coupled oscillators,Newton/Hamilton mechanics,-6,offline_centered_child,13,5521,oscillator 2,0.5629011553273428,0.13012706222875048,1.516205332558635,0.005794735989659113,1.0,0
Damped coupled oscillators,Newton/Hamilton mechanics,-6,offline_centered_child,14,5521,oscillator 2,0.5667522464698331,0.08521950344230458,1.5329756405422343,0.028063760586960643,1.0,0
Damped coupled oscillators,Newton/Hamilton mechanics,-6,offline_centered_child,15,5521,oscillator 2,0.55198973042362,0.07581022666826917,1.5388591914480823,0.053812768723335826,1.0,0
Resistive capacitor coupling,Electromagnetic circuit energy,24,fixed_time_lineage,0,4801,coupling relation,1.0,0.8878625406032296,0.09497493535600027,1.6642921335292604,1.0,0
Resistive capacitor coupling,Electromagnetic circuit energy,24,fixed_time_lineage,1,4801,coupling relation,1.0,0.8714828775662701,0.08683643035902935,1.491850045723602,1.0,0
Resistive capacitor coupling,Electromagnetic circuit energy,24,fixed_time_lineage,2,4801,coupling relation,1.0,0.90117282031512,0.11585840221596182,1.99127727958036,1.0,0
Resistive capacitor coupling,Electromagnetic circuit energy,24,fixed_time_lineage,3,4801,coupling relation,1.0,0.8887317739086058,0.10099663428107211,1.7677043659613747,1.0,0
Resistive capacitor coupling,Electromagnetic circuit energy,24,fixed_time_lineage,4,4801,coupling relation,1.0,0.903072027990958,0.11168930108671848,1.936583183714211,1.0,0
Resistive capacitor coupling,Electromagnetic circuit energy,24,fixed_time_lineage,5,4801,coupling relation,1.0,0.8736133876303496,0.08849530529407469,1.5164778158596066,1.0,0
Resistive capacitor coupling,Electromagnetic circuit energy,24,fixed_time_lineage,6,4801,coupling relation,1.0,0.8866964704192355,0.08791666545345275,1.5454501074549185,1.0,0
Resistive capacitor coupling,Electromagnetic circuit energy,24,fixed_time_lineage,7,4801,coupling relation,1.0,0.8574340570409302,0.07770955810889145,1.2701973288404338,1.0,0
Resistive capacitor coupling,Electromagnetic circuit energy,24,fixed_time_lineage,8,4801,coupling relation,1.0,0.8868823804932273,0.10258892232383172,1.7609663766954304,1.0,0
Resistive capacitor coupling,Electromagnetic circuit energy,24,fixed_time_lineage,9,4801,coupling relation,1.0,0.8841331043868399,0.09296118429977882,1.626860197501592,1.0,0
Resistive capacitor coupling,Electromagnetic circuit energy,24,fixed_time_lineage,10,4801,coupling relation,1.0,0.8839226675194078,0.09578845759081739,1.647287982795607,1.0,0
Resistive capacitor coupling,Electromagnetic circuit energy,24,fixed_time_lineage,11,4801,coupling relation,1.0,0.8975601443258172,0.10212747369466386,1.7989121506108652,1.0,0
Resistive capacitor coupling,Electromagnetic circuit energy,24,fixed_time_lineage,12,4801,coupling relation,1.0,0.9000024514913281,0.1103355286713043,1.8829171177599804,1.0,0
Resistive capacitor coupling,Electromagnetic circuit energy,24,fixed_time_lineage,13,4801,coupling relation,1.0,0.8742283276315067,0.09363535429868232,1.5778709628056236,1.0,0
Resistive capacitor coupling,Electromagnetic circuit energy,24,fixed_time_lineage,14,4801,coupling relation,1.0,0.8802583695824132,0.08692499826728534,1.4715815476992637,1.0,0
Resistive capacitor coupling,Electromagnetic circuit energy,24,fixed_time_lineage,15,4801,coupling relation,1.0,0.8902406099320546,0.10334237815040456,1.7700216134143536,1.0,0
Resistive capacitor coupling,Electromagnetic circuit energy,24,repeated_parent_reselection,0,4801,coupling relation,1.0,0.8838784722944771,0.0960460703568177,1.5815791850897885,0.1997500520724849,45
Resistive capacitor coupling,Electromagnetic circuit energy,24,repeated_parent_reselection,1,4801,coupling relation,1.0,0.8669607009285869,0.08797839025910704,1.4073930711029474,0.1497604665694647,23
Resistive capacitor coupling,Electromagnetic circuit energy,24,repeated_parent_reselection,2,4801,coupling relation,1.0,0.8984205150705211,0.11666146596887225,1.9290040490572717,0.17787960841491357,18
Resistive capacitor coupling,Electromagnetic circuit energy,24,repeated_parent_reselection,3,4801,coupling relation,1.0,0.8862263969606141,0.10167952292606065,1.715970020768031,0.2874401166423662,34
Resistive capacitor coupling,Electromagnetic circuit energy,24,repeated_parent_reselection,4,4801,coupling relation,1.0,0.8990198928182236,0.11294469385691656,1.897657802837442,0.15121849614663613,19
Resistive capacitor coupling,Electromagnetic circuit energy,24,repeated_parent_reselection,5,4801,coupling relation,1.0,0.8758818120274385,0.08735886181353153,1.3485482621448681,0.12018329514684441,15
Resistive capacitor coupling,Electromagnetic circuit energy,24,repeated_parent_reselection,6,4801,coupling relation,1.0,0.8832944387156156,0.0889161127676986,1.5334256174164027,0.19641741303895022,23
Resistive capacitor coupling,Electromagnetic circuit energy,24,repeated_parent_reselection,7,4801,coupling relation,1.0,0.8591388165911086,0.07725216493369799,1.295875806238401,0.26182045407206833,41
Resistive capacitor coupling,Electromagnetic circuit energy,24,repeated_parent_reselection,8,4801,coupling relation,1.0,0.8824149083596659,0.10401195589454083,1.7656607804234363,0.28577379712559886,16
Resistive capacitor coupling,Electromagnetic circuit energy,24,repeated_parent_reselection,9,4801,coupling relation,1.0,0.8811322902823809,0.09373625284308701,1.5527875554543624,0.33097271401791295,27
Resistive capacitor coupling,Electromagnetic circuit energy,24,repeated_parent_reselection,10,4801,coupling relation,1.0,0.8812887637222342,0.096377201268684,1.5491962872506322,0.14184544886481984,13
Resistive capacitor coupling,Electromagnetic circuit energy,24,repeated_parent_reselection,11,4801,coupling relation,1.0,0.8959961819868428,0.10248624625684527,1.7360584968047692,0.1474692772339096,29
Resistive capacitor coupling,Electromagnetic circuit energy,24,repeated_parent_reselection,12,4801,coupling relation,1.0,0.8976942777209131,0.11107980912897385,1.8828304731546663,0.16434076234117892,13
Resistive capacitor coupling,Electromagnetic circuit energy,24,repeated_parent_reselection,13,4801,coupling relation,1.0,0.8744787569353415,0.0933415728107876,1.5121428486388675,0.21807956675692564,29
Resistive capacitor coupling,Electromagnetic circuit energy,24,repeated_parent_reselection,14,4801,coupling relation,1.0,0.8780404334956704,0.0877430317695181,1.545071317776768,0.2755675900853989,33
Resistive capacitor coupling,Electromagnetic circuit energy,24,repeated_parent_reselection,15,4801,coupling relation,1.0,0.8886331534394138,0.103752885926074,1.719407762148772,0.3355550926890231,31
Resistive capacitor coupling,Electromagnetic circuit energy,24,fixed_child_no_memory,0,4801,coupling relation,0.9433198380566802,0.5705223249143424,0.12832564297589993,0.016548941377032274,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,fixed_child_no_memory,1,4801,coupling relation,0.8866396761133604,0.5866123446875773,0.12953653382008545,0.05466253443550535,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,fixed_child_no_memory,2,4801,coupling relation,0.902834008097166,0.6228115952804796,0.1288258407891047,0.014078175300273225,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,fixed_child_no_memory,3,4801,coupling relation,0.8825910931174089,0.557703292330156,0.13863607766721955,0.002273914619288848,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,fixed_child_no_memory,4,4801,coupling relation,0.9149797570850202,0.607816381143041,0.12273888141734471,0.02514232275163213,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,fixed_child_no_memory,5,4801,coupling relation,0.7975708502024291,0.5555460259309154,0.12789415139992197,0.028026874541694884,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,fixed_child_no_memory,6,4801,coupling relation,0.8623481781376519,0.5658050592596724,0.12601407673302314,0.05327226514814896,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,fixed_child_no_memory,7,4801,coupling relation,0.8704453441295547,0.5515933709490946,0.1347723761541468,0.030190192691359873,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,fixed_child_no_memory,8,4801,coupling relation,0.9676113360323887,0.5684281525865861,0.14096139219441345,0.07071144302256137,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,fixed_child_no_memory,9,4801,coupling relation,0.951417004048583,0.5908704824615298,0.13466670774043327,0.06360927199786329,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,fixed_child_no_memory,10,4801,coupling relation,0.8987854251012146,0.6036669448831097,0.12169328660572173,0.005656177266134944,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,fixed_child_no_memory,11,4801,coupling relation,0.9676113360323887,0.6228915295835458,0.11956445750878364,0.033138126929296574,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,fixed_child_no_memory,12,4801,coupling relation,0.9433198380566802,0.5897220015503285,0.13003091269534015,0.0013809315992741056,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,fixed_child_no_memory,13,4801,coupling relation,0.8866396761133604,0.5903409340252979,0.12879877513036248,0.04059692960235735,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,fixed_child_no_memory,14,4801,coupling relation,0.8825910931174089,0.5144492391393308,0.13810665493209107,0.07132000905908968,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,fixed_child_no_memory,15,4801,coupling relation,0.9392712550607287,0.5437835810984004,0.14497725382924384,0.02081797084086795,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,wrong_fixed_child,0,4801,coupling relation,1.0,0.7702682890096596,0.07581433844614971,0.6997327547353311,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,wrong_fixed_child,1,4801,coupling relation,0.9838056680161943,0.4695825709210448,0.08693406647036338,0.8626916000040589,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,wrong_fixed_child,2,4801,coupling relation,0.6680161943319838,-0.1603092703443815,0.09623637460016517,1.0113311893921173,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,wrong_fixed_child,3,4801,coupling relation,1.0,0.8706786713880537,0.0650829803962409,0.538215798549033,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,wrong_fixed_child,4,4801,coupling relation,1.0,0.7944267552777908,0.07457268612790605,0.6901878138409709,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,wrong_fixed_child,5,4801,coupling relation,1.0,0.3946162742286898,0.08825960556311993,0.8837363823901432,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,wrong_fixed_child,6,4801,coupling relation,1.0,0.8586838111533034,0.06609221808177722,0.5762865660250253,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,wrong_fixed_child,7,4801,coupling relation,1.0,0.6704916307337607,0.08145187489448494,0.7910010312066025,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,wrong_fixed_child,8,4801,coupling relation,1.0,0.7265014972945304,0.07937927451772438,0.7778970388355513,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,wrong_fixed_child,9,4801,coupling relation,1.0,0.6841292093055861,0.07976236218706106,0.7760757379795523,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,wrong_fixed_child,10,4801,coupling relation,1.0,0.765903263049982,0.07807160795904425,0.7481513679501324,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,wrong_fixed_child,11,4801,coupling relation,1.0,0.6947738201075091,0.08101782130180642,0.7983010709282885,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,wrong_fixed_child,12,4801,coupling relation,1.0,0.8350273155945855,0.07245780571479696,0.6683564859155436,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,wrong_fixed_child,13,4801,coupling relation,1.0,0.6776112757979067,0.07997884555562887,0.765094136025324,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,wrong_fixed_child,14,4801,coupling relation,1.0,0.7527712633274016,0.0781076775415043,0.7549625448492011,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,wrong_fixed_child,15,4801,coupling relation,1.0,0.8937942774345824,0.06424971094052472,0.5589512702977165,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,compressed_parent,0,4801,coupling relation,1.0,0.8620832046615726,0.04752142545742045,0.1596705026570479,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,compressed_parent,1,4801,coupling relation,1.0,0.866791328826751,0.0459955615534172,0.25527708636202834,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,compressed_parent,2,4801,coupling relation,1.0,0.8766331217294373,0.04434473117170981,0.26731847702695843,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,compressed_parent,3,4801,coupling relation,1.0,0.8796336327626715,0.043916167272905496,0.31753378611005323,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,compressed_parent,4,4801,coupling relation,1.0,0.8961197329655203,0.04195871430250921,0.44581974699871496,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,compressed_parent,5,4801,coupling relation,1.0,0.8662373645640494,0.0464344740353473,0.20000087781778958,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,compressed_parent,6,4801,coupling relation,1.0,0.8987071234916604,0.04153278318299411,0.45043678960717015,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,compressed_parent,7,4801,coupling relation,1.0,0.866673365337519,0.04631840671833175,0.22566074480077702,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,compressed_parent,8,4801,coupling relation,1.0,0.8684150249957616,0.04568694880033678,0.25793744697569654,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,compressed_parent,9,4801,coupling relation,1.0,0.8652569366661697,0.04672053303700696,0.17699574058485895,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,compressed_parent,10,4801,coupling relation,1.0,0.8895010123253557,0.042429161816644675,0.36459155659561215,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,compressed_parent,11,4801,coupling relation,1.0,0.8870992735261797,0.04279776430232855,0.3714147845476684,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,compressed_parent,12,4801,coupling relation,1.0,0.8921412032862117,0.04239585357169121,0.4154018891588531,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,compressed_parent,13,4801,coupling relation,1.0,0.8865714830656262,0.04346078720387775,0.4195005027939087,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,compressed_parent,14,4801,coupling relation,1.0,0.8517772118069447,0.04900983510778238,0.13985102622187362,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,compressed_parent,15,4801,coupling relation,1.0,0.878614387971419,0.044045683348378745,0.28570726189219164,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,zero_other,0,4801,coupling relation,0.0,0.0,0.09321469516569102,1.0,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,zero_other,1,4801,coupling relation,0.0,0.0,0.09321469516569102,1.0,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,zero_other,2,4801,coupling relation,0.0,0.0,0.09321469516569102,1.0,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,zero_other,3,4801,coupling relation,0.0,0.0,0.09321469516569102,1.0,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,zero_other,4,4801,coupling relation,0.0,0.0,0.09321469516569102,1.0,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,zero_other,5,4801,coupling relation,0.0,0.0,0.09321469516569102,1.0,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,zero_other,6,4801,coupling relation,0.0,0.0,0.09321469516569102,1.0,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,zero_other,7,4801,coupling relation,0.0,0.0,0.09321469516569102,1.0,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,zero_other,8,4801,coupling relation,0.0,0.0,0.09321469516569102,1.0,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,zero_other,9,4801,coupling relation,0.0,0.0,0.09321469516569102,1.0,nan,-1
Resistive capacitor coupling,Electromagnetic circuit energy,24,zero_other,10,4801,coupling relation,0.0,0.0,0.09321469516569102,1.0,nan,-1
