model,time,native,fixed_time_lineage,repeated_parent_reselection,fixed_child_no_memory,selected_child
Open two-level probability,8.57,-0.07280912136235254,-0.055005755874842646,-0.055005755874842646,-0.282080546218977,quantum state 2
Open two-level probability,8.675,-0.07778721775531218,-0.08557837844969238,-0.08557837844969238,-0.20575552932461333,quantum state 2
Open two-level probability,8.78,-0.08144442102790612,-0.07258455598745298,-0.07258455598745298,0.06612686099948051,quantum state 2
Open two-level probability,8.885,-0.08366628573310336,-0.053396964519546966,-0.053396964519546966,-0.05195940206458652,quantum state 2
Open two-level probability,8.99,-0.08439204795435001,-0.047577932749552666,-0.047577932749552666,0.08821269006180094,quantum state 2
Open two-level probability,9.095,-0.08361536701774136,-0.04607279476211449,-0.028536549511052348,-0.18842464213908883,quantum state 1
Open two-level probability,9.200000000000001,-0.08138313497819727,-0.07446680916655687,-0.07446680916655687,-0.11424275541942311,quantum state 2
Open two-level probability,9.305,-0.07779244578831145,-0.07713978631688559,-0.07713978631688559,-0.0840851505763536,quantum state 2
Open two-level probability,9.41,-0.07298587836709683,-0.04604239681127165,-0.04604239681127165,-0.000625295137321874,quantum state 2
Open two-level probability,9.515,-0.06714530305913093,-0.07912914995389042,-0.07912914995389042,-0.29939620317668403,quantum state 2
Open two-level probability,9.620000000000001,-0.06048446745194941,-0.10940577730777906,-0.10940577730777906,-0.16687008757490915,quantum state 2
Open two-level probability,9.725,-0.05324065379509553,-0.11488342161285939,-0.11488342161285939,-0.08797710022418836,quantum state 2
Open two-level probability,9.83,-0.04566572532717565,-0.09506505241785564,-0.09506505241785564,0.30649189279940775,quantum state 2
Open two-level probability,9.935,-0.03801689207710944,-0.04899218586825823,-0.04899218586825823,0.15553828358167382,quantum state 2
Open two-level probability,10.040000000000001,-0.03054752800218266,-0.04147375301647038,-0.04147375301647038,-0.19889584747760453,quantum state 2
Open two-level probability,10.145,-0.023498360922909592,-0.05531480131023462,-0.05531480131023462,-0.25208862640842794,quantum state 2
Open two-level probability,10.25,-0.01708933528184636,-0.07012940850048067,-0.07012940850048067,-0.1668610176379503,quantum state 2
Open two-level probability,10.355,-0.011512416329550133,-0.051182126218571794,-0.051182126218571794,0.09159018230732471,quantum state 2
Open two-level probability,10.46,-0.006925564289289169,-0.03938808034344794,-0.03938808034344794,0.05578138140024069,quantum state 2
Open two-level probability,10.565,-0.003448060004291589,-0.03033767713764496,-0.010666611071535046,0.021498217648915005,quantum state 1
Open two-level probability,10.67,-0.001157311362315959,-0.038646566180335275,-0.038646566180335275,-0.0742854125089018,quantum state 2
Open two-level probability,10.775,-8.721439108922349e-05,-0.02536961081677391,-0.02536961081677391,-0.018728382897713253,quantum state 2
Open two-level probability,10.88,-0.0002280863548131112,-0.021334800266825167,-0.028276874995010987,0.024733242109947803,quantum state 1
Open two-level probability,10.985,-0.0015281324748884547,-0.010451247473424602,-0.006987404869750153,0.14358186550981655,quantum state 1
Open two-level probability,11.09,-0.0038963549832365277,-0.013195855940406793,-0.009341789567499434,-0.160440954612739,quantum state 1
Open two-level probability,11.195,-0.007206764881797147,-0.0015486848859770268,0.0043849898586183055,0.08067603597460807,quantum state 1
Open two-level probability,11.3,-0.011303714607331275,0.015265631801429308,-0.002709582333514293,-0.07728332112374695,quantum state 1
Open two-level probability,11.405,-0.016008135109435297,0.014384809255163238,-0.011585062931918895,0.06444242617837906,quantum state 1
Open two-level probability,11.51,-0.021124434667254662,-0.006113601045632827,0.008745025458806689,-0.16796575530140415,quantum state 1
Open two-level probability,11.615,-0.026447799796661155,-0.04388669926318267,-0.04388669926318267,-0.13242664285291472,quantum state 2
Open two-level probability,11.72,-0.031771631192704895,-0.013311524745783827,-0.013311524745783827,0.09457105553081124,quantum state 2
Open two-level probability,11.825000000000001,-0.03689484982446345,0.005286546202208145,0.005286546202208145,0.0834917909234214,quantum state 2
Open two-level probability,11.93,-0.04162881972645333,0.0013787056113233735,0.0013787056113233735,-0.1407834106866802,quantum state 2
Open two-level probability,12.035,-0.04580365407108393,-0.03948012241006076,-0.03948012241006076,-0.16138145393728642,quantum state 2
Open two-level probability,12.14,-0.04927369883261786,-0.0582317911659273,-0.0582317911659273,-0.23604086455776058,quantum state 2
Open two-level probability,12.245000000000001,-0.051922022591033734,-0.06237711014812859,-0.06237711014812859,0.14197002806011022,quantum state 2
Open two-level probability,12.35,-0.0536637804018234,-0.03504792074827813,-0.03504792074827813,0.022121356610739606,quantum state 2
Open two-level probability,12.455,-0.05444836265777303,-0.034214281137122535,-0.034214281137122535,0.02513497753552927,quantum state 2
Open two-level probability,12.56,-0.054260284885800016,-0.039151843963466555,0.01678531440001372,-0.05610207888834265,quantum state 1
Open two-level probability,12.665000000000001,-0.0531188198212854,-0.03205262769864791,-0.016694133575237694,0.20853468264607206,quantum state 1
Open two-level probability,12.77,-0.05107641727829022,-0.026871647756458544,-0.03289042797192544,-0.06806610446823697,quantum state 1
Open two-level probability,12.875,-0.048215998765426565,-0.04864426962145572,-0.015926613224821952,0.004306003313896356,quantum state 1
Open two-level probability,12.98,-0.04464725109870703,-0.06170923462469719,0.022735466998069272,-0.08448733869349707,quantum state 1
Open two-level probability,13.085,-0.04050207523021096,-0.05082654971963329,0.037046851563862324,-0.062092577798189386,quantum state 1
Open two-level probability,13.19,-0.03592937215938109,-0.055712712332313674,0.020413316583902448,-0.019407130890191082,quantum state 1
Open two-level probability,13.295,-0.031089366384360155,-0.04842932883206988,-0.025613436773130712,0.01432998003837474,quantum state 1
Open two-level probability,13.4,-0.026147678413362588,-0.05155732728136473,-0.05258749643753734,-0.062151494648331085,quantum state 1
Open two-level probability,13.505,-0.021269361196815113,-0.06363962175765675,-0.03465703128177357,-0.10104992896999143,quantum state 1
Open two-level probability,13.61,-0.016613111042530236,-0.04299161669306435,0.009997169203814923,0.13327672608072363,quantum state 1
Open two-level probability,13.715,-0.012325851987510648,-0.03337452508870498,0.05448299918878861,-0.003919769518090865,quantum state 1
Open two-level probability,13.82,-0.008537874317358626,-0.03232096569128478,0.0279808952865717,0.09849111335513544,quantum state 1
Open two-level probability,13.925,-0.005358683763769,-0.021530208196384976,-0.00621572605340422,0.0705365993143472,quantum state 1
Open two-level probability,14.030000000000001,-0.0028736888737867627,-0.01679737177243068,-0.028461669305905955,-0.10352405306317045,quantum state 1
Open two-level probability,14.135,-0.0011418212784246797,-0.017555374437759834,-0.04336376842409126,-0.10489413108448573,quantum state 1
Open two-level probability,14.24,-0.00019414834126208394,-0.015957434873079813,-0.022958967334730726,-0.05638393003627346,quantum state 1
Open two-level probability,14.345,-3.3501243039084995e-05,-0.007466705248357582,0.007017475975051341,-0.0381687331606419,quantum state 1
Open two-level probability,14.450000000000001,-0.0006351052669059262,0.010489263366786258,0.02102388350770735,0.09615984618867043,quantum state 1
Open two-level probability,14.555,-0.0019481641631289542,0.028117208955103393,0.01614169227643832,0.027722600577258477,quantum state 1
Open two-level probability,14.66,-0.003898318181561974,0.0024803369505639926,-0.02279234266903505,-0.30427424364400646,quantum state 1
Open two-level probability,14.765,-0.006390866732880966,-0.03022718990589503,-0.026381668438662603,-0.08732643707471496,quantum state 1
Open two-level probability,14.870000000000001,-0.009314622586835221,-0.029337384713156126,-0.014489308986168119,0.03710287304678475,quantum state 1
Open two-level probability,14.975,-0.01254624576455406,-0.02035951786642369,-0.022573426016075253,0.0016461745244132076,quantum state 1
Open two-level probability,15.08,-0.015954892354046298,-0.011382596452076897,-0.007847294117042491,0.09951912017841102,quantum state 1
Open two-level probability,15.185,-0.01940700667699594,0.013263786149955752,0.006849834191349142,-0.07124900921035526,quantum state 1
Open two-level probability,15.290000000000001,-0.022771084641127023,-0.0028526718261359897,0.01641318676553729,-0.0413436343328282,quantum state 1
Open two-level probability,15.395,-0.02592224158582906,-0.018098697197416778,0.0236393544030976,-0.10140442436471417,quantum state 1
Open two-level probability,15.5,-0.028746429119820387,-0.03467611029681177,-0.03467611029681177,-0.09204095235553458,quantum state 2
Open two-level probability,15.605,-0.031144161816852,-0.038375241353947855,0.004971225610625523,-0.09150451035239554,quantum state 1
Open two-level probability,15.71,-0.033033635469392086,-0.0304393113717986,-0.00539118036243178,0.15813071658770284,quantum state 1
Open two-level probability,15.815,-0.0343531430528027,-0.03635918893594549,-0.04021208547844097,-0.05309109333951687,quantum state 1
Open two-level probability,15.92,-0.0350627216704386,-0.0398751368835224,-0.027060704086110374,-0.25819705408057436,quantum state 1
Open two-level probability,16.025,-0.035144992511070255,-0.014633399847734074,0.008576223598677346,0.02658231579717686,quantum state 1
Open two-level probability,16.13,-0.034605185200502875,-0.012291078658689723,0.012647698860528116,-0.04779319004445558,quantum state 1
Open two-level probability,16.235,-0.03347036682224614,-0.013369577323720962,0.016010016787160106,0.0617859387496745,quantum state 1
Open two-level probability,16.34,-0.03178792331381087,-0.026318762422185397,-0.0013966254466772723,-0.0003711000822827909,quantum state 1
Open two-level probability,16.445,-0.02962336598926121,-0.027591590457024993,0.006995801280761041,-0.1257727260917664,quantum state 1
Open two-level probability,16.55,-0.027057557776564444,-0.04378551464188654,-0.009999933420589233,-0.09999864378167933,quantum state 1
Open two-level probability,16.655,-0.02418347170548511,-0.04558805335041308,-0.014075408454474086,-0.0974417091585669,quantum state 1
Open two-level probability,16.76,-0.021102607708200233,-0.04673923055582761,-0.008809255167912495,0.07819869387579786,quantum state 1
Open two-level probability,16.865000000000002,-0.0179212025395284,-0.01837085523388915,0.015129008523080962,0.0036805469217049275,quantum state 1
Open two-level probability,16.97,-0.014746371403168609,-0.0014788246160942194,0.010966134114231417,0.314012508147232,quantum state 1
Open two-level probability,17.075,-0.01168231868041523,-0.0008910042603495484,-0.005358514504054401,-0.30188418608976086,quantum state 1
Open two-level probability,17.18,-0.008826749169040261,-0.011924765437224427,-0.027076169257478463,-0.022027590647490686,quantum state 1
Open two-level probability,17.285,-0.0062676007872457815,-0.017602444547066658,0.0006834293906552639,-0.09024195439816474,quantum state 1
Open two-level probability,17.39,-0.004080205263887934,-0.03197982266969229,0.015462088532176982,-0.11676914211000894,quantum state 1
Open two-level probability,17.495,-0.002324965532051021,-0.01938341816451969,0.037162923969041174,0.1190416989279665,quantum state 1
Open two-level probability,17.6,-0.0010456180816770199,-0.007356323190848803,0.03245027064319386,0.24047109617026766,quantum state 1
Open two-level probability,17.705000000000002,-0.00026812619641950283,-0.004612196100346093,-0.008321296285034877,-0.212247610267127,quantum state 1
Open two-level probability,17.81,-2.2663357027761454e-07,-0.014714603443600418,-0.04049679797137279,0.021144295691902577,quantum state 1
Open two-level probability,17.915,-0.00023162875199620665,0.009290840348485537,-0.03779614171884872,0.06525385929124332,quantum state 1
Open two-level probability,18.02,-0.0009348421843364534,0.03689638884054844,-0.01595038939700302,0.18089431182856291,quantum state 1
Open two-level probability,18.125,-0.0020665876748022925,0.030450943983331757,-0.0048221450895673725,-0.2722195497315757,quantum state 1
Open two-level probability,18.23,-0.003569726380519959,-0.00289355688201503,0.00837690365392098,-0.12031901573823034,quantum state 1
Open two-level probability,18.335,-0.005375626385963318,-0.01260397918303199,0.00920584490996727,-0.08198020966418326,quantum state 1
Open two-level probability,18.44,-0.007406871916441522,-0.009398894202482966,0.033919125423384586,0.18712747976164854,quantum state 1
Open two-level probability,18.545,-0.00958021113896619,-0.002408918229758266,0.0025114322580220916,-0.07887426828142316,quantum state 1
Open two-level probability,18.650000000000002,-0.011809632749514642,-0.016456959905976246,-0.026582584974047856,-0.055477729057897926,quantum state 1
Open two-level probability,18.755,-0.014009459863458846,-0.017174469025793084,-0.006832014850034601,-0.0021717632428562422,quantum state 1
Open two-level probability,18.86,-0.016097352006061202,-0.004080153845355851,0.016856412693383453,0.14148498062579334,quantum state 1
Open two-level probability,18.965,-0.017997112059635938,-0.0004349196534797398,0.023237912391126877,-0.05655269727042116,quantum state 1
Open two-level probability,19.07,-0.01964120455231589,-0.01138824129579884,0.005399964128675925,-0.125706843361635,quantum state 1
Open two-level probability,19.175,-0.020972904245538056,-0.013285323566238625,-0.020401284101793385,0.045985917506724525,quantum state 1
Open two-level probability,19.28,-0.021948009072583444,-0.01938612326159115,0.012311643066078426,0.0019453366827208302,quantum state 1
Open two-level probability,19.385,-0.022536068502789056,-0.01052698095727894,0.026450522167144077,0.0359663352430369,quantum state 1
Open two-level probability,19.490000000000002,-0.022721096707105957,-0.011503270875029767,0.010039364054515255,-0.08880873564529108,quantum state 1
Open two-level probability,19.595,-0.022501758804070036,-0.017132289043634348,-0.01794719784485729,-0.13044757255418282,quantum state 1
Open two-level probability,19.7,-0.021891037290894703,-0.026698157720785178,-0.019650503176056145,0.12879135249061063,quantum state 1
Open two-level probability,19.805,-0.02091540385255314,-0.014115126625811873,0.0037924882813252284,0.11129083665501484,quantum state 1
Open two-level probability,19.91,-0.019613538475674045,-0.03148653619736367,0.035081315254474804,-0.14027341157309164,quantum state 1
