model,time,native,fixed_time_lineage,repeated_parent_reselection,fixed_child_no_memory,selected_child
Resistive capacitor coupling,3.1007999999999996,-6.434367018765629e-07,-0.05117589186511139,0.007075951713830437,0.14006576009840943,capacitor 1
Resistive capacitor coupling,3.1632,-4.6937174389737375e-07,0.0021575704324983684,0.0021575704324983684,0.31367157463258666,coupling relation
Resistive capacitor coupling,3.2255999999999996,-3.423955042153223e-07,0.02137859265747575,0.02137859265747575,0.047825341031510676,coupling relation
Resistive capacitor coupling,3.288,-2.497693626229684e-07,0.029445317490845228,0.029445317490845228,0.045745226342995784,coupling relation
Resistive capacitor coupling,3.3503999999999996,-1.8220079918437736e-07,0.010134816417444459,0.010134816417444459,-0.12403636325918305,coupling relation
Resistive capacitor coupling,3.4128,-1.329111420033608e-07,0.03184963939090479,0.03184963939090479,0.19749026949136267,coupling relation
Resistive capacitor coupling,3.4751999999999996,-9.695551143319658e-08,0.04197706423833766,0.04197706423833766,0.10292237269541431,coupling relation
Resistive capacitor coupling,3.5376,-7.072673558848255e-08,0.012023048645881813,0.022868777686258952,-0.06974863063691646,capacitor 1
Resistive capacitor coupling,3.5999999999999996,-5.1593468521301366e-08,-0.04592221537044567,0.05882915547615382,-0.588279165362437,capacitor 1
Resistive capacitor coupling,3.6624,-3.763620605218722e-08,-0.07639256377227745,-0.07639256377227745,0.04549661805952851,coupling relation
Resistive capacitor coupling,3.7247999999999997,-2.745471561796091e-08,-0.04471058133224996,0.01683653391859415,0.3021495411862772,capacitor 1
Resistive capacitor coupling,3.7871999999999995,-2.0027560924222905e-08,0.0021234943858985575,-0.04124095921542689,0.18066090430333426,capacitor 1
Resistive capacitor coupling,3.8495999999999997,-1.4609628530087109e-08,0.02240306044262316,-0.05002022669887042,0.08798694479447938,capacitor 1
Resistive capacitor coupling,3.9119999999999995,-1.0657375932680653e-08,-0.00532633082690809,0.012418430250603033,0.005859453972220985,capacitor 1
Resistive capacitor coupling,3.9743999999999997,-7.774301827061443e-09,-0.015377810003110143,0.05740886898534077,-0.0035894103792511595,capacitor 1
Resistive capacitor coupling,4.0367999999999995,-5.67116795718579e-09,-0.005598981635174714,0.07074703695867322,0.2581410305889283,capacitor 1
Resistive capacitor coupling,4.0992,-4.1369819070793534e-09,0.03711644308907004,0.014204305939365284,-0.08523697162869609,capacitor 1
Resistive capacitor coupling,4.1616,-3.0178297360378075e-09,0.030305651100867814,-0.03664711244502353,0.032410979037098796,capacitor 1
Resistive capacitor coupling,4.223999999999999,-2.201434891484728e-09,0.017386003119429616,-0.01723601080113184,0.08230322761556447,capacitor 1
Resistive capacitor coupling,4.2863999999999995,-1.6058943033552388e-09,-0.009292245504890863,-0.01185995823885863,-0.14542607530677115,capacitor 1
Resistive capacitor coupling,4.3488,-1.1714616332605659e-09,-0.02069900992773888,-0.02924104178457554,0.0798069183204982,capacitor 1
Resistive capacitor coupling,4.4112,-8.5455335097793e-10,-0.02341853892524343,-0.024688292962197392,-0.027408719053948045,capacitor 1
Resistive capacitor coupling,4.473599999999999,-6.233763094594039e-10,-0.006407568496586991,0.06438914313807025,0.18563016811949645,capacitor 1
Resistive capacitor coupling,4.536,-4.547381655773942e-10,-0.009137704234677427,0.04820199984950774,-0.042773745632011445,capacitor 1
Resistive capacitor coupling,4.5984,-3.317206575025764e-10,0.0200820149491438,-0.010518544936048872,0.15529522846256621,capacitor 1
Resistive capacitor coupling,4.660799999999999,-2.4198231627973754e-10,0.006329141042029938,-0.056666839436551014,-0.021549958238466435,capacitor 1
Resistive capacitor coupling,4.723199999999999,-1.7652033441114108e-10,0.007884658092493384,-0.03541830931778109,-0.11907727597896461,capacitor 1
Resistive capacitor coupling,4.7856,-1.287673782873147e-10,0.0018000606003290211,0.03576258853056152,0.294632224167963,capacitor 1
Resistive capacitor coupling,4.848,-9.393273451423891e-11,0.03365087606059696,0.06590138032606857,-0.03467485833402573,capacitor 1
Resistive capacitor coupling,4.910399999999999,-6.852169183574521e-11,0.01890177066267543,0.004725706827493799,-0.16544706319200247,capacitor 1
Resistive capacitor coupling,4.972799999999999,-4.998494164714834e-11,0.012827220329873918,-0.0029824803709567233,-0.07919672173522627,capacitor 1
Resistive capacitor coupling,5.0352,-3.6462824024180174e-11,-0.005210161666171121,-0.016648219908977933,-0.1887339557897866,capacitor 1
Resistive capacitor coupling,5.0976,-2.659876137798113e-11,0.008190219364953332,0.0015469553199142728,-0.009085380349425215,capacitor 1
Resistive capacitor coupling,5.159999999999999,-1.9403162697783103e-11,-0.004014640957096136,0.023262688766332276,-0.003584487283416024,capacitor 1
Resistive capacitor coupling,5.2223999999999995,-1.415414490651228e-11,0.00017608826522183096,0.014202082874859861,-0.09310025647498821,capacitor 1
Resistive capacitor coupling,5.2848,-1.0325111481034364e-11,-0.02206197977625254,-0.00031147145444744985,0.05815288606696739,capacitor 1
Resistive capacitor coupling,5.3472,-7.531922822963079e-12,0.003053326675300023,0.008049330082509142,0.19542236745612826,capacitor 1
Resistive capacitor coupling,5.409599999999999,-5.4943582493755706e-12,0.017182455537439738,-0.012216128157887732,0.1490979026923157,capacitor 1
Resistive capacitor coupling,5.4719999999999995,-4.008003441013442e-12,0.05015424175824943,0.014970051342103672,0.040640178578778406,capacitor 1
Resistive capacitor coupling,5.5344,-2.9237430156413334e-12,0.011426464358057513,0.016560201698463214,-0.06714920346603556,capacitor 1
Resistive capacitor coupling,5.596799999999999,-2.1328008673785974e-12,-0.013985907487661821,-0.0417207486012599,-0.22033840070711813,capacitor 1
Resistive capacitor coupling,5.659199999999999,-1.555827419411766e-12,-0.04047143016039749,-0.015371035205533047,-0.0867204240838315,capacitor 1
Resistive capacitor coupling,5.7216,-1.1349390345427779e-12,-0.016996690177713738,0.0022869770387069495,0.18753618528520938,capacitor 1
Resistive capacitor coupling,5.784,-8.279109848091014e-13,0.012996214733582747,0.023576336337132072,0.0045503026956781045,capacitor 1
Resistive capacitor coupling,5.846399999999999,-6.039413374337234e-13,0.026378243949651263,-0.001206180349408227,-0.09562864782636168,capacitor 1
Resistive capacitor coupling,5.908799999999999,-4.405608170367919e-13,-0.0009933873389833825,-0.022820749731594044,-0.14447471413646726,capacitor 1
Resistive capacitor coupling,5.9712,-3.2137861958682294e-13,-0.021870652809537997,-0.014466666522866826,0.020330097943503447,capacitor 1
Resistive capacitor coupling,6.0336,-2.3443804609708126e-13,-0.015305833422406885,0.011333488897594913,0.13172963765745302,capacitor 1
Resistive capacitor coupling,6.095999999999999,-1.7101696912364063e-13,0.02714204389630778,-0.013450064462020152,0.10228594335883102,capacitor 1
Resistive capacitor coupling,6.158399999999999,-1.247528044722193e-13,0.035943126936986536,-0.02827524401897642,0.21090171277166242,capacitor 1
Resistive capacitor coupling,6.2208,-9.10041985761515e-14,0.027117168914065567,-0.01818901461916196,0.06846385882825165,capacitor 1
Resistive capacitor coupling,6.283199999999999,-6.638539505527838e-14,-0.013686898865338989,8.467576392684798e-05,-0.12238219455638148,capacitor 1
Resistive capacitor coupling,6.345599999999999,-4.842656405213887e-14,-0.013250222989569769,-0.009392338391712938,-0.052140767188395526,capacitor 1
Resistive capacitor coupling,6.4079999999999995,-3.532602461513354e-14,-0.019511583364262158,-0.0043054435030245655,-0.07288326997056274,capacitor 1
Resistive capacitor coupling,6.4704,-2.5769493485229867e-14,-0.01226536587552519,0.03226728881396723,0.019336406065373152,capacitor 1
Resistive capacitor coupling,6.532799999999999,-1.8798231536316748e-14,0.008506550972551642,0.018928504223176306,0.2011545758139154,capacitor 1
Resistive capacitor coupling,6.595199999999999,-1.3712861942585493e-14,0.04148266175859865,3.274835203657175e-05,0.12093171643186423,capacitor 1
Resistive capacitor coupling,6.6575999999999995,-1.0003206144338353e-14,0.061672831566313355,-0.06770553977548316,0.004513527692378189,capacitor 1
Resistive capacitor coupling,6.72,-7.297100585765467e-15,0.044963237883832115,-0.03860175816710314,-0.3205985996343836,capacitor 1
Resistive capacitor coupling,6.782399999999999,-5.323060953091185e-15,-0.032650364297761136,0.02500538830380375,-0.32253061758786944,capacitor 1
Resistive capacitor coupling,6.844799999999999,-3.8830461105390205e-15,-0.0539352403522085,0.03546392068506755,-0.18158243615887354,capacitor 1
Resistive capacitor coupling,6.9072,-2.8325896036866115e-15,-0.03434219447114534,0.028182547856409345,0.16444373405826496,capacitor 1
Resistive capacitor coupling,6.9696,-2.0663065671838033e-15,0.01668365943379664,-0.010636994916964886,0.015089910631901793,capacitor 1
Resistive capacitor coupling,7.031999999999999,-1.5073213624883615e-15,0.018161059861036225,-0.059746787184516176,0.10159905329937405,capacitor 1
Resistive capacitor coupling,7.094399999999999,-1.0995550282935017e-15,0.026764806140890485,-0.016793218837179814,0.13676642522033078,capacitor 1
Resistive capacitor coupling,7.1568,-8.020991530845808e-16,0.03586546930717015,0.01602956270760393,-0.04317154678893707,capacitor 1
Resistive capacitor coupling,7.219199999999999,-5.851122228709241e-16,0.040395991312155995,0.05686509226204817,-0.03317884463176869,capacitor 1
Resistive capacitor coupling,7.281599999999999,-4.268254273524876e-16,0.01224794400980128,0.06194136194203792,-0.16671181680445274,capacitor 1
Resistive capacitor coupling,7.343999999999999,-3.113589538680619e-16,-0.005175028895009431,-0.013790754917463694,-0.1520201342591376,capacitor 1
Resistive capacitor coupling,7.4064,-2.27128949714245e-16,-0.014143229759264925,-0.06432502872814887,-0.03021681013803336,capacitor 1
Resistive capacitor coupling,7.468799999999999,-1.6568516244571576e-16,-0.008053425189083925,-0.04733725368045657,0.06918333547064547,capacitor 1
Resistive capacitor coupling,7.531199999999999,-1.208633575599246e-16,-0.0235182388160011,-0.04265808280424638,0.1227203417442487,capacitor 1
Resistive capacitor coupling,7.5935999999999995,-8.816693680029302e-17,-0.026864643730643043,0.03449827194828849,0.4533004998131877,capacitor 1
Resistive capacitor coupling,7.656,-6.431568807703959e-17,6.392748957824955e-05,0.046599491399037664,0.11652520954367603,capacitor 1
Resistive capacitor coupling,7.718399999999999,-4.6916761932572206e-17,0.04747500127934894,0.017098474080727254,0.20647074593769982,capacitor 1
Resistive capacitor coupling,7.780799999999999,-3.4224656735562904e-17,0.050026521456053304,-0.014770829924047069,-0.17485070141912856,capacitor 1
Resistive capacitor coupling,7.8431999999999995,-2.496607579316038e-17,0.008853213335760396,-0.011066698506105239,-0.4770300929942624,capacitor 1
Resistive capacitor coupling,7.9056,-1.8212155922931623e-17,-0.05633775449082652,-0.009161983631003703,-0.2238372040090854,capacitor 1
Resistive capacitor coupling,7.967999999999999,-1.3285335083517705e-17,-0.06750491537408969,-0.010731632549475633,-0.06713294973483505,capacitor 1
Resistive capacitor coupling,8.030399999999998,-9.691341887891952e-18,-0.02999494624771134,-0.057106432226010494,0.4236167222062118,capacitor 1
Resistive capacitor coupling,8.092799999999999,-7.069604177530755e-18,0.011639244108752025,-0.035521432053670254,0.30607750969547026,capacitor 1
Resistive capacitor coupling,8.155199999999999,-5.157106343680372e-18,0.05134710111028413,0.05134710111028413,0.24254684256706216,coupling relation
Resistive capacitor coupling,8.2176,-3.7619879667372125e-18,0.06859861587874147,0.06859861587874147,0.2612262108540577,coupling relation
Resistive capacitor coupling,8.28,-2.7442825644380154e-18,0.03466880986899588,0.03466880986899588,-0.39010537705774156,coupling relation
Resistive capacitor coupling,8.3424,-2.0018883687129868e-18,-0.035938941021504515,-0.035938941021504515,-0.34123713789538457,coupling relation
Resistive capacitor coupling,8.4048,-1.460329859125329e-18,-0.05385779354372764,-0.05385779354372764,-0.035450755043672594,coupling relation
Resistive capacitor coupling,8.4672,-1.0652758806306423e-18,-0.02972813563932364,-0.02972813563932364,-0.008758226480951259,coupling relation
Resistive capacitor coupling,8.529599999999999,-7.770946815029889e-19,0.019893652547441323,0.019893652547441323,0.1058648283835133,coupling relation
Resistive capacitor coupling,8.591999999999999,-5.668714040668015e-19,0.01984200032671404,0.01984200032671404,-0.030811710117099725,coupling relation
Resistive capacitor coupling,8.654399999999999,-4.135195535082193e-19,0.004243766353359326,-0.03182505573640347,0.0016484283325089444,capacitor 1
Resistive capacitor coupling,8.7168,-3.0165282470924426e-19,0.009220819361580507,-0.03279524474763191,0.19834910564651284,capacitor 1
Resistive capacitor coupling,8.7792,-2.200480238182436e-19,0.0007115784992235289,0.01974635620969,-0.14316390652382235,capacitor 1
Resistive capacitor coupling,8.8416,-1.6051916745530823e-19,-0.02569089508186754,0.08218680155471839,-0.06266747782333001,capacitor 1
Resistive capacitor coupling,8.904,-1.1709477955016365e-19,-0.04428730664523819,0.08308431613191201,0.008115693236788457,capacitor 1
Resistive capacitor coupling,8.966399999999998,-8.54178690337138e-20,-0.027855173261797456,0.013749829285135257,0.2646680226395983,capacitor 1
Resistive capacitor coupling,9.028799999999999,-6.231046068586052e-20,0.02432931703019082,-0.023939024938222603,0.21842536631408851,capacitor 1
Resistive capacitor coupling,9.091199999999999,-4.545415894152168e-20,0.04668060189410602,-0.005598476791379701,-0.14866898294361217,capacitor 1
Resistive capacitor coupling,9.153599999999999,-3.315785031240941e-20,0.015262900428234742,-0.0038248526884194748,-0.16674513289280388,capacitor 1
Resistive capacitor coupling,9.216,-2.4188077886689076e-20,0.008096192430546989,0.013359568933668643,-0.0019586274505904305,capacitor 1
Resistive capacitor coupling,9.2784,-1.7644653531550617e-20,-0.017150104002592512,-0.005816860924136038,-0.36053941217750585,capacitor 1
Resistive capacitor coupling,9.3408,-1.2871171472862244e-20,-0.014875368625034826,-0.0065011266509081185,0.06948701691183512,capacitor 1
Resistive capacitor coupling,9.4032,-9.389176172567335e-21,-0.024908657607690197,0.0317586687596569,0.23908028628098252,capacitor 1
Resistive capacitor coupling,9.465599999999998,-6.849210025849357e-21,-0.014281175959945044,0.04884676779692439,-0.17150278843868152,capacitor 1
Resistive capacitor coupling,9.527999999999999,-4.996377014524548e-21,0.010127285698733831,0.04693134419610655,0.0546015349713036,capacitor 1
Resistive capacitor coupling,9.590399999999999,-3.6448233670198364e-21,0.023361222972058223,-0.0005254195986435835,-0.07510689498292325,capacitor 1
Resistive capacitor coupling,9.6528,-2.658812905135268e-21,0.003943987179289368,-0.036006944175524996,-0.109033272691351,capacitor 1
Resistive capacitor coupling,9.7152,-1.9395001466860308e-21,0.0003046105810800019,0.0033758632396989536,-0.08078968662655257,capacitor 1
Resistive capacitor coupling,9.7776,-1.414855585529034e-21,-0.0068609467318214695,0.05503822952438451,-0.02752968519787971,capacitor 1
Resistive capacitor coupling,9.84,-1.032127916001918e-21,-0.013262804156507291,0.0772956773277886,0.054121630417705256,capacitor 1
Resistive capacitor coupling,9.902399999999998,-7.528892227222978e-22,-0.05307014262623269,0.05347976324258333,-0.19999181212596,capacitor 1
Resistive capacitor coupling,9.964799999999999,-5.491662235097013e-22,-0.051697304331799254,-0.02634871411722158,0.19928534266485973,capacitor 1
Resistive capacitor coupling,10.027199999999999,-4.005879504274644e-22,-0.001226748204814246,-0.06285578113234203,0.3047575189345215,capacitor 1
Resistive capacitor coupling,10.089599999999999,-2.921968460121858e-22,0.038087133379314096,-0.03180279924198839,0.09937958801449845,capacitor 1
Resistive capacitor coupling,10.152,-2.131713605986017e-22,0.05567375925182397,-0.005308468309922755,0.08146821340874581,capacitor 1
Resistive capacitor coupling,10.2144,-1.5547619356138158e-22,0.010997178424572122,-0.011734046179399563,-0.06641213601961078,capacitor 1
Resistive capacitor coupling,10.2768,-1.1340550805660518e-22,-0.03289895168321833,-0.024997803416042852,0.008789912487922269,capacitor 1
Resistive capacitor coupling,10.3392,-8.272001791208377e-23,-0.038319747610523064,-0.0182331564396906,5.0928421975890426e-05,capacitor 1
Resistive capacitor coupling,10.401599999999998,-6.0347256404721e-23,-0.040712938241457164,-0.004543534825916275,0.09345572436808372,capacitor 1
Resistive capacitor coupling,10.463999999999999,-4.402125587170825e-23,-0.006412047676758184,-0.006412047676758184,0.2751354766045617,coupling relation
Resistive capacitor coupling,10.526399999999999,-3.2117437503079547e-23,0.008995013792863982,0.03244851921024107,0.23767510462676789,capacitor 1
Resistive capacitor coupling,10.588799999999999,-2.3430656521776477e-23,0.015785317026454825,-0.006284119193358561,-0.12501498914904227,capacitor 1
Resistive capacitor coupling,10.6512,-1.7090314340751584e-23,0.03286834385581028,-0.03723000686404429,0.32230716776665935,capacitor 1
Resistive capacitor coupling,10.7136,-1.2468441405934092e-23,0.024143178895342236,-0.06869725341299678,-0.2023151161133366,capacitor 1
Resistive capacitor coupling,10.776,-9.092681541909497e-24,-0.015486694399408774,-0.03970029027902022,-0.2825120876848851,capacitor 1
Resistive capacitor coupling,10.838399999999998,-6.632602750023627e-24,-0.026270682260474562,0.002978786908767237,-0.12806803361569663,capacitor 1
Resistive capacitor coupling,10.900799999999998,-4.838178595029092e-24,-0.041755932872958486,0.03303249660843971,0.07241696916902549,capacitor 1
Resistive capacitor coupling,10.963199999999999,-3.529606053385134e-24,-0.028207649445699062,-0.009573671287749521,0.0850588370336274,capacitor 1
Resistive capacitor coupling,11.025599999999999,-2.5755047082357778e-24,-0.017378689846788458,-0.038931655577211566,0.03576001027538052,capacitor 1
Resistive capacitor coupling,11.088,-1.8775290313773538e-24,-0.0045418420673048725,-0.039536558907241594,-0.1099439233380642,capacitor 1
Resistive capacitor coupling,11.1504,-1.3698076581097107e-24,-0.004482555467105484,-0.012887925500991207,0.16417039880879097,capacitor 1
Resistive capacitor coupling,11.2128,-9.99478948739979e-25,0.0390467053705145,0.011700510014906906,0.3903041683801794,capacitor 1
Resistive capacitor coupling,11.2752,-7.284747298704938e-25,0.0362574335693855,0.02386013321491032,-0.245501482741881,capacitor 1
Resistive capacitor coupling,11.337599999999998,-5.314956687987413e-25,0.01297940228275677,-0.0023151282100056583,-0.23816268166959453,capacitor 1
Resistive capacitor coupling,11.399999999999999,-3.8831001893014127e-25,-0.013565038595007952,-0.018455768628821454,-0.0969696618889344,capacitor 1
Resistive capacitor coupling,11.462399999999999,-2.8342898942874456e-25,-0.03910460321872457,-0.027810163364964127,-0.2881098726191831,capacitor 1
Resistive capacitor coupling,11.524799999999999,-2.061970416172787e-25,-0.04833582805455714,-0.06187199042635648,0.11259979670048133,capacitor 2
Resistive capacitor coupling,11.5872,-1.513736738947472e-25,-0.008092330645062503,0.04609783411954402,0.18110610244254394,capacitor 1
Resistive capacitor coupling,11.6496,-1.1040559146228187e-25,0.028253762353511708,0.022675699009045612,0.3703087452518465,capacitor 1
Resistive capacitor coupling,11.712,-8.063989735603005e-26,0.05791539717086652,-0.03140249784684246,-0.006246040884878042,capacitor 1
Resistive capacitor coupling,11.774399999999998,-5.884028971232254e-26,0.053960181399026384,-0.01769494769155874,-0.1482123321497248,capacitor 1
Resistive capacitor coupling,11.836799999999998,-4.329268647852913e-26,0.012176628446829652,-0.024758784027188473,-0.34666379305136186,capacitor 1
Resistive capacitor coupling,11.899199999999999,-3.1523515678716185e-26,-0.009011251050186558,-0.0031785385863725615,0.06718339803143752,capacitor 1
Resistive capacitor coupling,11.961599999999999,-2.256395751365915e-26,-0.036240551011132126,0.012166568534380704,-0.1797269737155459,capacitor 1
Open two-level probability,0.8,-0.04156456039515532,-0.03345370755790411,-0.03345370755790411,-0.03345370755790411,quantum state 2
Open two-level probability,0.905,-0.0589889470052349,-0.046619153655141604,-0.046619153655141604,-0.1366712431909214,quantum state 2
Open two-level probability,1.01,-0.07796223713875776,-0.052340394939638664,-0.052340394939638664,-0.08089970480965225,quantum state 2
Open two-level probability,1.115,-0.09772424269018945,-0.04847665511260873,-0.04847665511260873,0.12903720028881227,quantum state 2
Open two-level probability,1.22,-0.11750743904726789,-0.06431978786596802,-0.06431978786596802,-0.2471891861295079,quantum state 2
Open two-level probability,1.325,-0.13656412571278298,-0.07383230491085072,-0.07383230491085072,-0.05678784574780216,quantum state 2
Open two-level probability,1.43,-0.15419218650845332,-0.09148963651399913,-0.09148963651399913,-0.28646195903602334,quantum state 2
Open two-level probability,1.5350000000000001,-0.16975858013443396,-0.11333155563310193,-0.11333155563310193,-0.2551445634695124,quantum state 2
Open two-level probability,1.6400000000000001,-0.18271979415954773,-0.11984272085784639,-0.11984272085784639,-0.16180782250202336,quantum state 2
Open two-level probability,1.745,-0.19263862212689659,-0.11808769204613775,-0.11808769204613775,-0.21245395329482597,quantum state 2
Open two-level probability,1.85,-0.1991967692968186,-0.13564684159473459,-0.13564684159473459,-0.0018452466716965266,quantum state 2
Open two-level probability,1.955,-0.20220295198963126,-0.1417230950561442,-0.1417230950561442,-0.335987876824262,quantum state 2
Open two-level probability,2.06,-0.20159632257728044,-0.1558413906648311,-0.1558413906648311,-0.37835771734997264,quantum state 2
Open two-level probability,2.165,-0.1974452208344262,-0.17703023483164787,-0.17703023483164787,-0.20294768683781694,quantum state 2
Open two-level probability,2.27,-0.18994141662618916,-0.19230975801997266,-0.19230975801997266,-0.2316180903308318,quantum state 2
Open two-level probability,2.375,-0.17939016312138487,-0.1997702839996939,-0.1997702839996939,-0.32804597345950076,quantum state 2
Open two-level probability,2.48,-0.16619651871635374,-0.21690688839533415,-0.21690688839533415,-0.09621834563858067,quantum state 2
Open two-level probability,2.585,-0.1508485151437427,-0.18075788474970758,-0.18075788474970758,-0.013877532307808305,quantum state 2
Open two-level probability,2.69,-0.13389784514019626,-0.13652664911003887,-0.13652664911003887,-0.04462924186165912,quantum state 2
Open two-level probability,2.795,-0.1159388127918603,-0.12756146249431066,-0.12756146249431066,-0.2216106293673168,quantum state 2
Open two-level probability,2.9,-0.09758633149288683,-0.14072003945133033,-0.14072003945133033,-0.15275679633568529,quantum state 2
Open two-level probability,3.005,-0.07945376759342196,-0.17647550707559795,-0.17647550707559795,-0.3603059764731913,quantum state 2
Open two-level probability,3.11,-0.06213141256088163,-0.17461299935343846,-0.17461299935343846,-0.0022088191022527903,quantum state 2
Open two-level probability,3.215,-0.04616632410343664,-0.14615893120331358,-0.14615893120331358,-0.10486039616772957,quantum state 2
Open two-level probability,3.3200000000000003,-0.03204420939979723,-0.11841006089824065,-0.11841006089824065,0.030789270988668904,quantum state 2
Open two-level probability,3.4250000000000003,-0.020173934356345766,-0.10435348226750465,-0.10435348226750465,-0.03402525146520907,quantum state 2
Open two-level probability,3.5300000000000002,-0.010875135375610273,-0.07267766808103922,-0.07267766808103922,0.1451517041518182,quantum state 2
Open two-level probability,3.6350000000000002,-0.004369288717457601,-0.050672015392036175,-0.050672015392036175,0.05769670330709277,quantum state 2
Open two-level probability,3.74,-0.0007744617955108041,-0.009394966560816244,-0.0267430692332282,0.17891848703207608,quantum state 1
Open two-level probability,3.845,-0.00010383551371055249,-0.018627203917178457,-0.015724198368239475,-0.10237421887062839,quantum state 1
Open two-level probability,3.95,-0.0022679518819884773,-0.017851001090233378,0.01440272139372727,0.008266778976815978,quantum state 1
Open two-level probability,4.055,-0.007080511386802848,-0.03018863949074239,0.019908240580955635,-0.15099819471613482,quantum state 1
Open two-level probability,4.16,-0.014267424360960896,-0.013331257219703078,-0.013217384462736619,0.12086723708651226,quantum state 1
Open two-level probability,4.265,-0.023478713877060648,0.004975696381469407,-0.038036260125026804,-0.014785596949710267,quantum state 1
Open two-level probability,4.37,-0.03430277788133863,0.028092977338472536,-0.014457247186390625,0.11893474690562528,quantum state 1
Open two-level probability,4.4750000000000005,-0.04628244810838513,0.010135515562885538,0.0054313767906625015,-0.011316231776786256,quantum state 1
Open two-level probability,4.58,-0.05893223473027988,-0.007223850358803498,0.002741359022082001,-0.12994909433667667,quantum state 1
Open two-level probability,4.6850000000000005,-0.07175611984474431,-0.04432313115054006,-0.04432313115054006,-0.01779902622772922,quantum state 2
Open two-level probability,4.79,-0.08426526011543405,-0.04087336834072757,-0.04087336834072757,0.05453744907564173,quantum state 2
Open two-level probability,4.8950000000000005,-0.09599497864424654,-0.04196182077320644,-0.00961098347406267,-0.02924269344136532,quantum state 1
Open two-level probability,5.0,-0.1065204672012051,-0.05125428570773285,-0.031106833246892614,-0.056682360070859694,quantum state 1
Open two-level probability,5.105,-0.11547068026800143,-0.04013877599571668,-0.047501133762043304,-0.05764981955017723,quantum state 1
Open two-level probability,5.21,-0.12253997934627149,-0.05351698595796809,0.008710503333361251,-0.10791112086166532,quantum state 1
Open two-level probability,5.315,-0.1274971765029265,-0.10555945916684359,0.022340498973412306,-0.41079251066298705,quantum state 1
Open two-level probability,5.42,-0.13019172663995385,-0.12481621373574786,-0.12481621373574786,-0.06879935619280839,quantum state 2
Open two-level probability,5.525,-0.1305569246928841,-0.12554734696695732,-0.12554734696695732,0.05060530006204059,quantum state 2
Open two-level probability,5.63,-0.12861007296865037,-0.12354008862845701,-0.12354008862845701,-0.21474680918020358,quantum state 2
Open two-level probability,5.735,-0.12444969123880317,-0.1140021689248237,0.01469697205896846,-0.085351125978917,quantum state 1
Open two-level probability,5.84,-0.1182499442740202,-0.10693052453384734,0.05801579067189804,0.10301919472359555,quantum state 1
Open two-level probability,5.945,-0.11025255479089088,-0.08898046928198103,0.05200668723625693,-0.07557382940687851,quantum state 1
Open two-level probability,6.05,-0.10075655123056808,-0.09831779247383463,0.039649204375531495,-0.23380193719496342,quantum state 1
Open two-level probability,6.155,-0.09010626684468566,-0.12400962507132278,-0.0022972113474790776,-0.37715339861222613,quantum state 1
Open two-level probability,6.26,-0.07867805724274106,-0.13830971575961584,-0.13830971575961584,-0.180621355562759,quantum state 2
Open two-level probability,6.365,-0.06686623649979351,-0.12928979399194515,-0.12928979399194515,-0.04995116922183396,quantum state 2
Open two-level probability,6.47,-0.05506874643526019,-0.11370545687076922,0.0018092147490507066,-0.006868038624987638,quantum state 1
Open two-level probability,6.575,-0.04367306972024001,-0.08152846932714342,0.014675509281438091,-0.01976620612738289,quantum state 1
Open two-level probability,6.68,-0.03304287566953977,-0.09385758757922165,-0.09385758757922165,-0.2683359085796049,quantum state 2
Open two-level probability,6.785,-0.023505849154169207,-0.08991721081517315,-0.08991721081517315,0.14665022454086746,quantum state 2
Open two-level probability,6.890000000000001,-0.01534309981162922,-0.06153700672506067,-0.06153700672506067,0.07952914313112941,quantum state 2
Open two-level probability,6.995,-0.008780482891366228,-0.030576423889301766,-0.030576423889301766,0.02903697809414113,quantum state 2
Open two-level probability,7.1000000000000005,-0.0039820872916565535,-0.042298723528012026,-0.042298723528012026,-0.13076735843208792,quantum state 2
Open two-level probability,7.205,-0.0010460635432792925,-0.05350270809526846,-0.05350270809526846,-0.14024123655174622,quantum state 2
Open two-level probability,7.3100000000000005,-2.877767079493257e-06,-0.054268243635952604,-0.054268243635952604,0.0875490843554598,quantum state 2
Open two-level probability,7.415,-0.0008159901272912437,-0.009299942032759825,-0.009299942032759825,0.40568775661213896,quantum state 2
Open two-level probability,7.5200000000000005,-0.0033848711163388767,0.009761993060678528,0.009761993060678528,-0.15177513717428714,quantum state 2
Open two-level probability,7.625,-0.007550189074099938,-0.013827145841366474,-0.013827145841366474,-0.05273385993060814,quantum state 2
Open two-level probability,7.73,-0.013100930338933031,-0.0288040951890925,-0.0288040951890925,0.03733348946871479,quantum state 2
Open two-level probability,7.835,-0.01978315167487127,-0.009956662548996518,-0.009956662548996518,0.170292256220405,quantum state 2
Open two-level probability,7.94,-0.02731001502432846,-0.005853608437900312,-0.005853608437900312,-0.002477862825094823,quantum state 2
Open two-level probability,8.045,-0.035372718626800664,-0.026993907135184667,-0.026993907135184667,-0.14931255774347146,quantum state 2
Open two-level probability,8.15,-0.043651917035142276,-0.026016154173706903,-0.026016154173706903,0.036013807070314985,quantum state 2
Open two-level probability,8.255,-0.051829215932441206,-0.013511776578224291,-0.013511776578224291,0.07619836842509975,quantum state 2
Open two-level probability,8.36,-0.05959833575179906,-0.002921657692527738,-0.002921657692527738,-0.0636438102107959,quantum state 2
Open two-level probability,8.465,-0.06667556026215178,-0.01847231117252416,-0.044295793039656535,-0.21114063877588007,quantum state 1
