model,domain,snr_db,method,replicate,scored_samples,declared_stream,sign_accuracy,correlation,nrmse,integrated_error,estimated_q_noise_variance,estimated_g_noise_variance
Resistive capacitor coupling,Electromagnetic circuit energy,0,ara_fixed_lineage,0,4500,coupling relation,0.5789473684210527,-0.004053549870115298,11.0400855575542,22.904861735814038,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,ara_fixed_lineage,1,4500,coupling relation,0.5425101214574899,-0.014014183394966843,10.545597889161952,14.253262154439517,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,ara_fixed_lineage,2,4500,coupling relation,0.8218623481781376,0.18476090129437958,10.455085254584594,22.562974065513718,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,ara_fixed_lineage,3,4500,coupling relation,0.8825910931174089,0.35714180247630584,9.55011825811722,31.6770792283776,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,ara_fixed_lineage,4,4500,coupling relation,0.562753036437247,0.2357540720251451,11.72460522289098,26.18720800288592,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,ara_fixed_lineage,5,4500,coupling relation,0.902834008097166,0.20111263309531735,10.796686603080856,37.15963909928689,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,ara_fixed_lineage,6,4500,coupling relation,0.8340080971659919,0.18464190261781288,10.136582709130234,12.658741575494464,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,ara_fixed_lineage,7,4500,coupling relation,0.582995951417004,0.017973923123444147,11.304878793242878,23.99748229277572,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,ara_fixed_lineage,8,4500,coupling relation,0.6234817813765182,0.04410339614252143,11.605573588026733,21.705103055103653,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,ara_fixed_lineage,9,4500,coupling relation,0.7246963562753036,0.07753199539664339,11.251491267909627,0.938061179289661,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,ara_fixed_lineage,10,4500,coupling relation,0.48582995951417,0.16390572620757898,10.543115969555293,33.08443270380501,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,ara_fixed_lineage,11,4500,coupling relation,0.680161943319838,0.2808678154100866,10.841858220241763,37.4593588746231,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,ara_fixed_lineage,12,4500,coupling relation,0.38461538461538464,-0.022000122308909777,11.077167323603902,3.557669992376346,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,ara_fixed_lineage,13,4500,coupling relation,0.7975708502024291,0.19913277673470517,11.685118567678032,9.122999214594529,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,ara_fixed_lineage,14,4500,coupling relation,0.6437246963562753,0.08003702837804394,12.63446352168132,19.981901015517447,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,ara_fixed_lineage,15,4500,coupling relation,0.6477732793522267,0.0979231376156106,10.770132297208228,2.665933770584163,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,ara_fixed_lineage,16,4500,coupling relation,0.47368421052631576,0.06017064388544256,11.247954280809422,23.889628864344097,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,ara_fixed_lineage,17,4500,coupling relation,0.7327935222672065,0.16524239200842553,10.143637549131974,16.936470057043522,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,ara_fixed_lineage,18,4500,coupling relation,0.46558704453441296,-0.014323994993283504,13.428526079798909,10.330698578958746,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,ara_fixed_lineage,19,4500,coupling relation,0.5789473684210527,0.05081973280607649,11.175358746747468,2.5339471017788235,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,ara_fixed_lineage,20,4500,coupling relation,0.708502024291498,0.19758149476285292,10.07772115060122,13.723913784196599,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,ara_fixed_lineage,21,4500,coupling relation,0.7651821862348178,0.07605982648420859,10.290875497814572,1.047671662916401,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,ara_fixed_lineage,22,4500,coupling relation,0.5344129554655871,-0.014465922409051212,10.13032873784064,4.562940524848191,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,ara_fixed_lineage,23,4500,coupling relation,0.6720647773279352,0.030777084212595996,10.658930540254353,26.420577103712443,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,ara_fixed_lineage,24,4500,coupling relation,0.8016194331983806,0.1938210572017106,11.027617874114304,14.899394732950974,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,ara_fixed_lineage,25,4500,coupling relation,0.5748987854251012,0.22622190759229685,9.339552336876066,33.1473137538192,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,ara_fixed_lineage,26,4500,coupling relation,0.6275303643724697,0.07795438832044299,10.097950753635796,11.753960161519755,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,ara_fixed_lineage,27,4500,coupling relation,0.708502024291498,0.05445671086652078,11.15340483491171,2.791299670019629,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,ara_fixed_lineage,28,4500,coupling relation,0.4939271255060729,-0.027124233487952776,11.518820176124834,3.5949750470958755,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,ara_fixed_lineage,29,4500,coupling relation,0.8340080971659919,0.17411561785050855,10.134109171902546,42.6025882397,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,ara_fixed_lineage,30,4500,coupling relation,0.6558704453441295,0.05524588166826696,10.650259521849033,27.539684259808784,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,ara_fixed_lineage,31,4500,coupling relation,0.6153846153846154,0.04794606820254391,10.236166997323199,15.709412095797576,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,repeated_reselection,0,4500,coupling relation,0.6275303643724697,0.07686623316499862,14.9804344842069,10.028994426489776,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,repeated_reselection,1,4500,coupling relation,0.4777327935222672,-0.03474079844789129,13.750489298995566,2.5001251917854277,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,repeated_reselection,2,4500,coupling relation,0.4493927125506073,0.11492731660496856,14.635937572393729,59.5567238480916,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,repeated_reselection,3,4500,coupling relation,0.48582995951417,0.0270302249843008,16.46802765607585,49.958101829035144,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,repeated_reselection,4,4500,coupling relation,0.46153846153846156,-0.032238164213501244,16.35343819826003,11.356458267785259,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,repeated_reselection,5,4500,coupling relation,0.6356275303643725,-0.036698790846406495,14.395729945080838,10.040296008462944,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,repeated_reselection,6,4500,coupling relation,0.2834008097165992,-0.1263421275959497,13.835577132960962,13.764039897450635,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,repeated_reselection,7,4500,coupling relation,0.7935222672064778,0.03507729193260353,13.92505361334911,68.1549280662711,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,repeated_reselection,8,4500,coupling relation,0.6234817813765182,0.021120558428299477,14.148297029846292,13.784813915049046,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,repeated_reselection,9,4500,coupling relation,0.3562753036437247,0.040397988722415595,12.351637951683339,23.48924805919245,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,repeated_reselection,10,4500,coupling relation,0.4817813765182186,0.06679008743264161,14.413286116234186,21.313249946449336,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,repeated_reselection,11,4500,coupling relation,0.6558704453441295,0.09015888389641516,13.408232758142896,43.546256853500104,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,repeated_reselection,12,4500,coupling relation,0.6963562753036437,0.20858251572296768,14.709807776135717,48.39135816498619,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,repeated_reselection,13,4500,coupling relation,0.5668016194331984,0.06755390283702176,12.51330829886972,6.033926465454901,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,repeated_reselection,14,4500,coupling relation,0.5060728744939271,0.009595861501992915,13.22091567390535,36.13725651192776,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,repeated_reselection,15,4500,coupling relation,0.6396761133603239,-0.10374729925921135,15.048557447969088,7.744528594349947,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,repeated_reselection,16,4500,coupling relation,0.47368421052631576,-0.01624900837624505,13.897236510930004,32.38668384268919,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,repeated_reselection,17,4500,coupling relation,0.6518218623481782,0.09603340139846031,14.688479107111402,13.277311073993042,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,repeated_reselection,18,4500,coupling relation,0.7732793522267206,0.09148745700607461,15.829187544415957,40.42760532132168,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,repeated_reselection,19,4500,coupling relation,0.7004048582995951,0.01121547382895473,14.066945581657837,69.68576844687169,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,repeated_reselection,20,4500,coupling relation,0.3117408906882591,-0.22819766978871892,13.116866954292066,34.725293910573754,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,repeated_reselection,21,4500,coupling relation,0.3319838056680162,-0.03714998586898561,12.547766154035134,32.770721917271906,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,repeated_reselection,22,4500,coupling relation,0.582995951417004,0.006633877716627275,14.43035198309862,62.64654472978216,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,repeated_reselection,23,4500,coupling relation,0.39271255060728744,-0.049120274788225886,14.560368830136728,9.321449792231306,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,repeated_reselection,24,4500,coupling relation,0.680161943319838,0.20799369485550115,15.77535585666866,73.69037286813806,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,repeated_reselection,25,4500,coupling relation,0.5020242914979757,0.02413509937233256,13.051999206363222,2.2491083626752397,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,repeated_reselection,26,4500,coupling relation,0.6194331983805668,0.11896580129387475,14.537876325718948,3.045755592461555,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,repeated_reselection,27,4500,coupling relation,0.5465587044534413,0.20821968522714623,16.33867658486913,4.735191838423211,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,repeated_reselection,28,4500,coupling relation,0.5060728744939271,-0.04688054604582135,15.028298992221442,43.739701109324386,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,repeated_reselection,29,4500,coupling relation,0.6153846153846154,0.0416472051086357,12.525260772194363,24.77533445191152,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,repeated_reselection,30,4500,coupling relation,0.7692307692307693,0.06840307018036029,13.40973621140901,10.282576050500522,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,repeated_reselection,31,4500,coupling relation,0.8137651821862348,0.24980497296142237,12.805151439878632,60.13448078103193,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,compressed_parent,0,4500,coupling relation,0.5384615384615384,0.02068704816685427,7.485312983691881,10.464249965652932,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,compressed_parent,1,4500,coupling relation,0.5506072874493927,-0.015321523279884178,6.596123815259461,2.837936714473847,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,compressed_parent,2,4500,coupling relation,0.6923076923076923,0.055302517419996575,6.264872958716733,12.16984007463994,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,compressed_parent,3,4500,coupling relation,0.6437246963562753,0.22340271793815636,6.00023254262552,4.7896201671643155,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,compressed_parent,4,4500,coupling relation,0.611336032388664,0.13309503982425822,7.666510289701679,2.4789872995705644,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,compressed_parent,5,4500,coupling relation,0.8380566801619433,0.08804078038430417,6.515394863285623,19.692893846021807,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,compressed_parent,6,4500,coupling relation,0.6356275303643725,-0.01224292496481689,5.274578837755154,5.911903288844488,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,compressed_parent,7,4500,coupling relation,0.7854251012145749,0.07890938558517464,6.9639971190079,25.597610220854808,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,compressed_parent,8,4500,coupling relation,0.8137651821862348,0.1013013277710357,6.090833750363976,17.145053599380937,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,compressed_parent,9,4500,coupling relation,0.631578947368421,0.06200000248977519,5.67135448959815,3.9535273443910004,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,compressed_parent,10,4500,coupling relation,0.4777327935222672,0.12090026909322568,7.3162933639824805,12.3898738841418,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,compressed_parent,11,4500,coupling relation,0.6437246963562753,0.16493594642492238,6.4006981049746114,20.910066497599352,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,compressed_parent,12,4500,coupling relation,0.5344129554655871,0.122558642224005,6.1647351699378365,14.188202913326979,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,compressed_parent,13,4500,coupling relation,0.7813765182186235,0.15080744321856113,5.725793167105183,9.852485164083154,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,compressed_parent,14,4500,coupling relation,0.5020242914979757,0.027486953100056177,6.7276427135181756,0.8137091216783185,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,compressed_parent,15,4500,coupling relation,0.6194331983805668,-0.032461436810764584,7.026756757121068,1.6425397701745224,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,compressed_parent,16,4500,coupling relation,0.902834008097166,0.20319971080889995,5.90462717422609,0.19883650209993073,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,compressed_parent,17,4500,coupling relation,0.7611336032388664,0.17209871684267025,6.8506451870078156,8.220958149292533,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,compressed_parent,18,4500,coupling relation,0.7611336032388664,0.08826677837970485,6.943372508771354,16.161795487019084,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,compressed_parent,19,4500,coupling relation,0.5748987854251012,0.07683965135812122,6.605052678627239,18.706765168766058,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,compressed_parent,20,4500,coupling relation,0.5101214574898786,-0.013548246975238072,5.786986983986978,8.866534982190691,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,compressed_parent,21,4500,coupling relation,0.43724696356275305,0.009143553422052683,5.864578542249286,10.086537185534546,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,compressed_parent,22,4500,coupling relation,0.47368421052631576,-0.11637102696793672,6.137263031810548,7.133358155581562,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,compressed_parent,23,4500,coupling relation,0.5182186234817814,-0.020457767446833114,6.431621306046923,13.788779288380642,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,compressed_parent,24,4500,coupling relation,0.8380566801619433,0.25481390295214845,6.69422473047586,20.85041737064579,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,compressed_parent,25,4500,coupling relation,0.41700404858299595,0.07504026056605842,6.458449050671608,8.400270610535648,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,compressed_parent,26,4500,coupling relation,0.5101214574898786,0.14147986742488494,6.582708516629267,10.766727821839051,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,compressed_parent,27,4500,coupling relation,0.6194331983805668,0.09754365761228974,7.025981199501454,5.496579945733872,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,compressed_parent,28,4500,coupling relation,0.7368421052631579,0.027132304234270193,6.677593729906221,5.8888956157451755,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,compressed_parent,29,4500,coupling relation,0.8825910931174089,0.17221139127905313,5.631206598451962,32.940858410845216,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,compressed_parent,30,4500,coupling relation,0.8380566801619433,0.08972361931654112,6.2325189874039415,19.0485076906745,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,compressed_parent,31,4500,coupling relation,0.6842105263157895,0.14577290176018237,6.131505401819835,25.932175696482282,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,zero_other,0,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,zero_other,1,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,zero_other,2,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,zero_other,3,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,zero_other,4,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,zero_other,5,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,zero_other,6,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,zero_other,7,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,zero_other,8,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,zero_other,9,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,zero_other,10,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,zero_other,11,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,zero_other,12,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,zero_other,13,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,zero_other,14,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,zero_other,15,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,zero_other,16,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,zero_other,17,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,zero_other,18,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,zero_other,19,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,zero_other,20,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,zero_other,21,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,zero_other,22,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,zero_other,23,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,zero_other,24,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,zero_other,25,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,zero_other,26,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,zero_other,27,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,zero_other,28,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,zero_other,29,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,zero_other,30,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,zero_other,31,4500,coupling relation,0.0,0.0,0.09628175098185249,1.0,,
Resistive capacitor coupling,Electromagnetic circuit energy,0,causal_state_space,0,4500,coupling relation,0.7004048582995951,0.10257322529781503,14.928506293478787,11.250999105827384,0.01340707186093063,0.16025561788212064
Resistive capacitor coupling,Electromagnetic circuit energy,0,causal_state_space,1,4500,coupling relation,0.41295546558704455,-0.017025031538712956,13.298092963562393,9.581398581924557,0.017541424839729064,0.14485285598185832
Resistive capacitor coupling,Electromagnetic circuit energy,0,causal_state_space,2,4500,coupling relation,0.5951417004048583,0.0454410944873734,12.707688859942154,10.800548425176455,0.018030266182798196,0.16944387913005465
Resistive capacitor coupling,Electromagnetic circuit energy,0,causal_state_space,3,4500,coupling relation,0.5182186234817814,-0.0024139806835188817,10.776933085682849,15.356730763729587,0.019115901745008525,0.14312910010156943
Resistive capacitor coupling,Electromagnetic circuit energy,0,causal_state_space,4,4500,coupling relation,0.4291497975708502,-0.02555777479579903,13.840101628366158,11.410535743043365,0.0150379703873375,0.1232671792039483
Resistive capacitor coupling,Electromagnetic circuit energy,0,causal_state_space,5,4500,coupling relation,0.4817813765182186,-0.05955761929051597,13.732511630547839,1.3822355779681776,0.01761886446312131,0.14155339658803684
Resistive capacitor coupling,Electromagnetic circuit energy,0,causal_state_space,6,4500,coupling relation,0.6437246963562753,0.02024981294341981,12.882885184252503,7.373129058303594,0.017814164964034734,0.12075536651540472
Resistive capacitor coupling,Electromagnetic circuit energy,0,causal_state_space,7,4500,coupling relation,0.46153846153846156,-0.012250456629943734,13.612399999438537,16.44866433860014,0.01650282864261277,0.14040882216465292
Resistive capacitor coupling,Electromagnetic circuit energy,0,causal_state_space,8,4500,coupling relation,0.5384615384615384,-0.054767913490503715,14.794752364005909,4.159505314123364,0.015079044895046063,0.16076570545754168
Resistive capacitor coupling,Electromagnetic circuit energy,0,causal_state_space,9,4500,coupling relation,0.659919028340081,0.04816402339390323,14.528820605340227,0.6600912087594247,0.015753315121653923,0.13931157507343334
Resistive capacitor coupling,Electromagnetic circuit energy,0,causal_state_space,10,4500,coupling relation,0.242914979757085,-0.05958207124767486,14.406396317409438,0.5686432991525007,0.016500700157649567,0.1673684099104558
Resistive capacitor coupling,Electromagnetic circuit energy,0,causal_state_space,11,4500,coupling relation,0.46558704453441296,-0.002960387957789949,13.519309951126882,6.324658418372697,0.016082856406221896,0.1637632486221503
Resistive capacitor coupling,Electromagnetic circuit energy,0,causal_state_space,12,4500,coupling relation,0.27530364372469635,-0.07025843994030358,14.055085757518897,5.810643935204986,0.020014675020271162,0.13551080804159177
Resistive capacitor coupling,Electromagnetic circuit energy,0,causal_state_space,13,4500,coupling relation,0.5951417004048583,0.019560208750932957,14.074130835813092,19.445078406419047,0.017762759886286988,0.13091102469126198
Resistive capacitor coupling,Electromagnetic circuit energy,0,causal_state_space,14,4500,coupling relation,0.5708502024291497,0.04337602585078791,15.63254873369886,30.450431245936937,0.013939771942807155,0.1323693212330228
Resistive capacitor coupling,Electromagnetic circuit energy,0,causal_state_space,15,4500,coupling relation,0.6194331983805668,0.06300738009306962,13.974533572372708,5.320283315413302,0.016136077719374784,0.13821808132999994
Resistive capacitor coupling,Electromagnetic circuit energy,0,causal_state_space,16,4500,coupling relation,0.48582995951417,0.1081560065774844,15.340256104969981,11.214838544673439,0.014227282471065542,0.18692346124652573
Resistive capacitor coupling,Electromagnetic circuit energy,0,causal_state_space,17,4500,coupling relation,0.582995951417004,0.07132935180304417,12.042657122542192,9.301265484712017,0.0197744811512272,0.15552856368322504
Resistive capacitor coupling,Electromagnetic circuit energy,0,causal_state_space,18,4500,coupling relation,0.3319838056680162,-0.06271285805275069,15.219601665859033,2.1451110487622707,0.0192933456740206,0.11756393366175301
Resistive capacitor coupling,Electromagnetic circuit energy,0,causal_state_space,19,4500,coupling relation,0.5141700404858299,0.011735654102876041,14.121512835356608,7.43230188633294,0.016268748049605968,0.173922194588436
Resistive capacitor coupling,Electromagnetic circuit energy,0,causal_state_space,20,4500,coupling relation,0.3360323886639676,0.011369338326012366,13.343340193498701,12.869139471414444,0.018397888309677285,0.11624198560098209
Resistive capacitor coupling,Electromagnetic circuit energy,0,causal_state_space,21,4500,coupling relation,0.3724696356275304,-0.05764824722993987,12.61612797813945,19.323620083231038,0.016848086937641445,0.1342192974627842
Resistive capacitor coupling,Electromagnetic circuit energy,0,causal_state_space,22,4500,coupling relation,0.27530364372469635,-0.10742964032332242,13.326020630453396,5.439867373946236,0.016119223930837263,0.09933331332906316
Resistive capacitor coupling,Electromagnetic circuit energy,0,causal_state_space,23,4500,coupling relation,0.4493927125506073,-0.07180139662293755,12.364907523565323,19.876587495933606,0.02033024463189776,0.16069906624537578
Resistive capacitor coupling,Electromagnetic circuit energy,0,causal_state_space,24,4500,coupling relation,0.4777327935222672,0.01401741138850817,15.214541050176804,5.324086616242959,0.01590000698676238,0.1449199804401154
Resistive capacitor coupling,Electromagnetic circuit energy,0,causal_state_space,25,4500,coupling relation,0.44129554655870445,0.07877674109070379,13.19071729442994,12.537747364894182,0.015244962823432582,0.1627313886385082
Resistive capacitor coupling,Electromagnetic circuit energy,0,causal_state_space,26,4500,coupling relation,0.3724696356275304,0.049779959773404193,12.654524065955956,1.1386353969912475,0.020910568070992435,0.14506854032856056
Resistive capacitor coupling,Electromagnetic circuit energy,0,causal_state_space,27,4500,coupling relation,0.5951417004048583,-0.003223048756093682,13.024774141864153,15.507947084722078,0.018162413059203797,0.15703594707979002
Resistive capacitor coupling,Electromagnetic circuit energy,0,causal_state_space,28,4500,coupling relation,0.4574898785425101,-0.0774907962846451,13.881181966354703,15.18048794078113,0.018284008969096616,0.14416511090644635
Resistive capacitor coupling,Electromagnetic circuit energy,0,causal_state_space,29,4500,coupling relation,0.6437246963562753,0.03485986809658683,12.663816507286557,23.82932514828988,0.019626501690237348,0.1918706791414835
Resistive capacitor coupling,Electromagnetic circuit energy,0,causal_state_space,30,4500,coupling relation,0.611336032388664,-0.03511966241021938,13.407002927508966,14.276557077780321,0.015807843652491074,0.15303643537589007
Resistive capacitor coupling,Electromagnetic circuit energy,0,causal_state_space,31,4500,coupling relation,0.4251012145748988,-0.08259602004377221,13.197154429209483,7.4812160549432605,0.016606590764907923,0.14722397533909132
Resistive capacitor coupling,Electromagnetic circuit energy,-6,ara_fixed_lineage,0,4500,coupling relation,0.7246963562753036,0.017950533079561078,20.717456708738894,17.81399242056065,,
Resistive capacitor coupling,Electromagnetic circuit energy,-6,ara_fixed_lineage,1,4500,coupling relation,0.6882591093117408,0.055330707210845625,20.280161785543942,8.702344060593958,,
Resistive capacitor coupling,Electromagnetic circuit energy,-6,ara_fixed_lineage,2,4500,coupling relation,0.39271255060728744,-0.05888549745914681,22.997872750965097,11.864462598109975,,
Resistive capacitor coupling,Electromagnetic circuit energy,-6,ara_fixed_lineage,3,4500,coupling relation,0.6963562753036437,0.049256054911291876,24.292146729660775,37.28510236817513,,
Resistive capacitor coupling,Electromagnetic circuit energy,-6,ara_fixed_lineage,4,4500,coupling relation,0.8582995951417004,0.09726260952926423,21.233238342096755,67.09659373638127,,
Resistive capacitor coupling,Electromagnetic circuit energy,-6,ara_fixed_lineage,5,4500,coupling relation,0.6072874493927125,-0.02764896970885448,19.81707808970531,11.246269393452527,,
Resistive capacitor coupling,Electromagnetic circuit energy,-6,ara_fixed_lineage,6,4500,coupling relation,0.5708502024291497,-0.031133545888820502,23.153362121921013,28.154475897553187,,
Resistive capacitor coupling,Electromagnetic circuit energy,-6,ara_fixed_lineage,7,4500,coupling relation,0.8866396761133604,0.08534824844739596,19.227965034567355,91.20165612223487,,
