suite,model,corruption,injection_mode,level,level_value,method,window_fraction,window_samples,replicates,location_accuracy,beats_zero_other_rate,beats_parent_only_rate,beats_wrong_location_rate,empirical_90_interval_coverage,median_sign_accuracy,q05_sign_accuracy,q95_sign_accuracy,median_correlation,q05_correlation,q95_correlation,median_nrmse,q05_nrmse,q95_nrmse,median_integrated_error,q05_integrated_error,q95_integrated_error,median_inactive_rms_fraction,q05_inactive_rms_fraction,q95_inactive_rms_fraction,median_zero_other_nrmse,q05_zero_other_nrmse,q95_zero_other_nrmse,median_parent_only_nrmse,q05_parent_only_nrmse,q95_parent_only_nrmse,median_wrong_location_nrmse,q05_wrong_location_nrmse,q95_wrong_location_nrmse
additive,Damped coupled oscillators,ar1,g_only,6_dB,6,moving_average_fd,0.04,241,16,0.0,0.0,0.0,0.5,nan,0.6478696741854637,0.6000156641604011,0.6838972431077694,0.3932720718404216,0.3525740457112016,0.4610739150194091,0.46936215752111443,0.43527288259689284,0.4848863345784709,0.0374000890099198,0.0033443128518597914,0.0960317892526771,0.58903759483663,0.562636380898723,0.6074108796023856,0.2565212217760776,0.2565212217760776,0.2565212217760776,0.27919620011020607,0.26952080980343496,0.29949538657128144,0.4611396454063405,0.4374923835000802,0.4784912965553681
additive,Damped coupled oscillators,ar1,g_only,6_dB,6,raw_fd,,,16,1.0,0.0,0.0,1.0,nan,0.7110507246376812,0.682518115942029,0.7766455314009661,0.4887531291992575,0.4515836393893191,0.5481588246204676,0.37529131851919834,0.3751299539697979,0.3753227266901237,0.000569257253075922,4.1859113032079885e-05,0.0020895033306824883,0.42334742905740136,0.42289648790273665,0.4233816351785841,0.2562171695731422,0.2562171695731422,0.2562171695731422,0.2728612480326994,0.264590216157455,0.2891836719423654,0.418576639492827,0.40489753639927684,0.43053282333752985
additive,Damped coupled oscillators,ar1,g_only,12_dB,12,causal_local_linear,0.02,121,16,0.0,0.0,0.0,0.0,nan,0.5148716343143394,0.4876330619912336,0.5547902316844082,-0.21939844709656514,-0.2499352042059549,-0.18237970940662945,0.5230347949507489,0.5115551010243338,0.5434695579870618,0.047563394858573166,0.026325516478025293,0.0678896056942791,0.7608692135503532,0.7342634598706507,0.7853984208021151,0.2538512999624576,0.2538512999624576,0.2538512999624576,0.2108302521034946,0.20359874041251172,0.22027145779010718,0.5213820754434593,0.46817619044334974,0.5378853831639452
additive,Damped coupled oscillators,ar1,g_only,12_dB,12,local_poly,0.08,481,16,0.875,1.0,0.0,1.0,0.8539794608472401,0.7925224646983312,0.761392811296534,0.8337612323491657,0.678494538752041,0.6407370309581206,0.7109655156281104,0.23000486091662797,0.21775557564409131,0.24012312774728706,0.018623040127938778,2.327244414130005e-05,0.054228348388200814,0.292385384776719,0.2852018759415277,0.30808524699630047,0.2611937344798234,0.2611937344798234,0.2611937344798234,0.2081052109451433,0.20025994287533724,0.2171088220176412,0.32559413812527893,0.3094815800567369,0.3382160055918194
additive,Damped coupled oscillators,ar1,g_only,12_dB,12,moving_average_fd,0.04,241,16,0.0,0.0,0.0,1.0,nan,0.6854636591478697,0.6742637844611529,0.7282268170426065,0.5262638380294131,0.48442438294071594,0.5647206994290817,0.33323274177168755,0.3131209222105066,0.34900443264314784,0.04609762347969967,0.011166357921648603,0.06214673936286652,0.452599961593592,0.4389230488682677,0.4682358428130314,0.2565212217760776,0.2565212217760776,0.2565212217760776,0.2111364280455047,0.20315792287339152,0.2194407768601011,0.370438703401744,0.3539313020809266,0.383236731802962
additive,Damped coupled oscillators,ar1,g_only,12_dB,12,raw_fd,,,16,1.0,1.0,1.0,1.0,nan,0.8236714975845411,0.803743961352657,0.8679800724637681,0.7478858772832595,0.7239977957229693,0.7721370178662676,0.1880830201550223,0.18802725284396776,0.1881075393006415,0.0005367337208467275,0.00013033179013430675,0.0009825142031330862,0.21217791287045032,0.21208490325804324,0.21219512775010313,0.2562171695731422,0.2562171695731422,0.2562171695731422,0.20076092354502753,0.19351873659083074,0.20949810128474355,0.3093429240317598,0.28886515700652404,0.3202977655824427
additive,Damped coupled oscillators,ar1,g_only,18_dB,18,causal_local_linear,0.02,121,16,0.0,0.0,0.0,0.0,nan,0.48904195366311837,0.46430807764558546,0.5169067000626174,-0.24424600026936014,-0.26949222112008275,-0.22315961690506692,0.506125475075953,0.5007963631467888,0.5187545213966864,0.04717724453734584,0.037445059131251617,0.05435825252766717,0.7348395013916886,0.7227874219826766,0.7473791418415383,0.2538512999624576,0.2538512999624576,0.2538512999624576,0.1917482953998979,0.18469446788840788,0.19418479004339237,0.5049479521469925,0.45426730697915946,0.5187545213966864
additive,Damped coupled oscillators,ar1,g_only,18_dB,18,local_poly,0.08,481,16,0.875,1.0,1.0,1.0,0.6132862644415917,0.8417843388960206,0.8086489088575096,0.8641688061617459,0.7838066242734386,0.7540403673563194,0.7971778813615626,0.16431297800996875,0.15365719693082167,0.17334169056127652,0.013789290176722483,0.0023219124878898294,0.04170101758703755,0.24322609057331027,0.23149028066906527,0.2515729464945202,0.2611937344798234,0.2611937344798234,0.2611937344798234,0.18779054439291842,0.1817187582624734,0.19077766502034013,0.28697187150060605,0.28229315423920676,0.2909647670601749
additive,Damped coupled oscillators,ar1,g_only,18_dB,18,moving_average_fd,0.04,241,16,0.0,0.0,0.0,1.0,nan,0.6870300751879699,0.6578164160401003,0.7102913533834587,0.5668053101900105,0.5313180504594641,0.5809598209760524,0.2901208935861816,0.28125604444119545,0.3063830377276123,0.043418714288310165,0.026878094108042844,0.050895987723296246,0.4276217430278335,0.4138156937461288,0.43837633272771154,0.2565212217760776,0.2565212217760776,0.2565212217760776,0.1919389688784101,0.18529728987202648,0.1946004845062973,0.336435223819609,0.3313664485161232,0.3408436125565382
additive,Damped coupled oscillators,ar1,g_only,18_dB,18,raw_fd,,,16,1.0,1.0,1.0,1.0,nan,0.9202898550724639,0.8940972222222223,0.9276871980676329,0.9085335161275786,0.9025273140493524,0.9165015809114527,0.09426079131416787,0.0942423880241243,0.09427195377274263,0.00026967802948564307,9.07098896634684e-05,0.0004979736620923916,0.10633964665257911,0.10632743391260183,0.10634949683678267,0.2562171695731422,0.2562171695731422,0.2562171695731422,0.18077211336096316,0.17375780000395472,0.1838910548109762,0.2696835167398344,0.26081563292376825,0.27596418185401006
additive,Damped coupled oscillators,ar1,g_only,24_dB,24,causal_local_linear,0.02,121,16,0.0,0.0,0.0,0.0,nan,0.48215403882279273,0.4749530369442705,0.4991390106449593,-0.2439308961806735,-0.24942701497617417,-0.22917378242000563,0.5022965885651743,0.49499570148927896,0.5053436251257449,0.04648514237927234,0.04141648264094919,0.049625803159526576,0.7329062931406423,0.7249130417030085,0.7388151539506607,0.2538512999624576,0.2538512999624576,0.2538512999624576,0.18373808337740827,0.18163752505722408,0.18642398218537018,0.5022965885651743,0.49499570148927896,0.5053436251257449
additive,Damped coupled oscillators,ar1,g_only,24_dB,24,local_poly,0.08,481,16,0.75,1.0,1.0,1.0,0.32926829268292684,0.8939345314505777,0.8723523748395379,0.9119062901155327,0.8344240124271566,0.8179281045674452,0.8449448552777887,0.13690397090576545,0.13245430921642778,0.1437323989477512,0.02207202289300044,0.012265086734237339,0.032956020752779924,0.2256845375823488,0.2178633685843103,0.23337743881681577,0.2611937344798234,0.2611937344798234,0.2611937344798234,0.17992723594807142,0.1776342347721391,0.1825684653197272,0.276239419477764,0.27237312635471383,0.2804441735356586
additive,Damped coupled oscillators,ar1,g_only,24_dB,24,moving_average_fd,0.04,241,16,0.0,0.0,0.0,1.0,nan,0.6765350877192983,0.6650219298245614,0.6905545112781954,0.5831872580502035,0.5733806053778564,0.6020061432645581,0.27584755267290406,0.27027774654856174,0.2823769427610906,0.036665589159250514,0.029585828582756095,0.044383683140009435,0.41854525596423087,0.4117659447803631,0.4269190045115218,0.2565212217760776,0.2565212217760776,0.2565212217760776,0.18390239164329736,0.18168900757649015,0.18628924679017214,0.3288498876722156,0.32402597502688923,0.3318213099023919
additive,Damped coupled oscillators,ar1,g_only,24_dB,24,raw_fd,,,16,1.0,1.0,1.0,1.0,nan,0.9838466183574879,0.9729015700483092,0.9929800724637681,0.9753189147746715,0.9745773129970963,0.976968055448644,0.047247991894310615,0.047230208266781135,0.047250688261648945,5.859630853944678e-05,2.4456187184749164e-05,0.000246131269737927,0.053297136348097525,0.05326910239107499,0.05330026564294399,0.2562171695731422,0.2562171695731422,0.2562171695731422,0.17260587198145486,0.17025583576201828,0.17491773316094003,0.25845058211084493,0.25428339387622123,0.2612380706683562
additive,Damped coupled oscillators,ar1,q_and_g,-6_dB,-6,causal_local_linear,0.02,121,16,1.0,0.0,0.0,0.0,nan,0.5015654351909831,0.47933625547902314,0.5602692548528491,-0.045207028517805344,-0.1040235707930707,0.06415765532194621,4.569572874720876,4.4019041829859455,4.828069363762413,0.2302103514381314,0.04349169479184215,0.6448851127726868,3.741980082277573,3.5360485390927128,3.9840551277187535,0.2538512999624576,0.2538512999624576,0.2538512999624576,2.141819961807734,1.8511335742050186,2.2506069329042857,2.422945418544569,2.246731995967595,2.495188491593646
additive,Damped coupled oscillators,ar1,q_and_g,-6_dB,-6,local_poly,0.08,481,16,1.0,0.0,0.0,0.0,1.0,0.5667522464698331,0.4484114249037227,0.6088735558408216,0.07326992333029525,-0.07939832380844453,0.19297373342111224,2.2710077133395843,1.9835735799794831,2.4953728707295233,0.27953053683714835,0.044305594739886045,0.7499668617077455,1.8716313575732124,1.7853587295905853,1.9999094912057922,0.2611937344798234,0.2611937344798234,0.2611937344798234,1.1374077254490098,1.0871999184888337,1.2451934066416193,1.7894912890651629,1.7401116302757014,1.8606799436182064
additive,Damped coupled oscillators,ar1,q_and_g,-6_dB,-6,moving_average_fd,0.04,241,16,1.0,0.0,0.0,0.0,nan,0.543703007518797,0.4922462406015038,0.5886591478696742,0.061404866243332225,-0.04956210092847416,0.14947203543794685,2.5895298985702486,2.5030737008010275,2.764144267322333,0.29558190899458153,0.07718595130979042,0.6117635536350875,2.1378034797467054,2.059246249494604,2.206158803554104,0.2565212217760776,0.2565212217760776,0.2565212217760776,1.297553493895442,1.2147650511093413,1.341744061264354,1.9053528621696267,1.829419053258997,2.00889607313694
additive,Damped coupled oscillators,ar1,q_and_g,-6_dB,-6,raw_fd,,,16,1.0,0.0,0.0,0.0,nan,0.5018115942028986,0.4917723429951691,0.5053592995169082,0.002068874268238619,-0.0021586008522611454,0.005124891949495522,94.96539746763891,86.83781749217617,97.00625137729749,0.379240067708282,0.1434363653822189,1.0303963140791008,75.52731379755193,70.9522351965118,79.77977989956867,0.2562171695731422,0.2562171695731422,0.2562171695731422,41.824189744685874,39.50964176929213,42.912108305710305,32.32397850352491,31.063992689453507,35.917635492760006
additive,Damped coupled oscillators,ar1,q_and_g,0_dB,0,causal_local_linear,0.02,121,16,1.0,0.0,0.0,0.0,nan,0.5104884157795867,0.47479649342517216,0.5396055103318722,-0.02131043211670635,-0.12028652436001076,0.046084362166940396,2.411589694905933,2.200809884879576,2.586514022592585,0.19703691019754704,0.013604560412582383,0.35060973758949654,1.9157546409703026,1.8291466416395077,2.1324874667970186,0.2538512999624576,0.2538512999624576,0.2538512999624576,1.120831572685561,0.9949821077241018,1.1880224102366141,1.3576917765142464,1.2572271209315196,1.473174191487084
additive,Damped coupled oscillators,ar1,q_and_g,0_dB,0,local_poly,0.08,481,16,1.0,0.0,0.0,0.0,1.0,0.5803915275994865,0.5115532734274711,0.6473042362002568,0.15289581746137607,-0.027143274636363762,0.2516641307439789,1.159830763135623,1.0551428581946092,1.259531571714445,0.11424265041800769,0.0226040786976782,0.19495355859991112,0.9435073197904744,0.8917000110634614,1.0222941349401193,0.2611937344798234,0.2611937344798234,0.2611937344798234,0.6206530030937625,0.5794783445919077,0.6831703027914364,0.9346874070945906,0.8895275172736281,0.9884567650631014
additive,Damped coupled oscillators,ar1,q_and_g,0_dB,0,moving_average_fd,0.04,241,16,1.0,0.0,0.0,0.0,nan,0.5562343358395989,0.5169172932330828,0.6007988721804511,0.14152027065427986,0.002655895107257696,0.22216256422251449,1.326666694351476,1.2580725585766652,1.3846696675699226,0.09797728059857327,0.01622543017343197,0.26095357358173993,1.0853546630998825,1.0361390156394763,1.1327052302083174,0.2565212217760776,0.2565212217760776,0.2565212217760776,0.6725620037999064,0.6245004098514588,0.7214928572120989,1.0520147311649786,1.002213544047703,1.119302778048102
additive,Damped coupled oscillators,ar1,q_and_g,0_dB,0,raw_fd,,,16,1.0,0.0,0.0,0.0,nan,0.5046799516908212,0.49403683574879226,0.5118508454106281,0.004280435481172544,-0.002366047595085724,0.0069014331590788475,46.81650223132445,44.83139082044032,49.83928687557733,0.11742853294809469,0.03987532532042308,0.34578484949424154,37.91697976485854,35.55251162579438,40.19925722754269,0.2562171695731422,0.2562171695731422,0.2562171695731422,20.90259841025228,20.188640971788615,21.744241584460926,16.59678852701678,15.629717929077941,17.639630601433513
additive,Damped coupled oscillators,ar1,q_and_g,6_dB,6,causal_local_linear,0.02,121,16,1.0,0.0,0.0,0.0,nan,0.5267689417658109,0.478240450845335,0.5706011271133375,-0.06551781256218224,-0.19413176112989108,-0.000364735744597371,1.253624604773175,1.1724631491325437,1.354677630556497,0.07985563802439594,0.020638502677070812,0.20871577375889772,1.0091984529252795,0.981192619273432,1.1080748628426322,0.2538512999624576,0.2538512999624576,0.2538512999624576,0.5682769659961977,0.49927943057666563,0.5893343331709677,0.9393183961641162,0.8599426436564368,1.0196203598545364
additive,Damped coupled oscillators,ar1,q_and_g,6_dB,6,local_poly,0.08,481,16,1.0,0.0,0.0,0.125,0.9942233632862645,0.6368741976893453,0.5499839537869062,0.7213575096277278,0.3428303733521464,0.08163910623490633,0.47330402947780187,0.5974584200053026,0.5328517031276132,0.6710918218464494,0.059582333022201506,0.021803248756412777,0.1461733081722847,0.49680461747448756,0.467559574442335,0.5337671910635688,0.2611937344798234,0.2611937344798234,0.2611937344798234,0.32418817188077254,0.31111961697320767,0.3856291600061872,0.5398081624064622,0.49336362559105584,0.5647409125460425
additive,Damped coupled oscillators,ar1,q_and_g,6_dB,6,moving_average_fd,0.04,241,16,1.0,0.0,0.0,0.0,nan,0.6051065162907268,0.5607769423558897,0.65578007518797,0.29180706240069376,0.10812131072655493,0.3611710163773174,0.7142922262495333,0.6518761162588782,0.751766111313665,0.03704091999776854,0.004091254670237578,0.12167485524743687,0.6201631341317743,0.58534475376379,0.6484196189302072,0.2565212217760776,0.2565212217760776,0.2565212217760776,0.3617485340683375,0.33950445305866894,0.40928427369512554,0.6311636115045418,0.6004506231816074,0.6741178655752914
additive,Damped coupled oscillators,ar1,q_and_g,6_dB,6,raw_fd,,,16,1.0,0.0,0.0,0.0,nan,0.5046799516908212,0.49690519323671495,0.5096618357487923,0.01024618829705343,0.0027684836462031626,0.012747174127909038,23.17514872788051,22.023066847714148,24.64069098991696,0.03759357491346027,0.010968685480278314,0.2272484135584824,19.459980128463762,18.80952392520267,20.338224081396774,0.2562171695731422,0.2562171695731422,0.2562171695731422,10.492866875856361,10.19608161007964,10.995466241083422,8.36279652123157,7.770886805986199,8.854411685690552
additive,Damped coupled oscillators,ar1,q_and_g,12_dB,12,causal_local_linear,0.02,121,16,0.125,0.0,0.0,0.0,nan,0.5147150907952411,0.47440513462742645,0.5621477770820288,-0.13818016396053961,-0.17883535600681189,-0.04620149647794264,0.7820390005910177,0.7102030399355518,0.8350764397798139,0.042044477642252456,0.01447034928422674,0.09682476954814001,0.7770685217498332,0.7459444162060684,0.7999129026073041,0.2538512999624576,0.2538512999624576,0.2538512999624576,0.32626929713810215,0.30790302053460983,0.34384867772828537,0.633386724169593,0.592518680225077,0.6897470384853245
additive,Damped coupled oscillators,ar1,q_and_g,12_dB,12,local_poly,0.08,481,16,1.0,0.0625,0.0,0.9375,0.8928112965340179,0.72400513478819,0.6869383825417201,0.7988607188703466,0.5326301988860982,0.45706249176723124,0.6598713089773949,0.3081201047784724,0.26918913229921704,0.3489350513893616,0.028492014785179126,0.006827631068134076,0.09871391279503565,0.3195345917715469,0.2943557850222749,0.3366157876689189,0.2611937344798234,0.2611937344798234,0.2611937344798234,0.22775750438881118,0.2116644788857478,0.2403696066347749,0.36328943433480837,0.33042597978342003,0.38551864251147233
additive,Damped coupled oscillators,ar1,q_and_g,12_dB,12,moving_average_fd,0.04,241,16,0.25,0.0,0.0,0.4375,nan,0.656641604010025,0.6174028822055138,0.7185933583959899,0.41829554870143093,0.3649705401472495,0.49629922093852563,0.4280649884424055,0.3959901172616256,0.4481145294825747,0.0268456896953174,0.005944376003426131,0.06255789718172661,0.48360477397702034,0.4522580134998563,0.5033039456078707,0.2565212217760776,0.2565212217760776,0.2565212217760776,0.24219314587600774,0.23005016139403417,0.2513304655581958,0.42978129404358045,0.40461156319562075,0.4501070019972697
additive,Damped coupled oscillators,ar1,q_and_g,12_dB,12,raw_fd,,,16,1.0,0.0,0.0,0.0,nan,0.507397342995169,0.5021135265700483,0.5163798309178744,0.01650603034428498,0.012858721232236546,0.022061028717664553,11.692573332144953,11.332149745081669,12.597186177124236,0.04646498905104098,0.002564419563307513,0.09271567958595403,9.519044940879205,8.797635519614161,10.136410484320125,0.2562171695731422,0.2562171695731422,0.2562171695731422,5.215735537933087,5.06481622402001,5.427761850876907,4.1845277256948465,3.791858665373803,4.2717646744946425
additive,Damped coupled oscillators,ar1,q_and_g,18_dB,18,causal_local_linear,0.02,121,16,0.0,0.0,0.0,0.0,nan,0.5178459611772073,0.47268315591734505,0.5684877896055103,-0.18549185739059149,-0.24738121480639647,-0.12710021749752629,0.5772948105444942,0.5566727489350884,0.6013925584359034,0.05220663363783458,0.016667007840891677,0.06784117578213904,0.7521455459417099,0.7355046174637836,0.7605440700909913,0.2538512999624576,0.2538512999624576,0.2538512999624576,0.2221017842877604,0.2162721006486748,0.2337888107103163,0.5109579212196796,0.48168342915318463,0.5651599833545475
additive,Damped coupled oscillators,ar1,q_and_g,18_dB,18,local_poly,0.08,481,16,1.0,1.0,0.4375,1.0,0.7317073170731707,0.8050385109114249,0.7357188703465982,0.8514922978177151,0.7110369256857731,0.6647141312065438,0.764383278534275,0.1999032608592093,0.17750414546839555,0.2224654946963954,0.02323758251576917,0.003859157255040602,0.052340425736523685,0.2464245504154295,0.22854526848477721,0.2609679600078311,0.2611937344798234,0.2611937344798234,0.2611937344798234,0.19435272557506866,0.18937999066584688,0.20064149628743855,0.2990829110301203,0.2916602795815664,0.3153872139687787
additive,Damped coupled oscillators,ar1,q_and_g,18_dB,18,moving_average_fd,0.04,241,16,0.0,0.0,0.0,1.0,nan,0.6845238095238095,0.6377662907268171,0.7082550125313284,0.5230956371732376,0.4841594386622021,0.5543191849775382,0.31896743544157874,0.3058277291545181,0.3448898417912021,0.034889345662602045,0.011941141174202712,0.05421411396747519,0.43081686548675785,0.4153769317795673,0.4450444988548338,0.2565212217760776,0.2565212217760776,0.2565212217760776,0.20102284797642322,0.1968267074007119,0.20578170461040976,0.35488986889035473,0.34572114996159525,0.3664006779900313
additive,Damped coupled oscillators,ar1,q_and_g,18_dB,18,raw_fd,,,16,1.0,0.0,0.0,0.0,nan,0.5150966183574879,0.5083031400966184,0.530042270531401,0.03443918919590658,0.02885719693731864,0.03883519346294705,5.957930861762044,5.739929692302078,6.409782202383235,0.02616138855842618,0.004658769728772833,0.057400061115237135,4.695186021914054,4.4199170230447224,5.176807898409618,0.2562171695731422,0.2562171695731422,0.2562171695731422,2.642508426734611,2.5560253705829994,2.726353433166225,2.0976105192245513,1.969174899698761,2.180781715602247
additive,Damped coupled oscillators,ar1,q_and_g,24_dB,24,causal_local_linear,0.02,121,16,0.0,0.0,0.0,0.0,nan,0.5017219787100814,0.4560112711333751,0.5385879774577332,-0.2228968479126206,-0.2530588050349678,-0.2010203640414437,0.5191632005514617,0.5040997178000564,0.5306780533348062,0.049913514103683304,0.03303879707280635,0.05931981056097564,0.7324506462848749,0.7222535001114604,0.7416518086007592,0.2538512999624576,0.2538512999624576,0.2538512999624576,0.1924285051157446,0.1881861437639657,0.19865395318194565,0.5120843274090366,0.45308793810136105,0.5298661623212421
additive,Damped coupled oscillators,ar1,q_and_g,24_dB,24,local_poly,0.08,481,16,1.0,1.0,1.0,1.0,0.5093068035943518,0.8629653401797176,0.8212451861360719,0.898668164313222,0.8209810399103661,0.7680407071860678,0.8410949929474784,0.14867810652962488,0.13563617823769944,0.16436060504446964,0.025899810635354494,0.004557768029998864,0.03254511930143384,0.22501084117031717,0.2203835887506198,0.23596946506260869,0.2611937344798234,0.2611937344798234,0.2611937344798234,0.18161366173024684,0.17738964851016523,0.1867462586394261,0.28257538542443095,0.27558286543591015,0.29166679312666677
additive,Damped coupled oscillators,ar1,q_and_g,24_dB,24,moving_average_fd,0.04,241,16,0.0,0.0,0.0,1.0,nan,0.6820175438596492,0.6528038847117794,0.7027725563909775,0.5782142163730171,0.5434113334647325,0.5962987385281652,0.28577918786362955,0.27642374052483243,0.2981575943042737,0.037729093325771686,0.025593689189983046,0.050179144645104645,0.4191219470248453,0.41319741840000673,0.4288151278299316,0.2565212217760776,0.2565212217760776,0.2565212217760776,0.18645719643111391,0.1824386009133661,0.18973286231826658,0.33369108792486246,0.3280955133930942,0.34258689477314774
