source,rank,mapping,is_exact_reflection,exchange_score_mean_negative_rho,pair_rhos
C,1,0.125->1.375 | 0.375->1.625 | 0.625->1.125 | 0.875->1.875,False,0.08345771122418932,-0.114295431 | 0.009269109 | -0.090786664 | -0.138017859
C,2,0.125->1.125 | 0.375->1.625 | 0.625->1.375 | 0.875->1.875,False,0.07762268884719477,-0.185210779 | 0.009269109 | 0.003468774 | -0.138017859
C,3,0.125->1.125 | 0.375->1.375 | 0.625->1.625 | 0.875->1.875,False,0.07057019473050793,-0.185210779 | -0.008681458 | 0.049629317 | -0.138017859
C,4,0.125->1.375 | 0.375->1.125 | 0.625->1.625 | 0.875->1.875,False,0.07043960558301021,-0.114295431 | -0.079074449 | 0.049629317 | -0.138017859
C,5,0.125->1.625 | 0.375->1.375 | 0.625->1.125 | 0.875->1.875,False,0.06470592582568838,-0.021337723 | -0.008681458 | -0.090786664 | -0.138017859
C,6,0.125->1.875 | 0.375->1.375 | 0.625->1.125 | 0.875->1.625,False,0.06450426226132364,-0.146529285 | -0.008681458 | -0.090786664 | -0.012019643
C,7,0.125->1.375 | 0.375->1.875 | 0.625->1.125 | 0.875->1.625,False,0.062449504287726505,-0.114295431 | -0.032696280 | -0.090786664 | -0.012019643
C,8,0.125->1.625 | 0.375->1.125 | 0.625->1.375 | 0.875->1.875,False,0.058740314301196105,-0.021337723 | -0.079074449 | 0.003468774 | -0.138017859
C,9,0.125->1.875 | 0.375->1.125 | 0.625->1.375 | 0.875->1.625,False,0.05853865073683138,-0.146529285 | -0.079074449 | 0.003468774 | -0.012019643
C,10,0.125->1.125 | 0.375->1.375 | 0.625->1.875 | 0.875->1.625,False,0.056815464841250364,-0.185210779 | -0.008681458 | -0.021349980 | -0.012019643
C,11,0.125->1.375 | 0.375->1.125 | 0.625->1.875 | 0.875->1.625,False,0.05668487569375264,-0.114295431 | -0.079074449 | -0.021349980 | -0.012019643
C,12,0.125->1.125 | 0.375->1.875 | 0.625->1.375 | 0.875->1.625,False,0.05661448191073196,-0.185210779 | -0.032696280 | 0.003468774 | -0.012019643
C,13,0.125->1.875 | 0.375->1.625 | 0.625->1.375 | 0.875->1.125,True,0.04670128863761083,-0.146529285 | 0.009269109 | 0.003468774 | -0.053013753
C,14,0.125->1.375 | 0.375->1.625 | 0.625->1.875 | 0.875->1.125,False,0.044847513594532096,-0.114295431 | 0.009269109 | -0.021349980 | -0.053013753
C,15,0.125->1.875 | 0.375->1.375 | 0.625->1.625 | 0.875->1.125,False,0.039648794520923986,-0.146529285 | -0.008681458 | 0.049629317 | -0.053013753
C,16,0.125->1.875 | 0.375->1.625 | 0.625->1.125 | 0.875->1.375,False,0.03851906236470672,-0.146529285 | 0.009269109 | -0.090786664 | 0.073970590
C,17,0.125->1.375 | 0.375->1.875 | 0.625->1.625 | 0.875->1.125,False,0.03759403654732685,-0.114295431 | -0.032696280 | 0.049629317 | -0.053013753
C,18,0.125->1.125 | 0.375->1.625 | 0.625->1.875 | 0.875->1.375,False,0.030830264944633437,-0.185210779 | 0.009269109 | -0.021349980 | 0.073970590
C,19,0.125->1.625 | 0.375->1.375 | 0.625->1.875 | 0.875->1.125,False,0.02609572819603116,-0.021337723 | -0.008681458 | -0.021349980 | -0.053013753
C,20,0.125->1.625 | 0.375->1.875 | 0.625->1.375 | 0.875->1.125,False,0.025894745265512758,-0.021337723 | -0.032696280 | 0.003468774 | -0.053013753
C,21,0.125->1.875 | 0.375->1.125 | 0.625->1.625 | 0.875->1.375,False,0.02550095672352761,-0.146529285 | -0.079074449 | 0.049629317 | 0.073970590
C,22,0.125->1.125 | 0.375->1.875 | 0.625->1.625 | 0.875->1.375,False,0.023576787897428196,-0.185210779 | -0.032696280 | 0.049629317 | 0.073970590
C,23,0.125->1.625 | 0.375->1.875 | 0.625->1.125 | 0.875->1.375,False,0.017712518992608645,-0.021337723 | -0.032696280 | -0.090786664 | 0.073970590
C,24,0.125->1.625 | 0.375->1.125 | 0.625->1.875 | 0.875->1.375,False,0.011947890398634777,-0.021337723 | -0.079074449 | -0.021349980 | 0.073970590
AC,1,0.125->1.375 | 0.375->1.625 | 0.625->1.875 | 0.875->1.125,False,-0.03752638980530647,0.043388274 | -0.116798787 | 0.069557955 | 0.153958118
AC,2,0.125->1.875 | 0.375->1.625 | 0.625->1.375 | 0.875->1.125,True,-0.05055465324571115,0.012008801 | -0.116798787 | 0.153050481 | 0.153958118
AC,3,0.125->1.125 | 0.375->1.625 | 0.625->1.375 | 0.875->1.875,False,-0.05383556946003727,0.087020841 | -0.116798787 | 0.153050481 | 0.092069743
