bin_center,pooled_probability,observed_binned_mode_fraction,sampling_null_mode_fraction
0.125,0.09596682292060196,0.024390243902439025,0.040895
0.375,0.11693281342897723,0.054878048780487805,0.10159
0.625,0.15783281780733002,0.3231707317073171,0.334635
0.875,0.1409675862384174,0.18292682926829268,0.187585
1.125,0.11545141151174561,0.09146341463414634,0.06899
1.375,0.11861415469032918,0.07926829268292683,0.075015
1.625,0.12391771284827482,0.10975609756097561,0.086695
1.875,0.1303166805543236,0.13414634146341464,0.104595
