null_match_rate,tail_probability,reject_at_0_05
0.05,3.542076701231807e-09,True
0.1,2.472694423076681e-05,True
0.15,0.0021640913772013777,True
0.2,0.030409315949765627,True
0.21,0.044928241747327465,True
0.22,0.06401734174542595,False
0.23,0.08824697092286397,False
0.25,0.15347366742346574,False
0.3,0.40309806880288557,False
0.333333333,0.5962767079919797,False
0.5,0.994324204281611,False
