model,params_m,step,lambada_acc,lambada_ppl,arc_easy,arc_challenge,piqa,sciq,winogrande,wsc,logiqa
pythia-410m-deduped,410,33000,0.4478944304288764,15.397391503746512,0.49284511784511786,0.2030716723549488,0.6485310119695321,0.799,0.5201262825572218,0.5865384615384616,0.22734254992319508
pythia-410m-deduped,410,43000,0.4915583155443431,12.361836538326456,0.51010101010101,0.21245733788395904,0.6572361262241567,0.795,0.4996053670086819,0.36538461538461536,0.21351766513056836
pythia-410m-deduped,410,53000,0.48981176013972444,12.44768268816695,0.4941077441077441,0.21245733788395904,0.6664853101196954,0.799,0.5146014206787688,0.5,0.22427035330261136
pythia-410m-deduped,410,63000,0.4874830196002329,12.670147109402828,0.5042087542087542,0.21075085324232082,0.6653971708378672,0.813,0.5185477505919495,0.6346153846153846,0.21351766513056836
pythia-410m-deduped,410,73000,0.49660392004657483,12.216944944313035,0.51010101010101,0.19368600682593856,0.6594124047878128,0.809,0.5201262825572218,0.6057692307692307,0.2227342549923195
pythia-410m-deduped,410,83000,0.5146516592276343,10.930943669507528,0.5138888888888888,0.20563139931740615,0.6697497279651795,0.815,0.5224940805051302,0.6057692307692307,0.22887864823348694
pythia-410m-deduped,410,93000,0.5286241024645837,10.044514506643619,0.5256734006734006,0.2090443686006826,0.6702937976060935,0.824,0.5303867403314917,0.625,0.2304147465437788
pythia-410m-deduped,410,103000,0.5121288569765186,10.788794106964195,0.5214646464646465,0.2022184300341297,0.6681175190424374,0.819,0.5240726124704025,0.47115384615384615,0.22734254992319508
pythia-410m-deduped,410,113000,0.5047545119347953,11.077558683537289,0.5252525252525253,0.21245733788395904,0.6741022850924918,0.825,0.5177584846093133,0.625,0.20430107526881722
pythia-410m-deduped,410,123000,0.5119347952648943,10.791113755131908,0.5202020202020202,0.20392491467576793,0.676822633297062,0.836,0.5335438042620363,0.5673076923076923,0.20583717357910905
pythia-410m-deduped,410,133000,0.5315350281389482,10.139276828566128,0.5223063973063973,0.2030716723549488,0.675734494015234,0.818,0.5335438042620363,0.40384615384615385,0.19969278033794163
pythia-410m-deduped,410,143000,0.5243547448088492,10.574119701765504,0.5168350168350169,0.2022184300341297,0.6746463547334058,0.826,0.5335438042620363,0.47115384615384615,0.20890937019969277
pythia-1b-deduped,1000,0,0.0,3555024.67491499,0.2558922558922559,0.2158703071672355,0.5266594124047879,0.22,0.4877663772691397,0.6346153846153846,0.2119815668202765
pythia-1b-deduped,1000,1,0.0,3555024.67491499,0.2558922558922559,0.2158703071672355,0.5266594124047879,0.22,0.4877663772691397,0.6346153846153846,0.2119815668202765
pythia-1b-deduped,1000,2,0.0,3554286.349237894,0.25462962962962965,0.21416382252559726,0.528835690968444,0.221,0.489344909234412,0.6346153846153846,0.21351766513056836
pythia-1b-deduped,1000,4,0.0,3535540.24749782,0.25715488215488214,0.21245733788395904,0.529379760609358,0.223,0.4909234411996843,0.6346153846153846,0.21812596006144394
pythia-1b-deduped,1000,8,0.0,3437049.705327531,0.2588383838383838,0.21160409556313994,0.5261153427638737,0.228,0.49171270718232046,0.6346153846153846,0.2227342549923195
pythia-1b-deduped,1000,16,0.0,3670423.8257376067,0.26136363636363635,0.2158703071672355,0.5244831338411317,0.229,0.48382004735595896,0.6346153846153846,0.2196620583717358
pythia-1b-deduped,1000,32,0.0,3463255.893500671,0.27104377104377103,0.20477815699658702,0.529379760609358,0.226,0.4846093133385951,0.6346153846153846,0.22887864823348694
pythia-1b-deduped,1000,64,0.0,2611819.7950162934,0.265993265993266,0.20136518771331058,0.5272034820457019,0.206,0.4980268350434096,0.6346153846153846,0.2073732718894009
pythia-1b-deduped,1000,128,0.0,1373769.146641705,0.26346801346801346,0.19368600682593856,0.5130576713819369,0.196,0.4909234411996843,0.6346153846153846,0.2012288786482335
pythia-1b-deduped,1000,256,0.0,456228.439374229,0.27441077441077444,0.20477815699658702,0.5261153427638737,0.221,0.4925019731649566,0.6346153846153846,0.19201228878648233
pythia-1b-deduped,1000,512,0.00038812342324859306,54037.66002131114,0.28703703703703703,0.18003412969283278,0.5353645266594124,0.268,0.4696132596685083,0.6346153846153846,0.18125960061443933
pythia-1b-deduped,1000,1000,0.1065398796817388,1187.5344349919694,0.3228114478114478,0.18088737201365188,0.573449401523395,0.465,0.4940805051302289,0.36538461538461536,0.22887864823348694
pythia-1b-deduped,1000,3000,0.31942557733359206,43.99687558618097,0.42424242424242425,0.18515358361774745,0.6039173014145811,0.707,0.5114443567482242,0.36538461538461536,0.19969278033794163
pythia-1b-deduped,1000,13000,0.4368329128662915,15.891258048136724,0.4772727272727273,0.20563139931740615,0.6583242655059848,0.801,0.5217048145224941,0.36538461538461536,0.22427035330261136
pythia-1b-deduped,1000,23000,0.49951484572093924,10.838867435244698,0.5117845117845118,0.2235494880546075,0.6626768226332971,0.819,0.5343330702446725,0.38461538461538464,0.23963133640552994
pythia-1b-deduped,1000,33000,0.5037842033766737,10.420574800805584,0.5286195286195287,0.2295221843003413,0.6811751904243744,0.834,0.5248618784530387,0.3557692307692308,0.22580645161290322
pythia-1b-deduped,1000,43000,0.5325053366970697,9.26533264328905,0.5336700336700336,0.2440273037542662,0.6849836779107725,0.838,0.526440410418311,0.36538461538461536,0.23348694316436253
pythia-1b-deduped,1000,53000,0.5352222006598099,9.24362320705908,0.5324074074074074,0.2440273037542662,0.6860718171926007,0.843,0.5122336227308603,0.36538461538461536,0.22887864823348694
pythia-1b-deduped,1000,63000,0.5270716087715893,9.218202143125733,0.5454545454545454,0.2431740614334471,0.6898803046789989,0.856,0.5232833464877664,0.36538461538461536,0.2196620583717358
pythia-1b-deduped,1000,73000,0.5478362119153891,8.647673035979933,0.547979797979798,0.23890784982935154,0.690424374319913,0.86,0.5398579321231255,0.36538461538461536,0.2350230414746544
pythia-1b-deduped,1000,83000,0.5410440520085387,8.881216617258257,0.5551346801346801,0.2440273037542662,0.6882480957562568,0.853,0.5359116022099447,0.36538461538461536,0.23195084485407066
pythia-1b-deduped,1000,93000,0.5728701727149234,7.86337745879974,0.5635521885521886,0.24658703071672355,0.6958650707290533,0.858,0.5398579321231255,0.36538461538461536,0.22427035330261136
pythia-1b-deduped,1000,103000,0.5672423830778187,7.718746827080679,0.5631313131313131,0.24146757679180889,0.6974972796517954,0.851,0.5351223362273086,0.36538461538461536,0.21812596006144394
pythia-1b-deduped,1000,113000,0.5744226664079177,7.627650531478487,0.5711279461279462,0.25170648464163825,0.6926006528835691,0.865,0.5398579321231255,0.36538461538461536,0.19969278033794163
pythia-1b-deduped,1000,123000,0.5755870366776635,7.410291491353965,0.5757575757575758,0.25,0.7002176278563657,0.859,0.5398579321231255,0.36538461538461536,0.2196620583717358
pythia-1b-deduped,1000,133000,0.577915777217155,7.4557087786924106,0.5765993265993266,0.2568259385665529,0.704570184983678,0.865,0.5288082083662194,0.36538461538461536,0.20890937019969277
pythia-1b-deduped,1000,143000,0.5804385794682709,7.4091955983268125,0.5845959595959596,0.24488054607508533,0.7002176278563657,0.87,0.5288082083662194,0.36538461538461536,0.2119815668202765
pythia-1.4b-deduped,1400,0,0.0,3594272.663948744,0.25757575757575757,0.23122866894197952,0.5223068552774756,0.233,0.48382004735595896,0.5288461538461539,0.2304147465437788
pythia-1.4b-deduped,1400,1,0.0,3594272.663948744,0.25757575757575757,0.23122866894197952,0.5223068552774756,0.233,0.48382004735595896,0.5288461538461539,0.2304147465437788
pythia-1.4b-deduped,1400,2,0.0,3593177.521043519,0.25715488215488214,0.23293515358361774,0.5255712731229597,0.233,0.48539857932123126,0.5384615384615384,0.2304147465437788
pythia-1.4b-deduped,1400,4,0.0,3548788.7642125427,0.2563131313131313,0.22610921501706485,0.5206746463547334,0.219,0.49013417521704816,0.5769230769230769,0.2304147465437788
pythia-1.4b-deduped,1400,8,0.0,3545857.6878853366,0.2617845117845118,0.21843003412969283,0.5272034820457019,0.225,0.494869771112865,0.6346153846153846,0.2227342549923195
pythia-1.4b-deduped,1400,16,0.0,3750064.1328848046,0.25757575757575757,0.21075085324232082,0.5527747551686616,0.209,0.49171270718232046,0.6346153846153846,0.21505376344086022
pythia-1.4b-deduped,1400,32,0.0,3457815.2299334705,0.25715488215488214,0.20819112627986347,0.5424374319912949,0.192,0.4940805051302289,0.6346153846153846,0.2196620583717358
pythia-1.4b-deduped,1400,64,0.0,2740790.924758478,0.26851851851851855,0.20733788395904437,0.5337323177366703,0.194,0.5074980268350434,0.6346153846153846,0.20890937019969277
pythia-1.4b-deduped,1400,128,0.0,1535701.8215566503,0.2727272727272727,0.1962457337883959,0.5233949945593036,0.194,0.505130228887135,0.6346153846153846,0.2012288786482335
pythia-1.4b-deduped,1400,256,0.0,553072.1496422013,0.2727272727272727,0.1945392491467577,0.5206746463547334,0.208,0.505130228887135,0.6346153846153846,0.19201228878648233
pythia-1.4b-deduped,1400,512,0.0,128205.5039089844,0.2824074074074074,0.18515358361774745,0.5413492927094669,0.243,0.500394632991318,0.6346153846153846,0.17511520737327188
pythia-1.4b-deduped,1400,1000,0.07607219095672424,1733.1428506547982,0.31691919191919193,0.17832764505119453,0.5642002176278563,0.441,0.510655090765588,0.4230769230769231,0.21351766513056836
pythia-1.4b-deduped,1400,3000,0.3300989714729284,41.211470198036885,0.43392255892255893,0.19027303754266212,0.6142546245919478,0.692,0.5288082083662194,0.36538461538461536,0.2196620583717358
pythia-1.4b-deduped,1400,13000,0.46652435474480886,13.267052697493279,0.5176767676767676,0.21843003412969283,0.6697497279651795,0.832,0.5185477505919495,0.36538461538461536,0.22427035330261136
pythia-1.4b-deduped,1400,23000,0.526877547059965,9.679533738174445,0.5357744107744108,0.21928327645051193,0.6849836779107725,0.836,0.5224940805051302,0.36538461538461536,0.19508448540706605
pythia-1.4b-deduped,1400,33000,0.5596739763244711,8.123871415568159,0.5681818181818182,0.24658703071672355,0.705658324265506,0.868,0.5422257300710339,0.36538461538461536,0.21044546850998463
pythia-1.4b-deduped,1400,43000,0.5563749272268581,8.420166165030508,0.569023569023569,0.24488054607508533,0.7029379760609358,0.852,0.5343330702446725,0.36538461538461536,0.21658986175115208
pythia-1.4b-deduped,1400,53000,0.5711236173103047,7.6587769379614805,0.5749158249158249,0.24488054607508533,0.7072905331882481,0.856,0.5619573796369376,0.34615384615384615,0.21351766513056836
pythia-1.4b-deduped,1400,63000,0.5821851348728896,7.190190632277677,0.5753367003367004,0.2525597269624573,0.7067464635473341,0.864,0.56353591160221,0.3942307692307692,0.2073732718894009
pythia-1.4b-deduped,1400,73000,0.5833495051426354,7.0693103150150405,0.5963804713804713,0.26109215017064846,0.7121871599564744,0.864,0.5603788476716653,0.36538461538461536,0.22427035330261136
pythia-1.4b-deduped,1400,83000,0.5979041335144576,6.687116556470613,0.601010101010101,0.257679180887372,0.7094668117519043,0.853,0.5611681136543015,0.3557692307692308,0.22427035330261136
pythia-1.4b-deduped,1400,93000,0.5984863186493304,6.631892600688781,0.6094276094276094,0.26621160409556316,0.7154515778019587,0.869,0.5540647198105761,0.41346153846153844,0.21351766513056836
pythia-1.4b-deduped,1400,103000,0.619056860081506,6.0761300938168015,0.6081649831649831,0.26791808873720135,0.7268770402611534,0.86,0.56353591160221,0.3942307692307692,0.22427035330261136
pythia-1.4b-deduped,1400,113000,0.6122647001746555,6.162309607714096,0.6157407407407407,0.27986348122866894,0.7225244831338411,0.876,0.5595895816890292,0.5192307692307693,0.2196620583717358
pythia-1.4b-deduped,1400,123000,0.620415292062876,6.006123090126905,0.6157407407407407,0.27047781569965873,0.7257889009793254,0.873,0.5572217837411207,0.38461538461538464,0.21505376344086022
pythia-1.4b-deduped,1400,133000,0.6056666019794295,6.227983009656271,0.6119528619528619,0.26621160409556316,0.7219804134929271,0.866,0.5501183898973955,0.38461538461538464,0.21505376344086022
pythia-1.4b-deduped,1400,143000,0.6186687366582573,6.106885353215226,0.617003367003367,0.2721843003412969,0.720348204570185,0.865,0.5659037095501184,0.4423076923076923,0.22119815668202766
pythia-2.8b-deduped,2800,0,0.0,3540501.964256515,0.24705387205387205,0.23122866894197952,0.5326441784548422,0.219,0.5067087608524072,0.3557692307692308,0.21658986175115208
pythia-2.8b-deduped,2800,1,0.0,3540501.964256515,0.24705387205387205,0.23122866894197952,0.5326441784548422,0.219,0.5067087608524072,0.3557692307692308,0.21658986175115208
pythia-2.8b-deduped,2800,2,0.0,3539144.1762783406,0.24494949494949494,0.23208191126279865,0.5331882480957563,0.219,0.505130228887135,0.3557692307692308,0.21658986175115208
pythia-2.8b-deduped,2800,4,0.0,3500068.3166549187,0.24663299663299662,0.23037542662116042,0.5391730141458106,0.215,0.5059194948697711,0.3557692307692308,0.21812596006144394
pythia-2.8b-deduped,2800,8,0.0,3950727.4914658316,0.2680976430976431,0.2175767918088737,0.5244831338411317,0.199,0.5082872928176796,0.6346153846153846,0.2119815668202765
pythia-2.8b-deduped,2800,16,0.0,3609289.5286190817,0.2748316498316498,0.21160409556313994,0.5348204570184983,0.196,0.5090765588003157,0.6346153846153846,0.2119815668202765
pythia-2.8b-deduped,2800,32,0.0,3921376.59413701,0.2718855218855219,0.20563139931740615,0.5337323177366703,0.203,0.510655090765588,0.6346153846153846,0.21044546850998463
pythia-2.8b-deduped,2800,64,0.0,2868535.9170217556,0.2769360269360269,0.20136518771331058,0.5250272034820457,0.225,0.516179952644041,0.6346153846153846,0.19508448540706605
pythia-2.8b-deduped,2800,128,0.0,1418731.7115488779,0.273989898989899,0.197098976109215,0.5233949945593036,0.227,0.5098658247829518,0.6346153846153846,0.19508448540706605
pythia-2.8b-deduped,2800,256,0.0,652845.647549221,0.2676767676767677,0.1885665529010239,0.5212187159956474,0.233,0.4956590370955012,0.6346153846153846,0.1935483870967742
pythia-2.8b-deduped,2800,512,0.0,126005.91761254364,0.27735690235690236,0.18771331058020477,0.5364526659412405,0.233,0.5090765588003157,0.6346153846153846,0.17972350230414746
pythia-2.8b-deduped,2800,1000,0.061517562584902,2553.7646557198473,0.3085016835016835,0.17064846416382254,0.558215451577802,0.429,0.4956590370955012,0.36538461538461536,0.22887864823348694
pythia-2.8b-deduped,2800,3000,0.3011837764409082,41.85064727978221,0.43686868686868685,0.19795221843003413,0.6137105549510338,0.725,0.4980268350434096,0.36538461538461536,0.1827956989247312
pythia-2.8b-deduped,2800,13000,0.5189210168833689,10.21470107313682,0.5441919191919192,0.22610921501706485,0.675734494015234,0.828,0.5343330702446725,0.36538461538461536,0.20430107526881722
pythia-2.8b-deduped,2800,23000,0.5623908402872113,7.897207609205747,0.5458754208754208,0.24573378839590443,0.7002176278563657,0.841,0.5524861878453039,0.375,0.19969278033794163
pythia-2.8b-deduped,2800,33000,0.5882010479332428,7.171059626331158,0.5782828282828283,0.26109215017064846,0.7018498367791077,0.857,0.5461720599842147,0.36538461538461536,0.2073732718894009
pythia-2.8b-deduped,2800,43000,0.5951872695517174,6.791416820661892,0.5862794612794613,0.2525597269624573,0.7121871599564744,0.872,0.5651144435674822,0.36538461538461536,0.20890937019969277
pythia-2.8b-deduped,2800,53000,0.6070250339607995,6.32895574705934,0.5997474747474747,0.2696245733788396,0.7268770402611534,0.864,0.5659037095501184,0.36538461538461536,0.20430107526881722
pythia-2.8b-deduped,2800,63000,0.6163399961187658,6.0159258005186915,0.6056397306397306,0.2713310580204778,0.7252448313384113,0.867,0.5832675611681136,0.36538461538461536,0.19815668202764977
pythia-2.8b-deduped,2800,73000,0.6233262177372404,5.646983034474244,0.6115319865319865,0.2764505119453925,0.7236126224156693,0.877,0.580110497237569,0.36538461538461536,0.2073732718894009
