model,params_m,step,lambada_acc,lambada_ppl,arc_easy,arc_challenge,piqa,sciq,winogrande,wsc,logiqa
pythia-70m-deduped,70,0,0.0,3684074.4512471026,0.2718855218855219,0.21416382252559726,0.5255712731229597,0.194,0.4988161010260458,0.5961538461538461,0.22887864823348694
pythia-70m-deduped,70,1,0.0,3684074.4512471026,0.2718855218855219,0.21416382252559726,0.5255712731229597,0.194,0.4988161010260458,0.5961538461538461,0.22887864823348694
pythia-70m-deduped,70,2,0.0,3683845.454852363,0.2718855218855219,0.21416382252559726,0.5239390642002176,0.194,0.4964483030781373,0.5961538461538461,0.22887864823348694
pythia-70m-deduped,70,4,0.0,3681701.3989686714,0.27230639730639733,0.2150170648464164,0.5255712731229597,0.193,0.4964483030781373,0.6346153846153846,0.22887864823348694
pythia-70m-deduped,70,8,0.0,3645907.0699725267,0.2668350168350168,0.21160409556313994,0.5277475516866159,0.201,0.49013417521704816,0.6153846153846154,0.23195084485407066
pythia-70m-deduped,70,16,0.0,3524467.250324196,0.26262626262626265,0.2090443686006826,0.5261153427638737,0.203,0.48539857932123126,0.6346153846153846,0.22427035330261136
pythia-70m-deduped,70,32,0.0,3289495.7556516603,0.265993265993266,0.20477815699658702,0.5261153427638737,0.222,0.4909234411996843,0.6346153846153846,0.2196620583717358
pythia-70m-deduped,70,64,0.0,2326703.33585396,0.2676767676767677,0.20648464163822525,0.5391730141458106,0.199,0.4956590370955012,0.36538461538461536,0.21044546850998463
pythia-70m-deduped,70,128,0.0,1598563.1585085269,0.2680976430976431,0.19965870307167236,0.5282916213275299,0.224,0.4972375690607735,0.6346153846153846,0.20276497695852536
pythia-70m-deduped,70,256,0.0,647497.1096747417,0.27314814814814814,0.20051194539249148,0.5190424374319913,0.225,0.4940805051302289,0.6346153846153846,0.2073732718894009
pythia-70m-deduped,70,512,0.0,110350.23520256639,0.29503367003367004,0.17918088737201365,0.5375408052230686,0.265,0.500394632991318,0.6346153846153846,0.1935483870967742
pythia-70m-deduped,70,1000,0.05491946438967592,3082.299330415885,0.3106060606060606,0.1757679180887372,0.5783460282916213,0.451,0.5303867403314917,0.36538461538461536,0.21044546850998463
pythia-70m-deduped,70,3000,0.1775664661362313,256.5540970158291,0.36826599326599324,0.18686006825938567,0.5892274211099021,0.601,0.5153906866614049,0.36538461538461536,0.22119815668202766
pythia-70m-deduped,70,13000,0.24742868232097806,109.95117423247467,0.4116161616161616,0.1689419795221843,0.6006528835690969,0.669,0.4909234411996843,0.36538461538461536,0.21505376344086022
pythia-70m-deduped,70,23000,0.26062487871143025,91.2754617235284,0.41624579124579125,0.17832764505119453,0.5995647442872688,0.684,0.5177584846093133,0.36538461538461536,0.21044546850998463
pythia-70m-deduped,70,33000,0.24451775664661363,98.08553421953862,0.40025252525252525,0.17832764505119453,0.5941240478781284,0.693,0.5067087608524072,0.36538461538461536,0.22734254992319508
pythia-70m-deduped,70,43000,0.2569377061905686,86.28992769459852,0.4217171717171717,0.18088737201365188,0.602829162132753,0.698,0.4996053670086819,0.36538461538461536,0.2073732718894009
pythia-70m-deduped,70,53000,0.246070250339608,97.04494047666356,0.406986531986532,0.18515358361774745,0.6082698585418934,0.703,0.5035516969218626,0.375,0.2073732718894009
pythia-70m-deduped,70,63000,0.24199495439549776,104.67461553745466,0.4074074074074074,0.17918088737201365,0.6006528835690969,0.694,0.5153906866614049,0.36538461538461536,0.2119815668202765
pythia-70m-deduped,70,73000,0.25654958276732,91.01423499054364,0.39646464646464646,0.1757679180887372,0.5984766050054406,0.673,0.5019731649565904,0.36538461538461536,0.17665130568356374
pythia-70m-deduped,70,83000,0.2072579080147487,139.1540934905612,0.39814814814814814,0.17064846416382254,0.5984766050054406,0.647,0.5043409629044988,0.36538461538461536,0.22887864823348694
pythia-70m-deduped,70,93000,0.23035125169803997,120.95812959292272,0.380050505050505,0.17747440273037543,0.5854189336235038,0.654,0.510655090765588,0.36538461538461536,0.23195084485407066
pythia-70m-deduped,70,103000,0.195032020182418,147.7022119277194,0.38804713804713803,0.17064846416382254,0.5821545157780196,0.619,0.5169692186266772,0.36538461538461536,0.23348694316436253
pythia-70m-deduped,70,113000,0.1895982922569377,152.71527645085058,0.39225589225589225,0.1766211604095563,0.5963003264417845,0.615,0.4909234411996843,0.36538461538461536,0.21044546850998463
pythia-70m-deduped,70,123000,0.1851348728895789,138.4194391902109,0.3872053872053872,0.17150170648464164,0.5810663764961915,0.617,0.5090765588003157,0.40384615384615385,0.22734254992319508
pythia-70m-deduped,70,133000,0.16010091209004462,176.21840637783842,0.37836700336700335,0.1689419795221843,0.5919477693144722,0.604,0.500394632991318,0.4230769230769231,0.2196620583717358
pythia-70m-deduped,70,143000,0.19153890937318066,138.4502170368589,0.3846801346801347,0.1621160409556314,0.5979325353645266,0.606,0.49171270718232046,0.36538461538461536,0.2350230414746544
pythia-160m-deduped,160,0,0.0,3559787.05379182,0.257996632996633,0.23293515358361774,0.5244831338411317,0.18,0.47355958958168903,0.5576923076923077,0.2073732718894009
pythia-160m-deduped,160,1,0.0,3559787.05379182,0.257996632996633,0.23293515358361774,0.5244831338411317,0.18,0.47355958958168903,0.5576923076923077,0.2073732718894009
pythia-160m-deduped,160,2,0.0,3559679.115058189,0.257996632996633,0.23208191126279865,0.5223068552774756,0.18,0.47434885556432516,0.5576923076923077,0.2073732718894009
pythia-160m-deduped,160,4,0.0,3543874.5355330897,0.25925925925925924,0.23293515358361774,0.5244831338411317,0.184,0.47671665351223363,0.5865384615384616,0.21044546850998463
pythia-160m-deduped,160,8,0.0,3475453.6202399177,0.2596801346801347,0.23293515358361774,0.5255712731229597,0.193,0.48145224940805054,0.4519230769230769,0.21351766513056836
pythia-160m-deduped,160,16,0.0,3376092.066473028,0.2537878787878788,0.2295221843003413,0.5206746463547334,0.192,0.47355958958168903,0.36538461538461536,0.22427035330261136
pythia-160m-deduped,160,32,0.0,3237402.1265372885,0.26304713804713803,0.2235494880546075,0.5163220892274211,0.199,0.47198105761641673,0.6346153846153846,0.22119815668202766
pythia-160m-deduped,160,64,0.0,2507816.651812305,0.27525252525252525,0.1945392491467577,0.5239390642002176,0.211,0.489344909234412,0.36538461538461536,0.21505376344086022
pythia-160m-deduped,160,128,0.0,1468265.7059848271,0.26304713804713803,0.19027303754266212,0.5239390642002176,0.216,0.47908445146014206,0.6346153846153846,0.19969278033794163
pythia-160m-deduped,160,256,0.0,680624.6171812067,0.2706228956228956,0.181740614334471,0.529379760609358,0.219,0.5019731649565904,0.6442307692307693,0.1889400921658986
pythia-160m-deduped,160,512,0.0,98957.47395172222,0.28745791245791247,0.17064846416382254,0.5337323177366703,0.246,0.48697711128650356,0.40384615384615385,0.17357910906298002
pythia-160m-deduped,160,1000,0.048321366194449836,2752.08005553891,0.31186868686868685,0.17747440273037543,0.5544069640914037,0.426,0.4909234411996843,0.36538461538461536,0.20430107526881722
pythia-160m-deduped,160,3000,0.22685814088880263,133.11216777915192,0.39941077441077444,0.18003412969283278,0.5957562568008705,0.656,0.5027624309392266,0.36538461538461536,0.22580645161290322
pythia-160m-deduped,160,13000,0.2856588395109645,54.361024133369334,0.44276094276094274,0.19965870307167236,0.6104461371055495,0.723,0.49171270718232046,0.36538461538461536,0.2227342549923195
pythia-160m-deduped,160,23000,0.38346594216960994,26.962502208299874,0.4436026936026936,0.19027303754266212,0.6213275299238302,0.765,0.5138121546961326,0.36538461538461536,0.18740399385560677
pythia-160m-deduped,160,33000,0.35435668542596543,32.144897876764176,0.4385521885521885,0.1885665529010239,0.6327529923830251,0.764,0.5035516969218626,0.36538461538461536,0.20890937019969277
pythia-160m-deduped,160,43000,0.37531535028138946,27.815851131734984,0.4431818181818182,0.2022184300341297,0.6300326441784548,0.76,0.5351223362273086,0.36538461538461536,0.2119815668202765
pythia-160m-deduped,160,53000,0.3694934989326606,28.00661669735497,0.4494949494949495,0.19539249146757678,0.6251360174102285,0.751,0.5177584846093133,0.4230769230769231,0.20890937019969277
pythia-160m-deduped,160,63000,0.3838540655928585,27.28346989308282,0.4444444444444444,0.19965870307167236,0.6311207834602829,0.764,0.5169692186266772,0.5192307692307693,0.21351766513056836
pythia-160m-deduped,160,73000,0.3788084610906268,26.87704583781228,0.44865319865319864,0.19539249146757678,0.6262241566920566,0.783,0.5059194948697711,0.4326923076923077,0.2196620583717358
pythia-160m-deduped,160,83000,0.3702697457791578,27.297906060013375,0.4553872053872054,0.19965870307167236,0.6284004352557128,0.762,0.5138121546961326,0.5576923076923077,0.19815668202764977
pythia-160m-deduped,160,93000,0.3982146322530565,24.137602367438344,0.4553872053872054,0.19965870307167236,0.6284004352557128,0.774,0.5193370165745856,0.46153846153846156,0.21658986175115208
pythia-160m-deduped,160,103000,0.3791965845138754,27.55639089568922,0.4583333333333333,0.20477815699658702,0.6235038084874864,0.764,0.4996053670086819,0.5096153846153846,0.22427035330261136
pythia-160m-deduped,160,113000,0.32660586066369107,40.283614973818466,0.4574915824915825,0.1825938566552901,0.6218715995647442,0.76,0.5232833464877664,0.375,0.22427035330261136
pythia-160m-deduped,160,123000,0.30991655346400154,55.8940917751416,0.4255050505050505,0.19112627986348124,0.6109902067464635,0.713,0.5082872928176796,0.36538461538461536,0.2073732718894009
pythia-160m-deduped,160,133000,0.3516398214632253,31.227553480802793,0.44991582491582494,0.19197952218430034,0.6305767138193689,0.727,0.4925019731649566,0.36538461538461536,0.20890937019969277
pythia-160m-deduped,160,143000,0.3417426741703862,32.22177217320121,0.44023569023569026,0.20051194539249148,0.6180631120783461,0.72,0.4972375690607735,0.36538461538461536,0.21044546850998463
pythia-410m-deduped,410,0,0.0,3617040.8184620007,0.25126262626262624,0.22610921501706485,0.5348204570184983,0.205,0.5067087608524072,0.6346153846153846,0.2304147465437788
pythia-410m-deduped,410,1,0.0,3617040.8184620007,0.25126262626262624,0.22610921501706485,0.5348204570184983,0.205,0.5067087608524072,0.6346153846153846,0.2304147465437788
pythia-410m-deduped,410,2,0.0,3616646.004874373,0.25126262626262624,0.22696245733788395,0.5348204570184983,0.206,0.5019731649565904,0.6346153846153846,0.2304147465437788
pythia-410m-deduped,410,4,0.0,3597063.7899308046,0.25757575757575757,0.22866894197952217,0.5353645266594124,0.213,0.5035516969218626,0.6346153846153846,0.2304147465437788
pythia-410m-deduped,410,8,0.0,3530574.778693939,0.2588383838383838,0.21928327645051193,0.5353645266594124,0.196,0.5043409629044988,0.6346153846153846,0.22734254992319508
pythia-410m-deduped,410,16,0.0,3615533.08192367,0.25673400673400676,0.2226962457337884,0.529379760609358,0.215,0.5146014206787688,0.6346153846153846,0.22119815668202766
pythia-410m-deduped,410,32,0.0,3480431.2684348854,0.2474747474747475,0.2175767918088737,0.529923830250272,0.214,0.494869771112865,0.6346153846153846,0.22427035330261136
pythia-410m-deduped,410,64,0.0,2959541.420820755,0.24915824915824916,0.2150170648464164,0.5184983677910773,0.195,0.5035516969218626,0.6346153846153846,0.2073732718894009
pythia-410m-deduped,410,128,0.0,1717828.786475749,0.26430976430976433,0.20819112627986347,0.5321001088139282,0.212,0.4996053670086819,0.6346153846153846,0.20430107526881722
pythia-410m-deduped,410,256,0.0,839458.9096408729,0.26557239057239057,0.18686006825938567,0.5342763873775843,0.205,0.4988161010260458,0.6346153846153846,0.19815668202764977
pythia-410m-deduped,410,512,0.0,173705.9272356849,0.27525252525252525,0.17918088737201365,0.5364526659412405,0.24,0.5193370165745856,0.625,0.17972350230414746
pythia-410m-deduped,410,1000,0.032214244129633224,4493.106307575123,0.2958754208754209,0.18003412969283278,0.5484221980413493,0.408,0.4964483030781373,0.5192307692307693,0.20430107526881722
pythia-410m-deduped,410,3000,0.258490199883563,87.68048869859959,0.406986531986532,0.16723549488054607,0.5990206746463548,0.666,0.48697711128650356,0.36538461538461536,0.2119815668202765
pythia-410m-deduped,410,13000,0.39375121288569764,23.380040531662555,0.4743265993265993,0.19368600682593856,0.6376496191512514,0.774,0.4956590370955012,0.5576923076923077,0.21658986175115208
pythia-410m-deduped,410,23000,0.4422666407917718,16.186455728651705,0.4831649831649832,0.20477815699658702,0.6507072905331882,0.765,0.49013417521704816,0.40384615384615385,0.22427035330261136
