model,params_m,step,lambada_acc,lambada_ppl,arc_easy,arc_challenge,piqa,sciq,winogrande,wsc
pythia-12b-deduped,12000,0,0.0,11712367.351313166,0.257996632996633,0.2175767918088737,0.5174102285092492,0.201,0.4972375690607735,0.6346153846153846
pythia-12b-deduped,12000,1,0.0,11712367.351313166,0.257996632996633,0.2175767918088737,0.5174102285092492,0.201,0.4972375690607735,0.6346153846153846
pythia-12b-deduped,12000,2,0.0,11698560.391417136,0.25673400673400676,0.2167235494880546,0.5179542981501633,0.2,0.4996053670086819,0.6346153846153846
pythia-12b-deduped,12000,4,0.0,11473255.11523549,0.25757575757575757,0.2158703071672355,0.5195865070729053,0.208,0.5019731649565904,0.6346153846153846
pythia-12b-deduped,12000,8,0.0,671810573.1840838,0.25673400673400676,0.20392491467576793,0.528835690968444,0.21,0.48303078137332284,0.6346153846153846
pythia-12b-deduped,12000,16,0.0,23605350.910228238,0.26936026936026936,0.19539249146757678,0.514689880304679,0.204,0.4972375690607735,0.6346153846153846
pythia-12b-deduped,12000,32,0.0,8986223.798813619,0.26641414141414144,0.19027303754266212,0.514145810663765,0.209,0.49171270718232046,0.6346153846153846
pythia-12b-deduped,12000,64,0.0,4797739.6348531395,0.2727272727272727,0.1825938566552901,0.5168661588683352,0.204,0.47987371744277824,0.6346153846153846
