video_name,frame_number,time [sec],num_contours_per_frame,ID,cx_pos [px],cy_pos [px],cx_pos [m],cy_pos [m],size [px^2],size [m^2],perimeter [px],perimeter [m],approx_diameter [px],approx_diameter [m],x_velocity [m/s],y_velocity [m/s],valve1,valve2,valve3,valve4,valve5
V09_20240418_113451_20240418_113613.avi,0,0.0,2,0,212,904,0.1104,0.4708,3909.0,3.4356312e-05,343.6467,0.179,70.5485,0.0367,0.0,0.0,12.7,17.3,20.0,17.3,12.7
V09_20240418_113451_20240418_113613.avi,0,0.0,2,1,200,793,0.1042,0.413,1739.0,1.5284052e-05,193.8234,0.1009,47.0549,0.0245,0.0,0.0,12.7,17.3,20.0,17.3,12.7
V09_20240418_113451_20240418_113613.avi,1,0.02,2,0,213,894,0.1109,0.4656,4222.5,3.7111931999999994e-05,398.1737,0.2074,73.3229,0.0382,0.026,17.7604,12.7,17.3,20.0,17.3,12.7
V09_20240418_113451_20240418_113613.avi,1,0.02,2,1,197,787,0.1026,0.4099,1963.5,1.7257211999999997e-05,245.1787,0.1277,50.0001,0.026,-0.0781,15.2865,12.7,17.3,20.0,17.3,12.7
V09_20240418_113451_20240418_113613.avi,2,0.04,2,0,215,882,0.112,0.4594,4503.0,3.9577247999999996e-05,391.931,0.2041,75.7192,0.0394,0.0521,17.4219,12.7,17.3,20.0,17.3,12.7
V09_20240418_113451_20240418_113613.avi,2,0.04,2,1,190,780,0.099,0.4062,1086.0,9.54504e-06,178.3087,0.0929,37.1852,0.0194,-0.1823,15.1823,12.7,17.3,20.0,17.3,12.7
V09_20240418_113451_20240418_113613.avi,3,0.06,3,0,211,874,0.1099,0.4552,4186.0,3.6791172e-05,409.1026,0.2131,73.0053,0.038,-0.1042,17.1615,12.7,17.3,20.0,17.3,12.7
V09_20240418_113451_20240418_113613.avi,3,0.06,3,1,202,769,0.1052,0.4005,1392.5,1.2238776e-05,215.865,0.1124,42.1068,0.0219,0.3125,15.0781,12.7,17.3,20.0,17.3,12.7
V09_20240418_113451_20240418_113613.avi,3,0.06,3,2,89,795,0.0464,0.4141,744.5,6.5435039999999985e-06,141.0955,0.0735,30.7884,0.016,0.0,0.0,12.7,17.3,20.0,17.3,12.7
V09_20240418_113451_20240418_113613.avi,4,0.08,3,0,208,867,0.1083,0.4516,4128.5,3.6285732e-05,347.8894,0.1812,72.5022,0.0378,-0.0781,17.0833,12.7,17.3,20.0,17.3,12.7
