video_name,frame_number,time [sec],num_contours_per_frame,ID,cx_pos [px],cy_pos [px],cx_pos [m],cy_pos [m],size [px^2],size [m^2],perimeter [px],perimeter [m],approx_diameter [px],approx_diameter [m],x_velocity [m/s],y_velocity [m/s],valve1,valve2,valve3,valve4,valve5
V23_20240418_123303_20240418_123415.avi,0,0.0,3,0,146,846,0.076,0.4406,7117.5,6.25563e-05,473.2864,0.2465,95.196,0.0496,0.0,0.0,6.2,19.8,28.0,19.8,6.2
V23_20240418_123303_20240418_123415.avi,0,0.0,3,1,117,738,0.0609,0.3844,2291.0,2.0135628e-05,301.8478,0.1572,54.0092,0.0281,0.0,0.0,6.2,19.8,28.0,19.8,6.2
V23_20240418_123303_20240418_123415.avi,0,0.0,3,2,196,753,0.1021,0.3922,1426.0,1.2533291999999999e-05,250.2498,0.1303,42.6103,0.0222,0.0,0.0,6.2,19.8,28.0,19.8,6.2
V23_20240418_123303_20240418_123415.avi,1,0.02,3,0,147,827,0.0766,0.4307,7557.0,6.6419028e-05,460.7006,0.2399,98.0911,0.0511,0.026,17.7344,6.2,19.8,28.0,19.8,6.2
V23_20240418_123303_20240418_123415.avi,1,0.02,3,1,118,726,0.0615,0.3781,2793.5,2.4552395999999998e-05,322.9188,0.1682,59.6389,0.0311,0.026,15.8594,6.2,19.8,28.0,19.8,6.2
V23_20240418_123303_20240418_123415.avi,1,0.02,3,2,198,746,0.1031,0.3885,1069.5,9.399887999999998e-06,171.5807,0.0894,36.9016,0.0192,0.0521,14.3229,6.2,19.8,28.0,19.8,6.2
V23_20240418_123303_20240418_123415.avi,2,0.04,3,0,144,807,0.075,0.4203,7594.5,6.674853599999999e-05,460.8011,0.24,98.3342,0.0512,-0.0781,17.1875,6.2,19.8,28.0,19.8,6.2
V23_20240418_123303_20240418_123415.avi,2,0.04,3,1,117,709,0.0609,0.3693,2833.5,2.4903935999999996e-05,282.7767,0.1473,60.0643,0.0313,-0.026,15.3906,6.2,19.8,28.0,19.8,6.2
V23_20240418_123303_20240418_123415.avi,2,0.04,3,2,191,738,0.0995,0.3844,1384.5,1.2168467999999998e-05,253.664,0.1321,41.9857,0.0219,-0.1823,14.0625,6.2,19.8,28.0,19.8,6.2
V23_20240418_123303_20240418_123415.avi,3,0.06,4,0,141,790,0.0734,0.4115,7505.0,6.596186399999999e-05,448.0732,0.2334,97.7531,0.0509,-0.0781,16.8229,6.2,19.8,28.0,19.8,6.2
V23_20240418_123303_20240418_123415.avi,3,0.06,4,1,119,695,0.062,0.362,3696.0,3.248423999999999e-05,359.6467,0.1873,68.5995,0.0357,0.0521,15.0521,6.2,19.8,28.0,19.8,6.2
V23_20240418_123303_20240418_123415.avi,3,0.06,4,3,142,974,0.074,0.5073,814.0,7.154243999999999e-06,124.7107,0.065,32.1934,0.0168,0.0,0.0,6.2,19.8,28.0,19.8,6.2
V23_20240418_123303_20240418_123415.avi,3,0.06,4,2,203,730,0.1057,0.3802,605.0,5.317487999999999e-06,127.8822,0.0666,27.7545,0.0145,0.3125,14.0365,6.2,19.8,28.0,19.8,6.2
V23_20240418_123303_20240418_123415.avi,4,0.08,5,0,139,867,0.0724,0.4516,6798.0,5.974819199999999e-05,461.0437,0.2401,93.0348,0.0485,-0.0521,18.9062,6.2,19.8,28.0,19.8,6.2
V23_20240418_123303_20240418_123415.avi,4,0.08,5,1,129,683,0.0672,0.3557,4081.0,3.5868096e-05,455.0437,0.237,72.0839,0.0375,0.2604,14.6875,6.2,19.8,28.0,19.8,6.2
V23_20240418_123303_20240418_123415.avi,4,0.08,5,3,147,966,0.0766,0.5031,1557.0,1.3684463999999997e-05,212.1076,0.1105,44.5245,0.0232,0.1302,21.4583,6.2,19.8,28.0,19.8,6.2
V23_20240418_123303_20240418_123415.avi,4,0.08,5,2,209,734,0.1089,0.3823,594.0,5.220611999999999e-06,103.397,0.0539,27.501,0.0143,0.1562,13.8281,6.2,19.8,28.0,19.8,6.2
V23_20240418_123303_20240418_123415.avi,5,0.1,5,1,140,677,0.0729,0.3526,6157.5,5.411869199999999e-05,398.86,0.2077,88.5436,0.0461,0.2865,14.2708,6.2,19.8,28.0,19.8,6.2
V23_20240418_123303_20240418_123415.avi,5,0.1,5,3,147,956,0.0766,0.4979,4950.5,4.351028399999999e-05,545.5118,0.2841,79.3925,0.0414,0.0,21.0677,6.2,19.8,28.0,19.8,6.2
V23_20240418_123303_20240418_123415.avi,5,0.1,5,0,142,847,0.074,0.4411,1658.0,1.4572224e-05,216.1076,0.1126,45.946,0.0239,0.0781,18.4375,6.2,19.8,28.0,19.8,6.2
V23_20240418_123303_20240418_123415.avi,5,0.1,5,4,232,954,0.1208,0.4969,607.5,5.3391959999999995e-06,101.9828,0.0531,27.8117,0.0145,0.0,0.0,6.2,19.8,28.0,19.8,6.2
V23_20240418_123303_20240418_123415.avi,6,0.12,5,1,120,738,0.0625,0.3844,7435.5,6.5351124e-05,769.6194,0.4008,97.2994,0.0507,-0.5208,15.5729,6.2,19.8,28.0,19.8,6.2
V23_20240418_123303_20240418_123415.avi,6,0.12,5,3,148,943,0.0771,0.4911,5050.5,4.4389295999999994e-05,351.7473,0.1832,80.1904,0.0418,0.026,20.7292,6.2,19.8,28.0,19.8,6.2
