video_name,frame_number,time [sec],num_contours_per_frame,ID,cx_pos [px],cy_pos [px],cx_pos [m],cy_pos [m],size [px^2],size [m^2],perimeter [px],perimeter [m],approx_diameter [px],approx_diameter [m],x_velocity [m/s],y_velocity [m/s],valve1,valve2,valve3,valve4,valve5
V15_20240418_120143_20240418_120252.avi,0,0.0,1,0,190,887,0.099,0.462,1620.0,1.4238179999999997e-05,199.9655,0.1041,45.4164,0.0237,0.0,0.0,7.6,14.8,19.2,14.8,7.6
V15_20240418_120143_20240418_120252.avi,1,0.02,2,0,187,880,0.0974,0.4583,1309.0,1.1504916e-05,245.4214,0.1278,40.8249,0.0213,-0.0781,17.9688,7.6,14.8,19.2,14.8,7.6
V15_20240418_120143_20240418_120252.avi,1,0.02,2,1,115,833,0.0599,0.4339,511.0,4.491288e-06,86.9117,0.0453,25.5074,0.0133,0.0,0.0,7.6,14.8,19.2,14.8,7.6
V15_20240418_120143_20240418_120252.avi,2,0.04,1,0,193,870,0.1005,0.4531,1314.5,1.1553191999999998e-05,189.3797,0.0986,40.9106,0.0213,0.1562,17.7865,7.6,14.8,19.2,14.8,7.6
V15_20240418_120143_20240418_120252.avi,3,0.06,2,0,189,864,0.0984,0.45,1245.0,1.0942452e-05,211.6224,0.1102,39.8144,0.0207,-0.1042,17.474,7.6,14.8,19.2,14.8,7.6
V15_20240418_120143_20240418_120252.avi,3,0.06,2,2,147,950,0.0766,0.4948,708.0,6.222743999999999e-06,132.3675,0.0689,30.0242,0.0156,0.0,0.0,7.6,14.8,19.2,14.8,7.6
V15_20240418_120143_20240418_120252.avi,4,0.08,2,0,193,856,0.1005,0.4458,1570.5,1.3803371999999997e-05,198.5513,0.1034,44.7171,0.0233,0.1042,17.3698,7.6,14.8,19.2,14.8,7.6
V15_20240418_120143_20240418_120252.avi,4,0.08,2,2,149,947,0.0776,0.4932,961.5,8.450567999999999e-06,128.9533,0.0672,34.9889,0.0182,0.0521,20.8333,7.6,14.8,19.2,14.8,7.6
V15_20240418_120143_20240418_120252.avi,5,0.1,3,0,192,850,0.1,0.4427,1356.5,1.1922228e-05,174.4092,0.0908,41.559,0.0216,-0.026,17.1094,7.6,14.8,19.2,14.8,7.6
V15_20240418_120143_20240418_120252.avi,5,0.1,3,2,149,942,0.0776,0.4906,834.0,7.330175999999999e-06,131.196,0.0683,32.5865,0.017,0.0,20.651,7.6,14.8,19.2,14.8,7.6
V15_20240418_120143_20240418_120252.avi,5,0.1,3,3,94,687,0.049,0.3578,637.0,5.59872e-06,122.3675,0.0637,28.479,0.0148,0.0,0.0,7.6,14.8,19.2,14.8,7.6
V15_20240418_120143_20240418_120252.avi,6,0.12,3,0,187,844,0.0974,0.4396,1097.5,9.646127999999999e-06,176.4092,0.0919,37.3816,0.0195,-0.1302,16.9792,7.6,14.8,19.2,14.8,7.6
V15_20240418_120143_20240418_120252.avi,6,0.12,3,2,153,935,0.0797,0.487,1030.5,9.057095999999999e-06,197.865,0.1031,36.2226,0.0189,0.1042,20.4688,7.6,14.8,19.2,14.8,7.6
V15_20240418_120143_20240418_120252.avi,6,0.12,3,3,93,689,0.0484,0.3589,885.0,7.778268e-06,138.0244,0.0719,33.5681,0.0175,-0.026,15.4948,7.6,14.8,19.2,14.8,7.6
V15_20240418_120143_20240418_120252.avi,7,0.14,3,2,159,931,0.0828,0.4849,1202.0,1.0564343999999998e-05,191.1371,0.0996,39.1208,0.0204,0.1562,20.2604,7.6,14.8,19.2,14.8,7.6
V15_20240418_120143_20240418_120252.avi,7,0.14,3,0,187,833,0.0974,0.4339,1002.5,8.81118e-06,165.2376,0.0861,35.7271,0.0186,0.0,16.8229,7.6,14.8,19.2,14.8,7.6
V15_20240418_120143_20240418_120252.avi,7,0.14,3,3,90,686,0.0469,0.3573,553.5,4.8648599999999995e-06,100.8112,0.0525,26.5469,0.0138,-0.0781,15.4427,7.6,14.8,19.2,14.8,7.6
V15_20240418_120143_20240418_120252.avi,8,0.16,3,0,183,830,0.0953,0.4323,839.0,7.373916e-06,134.3675,0.07,32.6841,0.017,-0.1042,16.7448,7.6,14.8,19.2,14.8,7.6
V15_20240418_120143_20240418_120252.avi,8,0.16,3,2,153,925,0.0797,0.4818,625.0,5.493096e-06,115.0538,0.0599,28.2095,0.0147,-0.1562,19.9479,7.6,14.8,19.2,14.8,7.6
