video_name,frame_number,time [sec],num_contours_per_frame,ID,cx_pos [px],cy_pos [px],cx_pos [m],cy_pos [m],size [px^2],size [m^2],perimeter [px],perimeter [m],approx_diameter [px],approx_diameter [m],x_velocity [m/s],y_velocity [m/s],valve1,valve2,valve3,valve4,valve5
V22_20240418_122921_20240418_123029.avi,0,0.0,2,0,175,864,0.0911,0.45,1353.0,1.1891447999999999e-05,209.1371,0.1089,41.5053,0.0216,0.0,0.0,5.0,15.8,22.4,15.8,5.0
V22_20240418_122921_20240418_123029.avi,0,0.0,2,1,147,950,0.0766,0.4948,735.5,6.464447999999999e-06,128.9533,0.0672,30.6018,0.0159,0.0,0.0,5.0,15.8,22.4,15.8,5.0
V22_20240418_122921_20240418_123029.avi,1,0.02,2,1,150,948,0.0781,0.4938,1004.5,8.828676e-06,139.4386,0.0726,35.7627,0.0186,0.0781,20.8594,5.0,15.8,22.4,15.8,5.0
V22_20240418_122921_20240418_123029.avi,1,0.02,2,0,180,861,0.0938,0.4484,902.0,7.927632e-06,157.8234,0.0822,33.889,0.0177,0.1302,17.8646,5.0,15.8,22.4,15.8,5.0
V22_20240418_122921_20240418_123029.avi,2,0.04,1,1,150,943,0.0781,0.4911,1114.0,9.790956e-06,147.196,0.0767,37.6615,0.0196,0.0,20.651,5.0,15.8,22.4,15.8,5.0
V22_20240418_122921_20240418_123029.avi,3,0.06,2,1,148,936,0.0771,0.4875,1043.5,9.171468e-06,148.267,0.0772,36.4503,0.019,-0.0521,20.4688,5.0,15.8,22.4,15.8,5.0
V22_20240418_122921_20240418_123029.avi,3,0.06,2,0,194,848,0.101,0.4417,509.5,4.478003999999999e-06,101.1543,0.0527,25.4699,0.0133,0.0,0.0,5.0,15.8,22.4,15.8,5.0
V22_20240418_122921_20240418_123029.avi,4,0.08,1,1,150,928,0.0781,0.4833,1030.0,9.052884e-06,169.8234,0.0884,36.2138,0.0189,0.0521,20.3125,5.0,15.8,22.4,15.8,5.0
V22_20240418_122921_20240418_123029.avi,5,0.1,1,1,149,919,0.0776,0.4786,901.5,7.923419999999999e-06,153.0955,0.0797,33.8796,0.0176,-0.026,20.026,5.0,15.8,22.4,15.8,5.0
V22_20240418_122921_20240418_123029.avi,6,0.12,1,1,159,917,0.0828,0.4776,1221.0,1.0731528e-05,199.2792,0.1038,39.4287,0.0205,0.2604,20.0,5.0,15.8,22.4,15.8,5.0
V22_20240418_122921_20240418_123029.avi,7,0.14,1,1,154,911,0.0802,0.4745,1584.0,1.3921956e-05,209.6224,0.1092,44.9089,0.0234,-0.1302,19.5833,5.0,15.8,22.4,15.8,5.0
V22_20240418_122921_20240418_123029.avi,8,0.16,1,1,153,905,0.0797,0.4714,1621.0,1.4246927999999999e-05,239.7645,0.1249,45.4304,0.0237,-0.026,19.5573,5.0,15.8,22.4,15.8,5.0
V22_20240418_122921_20240418_123029.avi,9,0.18,1,1,151,898,0.0786,0.4677,1484.0,1.3042943999999999e-05,224.2498,0.1168,43.4682,0.0226,-0.0521,19.401,5.0,15.8,22.4,15.8,5.0
V22_20240418_122921_20240418_123029.avi,10,0.2,1,1,152,891,0.0792,0.4641,1454.0,1.2779207999999998e-05,216.9361,0.113,43.0266,0.0224,0.026,19.2708,5.0,15.8,22.4,15.8,5.0
V22_20240418_122921_20240418_123029.avi,11,0.22,1,1,152,885,0.0792,0.4609,1509.0,1.3262616e-05,230.9361,0.1203,43.8328,0.0228,0.0,19.0885,5.0,15.8,22.4,15.8,5.0
