run,regime,child,parent,sample,time_s,diameter_x,cycle_u,diameter_phi_distance,circular_phi_distance,diameter_phi_proximity,circular_phi_proximity,joint_phi_proximity,parent_retention,current_parent_excursion,next_parent_excursion
run1,development,3,2,119,0.23799999999999955,0.10334163651342171,0.05825242718446549,0.2786243747366834,0.3237135840656396,0.5491762915818588,0.152506834296109,0.3508415629389839,0.950952422338558,1.5342609380159757,1.4590091555057203
run1,development,3,2,211,0.4219999999999988,1.2080652833662902,0.20711974110032286,0.40996870538360475,0.17484627014978224,0.33665670036553563,0.5422465219417238,0.43945161115362974,0.950952422338558,1.5342609380159757,1.4590091555057203
run1,development,3,2,441,0.8819999999999997,0.2265263248550757,0.5753846153846157,0.1554396863950294,0.042649373365279186,0.7484933042122178,0.8883424909308146,0.8184178975715162,0.9667183551671666,1.4590091555057203,1.5092391157230338
run1,development,3,2,659,1.3179999999999978,1.700019154681041,0.9107692307692286,0.08198516593114613,0.29273524201933365,0.8673452149501056,0.23360918668845798,0.5504772008192818,0.9667183551671666,1.4590091555057203,1.5092391157230338
run1,development,3,2,979,1.9579999999999984,1.8326231464781213,0.4281045751633976,0.2145891577282264,0.04613856391329252,0.6527874491785175,0.8792076714828908,0.7659975603307041,0.895067382217389,1.5092391157230338,1.350870704450303
run1,development,3,2,1144,2.2880000000000003,0.6666659476183671,0.6748554913294804,0.28469993636826196,0.056821502579585514,0.5393458263612199,0.8512393749548053,0.6952926006580126,0.9404310160217512,1.350870704450303,1.2704007091002172
run1,development,3,2,1389,2.7779999999999987,0.024471336679148005,0.024875621890546817,0.35749467457095707,0.3570903893595583,0.42156146574710873,0.06512522360074247,0.2433433446739256,0.9096334467890299,1.2704007091002172,1.3966072966915206
run1,development,3,2,1620,3.2399999999999984,1.4738640522560378,0.31218905472636793,0.14416993649385712,0.06977695652373717,0.7667281425970254,0.8173215561893323,0.7920248493931789,0.9096334467890299,1.2704007091002172,1.3966072966915206
run1,development,3,2,1778,3.556000000000001,0.004135919502565724,0.5114006514658005,0.3778300917475394,0.10663333728409441,0.38865806957999016,0.7208302986564095,0.5547441841181998,0.9789005275995142,1.3966072966915206,1.426710127653438
run1,development,3,2,2088,4.175999999999998,0.00958018927831804,0.015479876160990447,0.37238582197178705,0.36648613508911465,0.39746708312108125,0.04052684193111222,0.21899696252609674,0.990624687540678,1.426710127653438,1.4402125705098108
run1,development,3,2,2318,4.635999999999999,1.4187971079915114,0.37151702786377694,0.19923688075838353,0.010448983386328159,0.6776279551204256,0.9726442063467099,0.8251360807335677,0.990624687540678,1.426710127653438,1.4402125705098108
run1,development,3,2,2789,5.577999999999999,0.5955916651186373,0.15558912386706947,0.21362565386853216,0.22637688738303563,0.6543464311717946,0.40733761456380535,0.5308420228677999,0.08990776790636391,1.2351598925589915,0.11105046894744319
run1,development,3,2,3035,6.07,0.2536488557291264,0.6139240506329147,0.12831715552097872,0.0041099381169802385,0.7923784810273502,0.989240042318087,0.8908092616727186,0.10566152903451308,0.11105046894744319,1.0510019111229205
run1,development,3,2,3234,6.468,0.8054323725304863,0.2059701492537318,0.4234663612803812,0.1759958619963733,0.31481703435610087,0.5392368514141588,0.4270269428851298,0.83250441698641,1.0510019111229205,1.2624580598952875
run1,development,3,2,3312,6.623999999999999,1.6955519017983682,0.32238805970149276,0.07751791304847333,0.05957795154861234,0.8745733819506112,0.8440228978656384,0.8592981399081248,0.83250441698641,1.0510019111229205,1.2624580598952875
run1,development,3,2,3502,7.003999999999998,0.5766082662481328,0.6130573248407636,0.19464225499802768,0.004976663909131318,0.6850622157662671,0.9869709247353093,0.8360165702507882,0.9223889634045285,1.2624580598952875,1.3686829634599782
run1,development,3,2,3707,7.413999999999998,1.8653018969125315,0.9394904458598718,0.24726790816263655,0.32145645710997695,0.5999121202657665,0.1584160693829575,0.379164094824362,0.9223889634045285,1.2624580598952875,1.3686829634599782
run1,development,3,2,3949,7.898,1.1115433382512707,0.3258785942492013,0.5064906504986242,0.056087417000903805,0.1804809125091823,0.8531612359504451,0.5168210742298137,0.9433601625997395,1.3686829634599782,1.2911609829570985
run1,development,3,2,4079,8.158000000000001,0.044239389747352156,0.5344262295081981,0.33772662150275296,0.08360775924169683,0.45354684750287466,0.7811120445820195,0.6173294460424471,0.8369619913539309,1.2911609829570985,1.080652667454272
run1,development,3,2,4425,8.849999999999998,0.22366119805236284,0.07242990654205528,0.15830481319774226,0.3095361047080498,0.7438574316633502,0.1896239571290791,0.46674069439621463,0.9838719818457607,1.080652667454272,1.0632238816151425
run1,development,3,2,4652,9.303999999999998,1.8416191496379513,0.3376168224299052,0.22358516088805636,0.04434918882019989,0.6382316103030112,0.8838923162952298,0.7610619632991205,0.9838719818457607,1.080652667454272,1.0632238816151425
run1,development,3,2,4837,9.674,0.2045038990885887,0.5766666666666662,0.1774621121615164,0.041367322083228686,0.7128602708073204,0.8916989447625432,0.8022796077849318,0.9499631128890776,1.0632238816151425,1.1192264912072325
run1,development,3,2,5113,10.225999999999999,0.04790688567089022,0.03395061728395099,0.33405912557921486,0.3480153939661541,0.45948098056076103,0.08888386998842335,0.2741824252745922,0.900995302358331,1.1192264912072325,1.242211239367938
run1,development,3,2,5340,10.68,1.6090042820496189,0.3842592592592595,0.00902970670027603,0.002293248009154425,0.9853896276505107,0.9939961987674006,0.9896929132089557,0.900995302358331,1.1192264912072325,1.242211239367938
run1,development,3,2,5646,11.291999999999998,1.660518731732595,0.896907216494844,0.0424847429827,0.27887322774494905,0.9312582418506878,0.2699004112113331,0.6005793265310104,0.9383081226030722,1.242211239367938,1.1655768958877655
run1,development,3,2,5809,11.617999999999999,0.716715446551721,0.16043613707165072,0.33474943530161594,0.22152987417845438,0.4583640359671516,0.4200272598773187,0.43919564792223514,0.8849693694559447,1.1655768958877655,1.0314998506062132
run1,development,3,2,6047,12.094000000000001,0.03485178257626821,0.5250000000000021,0.3471142286738369,0.09303398874989277,0.4383573800270286,0.7564338553438054,0.5973956176854169,0.9883728219732298,1.0314998506062132,1.0436343732589517
run1,development,3,2,6358,12.716000000000001,1.9364555730829034,0.9137500000000021,0.3184215843330085,0.29571601125010716,0.48478305379760134,0.22580543152967303,0.3552942426636372,0.9883728219732298,1.0314998506062132,1.0436343732589517
run1,development,3,2,6509,13.018,0.628160981799266,0.12974683544303822,0.24619497054916095,0.2522191758070669,0.6016481697921783,0.3396816251226137,0.470664897457396,0.9090498780473413,1.0436343732589517,1.1480496268265288
