run,arm,n,median_error_plain,median_flow_fraction,median_target_phase,median_signed_phase_offset
double1,1,259,0.0264797507788162,0.985787824529991,0.4890909090909091,-0.010909090909090924
double1,2,268,0.018148880105401846,0.9769382273711937,0.5086661013464899,0.008666101346489874
double2,1,278,0.02522596228767337,0.9880997899444666,0.4864129988874412,-0.013587001112558783
double2,2,287,0.014492753623188406,0.9815684267422875,0.5027223230490018,0.0027223230490017736
double3,1,266,0.03649683649683649,0.9779761389080908,0.48574427739401327,-0.014255722605986731
double3,2,244,0.019320028437944343,0.9674479765241762,0.502385333605943,0.0023853336059428965
double4,1,250,0.027027114770277638,0.9844897247902338,0.4810126582278481,-0.01898734177215189
double4,2,257,0.010018214936247723,0.9810422654175931,0.5027223230490018,0.0027223230490017736
