split,cycle,start_sample,stop_sample,start_time_s,stop_time_s,period_s,p_AA,p_AB,p_BB,p_BA,all_four_seen,completion_u,transition_count,inequality,phi_template_distance,equal_template_distance,paired_template_distance,linear_template_distance,parent_amplitude,parent_retention,period_retention,child_allocation_retention,one_wave_phi_distance,one_wave_equal_distance
frozen,4,4547,5622,9.094,11.244,2.1500000000000004,0.4669767441860465,0.0,0.39813953488372095,0.13488372093023257,False,nan,5,0.2840788544197951,0.3372522340693468,0.36511627906976746,0.13488372093023254,0.2651162790697674,0.4552229040743785,0.9853204978328585,0.8613953488372093,0.8967823597368024,0.10661717404080288,0.03302325581395349
frozen,5,5622,6548,11.244,13.096,1.8520000000000003,0.5172786177105831,0.052915766738660906,0.296976241900648,0.132829373650108,True,0.6360691144708424,5,0.1883399001297673,0.28639081461081045,0.3142548596112311,0.20302375809935205,0.21425485961123109,0.4620049060946245,0.9537253658090433,0.8566142460684557,0.7171445525801045,0.1029151982531346,0.07937365010799136
frozen,6,6548,7629,13.096,15.258,2.161999999999999,0.36725254394079554,0.18316373728029603,0.4495837187789084,0.0,False,nan,5,0.25110525329915334,0.28897221771928333,0.31683626271970394,0.18316373728029603,0.21683626271970396,0.4406257980706685,0.8708338779614467,0.9773960216998189,0.9253353585605719,0.095856644445379,0.10938945420906569
frozen,7,7629,8735,15.258,17.47,2.2119999999999997,0.43037974683544306,0.10849909584086799,0.45027124773960214,0.0108499095840868,True,0.5497287522603979,6,0.26986645013859645,0.35278694957462453,0.3806509945750452,0.11934900542495479,0.28065099457504517,0.3837118724637376,0.7847487970327162,0.8887884267631109,0.8365412739905702,0.11795154470399309,0.10171790235081374
frozen,8,8735,9718,17.47,19.436,1.966000000000001,0.4262461851475076,0.17192268565615462,0.29094608341810785,0.11088504577822991,True,0.6500508646998983,7,0.08442625490245714,0.18932822356519483,0.21719226856561547,0.28280773143438453,0.12807731434384534,0.488961402571912,0.865304807639955,0.9051565377532231,0.8852565435609786,0.09268529375848071,0.15895218718209564
frozen,9,9718,10804,19.436,21.608,2.1720000000000006,0.3821362799263352,0.10128913443830571,0.40239410681399634,0.1141804788213628,True,0.6362799263351749,8,0.12456281002722791,0.25666634173991093,0.2845303867403315,0.21546961325966849,0.1858195211786372,0.42310065239585093,0.8391467362901722,0.9899726526891529,0.8738649355097026,0.1773063861391873,0.15285451197053407
frozen,10,10804,11901,21.608,23.802,2.193999999999999,0.4594348222424795,0.03555150410209663,0.4512306289881495,0.053783044667274384,True,0.5077484047402006,7,0.28425574010404875,0.3828014062302084,0.410665451230629,0.08933454876937101,0.31066545123062894,0.35504353158022095,0.7671114228988954,0.9425706472196911,0.6570328079569919,0.12304766240531873,0.12260711030082043
frozen,11,11901,12935,23.802,25.87,2.0680000000000014,0.2940038684719536,0.17408123791102514,0.2736943907156673,0.25822050290135395,True,0.5947775628626693,8,0.012838709672412296,0.12374550834875124,0.07591876208897486,0.43230174081237915,0.14777562862669247,0.4628317620907274,0.9410818666886128,0.9883945841392628,0.8147902811266262,0.1247126263371458,0.08462282398452613
frozen,12,12935,13957,25.87,27.913999999999998,2.043999999999997,0.27690802348336596,0.15753424657534246,0.4589041095890411,0.10665362035225048,True,0.6330724070450098,7,0.1034617665117532,0.20794808807198642,0.23581213307240706,0.26418786692759294,0.1424657534246575,0.4355625786311217,0.9068244193054595,0.9282470481380541,0.7895561942443359,0.10505798776673923,0.0738747553816047
frozen,13,13957,15058,27.913999999999998,30.116,2.2020000000000017,0.47411444141689374,0.0,0.40599455040871935,0.11989100817438691,False,nan,5,0.2973252918979874,0.3522449468251925,0.3801089918256131,0.11989100817438691,0.2801089918256131,0.3949787824383555,0.8541654841134505,0.8346957311534966,0.8478561877173685,0.09908188626042828,0.13578564940962762
frozen,14,15058,15977,30.116,31.954,1.838000000000001,0.42219804134929273,0.11860718171926006,0.3057671381936888,0.15342763873775844,True,0.6289445048966268,7,0.08617266850107608,0.2001011345425609,0.2279651795429815,0.2720348204570185,0.14657236126224155,0.4624148245094557,0.926714588717485,0.8431192660550464,0.7849247786285452,0.08369935471540814,0.10146898803046789
frozen,15,15977,17067,31.954,34.134,2.1799999999999997,0.3596330275229358,0.1651376146788991,0.4743119266055046,0.0009174311926605505,True,0.9990825688073395,6,0.2603329641978207,0.3060809091280198,0.3339449541284404,0.16605504587155961,0.23394495412844035,0.4285265639121483,0.9106438674412323,0.9945255474452552,0.8660249112703409,0.15868912221298725,0.12935779816513762
frozen,16,17067,18163,34.134,36.326,2.192,0.4425182481751825,0.08576642335766424,0.4197080291970803,0.05200729927007299,True,0.5364963503649635,7,0.21404251727002344,0.33436223237184215,0.36222627737226276,0.13777372262773724,0.26222627737226273,0.3902350874622611,0.8324304402300915,0.886861313868611,0.849707879006338,0.1035939720077199,0.11131386861313866
frozen,17,18163,19135,36.326,38.269999999999996,1.9439999999999955,0.42386831275720166,0.16872427983539096,0.2880658436213992,0.11934156378600823,True,0.6522633744855967,7,0.07936421431657481,0.18407011137818022,0.21193415637860083,0.28806584362139914,0.13127572016460903,0.46879002569199235,0.9119854141768389,0.8933823529411736,0.8873305495037521,0.07707422660451765,0.1440329218106996
frozen,18,19135,20223,38.269999999999996,40.446,2.176000000000002,0.3786764705882353,0.12224264705882353,0.4007352941176471,0.09834558823529412,True,0.6479779411764706,8,0.12054069071159801,0.25154771970546175,0.27941176470588236,0.22058823529411764,0.17941176470588233,0.4275296657426826,0.8202663488147834,0.9881925522252515,0.8793209381845382,0.17946961330850808,0.17463235294117646
frozen,19,20223,21324,40.446,42.647999999999996,2.201999999999998,0.45231607629427795,0.049954586739327886,0.4477747502270663,0.049954586739327886,True,0.5149863760217984,7,0.2656544570016154,0.3722267815209236,0.4000908265213442,0.09990917347865577,0.30009082652134417,0.35068819792875505,0.753767753949822,0.9164396003633072,0.7193343469177043,0.13929724327057463,0.09037238873751136
frozen,20,21324,22333,42.647999999999996,44.666,2.0180000000000007,0.3419226957383548,0.17244796828543113,0.27750247770069375,0.20812685827552033,True,0.6114965312190287,7,0.024405475133027155,0.13160444395037826,0.11942517343904856,0.3805748265609515,0.14995044598612486,0.46524701553112635,0.9333492879724408,0.9655502392344485,0.834440276743756,0.10980067784532375,0.10555004955401387
frozen,21,22333,23378,44.666,46.756,2.0900000000000034,0.3043062200956938,0.14736842105263157,0.4430622009569378,0.10526315789473684,True,0.6392344497607656,8,0.10417721760900756,0.21950437605221101,0.24736842105263163,0.2526315789473684,0.15263157894736845,0.43423797067727987,0.8605680843412121,0.9491371480472321,0.8191969892529193,0.13794687249412435,0.08181818181818183
frozen,22,23378,24479,46.756,48.958,2.201999999999998,0.47956403269754766,0.0,0.40962761126248864,0.11080835603996367,False,nan,5,0.3062154571379392,0.36132759895961564,0.3891916439600363,0.11080835603996368,0.28919164396003627,0.3736913385739622,0.809358097690712,0.850136239782017,0.8063211765527842,0.09759802144744253,0.10308810172570392
frozen,23,24479,25415,48.958,50.83,1.8719999999999999,0.39636752136752135,0.13675213675213677,0.29914529914529914,0.16773504273504272,True,0.6260683760683761,7,0.06270325294702317,0.16764877551239987,0.19551282051282048,0.3044871794871795,0.13589743589743591,0.4617132263706152,0.9231225159571853,0.8642659279778377,0.7876979899140564,0.08914470129241955,0.10256410256410257
frozen,24,25415,26498,50.83,52.996,2.166000000000004,0.3481071098799631,0.16251154201292706,0.4856879039704525,0.003693444136657433,True,0.9963065558633426,6,0.25407690662529236,0.30593096884999493,0.33379501385041555,0.16620498614958448,0.2337950138504155,0.42621787517795173,0.917289824724036,0.9872379216043794,0.8358479560220899,0.18374185544636043,0.16020313942751618
frozen,25,26498,27595,52.996,55.19,2.1939999999999955,0.4439380127620784,0.07383773928896992,0.41020966271649956,0.07201458523245215,True,0.5268915223336372,7,0.20080737689567485,0.3262836304781573,0.35414767547857795,0.14585232452142205,0.2541476754785779,0.3909653200162344,0.8449317604782757,0.8769371011850517,0.8599895386586363,0.11127334308610885,0.11804922515952598
frozen,26,27595,28557,55.19,57.114,1.9239999999999995,0.4230769230769231,0.16112266112266113,0.2910602910602911,0.12474012474012475,True,0.6476091476091476,7,0.07886925210223583,0.18627316913679354,0.21413721413721415,0.28586278586278585,0.13887733887733889,0.4627182197470332,0.9232953018878326,0.8841911764705872,0.8838911734132322,0.08024406310768747,0.14397089397089394
frozen,27,28557,29645,57.114,59.29,2.176000000000002,0.3704044117647059,0.13786764705882354,0.4071691176470588,0.08455882352941177,True,0.6580882352941176,8,0.12299375522881517,0.24970948441134408,0.2775735294117647,0.22242647058823528,0.17757352941176469,0.4272255583903375,0.8174457648831969,0.9890909090909087,0.8848462566844919,0.18222696624968454,0.17463235294117646
frozen,28,29645,30745,59.29,61.49,2.200000000000003,0.4490909090909091,0.06,0.44363636363636366,0.04727272727272727,True,0.52,7,0.25474069140967714,0.3648632277268521,0.39272727272727276,0.10727272727272726,0.2927272727272727,0.3492337233560403,0.7483841585802855,0.9036363636363622,0.7581781598683007,0.13682923897695726,0.12727272727272726
frozen,29,30745,31739,61.49,63.478,1.9879999999999995,0.369215291750503,0.1720321931589537,0.28169014084507044,0.17706237424547283,True,0.6237424547283702,7,0.03765546536760078,0.13579210709475498,0.15090543259557343,0.34909456740442657,0.15372233400402416,0.46665034174233533,0.9259043424361856,0.9368520263901946,0.8490793962644861,0.09655669461990586,0.12223340040241448
frozen,30,31739,32800,63.478,65.60000000000001,2.122000000000007,0.32516493873704055,0.13949104618284638,0.43261074458058435,0.10273327049952875,True,0.6437323279924599,8,0.10817315794286053,0.22991163831720424,0.2577756833176249,0.2422243166823751,0.16050895381715363,0.43207357781855826,0.8276207813986658,0.9645454545454565,0.8406194841915859,0.14627915757861948,0.10791705937794535
frozen,31,32800,33900,65.60000000000001,67.80000000000001,2.200000000000003,0.48454545454545456,0.0,0.41363636363636364,0.10181818181818182,False,nan,5,0.31556390668728396,0.3703177731813976,0.3981818181818182,0.10181818181818181,0.29818181818181816,0.3575930720959124,0.7738487433159307,0.8636363636363587,0.7786602870813397,0.1025794432953494,0.0590909090909091
frozen,32,33900,34850,67.80000000000001,69.7,1.8999999999999915,0.3821052631578947,0.14842105263157895,0.29473684210526313,0.17473684210526316,True,0.6242105263157894,7,0.050961450458669844,0.14897806026273724,0.17684210526315786,0.32315789473684214,0.1431578947368421,0.4620968570209616,0.9196567500311519,0.8812615955473034,0.831840640562445,0.09094407151284242,0.1005263157894737
frozen,33,34850,35928,69.7,71.85600000000001,2.156000000000006,0.3404452690166976,0.15955473098330242,0.4517625231910946,0.04823747680890538,True,0.6873840445269017,8,0.15971719788147332,0.2643437472073716,0.2922077922077922,0.2077922077922078,0.1922077922077922,0.4249704937275074,0.9068626056476717,0.9808917197452286,0.8600203254434373,0.18527079741851568,0.1697588126159555
frozen,34,35928,37027,71.85600000000001,74.054,2.1979999999999933,0.44767970882620567,0.060964513193812554,0.4103730664240218,0.08098271155595996,True,0.5195632393084623,7,0.20694892605029935,0.3301887302498069,0.3580527752502275,0.1419472247497725,0.25805277525022746,0.3853898492651049,0.8349523351775234,0.8689717925386791,0.8539891095665264,0.11880008437464161,0.14058234758871702
frozen,35,37027,37982,74.054,75.96400000000001,1.9100000000000108,0.4198952879581152,0.15392670157068064,0.29214659685863875,0.13403141361256546,True,0.6429319371727749,7,0.07577311429745592,0.18417783981633332,0.21204188481675396,0.28795811518324604,0.14607329842931938,0.46157107780669326,0.9247573658342032,0.8785648574057118,0.8754032665918494,0.08156003876921286,0.14057591623036647
frozen,36,37982,39069,75.96400000000001,78.138,2.1739999999999924,0.36522539098436063,0.14259429622815087,0.41674333026678934,0.07543698252069918,True,0.6660533578656854,8,0.13053032364222783,0.2541046762507293,0.28196872125114997,0.21803127874885003,0.18196872125114996,0.42684125405777174,0.8172467814838013,0.9881818181818135,0.8965141757966045,0.1889685715854711,0.1761729530818767
frozen,37,39069,40169,78.138,80.33800000000001,2.200000000000003,0.4481818181818182,0.06181818181818182,0.43727272727272726,0.05272727272727273,True,0.5209090909090909,7,0.2435709846804085,0.3575905004541248,0.38545454545454544,0.11454545454545456,0.2854545454545454,0.3488346410832235,0.7488905927710744,0.8936363636363598,0.7818903172107649,0.1341019662496845,0.11909090909090911
frozen,38,40169,41152,80.33800000000001,82.304,1.965999999999994,0.38250254323499494,0.1698880976602238,0.28484231943031535,0.16276703967446593,True,0.62970498474059,7,0.0464201261280448,0.13948081766488965,0.1673448626653103,0.3326551373346897,0.14760935910478126,0.46580187339842505,0.9255848054898593,0.9195509822263748,0.8573399807960778,0.0890968797796947,0.12639877924720244
frozen,39,41152,42221,82.304,84.44200000000001,2.1380000000000052,0.3376987839101964,0.1384471468662301,0.4275023386342376,0.09635173058933583,True,0.6492048643592142,8,0.11340505526546218,0.2373370775440134,0.26520112254443406,0.23479887745556596,0.16520112254443403,0.4311391363862933,0.8111071721997043,0.9709355131698487,0.8472355686513409,0.15812441713836556,0.13517305893358278
frozen,40,42221,43322,84.44200000000001,86.644,2.201999999999998,0.4904632152588556,0.0,0.4159854677565849,0.09355131698455948,False,nan,5,0.3248783306000682,0.37858463801501985,0.40644868301544057,0.09355131698455948,0.3064486830154405,0.349700045738909,0.7574611846306661,0.8701180744777468,0.7668289787799666,0.11568234772107415,0.07856494096276112
frozen,41,43322,44280,86.644,88.56,1.9159999999999968,0.38100208768267224,0.1524008350730689,0.29227557411273486,0.174321503131524,True,0.6252609603340292,7,0.04898912191757432,0.1463775403624194,0.1732776617954071,0.3267223382045929,0.14467640918580377,0.461673882219352,0.9215122504885259,0.8903345724907045,0.8452340300036476,0.08896626687598934,0.10490605427974947
frozen,42,44280,45356,88.56,90.712,2.152000000000001,0.3382899628252788,0.15520446096654275,0.44423791821561337,0.062267657992565055,True,0.6775092936802974,8,0.142223361403361,0.25466383604047155,0.28252788104089216,0.2174721189591078,0.18252788104089218,0.42543813819572973,0.8862920307073627,0.9790718835304794,0.8618861012546045,0.17938077665860647,0.16171003717472118
frozen,43,45356,46455,90.712,92.91000000000001,2.1980000000000075,0.454049135577798,0.04913557779799818,0.4121929026387625,0.08462238398544131,True,0.5150136487716106,7,0.22033889835346088,0.3383779932161399,0.36624203821656054,0.13375796178343946,0.26624203821656045,0.3770624314418529,0.8168621230259753,0.868971792538667,0.8395171240871044,0.12121870212569102,0.14058234758871702
frozen,44,46455,47410,92.91000000000001,94.82000000000001,1.9099999999999966,0.41256544502617803,0.15287958115183245,0.2931937172774869,0.14136125654450263,True,0.6376963350785341,7,0.07041167089904532,0.17789511730324428,0.20575916230366492,0.2942408376963351,0.1471204188481675,0.46159862333323387,0.9244172580020558,0.8809963099631013,0.8688394737350514,0.07737155709382022,0.13219895287958117
frozen,45,47410,48494,94.82000000000001,96.988,2.167999999999992,0.35885608856088563,0.14575645756457564,0.42435424354243545,0.07103321033210332,True,0.6697416974169742,8,0.13432953535605818,0.2553462871029004,0.2832103321033211,0.21678966789667892,0.18321033210332105,0.4267097336792318,0.8189287311100432,0.9854545454545406,0.9059376048305938,0.18436026883271034,0.17896678966789667
frozen,46,48494,49594,96.988,99.188,2.200000000000003,0.4490909090909091,0.06,0.42818181818181816,0.06272727272727273,True,0.52,7,0.23162669686935422,0.34940868227230665,0.37727272727272726,0.12272727272727274,0.2772727272727272,0.34944486075423775,0.7542158075109655,0.8845454545454525,0.8010417639914043,0.1313746935224118,0.1263636363636364
frozen,47,49594,50567,99.188,101.134,1.945999999999998,0.39157245632065774,0.16649537512846865,0.2867420349434738,0.1551901336073998,True,0.6351490236382322,7,0.0529076246755773,0.1504504462637109,0.17831449126413154,0.3216855087358685,0.1419321685508736,0.4633221118865998,0.9238438695036719,0.9034354688950735,0.8614866960391099,0.0812345459002498,0.131294964028777
frozen,48,50567,51644,101.134,103.28800000000001,2.1540000000000106,0.34447539461467036,0.14020427112349118,0.42525533890436396,0.09006499535747446,True,0.6555246053853296,8,0.11779240078962172,0.24186668851861373,0.2697307335190343,0.23026926648096568,0.1697307335190343,0.4280372926719296,0.8117102297214731,0.979090909090919,0.8644753946146704,0.16607968212712187,0.13602599814298977
frozen,49,51644,52744,103.28800000000001,105.488,2.1999999999999886,0.48,0.013636363636363636,0.41909090909090907,0.08727272727272728,True,0.5081818181818182,7,0.2871811092315104,0.37122686409048844,0.39909090909090905,0.10090909090909093,0.2990909090909091,0.3474422491640894,nan,nan,nan,0.11955651170422998,0.08272727272727272
