run,regime,arm,event_local,left_index,right_index,target_index,pred_index,left_time_s,right_time_s,target_time_s,pred_time_s,duration_s,direction,left_angle_rad,right_angle_rad,target_speed_rad_s,pred_speed_rad_s,flow_fraction,target_phase,pred_phase,error_plain,error_left,error_right,wrong_pred_index,error_wrong,event_id
run2,free,1,28,17190,17422,17283,17306.0,17.1899,17.4219,17.282899999999998,17.3059,0.23199999999999932,increasing,-0.39809639513446937,0.012352681488262185,2.936433811306511,2.7976662196536983,0.9527428164331514,0.40086206896551724,0.5,0.09913793103448276,0.40086206896551724,0.5991379310344828,17569.5,1.2349137931034482,301
run2,free,1,29,17422,17949,17682,17685.5,17.4219,17.948900000000002,17.6819,17.685399999999998,0.527000000000001,decreasing,0.012352681488262185,0.009525251156909498,2.235054534426432,2.2004150504627322,0.9845017276177608,0.49335863377609107,0.5,0.006641366223908918,0.49335863377609107,0.5066413662239089,17795.5,0.21537001897533206,302
run2,free,1,30,17949,18169,18071,18059.0,17.948900000000002,18.1689,18.0709,18.0589,0.21999999999999886,increasing,0.009525251156909498,0.3551004393615371,2.570020168185367,2.47395473560725,0.9626207475850486,0.5545454545454546,0.5,0.05454545454545454,0.5545454545454546,0.44545454545454544,18339.5,1.2204545454545455,303
run2,free,1,31,18169,18730,18288,18449.5,18.1689,18.7299,18.2879,18.4494,0.5609999999999999,decreasing,0.3551004393615371,-0.2774592371195497,3.6271466905670335,0.25734624534555584,0.07095005173483204,0.21212121212121213,0.5,0.2878787878787879,0.21212121212121213,0.7878787878787878,18781.0,0.8787878787878788,304
run2,free,1,32,18730,19393,18864,19061.5,18.7299,19.392899999999997,18.8639,19.0614,0.6629999999999967,increasing,-0.2774592371195497,0.23823319333733384,3.116659378561302,1.9753483820177333,0.6338031020026271,0.20211161387631976,0.5,0.29788838612368024,0.20211161387631976,0.7978883861236803,19347.0,0.7285067873303167,305
run2,free,1,33,19393,19964,19850,19678.5,19.392899999999997,19.963900000000002,19.849899999999998,19.6784,0.5710000000000051,decreasing,0.23823319333733384,-0.4152180747959653,3.111720140243456,0.3880090923433891,0.12469279847031227,0.8003502626970228,0.5,0.30035026269702275,0.8003502626970228,0.19964973730297722,19959.0,0.19089316987740806,306
run2,free,1,34,19964,20525,20080,20244.5,19.963900000000002,20.524900000000002,20.079900000000002,20.2444,0.5609999999999999,increasing,-0.4152180747959653,0.2493858470646395,2.9893358160268266,0.17096593691896994,0.0571919474561421,0.20677361853832443,0.5,0.29322638146167557,0.20677361853832443,0.7932263814616756,20580.5,0.8921568627450981,307
run2,free,1,35,20525,21197,21060,20861.0,20.524900000000002,21.1969,21.0599,20.8609,0.671999999999997,decreasing,0.2493858470646395,-0.2336340202541498,2.529734260459893,1.7014691581400525,0.6725880993645292,0.7961309523809523,0.5,0.2961309523809524,0.7961309523809523,0.20386904761904762,21137.0,0.11458333333333333,308
run2,free,1,36,21197,21749,21618,21473.0,21.1969,21.7489,21.6179,21.472900000000003,0.5519999999999996,increasing,-0.2336340202541498,0.3130030979260501,3.24455313989582,0.11177181126507772,0.03444906168763401,0.7626811594202898,0.5,0.26268115942028986,0.7626811594202898,0.23731884057971014,21952.5,0.6059782608695652,309
run2,free,1,37,22465,22708,22600,22586.5,22.4649,22.707900000000002,22.599899999999998,22.5864,0.2430000000000021,decreasing,0.009054009407021724,-0.3231694102045104,2.2499947385335606,2.179052234450581,0.9684699244544828,0.5555555555555556,0.5,0.05555555555555555,0.5555555555555556,0.4444444444444444,22855.0,1.0493827160493827,310
run2,free,1,38,22708,23245,22821,22976.5,22.707900000000002,23.2449,22.8209,22.9764,0.536999999999999,increasing,-0.3231694102045104,0.2976092947891442,2.448757524623098,0.43285448172542607,0.17676494196461903,0.21042830540037244,0.5,0.28957169459962756,0.21042830540037244,0.7895716945996276,23308.0,0.9068901303538175,311
run2,free,1,39,23245,23908,23374,23576.5,23.2449,23.907899999999998,23.3739,23.5764,0.6629999999999967,decreasing,0.2976092947891442,-0.16907429169402333,2.4802047265182576,1.0412805543724215,0.4198365333470613,0.19457013574660634,0.5,0.3054298642533937,0.19457013574660634,0.8054298642533937,23865.5,0.7413273001508296,312
run2,free,1,40,23908,24486,24345,24197.0,23.907899999999998,24.4859,24.344900000000003,24.1969,0.578000000000003,increasing,-0.16907429169402333,0.32462699113828153,2.8043257440994345,0.05820897397098548,0.020756851836297063,0.7560553633217993,0.5,0.2560553633217993,0.7560553633217993,0.24394463667820068,24464.0,0.20588235294117646,313
run2,free,1,41,24486,25020,24898,24753.0,24.4859,25.0199,24.8979,24.752899999999997,0.5339999999999989,decreasing,0.32462699113828153,-0.19436411189995528,1.600893117402055,0.39269908169872414,0.24530000000000002,0.7715355805243446,0.5,0.27153558052434457,0.7715355805243446,0.22846441947565543,24855.0,0.08052434456928839,314
run2,free,1,42,25020,25224,25110,25122.0,25.0199,25.2239,25.109899999999996,25.121899999999997,0.20400000000000063,increasing,-0.19436411189995528,-0.018277846793460117,1.3845307851641466,1.3473207286095292,0.973124428179323,0.4411764705882353,0.5,0.058823529411764705,0.4411764705882353,0.5588235294117647,25641.5,2.605392156862745,315
run2,free,1,43,25952,26263,26098,26107.5,25.951900000000002,26.262900000000002,26.097900000000003,26.1074,0.31099999999999994,decreasing,0.3037354001604742,-0.1632623448021837,2.5384556024481197,2.5089923657174302,0.9883932432372365,0.4694533762057878,0.5,0.03054662379421222,0.4694533762057878,0.5305466237942122,26579.0,1.5466237942122187,316
run2,free,1,44,26263,27206,27057,26734.5,26.262900000000002,27.2059,27.0569,26.734399999999997,0.9429999999999978,increasing,-0.1632623448021837,0.26635044785989637,1.9530789872284022,0.3899737949307633,0.19967128696836361,0.8419936373276776,0.5,0.3419936373276776,0.8419936373276776,0.15800636267232238,26993.0,0.06786850477200425,317
run2,free,1,45,27206,27723,27589,27464.5,27.2059,27.722900000000003,27.588900000000002,27.4644,0.517000000000003,decreasing,0.26635044785989637,-0.2661495039084629,1.8658492953692944,0.9284335101523944,0.49759297948478526,0.7408123791102514,0.5,0.24081237911025144,0.7408123791102514,0.25918762088974856,27932.0,0.6634429400386848,318
run2,free,1,46,27723,28658,27829,28190.5,27.722900000000003,28.657899999999998,27.828899999999997,28.1904,0.9349999999999952,increasing,-0.2661495039084629,0.24922876788543036,1.5152376142716042,0.7345220293944261,0.48475699288096213,0.11336898395721925,0.5,0.3866310160427808,0.11336898395721925,0.8866310160427807,28420.0,0.6320855614973262,319
run2,free,1,47,28658,29117,28809,28887.5,28.657899999999998,29.1169,28.8089,28.8874,0.4590000000000032,decreasing,0.24922876788543036,-0.20944375770762447,2.155713165775247,1.5101261102777765,0.7005227477630116,0.3289760348583878,0.5,0.1710239651416122,0.3289760348583878,0.6710239651416122,29282.0,1.0305010893246187,320
run2,free,1,48,29117,29906,29335,29511.5,29.1169,29.905900000000003,29.334899999999998,29.5114,0.7890000000000015,increasing,-0.20944375770762447,0.17760045565396343,1.475757541145149,0.31570487110229634,0.21392733040504586,0.27629911280101394,0.5,0.22370088719898606,0.27629911280101394,0.7237008871989861,29773.0,0.5551330798479087,321
run2,free,1,49,29906,30429,30289,30167.5,29.905900000000003,30.4289,30.288899999999998,30.1674,0.5229999999999961,decreasing,0.17760045565396343,-0.2831141047140022,1.8222695206437312,0.998649983598529,0.5480254003511774,0.7323135755258127,0.5,0.2323135755258126,0.7323135755258127,0.2676864244741874,30629.5,0.6510516252390057,322
run2,free,1,50,30429,31353,30564,30891.0,30.4289,31.352899999999998,30.563899999999997,30.890900000000002,0.9239999999999995,increasing,-0.2831141047140022,0.1532531124588563,1.4081965635861493,0.5066431192087784,0.35978153356556136,0.1461038961038961,0.5,0.3538961038961039,0.1461038961038961,0.8538961038961039,31124.0,0.6060606060606061,323
run2,free,1,51,31353,31819,31524,31586.0,31.352899999999998,31.8189,31.523899999999998,31.585900000000002,0.4660000000000011,decreasing,0.1532531124588563,-0.23850348947547584,1.4418030168843132,1.2337388680450019,0.8556916954654937,0.3669527896995708,0.5,0.13304721030042918,0.3669527896995708,0.6330472103004292,31784.5,0.5590128755364807,324
run2,free,1,52,31819,32216,32027,32017.5,31.8189,32.2159,32.0269,32.017399999999995,0.39699999999999847,increasing,-0.23850348947547584,0.14822656433855563,1.6929116900361725,1.6633922100939293,0.9825628943813293,0.5239294710327456,0.5,0.02392947103274559,0.5239294710327456,0.4760705289672544,32476.5,1.1322418136020151,325
run2,free,1,53,32216,33134,32971,32675.0,32.2159,33.1339,32.9709,32.6749,0.9179999999999993,decreasing,0.14822656433855563,-0.2504415409236187,1.4141126456561908,0.16785837870400266,0.11870226832326454,0.8224400871459695,0.5,0.3224400871459695,0.8224400871459695,0.1775599128540305,32920.0,0.05555555555555555,326
run2,free,1,54,33134,33624,33331,33379.0,33.1339,33.6239,33.3309,33.3789,0.490000000000002,increasing,-0.2504415409236187,0.18922434849418712,1.2690910751870865,1.221079234137824,0.9621683250414595,0.4020408163265306,0.5,0.09795918367346938,0.4020408163265306,0.5979591836734693,33825.5,1.0091836734693878,327
run2,free,1,55,33624,34517,33749,34070.5,33.6239,34.5169,33.7489,34.0704,0.8930000000000007,decreasing,0.18922434849418712,-0.21572694235121004,0.8114735122580053,0.20595805298125147,0.25380748708377776,0.13997760358342665,0.5,0.36002239641657335,0.13997760358342665,0.8600223964165733,34286.5,0.6019036954087346,328
run2,free,1,56,34517,34949,34715,34733.0,34.5169,34.9489,34.7149,34.7329,0.43200000000000216,increasing,-0.21572694235121004,0.19880620625814238,1.629231427321494,1.582613171811086,0.9713863514239657,0.4583333333333333,0.5,0.041666666666666664,0.4583333333333333,0.5416666666666666,35177.0,1.0694444444444444,329
run2,free,1,57,34949,35837,35677,35393.0,34.9489,35.8369,35.676899999999996,35.3929,0.8879999999999981,decreasing,0.19880620625814238,-0.19295039589552232,0.8509189202572571,0.09784210725999706,0.11498405421566675,0.8198198198198198,0.5,0.31981981981981983,0.8198198198198198,0.18018018018018017,35631.5,0.051238738738738736,330
run2,free,1,58,35837,36314,36122,36075.5,35.8369,36.3139,36.1219,36.0754,0.47699999999999676,increasing,-0.19295039589552232,0.2244101860912311,1.3692436600373923,1.3148448512316397,0.9602709069295475,0.5974842767295597,0.5,0.09748427672955975,0.5974842767295597,0.4025157232704403,36523.0,0.8406708595387841,331
run2,free,1,59,36314,37209,36470,36761.5,36.3139,37.2089,36.4699,36.761399999999995,0.8950000000000031,decreasing,0.2244101860912311,-0.1593353544960725,1.0188508562623646,0.16097183920193214,0.157993525953793,0.17430167597765364,0.5,0.3256983240223464,0.17430167597765364,0.8256983240223463,36985.5,0.575977653631285,332
run2,free,1,60,37209,37657,37438,37433.0,37.2089,37.6569,37.4379,37.4329,0.4480000000000004,increasing,-0.1593353544960725,0.22173983243699702,1.4112329241688697,1.3940329488772598,0.987812093243403,0.5111607142857143,0.5,0.011160714285714286,0.5111607142857143,0.4888392857142857,37869.0,0.9620535714285714,333
run2,free,1,61,37657,38529,37863,38093.0,37.6569,38.5289,37.862899999999996,38.0929,0.8719999999999999,decreasing,0.22173983243699702,-0.12383535787624078,1.10536427575171,0.13662583442688828,0.12360254209769446,0.23623853211009174,0.5,0.26376146788990823,0.23623853211009174,0.7637614678899083,38331.0,0.536697247706422,334
run2,free,1,62,38529,39005,38809,38767.0,38.5289,39.0049,38.8089,38.7669,0.4759999999999991,increasing,-0.12383535787624078,0.22582390275370967,1.249705362359364,1.154318288356038,0.9236723495982755,0.5882352941176471,0.5,0.08823529411764706,0.5882352941176471,0.4117647058823529,39006.5,0.41491596638655465,335
run2,free,1,63,39005,39484,39209,39244.5,39.0049,39.4839,39.20889999999999,39.2444,0.4789999999999992,decreasing,0.22582390275370967,-0.11943712795717376,1.1717696887767777,1.131971393070088,0.9660357354453882,0.42588726513569936,0.5,0.07411273486430063,0.42588726513569936,0.5741127348643006,39679.5,0.9822546972860126,336
run2,free,1,64,39484,40354,40157,39919.0,39.4839,40.3539,40.1569,39.9189,0.8700000000000045,increasing,-0.11943712795717376,0.21482832875558477,1.0968226841971627,0.16221202102471155,0.14789265700083992,0.7735632183908046,0.5,0.2735632183908046,0.7735632183908046,0.2264367816091954,40153.0,0.004597701149425287,337
run2,free,1,65,40354,40822,40571,40588.0,40.3539,40.82190000000001,40.5709,40.5879,0.4680000000000035,decreasing,0.21482832875558477,-0.14504110806381076,1.2387983649802021,1.233093201900955,0.9953945991207873,0.4636752136752137,0.5,0.03632478632478633,0.4636752136752137,0.5363247863247863,41027.0,0.9743589743589743,338
run2,free,1,66,40822,41700,41507,41261.0,40.82190000000001,41.69990000000001,41.506899999999995,41.2609,0.8780000000000001,increasing,-0.14504110806381076,0.20210487848832503,0.9229843662614952,0.16071829487547032,0.1741289460042018,0.7801822323462415,0.5,0.28018223234624146,0.7801822323462415,0.21981776765375854,41493.0,0.015945330296127564,339
run2,free,1,67,41700,42164,41924,41932.0,41.69990000000001,42.163900000000005,41.923899999999996,41.931900000000006,0.46399999999999864,decreasing,0.20210487848832503,-0.16389066370458494,1.2707337343287375,1.2640528380860219,0.9947424892703861,0.4827586206896552,0.5,0.017241379310344827,0.4827586206896552,0.5172413793103449,42370.5,0.9622844827586207,340
run2,free,1,68,42164,43041,42867,42602.5,42.163900000000005,43.0409,42.866899999999994,42.602399999999996,0.8769999999999953,increasing,-0.16389066370458494,0.1846690392250565,0.7718648005609463,0.15008665509836594,0.1944468189108918,0.8015963511972634,0.5,0.3015963511972634,0.8015963511972634,0.19840364880273662,42836.5,0.03477765108323831,341
run2,free,1,69,43041,43509,43271,43275.0,43.0409,43.508900000000004,43.270900000000005,43.274899999999995,0.4680000000000035,decreasing,0.1846690392250565,-0.17912738805692507,1.2510324361220901,1.239189276423869,0.9905332912590722,0.49145299145299143,0.5,0.008547008547008548,0.49145299145299143,0.5085470085470085,43712.5,0.9433760683760684,342
run2,free,1,70,43509,44384,43678,43946.5,43.508900000000004,44.383900000000004,43.6779,43.946400000000004,0.875,increasing,-0.17912738805692507,0.16346328896598994,0.6801554443139382,0.16634873780918494,0.24457458835307602,0.19314285714285714,0.5,0.3068571428571429,0.19314285714285714,0.8068571428571428,44180.0,0.5737142857142857,343
run2,free,1,71,44384,44851,44639,44617.5,44.383900000000004,44.8509,44.6389,44.617399999999996,0.46699999999999875,decreasing,0.16346328896598994,-0.1876096881820346,1.2250153323241888,1.2104253520575075,0.9880899610954255,0.5460385438972163,0.5,0.046038543897216275,0.5460385438972163,0.4539614561027837,45052.0,0.8843683083511777,344
run2,free,1,72,44851,45720,45035,45285.5,44.8509,45.7199,45.0349,45.2854,0.8689999999999998,increasing,-0.1876096881820346,0.14005842376311595,0.7938660681241054,0.17792722167009994,0.2241275056516013,0.21173762945914845,0.5,0.2882623705408516,0.21173762945914845,0.7882623705408516,45522.5,0.5609896432681243,345
run2,free,1,73,45720,46194,45981,45957.0,45.7199,46.193900000000006,45.9809,45.9569,0.47400000000000375,decreasing,0.14005842376311595,-0.19200791790385496,1.1537530556225368,1.1240313377503792,0.9742390993225838,0.5506329113924051,0.5,0.05063291139240506,0.5506329113924051,0.44936708860759494,46386.5,0.8554852320675106,346
run2,free,1,74,46194,47053,46390,46623.5,46.193900000000006,47.0529,46.389900000000004,46.6234,0.8589999999999947,increasing,-0.19200791790385496,0.11492568265400704,0.8968462584471472,0.20690301125631022,0.2307006460779068,0.2281722933643772,0.5,0.27182770663562283,0.2281722933643772,0.7718277066356228,46865.0,0.5529685681024447,347
run2,free,1,75,47053,47536,47320,47294.5,47.0529,47.535900000000005,47.3199,47.2944,0.4830000000000041,decreasing,0.11492568265400704,-0.1899658829902071,1.067890903821766,1.028233083158493,0.9628634156154474,0.5527950310559007,0.5,0.052795031055900624,0.5527950310559007,0.4472049689440994,47537.5,0.4503105590062112,348
run2,free,1,76,47536,48022,47742,47779.0,47.535900000000005,48.021899999999995,47.741899999999994,47.7789,0.48599999999999,increasing,-0.1899658829902071,0.09686152487742605,0.9804404503130595,0.9531531109192332,0.9721682847896439,0.42386831275720166,0.5,0.07613168724279835,0.42386831275720166,0.5761316872427984,48204.5,0.9516460905349794,349
run2,free,1,77,48022,48873,48678,48447.5,48.021899999999995,48.872899999999994,48.6779,48.4474,0.8509999999999991,decreasing,0.09686152487742605,-0.18493933480941527,0.9880879351641133,0.2123113505099662,0.21487090668170442,0.7708578143360753,0.5,0.2708578143360752,0.7708578143360753,0.2291421856639248,48690.5,0.014688601645123384,350
run2,free,1,78,48873,49359,49105,49116.0,48.872899999999994,49.3589,49.104899999999994,49.1159,0.4860000000000042,increasing,-0.18493933480941527,0.11712479750963967,1.0107217270900588,0.9869290819269266,0.97645974700511,0.4773662551440329,0.5,0.02263374485596708,0.4773662551440329,0.522633744855967,49543.5,0.9022633744855967,351
run2,free,1,79,49359,50214,50034,49786.5,49.3589,50.2139,50.033899999999996,49.7864,0.855000000000004,decreasing,0.11712479750963967,-0.17598579556990934,0.8236714291380636,0.2273036007188846,0.27596392527144953,0.7894736842105263,0.5,0.2894736842105263,0.7894736842105263,0.21052631578947367,50027.0,0.008187134502923977,352
run2,free,1,80,50214,50695,50450,50454.5,50.2139,50.6949,50.44990000000001,50.4544,0.48099999999999454,increasing,-0.17598579556990934,0.13157612354625536,1.0382455671950053,1.0295948159521604,0.9916679141080117,0.49064449064449067,0.5,0.009355509355509356,0.49064449064449067,0.5093555093555093,50882.0,0.8981288981288982,353
run2,free,1,81,50695,51550,51367,51122.5,50.6949,51.5499,51.366899999999994,51.1224,0.855000000000004,decreasing,0.13157612354625536,-0.1642048231280424,0.7144313190395224,0.20189502102992546,0.28259542331004195,0.7859649122807018,0.5,0.28596491228070176,0.7859649122807018,0.21403508771929824,51363.0,0.004678362573099415,354
run2,free,1,82,51550,52031,51781,51790.5,51.5499,52.030899999999995,51.780899999999995,51.7904,0.48099999999999454,increasing,-0.1642048231280424,0.14398541470537207,1.0409058535926599,1.020852443170819,0.9807346549617076,0.4802494802494803,0.5,0.01975051975051975,0.4802494802494803,0.5197505197505198,52218.5,0.9095634095634095,355
run2,free,1,83,52031,52887,52708,52459.0,52.030899999999995,52.886900000000004,52.7079,52.45889999999999,0.8560000000000088,decreasing,0.14398541470537207,-0.1506959748388632,0.5759740124651278,0.2119947536702246,0.3680630533362124,0.7908878504672897,0.5,0.2908878504672897,0.7908878504672897,0.2091121495327103,52698.5,0.011098130841121495,356
run2,free,1,84,52887,53366,53120,53126.5,52.886900000000004,53.3659,53.119899999999994,53.1264,0.4789999999999992,increasing,-0.1506959748388632,0.15183939609870567,1.031337866669152,1.0096972647867322,0.9790169617718866,0.48643006263048016,0.5,0.013569937369519834,0.48643006263048016,0.5135699373695198,53553.0,0.9039665970772442,357
run2,free,1,85,53366,54219,53546,53792.5,53.3659,54.2189,53.545899999999996,53.7924,0.8529999999999944,decreasing,0.15183939609870567,-0.13545925066281939,0.5398420222225049,0.21501736560032395,0.3982968289780542,0.21101992966002345,0.5,0.2889800703399766,0.21101992966002345,0.7889800703399765,54034.0,0.5720984759671747,358
run2,free,1,86,54219,54702,54472,54460.5,54.2189,54.7019,54.4719,54.4604,0.4830000000000041,increasing,-0.13545925066281939,0.15749426300857738,0.9950986106057711,0.9646367586182181,0.9693881072057681,0.5238095238095238,0.5,0.023809523809523808,0.5238095238095238,0.47619047619047616,54883.5,0.8519668737060041,359
run2,free,1,87,54702,55548,54899,55125.0,54.7019,55.547900000000006,54.898900000000005,55.124900000000004,0.8460000000000036,decreasing,0.15749426300857738,-0.11880880960333728,0.6264142314543374,0.2362857749044651,0.37720371447481904,0.23286052009456265,0.5,0.26713947990543735,0.23286052009456265,0.7671394799054374,55369.0,0.5555555555555556,360
run2,free,1,88,55548,56036,55814,55792.0,55.547900000000006,56.035900000000005,55.8139,55.791900000000005,0.48799999999999955,increasing,-0.11880880960333728,0.15937921838617397,0.940446431784284,0.9185943431549101,0.976764132553606,0.5450819672131147,0.5,0.045081967213114756,0.5450819672131147,0.45491803278688525,56209.0,0.8094262295081968,361
run2,free,1,89,56036,56870,56251,56453.0,56.035900000000005,56.869899999999994,56.250899999999994,56.45289999999999,0.833999999999989,decreasing,0.15937921838617397,-0.10215836849656101,0.6982558351684285,0.273950619732158,0.39233559668868007,0.2577937649880096,0.5,0.2422062350119904,0.2577937649880096,0.7422062350119905,56703.5,0.5425659472422062,362
run2,free,1,90,56870,57371,57139,57120.5,56.869899999999994,57.3709,57.1389,57.1204,0.5010000000000048,increasing,-0.10215836849656101,0.15827966099136193,0.8723415365391873,0.839703690156202,0.9625859310649492,0.5369261477045908,0.5,0.036926147704590816,0.5369261477045908,0.4630738522954092,57520.5,0.7614770459081837,363
run2,free,1,91,57371,58171,57589,57771.0,57.3709,58.170899999999996,57.5889,57.770900000000005,0.7999999999999972,decreasing,0.15827966099136193,-0.08597916650438764,0.7627199566853375,0.3447147837945261,0.4519545880149813,0.2725,0.5,0.2275,0.2725,0.7275,58038.5,0.561875,364
run2,free,1,92,58171,58706,58494,58438.5,58.170899999999996,58.70589999999999,58.493900000000004,58.4384,0.5349999999999966,increasing,-0.08597916650438764,0.15419559058637677,0.8050961833500803,0.7328306559553439,0.9102398832720424,0.6037383177570094,0.5,0.10373831775700934,0.6037383177570094,0.39626168224299063,58696.5,0.37850467289719625,365
run2,free,1,93,58706,59222,58945,58964.0,58.70589999999999,59.2219,58.9449,58.9639,0.5160000000000053,decreasing,0.15419559058637677,-0.09147695350552798,0.8053163203883876,0.7821132875895721,0.9711876784173141,0.4631782945736434,0.5,0.03682170542635659,0.4631782945736434,0.5368217054263565,nan,nan,366
run2,free,2,0,242,475,369,358.5,0.24200000000000088,0.47499999999999787,0.3689999999999998,0.3584999999999994,0.232999999999997,decreasing,0.11143974571711412,-0.618519514446561,6.272961419782702,5.16256426336409,0.8229867709823925,0.5450643776824035,0.5,0.045064377682403435,0.5450643776824035,0.45493562231759654,674.0,1.3090128755364807,367
run2,free,2,1,475,1106,610,790.5,0.47499999999999787,1.105999999999998,0.6099999999999994,0.7904999999999998,0.6310000000000002,increasing,-0.618519514446561,0.5158941815662814,7.47644490542913,3.3522671469433507,0.4483771617856841,0.21394611727416799,0.5,0.286053882725832,0.21394611727416799,0.786053882725832,927.0,0.5023771790808241,368
run2,free,2,2,1106,1379,1253,1242.5,1.105999999999998,1.3789999999999978,1.2530000000000001,1.2424999999999997,0.2729999999999997,decreasing,0.5158941815662814,-0.5906522207347589,7.358488643237691,6.761771039167272,0.9189075864622294,0.5384615384615384,0.5,0.038461538461538464,0.5384615384615384,0.46153846153846156,1782.5,1.9395604395604396,369
run2,free,2,3,1379,2459,1928,1919.0,1.3789999999999978,2.4589999999999996,1.9280000000000008,1.9190000000000005,1.0800000000000018,increasing,-0.5906522207347589,0.5551566479736727,7.1968964106258895,6.56160322034866,0.9117267841538961,0.5083333333333333,0.5,0.008333333333333333,0.5083333333333333,0.49166666666666664,2069.0,0.13055555555555556,370
run2,free,2,4,2459,2759,2605,2609.0,2.4589999999999996,2.7590000000000003,2.6050000000000004,2.608999999999998,0.3000000000000007,decreasing,0.5551566479736727,-0.712705893877752,8.948523089015497,8.830997537770319,0.9868664862261525,0.4866666666666667,0.5,0.013333333333333334,0.4866666666666667,0.5133333333333333,2939.5,1.115,371
run2,free,2,5,2759,3420,3299,3089.5,2.7590000000000003,3.419999999999998,3.2989999999999995,3.0894999999999992,0.6609999999999978,increasing,-0.712705893877752,0.5425749343043016,6.796326560751646,3.3588751329392537,0.49421920840833994,0.8169440242057489,0.5,0.31694402420574885,0.8169440242057489,0.18305597579425115,3439.0,0.2118003025718608,372
run2,free,2,6,3420,4119,3982,3769.5,3.419999999999998,4.119,3.9819999999999993,3.769499999999999,0.6990000000000016,decreasing,0.5425749343043016,-0.6581297219211342,7.6313784459351375,4.363160638632396,0.5717395185605607,0.804005722460658,0.5,0.3040057224606581,0.804005722460658,0.19599427753934193,4075.5,0.13376251788268956,373
run2,free,2,7,4119,4731,4623,4425.0,4.119,4.730999999999998,4.623000000000001,4.425000000000001,0.6119999999999983,increasing,-0.6581297219211342,0.5626006681511315,6.305969570290204,3.0734920481883767,0.48739405002344993,0.8235294117647058,0.5,0.3235294117647059,0.8235294117647058,0.17647058823529413,4767.5,0.2361111111111111,374
run2,free,2,8,4731,5416,5275,5073.5,4.730999999999998,5.416,5.274999999999999,5.073499999999999,0.6850000000000023,decreasing,0.5626006681511315,-0.5150053822322338,6.143571792743822,3.8860328130435957,0.6325364045771211,0.7941605839416058,0.5,0.2941605839416058,0.7941605839416058,0.20583941605839415,5391.5,0.17007299270072992,375
run2,free,2,9,5416,6052,5904,5734.0,5.416,6.052,5.904,5.733999999999998,0.6359999999999992,increasing,-0.5150053822322338,0.6629462938670145,7.2385778900945255,1.7431467438787651,0.24081342638643655,0.7672955974842768,0.5,0.2672955974842767,0.7672955974842768,0.23270440251572327,6053.0,0.23427672955974843,376
run2,free,2,10,6052,6690,6567,6371.0,6.052,6.690000000000001,6.567,6.370999999999999,0.6380000000000017,decreasing,0.6629462938670145,-0.45303750231397766,5.507686735889318,2.58742284195828,0.4697839521442014,0.8072100313479624,0.5,0.3072100313479624,0.8072100313479624,0.19278996865203762,6705.5,0.2170846394984326,377
run2,free,2,11,6690,7359,7222,7024.5,6.690000000000001,7.358899999999998,7.221899999999998,7.0244,0.6688999999999972,increasing,-0.45303750231397766,0.526816984132382,6.263939754699782,3.473509557602797,0.5545247390025824,0.7952167414050823,0.5,0.2952167414050822,0.7952167414050823,0.20478325859491778,7322.5,0.15022421524663676,378
run2,free,2,12,7359,7955,7841,7657.0,7.358899999999998,7.954900000000002,7.840899999999998,7.6569,0.5960000000000036,decreasing,0.526816984132382,-0.4993721022047808,5.7445924231349546,2.0528204465316344,0.35734831913651477,0.8087248322147651,0.5,0.3087248322147651,0.8087248322147651,0.1912751677852349,7763.5,0.13003355704697986,379
run2,free,2,13,7955,8168,8043,8061.5,7.954900000000002,8.167900000000003,8.042900000000003,8.061399999999999,0.21300000000000097,increasing,-0.4993721022047808,-0.009982466347516095,4.284324017627428,3.7235907803255905,0.8691197876269965,0.4131455399061033,0.5,0.08685446009389672,0.4131455399061033,0.5868544600938967,8603.0,2.6291079812206575,380
run2,free,2,14,8969,9251,9117,9110.0,8.968899999999998,9.250900000000001,9.116900000000001,9.109899999999996,0.2820000000000036,decreasing,0.5239892839129441,-0.48450121307817273,6.985376842765879,6.793910831025246,0.9725904534500646,0.524822695035461,0.5,0.024822695035460994,0.524822695035461,0.475177304964539,9612.5,1.7570921985815602,381
run2,free,2,15,10034,10256,10160,10145.0,10.033900000000003,10.255899999999997,10.1599,10.1449,0.2219999999999942,increasing,0.007693630639428406,0.48466172497838045,3.88201903460063,3.215316817177107,0.828258900463606,0.5675675675675675,0.5,0.06756756756756757,0.5675675675675675,0.43243243243243246,10439.0,1.2567567567567568,382
run2,free,2,16,10256,10844,10369,10550.0,10.255899999999997,10.843899999999998,10.368899999999996,10.549900000000001,0.588000000000001,decreasing,0.48466172497838045,-0.5319005866100692,5.191382758577543,1.3081985975224217,0.25199424861534825,0.1921768707482993,0.5,0.3078231292517007,0.1921768707482993,0.8078231292517006,10873.5,0.8579931972789115,383
run2,free,2,17,10844,11491,10976,11167.5,10.843899999999998,11.490899999999996,10.975900000000003,11.1674,0.6469999999999985,increasing,-0.5319005866100692,0.45134990604689573,5.685373870370307,2.502840389521178,0.4402244155947056,0.20401854714064915,0.5,0.29598145285935085,0.20401854714064915,0.7959814528593508,11482.0,0.7820710973724884,384
