run,regime,arm,event_local,left_index,right_index,target_index,pred_index,left_time_s,right_time_s,target_time_s,pred_time_s,duration_s,direction,left_angle_rad,right_angle_rad,target_speed_rad_s,pred_speed_rad_s,flow_fraction,target_phase,pred_phase,error_plain,error_left,error_right,wrong_pred_index,error_wrong,event_id
run1,free,1,73,48477,48994,48716,48735.5,48.477,48.994,48.716,48.7355,0.517000000000003,increasing,-0.25877880282400056,0.17774549474112966,1.3502547221732635,1.3240154090296414,0.9805671383978651,0.4622823984526112,0.5,0.037717601547388784,0.4622823984526112,0.5377176015473888,49146.0,0.8317214700193424,73
run1,free,1,74,48994,49815,49615,49404.5,48.994,49.815000000000005,49.615,49.4045,0.8210000000000051,decreasing,0.17774549474112966,-0.2469978300800566,1.024254255865217,0.5588626939103494,0.5456288716499029,0.756394640682095,0.5,0.256394640682095,0.756394640682095,0.243605359317905,49658.5,0.052984165651644335,74
run1,free,1,75,49815,50323,50063,50069.0,49.815000000000005,50.323,50.062999999999995,50.068999999999996,0.5079999999999956,increasing,-0.2469978300800566,0.1923539005995476,1.4092072309762829,1.3814461129176503,0.9803001876172606,0.4881889763779528,0.5,0.011811023622047244,0.4881889763779528,0.5118110236220472,50481.5,0.8238188976377953,75
run1,free,1,76,50323,51148,50964,50735.5,50.323,51.148,50.964000000000006,50.7355,0.8250000000000028,decreasing,0.1923539005995476,-0.23286066326805255,0.8942593328496831,0.4989102752592307,0.5579033474209131,0.776969696969697,0.5,0.276969696969697,0.776969696969697,0.22303030303030302,50988.5,0.029696969696969697,76
run1,free,1,77,51148,51654,51391,51401.0,51.148,51.654,51.391,51.401,0.5060000000000002,increasing,-0.23286066326805255,0.20696230659774706,1.4009956535808923,1.382256535370377,0.9866244280183034,0.48023715415019763,0.5,0.019762845849802372,0.48023715415019763,0.5197628458498024,51816.0,0.8399209486166008,77
run1,free,1,78,51654,52484,52285,52069.0,51.654,52.484,52.285000000000004,52.068999999999996,0.8299999999999983,decreasing,0.20696230659774706,-0.21558190363815655,0.7169966801145229,0.48515308862009326,0.6766462134003212,0.7602409638554217,0.5,0.26024096385542167,0.7602409638554217,0.2397590361445783,52320.5,0.0427710843373494,78
run1,free,1,79,52484,52987,52734,52735.5,52.484,52.987,52.734,52.7355,0.5030000000000001,increasing,-0.21558190363815655,0.21575876580210718,1.4023297763315945,1.3820966764569618,0.9855717961522851,0.4970178926441352,0.5,0.002982107355864811,0.4970178926441352,0.5029821073558648,53148.0,0.8230616302186878,79
run1,free,1,80,52987,53812,53182,53399.5,52.987,53.812000000000005,53.181999999999995,53.399499999999996,0.8250000000000028,decreasing,0.21575876580210718,-0.1968894274013433,0.749473404857925,0.4768339257025819,0.6362252784579775,0.23636363636363636,0.5,0.2636363636363636,0.23636363636363636,0.7636363636363637,53654.0,0.5721212121212121,80
run1,free,1,81,53812,54321,54082,54066.5,53.812000000000005,54.321000000000005,54.082,54.0665,0.5090000000000003,increasing,-0.1968894274013433,0.22314150848710845,1.3460891740129939,1.3153884325788758,0.9771926392197389,0.5304518664047151,0.5,0.030451866404715127,0.5304518664047151,0.46954813359528486,54476.5,0.775049115913556,81
run1,free,1,82,54321,55141,54527,54731.0,54.321000000000005,55.141,54.526999999999994,54.731,0.8199999999999932,decreasing,0.22314150848710845,-0.17646907535039347,0.8562375500371919,0.5140040336370735,0.6003054101221641,0.25121951219512195,0.5,0.24878048780487805,0.25121951219512195,0.748780487804878,54988.5,0.5628048780487804,82
run1,free,1,83,55141,55656,55416,55398.5,55.141,55.656,55.416000000000004,55.3985,0.5150000000000006,increasing,-0.17646907535039347,0.22518354384775385,1.292198360311695,1.2619867660211397,0.976620002610692,0.5339805825242718,0.5,0.03398058252427184,0.5339805825242718,0.46601941747572817,55799.0,0.7436893203883496,83
