run,dimension,lag,peak_index_0,peak_index_1,time_0_s,time_1_s,radius_0,radius_1,delta_turn,retention,distance_recurrence,proximity_recurrence,distance_pi_conjugate,proximity_pi_conjugate,distance_quarter,proximity_quarter,distance_e_conjugate,proximity_e_conjugate,distance_third,proximity_third,distance_three_eighths,proximity_three_eighths,distance_phi,proximity_phi,distance_two_fifths,proximity_two_fifths,distance_silver,proximity_silver,distance_opposition,proximity_opposition
double_run1,2,1,560,1130,0.5600000000000005,1.129999999999999,2.150010173007231,1.8210177175344542,0.4550204203272888,0.8469809772980685,0.4550204203272888,0.08995915934542242,0.31342776673749567,0.37314446652500866,0.2050204203272888,0.5899591593454224,0.17330224878633388,0.6533955024273322,0.12168708699395547,0.756625826012089,0.08002042032728879,0.8399591593454224,0.07305440907718364,0.8538911818456327,0.055020420327288766,0.8899591593454225,0.04080685795419364,0.9183862840916127,0.04497957967271121,0.9100408406545776
double_run1,2,1,1130,1765,1.129999999999999,1.7650000000000006,1.8210177175344542,2.158171841501631,0.4474347131072319,0.8437779061501476,0.4474347131072319,0.10513057378553625,0.30584205951743876,0.3883158809651225,0.19743471310723187,0.6051305737855363,0.16571654156627696,0.6685669168674461,0.11410137977389856,0.7717972404522029,0.07243471310723187,0.8551305737855363,0.06546870185712672,0.8690625962857466,0.04743471310723185,0.9051305737855363,0.03322115073413673,0.9335576985317265,0.052565286892768126,0.8948694262144637
double_run1,2,1,1765,2347,1.7650000000000006,2.3469999999999995,2.158171841501631,1.7278694478843608,0.43372027170555705,0.8006171773060153,0.43372027170555705,0.1325594565888859,0.29212761811576393,0.41574476376847214,0.18372027170555705,0.6325594565888859,0.15200210016460214,0.6959957996707957,0.10038693837222373,0.7992261232555525,0.05872027170555705,0.8825594565888859,0.051754260455451895,0.8964914790890962,0.033720271705557026,0.932559456588886,0.019506709332461902,0.9609865813350762,0.06627972829444295,0.8674405434111141
double_run1,2,1,2347,2973,2.3469999999999995,2.972999999999999,1.7278694478843608,2.1717930543218205,0.42462292254105866,0.7955958070894179,0.42462292254105866,0.1507541549178827,0.28303026895126554,0.4339394620974689,0.17462292254105866,0.6507541549178827,0.14290475100010375,0.7141904979997925,0.09128958920772534,0.8174208215845493,0.049622922541058656,0.9007541549178827,0.0426569112909535,0.914686177418093,0.024622922541058634,0.9507541549178827,0.01040936016796351,0.979181279664073,0.07537707745894134,0.8492458450821173
double_run1,2,1,2973,3549,2.972999999999999,3.5489999999999995,2.1717930543218205,1.6648273107312688,0.42677777704255004,0.7665681163397677,0.42677777704255004,0.1464444459148999,0.28518512345275693,0.42962975309448614,0.17677777704255004,0.6464444459148999,0.14505960550159513,0.7098807889968097,0.09344444370921673,0.8131111125815665,0.051777777042550044,0.8964444459148999,0.04481176579244489,0.9103764684151102,0.02677777704255002,0.9464444459149,0.012564214669454898,0.9748715706610902,0.07322222295744996,0.8535555540851001
double_run1,2,1,3549,4183,3.5489999999999995,4.183,1.6648273107312688,2.1780574975221896,0.4171919755066717,0.7643633433117428,0.4171919755066717,0.1656160489866566,0.2755993219168786,0.44880135616624284,0.1671919755066717,0.6656160489866566,0.1354738039657168,0.7290523920685664,0.08385864217333838,0.8322827156533232,0.0421919755066717,0.9156160489866566,0.035225964256566544,0.9295480714868669,0.017191975506671675,0.9656160489866566,0.002978413133576552,0.9940431737328469,0.0828080244933283,0.8343839510133434
double_run1,2,1,4183,4701,4.183,4.7010000000000005,2.1780574975221896,1.718842221033511,0.47407612723738907,0.7891629229204955,0.47407612723738907,0.05184774552522187,0.33248347364759595,0.3350330527048081,0.22407612723738907,0.5518477455252219,0.19235795569643416,0.6152840886071317,0.14074279390405575,0.7185144121918885,0.09907612723738907,0.8018477455252219,0.09211011598728391,0.8157797680254322,0.07407612723738904,0.8518477455252219,0.05986256486429392,0.8802748702714122,0.025923872762610933,0.9481522544747781
double_run1,2,1,4701,5392,4.7010000000000005,5.3919999999999995,1.718842221033511,2.1050734920657272,0.47034080394722716,0.8165236166395292,0.47034080394722716,0.05931839210554568,0.32874815035743404,0.3425036992851319,0.22034080394722716,0.5593183921055457,0.18862263240627225,0.6227547351874555,0.13700747061389384,0.7259850587722123,0.09534080394722716,0.8093183921055457,0.088374792697122,0.823250414605756,0.07034080394722714,0.8593183921055457,0.056127241574132014,0.887745516851736,0.02965919605277284,0.9406816078944543
double_run1,2,1,5392,5905,5.3919999999999995,5.904999999999999,2.1050734920657272,1.826753194886411,0.49003233803798607,0.8677859475080854,0.49003233803798607,0.01993532392402786,0.34843968444819295,0.3031206311036141,0.24003233803798607,0.5199353239240279,0.20831416649703116,0.5833716670059377,0.15669900470465276,0.6866019905906945,0.11503233803798607,0.7699353239240279,0.10806632678788092,0.7838673464242382,0.09003233803798605,0.8199353239240279,0.07581877566489093,0.8483624486702181,0.00996766196201393,0.9800646760759721
double_run1,2,1,5905,6600,5.904999999999999,6.6,1.826753194886411,1.9765926432901546,0.4917840697753621,0.9241930557050304,0.4917840697753621,0.016431860449275804,0.350191416185569,0.29961716762886204,0.2417840697753621,0.5164318604492758,0.2100658982344072,0.5798682035311856,0.15845073644202878,0.6830985271159424,0.1167840697753621,0.7664318604492758,0.10981805852525695,0.7803638829494861,0.09178406977536208,0.8164318604492758,0.07757050740226695,0.8448589851954661,0.008215930224637902,0.9835681395507242
