run,split,field_g,period_us,n_half_pairs,error_full_inversion,error_direct_repeat,error_cosine_axis_reflection,error_sine_axis_reflection,full_inversion_advantage,half_turn_correlation_real,half_turn_correlation_imag,minimum_correlation_turn_fraction,minimum_correlation_real
EMU00066571,validation,25.0,2.8943560057887168,394,0.6733493974762994,1.7633644503566352,1.7002333864466788,0.8197926734701352,0.14644327599383578,-0.7511607471359651,-0.02732048348536015,0.5,-0.7511607471359651
EMU00066584,validation,20.0,3.617945007235896,371,0.40772489917559523,1.8664982376968013,1.1829203978892446,1.5002515112442198,0.7751954987136493,-0.9131174707106104,-0.007050006898782797,0.5,-0.9131174707106104
EMU00066578,holdout,63.0,1.148553970551078,449,0.4972757299594402,1.9378315316897867,1.8559368059335384,0.7469757487355904,0.24970001877615017,-0.8764350227747744,0.009793854212406925,0.51,-0.8891119110661955
EMU00066579,holdout,160.0,0.452243125904487,470,0.544229016244026,1.9305473076501705,1.8454593284416165,0.7857976815091025,0.24156866526507648,-0.852775481086972,0.0317363837162448,0.51,-0.8727733444611303
EMU00066580,holdout,400.0,0.1808972503617948,479,0.8030340873811045,1.9297447618960508,1.8524734890059322,0.968049876861434,0.16501578948032947,-0.7073097886338863,0.03318421144194201,0.49,-0.7077307446574382
