rank,period_days,relative_power
1,361.6511627906977,1.0
2,863.9444444444445,0.29485791274497897
3,575.962962962963,0.274088314834531
4,777.5500000000001,0.25925249113342186
5,740.5238095238095,0.25502467831607994
6,676.1304347826087,0.2038314026394913
