date,MJD,pole_x,pole_y,pole_x_rate,pole_y_rate,ut1_utc,lod,sigma_x_pole,sigma_y_pole,sigma_UT1-UTC,sigma_LOD
1984-01-01,45700.0,-0.13301,0.091197,-0.001905,0.003515,0.397574,0.001485,0.00125,0.000992,0.0002417,7.3e-05
1984-01-02,45701.0,-0.135118,0.094916,-0.002492,0.00328,0.3961614,0.0013515,0.001226,0.000991,0.0002417,7.3e-05
1984-01-03,45702.0,-0.137825,0.098143,-0.00339,0.002478,0.3948463,0.0012923,0.001177,0.000988,0.0002417,7.3e-05
1984-01-04,45703.0,-0.14161,0.100343,-0.004064,0.001735,0.3935525,0.0013072,0.00114,0.000986,0.0002417,7.3e-05
1984-01-05,45704.0,-0.146267,0.100981,-0.003987,0.001844,0.3922103,0.001387,0.001077,0.000996,0.0002417,7.3e-05
1984-01-06,45705.0,-0.150011,0.10299,-0.003232,0.002794,0.390762,0.0015165,0.0011,0.000987,0.0002417,7.28e-05
1984-01-07,45706.0,-0.152292,0.107129,-0.002482,0.003675,0.3891681,0.0016743,0.00119,0.000959,0.0002417,7.24e-05
1984-01-08,45707.0,-0.154158,0.111304,-0.00231,0.003717,0.3874126,0.0018355,0.001197,0.000921,0.0002417,7.18e-05
1984-01-09,45708.0,-0.156454,0.114543,-0.002692,0.003005,0.3855041,0.0019765,0.001099,0.000853,0.0002417,7.14e-05
1984-01-10,45709.0,-0.159305,0.117183,-0.003076,0.002292,0.383473,0.002078,0.000996,0.000782,0.0002417,7.12e-05
1984-01-11,45710.0,-0.162382,0.119659,-0.002849,0.002247,0.381366,0.0021267,0.001018,0.000799,0.0002417,7.14e-05
1984-01-12,45711.0,-0.164977,0.122334,-0.001937,0.002856,0.3792406,0.0021132,0.001111,0.000873,0.0002417,7.21e-05
1984-01-13,45712.0,-0.166514,0.125497,-0.001013,0.003512,0.3771623,0.0020318,0.001194,0.00094,0.0002417,7.31e-05
1984-01-14,45713.0,-0.166953,0.129363,-0.000961,0.003597,0.3751985,0.001886,0.001228,0.000996,0.0002417,7.4e-05
1984-01-15,45714.0,-0.167617,0.133234,-0.00205,0.003002,0.3734045,0.0016979,0.001239,0.001064,0.0002417,7.47e-05
1984-01-16,45715.0,-0.170792,0.13549,-0.003596,0.002199,0.3718031,0.0015074,0.001261,0.00106,0.0002417,7.54e-05
1984-01-17,45716.0,-0.17524,0.137304,-0.004571,0.001806,0.3703677,0.0013779,0.001274,0.00104,0.0002417,7.68e-05
1984-01-18,45717.0,-0.1793,0.139843,-0.004472,0.002069,0.3690078,0.001363,0.001259,0.001031,0.0002417,7.99e-05
1984-01-19,45718.0,-0.182705,0.142911,-0.003499,0.002772,0.3675972,0.0014793,0.001223,0.001008,0.0002417,8.54e-05
1984-01-20,45719.0,-0.185455,0.146294,-0.002221,0.003493,0.366017,0.0016926,0.001149,0.000961,0.0002417,9.3e-05
1984-01-21,45720.0,-0.187738,0.149803,-0.001192,0.003887,0.3642049,0.0019285,0.001037,0.000888,0.0002417,0.0001003
1984-01-22,45721.0,-0.189675,0.153335,-0.00071,0.003858,0.362179,0.0021087,0.000926,0.000816,0.0002417,0.0001052
1984-01-23,45722.0,-0.191298,0.156791,-0.000788,0.003543,0.3600249,0.0021791,0.000855,0.000771,0.0002417,0.0001078
1984-01-24,45723.0,-0.192633,0.160015,-0.001246,0.003183,0.3578641,0.0021222,0.000821,0.000749,0.0002417,0.0001088
1984-01-25,45724.0,-0.193802,0.162857,-0.001813,0.002988,0.3558172,0.0019568,0.000807,0.00074,0.0002422,0.0001085
1984-01-26,45725.0,-0.195056,0.165214,-0.002248,0.003032,0.3539729,0.0017259,0.000835,0.000782,0.0002445,0.000109
1984-01-27,45726.0,-0.196719,0.167857,-0.002477,0.003207,0.3523745,0.0014691,0.000876,0.000835,0.0002512,0.0001193
1984-01-28,45727.0,-0.198925,0.171067,-0.002598,0.003298,0.3510288,0.001226,0.000947,0.000922,0.0002666,0.0001447
1984-01-29,45728.0,-0.201596,0.174568,-0.00274,0.003159,0.3499039,0.0010344,0.001043,0.001039,0.0002968,0.000182
1984-01-30,45729.0,-0.204556,0.177968,-0.002923,0.002824,0.3489359,0.0009124,0.001124,0.001138,0.0003447,0.0002161
1984-01-31,45730.0,-0.207599,0.180925,-0.003024,0.002512,0.3480503,0.000873,0.001126,0.001141,0.0004008,0.0002312
1984-02-01,45731.0,-0.210521,0.183488,-0.00287,0.002496,0.3471628,0.0009149,0.001098,0.001107,0.000446,0.0002369
1984-02-02,45732.0,-0.213124,0.185985,-0.002368,0.002903,0.346198,0.0010246,0.001062,0.001061,0.0004715,0.0002424
1984-02-03,45733.0,-0.215228,0.188865,-0.001623,0.003562,0.3450975,0.0011834,0.001032,0.001022,0.000483,0.0002476
1984-02-04,45734.0,-0.216703,0.192456,-0.000916,0.00405,0.343824,0.0013666,0.001015,0.001,0.0004874,0.0002519
1984-02-05,45735.0,-0.217543,0.19672,-0.000551,0.003965,0.3423677,0.0015428,0.001073,0.000996,0.0004887,0.000258
1984-02-06,45736.0,-0.218074,0.200813,-0.000606,0.00332,0.3407495,0.0016874,0.001164,0.000996,0.0004894,0.0002685
1984-02-07,45737.0,-0.218749,0.203778,-0.00085,0.002703,0.3390097,0.0017836,0.001217,0.001019,0.0004909,0.0002827
1984-02-08,45738.0,-0.219677,0.205904,-0.000994,0.002785,0.3372023,0.0018216,0.001261,0.001079,0.0004948,0.0002957
1984-02-09,45739.0,-0.220659,0.208565,-0.001004,0.003625,0.3353874,0.001798,0.001302,0.001136,0.0005042,0.0003001
1984-02-10,45740.0,-0.221545,0.21288,-0.001097,0.004565,0.3336258,0.0017157,0.001299,0.001161,0.0005246,0.0002832
1984-02-11,45741.0,-0.222637,0.218311,-0.001449,0.004847,0.3319698,0.0015899,0.001283,0.001185,0.0005606,0.0002431
1984-02-12,45742.0,-0.224305,0.223405,-0.001896,0.004347,0.3304473,0.0014594,0.001268,0.001205,0.000609,0.0001926
1984-02-13,45743.0,-0.22662,0.226943,-0.00198,0.003732,0.3290398,0.0013692,0.001254,0.001286,0.0006552,0.0001515
1984-02-14,45744.0,-0.228855,0.229451,-0.00143,0.003716,0.3276879,0.0013493,0.001235,0.00143,0.000686,0.0001325
1984-02-15,45745.0,-0.229818,0.232787,-0.000644,0.004204,0.3263104,0.0014155,0.001248,0.001369,0.0007014,0.0001425
1984-02-16,45746.0,-0.230025,0.237617,-0.000349,0.004265,0.3248162,0.0015862,0.001256,0.0013,0.0007079,0.0001819
1984-02-17,45747.0,-0.230501,0.242462,-0.000893,0.003067,0.3231085,0.0018382,0.001241,0.001318,0.0007104,0.0002458
1984-02-18,45748.0,-0.231732,0.24487,-0.001959,0.001083,0.3211412,0.0020899,0.001226,0.001337,0.0007114,0.0003117
1984-02-19,45749.0,-0.233873,0.24319,-0.002832,5e-06,0.3189605,0.0022502,0.001206,0.001452,0.0007116,0.0003484
1984-02-20,45750.0,-0.23636,0.241556,-0.002927,0.000841,0.3166863,0.0022758,0.001204,0.001472,0.0007112,0.0003344
1984-02-21,45751.0,-0.238589,0.243383,-0.002161,0.003059,0.3144534,0.0021722,0.001219,0.001356,0.0007097,0.0002863
1984-02-22,45752.0,-0.240228,0.248602,-0.000953,0.005239,0.3123729,0.001981,0.001241,0.001184,0.0007053,0.0002344
1984-02-23,45753.0,-0.241136,0.255513,1.7e-05,0.006088,0.3105064,0.0017507,0.001262,0.001017,0.0006938,0.000197
1984-02-24,45754.0,-0.241467,0.261965,0.000208,0.005315,0.3088707,0.0015213,0.001275,0.000913,0.0006643,0.0001806
1984-02-25,45755.0,-0.241475,0.266608,-0.000392,0.003999,0.3074451,0.0013364,0.001483,0.000927,0.0005959,0.0001856
1984-02-26,45756.0,-0.242601,0.27001,-0.001128,0.003465,0.3061648,0.0012457,0.001553,0.00097,0.0004715,0.000199
1984-02-27,45757.0,-0.2446,0.273405,-0.001198,0.003951,0.3049293,0.00124,0.001531,0.001035,0.0003229,0.0002172
1984-02-28,45758.0,-0.246047,0.277699,-0.000442,0.004846,0.3036682,0.0012872,0.001505,0.00111,0.0002099,0.0002398
1984-02-29,45759.0,-0.245841,0.283105,0.000544,0.005421,0.3023379,0.0013796,0.001486,0.001167,0.0001457,0.0002567
1984-03-01,45760.0,-0.24378,0.289163,0.000877,0.00532,0.3008959,0.0015091,0.00146,0.001127,0.000114,0.0002507
1984-03-02,45761.0,-0.242265,0.294697,0.000122,0.004657,0.299313,0.001658,0.001393,0.001062,9.95e-05,0.0002227
1984-03-03,45762.0,-0.242951,0.299025,-0.001372,0.003853,0.2975804,0.0018046,0.001224,0.000954,9.33e-05,0.0001849
1984-03-04,45763.0,-0.245435,0.302396,-0.002739,0.003365,0.2957111,0.0019287,0.000984,0.000802,9.08e-05,0.0001524
1984-03-05,45764.0,-0.248432,0.305492,-0.003147,0.003411,0.293737,0.0020123,0.000766,0.000662,8.99e-05,0.0001355
1984-03-06,45765.0,-0.250497,0.309015,-0.002338,0.003845,0.2917048,0.0020424,0.000761,0.000666,8.97e-05,0.0001384
1984-03-07,45766.0,-0.25115,0.313146,-0.000819,0.004268,0.2896697,0.0020202,0.000854,0.000748,8.99e-05,0.0001564
1984-03-08,45767.0,-0.250665,0.317616,0.000705,0.004382,0.2876802,0.0019527,0.000981,0.000862,9.04e-05,0.0001832
1984-03-09,45768.0,-0.249509,0.321986,0.001719,0.004157,0.2857762,0.0018517,0.001091,0.000961,9.17e-05,0.0002093
1984-03-10,45769.0,-0.24804,0.325935,0.002047,0.003797,0.2839818,0.0017372,0.001155,0.001018,9.47e-05,0.000226
1984-03-11,45770.0,-0.246472,0.329407,0.001831,0.003566,0.2822954,0.001643,0.001196,0.001064,0.0001011,0.0002332
1984-03-12,45771.0,-0.245021,0.33277,0.001432,0.003589,0.2806759,0.0016097,0.001243,0.001122,0.0001123,0.0002374
1984-03-13,45772.0,-0.243757,0.336429,0.001272,0.003747,0.2790423,0.001676,0.00128,0.001166,0.0001271,0.0002416
1984-03-14,45773.0,-0.242535,0.340593,0.001578,0.003826,0.2772843,0.0018585,0.001243,0.001184,0.000141,0.0002454
1984-03-15,45774.0,-0.240746,0.344785,0.002145,0.003827,0.2752946,0.0021309,0.001151,0.001193,0.0001499,0.000259
1984-03-16,45775.0,-0.237538,0.347698,0.002381,0.00406,0.2730141,0.0024252,0.001221,0.001375,0.0001543,0.0003043
1984-03-17,45776.0,-0.23483,0.351747,0.001964,0.00451,0.2704629,0.0026618,0.001268,0.001408,0.0001561,0.0003211
1984-03-18,45777.0,-0.23359,0.357223,0.001204,0.004776,0.2677361,0.0027643,0.001285,0.001312,0.0001568,0.0002763
1984-03-19,45778.0,-0.233368,0.36267,0.000654,0.004646,0.2649872,0.0027076,0.001301,0.001222,0.0001571,0.0002147
1984-03-20,45779.0,-0.233201,0.366413,0.000615,0.004378,0.2623633,0.0025269,0.001213,0.001091,0.0001564,0.0001707
1984-03-21,45780.0,-0.232318,0.370211,0.000938,0.004283,0.2599599,0.0022721,0.001211,0.001028,0.0001529,0.0001496
1984-03-22,45781.0,-0.230861,0.37503,0.001267,0.004231,0.2578197,0.002013,0.0013,0.001018,0.0001456,0.0001321
1984-03-23,45782.0,-0.229383,0.379761,0.00139,0.004036,0.2559161,0.0018073,0.001285,0.000977,0.0001361,0.0001112
1984-03-24,45783.0,-0.228137,0.383837,0.001344,0.003774,0.2541807,0.0016771,0.001121,0.000873,0.0001276,9.25e-05
1984-03-25,45784.0,-0.226959,0.387498,0.001295,0.003654,0.2525375,0.0016204,0.000946,0.000761,0.0001226,8.13e-05
1984-03-26,45785.0,-0.225616,0.391144,0.001348,0.003731,0.250917,0.0016309,0.000986,0.000784,0.0001209,7.77e-05
1984-03-27,45786.0,-0.224084,0.394895,0.001455,0.003817,0.2492577,0.0016953,0.001143,0.000887,0.0001206,7.73e-05
1984-03-28,45787.0,-0.222479,0.398617,0.00153,0.003746,0.2475145,0.0017949,0.001296,0.000987,0.0001204,7.76e-05
1984-03-29,45788.0,-0.220915,0.402131,0.001553,0.003539,0.2456622,0.0019105,0.001374,0.001049,0.0001199,7.82e-05
1984-03-30,45789.0,-0.219399,0.405428,0.001584,0.003353,0.2436948,0.0020213,0.00143,0.001112,0.0001187,7.91e-05
1984-03-31,45790.0,-0.217823,0.408683,0.001688,0.003326,0.2416276,0.0021066,0.001483,0.001172,0.000116,8e-05
1984-04-01,45791.0,-0.216082,0.4121,0.001872,0.003474,0.2394958,0.0021482,0.001485,0.001187,0.0001112,8.08e-05
1984-04-02,45792.0,-0.214113,0.415755,0.002051,0.003703,0.2373496,0.0021337,0.001445,0.00117,0.0001051,8.13e-05
1984-04-03,45793.0,-0.211948,0.419581,0.002116,0.003897,0.2352475,0.002061,0.001412,0.001157,9.96e-05,8.16e-05
1984-04-04,45794.0,-0.20954,0.423445,0.002054,0.003975,0.2332442,0.0019387,0.001294,0.001069,9.6e-05,8.34e-05
1984-04-05,45795.0,-0.207645,0.427446,0.002052,0.003878,0.2313814,0.0017821,0.001255,0.001011,9.42e-05,9.19e-05
1984-04-06,45796.0,-0.205948,0.431393,0.002322,0.003613,0.2296799,0.001624,0.001299,0.001004,9.34e-05,0.0001098
1984-04-07,45797.0,-0.203313,0.434875,0.002745,0.003374,0.2281229,0.0014988,0.001259,0.000972,9.31e-05,0.0001344
1984-04-08,45798.0,-0.199709,0.438024,0.002958,0.003426,0.2266604,0.0014404,0.001099,0.000895,9.3e-05,0.0001569
1984-04-09,45799.0,-0.196191,0.441449,0.002789,0.003776,0.2252092,0.0014814,0.000938,0.000817,9.37e-05,0.0001664
1984-04-10,45800.0,-0.193732,0.445633,0.002501,0.004091,0.2236588,0.0016396,0.000962,0.000866,9.7e-05,0.0001524
1984-04-11,45801.0,-0.191961,0.450092,0.002477,0.004059,0.2218942,0.0019046,0.001063,0.000985,0.0001042,0.0001257
1984-04-12,45802.0,-0.189815,0.453974,0.002735,0.003752,0.2198286,0.0022323,0.001141,0.001077,0.000114,0.0001026
1984-04-13,45803.0,-0.186055,0.456156,0.002949,0.003512,0.2174357,0.0025448,0.001148,0.001148,0.0001235,8.9e-05
1984-04-14,45804.0,-0.183084,0.459972,0.002996,0.003449,0.2147754,0.0027497,0.001033,0.001042,0.0001294,8.4e-05
1984-04-15,45805.0,-0.180307,0.464234,0.002993,0.003401,0.2119877,0.0027988,0.001016,0.001007,0.0001311,8.5e-05
1984-04-16,45806.0,-0.177497,0.468021,0.002954,0.003254,0.209233,0.0026856,0.001069,0.001043,0.0001306,8.93e-05
1984-04-17,45807.0,-0.1748,0.471146,0.002827,0.003009,0.206658,0.0024498,0.00113,0.001084,0.0001288,9.43e-05
1984-04-18,45808.0,-0.172101,0.473494,0.00264,0.002733,0.2043513,0.0021605,0.001174,0.001114,0.0001251,9.97e-05
1984-04-19,45809.0,-0.170053,0.475955,0.002516,0.00251,0.2023304,0.0018854,0.001254,0.001205,0.0001195,0.0001102
1984-04-20,45810.0,-0.166932,0.478171,0.002461,0.002472,0.2005507,0.0016954,0.001547,0.001512,0.0001136,0.0001257
1984-04-21,45811.0,-0.167684,0.48489,0.002428,0.002699,0.1989125,0.0015936,0.002142,0.002166,0.0001091,0.0001385
1984-04-22,45812.0,-0.172391,0.495347,0.002555,0.002997,0.1973361,0.0015712,0.003197,0.003353,0.0001065,0.0001442
1984-04-23,45813.0,-0.174169,0.502169,0.002937,0.003087,0.1957466,0.0016179,0.004191,0.004479,0.0001055,0.0001476
1984-04-24,45814.0,-0.162107,0.495914,0.003422,0.00287,0.1940839,0.0017138,0.004806,0.004951,0.0001076,0.0001476
1984-04-25,45815.0,-0.156339,0.491511,0.003688,0.002548,0.1923092,0.0018384,0.006531,0.006263,0.0001198,0.0001366
1984-04-26,45816.0,-0.153286,0.493399,0.003488,0.002469,0.1904041,0.0019715,0.006857,0.006465,0.0001469,0.0001191
1984-04-27,45817.0,-0.146065,0.496676,0.002923,0.002767,0.1883711,0.0020918,0.00475,0.004515,0.0001872,0.0001065
1984-04-28,45818.0,-0.14242,0.500805,0.002457,0.003191,0.1862358,0.0021675,0.003639,0.003396,0.0002281,0.0001053
1984-04-29,45819.0,-0.140842,0.504194,0.002516,0.003358,0.1840525,0.0021908,0.002828,0.002549,0.0002544,0.0001143
1984-04-30,45820.0,-0.13812,0.506777,0.003022,0.003181,0.1818759,0.0021511,0.002812,0.002339,0.000263,0.0001436
1984-05-01,45821.0,-0.134079,0.509164,0.003597,0.002891,0.1797717,0.0020469,0.003293,0.002479,0.0002641,0.0002107
1984-05-02,45822.0,-0.129957,0.511995,0.004078,0.002629,0.1777984,0.001894,0.003831,0.002637,0.0002641,0.0003308
1984-05-03,45823.0,-0.12646,0.515346,0.004449,0.002429,0.1759925,0.0017166,0.004216,0.00275,0.0002641,0.0004801
1984-05-04,45824.0,-0.123952,0.518986,0.004734,0.002289,0.1743623,0.0015486,0.005138,0.003245,0.0002641,0.0005836
1984-05-05,45825.0,-0.119927,0.521609,0.004915,0.002251,0.1728789,0.0014293,0.004903,0.0031,0.0002641,0.0005731
1984-05-06,45826.0,-0.114031,0.523228,0.004926,0.00237,0.1714763,0.0013915,0.003596,0.002332,0.0002641,0.0004659
1984-05-07,45827.0,-0.108279,0.52506,0.004766,0.002604,0.1700616,0.0014549,0.002774,0.001846,0.000264,0.0003232
1984-05-08,45828.0,-0.103658,0.527668,0.004536,0.00278,0.1685325,0.001619,0.002232,0.001518,0.0002637,0.0002109
1984-05-09,45829.0,-0.099747,0.530647,0.004291,0.002708,0.1668005,0.0018527,0.001664,0.001173,0.000263,0.0001546
1984-05-10,45830.0,-0.095821,0.533323,0.003833,0.002425,0.1648229,0.0020977,0.001458,0.001052,0.000261,0.0001418
1984-05-11,45831.0,-0.092039,0.535486,0.003036,0.002147,0.1626215,0.0022916,0.001398,0.001025,0.0002559,0.0001535
1984-05-12,45832.0,-0.089176,0.537436,0.002309,0.001971,0.1602772,0.0023746,0.001345,0.001002,0.0002435,0.0001767
1984-05-13,45833.0,-0.087543,0.539498,0.002309,0.001798,0.1579204,0.0023154,0.001314,0.000993,0.0002182,0.0002
1984-05-14,45834.0,-0.085712,0.54147,0.003135,0.001538,0.1556905,0.0021263,0.001288,0.000991,0.0001803,0.0002124
1984-05-15,45835.0,-0.081043,0.54267,0.004017,0.001292,0.1536947,0.0018577,0.001258,0.00096,0.0001425,0.0002026
1984-05-16,45836.0,-0.075973,0.543731,0.004236,0.001201,0.1519791,0.0015774,0.00122,0.000924,0.000116,0.0001729
1984-05-17,45837.0,-0.072298,0.54508,0.00395,0.001248,0.1505239,0.0013449,0.001165,0.000885,0.0001012,0.0001355
1984-05-18,45838.0,-0.069177,0.546508,0.003648,0.001366,0.1492621,0.0011939,0.001111,0.000848,9.42e-05,0.0001052
1984-05-19,45839.0,-0.065088,0.547723,0.00341,0.001551,0.1481069,0.0011305,0.001041,0.000804,9.13e-05,8.81e-05
1984-05-20,45840.0,-0.061579,0.549343,0.00326,0.001709,0.1469762,0.0011414,0.001028,0.000792,9.01e-05,8.19e-05
1984-05-21,45841.0,-0.058896,0.551392,0.003483,0.001658,0.1458054,0.0012075,0.001056,0.000803,8.96e-05,7.91e-05
1984-05-22,45842.0,-0.055277,0.55307,0.004047,0.001431,0.14455,0.0013065,0.001042,0.000792,8.95e-05,7.62e-05
1984-05-23,45843.0,-0.050313,0.554118,0.004462,0.001271,0.1431882,0.0014167,0.000964,0.000744,8.94e-05,7.37e-05
1984-05-24,45844.0,-0.045167,0.554981,0.004363,0.001277,0.1417195,0.0015174,0.000883,0.000693,8.94e-05,7.22e-05
1984-05-25,45845.0,-0.041072,0.5562,0.004,0.001217,0.1401626,0.00159,0.000888,0.000695,8.94e-05,7.15e-05
1984-05-26,45846.0,-0.03786,0.557616,0.003926,0.000844,0.1385529,0.0016213,0.00094,0.000728,8.94e-05,7.1e-05
1984-05-27,45847.0,-0.034442,0.558602,0.004275,0.000349,0.1369368,0.001602,0.000985,0.000757,8.94e-05,7.05e-05
1984-05-28,45848.0,-0.029947,0.558724,0.00462,0.000255,0.1353675,0.0015278,0.000957,0.000744,8.94e-05,7.01e-05
1984-05-29,45849.0,-0.0248,0.558628,0.00455,0.000797,0.1338988,0.0014018,0.000874,0.000698,8.94e-05,7.03e-05
1984-05-30,45850.0,-0.02046,0.559764,0.004263,0.00145,0.1325745,0.0012449,0.000927,0.000728,8.94e-05,7.27e-05
1984-05-31,45851.0,-0.016445,0.561614,0.004243,0.001405,0.1314102,0.0010873,0.000976,0.000755,8.95e-05,7.8e-05
1984-06-01,45852.0,-0.012015,0.562904,0.00453,0.000514,0.1303875,0.0009682,0.000969,0.000749,8.96e-05,8.53e-05
1984-06-02,45853.0,-0.007228,0.562932,0.004775,-0.000543,0.1294488,0.0009246,0.000963,0.000745,8.97e-05,9.23e-05
1984-06-03,45854.0,-0.002402,0.561547,0.004705,-0.000894,0.1285061,0.0009785,0.000902,0.000708,8.99e-05,9.62e-05
1984-06-04,45855.0,0.002008,0.560911,0.004439,-0.000453,0.1274628,0.0011203,0.000916,0.000709,9.04e-05,9.52e-05
1984-06-05,45856.0,0.006172,0.561625,0.004319,4.7e-05,0.1262465,0.0013176,0.001,0.000751,9.15e-05,9.05e-05
1984-06-06,45857.0,0.010627,0.562229,0.004507,0.000161,0.1248245,0.0015223,0.001001,0.000749,9.29e-05,8.43e-05
1984-06-07,45858.0,0.015566,0.561953,0.004838,-5.8e-05,0.123217,0.0016802,0.000892,0.000687,9.43e-05,7.87e-05
1984-06-08,45859.0,0.02067,0.561253,0.004987,-0.000301,0.1214956,0.0017409,0.000779,0.000621,9.64e-05,7.61e-05
1984-06-09,45860.0,0.025468,0.560882,0.004761,-0.000413,0.1197719,0.0016868,0.000816,0.000645,0.0001024,7.8e-05
1984-06-10,45861.0,0.029757,0.560768,0.004277,-0.000561,0.1181579,0.0015251,0.000925,0.000716,0.0001148,8.42e-05
1984-06-11,45862.0,0.033629,0.560343,0.003831,-0.000757,0.1167467,0.0012895,0.00102,0.000778,0.000132,9.29e-05
1984-06-12,45863.0,0.037317,0.559238,0.003659,-0.000734,0.1155858,0.001034,0.001018,0.000788,0.0001487,0.0001012
1984-06-13,45864.0,0.041049,0.558063,0.003768,-0.000354,0.1146655,0.0008195,0.000953,0.000767,0.0001587,0.0001062
1984-06-14,45865.0,0.044977,0.55811,0.003956,4.2e-05,0.1139231,0.0006809,0.001005,0.000791,0.0001593,0.0001071
1984-06-15,45866.0,0.04898,0.558635,0.004038,-3.1e-05,0.113276,0.0006267,0.001052,0.000811,0.000154,0.0001055
1984-06-16,45867.0,0.052938,0.558527,0.004036,-0.000571,0.1126416,0.000657,0.001053,0.000807,0.0001465,0.000103
1984-06-17,45868.0,0.056886,0.557581,0.004064,-0.001064,0.111944,0.0007455,0.001053,0.000803,0.0001399,0.0001008
1984-06-18,45869.0,0.060867,0.556004,0.004138,-0.001011,0.1111405,0.000866,0.000995,0.000769,0.0001367,9.89e-05
1984-06-19,45870.0,0.065131,0.555323,0.004139,-0.000535,0.1102086,0.0009991,0.001024,0.000785,0.0001392,9.58e-05
1984-06-20,45871.0,0.069454,0.555695,0.003992,-0.000219,0.1091452,0.0011259,0.001138,0.000852,0.0001469,9.03e-05
1984-06-21,45872.0,0.073321,0.555836,0.003782,-0.000334,0.1079654,0.0012283,0.001148,0.00086,0.0001578,8.33e-05
1984-06-22,45873.0,0.07669,0.555158,0.003674,-0.000641,0.1067019,0.0012908,0.00102,0.00079,0.0001681,7.71e-05
1984-06-23,45874.0,0.080035,0.554083,0.00374,-0.000788,0.1054008,0.0013035,0.000886,0.000716,0.0001744,7.34e-05
1984-06-24,45875.0,0.083856,0.553241,0.003869,-0.000743,0.1041123,0.0012633,0.000894,0.000717,0.0001756,7.22e-05
1984-06-25,45876.0,0.088054,0.552658,0.003919,-0.000787,0.1028923,0.001167,0.000964,0.000754,0.0001741,7.2e-05
1984-06-26,45877.0,0.09222,0.551913,0.003956,-0.001045,0.1017941,0.0010218,0.001025,0.000786,0.0001716,7.19e-05
1984-06-27,45878.0,0.096107,0.550633,0.004185,-0.001318,0.1008576,0.0008502,0.001016,0.00078,0.0001694,7.18e-05
1984-06-28,45879.0,0.100174,0.549005,0.004645,-0.001371,0.1000886,0.0006902,0.000959,0.000748,0.000168,7.24e-05
1984-06-29,45880.0,0.105367,0.547687,0.005039,-0.001281,0.0994604,0.0005793,0.001035,0.000788,0.0001674,7.5e-05
1984-06-30,45881.0,0.110853,0.546527,0.005086,-0.001297,0.0988999,0.0005607,0.00109,0.000821,0.0001671,8.06e-05
1984-07-01,45882.0,0.115779,0.54517,0.00486,-0.001476,0.0983038,0.0006481,0.001072,0.00082,0.0001668,8.83e-05
1984-07-02,45883.0,0.120201,0.543542,0.004608,-0.001674,0.0975779,0.0008115,0.001055,0.000819,0.0001664,9.56e-05
1984-07-03,45884.0,0.1245,0.541686,0.004468,-0.001738,0.0966753,0.0009942,0.000981,0.00078,0.0001648,9.95e-05
1984-07-04,45885.0,0.128933,0.540032,0.004397,-0.001694,0.095603,0.0011395,0.000966,0.000767,0.0001581,9.76e-05
1984-07-05,45886.0,0.133442,0.538582,0.004307,-0.001685,0.0944267,0.0011954,0.001008,0.000787,0.000144,9.07e-05
1984-07-06,45887.0,0.137832,0.536922,0.004152,-0.001743,0.0932507,0.0011386,0.000985,0.000769,0.0001256,8.17e-05
1984-07-07,45888.0,0.14194,0.534957,0.003945,-0.001781,0.0921847,0.0009799,0.000863,0.000689,0.0001094,7.38e-05
1984-07-08,45889.0,0.145757,0.532973,0.003741,-0.001783,0.0913135,0.0007516,0.000734,0.000605,9.97e-05,6.92e-05
1984-07-09,45890.0,0.149387,0.531227,0.003606,-0.001899,0.0906917,0.0004949,0.000764,0.000621,9.66e-05,6.83e-05
1984-07-10,45891.0,0.152958,0.529411,0.003588,-0.002238,0.0903132,0.0002725,0.000882,0.000696,9.6e-05,6.94e-05
1984-07-11,45892.0,0.156588,0.527038,0.003715,-0.002569,0.0901208,0.000127,0.000984,0.00076,9.56e-05,7.13e-05
1984-07-12,45893.0,0.160382,0.523979,0.003961,-0.002533,0.0900257,7.95e-05,0.000999,0.000774,9.48e-05,7.3e-05
1984-07-13,45894.0,0.164422,0.521043,0.004232,-0.002093,0.0899279,0.0001297,0.000962,0.000756,9.38e-05,7.49e-05
1984-07-14,45895.0,0.168667,0.51961,0.004373,-0.00173,0.0897392,0.0002574,0.001036,0.000789,9.27e-05,7.94e-05
1984-07-15,45896.0,0.173169,0.518326,0.004236,-0.001907,0.0893954,0.0004342,0.001111,0.000824,9.19e-05,8.8e-05
1984-07-16,45897.0,0.177555,0.515916,0.003844,-0.002444,0.0888646,0.0006252,0.001142,0.000837,9.15e-05,9.96e-05
1984-07-17,45898.0,0.181256,0.512874,0.003487,-0.002838,0.0881503,0.0007949,0.001171,0.000849,9.13e-05,0.0001104
1984-07-18,45899.0,0.183909,0.51021,0.003515,-0.00279,0.0872919,0.0009243,0.001067,0.000794,9.14e-05,0.00012
1984-07-19,45900.0,0.187325,0.507521,0.003918,-0.002371,0.0863122,0.0010047,0.001,0.000764,9.23e-05,0.0001369
1984-07-20,45901.0,0.191653,0.504906,0.004211,-0.001963,0.0853203,0.0009694,0.00099,0.000771,9.37e-05,0.0001627
1984-07-21,45902.0,0.195254,0.503139,0.003977,-0.002115,0.0844025,0.0008616,0.000941,0.000754,9.48e-05,0.0001885
1984-07-22,45903.0,0.19846,0.501011,0.00344,-0.002925,0.0836152,0.0007133,0.000883,0.000731,9.52e-05,0.0002091
1984-07-23,45904.0,0.202715,0.496993,0.003275,-0.003596,0.0829824,0.0005756,0.000919,0.000757,9.49e-05,0.000238
