scale_days,horizon_windows,candidate_model,control,n,mae,rmse,bias,r2,improvement_vs_clock_pct
90,1,full_child,pole_shift_365d,39,0.0003510987192788606,0.0003994361349823232,-0.00012800531437864084,0.5130236992556579,-9.632468748623706
90,1,full_child,pole_reversed_chronology,39,0.0003318887015876444,0.0004616067609632872,0.00021316757473330872,0.3496345720291024,-3.634037115154711
90,1,full_child,traversal_reflected,39,0.0006031318136768481,0.0006728625571170623,-0.0005581171816372759,-0.3818657353813111,-88.33116181694086
90,1,full_child,pole_year_blocks_permuted,39,0.0004272512466071877,0.0005659266687331672,8.036809138662143e-05,0.022462458689999742,-33.411506136169685
90,2,clock_raw_pole,real_pole_child,39,0.00022433323260362967,0.0002783132033584907,0.00015739878752070427,0.7635818879702256,4.37866482014869
90,2,clock_raw_pole,pole_shift_365d,39,0.00022299613951917181,0.0002760335688075762,0.00015754092543847868,0.7674389789104525,4.9485965440921955
90,2,clock_raw_pole,pole_reversed_chronology,39,0.00025639673027837444,0.00030634369265979377,0.000199645917415536,0.713561750586265,-9.288300268400326
90,2,clock_raw_pole,traversal_reflected,39,0.00022433323260362967,0.0002783132033584907,0.0001573987875207043,0.7635818879702256,4.37866482014869
90,2,clock_raw_pole,pole_year_blocks_permuted,39,0.00023912598988307747,0.0002962572335268307,0.00016733351944553016,0.7321133625969964,-1.926701467473632
90,2,clock_pole_diara,real_pole_child,39,0.00021263424212675532,0.00026228006250693863,0.00010057571988905763,0.7900365589228737,9.365322733787613
90,2,clock_pole_diara,pole_shift_365d,39,0.00021585256265298377,0.00026640021041092964,0.00010329859275979246,0.7833881298981348,7.993523726645294
90,2,clock_pole_diara,pole_reversed_chronology,39,0.00023452929108220638,0.00028910774851630995,0.00015545264351569428,0.7448870011503659,0.032626946143686615
90,2,clock_pole_diara,traversal_reflected,39,0.0005486185482686382,0.0006009702338065342,0.0005486185482686382,-0.10234883750811052,-133.8469315536895
90,2,clock_pole_diara,pole_year_blocks_permuted,39,0.0002283047189451802,0.00028066580822743033,0.00013097357514485911,0.759568070511238,2.685831251889132
90,2,full_child,real_pole_child,39,0.0002119433854410327,0.0002637915701649497,0.0001342096836301071,0.7876095668342752,9.65979822428904
90,2,full_child,pole_shift_365d,39,0.00021259210122261883,0.0002639006643124298,0.00013532471233153993,0.7874338573189645,9.383285161700988
90,2,full_child,pole_reversed_chronology,39,0.00025169718952844876,0.0003019837173917526,0.0002002457835393991,0.7216570801903444,-7.285135797294041
90,2,full_child,traversal_reflected,39,0.00047482167784324844,0.0005273883359101847,0.00047482167784324844,0.15106553463752337,-102.39124752385895
90,2,full_child,pole_year_blocks_permuted,39,0.00023320702599225878,0.00029012712298934977,0.0001557533211041377,0.7430848069890567,0.5962382840407112
90,4,clock_raw_pole,real_pole_child,39,0.000273582362426608,0.00033249440522043627,0.00023396752721253843,0.6625714631859307,-9.611747422554663
90,4,clock_raw_pole,pole_shift_365d,39,0.00027326705593088324,0.0003299157095309027,0.000233727936722078,0.6677850927950988,-9.48541875259391
90,4,clock_raw_pole,pole_reversed_chronology,39,0.00026464284725551227,0.0003219898340878082,0.00022119981601240028,0.6835555775154796,-6.030098845786099
90,4,clock_raw_pole,traversal_reflected,39,0.000273582362426608,0.00033249440522043627,0.00023396752721253843,0.6625714631859307,-9.611747422554663
90,4,clock_raw_pole,pole_year_blocks_permuted,39,0.00026584713567870036,0.0003177515889418307,0.0002067163072447372,0.6918312571514221,-6.51260128964087
