origin,target,origin_year,horizon,split,truth,current,climatology,persistence,base_levels,base_raw_movement,base_diara,base_radius,base_turn,base_quadrant,base_broken_diara
202505,202508,2025.3333333333333,3,holdout,-0.11,-0.08,0.023041825095057037,-0.08,-0.17211728732487092,-0.18981636424071835,-0.3216114748303546,-0.3261071408429358,-0.14838364860486583,-0.13141403608031654,-0.22411217010077972
202506,202509,2025.4166666666667,3,holdout,-0.3,0.01,0.023017077798861477,0.01,-0.3292415835567451,-0.3355787315624886,-0.3898945149606007,-0.46534703295139274,-0.28669855345068906,-0.24000968693257957,-0.3853475001905979
202507,202510,2025.5,3,holdout,-0.5,-0.03,0.02291666666666667,-0.03,-0.4559941691767675,-0.4505566729201228,-0.43948533638381226,-0.46258048418264675,-0.4608073724278887,-0.3476356614452757,-0.4670211780587499
202508,202511,2025.5833333333333,3,holdout,-0.68,-0.11,0.022665406427221174,-0.11,-0.43908429275275973,-0.438967666202854,-0.29189947582014164,-0.27859760555760904,-0.46123967240442454,-0.3470125450326861,-0.4656149798363026
202509,202512,2025.6666666666667,3,holdout,-0.49,-0.3,0.02205660377358491,-0.3,-0.4758549305805449,-0.4707549337691801,-0.41098197321924246,-0.3480129391798991,-0.5224176726227753,-0.4846889584270058,-0.4500120704704214
200801,200807,2008.0,6,evaluation,-0.04,-1.79,0.03088888888888889,-1.79,-0.28961904253724763,-0.28118454288494404,-0.17417980877382153,-0.1914943208604995,-0.28039934291015667,-0.13428998652660343,-0.3899068152772827
200802,200808,2008.0833333333333,6,evaluation,-0.04,-1.7,0.025411392405063293,-1.7,-0.008310790318553071,-0.009737815462450318,0.049763586023101956,0.04769721353185031,-0.010544686121884986,0.07780950433504474,-0.13779698175005756
200803,200809,2008.1666666666667,6,evaluation,-0.28,-1.17,0.021640378548895896,-1.17,0.6816517629880628,0.7161723380858148,0.7263320807069263,0.718118749827944,0.7049269958649563,0.8110027334270364,0.5134772025200048
200804,200810,2008.25,6,evaluation,-0.3,-0.89,0.01877358490566038,-0.89,0.7242966718778714,0.7229994475131114,0.8010851840062739,0.7708861002365345,0.7589401056124451,0.8331694290478397,0.5237842448207497
200805,200811,2008.3333333333333,6,evaluation,-0.37,-0.64,0.01670846394984326,-0.64,0.6251604347878383,0.6255700268707969,0.6670845886720582,0.6372539031271497,0.6548588569896481,0.5236988768815428,0.46794956101169266
200806,200812,2008.4166666666667,6,evaluation,-0.9,-0.44,0.015281250000000001,-0.44,0.3221819482497206,0.28673010834455753,0.33160545018830917,0.30382161861365636,0.3488241568343968,0.16326826934149072,0.20323879836029657
200807,200901,2008.5,6,evaluation,-1.0,-0.04,0.015109034267912777,-0.04,0.16886852231375518,0.15126317269098008,0.0919385506751554,0.10755411920929421,0.1684997508072858,0.03170800245872125,0.07662199454562156
200808,200902,2008.5833333333333,6,evaluation,-0.71,-0.04,0.01493788819875776,-0.04,-0.07489079027075413,-0.08227546421793898,-0.27775971099557484,-0.25929678016694857,-0.06786952924011624,-0.17397946190186753,-0.1843004876404424
200809,200903,2008.6666666666667,6,evaluation,-0.72,-0.28,0.01402476780185759,-0.28,-0.34147648299577044,-0.34981148496832504,-0.5556542213031552,-0.5681313347982665,-0.38155464468973355,-0.3481019123831964,-0.3294309162460305
200810,200904,2008.75,6,evaluation,-0.25,-0.3,0.013055555555555556,-0.3,-0.23760927871959242,-0.23716231578258112,-0.5769157271788985,-0.48053347469030167,-0.3393750916569675,-0.2903292809366321,-0.20902646826731114
200811,200905,2008.8333333333333,6,evaluation,0.17,-0.37,0.011876923076923075,-0.37,-0.29936311427045886,-0.3098671327849088,-0.4455697718832455,-0.4146445585664681,-0.36450228047926164,-0.29990899295055923,-0.17412284976428655
200812,200906,2008.9166666666667,6,evaluation,0.49,-0.9,0.009079754601226996,-0.9,-0.665979104763539,-0.6711135291601542,-0.5337053714355858,-0.45853625053224073,-0.7528777134307149,-0.4023677724552044,-0.4294728197298214
200901,200907,2009.0,6,evaluation,0.69,-1.0,0.005993883792048932,-1.0,-0.38641678219942954,-0.36305008618028256,-0.22259096133654235,-0.18793907377913094,-0.4106427127068717,-0.1921443871434453,-0.12420112334380992
200902,200908,2009.0833333333333,6,evaluation,0.62,-0.71,0.0038109756097560975,-0.71,-0.1274282547825165,-0.1385480463865552,0.004761516445442765,0.03287557267544863,-0.14362540870116858,-0.02683178469624126,0.09521532531500007
200903,200909,2009.1666666666667,6,evaluation,0.68,-0.72,0.001610942249240125,-0.72,-0.19420721613426006,-0.20182067819488173,-0.08513425880520152,-0.09041256066747323,-0.20061613150467172,-0.014843218071518845,0.024762518579119923
200904,200910,2009.25,6,evaluation,0.96,-0.25,0.000848484848484852,-0.25,0.09787580345461623,0.10985645452847793,-0.14729262261287793,-0.11902108762418004,0.10128968835750375,-0.08860409849944209,0.25221754413553477
200905,200911,2009.3333333333333,6,evaluation,1.49,0.17,0.0013595166163141972,0.17,0.42633239207147056,0.4589103251381833,0.354234118855988,0.35720219700895117,0.46632756343375664,0.3495814579096964,0.5725778189035888
200906,200912,2009.4166666666667,6,evaluation,1.81,0.49,0.0028313253012048124,0.49,0.5687913528908397,0.587424072205222,0.6740500017947415,0.636881053336559,0.6163683870649088,0.6896219521722372,0.6626876190212861
200907,201001,2009.5,6,evaluation,1.43,0.69,0.004894894894894892,0.69,0.465444594405766,0.46782956879525656,0.5470847338214486,0.5193249377441201,0.5013381812379064,0.5685461601902885,0.5544066108354373
200908,201002,2009.5833333333333,6,evaluation,1.18,0.62,0.006736526946107785,0.62,0.16343928038257424,0.16415215637684713,0.27931180571378916,0.256044983419554,0.1938854272815024,0.13412920984473006,0.2549202986243684
200909,201003,2009.6666666666667,6,evaluation,1.07,0.68,0.008746268656716417,0.68,0.22386470741518089,0.22567318559359345,0.2586052929428131,0.23360418151301585,0.24737315786553213,0.2768245360041155,0.4429863593765308
200910,201004,2009.75,6,evaluation,0.56,0.96,0.011577380952380954,0.96,0.5254613401653421,0.5474084200644402,0.5564898055239449,0.5265675861947176,0.5451158434024249,0.5055596765422103,0.8180284231237334
200911,201005,2009.8333333333333,6,evaluation,-0.15,1.49,0.01596439169139466,1.49,0.7633505868659067,0.779562492649562,0.8319314570072583,0.8040071436389523,0.7778808399172237,0.7661715596204892,0.9864435128122727
200912,201006,2009.9166666666667,6,evaluation,-0.62,1.81,0.02127218934911243,1.81,0.6750021567546665,0.6890500226476106,0.7716548951371652,0.7552473171805446,0.6837212436818332,0.6818865704498552,0.7411748440692756
201001,201007,2010.0,6,evaluation,-0.89,1.43,0.025427728613569324,1.43,0.12009315649446678,0.10649652014499869,0.046472092735959245,0.08174713581260684,0.09538364144182854,0.016232089945398133,-0.019203399498177905
201002,201008,2010.0833333333333,6,evaluation,-1.33,1.18,0.02882352941176471,1.18,-0.0189003237599645,-0.017969329259266708,-0.1724555431051852,-0.1257315911443427,-0.06406872420923933,-0.07159747337944854,-0.1896512812365352
201003,201009,2010.1666666666667,6,evaluation,-1.56,1.07,0.031876832844574786,1.07,0.12447437531406474,0.11576220988564362,-0.07179619033840556,-0.023690584373682086,0.07053857850658546,-0.10470934684121588,-0.014205787958026517
201004,201010,2010.25,6,evaluation,-1.65,0.56,0.03342105263157895,0.56,-0.33026086639794044,-0.3467075221071203,-0.582616012852664,-0.5338074913430243,-0.3394172244225694,-0.5207995824229348,-0.5047918874788951
201005,201011,2010.3333333333333,6,evaluation,-1.57,-0.15,0.0328862973760933,-0.15,-0.6189546701394861,-0.6456358141806695,-0.7196759857494168,-0.7430904799183315,-0.5433419197691822,-0.6456498168685625,-0.8361903568431921
201006,201012,2010.4166666666667,6,evaluation,-1.63,-0.62,0.030988372093023256,-0.62,-0.6031280214732729,-0.6206816593737168,-0.43475302235906577,-0.5755262472683319,-0.4835430498988182,-0.6959459051213635,-0.8999742785837289
201007,201101,2010.5,6,evaluation,-1.7,-0.89,0.02831884057971015,-0.89,-0.35540491720346,-0.3531339386979877,-0.1689819002646239,-0.2951855654592376,-0.28249740313832783,-0.18526382098444769,-0.6793509234302119
201008,201102,2010.5833333333333,6,evaluation,-1.26,-1.33,0.024393063583815034,-1.33,-0.45358902214273294,-0.4599383938641827,-0.16707034981246127,-0.28596930670113047,-0.3725403646376208,-0.33804724171409123,-0.7584119797263108
201009,201103,2010.6666666666667,6,evaluation,-0.98,-1.56,0.019827089337175793,-1.56,-0.5838586915541493,-0.5954346185104095,-0.36969050601050335,-0.41100341291170905,-0.5656790532595196,-0.4463041679972859,-0.709058217370202
201010,201104,2010.75,6,evaluation,-0.74,-1.65,0.015028735632183909,-1.65,-0.48019650611406767,-0.4802634647652458,-0.39352467283810344,-0.39098138078560113,-0.4951073350438872,-0.3503038751021702,-0.4926419517835949
201011,201105,2010.8333333333333,6,evaluation,-0.53,-1.57,0.010487106017191978,-1.57,-0.2118080174911067,-0.2127407922695511,-0.14762989885456843,-0.13579152762488542,-0.2201916514009865,-0.1970745960024017,-0.1548725217061082
201012,201106,2010.9166666666667,6,evaluation,-0.25,-1.63,0.0057999999999999935,-1.63,-0.23036859894387313,-0.23248230039308496,-0.22314476760015148,-0.21190759851208305,-0.23875486991539227,-0.0514472695872629,-0.1358330020087851
201101,201107,2011.0,6,evaluation,-0.23,-1.7,0.0009401709401709455,-1.7,-0.12340085414141459,-0.10937512222304197,-0.11745602256446806,-0.11962970882834593,-0.1144648841058853,0.01972871656630469,-0.09973126772341581
201102,201108,2011.0833333333333,6,evaluation,-0.66,-1.26,-0.0026420454545454538,-1.26,0.43328864791719485,0.4404344754650315,0.3854716241741424,0.38632781441233366,0.45560294823928643,0.2534586868402417,0.337963408447488
201103,201109,2011.1666666666667,6,evaluation,-0.76,-0.98,-0.005410764872521247,-0.98,0.4844042733317794,0.4645012962910011,0.5311190248421755,0.50505653161319,0.5276815946831163,0.479560575851089,0.320290444272541
201104,201110,2011.25,6,evaluation,-0.93,-0.74,-0.007485875706214685,-0.74,0.345233955504073,0.33332392226944346,0.39964353655492657,0.37993888660949554,0.3710844789240222,0.20105792374253884,0.08050450800287524
201105,201111,2011.3333333333333,6,evaluation,-1.09,-0.53,-0.008957746478873239,-0.53,0.27997533588626633,0.268255887165078,0.3258585710626114,0.31584884942262625,0.29328866310483553,0.16436947142102296,-0.04179357730176292
201106,201112,2011.4166666666667,6,evaluation,-1.05,-0.25,-0.009634831460674157,-0.25,0.19641620996255266,0.18726761947773363,0.20369550529832126,0.20694099443881844,0.20174289336175907,0.09854765155351343,-0.18519327368237606
201107,201201,2011.5,6,evaluation,-0.93,-0.23,-0.010252100840336134,-0.23,0.14874732256160328,0.14365466279934852,0.05645428382685115,0.05199175871863561,0.15476431788072248,0.08858276193684202,-0.21605219335606346
201108,201202,2011.5833333333333,6,evaluation,-0.61,-0.66,-0.012067039106145252,-0.66,-0.37779673931934843,-0.4023381988287001,-0.44607089551789936,-0.46467485901726036,-0.40106427039269643,-0.3567616052937963,-0.42290096193655263
201109,201203,2011.6666666666667,6,evaluation,-0.48,-0.76,-0.014150417827298055,-0.76,-0.6025507906220035,-0.6264191469037605,-0.6987300932112603,-0.6816488241819844,-0.6552747389894078,-0.5503392994417162,-0.5337770804826466
201110,201204,2011.75,6,evaluation,-0.29,-0.93,-0.01669444444444445,-0.93,-0.5510321883856065,-0.5419023494050622,-0.5000611675038843,-0.49732446641046607,-0.5727252948295173,-0.25488227726687845,-0.3304350712913562
201111,201205,2011.8333333333333,6,evaluation,-0.18,-1.09,-0.019667590027700833,-1.09,-0.5499501222538472,-0.549065003384523,-0.39124413958375087,-0.4173917329625138,-0.5150707455250136,-0.32670304642348996,-0.3133389053619556
201112,201206,2011.9166666666667,6,evaluation,0.14,-1.05,-0.02251381215469614,-1.05,-0.3623131228478631,-0.3731631096740583,-0.2354560813460186,-0.2655101047147065,-0.3362206759497115,-0.14754010553943483,-0.20040554682640938
201201,201207,2012.0,6,evaluation,0.44,-0.93,-0.025013774104683202,-0.93,-0.045841361642717154,-0.017111646100438697,-0.03062015198657892,-0.032084711554197454,-0.05776317545194414,-0.04192056613339585,0.14747479818821665
201202,201208,2012.0833333333333,6,evaluation,0.66,-0.61,-0.026620879120879123,-0.61,0.4100268926764405,0.43379287551379125,0.26241407076933476,0.2801097799241384,0.40421604713338805,0.109248593924376,0.6832661776721258
201203,201209,2012.1666666666667,6,evaluation,0.44,-0.48,-0.027863013698630142,-0.48,0.48330274693425707,0.4762017067448527,0.37446252839511995,0.3703305279489112,0.5033393134125668,0.197528837614318,0.7956513519300495
201204,201210,2012.25,6,evaluation,0.23,-0.29,-0.028579234972677597,-0.29,0.3575038790622664,0.3566722828130076,0.27288566899032696,0.29338834221806276,0.35134265692995487,0.1998237082646845,0.6302267844119255
201205,201211,2012.3333333333333,6,evaluation,0.33,-0.18,-0.02899182561307902,-0.18,0.035784750410582836,0.018888171239374658,0.018883454452972678,0.030922960002807722,0.028863134023823126,-0.08446227421309223,0.16916868344777278
201206,201212,2012.4166666666667,6,evaluation,-0.13,0.14,-0.028532608695652172,0.14,0.0683176295045712,0.0759147437163633,0.1463627453377872,0.16725423834057632,0.05940261669515075,0.24766954916465073,0.09126117068123524
201207,201301,2012.5,6,evaluation,-0.42,0.44,-0.027262872628726283,0.44,0.21545868469453522,0.21804243040945276,0.3067581844853491,0.3288199973559248,0.21447351936576475,0.3697348018035199,0.3112182346209629
201208,201302,2012.5833333333333,6,evaluation,-0.4,0.66,-0.025405405405405403,0.66,0.33909596768671607,0.3501734034591945,0.4050382791208235,0.42316606341461327,0.34078136056164493,0.4085245828317246,0.5240422098357742
201209,201303,2012.6666666666667,6,evaluation,-0.14,0.44,-0.024150943396226407,0.44,0.08462994584464949,0.06911205350173827,-0.07182976012355385,-0.048305246025672204,0.07995711533895171,-0.3383745178841017,0.40072522737896377
201210,201304,2012.75,6,evaluation,-0.08,0.23,-0.023467741935483864,0.23,-0.16943199197031888,-0.16733433558106178,-0.45605379008986224,-0.4592405059853634,-0.17432313143835085,-0.5105732195479241,0.22944230202345825
201211,201305,2012.8333333333333,6,evaluation,-0.28,0.33,-0.022520107238605893,0.33,-0.06133396573805712,-0.06456669697572014,-0.3638882289200899,-0.34482457081747997,-0.0773465005308911,-0.3417762019407627,0.12462431621367503
201212,201306,2012.9166666666667,6,evaluation,-0.33,-0.13,-0.022807486631016036,-0.13,-0.47016214502830056,-0.47220589449114253,-0.8720385331818782,-1.0151936717585235,-0.44289858930904213,-0.5368731067740822,-0.11120739188264592
201301,201307,2013.0,6,evaluation,-0.28,-0.42,-0.023866666666666665,-0.42,-0.49386285180837464,-0.48611692788652205,-0.6740361606898806,-0.6607249501444354,-0.5834590445455707,-0.48770020794029983,0.22064387820337908
201302,201308,2013.0833333333333,6,evaluation,-0.29,-0.4,-0.02486702127659575,-0.4,-0.1873984577001957,-0.19664573444388328,-0.19599288538811382,-0.2752336209888735,-0.08787289503951735,0.062022030664833125,-0.8450042900680271
201303,201309,2013.1666666666667,6,evaluation,-0.09,-0.14,-0.025172413793103452,-0.14,0.06463013725273035,0.06215193973415978,-0.09478327943277945,-0.1700656114225976,0.16299909159543857,0.022680814296311216,-0.35687191337313234
201304,201310,2013.25,6,evaluation,-0.24,-0.08,-0.02531746031746032,-0.08,0.11630117081338923,0.12675090757088686,0.12090526951272296,0.10295872360922362,0.1163846249781417,-0.09599333546493574,0.5413800397896381
201305,201311,2013.3333333333333,6,evaluation,-0.02,-0.28,-0.025989445910290242,-0.28,-0.14237561061310708,-0.13733760647094248,-0.07004198562439214,-0.10056248111386623,-0.15062410943256432,-0.12573789593954,0.046408912694819046
201306,201312,2013.4166666666667,6,evaluation,-0.09,-0.33,-0.026789473684210526,-0.33,-0.16221540340897878,-0.16782228472363758,-0.09014209844022464,-0.06359428179892429,-0.1836060462871982,0.15618888168878786,-0.1343162589655443
201307,201401,2013.5,6,evaluation,-0.42,-0.28,-0.027454068241469818,-0.28,-0.15579244072636506,-0.1657612686425364,0.10578162926764481,0.06930002703686926,-0.12469236015083504,-0.21123878859535858,-0.21538733577355962
201308,201402,2013.5833333333333,6,evaluation,-0.45,-0.29,-0.0281413612565445,-0.29,-0.1826178435678356,-0.18622849499687025,0.16262335155168076,0.12544265729116183,-0.16979212810922362,-0.1252383583626515,-0.28326095359017306
201309,201403,2013.6666666666667,6,evaluation,-0.07,-0.09,-0.028302872062663194,-0.09,0.2868825568082866,0.30352847079819856,0.36922910107781376,0.4117718307725474,0.268513013227035,0.27880609100975196,0.22534545171696813
201310,201404,2013.75,6,evaluation,0.28,-0.24,-0.028854166666666663,-0.24,0.41139646767639976,0.4142073338854353,0.3919680955944633,0.38891409332488963,0.41815895724800006,0.38800012722038885,0.3272031704947263
201311,201405,2013.8333333333333,6,evaluation,0.45,-0.02,-0.028831168831168815,-0.02,0.5422066608546995,0.540314801888692,0.4933675866122937,0.5291582486928288,0.5235888839428431,0.5620309201309627,0.5178305179827088
201312,201406,2013.9166666666667,6,evaluation,0.48,-0.09,-0.028989637305699475,-0.09,0.4049260196998077,0.4048944110260617,0.38061333022781024,0.3790518516858083,0.4073430469994821,0.35927494018104666,0.03191365778220495
201401,201407,2014.0,6,evaluation,0.13,-0.42,-0.03,-0.42,-0.15865963479004574,-0.16849819280696357,-0.18312872288501125,-0.25240290734453763,-0.14382302704429878,-0.10979918229701921,-0.5656491121738406
201402,201408,2014.0833333333333,6,evaluation,0.14,-0.45,-0.031082474226804113,-0.45,-0.09645975494604644,-0.10278779699500883,-0.06294573009544817,-0.09046836345890577,-0.1018002679466461,0.3704642808258942,-0.1860651879553043
201403,201409,2014.1666666666667,6,evaluation,0.37,-0.07,-0.031182519280205642,-0.07,0.37626636886157566,0.3810541177391426,0.5009310838054775,0.48931276228977383,0.39710436716343905,0.6239939353280916,0.2192163686890018
201404,201410,2014.25,6,evaluation,0.48,0.28,-0.03038461538461537,0.28,0.3531399686862944,0.33389913697913365,0.4960204276664645,0.4856808533645717,0.3710591652095111,0.3800977277848764,-0.13015418235286455
201405,201411,2014.3333333333333,6,evaluation,0.89,0.45,-0.029156010230179025,0.45,0.23885303312057757,0.24156295003856057,0.37650663548390484,0.37704033159297334,0.22923347663249752,0.35004108551716806,0.7827764381676959
201406,201412,2014.4166666666667,6,evaluation,0.77,0.48,-0.027857142857142844,0.48,0.3530609062180918,0.36158470841191664,0.34487991804065865,0.36710195345213487,0.3436185783898568,0.15693936881876375,0.6450249905123513
201407,201501,2014.5,6,evaluation,0.59,0.13,-0.027455470737913483,0.13,0.4983407835175407,0.519089072348889,0.3161079859988917,0.2914153824113991,0.5084827105463607,0.42068890316913976,0.5480223197008178
201408,201502,2014.5833333333333,6,evaluation,0.57,0.14,-0.027030456852791873,0.14,0.8839372159017065,0.9040971515605585,0.8626033285937074,0.8442201766945943,0.8733002760089694,0.9857650465793029,0.6607808151046819
201409,201503,2014.6666666666667,6,evaluation,0.48,0.37,-0.02602531645569619,0.37,0.7991798321188673,0.7834577519235965,0.7215194550668451,0.7523423087338456,0.7910463035434036,1.0593715949567761,0.7012399205371842
201410,201504,2014.75,6,evaluation,0.9,0.48,-0.02474747474747474,0.48,0.4822378666081458,0.4824765720005947,0.44604838423352894,0.45760197062809627,0.5001891187660037,0.45279264221592175,0.4515671130217268
201411,201505,2014.8333333333333,6,evaluation,1.04,0.89,-0.0224433249370277,0.89,0.7381018976825499,0.7496298211510583,0.9214020921409721,0.9173374538134921,0.743031273823481,0.7442804247766427,0.80597582334686
201412,201506,2014.9166666666667,6,evaluation,1.28,0.77,-0.020452261306532646,0.77,0.5081581366043252,0.5001487856270398,0.4689242678543123,0.4814177106155969,0.4982398246913816,0.43321071516351206,0.5342263774645828
201501,201507,2015.0,6,evaluation,1.56,0.59,-0.01892230576441101,0.59,0.06419294752123793,0.055595949014744156,-0.08195358322454757,-0.06706684681275962,0.05630693299946375,-0.20863318242596574,-0.0032690828779976637
201502,201508,2015.0833333333333,6,evaluation,1.87,0.57,-0.017449999999999993,0.57,0.16583786839236356,0.16966442990521866,0.106574642915776,0.06424156718815285,0.17144448601801918,0.0004636905617241005,0.03345184104928036
201503,201509,2015.1666666666667,6,evaluation,2.01,0.48,-0.016209476309226933,0.48,0.21389052438472658,0.2017542877161986,0.0845035098853755,0.06358268963056088,0.19757004253804605,0.3964879169693521,0.11694726234362511
201504,201510,2015.25,6,evaluation,2.21,0.9,-0.013930348258706454,0.9,0.6375625544484325,0.6423166464204124,0.7095413874574183,0.7095208718864079,0.6262333220484623,1.0716963133003,0.6372254373235413
201505,201511,2015.3333333333333,6,evaluation,2.57,1.04,-0.011315136476426804,1.04,0.6868289025975136,0.7035993036300704,0.8914015727889592,0.8678334831396998,0.7019079798074976,0.9313020960040925,0.6412630342750353
201506,201512,2015.4166666666667,6,evaluation,2.56,1.28,-0.00811881188118812,1.28,0.6460625976991701,0.6552251986744086,0.8435842055487148,0.8384422351271373,0.6467496040177125,0.7558801866897128,0.6733127563359281
201507,201601,2015.5,6,evaluation,2.56,1.56,-0.004246913580246911,1.56,1.1088146951980862,1.1412995935653996,1.3162977241961276,1.3138488431394815,1.1108769178159752,1.1590471239407745,1.1747481899200516
201508,201602,2015.5833333333333,6,evaluation,2.11,1.87,0.00036945812807883175,1.87,1.2755369360995457,1.3028346948302194,1.3597198395935104,1.3566720601374518,1.2783598745908005,1.2707165253817407,1.2142191859458176
201509,201603,2015.6666666666667,6,evaluation,1.6,2.01,0.005307125307125316,2.01,1.2492158927364638,1.2732587035988896,1.268549608762361,1.2810590581446426,1.2462056381605808,1.1716951863274971,1.1919168900377608
201510,201604,2015.75,6,evaluation,1.05,2.21,0.010710784313725501,2.21,1.0256588910160251,1.0385359427044316,1.0017734534523606,1.004817902052003,1.0259213862822698,0.9485536576138128,0.9268984002218666
201511,201605,2015.8333333333333,6,evaluation,0.45,2.57,0.016968215158924216,2.57,0.6303426735445089,0.6182219067620661,0.6065782014636499,0.6066547660817632,0.6283280850812634,0.5776912464762823,0.5618643913174759
201512,201606,2015.9166666666667,6,evaluation,0.06,2.56,0.023170731707317083,2.56,0.33375394228502486,0.3385486865050327,0.3196410348560005,0.32833514934885333,0.3287394594082828,0.3463346807166905,0.2865530934166708
201601,201607,2016.0,6,evaluation,-0.25,2.56,0.02934306569343066,2.56,-0.12285684618462837,-0.12812116843744292,-0.08696450388810782,-0.10082884527070708,-0.11862890047450554,-0.04214561187625758,-0.16395296975622647
201602,201608,2016.0833333333333,6,evaluation,-0.48,2.11,0.03439320388349515,2.11,-0.555290831261696,-0.5718163616371486,-0.534481471746415,-0.5302823210376053,-0.5631989704376543,-0.5630931945628099,-0.5812125909397408
201603,201609,2016.1666666666667,6,evaluation,-0.46,1.6,0.03818401937046006,1.6,-0.6934382585801465,-0.703802667301538,-0.6506065068835983,-0.6392388908035312,-0.699095547444047,-0.8909155674086425,-0.6856120266674894
201604,201610,2016.25,6,evaluation,-0.75,1.05,0.04062801932367151,1.05,-0.8992207818706096,-0.9054716335171803,-0.8224956354057282,-0.822761130109633,-0.8993337715055906,-0.9187465200479926,-0.9262569107624462
201605,201611,2016.3333333333333,6,evaluation,-0.63,0.45,0.04161445783132531,0.45,-1.0134673251693274,-1.0110916309161067,-1.0238544117095636,-1.0217109172628391,-1.014063525872071,-1.2288676101847456,-1.0684118832672338
201606,201612,2016.4166666666667,6,evaluation,-0.51,0.06,0.041658653846153845,0.06,-0.6979495787077691,-0.6877919979789592,-0.7765833194013054,-0.7683431545726226,-0.699496008464666,-0.9551390840904198,-0.7577113902634363
201607,201701,2016.5,6,evaluation,-0.34,-0.25,0.040959232613908866,-0.25,-0.6811931921205573,-0.6799137738124421,-0.8600136127641079,-0.8481305709189618,-0.6857633597656622,-0.9366591671833918,-0.7768423181762797
201608,201702,2016.5833333333333,6,evaluation,-0.01,-0.48,0.03971291866028708,-0.48,-0.6746389485011829,-0.676969152332313,-0.9342021902170697,-0.9200871632842802,-0.676961557817703,-0.9607258762380487,-0.8069982003399891
201609,201703,2016.6666666666667,6,evaluation,-0.09,-0.46,0.03852028639618139,-0.46,-0.33032333738711694,-0.31762695163731935,-0.5941013865451683,-0.592768867331709,-0.32574081139146727,-0.5962225360255183,-0.4775725713097228
201610,201704,2016.75,6,evaluation,0.22,-0.75,0.036642857142857144,-0.75,-0.6876854128491481,-0.6997036884436714,-0.8640555454583643,-0.8518167285113838,-0.694889267089065,-0.8002653281644987,-0.7767354433469795
201611,201705,2016.8333333333333,6,evaluation,0.3,-0.63,0.03505938242280285,-0.63,-0.3878500578490368,-0.3669970042229187,-0.6011328758830927,-0.5907005814060109,-0.38195685198760887,-0.6000016953033562,-0.5031620270596705
201612,201706,2016.9166666666667,6,evaluation,0.22,-0.51,0.03376777251184834,-0.51,-0.3435164194787824,-0.3383151155550539,-0.5841453246428543,-0.5641573358794579,-0.346388584643196,-0.5412222720459177,-0.5277918371391035
201701,201707,2017.0,6,holdout,0.22,-0.34,0.032884160756501184,-0.34,-0.5782422342481165,-0.5743411652542016,-0.8012031259471792,-0.8019507538994733,-0.5755281481857079,-0.7423738440809957,-0.8586546278971261
201702,201708,2017.0833333333333,6,holdout,-0.18,-0.01,0.03278301886792453,-0.01,-0.3294810201134831,-0.33150680345403283,-0.439914954490202,-0.5313421455455977,-0.29511573711268796,-0.24906244174966632,-0.627497633786044
201703,201709,2017.1666666666667,6,holdout,-0.56,-0.09,0.032494117647058826,-0.09,-0.5656203566101141,-0.5523961774976471,-0.7996560033102552,-0.7458924113229719,-0.5950667044667292,-0.5107968798768905,-0.8445309825257434
201704,201710,2017.25,6,holdout,-0.52,0.22,0.03293427230046948,0.22,-0.5325668233388641,-0.5244764004216705,-0.4522573296701687,-0.5871106698880668,-0.46090197418813994,-0.37446454710388233,-0.712783738819638
201705,201711,2017.3333333333333,6,holdout,-0.84,0.3,0.033559718969555036,0.3,-0.21017529222291137,-0.19346147839725736,-0.12302647736570618,-0.1921234041409253,-0.1912065951456612,0.0431115248814993,-0.30796545062690905
201706,201712,2017.4166666666667,6,holdout,-0.85,0.22,0.03399532710280374,0.22,-0.8443679129438361,-0.8745244614469087,-0.9434126501799724,-0.8328185733296806,-0.8804728607137496,-0.8298147267307147,-0.8971342138017808
201707,201801,2017.5,6,holdout,-0.86,0.22,0.03442890442890443,0.22,-0.4801353847557729,-0.4712619687608106,-0.4319110511430817,-0.41565328746387153,-0.4336469157975345,-0.3150778538906364,-0.5448156341650527
201708,201802,2017.5833333333333,6,holdout,-0.73,-0.18,0.03393023255813953,-0.18,-0.9059801756634381,-0.9313096982240912,-0.8646207301471519,-0.7464746156386767,-0.9590421011628497,-0.8627271523897994,-0.8812869392817758
201709,201803,2017.6666666666667,6,holdout,-0.73,-0.56,0.03255220417633411,-0.56,-1.269881917709996,-1.3000128021429247,-0.9905628657931128,-1.0189350807960134,-1.2657334158279925,-1.2283307437673308,-1.1252212857548556
201710,201804,2017.75,6,holdout,-0.36,-0.52,0.03127314814814815,-0.52,-0.5618167450289883,-0.5363397803303313,-0.37263411679641084,-0.3920432987656937,-0.5762183744235655,-0.6494182948554166,-0.3991662525689164
201711,201805,2017.8333333333333,6,holdout,-0.12,-0.84,0.02926096997690531,-0.84,-0.787061143834121,-0.7962282451710876,-0.5555673336773463,-0.5685135677173991,-0.8122959770407661,-0.7540825968496875,-0.5818208481399303
201712,201806,2017.9166666666667,6,holdout,0.12,-0.85,0.027235023041474654,-0.85,-0.39168535012569616,-0.38655063663358546,-0.28162915103990394,-0.28870503459792685,-0.3891613977640547,-0.4721196885936114,-0.21361962899944345
201801,201807,2018.0,6,holdout,0.27,-0.86,0.02519540229885058,-0.86,-0.03645562648548781,-0.020218165282375657,-0.1173438725798553,-0.10130562620551596,-0.03973876065118635,-0.22427985194409572,0.09201128528000015
