time_ns,n,median,q25,q75,minimum_from_onset_ns
208,284,0.0,-0.015192958026656064,0.011345254229878,16.0
216,284,0.0005500550055005481,-0.015477326691186725,0.016949152542372885,16.0
224,284,0.0,-0.019607843137254888,0.013215859030837036,16.0
232,284,0.0005500550055005481,-0.015957446808510627,0.015729445187165732,16.0
240,284,0.0,-0.014858733427725573,0.01167315175097279,16.0
248,284,0.0,-0.017257318952234205,0.015687003968253926,16.0
256,284,0.0005500550055005481,-0.01694915254237288,0.012740424132829163,16.0
264,284,0.0,-0.017971016803239467,0.018018508437670146,16.0
272,284,0.0,-0.015557681327074665,0.015228426395939123,16.0
280,284,0.0,-0.014084507042253492,0.013513513513513466,16.0
288,284,0.0,-0.017047124522386606,0.0106382978723404,16.0
296,284,0.0,-0.015894123606889562,0.011919420775254898,16.0
304,284,0.0,-0.017047124522386606,0.013044224497969,16.0
312,284,0.0,-0.01764461358024079,0.012658227848101234,16.0
320,284,0.0005500550055005481,-0.016066445762120674,0.012797635643785174,16.0
328,284,0.004016064257028098,-0.012548732943469792,0.017136643167841643,16.0
336,284,0.0,-0.01960784313725489,0.016949152542372923,16.0
344,284,0.002952421595352756,-0.01639344262295086,0.016599925498230573,16.0
352,284,0.0,-0.01421301531818652,0.015204725037912042,16.0
360,284,0.0031513474327442195,-0.011066616998820361,0.013758323540932205,16.0
368,284,0.0,-0.02298850574712646,0.01167315175097279,16.0
376,284,0.0,-0.016393442622950807,0.016269373697090524,16.0
384,284,0.0,-0.01980792316926772,0.011235955056179735,16.0
392,284,0.0,-0.014540566959921813,0.014582436504520024,16.0
400,284,0.0,-0.016532370102806337,0.014102777137527552,16.0
408,284,0.0,-0.011807349985644519,0.013416619296160384,16.0
416,284,0.0,-0.01960784313725489,0.01167315175097279,16.0
424,284,0.0,-0.016393442622950817,0.013513513513513466,16.0
432,284,0.0,-0.015023351513765958,0.013451638451638435,16.0
440,284,0.001166674136640762,-0.014084507042253554,0.012893055497557114,16.0
448,284,0.0,-0.02026533786142763,0.014600908500973403,16.0
456,284,0.001166674136640762,-0.014084507042253554,0.01538957376520831,16.0
464,284,0.0,-0.015957446808510627,0.011919420775254898,16.0
472,284,0.0005500550055005481,-0.015192958026656064,0.013416619296160384,16.0
480,284,0.0,-0.018538324420677356,0.013044224497969,16.0
488,284,0.0018458761294963474,-0.015109018665063938,0.014582436504520024,16.0
496,284,0.0,-0.01421301531818652,0.015044863861386136,16.0
504,284,0.002769563152168907,-0.017047124522386606,0.017040868735784025,16.0
512,284,0.002366718578182642,-0.016146553426822054,0.017615733534931302,16.0
520,284,0.0,-0.01639344262295086,0.011345254229878,16.0
528,284,0.003134796238244503,-0.011807349985644519,0.014600908500973403,16.0
536,284,0.0,-0.014084507042253554,0.013758323540932205,16.0
544,284,0.0,-0.01523142820611176,0.01167315175097279,16.0
552,284,0.0,-0.02298850574712646,0.01068630463169212,16.0
560,284,0.0,-0.021824852557948138,0.016042780748663093,16.0
568,284,0.0014740584688771165,-0.01498190863862506,0.012740424132829204,16.0
576,284,0.001166674136640762,-0.01326978159684928,0.01538957376520831,16.0
584,284,0.0014892352326447177,-0.015504029246087184,0.013758323540932205,16.0
592,284,0.0,-0.015894123606889562,0.014600908500973403,16.0
600,284,0.004191438242051159,-0.010989010989010986,0.016949152542372833,16.0
608,284,0.0,-0.016532370102806337,0.014582436504520024,16.0
616,284,0.0030871549580280214,-0.010641989589358001,0.01694915254237289,16.0
624,284,0.002071642889856219,-0.015278625177954044,0.01595603813559323,16.0
632,284,0.003938534059015973,-0.010768643121584296,0.016949152542372923,16.0
640,284,0.0,-0.018365529950100417,0.015327569796954345,16.0
648,284,0.0014740584688771165,-0.014540566959921813,0.013513513513513466,16.0
656,284,0.003050787733793259,-0.015477326691186725,0.017136643167841643,16.0
664,284,0.0014740584688771165,-0.015894123606889562,0.015228426395939123,16.0
672,284,0.0,-0.014736783897367853,0.013513513513513466,16.0
680,284,0.0,-0.01468024839307115,0.012169702759623924,16.0
688,284,0.0,-0.016393442622950803,0.013513513513513466,16.0
696,284,0.0,-0.022398874280673768,0.01167315175097279,16.0
704,284,0.0,-0.02234636871508382,0.010844361100661963,16.0
712,284,0.0005500550055005481,-0.014736783897367853,0.013758323540932205,16.0
720,284,0.0,-0.015109018665063938,0.016949152542372833,16.0
728,284,0.0,-0.018538324420677356,0.013513513513513466,16.0
736,284,0.0,-0.017132296626818956,0.012169702759623924,16.0
744,284,0.0,-0.017790391405863602,0.016532370102806334,16.0
752,284,0.0,-0.014147609672371173,0.01167315175097279,16.0
760,284,0.0,-0.018800670953312844,0.010830324909747318,16.0
768,284,0.0,-0.02298850574712646,0.012740424132829204,16.0
