window_ns,n_events,radial_at_minimum,radial_at_minimum_ci95,radial_one_window_later,radial_one_window_later_ci95,mirror_residual,mirror_residual_ci95,path_at_minimum,path_one_window_later,path_pre_minus256,path_max_event_interval,path_final_plus768,path_crosses_and_returns,radial_peak_time_ns_from_onset,radial_peak_value,radial_trough_time_ns_from_onset,radial_trough_value,post_result_extrema_mirror_residual,trough_time_minus_window_ns,pre_point,final_point,maximum_displacement,final_distance,return_fraction
64,284,1.8912434857304343,"[1.8811049788060068, 1.8976336659678317]",0.6798676313048904,"[0.6744820785684511, 0.686503328686401]",0.573629771731784,"[0.5653096611323948, 0.5818419410921578]",1.7588655178312886,1.875291477745173,0.39603960396039606,1.962256796577317,0.39603960396039606,True,56,1.9007337127699993,128,0.11885076358964666,0.019584476359645997,64,"[1.0, 0.39603960396039606]","[1.0, 0.39603960396039606]",1.628376314730403,0.0,1.0
128,284,1.8491446778560978,"[1.8359927299630807, 1.8584760935055993]",0.6833406377705145,"[0.6774252296126544, 0.6914383641454971]",0.5375488971059403,"[0.5230612386950662, 0.5475513492485591]",1.373681441535201,1.2923659203077547,0.15045919370543295,1.5733460882531967,0.16847637988147365,True,80,1.8634815809129746,256,0.13784718281607244,0.001328763729047111,128,"[1.0000000000000002, 0.15045919370543295]","[1.0, 0.16847637988147365]",1.4885219740738331,0.0180171861760407,0.9878959219347426
256,284,1.7991215296990297,"[1.7839705944000712, 1.8064267516428179]",0.6875833344491702,"[0.6827967818519902, 0.69620865509432]",0.4883986386500192,"[0.4733356530097308, 0.5002868899446002]",0.9559610539919815,0.7583296159578052,0.06851160277476083,1.0724696230909578,0.07073547717401066,True,64,1.816356662777614,464,0.18745043758152374,0.0038071003591375607,208,"[1.0, 0.06851160277476083]","[1.003903313446216, 0.07073547717401066]",1.194220142056842,0.004492379458933769,0.9962382317122902
