window_ns,time_ns,axis,n,median,q25,q75
64,112,x_radial,284,0.1413533314700383,0.11850074619804304,0.17501466530986315
64,120,x_radial,284,0.12609183948005018,0.09744751614963919,0.1554210293465934
64,128,x_radial,284,0.11885076358964666,0.08969458968597334,0.14871195006729562
64,136,x_radial,284,0.13597067655648165,0.10232958455626422,0.17762385094382005
64,144,x_radial,284,0.21630137442783634,0.16441497483078765,0.2787476541266051
64,152,x_radial,284,0.33098178473521256,0.23862939190865506,0.4203293157888548
64,160,x_radial,284,0.5051574148958649,0.3901423507992857,0.6348019894569037
64,168,x_radial,284,0.6766697228337644,0.5191816466599148,0.7994560325091685
64,176,x_radial,284,0.779703717490988,0.6402158643720429,0.9153716089551818
64,184,x_radial,284,0.8386093277450272,0.7146768289683134,1.0
64,192,x_radial,284,0.8826065239816929,0.7599363529034249,1.034392404622762
64,200,x_radial,284,0.9009678978526496,0.7800368150626198,1.0316812694417483
64,208,x_radial,284,0.9257971604055595,0.8004671051875469,1.0595874688389095
64,216,x_radial,284,0.9262245188906354,0.8270198414549059,1.0670735431145235
64,224,x_radial,284,0.9539593603112658,0.8509959633378321,1.071837726650257
64,232,x_radial,284,0.9641311621547826,0.8694583465359698,1.0762287293179327
64,240,x_radial,284,1.0,0.8631580708890968,1.0963373482714296
64,248,x_radial,284,0.9811088937430313,0.8831746189426937,1.0938720910938686
64,256,x_radial,284,1.0,0.8684474911627187,1.0914055536417286
64,264,x_radial,284,1.0,0.8835140697747186,1.0964574763027164
64,272,x_radial,284,1.0,0.8684474911627187,1.1038045126732712
64,280,x_radial,284,1.0,0.8890338229281955,1.097234608574443
64,288,x_radial,284,1.0,0.8845358319201138,1.1052131784923738
64,296,x_radial,284,1.0,0.8908722803507818,1.087425868322065
64,304,x_radial,284,1.0,0.8929774833316814,1.0836519128129338
64,312,x_radial,284,1.0,0.8823700225385168,1.0873277543883644
64,320,x_radial,284,1.0,0.8693218851051778,1.0913567066880752
64,328,x_radial,284,1.0,0.8896017523035163,1.0958707209951446
64,336,x_radial,284,1.0,0.8878303278843102,1.1094028987517344
64,344,x_radial,284,1.0,0.9040845163519935,1.1176164949486123
64,352,x_radial,284,1.0,0.9047952901733713,1.1247565947204978
64,360,x_radial,284,1.0,0.9126971457419621,1.1378161274877345
64,368,x_radial,284,1.0106569924888,0.914066968889174,1.1305416534640305
64,376,x_radial,284,1.0216419650825432,0.9303676508263757,1.1162215003800433
64,384,x_radial,284,1.0,0.9247813439722905,1.1186236300404708
64,392,x_radial,284,1.0,0.9109892111744127,1.1310282240822933
64,400,x_radial,284,1.0,0.9067382867427515,1.12352335697039
64,408,x_radial,284,1.0,0.881434548343429,1.1109579277669372
64,416,x_radial,284,1.0,0.8789426696447774,1.0962416484661759
64,424,x_radial,284,1.0,0.8756583329504513,1.1046075866930578
64,432,x_radial,284,1.0,0.8633681525690511,1.0951168642337317
64,440,x_radial,284,0.9699231141716209,0.8676746631549658,1.090978055197282
64,448,x_radial,284,1.0,0.8696769450215844,1.086137553232333
64,456,x_radial,284,1.0,0.884018743742514,1.090978055197282
64,464,x_radial,284,1.0,0.8768990510342765,1.0925415081141079
64,472,x_radial,284,1.0,0.8843324286225773,1.1151198577911245
64,480,x_radial,284,1.0,0.8754584332170151,1.1164859302252814
64,488,x_radial,284,1.0,0.8793316153526025,1.1281410509224146
64,496,x_radial,284,1.0,0.8848801422088752,1.1301007515312056
64,504,x_radial,284,1.0095573246871288,0.8978594243048985,1.1429559296645286
64,512,x_radial,284,1.0,0.879552892881589,1.1244274894452726
64,520,x_radial,284,1.0,0.8707829860748125,1.1303230549784158
64,528,x_radial,284,1.0,0.8842534300458251,1.1093264068588158
64,536,x_radial,284,1.0,0.8874987886315399,1.10347163308276
64,544,x_radial,284,1.0,0.8679095046721951,1.096290723437611
64,552,x_radial,284,1.0,0.880072890652416,1.090978055197282
64,560,x_radial,284,1.0,0.891317029539076,1.1207702011983511
64,568,x_radial,284,1.0,0.8975845794460678,1.0988455983839025
64,576,x_radial,284,1.0,0.8969433347077367,1.1018616909366776
64,584,x_radial,284,1.0,0.894559963055384,1.1185654516565708
64,592,x_radial,284,1.0,0.8911003838514318,1.1189356459174746
64,600,x_radial,284,1.0,0.8940582320014951,1.1079162269562262
64,608,x_radial,284,1.0,0.9050172938962101,1.1247565947204978
64,616,x_radial,284,1.0,0.8956895113501571,1.1278418506053471
64,624,x_radial,284,1.0,0.8808302636579259,1.095519338623557
64,632,x_radial,284,1.0,0.8722237866185101,1.0958826192540543
64,640,x_radial,284,1.0,0.8965261656254293,1.1034738343745707
64,648,x_radial,284,1.0,0.9038042356297822,1.0933958713871905
64,656,x_radial,284,1.0,0.8940586059533231,1.101271465698668
64,664,x_radial,284,1.0,0.9027919217612526,1.0982403207410565
64,672,x_radial,284,1.0,0.8695710980096113,1.0955193386235578
64,680,x_radial,284,1.0,0.8674984099967695,1.1098678481566713
64,688,x_radial,284,1.0,0.8919039525475596,1.1282894331600692
64,696,x_radial,284,1.0,0.8789233668863226,1.1189616810938778
64,704,x_radial,284,1.0,0.869103286619563,1.1093278725206144
64,712,x_radial,284,1.0,0.8943143295938993,1.1000387863308068
64,720,x_radial,284,1.0,0.8841899284668824,1.0996866827957055
64,728,x_radial,284,1.0,0.8870070311593392,1.0951168642337317
64,736,x_radial,284,1.0,0.8889198365131611,1.1007778516305535
64,744,x_radial,284,1.0,0.9035941861350184,1.114518350398318
64,752,x_radial,284,1.0,0.8956895113501572,1.1179040080566671
64,760,x_radial,284,1.0,0.8957512872309522,1.115202016676376
64,768,x_radial,284,1.0,0.9068848276037116,1.1077196914199576
64,-1024,x_history,214,0.43072374834359084,0.2811162241672805,0.5933551198887631
64,-1016,x_history,214,0.37788320013247934,0.22772997665179753,0.5908431945060588
64,-1008,x_history,215,0.4480072407057597,0.24668129231917854,0.6127924130764513
64,-1000,x_history,215,0.39603960396039606,0.0,0.6549604547182707
64,-992,x_history,216,0.4480072407057597,0.23450208919632823,0.6557377049180328
64,-984,x_history,216,0.40791183146643617,0.2517964979190488,0.6060381804535687
64,-976,x_history,218,0.4154286022795808,0.2538577774893655,0.6557377049180328
64,-968,x_history,218,0.39603960396039606,0.2811162241672805,0.5797825923029126
64,-960,x_history,218,0.39603960396039606,0.0,0.6329078908529187
64,-952,x_history,219,0.41120260103803274,0.2883361046024037,0.6557377049180328
64,-944,x_history,219,0.4221355636945146,0.3093957185513801,0.6557377049180328
64,-936,x_history,219,0.4480072407057597,0.2561643464256987,0.6557377049180328
64,-928,x_history,220,0.4480072407057597,0.2977875045515418,0.6557377049180328
64,-920,x_history,220,0.4480072407057597,0.26588192661829013,0.6557377049180328
64,-912,x_history,221,0.41120260103803274,0.2517964979190488,0.6557377049180328
64,-904,x_history,222,0.4480072407057597,0.2852287575766103,0.6557377049180328
64,-896,x_history,223,0.37788320013247934,0.0,0.5797825923029126
64,-888,x_history,225,0.39719143244687616,0.2538577774893655,0.5797825923029126
64,-880,x_history,225,0.35638893153014006,0.1966100979445766,0.5331526876860397
64,-872,x_history,225,0.4480072407057597,0.26588192661829013,0.580775642012877
64,-864,x_history,228,0.39719143244687616,0.272157291735507,0.6557377049180328
64,-856,x_history,228,0.4221355636945146,0.2597307630433751,0.5797825923029126
64,-848,x_history,228,0.39603960396039606,0.20525003233390415,0.6285949868161085
64,-840,x_history,230,0.37788320013247934,0.21615320380760197,0.6338961329231143
64,-832,x_history,232,0.39603960396039606,0.21003690867802655,0.5797825923029126
64,-824,x_history,234,0.41120260103803274,0.1993022911561585,0.6557377049180328
64,-816,x_history,234,0.41120260103803274,0.2538577774893655,0.5797825923029126
64,-808,x_history,234,0.4221355636945146,0.2538577774893655,0.650719074094887
64,-800,x_history,235,0.39603960396039606,0.0,0.6321290842207791
64,-792,x_history,237,0.4221355636945146,0.2538577774893655,0.6356631816254497
64,-784,x_history,238,0.37788320013247934,0.21615320380760197,0.6557377049180328
64,-776,x_history,238,0.41230340228127516,0.24616956615119678,0.6242410419715314
64,-768,x_history,238,0.4480072407057597,0.3086206030811326,0.6557377049180328
64,-760,x_history,238,0.39603960396039606,0.23575276868449407,0.5350720302473263
64,-752,x_history,240,0.4480072407057597,0.2702773034242109,0.6557377049180328
64,-744,x_history,240,0.39663417204820706,0.2978598349205527,0.5963367861201452
64,-736,x_history,241,0.4221355636945146,0.25847091536203187,0.5797825923029126
64,-728,x_history,241,0.4480072407057597,0.2796409604388579,0.6557377049180328
64,-720,x_history,242,0.39719143244687616,0.2597307630433751,0.6356631816254497
64,-712,x_history,242,0.4480072407057597,0.2357527686844941,0.6557377049180328
64,-704,x_history,244,0.4480072407057597,0.2538577774893655,0.6557377049180328
64,-696,x_history,244,0.4221355636945146,0.2533424575967863,0.6295839859715515
64,-688,x_history,244,0.4408365064090225,0.24872357522653443,0.6557377049180328
64,-680,x_history,245,0.39603960396039606,0.25179649791904873,0.580775642012877
64,-672,x_history,246,0.41120260103803274,0.27424908010791266,0.6356631816254497
64,-664,x_history,247,0.37788320013247934,0.2528271377042071,0.5209950487414772
64,-656,x_history,247,0.4480072407057597,0.3181639153694734,0.6557377049180328
64,-648,x_history,248,0.4221355636945146,0.29820239498291967,0.6557377049180328
64,-640,x_history,249,0.4221355636945146,0.2811162241672805,0.6557377049180328
64,-632,x_history,249,0.4480072407057597,0.3093957185513801,0.6557377049180328
64,-624,x_history,249,0.39603960396039606,0.2538577774893655,0.580775642012877
64,-616,x_history,250,0.41666908236627365,0.29820239498291967,0.6557377049180328
64,-608,x_history,250,0.39603960396039606,0.22380503315273284,0.596989839336794
64,-600,x_history,250,0.4480072407057597,0.27424908010791266,0.6557377049180328
64,-592,x_history,250,0.4221355636945146,0.2553260238778679,0.5797825923029126
64,-584,x_history,251,0.4480072407057597,0.29820239498291967,0.6557377049180328
64,-576,x_history,252,0.4480072407057597,0.29820239498291967,0.6557377049180328
64,-568,x_history,252,0.4480072407057597,0.2533424575967863,0.6557377049180328
64,-560,x_history,252,0.4395958366571502,0.22380503315273284,0.6557377049180328
64,-552,x_history,252,0.4480072407057597,0.2793994381524385,0.6557377049180328
64,-544,x_history,253,0.39603960396039606,0.16632242276966172,0.5797825923029126
64,-536,x_history,255,0.39603960396039606,0.21085708877817394,0.5797825923029126
64,-528,x_history,256,0.4279006679034,0.2387657820277253,0.6557377049180328
64,-520,x_history,257,0.39603960396039606,0.23950480714899158,0.5797825923029126
64,-512,x_history,257,0.4480072407057597,0.2717424290261845,0.6557377049180328
64,-504,x_history,258,0.39719143244687616,0.2811162241672805,0.6557377049180328
64,-496,x_history,259,0.4221355636945146,0.2538577774893655,0.6557377049180328
64,-488,x_history,259,0.41120260103803274,0.2597307630433751,0.6557377049180328
64,-480,x_history,261,0.39603960396039606,0.19129752462570526,0.5797825923029126
64,-472,x_history,263,0.39719143244687616,0.2538577774893655,0.6208644847976293
64,-464,x_history,264,0.39603960396039606,0.2577471967622935,0.6356631816254497
64,-456,x_history,264,0.4221355636945146,0.2811162241672805,0.6356631816254497
64,-448,x_history,264,0.4480072407057597,0.27424908010791266,0.6557377049180328
64,-440,x_history,265,0.39603960396039606,0.23450208919632823,0.6557377049180328
64,-432,x_history,265,0.4480072407057597,0.2597307630433751,0.6557377049180328
64,-424,x_history,265,0.39603960396039606,0.22835732250747562,0.6557377049180328
64,-416,x_history,266,0.41666908236627365,0.26588192661829013,0.5797825923029126
64,-408,x_history,266,0.3966155182036361,0.2538577774893655,0.5797825923029126
64,-400,x_history,267,0.39603960396039606,0.20933038561378592,0.5797825923029126
64,-392,x_history,268,0.3485647707105425,0.0,0.5800308547304037
64,-384,x_history,273,0.39603960396039606,0.22380503315273284,0.580775642012877
64,-376,x_history,273,0.39603960396039606,0.2538577774893655,0.580775642012877
64,-368,x_history,273,0.41120260103803274,0.2811162241672805,0.6557377049180328
64,-360,x_history,273,0.4480072407057597,0.29820239498291967,0.6557377049180328
64,-352,x_history,273,0.41120260103803274,0.25179649791904873,0.5797825923029126
64,-344,x_history,274,0.39719143244687616,0.2597307630433751,0.650719074094887
64,-336,x_history,275,0.39719143244687616,0.25282713770420717,0.6163265104811217
64,-328,x_history,277,0.39603960396039606,0.2063773420961735,0.6557377049180328
64,-320,x_history,278,0.41666908236627365,0.26126855393710385,0.5797825923029126
64,-312,x_history,279,0.39603960396039606,0.22380503315273284,0.6557377049180328
64,-304,x_history,281,0.4221355636945146,0.24918826536397182,0.6356631816254497
64,-296,x_history,281,0.39603960396039606,0.26588192661829013,0.5797825923029126
64,-288,x_history,282,0.44382039238636234,0.2717424290261845,0.650719074094887
64,-280,x_history,282,0.40688246484432594,0.2553260238778679,0.6557377049180328
64,-272,x_history,282,0.4480072407057597,0.27559705019064895,0.6557377049180328
64,-264,x_history,284,0.41666908236627365,0.2597307630433751,0.6303620355184437
64,-256,x_history,284,0.39603960396039606,0.2538577774893655,0.6557377049180328
64,-248,x_history,284,0.41120260103803274,0.2643441357245614,0.6379321687837034
64,-240,x_history,284,0.4480072407057597,0.2597307630433751,0.6557377049180328
64,-232,x_history,284,0.4221355636945146,0.24936446950208144,0.6557377049180328
64,-224,x_history,284,0.4234459612353836,0.2597307630433751,0.6557377049180328
64,-216,x_history,284,0.4480072407057597,0.2021238916327712,0.6557377049180328
64,-208,x_history,284,0.4123489461725669,0.17043313635828375,0.6557377049180328
64,-200,x_history,284,0.4480072407057597,0.2597307630433751,0.7016418365673324
64,-192,x_history,284,0.4221355636945146,0.2597307630433751,0.6557377049180328
64,-184,x_history,284,0.41666908236627365,0.26873951253048217,0.6557377049180328
64,-176,x_history,284,0.40688246484432594,0.2582625166548727,0.6557377049180328
64,-168,x_history,284,0.39603960396039606,0.22470314674586672,0.6557377049180328
64,-160,x_history,284,0.39603960396039606,0.24090295706769455,0.5797825923029126
64,-152,x_history,284,0.39603960396039606,0.20968364714590623,0.5797825923029126
64,-144,x_history,284,0.39603960396039606,0.23182782518542944,0.5797825923029126
64,-136,x_history,284,0.37788320013247934,0.0,0.5797825923029126
64,-128,x_history,284,0.39603960396039606,0.2538577774893655,0.6070409339438974
64,-120,x_history,284,0.39603960396039606,0.23825412766082577,0.5312996130130353
64,-112,x_history,284,0.39603960396039606,0.28441290014492815,0.6303620355184438
64,-104,x_history,284,0.4328663482235663,0.26588192661829013,0.6406818124485955
64,-96,x_history,284,0.39603960396039606,0.250735584877173,0.6557377049180328
64,-88,x_history,284,0.4480072407057597,0.2619939409924228,0.6557377049180328
64,-80,x_history,284,0.4221355636945146,0.25179649791904873,0.6557377049180328
64,-72,x_history,284,0.4480072407057597,0.3402270637294586,0.6557377049180328
64,-64,x_history,284,0.4480072407057597,0.2582625166548727,0.6557377049180328
64,-56,x_history,284,0.4400370825203035,0.2793994381524385,0.6557377049180328
64,-48,x_history,284,0.41666908236627365,0.2803044499462547,0.6557377049180328
64,-40,x_history,284,0.4480072407057597,0.2793994381524385,0.6557377049180328
64,-32,x_history,284,0.4480072407057597,0.2811162241672805,0.6557377049180328
64,-24,x_history,284,0.4221355636945146,0.2724792369977674,0.6557377049180328
64,-16,x_history,284,0.4221355636945146,0.2597307630433751,0.6557377049180328
64,-8,x_history,284,0.4480072407057597,0.2865311344936229,0.658901438742197
64,0,x_history,284,1.0775368666372813,0.7794145218704007,1.387681113805228
64,8,x_history,284,1.7626189056507764,1.6327191579005245,1.8900828862595025
64,16,x_history,284,1.7588655178312886,1.6477959191852576,1.8482302402645463
64,24,x_history,284,1.050422009685116,1.0169041864932842,1.0781111756688908
64,32,x_history,284,0.9741432924284616,0.9374670355611988,0.9939989951637567
64,40,x_history,284,0.4360493612820229,0.41185777906828486,0.4710744572879226
64,48,x_history,284,0.8380566905958503,0.7492443753166245,0.8999802535345036
64,56,x_history,284,0.9496225861745238,0.9303007886128835,0.9658152830474134
64,64,x_history,284,1.528417951695814,1.3506679815401657,1.6379615672460228
64,72,x_history,284,1.962256796577317,1.903414265382398,1.9794072934810494
64,80,x_history,284,1.875291477745173,1.737216176086208,1.953839816618753
64,88,x_history,284,1.6910773673613575,1.4212325922575624,1.859800330684073
64,96,x_history,284,1.2567125625858693,0.9439238161411269,1.6218698922385273
64,104,x_history,284,0.8199364052626098,0.5813401319565283,1.208279071599852
64,112,x_history,284,0.5560135211560708,0.35638893153014006,0.8164701955639909
64,120,x_history,284,0.46843725710035644,0.3402270637294586,0.7607708422842226
64,128,x_history,284,0.4480072407057597,0.30458824247243177,0.6565286383740738
64,136,x_history,284,0.4480072407057597,0.2811162241672805,0.6934666609308504
64,144,x_history,284,0.41666908236627365,0.2582625166548727,0.6730580843333577
64,152,x_history,284,0.4480072407057597,0.29820239498291967,0.6565286383740738
64,160,x_history,284,0.40908758382745536,0.2538577774893655,0.613239585888078
64,168,x_history,284,0.4221355636945146,0.28717406426740566,0.6285949868161085
64,176,x_history,284,0.39603960396039606,0.23950480714899158,0.5802190180449542
64,184,x_history,284,0.39603960396039606,0.23950480714899158,0.5312996130130353
64,192,x_history,284,0.41120260103803274,0.2597307630433751,0.6557377049180328
64,200,x_history,284,0.4221355636945146,0.2582625166548727,0.6048911262066226
64,208,x_history,284,0.4221355636945146,0.27424908010791266,0.6557377049180328
64,216,x_history,284,0.39603960396039606,0.22380503315273284,0.5946251980113595
64,224,x_history,284,0.4221355636945146,0.2597307630433751,0.6557377049180328
64,232,x_history,284,0.39603960396039606,0.2517964979190488,0.580775642012877
64,240,x_history,284,0.4221355636945146,0.29820239498291967,0.6557377049180328
64,248,x_history,284,0.39719143244687616,0.2643441357245614,0.6557377049180328
64,256,x_history,284,0.4480072407057597,0.2643441357245614,0.6557377049180328
64,264,x_history,284,0.4480072407057597,0.2773076497800329,0.6545718296183896
64,272,x_history,284,0.39603960396039606,0.21708224884246494,0.6474887739233568
64,280,x_history,284,0.4036211024992144,0.24090295706769455,0.5800308547304037
64,288,x_history,284,0.44764416527045237,0.23450208919632826,0.6557377049180328
64,296,x_history,284,0.35638893153014006,0.0,0.5352766095687229
64,304,x_history,284,0.4480072407057597,0.29820239498291967,0.658901438742197
