draw,scenario,known_directness_D,known_turn_consistency_G,known_historical_circularity_C,known_signed_net_turn_deg,known_absolute_turn_deg,known_path_length_arcsec2,known_endpoint_displacement_arcsec2,outcome_directness_D,outcome_turn_consistency_G,outcome_historical_circularity_C,outcome_signed_net_turn_deg,outcome_absolute_turn_deg,outcome_path_length_arcsec2,outcome_endpoint_displacement_arcsec2
5,selected_AC_-5.3d,0.44367259352471755,0.034964696043326755,0.019451818667980545,-11.78114671523266,336.9440621086472,2.1082366294732138,0.9353668131621897,0.5970786979582409,0.08756776242745241,0.03528291685415256,-26.383152678506644,301.28841878727224,1.889193866434402,1.1279974139613476
5,alternate_AC_+7.9d,0.44367259352471755,0.034964696043326755,0.019451818667980545,-11.78114671523266,336.9440621086472,2.1082366294732138,0.9353668131621897,0.6729585087579745,0.2727640438569482,0.08920515966018158,-65.0751237288895,238.57662032250232,1.6761767616895162,1.1279974139613476
6,selected_AC_-5.3d,0.4460757729343289,0.03326020947751888,0.018423635826876953,-11.228796721608532,337.60450995350044,2.0839801673271436,0.9296130639202677,0.5228750792549991,0.05578009639462961,0.026614074071436164,-17.40526801002109,312.0336667560301,1.6526382961559123,0.8641233800823693
6,alternate_AC_+7.9d,0.4460757729343289,0.03326020947751888,0.018423635826876953,-11.228796721608532,337.60450995350044,2.0839801673271436,0.9296130639202677,0.6179338884949909,0.21414902926940033,0.08181908689553218,-52.71598451387248,246.16494734400854,1.3984074933760073,0.8641233800823693
7,selected_AC_-5.3d,0.4413641446231158,0.032838353010175333,0.018344681423007377,-11.08767904992212,337.6441883819958,2.0827599596390267,0.9192555680413542,0.6049839793866509,0.0833660282132455,0.03293091671913642,-24.610911810233745,295.2151174490459,1.8026523265538235,1.0905757779691367
7,alternate_AC_+7.9d,0.4413641446231158,0.032838353010175333,0.018344681423007377,-11.08767904992212,337.6441883819958,2.0827599596390267,0.9192555680413542,0.6750044659993467,0.2752943868942005,0.08946944627606314,-63.53296569094434,230.78191461768142,1.6156571295488174,1.0905757779691367
8,selected_AC_-5.3d,0.45306824245020993,0.034141013706547214,0.01867280463105334,-11.522529200500001,337.498156895392,2.078293098731499,0.9416086015386809,0.6779728291142603,0.06603124571725232,0.02126385524838788,-17.846613156520363,270.2752759343671,1.8263840966871194,1.238238793080259
8,alternate_AC_+7.9d,0.45306824245020993,0.034141013706547214,0.01867280463105334,-11.522529200500001,337.498156895392,2.078293098731499,0.9416086015386809,0.7504273168351719,0.2406823971580228,0.06006775164927054,-47.03462885824451,195.42197274760971,1.6500449348011044,1.238238793080259
9,selected_AC_-5.3d,0.45130055070792724,0.034259274315216734,0.018798044949905474,-11.558709145514248,337.3891997583932,2.091866836187182,0.9440606551789247,0.4937554997620931,0.02508007203363924,0.012696648532600403,-8.02570643061988,320.00332454608633,1.6821988470528177,0.8305949324257809
9,alternate_AC_+7.9d,0.45130055070792724,0.034259274315216734,0.018798044949905474,-11.558709145514248,337.3891997583932,2.091866836187182,0.9440606551789247,0.6177338221774777,0.13978606951393122,0.05343548650592389,-35.119994464255385,251.24101841031654,1.34458386866042,0.8305949324257809
10,selected_AC_-5.3d,0.44820195298394766,0.033584075404016596,0.018531627218776197,-11.336243791544069,337.548187799396,2.082865233685861,0.9335442655403694,0.7259886207021291,0.09836967032702076,0.026954409047383804,-24.323647338380074,247.26775293155282,1.8616768433125876,1.3515562036695992
10,alternate_AC_+7.9d,0.44820195298394766,0.033584075404016596,0.018531627218776197,-11.336243791544069,337.548187799396,2.082865233685861,0.9335442655403694,0.7590236783568802,0.3168722637220613,0.07635871254247091,-59.30456688907008,187.1560678503815,1.780650910121041,1.3515562036695992
11,selected_AC_-5.3d,0.45018394359576663,0.03481653251681678,0.01914268860606596,-11.73889686559856,337.16444507874354,2.096225828817224,0.9436872102842424,0.5517225275103623,0.11074298278146653,0.04964358441723928,-34.639104672753525,312.7882580254157,1.7549388217715625,0.9682392823738637
11,alternate_AC_+7.9d,0.45018394359576663,0.03481653251681678,0.01914268860606596,-11.73889686559856,337.16444507874354,2.096225828817224,0.9436872102842424,0.5996131390752709,0.3176162650851282,0.12716937935607112,-81.58911295962868,256.87951760833465,1.6147732917712436,0.9682392823738637
12,selected_AC_-5.3d,0.44888642636966525,0.034257551467934605,0.01887980161331856,-11.55553684029606,337.31356577285305,2.0741945860091437,0.9310777953089518,0.5370315560570013,0.05130742831214632,0.023753720248391338,-16.279169883684755,317.2868026954079,1.896909931258453,1.0187004920837064
12,alternate_AC_+7.9d,0.44888642636966525,0.034257551467934605,0.01887980161331856,-11.55553684029606,337.31356577285305,2.0741945860091437,0.9310777953089518,0.6556418008551154,0.17819141057207066,0.06136167324768501,-45.084648516083156,253.0124677241296,1.5537454914483408,1.0187004920837064
13,selected_AC_-5.3d,0.4509635250766775,0.03483412906956171,0.019125207431376197,-11.734914823174725,336.8798111685465,2.0966008735603765,0.9454905206196288,0.5676581841287474,0.07451038163809609,0.032213953698674504,-20.56159553410644,275.9561162090947,1.3309763969554482,0.7555396446139526
13,alternate_AC_+7.9d,0.4509635250766775,0.03483412906956171,0.019125207431376197,-11.734914823174725,336.8798111685465,2.0966008735603765,0.9454905206196288,0.5717979714812438,0.2954579964697257,0.12651571343042406,-66.70608214013437,225.77179476328521,1.3213401975818937,0.7555396446139526
