draw,scenario,holdout_pair,calibration_pair_1,calibration_pair_2,known_turn_deg,outcome_turn_deg,distortion_delta_deg,residual_magnitude_arcsec2,orientation_sign_from_te_ara,target_direction_x,target_direction_y,straight_direction_x,straight_direction_y,distorted_direction_x,distorted_direction_y,opposite_direction_x,opposite_direction_y,baseline_landing_error_arcsec2,distorted_landing_error_arcsec2,opposite_landing_error_arcsec2,distorted_to_straight_error_ratio,straight_angular_error_deg,distorted_angular_error_deg,opposite_angular_error_deg,distorted_improves,distorted_beats_opposite
2,alternate_AC_+7.9d,AD,AC,AB,-174.47102613554972,-111.94946851098308,62.52155762456663,0.3987567131912886,1.0,0.0,-1.0,-0.2588997699517173,-0.9659041925154626,0.7374750356731671,-0.6753743937690123,-0.9763954282433948,-0.21599066578303236,0.10412943106912924,0.32130271272964883,0.49932535805045986,3.085609029365992,15.004788405929162,47.516769218637464,77.52634603049582,False,True
3,selected_AC_-5.3d,AC,AB,AD,14.670388648439754,14.851192448957095,0.1808038005173406,0.05994594414443388,-1.0,0.0,1.0,-0.14789799238479362,0.9890026207490795,-0.15101816887693503,0.9885309872073094,-0.144776343133386,0.9894644058625475,0.008890361152250182,0.009078995923632564,0.008701704248434314,1.0212178974680504,8.505131733705541,8.68593553422288,8.324327933188222,False,False
3,selected_AC_-5.3d,AB,AC,AD,-45.69609598851667,-38.87654308838606,6.819552900130612,0.26060710807632104,1.0,0.0,-1.0,0.1728853530505588,-0.9849419549905384,0.28861698519546936,-0.9574446385335699,0.054707408185231066,-0.9985024283844554,0.04522572631415216,0.07602884565855607,0.0142624802088466,1.6810972836662859,9.955622149693223,16.775175049823847,3.1360692495624574,False,False
3,selected_AC_-5.3d,AD,AC,AB,-174.42353543379434,-146.9596173605655,27.463918073228854,0.39247460949408053,1.0,0.0,-1.0,-0.2609748664152149,-0.9653455956804076,0.2136442903164224,-0.9769115196450455,-0.6767710412910172,-0.7361935599214873,0.10332508777550214,0.08433818266281101,0.2850816478972909,0.8162410937995561,15.127915123573432,12.336002949655414,42.59183319680231,True,True
3,alternate_AC_+7.9d,AC,AB,AD,14.670388648439754,14.851192448957095,0.1808038005173406,0.39261411138538255,-1.0,0.0,1.0,-0.14789799238479362,0.9890026207490795,-0.15101816887693503,0.9885309872073094,-0.144776343133386,0.9894644058625475,0.058227146031362045,0.05946260364571277,0.05699154346132123,1.021217897468052,8.505131733705541,8.68593553422288,8.324327933188222,False,False
3,alternate_AC_+7.9d,AB,AC,AD,-45.69609598851667,-63.1607195067364,-17.46462351821973,0.26060710807632104,1.0,0.0,-1.0,0.1728853530505588,-0.9849419549905384,-0.13068195008421654,-0.9914243430147287,0.46051346877816046,-0.8876527164797652,0.04522572631415216,0.034129895263300146,0.12353287323952626,0.7546566533000073,9.955622149693223,7.509001368526471,27.420245667912962,True,True
3,alternate_AC_+7.9d,AD,AC,AB,-174.42353543379434,-120.95084672595972,53.472688707834635,0.39247460949408053,1.0,0.0,-1.0,-0.2609748664152149,-0.9653455956804076,0.6203921032152603,-0.7842918068347685,-0.9310596611911347,-0.36486697206331187,0.10332508777550214,0.25778633041475046,0.4423427489190634,2.494905506152111,15.127915123573432,38.34477358426119,68.6006038314081,False,True
4,selected_AC_-5.3d,AC,AB,AD,12.538940756080283,16.23921226450779,3.7002715084275057,0.11843462210959377,-1.0,0.0,1.0,-0.1505215673372799,0.9886067255316084,-0.21400952581544816,0.9768315734353836,-0.08640602798746153,0.9962600053838506,0.01787795980119331,0.025494232774450887,0.010243046989376493,1.4260146603948183,8.657153349208352,12.357424857635877,4.956881840780879,False,False
4,selected_AC_-5.3d,AB,AC,AD,-47.22777153435356,-43.15027330165138,4.077498232702179,0.2440226055323496,1.0,0.0,-1.0,0.19668047515300693,-0.9804676387793672,0.2658994861153819,-0.9640007589642116,0.12646578312961548,-0.9919709701888525,0.04823057409675886,0.0654774458622583,0.03092264203395461,1.3575920894264961,11.342909020215947,15.420407252918142,7.265410787513742,False,False
4,selected_AC_-5.3d,AD,AC,AB,-174.34969087060205,-143.73000930832052,30.619681562281524,0.24816672257822625,1.0,0.0,-1.0,-0.25632479233467026,-0.9665907100911887,0.2717357807225457,-0.9623718956178576,-0.7129051555217462,-0.7012604646139088,0.06414933602701557,0.06807924223014943,0.19182486165537457,1.061261837557895,14.852099503842727,15.767582058438762,45.47178106612427,False,True
4,alternate_AC_+7.9d,AC,AB,AD,12.538940756080283,16.23921226450779,3.7002715084275057,0.4511027893505425,-1.0,0.0,1.0,-0.1505215673372799,0.9886067255316084,-0.21400952581544816,0.9768315734353836,-0.08640602798746153,0.9962600053838506,0.06809493195961214,0.09710437127299475,0.03901449581255616,1.426014660394821,8.657153349208352,12.357424857635877,4.956881840780879,False,False
4,alternate_AC_+7.9d,AB,AC,AD,-47.22777153435356,-70.22858251223059,-23.000810977877023,0.2440226055323496,1.0,0.0,-1.0,0.19668047515300693,-0.9804676387793672,-0.2020677572641629,-0.979371544141564,0.5641562456605579,-0.8256680510242504,0.04823057409675886,0.049565377459182096,0.1440899035058566,1.0276754607926786,11.342909020215947,11.657901957661032,34.343719998093,False,True
4,alternate_AC_+7.9d,AD,AC,AB,-174.34969087060205,-122.09551083230242,52.25418003829962,0.24816672257822625,1.0,0.0,-1.0,-0.25632479233467026,-0.9665907100911887,0.6074046862467395,-0.7943925648729979,-0.9212280475066437,-0.38902298709343275,0.06414933602701557,0.1591394859136981,0.27432853136901775,2.480765909200974,14.852099503842727,37.402080534456864,67.10627954214237,False,True
5,selected_AC_-5.3d,AC,AB,AD,16.088331506129997,13.922078095055811,-2.166253411074186,0.21535994695313665,-1.0,0.0,1.0,-0.153379942682698,0.9881672900792924,-0.11591835020149804,0.9932587457891136,-0.19062231015779657,0.9816634529563097,0.033130046264436074,0.025006348861444587,0.0412419044670283,0.7547936595635851,8.8228503162078,6.65659690513358,10.98910372728194,True,True
5,selected_AC_-5.3d,AB,AC,AD,-47.241574808812125,-49.12434662725724,-1.8827718184451139,0.050695528458432476,1.0,0.0,-1.0,0.21976948501708451,-0.9755518302249889,0.18759942272998092,-0.9822456192782831,0.2517022578574826,-0.967804718623259,0.01121005720446168,0.009552948064967903,0.01286414020977568,0.8521765670531783,12.695494106051234,10.812722287606135,14.578265924496343,True,True
5,selected_AC_-5.3d,AD,AC,AB,-174.36260441193994,-163.83578573288943,10.526818679050505,0.19906503479360405,1.0,0.0,-1.0,-0.2512224532839425,-0.9679293770549572,-0.07015767824202301,-0.9975359142325096,-0.42383082937495337,-0.9057413693054653,0.050415453702511305,0.013974551937103636,0.08643120048754743,0.27718786425217734,14.549862460866393,4.023043781815968,25.076681139916904,True,True
5,alternate_AC_+7.9d,AC,AB,AD,16.088331506129997,13.922078095055811,-2.166253411074186,0.5480281141940854,-1.0,0.0,1.0,-0.153379942682698,0.9881672900792924,-0.11591835020149804,0.9932587457891136,-0.19062231015779657,0.9816634529563097,0.08430628366291616,0.06363384837013814,0.10494859165133612,0.7547936595635846,8.82285031620776,6.65659690513358,10.989103727281973,True,True
5,alternate_AC_+7.9d,AB,AC,AD,-47.241574808812125,-85.4859073413614,-38.24433253254927,0.050695528458432476,1.0,0.0,-1.0,0.21976948501708451,-0.9755518302249889,-0.43128029620019626,-0.9022179925658051,0.7764846060703201,-0.6301362206188594,0.01121005720446168,0.022418891073500015,0.0436019139975434,1.9998908716163504,12.695494106051234,25.548838426498,50.939826638600536,False,True
5,alternate_AC_+7.9d,AD,AC,AB,-174.36260441193994,-151.8258720256959,22.53673238624402,0.19906503479360405,1.0,0.0,-1.0,-0.2512224532839425,-0.9679293770549572,0.13894616447335834,-0.990299936068938,-0.6030213652675134,-0.7977250359810104,0.050415453702511305,0.027726642340522148,0.12661380145968545,0.5499631621710671,14.549862460866393,7.986869925377577,37.08659484711042,True,True
6,selected_AC_-5.3d,AC,AB,AD,13.16553738062396,17.94272056526186,4.777183184637904,0.1822278712991764,-1.0,0.0,1.0,-0.1506953051944628,0.9885802572337502,-0.23250176239328146,0.9725959749474692,-0.06784184810063638,0.9976960878174727,0.027539621082105906,0.042661584120871794,0.012369802351992606,1.5490984423381013,8.66722265071542,13.444405835353324,3.89003946607736,False,False
6,selected_AC_-5.3d,AB,AC,AD,-46.6572435798469,-51.41538420465492,-4.758140624808023,0.05204371597892468,1.0,0.0,-1.0,0.1981637265092642,-0.9801689331416098,0.11617598381888347,-0.9932286447660048,0.2787856165953483,-0.9603533620389693,0.01036469043165924,0.006056491261668202,0.014655022124862612,0.5843388475133302,11.429599259167073,6.671458634359038,16.18773988397508,True,True
6,selected_AC_-5.3d,AD,AC,AB,-174.4166533375545,-164.71946738302557,9.697185954528907,0.06864097072123254,-1.0,0.0,1.0,0.2560157374075904,0.9666726137631332,0.08953044879624708,0.9959840855848765,0.41518498879037413,0.909737008746559,0.017721441353004137,0.0061516361289920005,0.029164415393497237,0.3471295594107629,14.833780692752653,5.136594738223663,24.53096664728156,True,True
6,alternate_AC_+7.9d,AC,AB,AD,13.16553738062396,17.94272056526186,4.777183184637904,0.5148960385401251,-1.0,0.0,1.0,-0.1506953051944628,0.9885802572337502,-0.23250176239328146,0.9725959749474692,-0.06784184810063638,0.9976960878174727,0.07781489020849106,0.12054292521268387,0.03495163601021613,1.5490984423381013,8.66722265071542,13.444405835353324,3.8900394660772664,False,False
6,alternate_AC_+7.9d,AB,AC,AD,-46.6572435798469,-81.26776893448518,-34.61052535463827,0.05204371597892468,1.0,0.0,-1.0,0.1981637265092642,-0.9801689331416098,-0.3936359053747358,-0.9192664325427161,0.7198260977630704,-0.6941544417341076,0.01036469043165924,0.020912712534457763,0.040703746490912594,2.017688099065582,11.429599259167073,23.1809260954712,46.04012461380534,False,True
6,alternate_AC_+7.9d,AD,AC,AB,-174.4166533375545,-149.4404659289405,24.97618740861399,0.06864097072123254,-1.0,0.0,1.0,0.2560157374075904,0.9666726137631332,-0.1760953450419903,0.9843731149592325,0.6402433528364743,0.7681721481209207,0.017721441353004137,0.012134855890165355,0.04673919412536206,0.684755582147287,14.833780692752653,10.142406715861334,39.80996810136663,True,True
7,selected_AC_-5.3d,AC,AB,AD,17.10606937268364,15.886149048313111,-1.2199203243705252,0.20936108681272975,-1.0,0.0,1.0,-0.154144143254779,0.9880483708302192,-0.1330736380217712,0.9911061531761625,-0.17514477244686888,0.9845426901280283,0.032368644787773085,0.02792259547964848,0.03681102568400537,0.8626433285274874,8.86716275251245,7.647242428141928,10.087083076882982,True,True
7,selected_AC_-5.3d,AB,AC,AD,-46.43478293281951,-48.63696951098081,-2.202186578161302,0.08373186840735361,1.0,0.0,-1.0,0.2254983882340017,-0.9742435408581714,0.18789561889085224,-0.9821890023827511,0.26276807421882753,-0.9648590255427623,0.019004167923106843,0.01580337708127512,0.022197940359390263,0.8315742707187965,13.0321869055761,10.83000032741478,15.234373483737414,True,True
7,selected_AC_-5.3d,AD,AC,AB,-174.36593371595896,-159.91301462963983,14.452919086319117,0.1776004339245041,1.0,0.0,-1.0,-0.2498519268129656,-0.9682840568076336,-0.0002763042465719068,-0.9999999618279809,-0.48361344900470726,-0.8752816871966256,0.04472989060418194,4.907175455465253e-05,0.08870010499321847,0.001097068512617034,14.468750153710642,0.015831067352922598,28.921669240029786,True,True
7,alternate_AC_+7.9d,AC,AB,AD,17.10606937268364,15.886149048313111,-1.2199203243705252,0.5420292540536784,-1.0,0.0,1.0,-0.154144143254779,0.9880483708302192,-0.1330736380217712,0.9911061531761625,-0.17514477244686888,0.9845426901280283,0.08380140099644516,0.07229071949084007,0.0953025850993006,0.8626433285274864,8.867162752512407,7.647242428141928,10.087083076882944,True,True
7,alternate_AC_+7.9d,AB,AC,AD,-46.43478293281951,-85.22286106052995,-38.788078127710435,0.08373186840735361,1.0,0.0,-1.0,0.2254983882340017,-0.9742435408581714,-0.4345378660024425,-0.9006535643686997,0.7860755698426755,-0.6181304057369392,0.019004167923106843,0.037323462381087566,0.07317509921611785,1.9639619336191303,13.0321869055761,25.755891222134313,51.82026503328655,False,True
7,alternate_AC_+7.9d,AD,AC,AB,-174.36593371595896,-147.15744015431287,27.208493561646094,0.1776004339245041,1.0,0.0,-1.0,-0.2498519268129656,-0.9682840568076336,0.22052283418804242,-0.9753818122159513,-0.6649337583443209,-0.7469023343209583,0.04472989060418194,0.039408241907624326,0.12635810094643996,0.8810270129285745,14.468750153710642,12.739743407935405,41.67724371535675,True,True
8,selected_AC_-5.3d,AC,AB,AD,10.818053868542084,14.414764582937506,3.5967107143954222,0.10689474289145251,-1.0,0.0,1.0,-0.1549325647611578,0.9879250479548182,-0.21660312214694716,0.9762597438572354,-0.09265167579546345,0.995698582389416,0.016611698961468906,0.023292389565032063,0.009914644558050772,1.4021678107133486,8.912885252588785,12.509595966984218,5.316174538193292,False,False
8,selected_AC_-5.3d,AB,AC,AD,-45.36595146620317,-41.564874462278084,3.8010770039250863,0.2450699869945523,1.0,0.0,-1.0,0.23122824596367167,-0.9728995314360902,0.2952156895132923,-0.955430634146295,0.16622350095796273,-0.9860881034315738,0.05705497579810305,0.07316836541703446,0.040878814783678066,1.2824186566295441,13.369394501843972,17.170471505769065,9.568317497918887,False,False
8,selected_AC_-5.3d,AD,AC,AB,-174.510343047946,-144.0609445454437,30.449398502502298,0.3067498079671884,1.0,0.0,-1.0,-0.2484351321530583,-0.9686485353894324,0.27671876955275587,-0.960950947019258,-0.7050592278608901,-0.7091484225521519,0.07681184809843512,0.08572441898157797,0.23395644260474843,1.1160311996623398,14.38493067511969,16.064467827382582,44.83432917762201,False,True
8,alternate_AC_+7.9d,AC,AB,AD,10.818053868542084,14.414764582937506,3.5967107143954222,0.43956291013240123,-1.0,0.0,1.0,-0.1549325647611578,0.9879250479548182,-0.21660312214694716,0.9762597438572354,-0.09265167579546345,0.995698582389416,0.06830912858980773,0.09578086128650731,0.04077010615284118,1.4021678107133486,8.912885252588826,12.509595966984248,5.316174538193292,False,False
8,alternate_AC_+7.9d,AB,AC,AD,-45.36595146620317,-68.70684797056715,-23.340896504363982,0.2450699869945523,1.0,0.0,-1.0,0.23122824596367167,-0.9728995314360902,-0.17315832870024908,-0.9848940009979433,0.597769145815167,-0.8016682906984695,0.05705497579810305,0.04259708214398229,0.15434806986817362,0.7465971468416354,13.369394501843972,9.971502002519946,36.71029100620797,True,True
8,alternate_AC_+7.9d,AD,AC,AB,-174.510343047946,-121.2283008029271,53.282042245018914,0.3067498079671884,1.0,0.0,-1.0,-0.2484351321530583,-0.9686485353894324,0.6279238235788009,-0.778274804797238,-0.9249908342848023,-0.3799894162856451,0.07681184809843512,0.2042710495450438,0.341585045298564,2.659369024467013,14.38493067511969,38.897111569899195,67.66697292013863,False,True
9,selected_AC_-5.3d,AC,AB,AD,13.06159745545819,22.38300338747492,9.321405932016729,0.07423102534511539,-1.0,0.0,1.0,-0.14385401866301484,0.9895989194186203,-0.302242279428647,0.9532311390873547,0.01833334856445487,0.9998319300414515,0.010706306884791279,0.022702770218146692,0.0013609604472917835,2.1205043403339063,8.270923582763496,17.59232951478022,1.0504823492527602,False,False
9,selected_AC_-5.3d,AB,AC,AD,-44.918833471355896,-50.74863307355439,-5.829799602198488,0.1080697788765208,1.0,0.0,-1.0,0.1303146045004845,-0.9914726944570296,0.028933047338364673,-0.9995813517526805,0.230348191243698,-0.9731082729022279,0.014113189501055758,0.0031271153355488107,0.025062743437209257,0.22157396351227923,7.487772478743422,1.6579728765449393,13.317572080941897,True,True
9,selected_AC_-5.3d,AD,AC,AB,-174.47395445195372,-164.0145154883531,10.459438963600594,0.11918358226736303,-1.0,0.0,1.0,0.2680805722543019,0.9633964951045888,0.08873162520223918,0.9960555700807909,0.438520488799521,0.8987211919739231,0.03224725625550612,0.010585796837387093,0.05364024135266138,0.3282696907145271,15.55008158643486,5.090642622834242,26.009520550035436,True,True
9,alternate_AC_+7.9d,AC,AB,AD,13.06159745545819,22.38300338747492,9.321405932016729,0.4068991925860641,-1.0,0.0,1.0,-0.14385401866301484,0.9895989194186203,-0.302242279428647,0.9532311390873547,0.01833334856445487,0.9998319300414515,0.05868688471897634,0.12444579376726471,0.007460138191140292,2.120504340333903,8.270923582763496,17.59232951478022,1.0504823492527602,False,False
9,alternate_AC_+7.9d,AB,AC,AD,-44.918833471355896,-68.22067693321883,-23.301843461862923,0.1080697788765208,1.0,0.0,-1.0,0.1303146045004845,-0.9914726944570296,-0.27251654511827506,-0.96215109657309,0.5118871819836815,-0.859052683437288,0.014113189501055758,0.029733491605135526,0.05737829865164907,2.106787526867068,7.487772478743422,15.814070983119514,30.789615940606343,False,True
9,alternate_AC_+7.9d,AD,AC,AB,-174.47395445195372,-143.18050643728594,31.29344801466776,0.11918358226736303,-1.0,0.0,1.0,0.2680805722543019,0.9633964951045888,-0.2713290172227504,0.9624866567453993,0.7294884912927065,0.6839930855436265,0.03224725625550612,0.03264557467275959,0.09475011053394988,1.0123520095507492,15.55008158643486,15.743366428232903,46.84352960110261,False,True
10,selected_AC_-5.3d,AC,AB,AD,11.326474629757245,12.477378038860216,1.1509034091029715,0.1858378916002551,-1.0,0.0,1.0,-0.1477945671803996,0.9890180816911076,-0.16762987490598943,0.9858500012877224,-0.12789962786948653,0.9917871168707763,0.027541549602088558,0.03126277086832629,0.023817550176081694,1.1351129954559833,8.499140059609978,9.650043468712944,7.348236650506983,False,False
10,selected_AC_-5.3d,AB,AC,AD,-47.04882033670805,-44.92475479701327,2.124065539694775,0.249482534918283,1.0,0.0,-1.0,0.1718904884810398,-0.9851160642126132,0.20828418132849796,-0.978068351296737,0.1352605886856859,-0.990810059067025,0.04304414045280873,0.05225054038763098,0.033822951743882654,1.213882768664312,9.89775427410841,12.021819813803164,7.77368873441365,False,False
10,selected_AC_-5.3d,AD,AC,AB,-174.44221579547002,-135.79570013496644,38.64651566050357,0.4307097793056669,1.0,0.0,-1.0,-0.2611575306894467,-0.9652961950428433,0.398873248164309,-0.9170060697175639,-0.8068084758958646,-0.5908130696105092,0.11347188706033545,0.17547808901557244,0.3896373735901812,1.54644549907121,15.138757002165708,23.507758658337856,53.785272662669264,False,True
10,alternate_AC_+7.9d,AC,AB,AD,11.326474629757245,12.477378038860216,1.1509034091029715,0.5185060588412038,-1.0,0.0,1.0,-0.1477945671803996,0.9890180816911076,-0.16762987490598943,0.9858500012877224,-0.12789962786948653,0.9917871168707763,0.07684364160392178,0.08722621620277357,0.06645331566512336,1.135112995455982,8.49914005961002,9.650043468712905,7.348236650507032,False,False
10,alternate_AC_+7.9d,AB,AC,AD,-47.04882033670805,-78.43408601572315,-31.38526567901511,0.249482534918283,1.0,0.0,-1.0,0.1718904884810398,-0.9851160642126132,-0.3662984175975521,-0.9304974310902364,0.6597789960513327,-0.7514596971025761,0.04304414045280873,0.09301555344479313,0.17589502561857198,2.1609341588960373,9.89775427410841,21.487511404906712,41.28301995312352,False,True
10,alternate_AC_+7.9d,AD,AC,AB,-174.44221579547002,-123.2303173697258,51.21189842574424,0.4307097793056669,1.0,0.0,-1.0,-0.2611575306894467,-0.9652961950428433,0.588817530735124,-0.8082659930363219,-0.9160175990716368,-0.4011380787098555,0.11347188706033545,0.2667161445233793,0.4713712387748419,2.350504177140903,15.138757002165708,36.07314142357853,66.35065542790993,False,True
11,selected_AC_-5.3d,AC,AB,AD,13.320719349596226,6.491513435321972,-6.8292059142742545,0.32298410391127774,-1.0,0.0,1.0,-0.1504279473975142,0.9886209752183952,-0.031803639251487534,0.9994941363161474,-0.26691769017315503,0.9637193298220326,0.04872464324243822,0.010273369238025966,0.08700291358982112,0.21084544810126102,8.651727542741282,1.8225216284669286,15.480933457015556,True,True
11,selected_AC_-5.3d,AB,AC,AD,-45.61197467385113,-58.4605917592534,-12.848617085402267,0.06641791952749859,-1.0,0.0,1.0,-0.19587668222713361,0.9806285358685473,0.027095984964234016,0.9996328363948527,-0.40904024206712053,0.9125163452616462,0.013073187464981244,0.0017998241639379394,0.027782013911865383,0.13767294080032697,11.295941471891194,1.5526756135107125,24.144558557293518,True,True
11,selected_AC_-5.3d,AD,AC,AB,-174.45167097217106,-173.71368134908462,0.7379896230864551,0.02557742020753717,1.0,0.0,-1.0,-0.2564912712229833,-0.9665465471390492,-0.24402088273574038,-0.9697699772569114,-0.2689191075285631,-0.9631627658947585,0.006615949950767594,0.00628913581192932,0.006942489688432271,0.9506020841647455,14.861967957434532,14.123978334348136,15.599957580520993,True,True
