scenario,holdout_pair,holdout_role,distortion_delta_deg_q16,distortion_delta_deg_median,distortion_delta_deg_q84,baseline_landing_error_arcsec2_q16,baseline_landing_error_arcsec2_median,baseline_landing_error_arcsec2_q84,distorted_landing_error_arcsec2_q16,distorted_landing_error_arcsec2_median,distorted_landing_error_arcsec2_q84,opposite_landing_error_arcsec2_q16,opposite_landing_error_arcsec2_median,opposite_landing_error_arcsec2_q84,distorted_to_straight_error_ratio_q16,distorted_to_straight_error_ratio_median,distorted_to_straight_error_ratio_q84,straight_angular_error_deg_q16,straight_angular_error_deg_median,straight_angular_error_deg_q84,distorted_angular_error_deg_q16,distorted_angular_error_deg_median,distorted_angular_error_deg_q84,opposite_angular_error_deg_q16,opposite_angular_error_deg_median,opposite_angular_error_deg_q84,fraction_improved,fraction_beats_opposite,draws
selected_AC_-5.3d,AC,first-child reconstruction,-0.8675733320654303,1.8598980926642157,5.238480947585603,0.00756575910286109,0.017583214625329982,0.02832383036646639,0.008618341973977284,0.020790051375067273,0.035955808172739766,0.0036894471118139745,0.011901450721439999,0.02455584814234668,0.8987239581526653,1.2164525428787307,1.60942764840676,8.485305485585743,8.601228159260758,8.725135604798133,7.689800534974027,10.425926747443167,13.878457063784353,3.5188715079793775,6.753585853094283,9.484894670644211,0.2585,0.2585,2000
selected_AC_-5.3d,AB,internal-child interpolation,-2.976918128646806,2.1570345920248433,6.221857772609818,0.01755101184426696,0.035955704711402234,0.05418937206745644,0.01234748918722058,0.0427412508976476,0.08057382826582431,0.012895732725495062,0.02463323078828425,0.03872836859238998,0.7257030733165857,1.2015205970401475,1.5779894685380138,9.763160165042455,10.850052453649706,11.916542653622432,7.804338321772911,12.9428380600406,17.17115913560062,4.453582977499987,8.648312562400214,14.007648386118424,0.323,0.324,2000
selected_AC_-5.3d,AD,terminal forward continuation,12.978152344220316,22.92502855319068,33.94568218378424,0.019533722909816933,0.05627074001310077,0.09554634677561676,0.003867915318273075,0.02709571972643785,0.10101342864042663,0.03884550795309819,0.13788183710489815,0.27830510020398436,0.17089280459051023,0.592788460553439,1.2753364792703659,14.728300777163666,14.953729854959688,15.163782159371296,2.571709544185026,8.839940485807958,19.06058916462416,27.99830355436316,37.791105310886905,48.9686909700374,0.732,0.9965,2000
alternate_AC_+7.9d,AC,first-child reconstruction,-0.8675733320654303,1.8598980926642157,5.238480947585603,0.05713038468451427,0.06752441355793676,0.0783979252525167,0.05798497047467389,0.08058687283824933,0.11112892107954113,0.02609561390072234,0.051562972575791455,0.07693318626996774,0.898723958152663,1.216452542878732,1.6094276484067718,8.485305485585735,8.601228159260737,8.725135604798107,7.689800534974027,10.425926747443167,13.878457063784358,3.518871507979361,6.753585853094283,9.484894670644211,0.2585,0.2585,2000
alternate_AC_+7.9d,AB,internal-child interpolation,-36.030082519912874,-25.522474463887022,-16.664494993813506,0.01755101184426696,0.035955704711402234,0.05418937206745644,0.01762913358298122,0.040184664059000744,0.06951668009078658,0.06565571514948325,0.11397598282488688,0.1582659885194656,0.529833030899114,1.3503572800430752,2.4050191561688608,9.763160165042455,10.850052453649706,11.916542653622432,5.907175415719474,14.640275565279342,25.263594734506697,27.402037876766215,36.448847625707145,47.064791156911014,0.3305,0.999,2000
alternate_AC_+7.9d,AD,terminal forward continuation,29.32757474386271,43.73981902485428,55.856533951562746,0.019533722909816933,0.05627074001310077,0.09554634677561676,0.017449866966995575,0.10172631913421831,0.2352572885858314,0.06082702142893551,0.20758925116584648,0.40093012161496483,0.9599523791141076,1.9014888487997708,2.688855299613288,14.728300777163666,14.953729854959688,15.163782159371296,14.345503171210188,28.70272415100901,40.91680155174384,44.40699209001449,58.70684805792499,70.75356440870738,0.168,0.9995,2000
