scenario,known_directness_D_q16,known_directness_D_median,known_directness_D_q84,known_turn_consistency_G_q16,known_turn_consistency_G_median,known_turn_consistency_G_q84,known_historical_circularity_C_q16,known_historical_circularity_C_median,known_historical_circularity_C_q84,known_signed_net_turn_deg_q16,known_signed_net_turn_deg_median,known_signed_net_turn_deg_q84,outcome_directness_D_q16,outcome_directness_D_median,outcome_directness_D_q84,outcome_turn_consistency_G_q16,outcome_turn_consistency_G_median,outcome_turn_consistency_G_q84,outcome_historical_circularity_C_q16,outcome_historical_circularity_C_median,outcome_historical_circularity_C_q84,outcome_signed_net_turn_deg_q16,outcome_signed_net_turn_deg_median,outcome_signed_net_turn_deg_q84
selected_AC_-5.3d,0.4426294248342121,0.44738124147598446,0.4525254334859459,0.03329398488727721,0.03413687653178679,0.03494726170642379,0.01847661985096476,0.01884970963044287,0.019231641867308358,-11.775029824458116,-11.512643848827835,-11.240756421762086,0.5684535218971886,0.6307970683241875,0.6874322123927625,0.0451002775052932,0.061949698768794706,0.07990296771007117,0.016727512587768063,0.02231742735985367,0.028915110157316445,-22.13186189806303,-17.495069302060358,-12.87532950212375
alternate_AC_+7.9d,0.4426294248342121,0.44738124147598446,0.4525254334859459,0.03329398488727721,0.03413687653178679,0.03494726170642379,0.01847661985096476,0.01884970963044287,0.019231641867308358,-11.775029824458116,-11.512643848827835,-11.240756421762086,0.6589319037713302,0.7146183162952277,0.7563284586011426,0.1810242961618653,0.22675874139488045,0.27337918431141545,0.049405874453866544,0.06398832757095752,0.08281332039526176,-58.4760427833627,-48.03596339775298,-38.997014023488354
