event,detector,time_s,c1,c2,z_native
GW170104,H1,-1.4977049827575684,0.20023178094218905,0.1033797954963746,-0.557943045826943
GW170104,H1,-1.4937987327575684,0.16657565608540018,0.09729034735313316,-0.5235415911090865
GW170104,H1,-1.4898924827575684,0.15029201589645683,0.09667274779050031,-0.5158746817359126
GW170104,H1,-1.4859862327575684,0.144298590467323,0.10031416282251021,-0.5673940613466771
GW170104,H1,-1.4820799827575684,0.1385865425027397,0.1067901148095663,-0.6909013407080756
GW170104,H1,-1.4781737327575684,0.13718508544865723,0.11377037114688168,-0.871902697900335
GW170104,H1,-1.4742674827575684,0.38857174685561596,0.11713035829379394,-1.0758727020787815
GW170104,H1,-1.4703612327575684,0.13594556497944074,0.11008902919653452,-1.254932302636231
GW170104,H1,-1.4664549827575684,0.16142575192007166,0.09621742039550617,-1.3612905441554488
GW170104,H1,-1.4625487327575684,0.3749668870896079,0.09296984011608211,-1.3789974073081055
GW170104,H1,-1.4586424827575684,1.0640875274005934,0.10219737601587808,-1.3224654222998715
GW170104,H1,-1.4547362327575684,0.20674449062086292,0.10881433536729836,-1.2186518310331675
GW170104,H1,-1.4508299827575684,0.9056340591961716,0.10643112187337436,-1.0831894152936135
GW170104,H1,-1.4469237327575684,0.17627514578054743,0.10090767084244812,-0.9241569982840541
GW170104,H1,-1.4430174827575684,0.8162274984436909,0.10390670766507214,-0.7574305037776778
GW170104,H1,-1.4391112327575684,0.49534051082796404,0.11818777273471623,-0.6016652848195574
GW170104,H1,-1.4352049827575684,0.21272204744867793,0.14692659576590328,-0.46339703385781966
GW170104,H1,-1.4312987327575684,0.209364386809251,0.18704841464419827,-0.3381197028258563
GW170104,H1,-1.4273924827575684,0.19543141404305134,0.2253446370936216,-0.21411548059525604
GW170104,H1,-1.4234862327575684,0.2284989634556877,0.2432636901503622,-0.08858955904302146
GW170104,H1,-1.4195799827575684,0.22787154703023813,0.252769227364667,0.02456949848088871
GW170104,H1,-1.4156737327575684,0.22097533853313345,0.25211181623738904,0.09767623570824714
GW170104,H1,-1.4117674827575684,0.20769537040213154,0.23628122466785287,0.1018278471182965
GW170104,H1,-1.4078612327575684,0.19836169249556201,0.20549231693661618,0.016591578440556486
GW170104,H1,-1.4039549827575684,0.19108131424061228,0.16598071965764408,-0.16430077482025182
GW170104,H1,-1.4000487327575684,0.19372938896397662,0.12884221471129106,-0.4302723960636411
GW170104,H1,-1.3961424827575684,0.46362744283538204,0.1030560457352052,-0.7492897985755788
GW170104,H1,-1.3922362327575684,0.18289730179748304,0.09048911525380104,-1.0601295601205436
GW170104,H1,-1.3883299827575684,0.16891995652257338,0.08895093549549267,-1.2905248069648698
GW170104,H1,-1.3844237327575684,0.14051509384962993,0.08717001904088496,-1.3971699204550339
GW170104,H1,-1.3805174827575684,0.15023118754100215,0.08294324466252312,-1.395223894801112
GW170104,H1,-1.3766112327575684,0.14593548233559597,0.08633751837868975,-1.3418182152071183
GW170104,H1,-1.3727049827575684,0.1361489524014345,0.09725516450173796,-1.285371647904462
GW170104,H1,-1.3687987327575684,0.13047646707966232,0.11374464576395253,-1.2546521108487618
GW170104,H1,-1.3648924827575684,0.12506441183928618,0.1325821423091558,-1.2492206722520258
GW170104,H1,-1.3609862327575684,0.1325666521838401,0.14341685212058966,-1.239455765690447
GW170104,H1,-1.3570799827575684,0.13269294246156377,0.1331578846092153,-1.1857144563891533
GW170104,H1,-1.3531737327575684,0.16638284879275972,0.11086828591772416,-1.0575776961044232
GW170104,H1,-1.3492674827575684,0.18426164345288343,0.09682852684371938,-0.8635062462829382
GW170104,H1,-1.3453612327575684,0.18755851490217967,0.09327810995534719,-0.6496356435672379
GW170104,H1,-1.3414549827575684,0.19323409138853076,0.10198870774389554,-0.4633776219430239
GW170104,H1,-1.3375487327575684,0.17907525106420513,0.12060158477072024,-0.3333545284377596
GW170104,H1,-1.3336424827575684,0.1364329355790264,0.13781908550001026,-0.26710641241949873
GW170104,H1,-1.3297362327575684,0.1789654130066952,0.1480453795714328,-0.25790572210103774
GW170104,H1,-1.3258299827575684,0.5275325572922482,0.15791623453674686,-0.2948194198253904
GW170104,H1,-1.3219237327575684,0.1848024825850768,0.1692111501199102,-0.36397466011984625
GW170104,H1,-1.3180174827575684,0.1826587848096065,0.18018252095976256,-0.45309930973794543
GW170104,H1,-1.3141112327575684,0.16574370392008653,0.18880328966208562,-0.5596583973451412
GW170104,H1,-1.3102049827575684,0.14868829522202284,0.18654442220211004,-0.6852275750772375
GW170104,H1,-1.3062987327575684,0.1571771192620753,0.1694742239936949,-0.8233322165951396
GW170104,H1,-1.3023924827575684,0.18352589094175797,0.14668412968966915,-0.9518935578428351
GW170104,H1,-1.2984862327575684,0.18145896387662525,0.13168511235459887,-1.0383626876406977
GW170104,H1,-1.2945799827575684,0.4050682279229548,0.11545040330741328,-1.0592493361254387
GW170104,H1,-1.2906737327575684,0.17400605880548856,0.10103073636261886,-1.0253963017272865
GW170104,H1,-1.2867674827575684,0.1666327980766875,0.0952763593874011,-0.9796447620276331
GW170104,H1,-1.2828612327575684,0.1431219959717122,0.09421867155585432,-0.9673303541962419
GW170104,H1,-1.2789549827575684,0.9316589038079078,0.09481203855244437,-1.0074520027967695
GW170104,H1,-1.2750487327575684,0.13824517253426094,0.09843619174007677,-1.0847808047382241
GW170104,H1,-1.2711424827575684,0.9014846720686565,0.10402250422519317,-1.1455352206901066
GW170104,H1,-1.2672362327575684,0.16838406493643276,0.10683852364060657,-1.1174525029390354
GW170104,H1,-1.2633299827575684,0.20064250795196326,0.11711696632021198,-0.9603182376233758
GW170104,H1,-1.2594237327575684,0.4639993272289704,0.13272639070419023,-0.7130510257871984
GW170104,H1,-1.2555174827575684,0.1492143480626725,0.14111961719984803,-0.461330596479366
GW170104,H1,-1.2516112327575684,0.16387332239659952,0.1425311404803841,-0.2758629309175618
GW170104,H1,-1.2477049827575684,0.17335410333633425,0.1445488655867971,-0.18798249540236997
GW170104,H1,-1.2437987327575684,0.16851769118068255,0.14724303229898378,-0.198802005676177
GW170104,H1,-1.2398924827575684,0.18749508277240756,0.15114935548663155,-0.290326643229332
GW170104,H1,-1.2359862327575684,0.18448970087728075,0.1614195486273936,-0.4302532890006219
GW170104,H1,-1.2320799827575684,0.1606984945764669,0.17309602008842218,-0.5846725227926635
GW170104,H1,-1.2281737327575684,0.4349492844762,0.1761397233588237,-0.7316793322538503
GW170104,H1,-1.2242674827575684,0.13996444604312863,0.17404166880861682,-0.8612857290239494
GW170104,H1,-1.2203612327575684,0.13338452968395728,0.17393898233302352,-0.9755580580903495
