event,detector,time_s,c1,c2,z_native
GW170104,H1,-1.2164549827575684,0.1215561739284453,0.17022069357108455,-1.0694368526253848
GW170104,H1,-1.2125487327575684,0.13843799025589507,0.16039666582531176,-1.1236018492771684
GW170104,H1,-1.2086424827575684,0.14090521001758413,0.14746033583263507,-1.1309527347712105
GW170104,H1,-1.2047362327575684,0.1411856118697516,0.13884679929222862,-1.105492174801982
GW170104,H1,-1.2008299827575684,0.13168424068516313,0.13436035631109994,-1.0868994950133475
GW170104,H1,-1.1969237327575684,0.11712846304430284,0.1312014460700144,-1.1109706151640248
GW170104,H1,-1.1930174827575684,0.11215970730687706,0.12869762617586522,-1.1797806594512368
GW170104,H1,-1.1891112327575684,0.12318674868015919,0.12999103338562762,-1.2468605143217772
GW170104,H1,-1.1852049827575684,0.12254524873129012,0.13086002940307587,-1.2444345476647025
GW170104,H1,-1.1812987327575684,0.11490363083303273,0.1214439987508255,-1.136784045134976
GW170104,H1,-1.1773924827575684,0.1440642282775886,0.10789425217202708,-0.9572124614682276
GW170104,H1,-1.1734862327575684,0.15726456941552308,0.10223285367400654,-0.7787950445957875
GW170104,H1,-1.1695799827575684,0.15085680564680498,0.10295963616986696,-0.662201083508266
GW170104,H1,-1.1656737327575684,0.4520830477259232,0.1072604604326309,-0.6392429106279898
GW170104,H1,-1.1617674827575684,0.1389248768366913,0.1142879969245431,-0.7166205318089399
GW170104,H1,-1.1578612327575684,0.12628841859470963,0.12358298023633035,-0.8802545180481336
GW170104,H1,-1.1539549827575684,0.3747193557337207,0.13243302732248813,-1.1000954842787056
GW170104,H1,-1.1500487327575684,0.11301998769834957,0.13467618587143249,-1.3320616132282737
GW170104,H1,-1.1461424827575684,0.11631064283059042,0.12405206396796112,-1.5283561442161957
GW170104,H1,-1.1422362327575684,0.1170793368856786,0.105606835404664,-1.6582850082181664
GW170104,H1,-1.1383299827575684,0.12350738823883879,0.09050662474560439,-1.7264713370181783
GW170104,H1,-1.1344237327575684,0.11849300220157005,0.08326331480323836,-1.759553544631034
GW170104,H1,-1.1305174827575684,0.1081947656392678,0.08199902785645768,-1.7847583520931125
GW170104,H1,-1.1266112327575684,0.0944353147679807,0.08183187583845934,-1.8177457933071905
GW170104,H1,-1.1227049827575684,0.0980030886144716,0.08322401830418656,-1.8519050399252264
GW170104,H1,-1.1187987327575684,0.8937536097140873,0.09216089928938212,-1.8597985580569043
GW170104,H1,-1.1148924827575684,0.10275221284879334,0.10822522980709239,-1.80568536824259
GW170104,H1,-1.1109862327575684,0.10778939434695771,0.12134815788899646,-1.6721106097085918
GW170104,H1,-1.1070799827575684,0.6425599843954626,0.13280890216676802,-1.480730827221505
GW170104,H1,-1.1031737327575684,0.11793591565833661,0.1405986133424778,-1.2745777394593218
GW170104,H1,-1.0992674827575684,0.13874613870660182,0.14515970947827292,-1.085813726168147
GW170104,H1,-1.0953612327575684,0.14687598869508714,0.14987771087015322,-0.9260263276757748
GW170104,H1,-1.0914549827575684,0.13855453764423392,0.14714396255834292,-0.7938359636572173
GW170104,H1,-1.0875487327575684,0.980260157560637,0.13517132369303078,-0.6874599642510333
GW170104,H1,-1.0836424827575684,0.4705332275596543,0.1272173176247992,-0.6012496134170888
GW170104,H1,-1.0797362327575684,0.1697666073697274,0.1294499883670158,-0.5267985407061649
GW170104,H1,-1.0758299827575684,0.1847400663219368,0.14168457708271873,-0.4577865138272835
GW170104,H1,-1.0719237327575684,0.20270061399793984,0.16926183426459948,-0.3878468144490508
GW170104,H1,-1.0680174827575684,0.19824331537283288,0.2106810281227555,-0.32039788817840753
GW170104,H1,-1.0641112327575684,0.18012383936575868,0.2462591775967979,-0.2693644574010726
GW170104,H1,-1.0602049827575684,0.17861223870863552,0.25183754186256246,-0.25032888660434216
GW170104,H1,-1.0562987327575684,0.17342945320741138,0.2244390755475781,-0.27557929359641753
GW170104,H1,-1.0523924827575684,0.1740140130742206,0.18169205592887072,-0.3538691965066565
GW170104,H1,-1.0484862327575684,0.18032331610662403,0.14260787109244208,-0.48655625715778694
GW170104,H1,-1.0445799827575684,0.4677191513164368,0.11793028762319292,-0.6670398840382595
GW170104,H1,-1.0406737327575684,0.16734142554260562,0.10468474854230671,-0.8750605639464483
GW170104,H1,-1.0367674827575684,0.16228052081336033,0.09824756919234487,-1.0749954253872163
GW170104,H1,-1.0328612327575684,0.15522964273836815,0.09571814237743961,-1.2191498173741357
GW170104,H1,-1.0289549827575684,0.14217078855522386,0.09401400948129846,-1.264147529610487
GW170104,H1,-1.0250487327575684,0.16284345552451965,0.09766538402940689,-1.2030241592948312
GW170104,H1,-1.0211424827575684,0.16687806439986988,0.11263000490144816,-1.0839835790324868
GW170104,H1,-1.0172362327575684,0.15122948454434618,0.13386940030483624,-0.9710109716542622
GW170104,H1,-1.0133299827575684,0.132099407579062,0.15008964115735543,-0.9136174530105018
GW170104,H1,-1.0094237327575684,0.11216833292369133,0.15178345201095034,-0.9360544714365133
GW170104,H1,-1.0055174827575684,0.11402053865831228,0.1357520966350275,-1.033750443975838
GW170104,H1,-1.0016112327575684,0.13566966003050807,0.1172488684683443,-1.1803415592429165
GW170104,H1,-0.9977049827575684,0.140570528833083,0.11206693694580654,-1.3299933229359575
GW170104,H1,-0.9937987327575684,0.12598205425915074,0.12212278051729003,-1.4279249933869769
GW170104,H1,-0.9898924827575684,0.10378739912792943,0.13407727466812816,-1.4452848498885362
GW170104,H1,-0.9859862327575684,0.12259585732720704,0.1546181465475013,-1.3865105052798692
GW170104,H1,-0.9820799827575684,0.12927286245399988,0.19736462427425702,-1.2734153721705732
GW170104,H1,-0.9781737327575684,0.3800979314219121,0.2582786910482886,-1.1214251205237529
GW170104,H1,-0.9742674827575684,0.13613890054901212,0.3125303861550821,-0.9331799393388892
GW170104,H1,-0.9703612327575684,0.15143740931198404,0.34058761008596267,-0.7280458935710736
GW170104,H1,-0.9664549827575684,0.15714966924240542,0.3473964027288903,-0.5373777552655981
GW170104,H1,-0.9625487327575684,0.14360503899612123,0.34007021048679553,-0.3875341860964023
GW170104,H1,-0.9586424827575684,0.13453326840834934,0.32493644773018465,-0.29748821380898655
GW170104,H1,-0.9547362327575684,0.1435449451448368,0.3083531149073241,-0.27375250237684473
GW170104,H1,-0.9508299827575684,0.14095088675196266,0.29373800004811473,-0.31126842496700685
GW170104,H1,-0.9469237327575684,0.14329548088866598,0.277763610504348,-0.40440334946657386
GW170104,H1,-0.9430174827575684,0.12515238925913244,0.2566079729510765,-0.5488123622919621
GW170104,H1,-0.9391112327575684,0.1312541468230565,0.23265810953556734,-0.7463118905046718
GW170104,H1,-0.9352049827575684,0.11233652745402238,0.21055050780325962,-1.007426792116368
GW170104,H1,-0.9312987327575684,0.3365508721792892,0.18764750752070974,-1.3350605109011957
GW170104,H1,-0.9273924827575684,0.10329133102887382,0.15967258880314833,-1.7029366162685413
GW170104,H1,-0.9234862327575684,0.10495773566363509,0.1159972844800645,-2.022237365269241
GW170104,H1,-0.9195799827575684,0.30742250836768886,0.0829513588486433,-2.1426901334166875
GW170104,H1,-0.9156737327575684,0.1252097545191785,0.07734160171246031,-1.9968873744716387
GW170104,H1,-0.9117674827575684,0.3426453360797546,0.07896271675004424,-1.6886381292702326
GW170104,H1,-0.9078612327575684,0.12353123082967421,0.08223688975857994,-1.3595426959428654
GW170104,H1,-0.9039549827575684,0.3849655575693638,0.08753017360408268,-1.0884317400408592
GW170104,H1,-0.9000487327575684,0.14617395760538318,0.09651563554165157,-0.8992809819399117
GW170104,H1,-0.8961424827575684,0.16133199027093892,0.11198577531416778,-0.784960533773489
GW170104,H1,-0.8922362327575684,0.16609221826489257,0.13549702821592702,-0.7233471646962647
GW170104,H1,-0.8883299827575684,0.17013585075423276,0.16378168494023265,-0.6943516618547413
GW170104,H1,-0.8844237327575684,0.16960579105016677,0.19505690876008033,-0.6875816985521581
GW170104,H1,-0.8805174827575684,0.16260925027353346,0.22908387747724882,-0.7002785506444732
GW170104,H1,-0.8766112327575684,0.15175011691282195,0.26488015396206355,-0.7371726044876327
GW170104,H1,-0.8727049827575684,0.13385778209927365,0.2925516183874977,-0.8016347757299058
GW170104,H1,-0.8687987327575684,0.41527046463821926,0.30901419370846356,-0.882306978029328
GW170104,H1,-0.8648924827575684,0.14519995680113873,0.30728692226577015,-0.9571946790295472
GW170104,H1,-0.8609862327575684,0.1428335229129578,0.28671704466924075,-1.0019398934924635
GW170104,H1,-0.8570799827575684,0.1487549080610195,0.2623093998778751,-1.0000824144462535
GW170104,H1,-0.8531737327575684,0.13326068524591536,0.2442404031079299,-0.9544483913886984
GW170104,H1,-0.8492674827575684,0.13359466424599137,0.2296994542696701,-0.8869641341383878
GW170104,H1,-0.8453612327575684,0.1365688935173194,0.22927115747092314,-0.8213700446177109
GW170104,H1,-0.8414549827575684,0.1310864520491977,0.23888429060689545,-0.7779084393660348
GW170104,H1,-0.8375487327575684,0.12272939170912503,0.24710419791493063,-0.7654005389977836
GW170104,H1,-0.8336424827575684,0.1322813100223459,0.2508639633580593,-0.7843800744209649
GW170104,H1,-0.8297362327575684,0.13490449524445963,0.24952229678153642,-0.8289877955872846
GW170104,H1,-0.8258299827575684,0.13824041649685775,0.24414343110976275,-0.8795636097785781
GW170104,H1,-0.8219237327575684,0.41302423839135116,0.22799120789869703,-0.911762197746485
GW170104,H1,-0.8180174827575684,0.13999336801842033,0.19190536776490563,-0.909968705322989
GW170104,H1,-0.8141112327575684,0.4228648500410576,0.1420041248334563,-0.8755953662851698
GW170104,H1,-0.8102049827575684,0.16472638487781505,0.1000151125868168,-0.8280776089978563
GW170104,H1,-0.8062987327575684,0.1745292984114411,0.0772465623355048,-0.7941676832580546
GW170104,H1,-0.8023924827575684,0.16943326121014873,0.06998989606841031,-0.7903216691504937
GW170104,H1,-0.7984862327575684,0.14206734714196376,0.07125666085813996,-0.8171947348952237
GW170104,H1,-0.7945799827575684,0.15499179962562534,0.07782731507454628,-0.8624090800512924
GW170104,H1,-0.7906737327575684,0.16990415406434892,0.09474751930317472,-0.9013689800244797
GW170104,H1,-0.7867674827575684,0.16861728435261997,0.12704347725658818,-0.9021634149434418
GW170104,H1,-0.7828612327575684,0.4378052790805732,0.17184046747146525,-0.8488241796384021
GW170104,H1,-0.7789549827575684,0.1434742148994273,0.21069256921210752,-0.7530394340239005
GW170104,H1,-0.7750487327575684,0.13954367703298248,0.22102921146335,-0.6464850873544559
GW170104,H1,-0.7711424827575684,0.15491571741470683,0.20927024580366638,-0.560969193217823
GW170104,H1,-0.7672362327575684,0.15448635726225676,0.1871079191698578,-0.513129210499971
GW170104,H1,-0.7633299827575684,0.16151959116933193,0.15615109483523235,-0.5037616821631126
GW170104,H1,-0.7594237327575684,0.18553960394664423,0.12753328302683475,-0.5287955413712455
GW170104,H1,-0.7555174827575684,0.1889444523527392,0.10900664232401103,-0.582926714446072
GW170104,H1,-0.7516112327575684,0.4393285787861148,0.10054429544980864,-0.6582286047925652
GW170104,H1,-0.7477049827575684,1.0289880435546028,0.09796281072399009,-0.7421637355962293
GW170104,H1,-0.7437987327575684,0.18415018719571585,0.09341793579227078,-0.8166701966295099
GW170104,H1,-0.7398924827575684,0.26810393928804394,0.08265511902127018,-0.865906826979295
GW170104,H1,-0.7359862327575684,0.5873725550786906,0.07186112488218496,-0.8872068398529359
GW170104,H1,-0.7320799827575684,0.7196604764416725,0.07150129175518523,-0.8850211334927375
GW170104,H1,-0.7281737327575684,0.38419960274306647,0.08357775890180516,-0.8648019113554487
GW170104,H1,-0.7242674827575684,0.4121554826363268,0.10752110844495756,-0.835261228536171
GW170104,H1,-0.7203612327575684,0.1679160850896764,0.14173901209160913,-0.809105857747306
GW170104,H1,-0.7164549827575684,0.16073781644901267,0.18023052700508177,-0.7997699978980443
GW170104,H1,-0.7125487327575684,0.15204799635538063,0.21820288950449268,-0.819127096849612
GW170104,H1,-0.7086424827575684,0.13835684586548339,0.24824147592060783,-0.8775437432994236
GW170104,H1,-0.7047362327575684,0.1267899753090107,0.2701925713989029,-0.9858128131773809
GW170104,H1,-0.7008299827575684,0.10587855452566688,0.2780129023260558,-1.1542588199733421
GW170104,H1,-0.6969237327575684,0.09653930642618841,0.2634322135377847,-1.386316728865876
GW170104,H1,-0.6930174827575684,0.29649935172581127,0.22589844498241424,-1.658415401447124
GW170104,H1,-0.6891112327575684,0.10313572440328954,0.17314013507053064,-1.8887123332048008
GW170104,H1,-0.6852049827575684,0.1281718445905333,0.12750286802354358,-1.9541455924415991
GW170104,H1,-0.6812987327575684,0.13695097864843345,0.11020096315220318,-1.7934776404580342
GW170104,H1,-0.6773924827575684,0.12943403992892769,0.10328756479997847,-1.4870703800308338
GW170104,H1,-0.6734862327575684,0.1366532148393307,0.10589186285502841,-1.1654707413372352
GW170104,H1,-0.6695799827575684,0.13102539775612138,0.11351457543982299,-0.9157031316387101
GW170104,H1,-0.6656737327575684,0.4207667942451114,0.12075770052827127,-0.7722085373753794
GW170104,H1,-0.6617674827575684,0.12609928816007182,0.12511428028222257,-0.7346214182602471
GW170104,H1,-0.6578612327575684,0.13490298903438813,0.1283750934207888,-0.785064712718217
GW170104,H1,-0.6539549827575684,0.14113717903142753,0.13468513909224675,-0.8956058937030745
GW170104,H1,-0.6500487327575684,0.12979568608422204,0.14152506426972716,-1.0327066459426364
GW170104,H1,-0.6461424827575684,0.36649182421606236,0.14046735410171926,-1.1652866316094797
GW170104,H1,-0.6422362327575684,0.13619507676060394,0.13656122934773104,-1.2601757384054004
GW170104,H1,-0.6383299827575684,0.1462365679222043,0.14557312355378055,-1.2840460264031464
GW170104,H1,-0.6344237327575684,0.13106974424621862,0.16688473913721327,-1.2140865554451876
GW170104,H1,-0.6305174827575684,0.144148902857076,0.19648227466266976,-1.0162233940494902
GW170104,H1,-0.6266112327575684,0.19486431577422025,0.23838472843083158,-0.6623043557080929
GW170104,H1,-0.6227049827575684,0.29000227903606063,0.28064607991736656,-0.12658961533627883
GW170104,H1,-0.6187987327575684,0.7588695742307024,0.30065836128115303,0.5282975755273556
GW170104,H1,-0.6148924827575684,0.4156994209425324,0.29899426152145503,1.1669454736714993
GW170104,H1,-0.6109862327575684,0.42148294964606586,0.29092129405089356,1.6917958504584987
GW170104,H1,-0.6070799827575684,0.3810948070887365,0.28047074295415236,2.0579533344947567
GW170104,H1,-0.6031737327575684,0.3428420278975783,0.2689710930081466,2.2486059257603443
GW170104,H1,-0.5992674827575684,0.3218898313956089,0.2590480660124879,2.2597402284391177
GW170104,H1,-0.5953612327575684,0.32088148109267584,0.25192924122885,2.091241382753021
GW170104,H1,-0.5914549827575684,0.3303159871626717,0.24755021493963433,1.7473091344097234
GW170104,H1,-0.5875487327575684,0.32704355509216054,0.24206276630245271,1.2468963027416053
GW170104,H1,-0.5836424827575684,0.3379150616010431,0.22801414903653103,0.6476076981752539
GW170104,H1,-0.5797362327575684,0.31341993883182706,0.1909525889064423,0.07403651165930307
GW170104,H1,-0.5758299827575684,0.5760272420424105,0.12293261863025298,-0.3142623556309302
GW170104,H1,-0.5719237327575684,0.2757687711544219,0.09180520658692302,-0.479030057468843
GW170104,H1,-0.5680174827575684,0.2303451289395425,0.0928737427868022,-0.5347400153121061
GW170104,H1,-0.5641112327575684,0.17466774212448488,0.0997108798936644,-0.559091801427331
GW170104,H1,-0.5602049827575684,0.20179576152412984,0.09578983624204122,-0.570996577209493
GW170104,H1,-0.5562987327575684,0.2118313277583979,0.09430044246139463,-0.571885471472685
GW170104,H1,-0.5523924827575684,0.5003610314863436,0.10160509016076501,-0.5708599054169365
GW170104,H1,-0.5484862327575684,0.4500378865383719,0.11462397449188605,-0.5894632783610597
GW170104,H1,-0.5445799827575684,0.4358066949869316,0.1221232988917932,-0.6452080599669087
GW170104,H1,-0.5406737327575684,0.17748208130825968,0.12188776636006621,-0.7389117162040554
GW170104,H1,-0.5367674827575684,0.17216316393736295,0.1225483894483005,-0.857693119224216
GW170104,H1,-0.5328612327575684,0.4172213147848966,0.12687129787329818,-0.9803794441505614
GW170104,H1,-0.5289549827575684,0.8843633922037535,0.13670510131110444,-1.0881238353853029
GW170104,H1,-0.5250487327575684,0.15346950950875818,0.14465995468008677,-1.1710783795108242
GW170104,H1,-0.5211424827575684,0.13424322193617036,0.14268614420820352,-1.234227609611118
GW170104,H1,-0.5172362327575684,0.3180070880419299,0.1322356667746137,-1.288222820720897
GW170104,H1,-0.5133299827575684,0.8811146401730895,0.11996553399752705,-1.3326912123333485
GW170104,H1,-0.5094237327575684,0.1511349751554784,0.11576012719287974,-1.3551790334287048
GW170104,H1,-0.5055174827575684,0.16301698975053458,0.1305352953500887,-1.3415216769639602
GW170104,H1,-0.5016112327575684,0.15981149818496754,0.1724289654236985,-1.2915740066979662
GW170104,H1,-0.49770498275756836,0.3819778311801379,0.2340569135291269,-1.2219904398735164
GW170104,H1,-0.49379873275756836,0.13953327837127433,0.28433324877535404,-1.1530591790066673
GW170104,H1,-0.48989248275756836,0.126884777149094,0.28631102596219243,-1.1033410037341815
GW170104,H1,-0.48598623275756836,0.3518173692342872,0.24903379378000584,-1.0819980867580001
GW170104,H1,-0.48207998275756836,0.138017924373795,0.20511489931427843,-1.086639701432213
GW170104,H1,-0.47817373275756836,0.1287179791747606,0.16854747647028387,-1.1161149670842037
GW170104,H1,-0.47426748275756836,0.12088581440790501,0.13808586072102097,-1.1796545606463928
GW170104,H1,-0.47036123275756836,0.32116826968029605,0.11812512148289527,-1.291023982351167
GW170104,H1,-0.46645498275756836,0.9101733174910369,0.11118161088710662,-1.4575917425455238
GW170104,H1,-0.46254873275756836,0.10760493334579938,0.11280394766326597,-1.6635187595537242
GW170104,H1,-0.45864248275756836,0.1050121263807922,0.11158317649203976,-1.8475839452275247
GW170104,H1,-0.45473623275756836,0.12941622966341887,0.10429895385783451,-1.9017408540034113
GW170104,H1,-0.45082998275756836,0.13916974714852046,0.0970853639252106,-1.7591728517179839
GW170104,H1,-0.44692373275756836,0.8090274486787348,0.10672533376200186,-1.4757824570708757
GW170104,H1,-0.44301748275756836,0.16097000130815317,0.1359448960769176,-1.1669839223721952
GW170104,H1,-0.43911123275756836,0.35736437239469315,0.1780417601927181,-0.9178376222878336
GW170104,H1,-0.43520498275756836,0.3955352212267672,0.22399709668012438,-0.7697883854512064
GW170104,H1,-0.43129873275756836,0.13883315193947404,0.2684156580427209,-0.7351315665623198
GW170104,H1,-0.42739248275756836,0.13386609317938183,0.3055338627216287,-0.8077821487132945
GW170104,H1,-0.42348623275756836,0.13329548895158244,0.32671805562293754,-0.9679695948705813
GW170104,H1,-0.41957998275756836,0.374006308524422,0.32605672294930016,-1.1731251245710057
GW170104,H1,-0.41567373275756836,0.14213318796038069,0.3118120919517282,-1.3576341337093325
GW170104,H1,-0.41176748275756836,0.1319819400504235,0.28060042524165757,-1.45663601192259
GW170104,H1,-0.40786123275756836,0.1174204105690669,0.2292319720888046,-1.4450734874530644
GW170104,H1,-0.40395498275756836,0.12425623801819083,0.1863752349645454,-1.3521638312164945
GW170104,H1,-0.40004873275756836,0.11334532965302943,0.16197786655017707,-1.236181715118941
GW170104,H1,-0.39614248275756836,0.11210510265343804,0.15015620048791195,-1.1412758985862124
GW170104,H1,-0.39223623275756836,0.12020176824001876,0.1494328567083144,-1.0825426316400628
GW170104,H1,-0.38832998275756836,0.1289609048813092,0.15694459106613315,-1.0371873769719266
GW170104,H1,-0.38442373275756836,0.13499559309524106,0.16311850214675142,-0.9653515757967563
GW170104,H1,-0.38051748275756836,0.1444333973828603,0.1588705624086409,-0.8440502318779792
GW170104,H1,-0.37661123275756836,0.4537242150008244,0.14663065250412513,-0.6882459413277299
GW170104,H1,-0.37270498275756836,0.1607758049958304,0.1356698084351326,-0.5382993217902158
GW170104,H1,-0.36879873275756836,0.49175577515252905,0.130580175804667,-0.4335838800009756
GW170104,H1,-0.36489248275756836,0.15344056453555935,0.1347400397371683,-0.39975740808772736
GW170104,H1,-0.36098623275756836,0.14780663605068728,0.15325648845354065,-0.4364156875826102
GW170104,H1,-0.35707998275756836,0.15460573248846748,0.1919123791657028,-0.5110257530084613
GW170104,H1,-0.35317373275756836,0.15246046733287277,0.24756308837639207,-0.567249559685499
GW170104,H1,-0.34926748275756836,0.18692547207618054,0.30592414675821655,-0.5411629593837504
GW170104,H1,-0.34536123275756836,0.19223514078989215,0.35306270075868745,-0.4094022470050972
GW170104,H1,-0.34145498275756836,0.1926193652491846,0.3761974463560402,-0.21219637276828143
GW170104,H1,-0.33754873275756836,0.16184324753919796,0.373009484741855,-0.009874346872570371
GW170104,H1,-0.33364248275756836,0.17664015190793325,0.34943053838296645,0.1519655792502623
GW170104,H1,-0.32973623275756836,0.6246381020205439,0.31574006120320075,0.24984924050116125
GW170104,H1,-0.32582998275756836,0.21033865819803604,0.2857687359631621,0.27294801831417526
GW170104,H1,-0.32192373275756836,0.19604759660743862,0.2626792721787535,0.21372855832838347
GW170104,H1,-0.31801748275756836,0.19074363985852985,0.24005522147957611,0.07541651929556427
GW170104,H1,-0.31411123275756836,0.1936844333646103,0.21534175629495766,-0.1297350496850988
GW170104,H1,-0.31020498275756836,0.18436649629784457,0.18623423613345313,-0.38357812308834704
