run,actual_field_g,timing_field_g,full_inversion_error,half_turn_raw_correlation
EMU00066578,63.0,160.0,1.4733706657792325,0.029946534417883742
EMU00066578,63.0,400.0,1.414893277223075,0.02276321773184677
EMU00066579,160.0,63.0,1.3924633413988408,-0.01930581537717023
EMU00066579,160.0,400.0,1.0107461582259865,-0.49662208287219056
EMU00066580,400.0,63.0,1.510457809270142,0.10298600998516312
EMU00066580,400.0,160.0,1.4151575930200049,-0.04793406391766521
