run,split,field_g,period_us,phase_bins,minimum_samples_per_phase_bin,error_full_inversion,error_direct_repeat,error_first_bank_only,error_second_bank_only,full_inversion_advantage,half_turn_raw_correlation,minimum_correlation_turn_fraction,minimum_raw_correlation,wrong_detector_shift_p05_error,wrong_detector_shift_median_error,correct_beats_fraction_detector_shifts,native_n_pairs,native_half_turn_correlation,native_full_inversion_error,native_direct_repeat_error,best_wrong_cadence_error
EMU00066571,validation,25.0,2.8943560057887168,48,6,0.7058689930979029,1.6629608010699997,1.274628158418858,1.2802393210170404,0.568759165320955,-0.7130537136915355,0.51,-0.7347662099271033,0.8020735612750136,1.2866185814376025,1.0,394,-0.25129389554701365,1.2149831679770995,1.5706598143854067,
EMU00066584,validation,20.0,3.617945007235896,48,8,0.38647765530724154,1.7861676413860292,1.3015433061505464,1.2828658711654228,0.8963882158581813,-0.9288855717099591,0.51,-0.9118758075095854,0.6014425033992318,1.4529099693710177,1.0,371,-0.8128094734020175,0.5873274118407821,1.7975447608866308,
EMU00066578,holdout,63.0,1.148553970551078,48,8,0.7003642694975871,1.8574778661380857,1.4218902969859208,1.3852660814872622,0.684901811989675,-0.751141433201764,0.49,-0.8051303295137792,0.8072059422398746,1.4044295948864578,1.0,449,-0.20655242841050123,1.2481768925690402,1.5391248886665354,1.414893277223075
EMU00066579,holdout,160.0,0.452243125904487,48,9,0.7909398444984995,1.8825753475948432,1.4655283982512997,1.421936106478113,0.6309962619796136,-0.700515734126564,0.51,-0.7636428037185244,0.890976688262836,1.4498606765271689,1.0,470,-0.17568742245592878,1.3256945426144862,1.5826838502988057,1.0107461582259865
EMU00066580,holdout,400.0,0.1808972503617948,48,9,1.2285603768981441,1.5916478265793517,1.4169282504410303,1.42654047844462,0.1883678735428862,-0.25330558144504434,0.51,-0.3209578814442897,1.2519384178105515,1.4321962721623174,1.0,479,-0.03302019526311054,1.5883135005082973,1.6401665361249054,1.4151575930200049
