run,split,field_g,phase_turns,detector,share_residual,phase_bin_weight
EMU00066571,validation,25.0,0.03125,43,-0.00021567918469955194,481133.0
EMU00066571,validation,25.0,0.03125,44,0.000269167409973256,481133.0
EMU00066571,validation,25.0,0.03125,45,0.00011526166587691075,481133.0
EMU00066571,validation,25.0,0.03125,46,-3.3770918969977714e-05,481133.0
EMU00066571,validation,25.0,0.03125,47,0.0001626445007002914,481133.0
EMU00066571,validation,25.0,0.03125,48,-2.898987418614084e-05,481133.0
EMU00066571,validation,25.0,0.03125,49,7.27855599351591e-05,481133.0
EMU00066571,validation,25.0,0.03125,50,0.000589433023700059,481133.0
EMU00066571,validation,25.0,0.03125,51,-3.1230187286886037e-05,481133.0
EMU00066571,validation,25.0,0.03125,52,0.00020493496597797988,481133.0
EMU00066571,validation,25.0,0.03125,53,0.000560733003661332,481133.0
EMU00066571,validation,25.0,0.03125,54,0.00012380093543101024,481133.0
EMU00066571,validation,25.0,0.03125,55,0.0002737391169293272,481133.0
EMU00066571,validation,25.0,0.03125,56,0.00033029129766568916,481133.0
EMU00066571,validation,25.0,0.03125,57,0.00019110743709728947,481133.0
EMU00066571,validation,25.0,0.03125,58,5.58112475235515e-05,481133.0
EMU00066571,validation,25.0,0.03125,59,0.00047264611555251885,481133.0
EMU00066571,validation,25.0,0.03125,60,0.00037429327769824514,481133.0
EMU00066571,validation,25.0,0.03125,61,0.00029302536715093897,481133.0
EMU00066571,validation,25.0,0.03125,62,0.000151423016924657,481133.0
EMU00066571,validation,25.0,0.03125,63,3.207923079945204e-05,481133.0
EMU00066571,validation,25.0,0.03125,64,-0.0001339627320288431,481133.0
EMU00066571,validation,25.0,0.03125,65,0.00024055581326510531,481133.0
EMU00066571,validation,25.0,0.03125,66,8.58736022396531e-05,481133.0
EMU00066571,validation,25.0,0.03125,67,6.11470973870511e-05,481133.0
EMU00066571,validation,25.0,0.03125,68,-1.4533288260385513e-05,481133.0
EMU00066571,validation,25.0,0.03125,69,7.646809694868125e-05,481133.0
EMU00066571,validation,25.0,0.03125,70,-0.00031853087961602404,481133.0
EMU00066571,validation,25.0,0.03125,71,-6.325934838575888e-05,481133.0
EMU00066571,validation,25.0,0.03125,72,7.366827504442924e-06,481133.0
