event,window_start_s,window_end_s,n_frames,inverse_rho,inverse_shift_p,connection_time_rho,connection_time_shift_p,period_connection_rho,median_te_ara_residual,closure_occupancy,median_te_ara_sum,first_persistent_connection_ridge_s,start_connection,end_connection,off_interval,off_window
GW150914,-12.0,-11.53,120,-0.2241409544780003,,0.2241409544780003,,-0.12759633097628947,0.5018074894591276,0.5,2.120748488369776,-11.996923923492432,1.0967781303392727,1.2717842323651452,0,0
GW150914,-11.765,-11.295,120,0.16735884436419193,,-0.16735884436419193,,-0.1219706992531114,0.5717869344006212,0.39166666666666666,2.2479931502275248,-11.735205173492432,0.3782035635831096,0.8014400781059312,0,1
GW150914,-11.530000000000001,-11.06,120,-0.10520193277662356,,0.10520193277662356,,0.21858885543737563,0.43465207616790624,0.6166666666666667,2.0855922935777707,-11.528173923492432,1.25713937027093,1.2810593116914815,0,2
GW150914,-11.295000000000002,-10.825000000000001,121,-0.012234156056688712,,0.012234156056688712,,0.21506982478725448,0.5270871136312438,0.4628099173553719,2.23424094335549,-11.266455173492432,0.7105198926043446,0.5947034415425921,0,3
GW150914,-11.060000000000002,-10.590000000000002,121,0.14145102289662642,,-0.14145102289662642,,0.2188592331662376,0.5169110971331468,0.48760330578512395,1.8658378863635114,-11.059423923492432,1.1377837442030754,0.9981693922382231,0,4
GW150914,-10.825000000000003,-10.355000000000002,120,-0.3680880616709494,,0.3680880616709494,,0.4786139291172037,0.4789968220447408,0.5416666666666666,2.0280905925433634,-10.723486423492432,0.7343177935074445,1.3396387600683426,0,5
GW150914,-10.590000000000003,-10.120000000000003,120,0.1637266476838669,,-0.1637266476838669,,0.29644522691069375,0.5558759815718795,0.48333333333333334,2.1405840612709532,-10.582861423492432,0.9962167439589944,1.0056138638027825,0,6
GW150914,-10.355000000000004,-9.885000000000003,120,0.27153274532953675,,-0.27153274532953675,,0.06282380720883393,0.4623743202492201,0.5166666666666667,1.9601648789873338,-10.336767673492432,1.2266292409079813,0.8465950695630949,0,7
GW150914,-10.120000000000005,-9.650000000000004,120,0.21070286375175212,,-0.21070286375175212,,0.22248535915041076,0.6461688916721162,0.38333333333333336,1.8544401168743097,-10.118017673492432,1.057481083719795,0.9937759336099585,0,8
GW150914,-9.885000000000005,-9.415000000000004,120,-0.23000595528535828,,0.23000595528535828,,0.2025109426194847,0.36487763580490196,0.625,1.8853687021022982,-9.711767673492432,0.8276787893580668,0.870881132536002,0,9
GW150914,-9.650000000000006,-9.180000000000005,121,-0.23660073160818315,,0.23660073160818315,,0.23247527435306867,0.5165141656297667,0.4793388429752066,1.91224188596585,-9.567236423492432,1.0702953380522333,0.5705394190871369,0,10
GW150914,-9.415000000000006,-8.945000000000006,121,0.03590299417423112,,-0.03590299417423112,,0.1860692759609699,0.48811630946229334,0.512396694214876,2.186689776025535,-9.414892673492432,1.0798144984134734,1.041371735416158,0,11
GW150914,-9.180000000000007,-8.710000000000006,120,0.39016318869978367,,-0.39016318869978367,,-0.12450191767141076,0.6112587582616904,0.3416666666666667,1.857190292010007,-9.168798923492432,0.7332194288503783,1.2088113253600197,0,12
GW150914,-8.945000000000007,-8.475000000000007,120,0.004726030845952755,,-0.004726030845952755,,0.15378204660756514,0.45835056086350145,0.5333333333333333,1.9790175390718336,-8.942236423492432,1.0622406639004152,0.8290212350500366,0,13
GW150914,-8.710000000000008,-8.240000000000007,120,0.22011250781304253,,-0.22011250781304253,,0.23007847767206052,0.5180303042531265,0.4666666666666667,1.856840710217163,-8.707861423492432,1.2810593116914815,1.1549914571637783,0,14
GW150914,-8.475000000000009,-8.005000000000008,120,-0.18932944879785601,,0.18932944879785601,,0.1279296891957404,0.4564202843255679,0.5666666666666667,1.8368004331564494,-8.469580173492432,0.9404442274835245,0.9885281913595314,0,15
