event,role,time_s,M_rem,C_acc,TE_ARA_sum,TE_ARA_residual,C_amount,C_density,local_period_ARA,frequency_hz
GW150914,development_seen,-0.49692392349243164,2.0,1.2191847693434221,3.219184769343422,1.2191847693434221,1.4308030266048328,1.0075665120820112,0.7258969978032707,276.34686657526925
GW150914,development_seen,-0.49301767349243164,1.9810716190448714,1.2443251159384916,3.225396734983363,1.225396734983363,1.4261654869416647,1.0624847449353185,0.6890407615328289,276.34686657526925
GW150914,development_seen,-0.48911142349243164,1.9621432380897428,1.2385892116182573,3.200732449708,1.200732449708,1.3392726385159872,1.1379057847205272,0.6631681718330487,276.34686657526925
GW150914,development_seen,-0.48520517349243164,1.9432148571346142,1.1174029777886259,3.06061783492324,1.06061783492324,1.17891139858433,1.0558945569929217,0.667073468391506,276.34686657526925
GW150914,development_seen,-0.48129892349243164,1.9242864761794856,1.0685867708079084,2.992873246987394,0.992873246987394,1.0349035879912132,1.1022699536246034,0.7022211374176226,271.92747998905236
GW150914,development_seen,-0.47739267349243164,1.9056608011458265,1.1241152062484745,3.029776007394301,1.0297760073943012,0.9709543568464729,1.277276055650476,0.7759336099585062,265.2665883553573
GW150914,development_seen,-0.47348642349243164,1.8874913639407556,1.2650720039052965,3.152563367846052,1.152563367846052,1.004149377593361,1.525994630217232,0.8991945325848182,256.77632175359224
GW150914,development_seen,-0.46958017349243164,1.8699034676181288,1.364901147180864,3.2348046147989926,1.2348046147989926,1.0790822553087625,1.6507200390529655,1.1113009519160362,247.763944999834
GW150914,development_seen,-0.46567392349243164,1.8529328741172069,1.4482548206004393,3.301187694717646,1.3011876947176462,1.154503295093971,1.7420063461069075,1.3019282401757384,240.13112329412218
GW150914,development_seen,-0.46176767349243164,1.8364850908033472,1.4826702465218453,3.3191553373251925,1.3191553373251925,1.2072247986331461,1.7581156944105443,1.4005369782767878,235.33625682900592
GW150914,development_seen,-0.45786142349243164,1.820365731908427,1.4250671222845985,3.2454328541930257,1.2454328541930257,1.2230900659018795,1.6270441786673175,1.4076153282889918,233.42170497243978
GW150914,development_seen,-0.45395517349243164,1.8043775102590582,1.2551867219917012,3.0595642322507595,1.0595642322507595,1.206736636563339,1.3036368074200635,1.3763729558213327,233.06383490107243
GW150914,development_seen,-0.45004892349243164,1.7884138009232438,1.017085672443251,2.8054994733664946,0.8054994733664946,1.1879423968757628,0.8462289480107396,1.3580668782035636,232.47991254381628
GW150914,development_seen,-0.44614267349243164,1.7724900873542109,0.8633146204539908,2.6358047078082016,0.6358047078082016,1.1864779106663412,0.5401513302416402,1.3751525506468147,230.75021463540628
GW150914,development_seen,-0.44223642349243164,1.7566848494579925,0.8578227971686601,2.6145076466266524,0.6145076466266524,1.222845984866976,0.4927996094703441,1.4422748352453014,228.06296099675507
GW150914,development_seen,-0.43833017349243164,1.7410636750224016,0.9089577739809616,2.650021449003363,0.6500214490033631,1.2870392970466193,0.5308762509153039,1.5311203319502074,225.10426652083277
GW150914,development_seen,-0.43442392349243164,1.7256451563898751,0.9347083231632902,2.6603534795531654,0.6603534795531654,1.3097388332926532,0.5596778130339273,1.6287527459116427,222.25147365979518
GW150914,development_seen,-0.43051767349243164,1.7104220398284087,0.8368318281669515,2.54725386799536,0.54725386799536,1.1750061020258726,0.49865755430803027,1.697827678789358,219.54010525027945
GW150914,development_seen,-0.42661142349243164,1.6953846384690037,0.7024652184525262,2.39784985692153,0.3978498569215301,0.997071027581157,0.4078594093238955,1.718086404686356,217.40580646284502
GW150914,development_seen,-0.42270517349243164,1.6804934259230315,0.6113009519160361,2.2917943778390675,0.2917943778390675,0.8269465462533561,0.3956553575787161,1.7110080546741517,216.6076954867744
GW150914,development_seen,-0.41879892349243164,1.665656879995092,0.5518672199170125,2.2175240999121044,0.21752409991210442,0.7010007322431047,0.4027337075909202,1.7127166219184768,216.57272419892664
GW150914,development_seen,-0.41489267349243164,1.6508227294258084,0.6092262631193557,2.260048992545164,0.2600489925451641,0.6538930925067122,0.564559433731999,1.7568952892360263,215.03085613735163
GW150914,development_seen,-0.41098642349243164,1.6360941891223975,0.9536246033683183,2.5897187924907157,0.5897187924907157,0.7942396875762754,1.1130095191603613,1.8010739565535756,209.7700584742543
GW150914,development_seen,-0.40708017349243164,1.6217259871992582,1.4266536490114716,3.04837963621073,1.04837963621073,1.1488894312911886,1.7044178667317549,1.814742494508177,206.6095663904202
GW150914,development_seen,-0.40317392349243164,1.6075742632080379,1.7255308762509152,3.333105139458953,1.333105139458953,1.5352697095435683,1.915792042958262,1.8137661703685624,206.6095663904202
GW150914,development_seen,-0.39926767349243164,1.5934225392168175,1.8735660239199414,3.466988563136759,1.4669885631367592,1.7900903099829142,1.9570417378569684,1.8005857944837687,206.6095663904202
GW150914,development_seen,-0.39536142349243164,1.5792708152255974,1.9111545032950938,3.4904253185206913,1.4904253185206913,1.8852819135953136,1.9370270929948743,1.7820356358310958,206.6095663904202
GW150914,development_seen,-0.39145517349243164,1.565119091234377,1.8542836221625578,3.419402713396935,1.4194027133969351,1.9038320722479862,1.8047351720771294,1.7390773736880645,206.6095663904202
GW150914,development_seen,-0.38754892349243164,1.5509673672431568,1.613131559677813,3.16409892692097,1.1640989269209698,1.8774713204783988,1.3487917988772273,1.6448620942152794,218.3048761544977
GW150914,development_seen,-0.38364267349243164,1.5360145729110777,1.2267512814254333,2.762765854336511,0.7627658543365108,1.8332926531608496,0.6202099096900171,1.3934586282645838,235.6361571397477
GW150914,development_seen,-0.37973642349243164,1.5198746723418457,1.0771296070295338,2.5970042793713795,0.5970042793713795,1.7810593116914815,0.37319990236758604,0.9021235050036611,256.6201364720213
GW150914,development_seen,-0.37583017349243164,1.5022974739313961,1.072247986331462,2.574545460262858,0.5745454602628581,1.6988040029289724,0.4456919697339517,0.46326580424701,276.2571006110361
GW150914,development_seen,-0.37192392349243164,1.4833752414967443,1.0818891872101537,2.565264428706898,0.565264428706898,1.5540639492311445,0.6097144251891629,0.2789846228948011,281.01003864975445
GW150914,development_seen,-0.36801767349243164,1.4641274565310727,0.9607029533805224,2.424830409911595,0.42483040991159493,1.350744447156456,0.5706614596045887,0.19184769343422015,281.01003864975445
GW150914,development_seen,-0.36411142349243164,1.4448796715654009,0.8740541859897486,2.3189338575551495,0.31893385755514947,1.2335855504027338,0.5145228215767634,0.16206980717598243,281.01003864975445
GW150914,development_seen,-0.36020517349243164,1.4256318865997293,0.8354893824749816,2.261121269074711,0.2611212690747111,1.149865755430803,0.5211130095191604,0.20453990724920673,281.01003864975445
GW150914,development_seen,-0.35629892349243164,1.4063841016340577,0.8786917256529168,2.2850758272869744,0.28507582728697445,1.0678545277031974,0.6895289236026361,0.41396143519648526,281.01003864975445
GW150914,development_seen,-0.35239267349243164,1.3871363166683859,0.9847449353185257,2.3718812519869115,0.37188125198691147,1.0139126189895045,0.9555772516475469,0.7615328288991945,269.84518366781435
GW150914,development_seen,-0.34848642349243164,1.3686532685387998,1.0873810104954844,2.4560342790342844,0.4560342790342844,1.0317305345374663,1.1430314864535025,0.9546009275079327,259.5891673412358
GW150914,development_seen,-0.34458017349243164,1.3508727063339405,1.1803758847937516,2.5312485911276923,0.5312485911276923,1.1318037588479375,1.2289480107395656,0.9946302172321211,256.31538935195744
GW150914,development_seen,-0.34067392349243164,1.3333163815800482,1.2383451305833537,2.571661512163402,0.5716615121634021,1.3016841591408348,1.1750061020258726,0.9951183793019283,256.16727447629734
GW150914,development_seen,-0.33676767349243164,1.3157702019558126,1.264827922870393,2.5805981248262055,0.5805981248262055,1.4649743714913352,1.0646814742494508,0.9755918965096412,255.27956944477575
GW150914,development_seen,-0.33286142349243164,1.2982848256951927,1.2770319746155723,2.575316800310765,0.5753168003107652,1.574566756163046,0.9794971930680986,0.9423968757627532,255.27956944477575
GW150914,development_seen,-0.32895517349243164,1.2807994494345727,1.2189406883085185,2.4997401377430912,0.49974013774309123,1.5887234561874544,0.8491579204295826,0.9084696119111545,255.27956944477575
GW150914,development_seen,-0.32504892349243164,1.2633140731739525,1.029045643153527,2.2923597163274794,0.29235971632747937,1.4803514766902612,0.5777398096167928,0.916524286062973,256.16727447629734
GW150914,development_seen,-0.32114267349243164,1.245767893549717,0.9154259214059067,2.161193814955624,0.1611938149556238,1.3348791798877226,0.4959726629240908,0.9406883085184281,256.31538935195744
GW150914,development_seen,-0.31723642349243164,1.2282115687958248,0.9083475713937027,2.1365591401895276,0.13655914018952764,1.191359531364413,0.6253356114229924,0.8935806687820356,256.4935804940866
GW150914,development_seen,-0.31333017349243164,1.2106430388381506,0.8653893092506713,2.076032348088822,0.07603234808882187,1.0698071759824261,0.6609714425189163,0.8149865755430803,260.25630719567727
GW150914,development_seen,-0.30942392349243164,1.1928167808833385,0.7704417866731754,1.963258567556514,0.036741432443486044,0.9480107395655357,0.5928728337808152,0.6992921649987796,265.4159007022906
GW150914,development_seen,-0.30551767349243164,1.174637116527806,0.759458140102514,1.93409525663032,0.06590474336968,0.8647791066634123,0.6541371735416158,0.572858188918721,265.4159007022906
GW150914,development_seen,-0.30161142349243164,1.1564574521722735,0.8498901635342934,2.006347615706567,0.006347615706566945,0.8008298755186722,0.8989504515499145,0.5001220405174518,265.4159007022906
GW150914,development_seen,-0.29770517349243164,1.138277787816741,0.970954356846473,2.109232144663214,0.10923214466321385,0.7913107151574323,1.1505979985355137,0.5191603612399317,265.4159007022906
GW150914,development_seen,-0.29379892349243164,1.1200981234612084,1.0341713448865022,2.1542694683477106,0.1542694683477106,0.8401269221381498,1.2282157676348548,0.6656089821820844,265.4159007022906
GW150914,development_seen,-0.28989267349243164,1.1019184591056759,1.0123260922626311,2.114244551368307,0.1142445513683068,0.9328777154015133,1.091774469123749,0.9038320722479863,255.9927964453079
GW150914,development_seen,-0.28598642349243164,1.0843842303556435,1.011837930192824,2.0962221605484674,0.09622216054846744,1.0854283622162557,0.9382474981693922,1.1811081278984623,244.43638248575405
GW150914,development_seen,-0.28208017349243164,1.0676415582771683,1.2034415425921408,2.2710831008693093,0.2710831008693093,1.30339272638516,1.1034903587991214,1.4066390041493775,234.05092256328635
GW150914,development_seen,-0.27817392349243164,1.0516102383636112,1.4989016353429339,2.550511873706545,0.5505118737065451,1.5496704906028802,1.4481327800829875,1.5462533561142298,234.05092256328635
GW150914,development_seen,-0.27426767349243164,1.0355789184500543,1.6630461313155966,2.698625049765651,0.698625049765651,1.6746399804735173,1.6514522821576763,1.5982426165486943,234.05092256328635
GW150914,development_seen,-0.27036142349243164,1.0195475985364975,1.7100317305345374,2.7295793290710346,0.7295793290710346,1.6609714425189162,1.7590920185501586,1.5760312423724678,234.05092256328635
GW150914,development_seen,-0.26645517349243164,1.0035162786229406,1.6680497925311202,2.6715660711540608,0.6715660711540608,1.5389309250671221,1.7971686599951184,1.4984134732731267,234.05092256328635
GW150914,development_seen,-0.26254892349243164,0.9874849587093836,1.5856724432511593,2.5731574019605428,0.5731574019605428,1.3710031730534538,1.8003417134488648,1.3534293385403955,237.5537025809003
GW150914,development_seen,-0.25864267349243164,0.9712137158489987,1.539052965584574,2.510266681433573,0.5102666814335728,1.2809372711740297,1.7971686599951184,1.1564559433732,245.8651576685454
GW150914,development_seen,-0.25473642349243164,0.9543731798023365,1.5667561630461313,2.521129342848468,0.521129342848468,1.2794727849646081,1.8540395411276545,0.9499633878447644,254.1809668109412
GW150914,development_seen,-0.25083017349243164,0.9369630523383802,1.622040517451794,2.5590035697901743,0.5590035697901743,1.369050524774225,1.875030510129363,0.7969245789602148,261.0369699369595
GW150914,development_seen,-0.24692392349243164,0.9190833228825247,1.6701244813278007,2.5892078042103255,0.5892078042103255,1.539663168171833,1.8005857944837687,0.7154015133024164,265.79898975621256
GW150914,development_seen,-0.24301767349243164,0.9008774188390151,1.6369294605809128,2.5378068794199278,0.5378068794199278,1.6475469855992189,1.6263119355626068,0.676592628752746,268.8476111417076
GW150914,development_seen,-0.23911142349243164,0.8824626994480121,1.6198437881376617,2.502306487585674,0.502306487585674,1.6748840615084208,1.5648035147669026,0.6607273614840128,268.8476111417076
GW150914,development_seen,-0.23520517349243164,0.8640479800570093,1.6735416158164511,2.5375895958734604,0.5375895958734604,1.6394923114474005,1.7075909201855017,0.6468147424945082,268.8476111417076
GW150914,development_seen,-0.23129892349243164,0.8456332606660064,1.674639980473517,2.5202732411395234,0.5202732411395234,1.5599218940688309,1.7893580668782034,0.6429094459360508,268.8476111417076
GW150914,development_seen,-0.22739267349243164,0.8272185412750035,1.6012936294849889,2.4285121707599924,0.4285121707599924,1.4203075421039784,1.7822797168659994,0.6595069563094947,268.8476111417076
GW150914,development_seen,-0.22348642349243164,0.8088038218840007,1.4720527215035393,2.28085654338754,0.28085654338753985,1.2445691969733952,1.6995362460336834,0.7166219184769343,267.51773076394727
GW150914,development_seen,-0.21958017349243164,0.7904801926606807,1.3010739565535756,2.0915541492142564,0.09155414921425642,1.0803026604832804,1.521845252623871,0.8520868928484256,258.9470345846791
GW150914,development_seen,-0.21567392349243164,0.7727436133443937,1.1065413717354162,1.87928498507981,0.1207150149201901,0.9528923602636075,1.2601903832072248,1.1259458140102514,246.99879866442302
GW150914,development_seen,-0.21176767349243164,0.7558254285481645,0.884427629973151,1.6402530585213155,0.35974694147868447,0.8899194532584819,0.8789358066878203,1.4261654869416647,234.30043570460674
GW150914,development_seen,-0.20786142349243164,0.73977701822989,0.644495972662924,1.384272990892814,0.615727009107186,0.8694166463265804,0.4195752989992677,1.6311935562606785,223.80042883997473
GW150914,development_seen,-0.20395517349243164,0.7244478059703026,0.5381986819624115,1.262646487932714,0.737353512067286,0.8689284842567733,0.2074688796680498,1.740541859897486,223.80042883997473
GW150914,development_seen,-0.20004892349243164,0.7091185937107153,0.5291676836709788,1.238286277381694,0.7617137226183059,0.8699048083963876,0.18843055894556993,1.7864290944593606,223.80042883997473
GW150914,development_seen,-0.19614267349243164,0.6937893814511279,0.5649255552843544,1.2587149367354824,0.7412850632645176,0.8716133756407127,0.25823773492799607,1.728093727117403,223.80042883997473
GW150914,development_seen,-0.19223642349243164,0.6784601691915405,0.7084452038076642,1.3869053729992047,0.6130946270007953,0.934830363680742,0.4820600439345863,1.509397119843788,223.80042883997473
GW150914,development_seen,-0.18833017349243164,0.6631309569319532,0.9090798144984135,1.5722107714303668,0.4277892285696332,1.0749328777154015,0.7432267512814255,1.214547229680254,236.14137106604264
GW150914,development_seen,-0.18442392349243164,0.6469564517305817,1.0157432267512814,1.662699678481863,0.33730032151813694,1.2262631193556262,0.8052233341469368,1.0231876983158408,248.47849067012572
GW150914,development_seen,-0.18051767349243164,0.629936915417951,1.0523553819868197,1.6822922974047707,0.3177077025952293,1.3280449109104224,0.776665853063217,0.9050524774225043,258.8786536846724
GW150914,development_seen,-0.17661142349243164,0.6122050198519863,1.047473761288748,1.6596787811407343,0.3403212188592657,1.3282889919453258,0.7666585306321699,0.776665853063217,267.3959492192179
GW150914,development_seen,-0.17270517349243164,0.593889732056599,1.0724920673663656,1.6663817994229646,0.3336182005770354,1.2616548694166463,0.8833292653160849,0.6307053941908713,274.4312557660208
GW150914,development_seen,-0.16879892349243164,0.5750925608799946,1.1908713692946058,1.7659639301746004,0.2340360698253996,1.1918476934342201,1.1898950451549914,0.4947522577495729,280.0916931407381
GW150914,development_seen,-0.16489267349243164,0.5559076779977028,1.2543324383695387,1.8102401163672415,0.18975988363275853,1.1430314864535025,1.3656333902855748,0.4078594093238955,284.3264299277331
GW150914,development_seen,-0.16098642349243164,0.5364327367834955,1.2129607029533804,1.7493934397368758,0.2506065602631242,1.1296070295338052,1.2963143763729557,0.36099585062240663,287.45648946993936
GW150914,development_seen,-0.15708017349243164,0.5167434021145644,1.162191847693434,1.6789352498079984,0.32106475019200165,1.1313155967781303,1.193068098608738,0.32999755918965096,287.45648946993936
GW150914,development_seen,-0.15317392349243164,0.4970540674456334,1.1370515010983646,1.634105568543998,0.365894431456002,1.1313155967781303,1.142787405418599,0.29997559189650963,287.45648946993936
GW150914,development_seen,-0.14926767349243164,0.4773647327767024,1.1383939467903343,1.6157586795670367,0.38424132043296333,1.1020258725896999,1.174762020990969,0.28142543324383695,287.45648946993936
GW150914,development_seen,-0.14536142349243164,0.45767539810777136,1.104344642421284,1.5620200405290552,0.4379799594709448,1.0541859897485966,1.154503295093971,0.28557481083719793,287.45648946993936
GW150914,development_seen,-0.14145517349243164,0.43798606343884033,0.9748596534049305,1.412845716843771,0.5871542831562291,1.0378325604100562,0.9118867463998048,0.37124725408835735,279.5380883493908
GW150914,development_seen,-0.13754892349243164,0.41883909972139766,0.8570905540639493,1.2759296537853468,0.7240703462146532,1.0986087381010496,0.615572370026849,0.5506468147424946,269.87441388327574
