event,window_start_s,window_end_s,n_frames,inverse_rho,inverse_shift_p,connection_time_rho,connection_time_shift_p,period_connection_rho,median_te_ara_residual,closure_occupancy,median_te_ara_sum,first_persistent_connection_ridge_s,start_connection,end_connection,off_interval,off_window
GW151012,-12.0,-11.53,120,-0.0928120008333912,,0.0928120008333912,,0.41031045612683575,0.494938772042365,0.5083333333333333,2.391506675114799,-11.996923923492432,1.1103246277764218,1.1242372467659263,0,0
GW151012,-11.765,-11.295,120,-0.26242794638516564,,0.26242794638516564,,0.6241184253056077,0.43927170923426173,0.5666666666666667,2.366464508962632,-11.762548923492432,1.1867219917012448,1.5717598242616548,0,1
GW151012,-11.530000000000001,-11.06,120,0.347392783167381,,-0.347392783167381,,0.7510408745082108,0.7112390283998109,0.2916666666666667,2.606408601501142,-11.516455173492432,0.8807664144495972,1.283744203075421,0,2
GW151012,-11.295000000000002,-10.825000000000001,121,-0.05311281180202001,,0.05311281180202001,,0.7497701011227107,0.5050389832597437,0.49586776859504134,2.1686120602789543,-11.293798923492432,1.492311447400537,1.6626800097632413,0,3
GW151012,-11.060000000000002,-10.590000000000002,121,-0.5899515478120296,,0.5899515478120296,,0.6960213657057902,0.3488979825106524,0.6198347107438017,2.3079539140540133,-11.059423923492432,1.2113741762265073,1.5328288991945327,0,4
GW151012,-10.825000000000003,-10.355000000000002,120,0.2859920827835266,,-0.2859920827835266,,0.5745478410798316,0.7334991829812574,0.36666666666666664,2.518256565163207,-10.821142673492432,1.674762020990969,1.173053453746644,0,5
GW151012,-10.590000000000003,-10.120000000000003,120,-0.031460518091534134,,0.031460518091534134,,0.4820134766544467,0.4789476489893447,0.5166666666666667,2.223013162870177,-10.586767673492432,1.5760312423724676,0.6458384183548938,0,6
GW151012,-10.355000000000004,-9.885000000000003,120,0.1957153200143932,,-0.1957153200143932,,0.4514175488192595,0.6324870897551671,0.4166666666666667,2.114033306438201,-10.352392673492432,1.1819624115206249,1.3108371979497193,0,7
GW151012,-10.120000000000005,-9.650000000000004,120,-0.17930095718645883,,0.17930095718645883,,0.19920028890995525,0.46336276775770857,0.5583333333333333,2.200380781079717,-10.114111423492432,0.8639248230412497,0.6692701977056383,0,8
GW151012,-9.885000000000005,-9.415000000000004,120,-0.00629558701227946,,0.00629558701227946,,0.3254490778841513,0.527279283289389,0.44166666666666665,2.237138372498217,-9.864111423492432,1.263607517695875,0.8492799609470344,0,9
GW151012,-9.650000000000006,-9.180000000000005,121,0.004897710337352662,,-0.004897710337352662,,0.4565818598127734,0.5454728970614195,0.371900826446281,2.3617087238501915,-9.637548923492432,0.5334391017817915,1.4741274103002198,0,10
GW151012,-9.415000000000006,-8.945000000000006,121,0.4822517274082102,,-0.4822517274082102,,0.41631892697466455,0.5682668141941165,0.4049586776859504,2.0071539028120107,-9.414892673492432,1.0471076397363923,0.543812545765194,0,11
GW151012,-9.180000000000007,-8.710000000000006,120,0.040023612750885465,,-0.040023612750885465,,0.3125008681158413,0.5264598283622639,0.4666666666666667,1.7960172911755934,-9.176611423492432,1.5434464242128387,1.5727361484012694,0,12
GW151012,-8.945000000000007,-8.475000000000007,120,-0.3228279741648725,,0.3228279741648725,,0.5175481545560564,0.4508345125516595,0.5416666666666666,1.9551339602661737,-8.887548923492432,0.6360751769587503,0.9428850378325604,0,13
GW151012,-8.710000000000008,-8.240000000000007,120,0.2653378706854642,,-0.2653378706854642,,0.3804166276036116,0.6800477286524838,0.3333333333333333,2.067153632636453,-8.707861423492432,1.4926775689528924,1.0567488406150842,0,14
GW151012,-8.475000000000009,-8.005000000000008,120,0.23548203952052907,,-0.23548203952052907,,0.374266223811634,0.4888584536805478,0.5083333333333333,2.0574838766870824,-8.473486423492432,1.0997071027581158,0.6022699536246033,0,15
GW151012,-8.240000000000009,-7.770000000000009,121,0.18245526089861702,,-0.18245526089861702,,0.3211934717411999,0.42940062693407577,0.5619834710743802,1.8407811426731397,-8.239111423492432,1.145106175250183,0.6964852330973883,0,16
GW151012,-8.00500000000001,-7.53500000000001,121,0.002533532041728762,,-0.002533532041728762,,0.2541970163210126,0.5767284152427732,0.4132231404958678,1.6878374405960521,-7.953955173492432,0.6111789113985844,0.6980717598242616,0,17
GW151012,-7.77000000000001,-7.3000000000000105,120,-0.3840336134453781,,0.3840336134453781,,0.3358913813459267,0.44675711859093936,0.5416666666666666,1.9648090789048875,-7.657080173492432,0.6491335123260922,1.218696607273615,0,18
GW151012,-7.535000000000011,-7.065000000000011,120,0.16274741301479267,,-0.16274741301479267,,0.20984096117785953,0.5707148798828403,0.43333333333333335,2.008523714648057,-7.493017673492432,0.6950207468879668,0.4316573102269954,0,19
GW151012,-7.300000000000011,-6.830000000000012,120,0.05551774428779776,,-0.05551774428779776,,0.03409959024932286,0.531798909303099,0.475,1.7853620844121734,-7.297705173492432,1.2235782279716867,0.2999755918965097,0,20
GW151012,-7.065000000000012,-6.595000000000012,120,-0.17132122251783327,,0.17132122251783327,,0.265241102231635,0.5452255807010997,0.475,1.6668638590072238,-6.868017673492432,0.4293385403954113,0.9172565291676836,0,21
GW151012,-6.8300000000000125,-6.360000000000013,121,-0.3945739059748,,0.3945739059748,,0.28448719685679436,0.3826999352883198,0.5950413223140496,1.9740891641439005,-6.735205173492432,0.2589699780327069,1.1103246277764218,0,22
GW151012,-6.595000000000013,-6.125000000000013,121,0.05362417016664408,,-0.05362417016664408,,0.3190624576615634,0.4916526493323068,0.5041322314049587,1.9865244231100463,-6.543798923492432,0.878569685135465,0.8166951427874054,0,23
GW151012,-6.360000000000014,-5.890000000000014,120,0.01739704146121258,,-0.01739704146121258,,0.10437548506072586,0.4724138542860419,0.525,1.885210664652347,-6.356298923492432,1.2230900659018795,1.183060776177691,0,24
GW151012,-6.125000000000014,-5.6550000000000145,120,0.2779855475589631,,-0.2779855475589631,,-0.05357527311114043,0.6079243655389633,0.38333333333333336,1.8080079424348239,-6.086767673492432,0.8507444471564559,0.8846717110080546,0,25
GW151012,-5.890000000000015,-5.420000000000015,120,-0.3277906934352698,,0.3277906934352698,,0.16852096854284515,0.4141458652062735,0.5916666666666667,1.8012920202900706,-5.801611423492432,1.0317305345374665,0.552721503539175,0,26
GW151012,-5.655000000000015,-5.185000000000016,120,-0.12787693589832624,,0.12787693589832624,,0.15437236743050023,0.6020742378196002,0.43333333333333335,1.9431758270206692,-5.602392673492432,0.8264583841835489,1.4960947034415426,0,27
GW151012,-5.420000000000016,-4.950000000000016,121,-0.11638028851268664,,0.11638028851268664,,0.16319376232056848,0.37447926079475,0.6115702479338843,2.03185074797704,-5.387548923492432,0.38930925067122285,0.928362216255797,0,28
