event,time_s,frequency_hz,separation_km,binding_proxy,compactness
GW150914,-0.49692392349243164,276.34686657526925,233.34588138578482,0.11350713294649048,0.4566334358797989
GW150914,-0.49301767349243164,276.34686657526925,233.34588138578482,0.11350713294649048,0.4566334358797989
GW150914,-0.48911142349243164,276.34686657526925,233.34588138578482,0.11350713294649048,0.4566334358797989
GW150914,-0.48520517349243164,276.34686657526925,233.34588138578482,0.11350713294649048,0.4566334358797989
GW150914,-0.48129892349243164,271.92747998905236,235.86731916358715,0.11229373393014425,0.4517519932114465
GW150914,-0.47739267349243164,265.2665883553573,239.79942368991226,0.1104524004829228,0.4443444021924618
GW150914,-0.47348642349243164,256.77632175359224,245.0566660163017,0.10808284635362803,0.4348118061742616
GW150914,-0.46958017349243164,247.763944999834,250.9638094382122,0.10553881071642437,0.4245772799038764
GW150914,-0.46567392349243164,240.13112329412218,256.2541267113222,0.10335998222112538,0.4158119634327942
GW150914,-0.46176767349243164,235.33625682900592,259.7231183999621,0.10197945467520667,0.4102581711709744
GW150914,-0.45786142349243164,233.42170497243978,261.14137008538296,0.10142560702776528,0.40803007019053356
GW150914,-0.45395517349243164,233.06383490107243,261.4086238485675,0.1013219135276719,0.40761291650162523
GW150914,-0.45004892349243164,232.47991254381628,261.8461627610539,0.10115260694174195,0.40693180469795803
GW150914,-0.44614267349243164,230.75021463540628,263.15306164604846,0.10065025204455948,0.40491085643878905
GW150914,-0.44223642349243164,228.06296099675507,265.21616885770607,0.09986729728828404,0.4017610691856388
GW150914,-0.43833017349243164,225.10426652083277,267.53504870549426,0.09900169009305707,0.39827877536481693
GW150914,-0.43442392349243164,222.25147365979518,269.819543648911,0.09816346741523063,0.3949066480678594
GW150914,-0.43051767349243164,219.54010525027945,272.03654945165454,0.09736346838085208,0.39168829254881893
GW150914,-0.42661142349243164,217.40580646284502,273.8140592203455,0.0967314171390226,0.3891455824766268
GW150914,-0.42270517349243164,216.6076954867744,274.486242245149,0.09649453380368962,0.3881926128393199
GW150914,-0.41879892349243164,216.57272419892664,274.5157900690299,0.09648414750317999,0.3881508292794265
GW150914,-0.41489267349243164,215.03085613735163,275.8264946690956,0.0960256628455783,0.3863063687678785
GW150914,-0.41098642349243164,209.7700584742543,280.419043385579,0.09445300740347072,0.37997965572929626
GW150914,-0.40708017349243164,206.6095663904202,283.2715020691616,0.0935018940751249,0.3761533750739795
GW150914,-0.40317392349243164,206.6095663904202,283.2715020691616,0.0935018940751249,0.3761533750739795
GW150914,-0.39926767349243164,206.6095663904202,283.2715020691616,0.0935018940751249,0.3761533750739795
GW150914,-0.39536142349243164,206.6095663904202,283.2715020691616,0.0935018940751249,0.3761533750739795
GW150914,-0.39145517349243164,206.6095663904202,283.2715020691616,0.0935018940751249,0.3761533750739795
GW150914,-0.38754892349243164,218.3048761544977,273.06175594844666,0.09699791861725536,0.3902177043998353
GW150914,-0.38364267349243164,235.6361571397477,259.5027006832521,0.10206607450032469,0.4106066383318673
GW150914,-0.37973642349243164,256.6201364720213,245.1560875803265,0.1080390140109977,0.43463547088414917
GW150914,-0.37583017349243164,276.2571006110361,233.39642701587402,0.11348255120962435,0.45653454479979627
GW150914,-0.37192392349243164,281.01003864975445,230.75721021155405,0.11478047406055046,0.4617560225654685
GW150914,-0.36801767349243164,281.01003864975445,230.75721021155405,0.11478047406055046,0.4617560225654685
GW150914,-0.36411142349243164,281.01003864975445,230.75721021155405,0.11478047406055046,0.4617560225654685
GW150914,-0.36020517349243164,281.01003864975445,230.75721021155405,0.11478047406055046,0.4617560225654685
GW150914,-0.35629892349243164,281.01003864975445,230.75721021155405,0.11478047406055046,0.4617560225654685
GW150914,-0.35239267349243164,269.84518366781435,237.07916499767825,0.11171973708120515,0.44944283301585947
GW150914,-0.34848642349243164,259.5891673412358,243.28320358201375,0.10887073826304401,0.43798145534395844
GW150914,-0.34458017349243164,256.31538935195744,245.3503685794422,0.10795346318135328,0.43429130423780005
GW150914,-0.34067392349243164,256.16727447629734,245.44493319121887,0.10791187105230436,0.43412398121324514
GW150914,-0.33676767349243164,255.27956944477575,246.01360807690983,0.10766242643249219,0.4331204781659057
GW150914,-0.33286142349243164,255.27956944477575,246.01360807690983,0.10766242643249219,0.4331204781659057
GW150914,-0.32895517349243164,255.27956944477575,246.01360807690983,0.10766242643249219,0.4331204781659057
GW150914,-0.32504892349243164,256.16727447629734,245.44493319121887,0.10791187105230436,0.43412398121324514
GW150914,-0.32114267349243164,256.31538935195744,245.3503685794422,0.10795346318135328,0.43429130423780005
GW150914,-0.31723642349243164,256.4935804940866,245.23672226261866,0.1080034904095992,0.43449256123838204
GW150914,-0.31333017349243164,260.25630719567727,242.86727170465832,0.10905718911843094,0.43873153767365836
GW150914,-0.30942392349243164,265.4159007022906,239.70948089304898,0.11049384397436372,0.4445111272554624
GW150914,-0.30551767349243164,265.4159007022906,239.70948089304898,0.11049384397436372,0.4445111272554624
GW150914,-0.30161142349243164,265.4159007022906,239.70948089304898,0.11049384397436372,0.4445111272554624
GW150914,-0.29770517349243164,265.4159007022906,239.70948089304898,0.11049384397436372,0.4445111272554624
GW150914,-0.29379892349243164,265.4159007022906,239.70948089304898,0.11049384397436372,0.4445111272554624
GW150914,-0.28989267349243164,255.9927964453079,245.55644644737654,0.107862865602465,0.4339268347753421
GW150914,-0.28598642349243164,244.43638248575405,253.2362873280625,0.10459173233202416,0.42076723162329804
GW150914,-0.28208017349243164,234.05092256328635,260.67312880567556,0.10160779556498571,0.40876300543054267
GW150914,-0.27817392349243164,234.05092256328635,260.67312880567556,0.10160779556498571,0.40876300543054267
GW150914,-0.27426767349243164,234.05092256328635,260.67312880567556,0.10160779556498571,0.40876300543054267
GW150914,-0.27036142349243164,234.05092256328635,260.67312880567556,0.10160779556498571,0.40876300543054267
GW150914,-0.26645517349243164,234.05092256328635,260.67312880567556,0.10160779556498571,0.40876300543054267
GW150914,-0.26254892349243164,237.5537025809003,258.1043359305435,0.1026190508790981,0.4128312342426697
GW150914,-0.25864267349243164,245.8651576685454,252.25426106152472,0.104998908123547,0.4224052791702993
GW150914,-0.25473642349243164,254.1809668109412,246.7219665956986,0.10735331898669309,0.4318769545972344
GW150914,-0.25083017349243164,261.0369699369595,242.3828139965522,0.1092751649518725,0.4396084433903247
GW150914,-0.24692392349243164,265.79898975621256,239.47910090756164,0.11060013955537593,0.4449387489838636
GW150914,-0.24301767349243164,268.8476111417076,237.66526565500155,0.11144422769552013,0.44833447273808036
GW150914,-0.23911142349243164,268.8476111417076,237.66526565500155,0.11144422769552013,0.44833447273808036
GW150914,-0.23520517349243164,268.8476111417076,237.66526565500155,0.11144422769552013,0.44833447273808036
GW150914,-0.23129892349243164,268.8476111417076,237.66526565500155,0.11144422769552013,0.44833447273808036
GW150914,-0.22739267349243164,268.8476111417076,237.66526565500155,0.11144422769552013,0.44833447273808036
GW150914,-0.22348642349243164,267.51773076394727,238.4522666474039,0.11107641102920353,0.4468547649544895
GW150914,-0.21958017349243164,258.9470345846791,243.68523076384264,0.10869112542417673,0.4372588820077193
GW150914,-0.21567392349243164,246.99879866442302,251.48182824434096,0.10532141493435436,0.4237027077044429
GW150914,-0.21176767349243164,234.30043570460674,260.4880304992703,0.10167999631386698,0.4090534653794367
