Name,Time_s,D_px,D_mm,D_smooth_mm,u_breakup,r_observed_mm_s,r_mechanical_mm_s,r_unresolved_mm_s,x_rate_ara,Bo_local,G_height_proxy,fluid,D0_mm,coverage
241112f,2.267,11.0,0.134969325153374,0.13257697360852783,0.6994754705337858,0.10123482516120749,0.07263403521307736,0.02860078994813013,0.5650385606452306,0.001430066372603707,0.21259913691665752,S3,2.0,0.9318111693921629
241112f,2.268,11.0,0.134969325153374,0.13248189169660818,0.6997840172786176,0.10067641969482652,0.07258118213506035,0.028095237559766173,0.5581294536482193,0.0014280158704346145,0.21253505189496352,S3,2.0,0.9318111693921629
241112f,2.269,11.0,0.134969325153374,0.13238821860107777,0.7000925640234495,0.10010779949430448,0.07252838946783012,0.027579410026474363,0.5509942315342464,0.0014259971888686872,0.21247310104644726,S3,2.0,0.9318111693921629
241112f,2.27,11.0,0.134969325153374,0.1322959798593938,0.7004011107682814,0.09952896455964133,0.07247565711726779,0.02705330744237354,0.5436268238511057,0.00142401081324439,0.21241332819358094,S3,2.0,0.9318111693921629
241112f,2.271,11.0,0.134969325153374,0.13220520100901342,0.7007096575131132,0.09893991489083706,0.07242298498944012,0.026516929901396938,0.5360208755112382,0.0014220572283595145,0.2123557772269878,S3,2.0,0.9318111693921629
241112f,2.272,11.0,0.134969325153374,0.1321159075873939,0.701018204257945,0.09834065048789162,0.07237037299059909,0.025970277497292527,0.5281697318138071,0.0014201369185313114,0.2123004921054419,S3,2.0,0.9318111693921629
241112f,2.273,11.0,0.134969325153374,0.13202812513199247,0.701326751002777,0.09773117135080511,0.07231782102718146,0.025413350323623657,0.5200664224600906,0.0014182503676576916,0.21224751685586837,S3,2.0,0.9318111693921629
241112f,2.274,11.0,0.134969325153374,0.13194187918026626,0.7016352977476088,0.09711147747957752,0.07226532900580833,0.02484614847376919,0.5117036444841305,0.0014163980592794775,0.21219689557334284,S3,2.0,0.9318111693921629
241112f,2.275,11.0,0.134969325153374,0.13185719526967252,0.7019438444924405,0.09648156887420875,0.07221289683328475,0.024268672040924005,0.5030737440135358,0.0014145804766437277,0.212148672421092,S3,2.0,0.9318111693921629
241112f,2.276,11.0,0.134969325153374,0.13182579185854573,0.7022523912372723,0.0964373050262639,0.07216052441659913,0.02427678060966476,0.503472812788644,0.0014139067574388126,0.21218609628211554,S3,2.0,0.9318111693921629
241112f,2.277,11.0,0.134969325153374,0.1317428232138277,0.7025609379821043,0.09578356204123255,0.07210821166292292,0.02367535037830963,0.49435101125426834,0.001412127545503863,0.21214044471116011,S3,2.0,0.9318111693921629
241112f,2.278,11.0,0.134969325153374,0.13166150173509947,0.7028694847269361,0.09511960432206013,0.07205595847961022,0.02306364584244991,0.4849399029112864,0.0014103847430559466,0.21209733590002047,S3,2.0,0.9318111693921629
241112f,2.279,11.0,0.134969325153374,0.13158185295981825,0.7031780314717679,0.09444543186874653,0.0720037647741972,0.022441667094549325,0.475230334607123,0.001408678831498499,0.2120568143015647,S3,2.0,0.9318111693921629
241112f,2.28,11.0,0.134969325153374,0.13150390242544127,0.7034865782165998,0.09376104468129183,0.07195163045440187,0.021809414226889964,0.46521269682997896,0.0014070102922630944,0.2120189244368116,S3,2.0,0.9318111693921629
241112f,2.281,11.0,0.134969325153374,0.13142767566942576,0.7037951249614317,0.09306644275969606,0.07189955542812333,0.021166887331572723,0.4548768966323786,0.0014053796068794857,0.21198371089493098,S3,2.0,0.9318111693921629
241112f,2.282,11.0,0.134969325153374,0.13140489115010612,0.7041036717062635,0.0929574855955241,0.07184753960344176,0.021109945992082338,0.45418496115387147,0.0014048923712490404,0.21203462991139177,S3,2.0,0.9318111693921629
241112f,2.283,11.0,0.134969325153374,0.13133070313442424,0.7044122184510953,0.0922390492942657,0.07179558288861755,0.020443466405648147,0.44327140320859904,0.0014033064827091055,0.21200253966766627,S3,2.0,0.9318111693921629
241112f,2.284,11.0,0.134969325153374,0.13125832402196114,0.7047207651959271,0.09151039825886617,0.07174368519209125,0.019766713066774924,0.43201020742710594,0.0014017601255114998,0.21197327168825866,S3,2.0,0.9318111693921629
241112f,2.285,11.0,0.134969325153374,0.13123947227105134,0.705029311940759,0.09136739198089053,0.07169184642248287,0.019675545558407656,0.43069075589949624,0.0014013575036549391,0.21203038589339193,S3,2.0,0.9318111693921629
241112f,2.286,11.0,0.134969325153374,0.13122099506951385,0.7053378586855908,0.09121076605739338,0.07164006648859167,0.01957069956880171,0.4291313496147387,0.0014009629372668839,0.2120880803155855,S3,2.0,0.9318111693921629
241112f,2.287,11.0,0.134969325153374,0.13120292646729173,0.7056464054304227,0.09104052048837477,0.07158834529939549,0.01945217518897928,0.4273300522587233,0.0014005771499277693,0.21214641076099372,S3,2.0,0.9318111693921629
241112f,2.288,11.0,0.134969325153374,0.13113360759345055,0.7059549521752545,0.09026079578226966,0.07153668276405058,0.01872411301821908,0.4148891632505891,0.0013990975978114043,0.21212181462196344,S3,2.0,0.9318111693921629
241112f,2.289,11.0,0.134969325153374,0.13106625084757137,0.7062634989200864,0.08947085634202348,0.07148507879189099,0.01798577755013249,0.40204773454671333,0.0013976606746571927,0.21210030123717202,S3,2.0,0.9318111693921629
241112f,2.29,11.0,0.134969325153374,0.13100088176711147,0.7065720456649183,0.08867070216763612,0.07143353329242831,0.017237168875207806,0.38879062540003645,0.0013962668603268878,0.21208191587729816,S3,2.0,0.9318111693921629
241112f,2.291,11.0,0.134969325153374,0.13093752588952798,0.70688059240975,0.08786033325910772,0.07138204617535107,0.01647828708375665,0.37510185706126914,0.0013949166355079182,0.21206670388117124,S3,2.0,0.9318111693921629
241112f,2.292,11.0,0.134969325153374,0.13087620875227812,0.7071891391545818,0.08703974961643819,0.07133061735052439,0.015709132265913806,0.3609645555080274,0.0013936104817965245,0.21205471065577158,S3,2.0,0.9318111693921629
241112f,2.293,11.0,0.134969325153374,0.13086864881369645,0.7074976858994138,0.08680481073119248,0.07127924672798966,0.015525564003202819,0.3577120639380383,0.0013934494853028163,0.2121297726196777,S3,2.0,0.9318111693921629
241112f,2.294,11.0,0.134969325153374,0.130861693261602,0.7078062326442456,0.08655625220042532,0.07122793421796403,0.015328317982461287,0.3541816470280576,0.0013933013680416126,0.2122058045714747,S3,2.0,0.9318111693921629
241112f,2.295,11.0,0.134969325153374,0.13085537614593765,0.7081147793890774,0.08629407402413666,0.07117667973084,0.015117394293296657,0.3503692336757281,0.001393166852993917,0.21228286295907056,S3,2.0,0.9318111693921629
241112f,2.296,11.0,0.134969325153374,0.13084973151664647,0.7084233261339092,0.08601827620232655,0.07112548317718502,0.01489279302514153,0.34627043653168954,0.0013930466631928238,0.21236100432124175,S3,2.0,0.9318111693921629
241112f,2.297,11.0,0.134969325153374,0.13079160656154737,0.7087318728787412,0.08632812313794026,0.07107434446774102,0.015253778670199239,0.3533907170859219,0.0013918093233872889,0.21235393082241008,S3,2.0,0.9318111693921629
241112f,2.298,11.0,0.134969325153374,0.13078441265985236,0.709040419623573,0.08722361483097796,0.07102326351342411,0.016200351317553846,0.3714670929185155,0.0013916562208395778,0.21242950566754762,S3,2.0,0.9318111693921629
241112f,2.299,11.0,0.134969325153374,0.13082818386150424,0.7093489663684047,0.08750622247554876,0.07097224022532413,0.016533982250224635,0.37789272082553005,0.0013925879015700851,0.2125878861241393,S3,2.0,0.9318111693921629
241112f,2.3,11.0,0.134969325153374,0.1308195768871771,0.7096575131132365,0.08717594607165269,0.07092127451470415,0.01625467155694854,0.37291643599917595,0.0013924046753921377,0.21266117867303574,S3,2.0,0.9318111693921629
241112f,2.301,11.0,0.134969325153374,0.1307586257868139,0.7099660598580685,0.0874313144251805,0.07087036629300014,0.016560948132180356,0.3788333331383784,0.001391107486878578,0.212649333853969,S3,2.0,0.9318111693921629
241112f,2.302,11.0,0.134969325153374,0.13075023588087298,0.7102746066029003,0.0870772036416218,0.07081951547182057,0.016257688169801235,0.3734085958183036,0.0013909289764902186,0.21272292166899076,S3,2.0,0.9318111693921629
241112f,2.303,11.0,0.134969325153374,0.13074274829842,0.7105831533477321,0.08670947321254169,0.07076872196294609,0.015940751249595597,0.3676818843201073,0.0013907696743348996,0.21279796691818625,S3,2.0,0.9318111693921629
241112f,2.304,11.0,0.134969325153374,0.1306830102272741,0.710891700092564,0.08692738754088539,0.07071798567832885,0.01620940186255654,0.3729411942797111,0.001389499042988514,0.21278792399378726,S3,2.0,0.9318111693921629
241112f,2.305,11.0,0.134969325153374,0.1306227401257697,0.7112002468373959,0.087135087135088,0.07066730653009232,0.01646778060499568,0.3779827655296933,0.001388217683814883,0.21277693471210973,S3,2.0,0.9318111693921629
241112f,2.306,11.0,0.134969325153374,0.13061365645224138,0.7115087935822277,0.08792843148671453,0.07061668443053092,0.017311747056183616,0.39376904064982254,0.0013880246136380972,0.21284927890863825,S3,2.0,0.9318111693921629
241112f,2.307,11.0,0.134969325153374,0.13060260639450816,0.7118173403270595,0.08870815619281958,0.07056611929210939,0.018142036900710187,0.40902748246228754,0.0013877897667815414,0.21291840523389252,S3,2.0,0.9318111693921629
241112f,2.308,11.0,0.134969325153374,0.13059111794375958,0.7121258870718913,0.0882791373588927,0.07051561102746266,0.017763526331430038,0.40243996175933744,0.001387545623826232,0.21298680182024002,S3,2.0,0.9318111693921629
241112f,2.309,11.0,0.134969325153374,0.13058071909118515,0.7124344338167232,0.08783649887944435,0.07046515954939525,0.0173713393300491,0.3955380633713844,0.001387324654618981,0.2130569608777425,S3,2.0,0.9318111693921629
241112f,2.31,11.0,0.134969325153374,0.13062313680760504,0.712742980561555,0.08797610024603954,0.07041476477088095,0.01756133547515859,0.39922968683643506,0.001388226115448982,0.21321331740148483,S3,2.0,0.9318111693921629
241112f,2.311,11.0,0.134969325153374,0.13066522679332412,0.7130515273063869,0.08809867705573288,0.07036442660506247,0.01773425045067041,0.4025996994132248,0.001389120900747525,0.21336919535815937,S3,2.0,0.9318111693921629
241112f,2.312,11.0,0.134969325153374,0.13065533868989376,0.7133600740512187,0.08760836981695935,0.07031414496525087,0.01729422485170848,0.3948075940196444,0.001388910664990804,0.21344021741155564,S3,2.0,0.9318111693921629
241112f,2.313,11.0,0.134969325153374,0.13069838633025813,0.7136686207960506,0.08770030242422933,0.07026391976492541,0.017436382659303917,0.397635633568504,0.001389826037863315,0.21359773808991703,S3,2.0,0.9318111693921629
241112f,2.314,11.0,0.134969325153374,0.13068953249384463,0.7139771675408825,0.08717935098303245,0.07021375091773298,0.01696560006529947,0.38921143307436307,0.0013896377436397635,0.21367046004397894,S3,2.0,0.9318111693921629
241112f,2.315,11.0,0.134969325153374,0.1306819980927202,0.7142857142857143,0.08664477989631407,0.07016363833748773,0.016481141558826337,0.3804301096626701,0.001389477519845674,0.21374532827114467,S3,2.0,0.9318111693921629
241112f,2.316,11.0,0.134969325153374,0.13072751009770495,0.714594261030546,0.08669244865563921,0.07011358193817072,0.0165788667174685,0.38247545142768485,0.001390445501978132,0.21390698528934599,S3,2.0,0.9318111693921629
241112f,2.317,11.0,0.134969325153374,0.13077292420910372,0.714902807775378,0.08672309285806253,0.07006358163392948,0.016659511224133047,0.3842001172951533,0.001391411738008422,0.21406854278890422,S3,2.0,0.9318111693921629
241112f,2.318,11.0,0.134969325153374,0.13081828298934525,0.7152113545202098,0.08673671250358396,0.07001363733907778,0.016723075164506176,0.38560546467137957,0.0013923771318008235,0.21423007027478586,S3,2.0,0.9318111693921629
241112f,2.319,11.0,0.134969325153374,0.13086362900085824,0.7155199012650416,0.08673330759220353,0.06996374896809497,0.01676955862410856,0.3866924735063598,0.001393342588478771,0.2143916373655421,S3,2.0,0.9318111693921629
241112f,2.32,11.0,0.134969325153374,0.1309090048060712,0.7158284480098734,0.08671287812392132,0.06991391643562579,0.016798961688295533,0.3874617485141745,0.001394309014422496,0.2145533137933088,S3,2.0,0.9318111693921629
241112f,2.321,11.0,0.134969325153374,0.13095445296741298,0.7161369947547054,0.0866754240987372,0.06986413965647988,0.016811284442257324,0.38791352028705567,0.001395277317269626,0.21471516940380708,S3,2.0,0.9318111693921629
241112f,2.322,11.0,0.134969325153374,0.13100001604731215,0.7164455414995372,0.08662094551665116,0.06981441854563157,0.016806526971019586,0.3880476453074243,0.0013962484059187083,0.2148772741563422,S3,2.0,0.9318111693921629
241112f,2.323,11.0,0.134969325153374,0.13099254974607358,0.716754088244369,0.0871487067806087,0.06976475301821926,0.017383953762389437,0.398949207729552,0.0013960892530508276,0.21495242106259488,S3,2.0,0.9318111693921629
241112f,2.324,11.0,0.134969325153374,0.1309837810345174,0.7170626349892008,0.0876628483990448,0.06971514298954516,0.017947705409499637,0.40947118961503426,0.001395902349379579,0.21502541994523555,S3,2.0,0.9318111693921629
241112f,2.325,11.0,0.134969325153374,0.13102693082471056,0.7173711817340327,0.08756410596901394,0.06966558837507486,0.01789851759393908,0.4088094635551416,0.0013968222008947189,0.21518367214736434,S3,2.0,0.9318111693921629
241112f,2.326,11.0,0.134969325153374,0.13096397503395668,0.7176797284788645,0.08864686778797211,0.0696160890904371,0.019030778697535014,0.42936155946430793,0.0013954802337217103,0.215167655443284,S3,2.0,0.9318111693921629
241112f,2.327,11.0,0.134969325153374,0.13095151190359136,0.7179882752236963,0.08912015046984374,0.06956664505142318,0.01955350541842056,0.4388122173343284,0.001395214645806911,0.21523454549004525,S3,2.0,0.9318111693921629
241112f,2.328,11.0,0.134969325153374,0.13099106942480415,0.7182968219685282,0.08898054910324842,0.06951725617398669,0.01946329292926173,0.4374729786546391,0.00139605769936412,0.21538695580514608,S3,2.0,0.9318111693921629
241112f,2.329,11.0,0.134969325153374,0.13103099723914644,0.7186053687133601,0.08882392317975131,0.06946792237424305,0.019356000805508256,0.4358285496203062,0.0013969089028584522,0.21554002801845418,S3,2.0,0.9318111693921629
241112f,2.33,11.0,0.134969325153374,0.1309664581260457,0.7189139154581919,0.0886536776107327,0.06941864356846932,0.019235034042263385,0.43393651703253716,0.0013955331511561007,0.2155212404699664,S3,2.0,0.9318111693921629
241112f,2.331,11.0,0.134969325153374,0.13095405032683766,0.7192224622030238,0.089069076799138,0.06936941967310359,0.019699657126034414,0.44234560038069387,0.0013952687372727594,0.21558819000452542,S3,2.0,0.9318111693921629
241112f,2.332,11.0,0.134969325153374,0.13088743416721746,0.7195310089478555,0.09007012074496722,0.0693202506047448,0.02074987014022242,0.46074924666694966,0.0013938495554519671,0.2155658441988749,S3,2.0,0.9318111693921629
241112f,2.333,11.0,0.134969325153374,0.13081982204676623,0.7198395556926874,0.08986582606214485,0.06927113628015215,0.020594689781992706,0.45834308066674584,0.0013924098942085577,0.2155417685370322,S3,2.0,0.9318111693921629
241112f,2.334,10.0,0.122699386503067,0.13080442636506506,0.7201481024375193,0.09024717613674646,0.06922207661624506,0.021025099520501397,0.46594476238554544,0.001392082178763475,0.2156036705090095,S3,2.0,0.9318111693921629
241112f,2.335,11.0,0.134969325153374,0.13073490744780905,0.7204566491823511,0.09121417096877196,0.06917307153010241,0.022041099438669554,0.4832823497615416,0.0013906028659971066,0.21557630502331207,S3,2.0,0.9318111693921629
241112f,2.336,11.0,0.134969325153374,0.13061129083245548,0.7207651959271829,0.09157509157509128,0.0691241209389624,0.022450970636128872,0.4903291986930562,0.0013879743354536646,0.21545960587962648,S3,2.0,0.9318111693921629
241112f,2.337,11.0,0.134969325153374,0.13048678040609973,0.7210737426720149,0.09192920235864989,0.06907522476022218,0.022853977598427708,0.49720822137161313,0.0013853293129185693,0.21534126674137008,S3,2.0,0.9318111693921629
241112f,2.338,11.0,0.134969325153374,0.1304130861145905,0.7213822894168467,0.09287236281101278,0.06902638291143741,0.023845979899575376,0.5135215510366605,0.001383764985355864,0.21530665681950775,S3,2.0,0.9318111693921629
241112f,2.339,10.0,0.122699386503067,0.1303385405745077,0.7216908361616785,0.09261018463472415,0.06897759531032191,0.023632589324402237,0.5103669627182928,0.0013821834872191484,0.21527054262059925,S3,2.0,0.9318111693921629
241112f,2.34,11.0,0.134969325153374,0.1302631693233086,0.7219993829065102,0.09353291561880478,0.06892886187474723,0.024604053744057552,0.5261047104386621,0.001380585390800107,0.2152329646362427,S3,2.0,0.9318111693921629
241112f,2.341,10.0,0.122699386503067,0.13018550395720374,0.7223079296513422,0.09444543186874434,0.06888018252274249,0.02556524934600185,0.5413760907257259,0.0013789396193056465,0.21519149400033638,S3,2.0,0.9318111693921629
241112f,2.342,10.0,0.122699386503067,0.1300538770927731,0.722616476396174,0.09475187389297782,0.06883155717249383,0.02592031672048399,0.5471198754287641,0.0013761526156026588,0.21506068750724616,S3,2.0,0.9318111693921629
241112f,2.343,10.0,0.122699386503067,0.1299731855379893,0.7229250231410058,0.09564736558601544,0.06878298574234401,0.026864379843671432,0.5617379983040381,0.00137444548547749,0.2150139673990785,S3,2.0,0.9318111693921629
241112f,2.344,10.0,0.122699386503067,0.1298385750473084,0.7232335698858376,0.09593678305334698,0.0687344681507922,0.027202314902554772,0.567088327058633,0.0013715999912704677,0.21487790583244462,S3,2.0,0.9318111693921629
241112f,2.345,10.0,0.122699386503067,0.12970324950782564,0.7235421166306696,0.09621939069791786,0.0686860043164935,0.027533386381424357,0.5723043179075165,0.0013687423539239585,0.21474048079511032,S3,2.0,0.9318111693921629
241112f,2.346,10.0,0.122699386503067,0.12956722594451262,0.7238506633755014,0.09649518851972788,0.06863759415825875,0.027857594361469132,0.5773882571517813,0.0013658729796234216,0.21460171905430472,S3,2.0,0.9318111693921629
241112f,2.347,10.0,0.122699386503067,0.12943052138234076,0.7241592101203332,0.09676417651877715,0.06858923759505389,0.02817493892372326,0.5823423489426564,0.0013629922732887447,0.21446164742269072,S3,2.0,0.9318111693921629
241112f,2.348,10.0,0.122699386503067,0.1292931528462815,0.724467756865165,0.09702635469506583,0.06854093454599981,0.02848542014906602,0.5871687179960522,0.0013601006385551442,0.214320292758365,S3,2.0,0.9318111693921629
241112f,2.349,10.0,0.122699386503067,0.12915513736130643,0.724776303609997,0.09728172304859362,0.06849268493037199,0.02878903811822163,0.5918694121780942,0.0013571984777545417,0.21417768196485865,S3,2.0,0.9318111693921629
241112f,2.35,10.0,0.122699386503067,0.12901649195238687,0.7250848503548287,0.09753028157936067,0.06844448866760003,0.02908579291176064,0.5964464049679472,0.0013542861918973922,0.2140338419911359,S3,2.0,0.9318111693921629
241112f,2.351,10.0,0.122699386503067,0.12887723364449438,0.7253933970996606,0.09777203028736708,0.0683963456772674,0.029375684610099678,0.6009015978037893,0.0013513641806550106,0.21388879983159562,S3,2.0,0.9318111693921629
241112f,2.352,10.0,0.122699386503067,0.12873737946260036,0.7257019438444924,0.09800696917261262,0.068348255879111,0.029658713293501615,0.6052368223175203,0.0013484328423423475,0.2137425825260702,S3,2.0,0.9318111693921629
241112f,2.353,10.0,0.122699386503067,0.12859694643167638,0.7260104905893243,0.09823509823509752,0.06830021919302083,0.029934879042076687,0.6094538424634369,0.0013454925739012503,0.2135952171598263,S3,2.0,0.9318111693921629
241112f,2.354,10.0,0.122699386503067,0.12845595157669382,0.7263190373341561,0.09845641747482167,0.06825223553903975,0.03020418193578192,0.613554356545749,0.0013425437708841873,0.213446730863564,S3,2.0,0.9318111693921629
241112f,2.355,10.0,0.122699386503067,0.12831441192262422,0.726627584078988,0.098670926891785,0.06820430483736285,0.030466622054422146,0.6175399991496116,0.0013395868274384511,0.21329715081341785,S3,2.0,0.9318111693921629
241112f,2.356,10.0,0.122699386503067,0.128172344494439,0.7269361308238197,0.09887862648598764,0.06815642700833752,0.03072219947765012,0.6214123429799836,0.0013366221362908273,0.21314650423095588,S3,2.0,0.9318111693921629
241112f,2.357,10.0,0.122699386503067,0.12802976631710963,0.7272446775686517,0.09907951625742956,0.06810860197246262,0.03097091428496694,0.6251729006124324,0.0013336500887327371,0.2129948183831802,S3,2.0,0.9318111693921629
241112f,2.358,10.0,0.122699386503067,0.12788669441560765,0.7275532243134835,0.0992735962061107,0.06806082965038852,0.03121276655572218,0.6288231261597211,0.001330671074605856,0.21284212058252702,S3,2.0,0.9318111693921629
241112f,2.359,10.0,0.122699386503067,0.12774314581490448,0.7278617710583153,0.0994608663320311,0.06801310996291654,0.031447756369114566,0.6323644168578271,0.0013276854822881945,0.21268843818686625,S3,2.0,0.9318111693921629
241112f,2.36,10.0,0.122699386503067,0.12759913753997157,0.7281703178031471,0.09964132663519076,0.06796544283099867,0.03167588380419209,0.6357981145747809,0.0013246936986806583,0.21253379859950167,S3,2.0,0.9318111693921629
241112f,2.361,10.0,0.122699386503067,0.1274546866157804,0.728478864547979,0.0998149771155897,0.0679178281757372,0.0318971489398525,0.6391255072455577,0.0013216961091940796,0.21237822926917127,S3,2.0,0.9318111693921629
241112f,2.362,10.0,0.122699386503067,0.12730981006730252,0.7287874112928109,0.09998181777322787,0.06787026591838444,0.032111551854843434,0.642347830236028,0.0013186930977367168,0.21222175769004673,S3,2.0,0.9318111693921629
241112f,2.363,10.0,0.122699386503067,0.12716452491950925,0.7290959580376427,0.10014184860810532,0.06782275598034222,0.0323190926277631,0.645466267638827,0.0013156850467022246,0.21206441140173363,S3,2.0,0.9318111693921629
241112f,2.364,10.0,0.122699386503067,0.12701884819737222,0.7294045047824745,0.100295069620222,0.06777529828316176,0.032519771337060244,0.648481953503793,0.0013126723369581055,0.2119062179892717,S3,2.0,0.9318111693921629
241112f,2.365,10.0,0.122699386503067,0.1268727969258628,0.7297130515273065,0.10044148080957796,0.06772789274854317,0.03271358806103479,0.6513959730055129,0.0013096553478346188,0.21174720508313438,S3,2.0,0.9318111693921629
241112f,2.366,10.0,0.122699386503067,0.1267263881299525,0.7300215982721382,0.10058108217617318,0.06768053929833515,0.03290054287783803,0.6542093635503138,0.0013066344571141697,0.21158740035922902,S3,2.0,0.9318111693921629
241112f,2.367,10.0,0.122699386503067,0.12657963883461276,0.73033014501697,0.10071387372000762,0.06763323785453466,0.033080635865472954,0.6569231158249297,0.001303610041021175,0.21142683153889708,S3,2.0,0.9318111693921629
241112f,2.368,10.0,0.122699386503067,0.12643256606481507,0.7306386917618019,0.10083985544108137,0.06758598833928656,0.033253867101794815,0.6595381747889227,0.0013005824742123844,0.2112655263889137,S3,2.0,0.9318111693921629
241112f,2.369,10.0,0.122699386503067,0.12628518684553092,0.7309472385066338,0.10095902733939432,0.06753879067488323,0.03342023666451109,0.6620554406127975,0.001297552129767693,0.21110351272148833,S3,2.0,0.9318111693921629
241112f,2.37,10.0,0.122699386503067,0.12613751820173175,0.7312557852514656,0.10107138941494659,0.06749164478376447,0.033579744631182115,0.6644757695636524,0.0012945193791814075,0.21094081839426385,S3,2.0,0.9318111693921629
241112f,2.371,10.0,0.122699386503067,0.12598957715838907,0.7315643319962974,0.10117694166773805,0.06744455058851676,0.0337323910792213,0.6667999748400664,0.001291484592353998,0.21077747131031743,S3,2.0,0.9318111693921629
241112f,2.372,10.0,0.122699386503067,0.1258413807404743,0.7318728787411293,0.10127568409776877,0.06739750801187328,0.033878176085895495,0.6690288273578173,0.0012884481375843115,0.21061349941815993,S3,2.0,0.9318111693921629
241112f,2.373,10.0,0.122699386503067,0.12569294597295896,0.7321814254859612,0.1013676167050388,0.06735051697671333,0.034017099728325464,0.6711630564879314,0.0012854103815622667,0.21044893071173634,S3,2.0,0.9318111693921629
241112f,2.374,10.0,0.122699386503067,0.12554428988081448,0.7324899722307929,0.10145273948954808,0.06730357740606223,0.034149162083485854,0.6732033507484337,0.0012823716893620074,0.21028379323042537,S3,2.0,0.9318111693921629
241112f,2.375,10.0,0.122699386503067,0.12539542948901233,0.7327985189756248,0.10153105245129662,0.06725668922309075,0.03427436322820587,0.6751503584511137,0.0012793324244355427,0.21011811505903977,S3,2.0,0.9318111693921629
241112f,2.376,10.0,0.122699386503067,0.12524638182252404,0.7331070657204566,0.10160255559028439,0.06720985235111492,0.03439270323916947,0.6770046883044787,0.0012762929486068476,0.20995192432782628,S3,2.0,0.9318111693921629
241112f,2.377,10.0,0.122699386503067,0.12509716390632103,0.7334156124652884,0.10166724890651141,0.06716306671359563,0.034504182192915775,0.6787669099740125,0.0012732536220664385,0.20978524921246533,S3,2.0,0.9318111693921629
241112f,2.378,10.0,0.122699386503067,0.12494779276537478,0.7337241592101204,0.10172513239997771,0.06711633223413836,0.03460880016583935,0.6804375546007534,0.001270214803366422,0.20961811793407167,S3,2.0,0.9318111693921629
241112f,2.379,10.0,0.122699386503067,0.12479828542465678,0.7340327059549522,0.10177620607068327,0.06706964883649283,0.034706557234190444,0.6820171152791221,0.0012671768494160144,0.20945055875919338,S3,2.0,0.9318111693921629
241112f,2.38,10.0,0.122699386503067,0.12464865890913841,0.734341252699784,0.10182046991862806,0.06702301644455266,0.034797453474075396,0.6835060474948603,0.0012641401154775312,0.20928259999981288,S3,2.0,0.9318111693921629
241112f,2.381,10.0,0.122699386503067,0.12455062316466858,0.7346497994446157,0.10245378343537713,0.066976434982355,0.035477348453022126,0.6925532130377501,0.0012621524136795723,0.20920109587918298,S3,2.0,0.9318111693921629
241112f,2.382,10.0,0.122699386503067,0.12445101686658055,0.7349583461894477,0.10307688221798511,0.06692990437408028,0.03614697784390483,0.7013595496119462,0.0012601344701914522,0.2091168219226541,S3,2.0,0.9318111693921629
241112f,2.383,10.0,0.122699386503067,0.12434986555233152,0.7352668929342795,0.10368976626645203,0.06688342454405179,0.03680634172240024,0.7099320028906002,0.0012580868781220573,0.2090298179147586,S3,2.0,0.9318111693921629
241112f,2.384,10.0,0.122699386503067,0.12424719475937873,0.7355754396791113,0.10429243558077773,0.06683699541673552,0.03745544016404222,0.7182772164723646,0.0012560102300771664,0.20894012370818005,S3,2.0,0.9318111693921629
241112f,2.385,10.0,0.122699386503067,0.12414303002517933,0.7358839864239431,0.10488489016096238,0.06679061691673963,0.03809427324422275,0.726401547177312,0.0012539051180957758,0.2088477792237526,S3,2.0,0.9318111693921629
241112f,2.386,10.0,0.122699386503067,0.12403739688719055,0.7361925331687751,0.1054671300070059,0.06674428896881418,0.03872284103819172,0.7343110793973339,0.0012517721335874876,0.2087528244504614,S3,2.0,0.9318111693921629
241112f,2.387,10.0,0.122699386503067,0.12393032088286961,0.7365010799136069,0.10603915511890828,0.06669801149785104,0.03934114362105724,0.742011638567689,0.0012496118672709617,0.2086552994454424,S3,2.0,0.9318111693921629
241112f,2.388,10.0,0.122699386503067,0.1238218275496737,0.7368096266584387,0.10660096549666957,0.06665178442888316,0.039949181067786416,0.749508803821003,0.0012474249091134237,0.20855524433398256,S3,2.0,0.9318111693921629
241112f,2.389,10.0,0.122699386503067,0.12371194242506006,0.7371181734032705,0.10715256114028975,0.0666056076870846,0.04054695345320515,0.7568079198801222,0.0012452118482712366,0.20845269930951965,S3,2.0,0.9318111693921629
241112f,2.39,10.0,0.122699386503067,0.12360069104648586,0.7374267201481024,0.1076939420497688,0.06655948119777,0.0411344608519988,0.7639141082418407,0.0012429732730315339,0.20834770463364238,S3,2.0,0.9318111693921629
241112f,2.391,10.0,0.122699386503067,0.12348809895140836,0.7377352668929342,0.10822510822510677,0.06651340488639439,0.04171170333871238,0.7708322776994152,0.0012407097707549165,0.20824030063609034,S3,2.0,0.9318111693921629
241112f,2.392,10.0,0.122699386503067,0.12337419167728472,0.738043813637766,0.10874605966630359,0.06646737867855276,0.042278680987750825,0.7775671342481099,0.0012384219278192016,0.2081305277147538,S3,2.0,0.9318111693921629
241112f,2.393,10.0,0.122699386503067,0.1232589947615721,0.7383523603825979,0.10925679637335929,0.06642140249997981,0.04283539387337948,0.7841231904146199,0.0012361103295642458,0.20801842633567413,S3,2.0,0.9318111693921629
241112f,2.394,10.0,0.122699386503067,0.12314253374172782,0.7386609071274298,0.1097573183462739,0.06637547627654962,0.043381842069724286,0.7905047740481177,0.0012337755602378226,0.20790403703304372,S3,2.0,0.9318111693921629
