event,time_s,frequency_hz,T_A,S_B,separation_km,compactness,binding_proxy,inspiral_tau_s
GW150914,-0.23129892349243164,273.1782210842456,1.4055406394923113,1.413961435196485,235.14682609091733,0.45313616746157137,0.11263780345787676,0.0006668818069263191
GW150914,-0.22739267349243164,271.9681139129001,1.3972418843055894,1.2113741762265071,235.84382510216685,0.4517969954033447,0.1123049202984154,0.0006748238522780308
GW150914,-0.22348642349243164,267.51773076394727,1.3686844032218697,1.0659018794239687,238.4522666474039,0.4468547649544895,0.11107641102920353,0.0007051771073380079
GW150914,-0.21958017349243164,258.9470345846791,1.3009519160361238,1.00475958018062,243.68523076384264,0.4372588820077193,0.10869112542417673,0.0007691467657501292
GW150914,-0.21567392349243164,246.99879866442302,1.164022455455211,0.9735172077129607,251.48182824434096,0.4237027077044429,0.10532141493435436,0.000872406355378922
GW150914,-0.21176767349243164,234.30043570460674,1.0139126189895045,0.966927019770564,260.4880304992703,0.4090534653794367,0.10167999631386698,0.0010042537761085454
GW150914,-0.20786142349243164,223.66200683895886,0.9113985843299975,0.9845008542836222,268.6839295939986,0.3965757525081654,0.09857836313841035,0.0011367347860748128
GW150914,-0.20395517349243164,216.2274021241829,0.8567244325115938,1.0640712716621918,274.8079859917838,0.3877381189670981,0.09638155851032712,0.0012439696422338704
GW150914,-0.20004892349243164,212.84495526044293,0.8337808152306565,1.2158896753722237,277.7117544571511,0.3836839091448373,0.09537378795055265,0.0012973866757780164
GW150914,-0.19614267349243164,215.19508986565648,0.9665608982182083,1.4098120576031241,275.68613899580373,0.3865030427489602,0.09607455085500481,0.0012599465140547496
GW150914,-0.19223642349243164,223.80042883997473,1.0759092018550158,1.3889431291188674,268.57312968083966,0.39673935993602333,0.09861903166726901,0.0011348608782724154
GW150914,-0.18833017349243164,236.14137106604264,1.2233341469367829,1.497071027581157,259.13243894590704,0.41119333418473936,0.10221191174950203,0.0009835116652130993
GW150914,-0.18442392349243164,248.47849067012572,1.4166463265804248,1.3184037100317307,250.48245010594613,0.42539320228032806,0.10574162768596905,0.0008586211769344108
GW150914,-0.18051767349243164,258.8786536846724,1.475713937027093,1.0805467415181842,243.7281406540181,0.4371818997989565,0.10867198965986785,0.0007696886569685507
GW150914,-0.17661142349243164,267.3959492192179,1.499389797412741,0.8878447644618013,238.5246608669626,0.44671914081463165,0.11104269841408602,0.0007060338658046989
GW150914,-0.17270517349243164,274.4312557660208,1.5579692457896022,0.7334635098852819,234.43050387517195,0.45452076331469154,0.11298197778509059,0.0006587928376390028
GW150914,-0.16879892349243164,280.0916931407381,1.613741762265072,0.6412008786917256,231.26132896812888,0.4607494562148586,0.11453026798363888,0.0006238848691797859
GW150914,-0.16489267349243164,284.3264299277331,1.6466927019770563,0.5967781303392726,228.9593314498903,0.46538191254681865,0.11568177550679584,0.0005994124760944346
