event,role,time_rho,time_shift_p,space_rho,space_shift_p,late_time_ara,late_time_off_pct,late_space_ara,late_space_off_pct,n_off_windows,amount_agreement,agreement_shift_p,space_binding_rho,space_binding_shift_p,lag_ms,lag_corr,m1_source_msun,m2_source_msun,chirp_source_msun,distance_mpc,network_snr,eta
GW150914,development_only,-0.1541005159693029,0.8750624687656172,0.04930603716893766,0.44427786106946526,1.227483524530144,0.28169014084507044,1.103124237246766,0.795774647887324,142,0.7249206736636563,0.6546726636681659,-0.12554381222855623,0.8735632183908046,8.0,0.045799957606994575,35.6,30.6,28.6,440.0,25.2,0.24857385383485
