event,role,time_s,T_frequency,T_chirp,S_amount,S_agreement,T_A,S_B,frequency_hz
GW150914,development_only,-1.4969239234924316,1.2409079814498414,1.7695875030510129,1.1420551623138882,0.988772272394435,1.5052477422504271,1.0654137173541616,265.076691592272
GW150914,development_only,-1.4930176734924316,1.3707590920185502,1.7695875030510129,1.1318037588479375,0.5997071027581157,1.5701732975347815,0.8657554308030266,273.05957180743854
GW150914,development_only,-1.4891114234924316,1.5767634854771784,1.7695875030510129,1.080546741518184,0.36929460580912865,1.6731754942640955,0.7249206736636563,284.6932833038405
GW150914,development_only,-1.4852051734924316,1.7827678789358066,1.7695875030510129,1.021235050036612,0.2643397608005858,1.7761776909934097,0.6427874054185989,298.42513008934486
GW150914,development_only,-1.4812989234924316,1.9089577739809616,1.6778130339272637,0.980473517207713,0.23944349524041983,1.7933854039541126,0.6099585062240664,311.2510643188902
GW150914,development_only,-1.4773926734924316,1.9575298999267758,1.4659506956309494,0.953136441298511,0.25115938491579204,1.7117402977788627,0.6021479131071515,319.9867239169033
GW150914,development_only,-1.4734864234924316,1.9694898706370516,1.4539907249206736,0.9402001464486209,0.27117402977788624,1.7117402977788627,0.6056870881132536,322.78157840257757
GW150914,development_only,-1.4695801734924316,1.9665608982182086,1.4539907249206736,0.9343422016109348,0.31608494020014644,1.7102758115694412,0.6252135709055406,319.42305132347803
GW150914,development_only,-1.4656739234924316,1.939711984378814,1.4539907249206736,0.9326336343666097,0.3556260678545277,1.696851354649744,0.6441298511105688,310.36450748431594
GW150914,development_only,-1.4617676734924316,1.85306321698804,1.4539907249206736,0.9423968757627532,0.45228215767634855,1.6535269709543567,0.6973395167195509,296.1049834436383
GW150914,development_only,-1.4578614234924316,1.6075176958750306,1.4539907249206736,0.9782767878935807,0.6953868684403222,1.530754210397852,0.8368318281669515,278.0503799257642
GW150914,development_only,-1.4539551734924316,1.1732975347815473,1.4539907249206736,1.0644373932145472,1.2343177935074445,1.3136441298511103,1.1493775933609958,259.08751930433135
GW150914,development_only,-1.4500489234924316,0.787893580668782,1.4539907249206736,1.169880400292897,1.86258237734928,1.1209421527947279,1.5162313888210885,242.00573178852167
GW150914,development_only,-1.4461426734924316,0.4984134732731267,1.4539907249206736,1.2545765194044423,1.1610934830363682,0.9762020990969001,1.2078350012204053,228.0380813386232
GW150914,development_only,-1.4422364234924316,0.30803026604832806,1.4539907249206736,1.3195020746887967,0.8359775445447889,0.8810104954845008,1.0777398096167927,217.67040310045996
GW150914,development_only,-1.4383301734924316,0.20844520380766415,1.4539907249206736,1.363192579936539,0.7349279960947035,0.8312179643641688,1.0490602880156212,211.1123282659625
GW150914,development_only,-1.4344239234924316,0.16939223822309007,1.4539907249206736,1.3912618989504515,0.7017329753478154,0.8116914815718819,1.0464974371491333,207.77872917822566
GW150914,development_only,-1.4305176734924316,0.16255796924578958,1.4539907249206736,1.3832072247986331,0.6685379546009275,0.8082743470832316,1.0258725896997802,206.7595706129634
GW150914,development_only,-1.4266114234924316,0.1850134244569197,1.4539907249206736,1.337564071271662,0.6285086648767391,0.8195020746887967,0.9830363680742006,207.62622270451578
GW150914,development_only,-1.4227051734924316,0.2516475469855992,1.4539907249206736,1.2858188918721014,0.6431535269709544,0.8528191359531364,0.9644862094215279,210.47471245462387
GW150914,development_only,-1.4187989234924316,0.3854039541127654,1.4539907249206736,1.2326092262631194,0.8711252135709056,0.9196973395167195,1.0518672199170125,214.96598571636918
GW150914,development_only,-1.4148926734924316,0.5333170612643399,1.4539907249206736,1.1845252623871123,1.6287527459116427,0.9936538930925067,1.4066390041493775,219.97893629146273
GW150914,development_only,-1.4109864234924316,0.6497437149133513,1.4539907249206736,1.117891139858433,1.0756651208201122,1.0518672199170125,1.0967781303392727,224.78387664999616
GW150914,development_only,-1.4070801734924316,0.7173541615816451,1.6880644373932145,1.0178179155479619,0.3795460092750793,1.2027092994874298,0.6986819624115206,229.76765732182517
GW150914,development_only,-1.4031739234924316,0.7649499633878448,1.6880644373932145,0.9748596534049305,0.16621918476934341,1.2265072003905297,0.570539419087137,235.51117959634945
GW150914,development_only,-1.3992676734924316,0.8171833048572126,1.6880644373932145,0.9477666585306321,0.14376372955821332,1.2526238711252136,0.5457651940444227,241.88668241003458
GW150914,development_only,-1.3953614234924316,0.9082255308762509,1.6880644373932145,0.954356846473029,0.2745911642665365,1.2981449841347328,0.6144740053697828,247.89201191223077
GW150914,development_only,-1.3914551734924316,0.9875518672199171,1.6880644373932145,1.0654137173541616,0.7222357822797169,1.337808152306566,0.8938247498169392,251.85020560076546
GW150914,development_only,-1.3875489234924316,1.0205028069319013,1.6880644373932145,1.319257993653893,1.7107639736392481,1.354283622162558,1.5150109836465706,253.11565368195298
GW150914,development_only,-1.3836426734924316,1.028313400048816,1.4539907249206736,1.5701732975347815,1.5955577251647548,1.241152062484745,1.5828655113497683,253.04402648679329
GW150914,development_only,-1.3797364234924316,1.0392970466194777,1.4539907249206736,1.7254088357334636,1.518916280205028,1.2466438857700757,1.6221625579692458,253.51352867946787
GW150914,development_only,-1.3758301734924316,1.066878203563583,1.4539907249206736,1.8137661703685624,1.6419331217964364,1.2604344642421283,1.7278496460824995,254.93850298161323
GW150914,development_only,-1.3719239234924316,1.0983646570661458,1.4539907249206736,1.838906516963632,1.7869172565291678,1.2761776909934097,1.8129118867464,256.38629368161185
GW150914,development_only,-1.3680176734924316,1.104954845008543,1.4539907249206736,1.7986331462045397,1.8957773980961679,1.2794727849646081,1.8472052721503538,256.550300839566
GW150914,development_only,-1.3641114234924316,1.0627288259702221,1.4539907249206736,1.6873321942885038,1.9563094947522577,1.2583597754454479,1.8218208445203807,254.28898113531403
GW150914,development_only,-1.3602051734924316,0.9643641689040762,1.4539907249206736,1.536001952648279,1.8728337808152307,1.2091774469123748,1.7044178667317549,249.51850664611817
GW150914,development_only,-1.3562989234924316,0.9121308274347083,1.4539907249206736,1.4185989748596533,1.92653160849402,1.183060776177691,1.6725652916768365,243.9819272618175
GW150914,development_only,-1.3523926734924316,0.8911398584329997,1.4539907249206736,1.369050524774225,1.8577007566512083,1.1725652916768365,1.6133756407127167,240.12299868373975
GW150914,development_only,-1.3484864234924316,0.8515987307786186,1.4539907249206736,1.370270929948743,1.7205272150353919,1.152794727849646,1.5453990724920674,238.93718114314925
