run,split,n,mean_B,mean_B_corrected,median_C,mean_Q,mean_delay_us,rho_C_delay,rho_Q_delay
6234.2017.1221.0.wd,train,1278,1.0519326627844248,1.0096141823474387,0.9856184143203673,36.35892801251956,2.460342065727699,0.028108921484854273,-0.026709708150756958
6234.2017.1224.0.wd,train,1325,1.0463480837443375,1.0042551297795248,0.9855138279332613,36.46166037735849,2.4401313056603775,0.02753093888031624,0.00222097356177213
6234.2018.0104.0.wd,train,1345,1.037111357538677,0.9986678805273806,0.9855138279332613,36.174297397769514,2.615943539033457,0.026238527606539403,-0.021659956571313196
6234.2018.0115.0.wd,train,1276,1.039924586531184,0.998187631321268,0.9855323583721284,36.290854231974926,2.441596105015674,0.018838324380539676,0.0003673617829896791
6234.2018.0201.0.wd,holdout,1255,1.0424774980193974,1.0031270818570772,0.9844296532997967,36.44764143426294,2.3923643266932273,0.03224036015774423,-0.03375129778313023
6234.2018.0207.0.wd,holdout,1242,1.055515271144585,1.0096672370535005,0.9822222222222222,36.592930756843806,2.429495805152979,-0.027955109678289954,-0.021344089770302693
6234.2018.0219.0.wd,holdout,522,1.105581255438457,0.9939631374405243,0.9795918367346937,38.33831417624521,2.6046240229885056,0.06805244832507436,-0.07111480775152268
6234.2018.0220.0.wd,holdout,1732,1.1045696743845075,0.99609826753928,0.9796640773043794,38.64718244803694,2.625209301385681,0.03871649821160143,-0.04277923682237781
