replicate,plane,phi_score,median_contracting,median_expanding
8,pooled,0.255940594290761,0.5434087299747357,1.8376190291176537
9,psi0_psi1,0.2563537854555472,0.5441574371164257,1.840911387055128
9,psi1_psi2,0.2581302481472032,0.5428226743923852,1.8396610071211146
9,psi2_psi0,0.25521141448925455,0.542909136136706,1.834591341992043
9,pooled,0.2566414617699878,0.5432814835562951,1.8384768032208623
10,psi0_psi1,0.25947599715327896,0.5427977242999609,1.8420537243506652
10,psi1_psi2,0.2579009871911525,0.5433310728709168,1.8409618932427627
10,psi2_psi0,0.2543583638946265,0.5439111957300742,1.8364102692249857
10,pooled,0.2572226822738526,0.5433426961491159,1.8397529394571417
11,psi0_psi1,0.2570209510058623,0.5434244543833464,1.8396586179201269
11,psi1_psi2,0.2530129951008394,0.5447020792165514,1.8366079554345385
11,psi2_psi0,0.2533926054528326,0.5445361100799265,1.8367454616079604
11,pooled,0.2544973919897833,0.5442446519620533,1.8377916061843222
12,psi0_psi1,0.2549843903764155,0.5443027414076372,1.8388830762233594
12,psi1_psi2,0.2557371897765719,0.5446154123797919,1.8413250367473755
12,psi2_psi0,0.25496090691326634,0.5437237643972745,1.836883912013449
12,pooled,0.2551962800197848,0.5442094718147208,1.8389575871862498
13,psi0_psi1,0.2568641580830704,0.5439948136212777,1.8413007334915439
13,psi1_psi2,0.2562450031110687,0.543808033387932,1.8395292178623484
13,psi2_psi0,0.25649297740757804,0.5440986437229911,1.8409687163082373
13,pooled,0.25659093257213994,0.5439574297622489,1.8406712104495582
14,psi0_psi1,0.25488116172546305,0.5444688421453082,1.8392543606726757
14,psi1_psi2,0.2570532118238542,0.5432748148704449,1.8392113757336397
14,psi2_psi0,0.25484756478566617,0.5435402605916498,1.8360558594381127
14,pooled,0.25562861725703234,0.5437368966340904,1.8381552227664484
15,psi0_psi1,0.25389005583756263,0.5444618889780138,1.8374089028651348
15,psi1_psi2,0.2578271637742954,0.5439106105004596,1.8427894873219741
15,psi2_psi0,0.2561080369431845,0.5432946165228105,1.837540794120839
15,pooled,0.2559152061937128,0.5438982423596362,1.8392276943984993
16,psi0_psi1,0.2569148911730391,0.5433392615438359,1.8391751410503336
16,psi1_psi2,0.2553943890076271,0.5434257128843425,1.8366729848876442
16,psi2_psi0,0.2566723694118449,0.543879345923471,1.8405568693596623
16,pooled,0.2562303919923907,0.543553709166362,1.8386420552825682
17,psi0_psi1,0.2538775474877518,0.5447092449916577,1.8382206680258346
17,psi1_psi2,0.2576764952465903,0.5437736035779746,1.842047743214719
17,psi2_psi0,0.2553099922188131,0.5429319517006661,1.8348493064066074
17,pooled,0.25556668995011,0.5438249925674156,1.838339192677862
18,psi0_psi1,0.25592039049270754,0.544119722620276,1.8399861834867859
18,psi1_psi2,0.2570389748568689,0.5439712106872554,1.8415427472646009
18,psi2_psi0,0.25619560992770174,0.5435143858941598,1.83844509310376
18,pooled,0.2564393476589032,0.5438271202384356,1.8399513323576322
19,psi0_psi1,0.25581930842551703,0.5428393550835253,1.8354709713909427
19,psi1_psi2,0.2585025522779143,0.5434612826678452,1.842511138527904
19,psi2_psi0,0.2518350319641899,0.5452350298197619,1.8362406418949333
19,pooled,0.2554126056145939,0.5438396640219826,1.8381055427866748
20,psi0_psi1,0.25809787280014707,0.5436071722102529,1.8422600759811139
20,psi1_psi2,0.25461040335186225,0.5442596536310927,1.8380499722357362
20,psi2_psi0,0.25385934986181424,0.5447498710708971,1.8383243146952604
20,pooled,0.2554721364427116,0.5442244547292342,1.8395155886917756
21,psi0_psi1,0.2574440486342382,0.5435755584075118,1.8409488877892477
21,psi1_psi2,0.25570467250425133,0.5437086405364568,1.8381994996937707
21,psi2_psi0,0.255585736008888,0.5438665566893779,1.838514711640894
21,pooled,0.25621230533056893,0.5437253669417854,1.8391894452320785
22,psi0_psi1,0.2566349064678708,0.5431084944694842,1.8378793563524867
22,psi1_psi2,0.2554323173292795,0.5444624714084773,1.8402468227637963
22,psi2_psi0,0.253230546909075,0.5448493386772644,1.8375041887572268
22,pooled,0.25527501805589403,0.5440571424762316,1.838587606777438
23,psi0_psi1,0.25431515210511924,0.5449180603031634,1.839730251695722
23,psi1_psi2,0.2538572327993044,0.5443801102084129,1.8370726227491776
23,psi2_psi0,0.2540399521830784,0.5449435308696906,1.8393099967650923
23,pooled,0.2540789214778869,0.5447702407036814,1.8387967577375377
24,psi0_psi1,0.25311508301637087,0.5442260909245628,1.8351903754884291
24,psi1_psi2,0.2575529557621349,0.5432200338361828,1.839945190867674
24,psi2_psi0,0.25662243388270234,0.5430797034140884,1.8377590056611746
24,pooled,0.25581640503461145,0.5435004247819353,1.8377008721375208
25,psi0_psi1,0.25483694142766256,0.5439963219319449,1.837576893888248
25,psi1_psi2,0.25782071291316844,0.5430542214894135,1.8398761405050577
25,psi2_psi0,0.2545848412076229,0.5440240668977235,1.8372073954308252
25,pooled,0.25579895272845243,0.5436996749978422,1.838342499690212
26,psi0_psi1,0.2540389659294866,0.5438240195290438,1.83552957770492
26,psi1_psi2,0.26150986335334203,0.5423945966905468,1.8444331771126379
26,psi2_psi0,0.2540681864710316,0.5446058134516778,1.838222022810885
26,pooled,0.2566902324185478,0.5435798892345408,1.8395763299145478
27,psi0_psi1,0.2566174427777107,0.5438507429984375,1.8403589859231722
27,psi1_psi2,0.2554977202988774,0.5445227767613705,1.8405710257069097
27,psi2_psi0,0.2566090331664067,0.5437727400092713,1.8400795539683485
27,pooled,0.2562418443062784,0.5440479466784717,1.840334954774884
28,psi0_psi1,0.2554315862643405,0.5443495322158644,1.8398637507685376
28,psi1_psi2,0.25637465515303615,0.5447804960397493,1.843057689707738
28,psi2_psi0,0.25743311256169366,0.5433266689150504,1.8400858404583418
28,pooled,0.2563101396743116,0.5441900080034561,1.8409412248972739
29,psi0_psi1,0.25945397298124395,0.5427606973712539,1.8418875022231962
29,psi1_psi2,0.25888007116886025,0.5432094915049864,1.8423528760435586
29,psi2_psi0,0.25331865207459037,0.5450069564863806,1.8381977023373983
29,pooled,0.2572135178847529,0.5436680662770281,1.8408377692278914
30,psi0_psi1,0.2565955722003277,0.5438057181090243,1.8401663783994429
30,psi1_psi2,0.25301612552603403,0.5439183071508121,1.833971000524946
30,psi2_psi0,0.25519177967356943,0.5444593735503183,1.839793759304082
30,pooled,0.25499057914033973,0.5440730801060334,1.8381185596161846
31,psi0_psi1,0.25519590313486507,0.544378423387349,1.8395278041655758
31,psi1_psi2,0.25710559504232666,0.5436384818423458,1.8405389506314898
31,psi2_psi0,0.2558896637726601,0.5436662855943039,1.8383963596404642
31,pooled,0.2560847272484462,0.5438925110779447,1.8395201246540742
32,psi0_psi1,0.2554034267176447,0.544081873158257,1.838907298150377
32,psi1_psi2,0.25918739494280474,0.5431196671771373,1.8426144194744771
32,psi2_psi0,0.25352746793869785,0.5445087033796843,1.836900729836405
32,pooled,0.25597336967308093,0.5439398133268911,1.8394752565293202
33,psi0_psi1,0.2534453683773804,0.5446538365170521,1.8372394938918393
33,psi1_psi2,0.2551420288718955,0.5439415457397849,1.8379525149161389
33,psi2_psi0,0.258013159631864,0.5430848916414966,1.84033418365494
33,pooled,0.25550769465617196,0.5439139649418996,1.8385314858731199
34,psi0_psi1,0.25470950503495526,0.543198055393816,1.8346465965117758
34,psi1_psi2,0.25986237257270006,0.5430526829373156,1.8436311553650415
34,psi2_psi0,0.2548270686979217,0.5446346587088811,1.8397149823387693
34,pooled,0.25642562579374995,0.5436259130226264,1.8392453421515127
35,psi0_psi1,0.25339450906910954,0.5443600862349873,1.8361552203767841
35,psi1_psi2,0.25692465327651004,0.5437789297155071,1.84068136377836
35,psi2_psi0,0.25444877127461674,0.5435204366836603,1.8352568606381823
35,pooled,0.2549808050278538,0.5438757814769126,1.8374340385510433
36,psi0_psi1,0.25489895783096717,0.5447914443499507,1.840376885047616
36,psi1_psi2,0.25811179004025053,0.5430674414480285,1.8404565667806383
36,psi2_psi0,0.25415264273173754,0.5442946694803344,1.8373269777678507
36,pooled,0.2557687915595417,0.5440460627097873,1.8394582153198493
37,psi0_psi1,0.2535736675181508,0.5438895686965984,1.8348968477837315
37,psi1_psi2,0.25910190999816574,0.5429007254164863,1.8417141813552227
37,psi2_psi0,0.2588425178249063,0.5432151398938317,1.8423028472246699
37,pooled,0.2571407771895041,0.5433654110011761,1.8396791664710608
38,psi0_psi1,0.25471977039865057,0.5435201901969884,1.835753448521908
38,psi1_psi2,0.25576403365060907,0.5434955674021829,1.8375882086532702
38,psi2_psi0,0.2531534994978414,0.5440474467623984,1.8346584474478664
38,pooled,0.25449823446852604,0.5436949936222882,1.8359370805110964
39,psi0_psi1,0.25753853604751964,0.5430572949092075,1.839367453120791
39,psi1_psi2,0.2532718274394027,0.5451146809218445,1.838474947031157
39,psi2_psi0,0.25358155208333677,0.5448643121694638,1.838199791267955
39,pooled,0.2547518295901626,0.5443717509061319,1.8386885626850362
40,psi0_psi1,0.25446408148523336,0.5432458642787991,1.8343578207386835
40,psi1_psi2,0.2556141647783253,0.5436648278957684,1.837885025232839
40,psi2_psi0,0.2545141240195672,0.5443530093175666,1.838188260931334
40,pooled,0.25490726184506274,0.5437399880620151,1.836840181014195
41,psi0_psi1,0.25399434477078353,0.5440813720193577,1.8363162604215
41,psi1_psi2,0.25386840785919695,0.5445194408176152,1.8375633445089878
41,psi2_psi0,0.2537591869081094,0.5448707871897107,1.8385481971191902
41,pooled,0.2538460783214721,0.5445024314054774,1.8374649134707093
42,psi0_psi1,0.2559029410764232,0.5439077625966642,1.8392373291065232
42,psi1_psi2,0.25700473239364696,0.5438366940279412,1.8410243165795124
42,psi2_psi0,0.25381263877990046,0.545727809250907,1.8415384630793956
42,pooled,0.2556376468414052,0.544433854516216,1.840527975492881
43,psi0_psi1,0.2580011560478792,0.5431949885075715,1.840685170387708
43,psi1_psi2,0.2539311028601081,0.5442582574342136,1.8367970959997313
43,psi2_psi0,0.2543899229446561,0.5444293902793236,1.8382178637377549
43,pooled,0.2554470856965262,0.5439907875694986,1.8386797169591098
44,psi0_psi1,0.2538004692772642,0.5447596737267233,1.838249154571381
44,psi1_psi2,0.2524207445596449,0.5453930211568766,1.8378488606141863
44,psi2_psi0,0.25343238879390206,0.5443839239785533,1.8363051837579851
44,pooled,0.2532826507685514,0.5448308156270076,1.8375374600765981
45,psi0_psi1,0.2562056760003556,0.5444556356481729,1.841647421765139
45,psi1_psi2,0.25438405079892834,0.543691541476599,1.835715802648741
45,psi2_psi0,0.25353295795407815,0.5454019541115047,1.8399242133801308
45,pooled,0.2547545183181674,0.5445121375500241,1.8391676824088665
46,psi0_psi1,0.2559237647245681,0.5441002424863894,1.8399265181189752
46,psi1_psi2,0.2613338345509034,0.5428632275661949,1.845701848705322
46,psi2_psi0,0.2537200449850654,0.5445536450697257,1.837406148859213
46,pooled,0.2569357258021925,0.5438627688273152,1.8409855418285783
47,psi0_psi1,0.25799581503727465,0.5420381442227631,1.8367552465262316
47,psi1_psi2,0.2600299181854684,0.5428189947372442,1.8431465832539329
47,psi2_psi0,0.2550509743260221,0.5440413913954955,1.8381225115894289
47,pooled,0.2578047338117597,0.5429261756866467,1.8394129269351558
48,psi0_psi1,0.2553328879255915,0.5440794167403065,1.8387692867224172
48,psi1_psi2,0.2557812036572593,0.5440019658401858,1.8393319505112262
48,psi2_psi0,0.2558210161314597,0.5436858352753102,1.8383362647045998
48,pooled,0.255669705046768,0.543901341631196,1.8387866951294463
49,psi0_psi1,0.2579508359361047,0.5432343756921502,1.8407260109932424
49,psi1_psi2,0.25354235495375954,0.5451449814924658,1.8390745929005545
49,psi2_psi0,0.25299612196201127,0.54377583617106,1.8334539442342548
49,pooled,0.2549075600321722,0.5440352495703575,1.8378381693808747
50,psi0_psi1,0.25726132529275847,0.5434292045208154,1.8401169622398963
50,psi1_psi2,0.2567281723087752,0.5441569495701233,1.841599079097889
50,psi2_psi0,0.25653626931411677,0.5430303067931137,1.837433521073778
50,pooled,0.2568110062706619,0.5435543114009325,1.8397119454084356
51,psi0_psi1,0.2566964525680666,0.543773093936442,1.84024161741665
51,psi1_psi2,0.25549234342505034,0.543126606827858,1.83584188473362
51,psi2_psi0,0.254903739715325,0.5437999736417143,1.8370363515535184
51,pooled,0.2557461730069803,0.5435600915852121,1.8377735443300607
52,psi0_psi1,0.26024689099712783,0.5432277680324239,1.8449348337811782
52,psi1_psi2,0.25577838620693105,0.5441545844461767,1.839842787543823
52,psi2_psi0,0.2544877692467812,0.5436874645095908,1.8358924432498722
52,pooled,0.2568986495013168,0.5437148763385112,1.840416685908056
53,psi0_psi1,0.2572476442280378,0.5441427283018575,1.8425078323535546
53,psi1_psi2,0.25442395398173157,0.5446129541984713,1.8389002297530568
53,psi2_psi0,0.2533907463869147,0.5442662599030065,1.8358318315562205
53,pooled,0.25494524429987286,0.5443343933198412,1.8389180218308077
54,psi0_psi1,0.2552264699559582,0.5430742594882161,1.8351769538658596
54,psi1_psi2,0.25602124718800034,0.5446942759395607,1.8421148636621725
54,psi2_psi0,0.2552602412689424,0.5430781353127683,1.835252029022028
54,pooled,0.2555272354831395,0.5436240576464686,1.8375874523243876
55,psi0_psi1,0.25565434307520873,0.543944123969573,1.8389030815152656
55,psi1_psi2,0.25441852977161605,0.543649624765203,1.8356375652036707
55,psi2_psi0,0.2534913491044858,0.5438680798876007,1.8346733182994537
55,pooled,0.2545297260672811,0.5438254465927578,1.8364354225576474
56,psi0_psi1,0.2566629889271883,0.5437675821188103,1.84016138474558
56,psi1_psi2,0.2565542059144289,0.5431044017091505,1.8377171956708662
56,psi2_psi0,0.2554572841826831,0.5435378551320313,1.8371675491669923
56,pooled,0.256208450659148,0.5434639554329718,1.8382981162968113
57,psi0_psi1,0.2541216571362642,0.5436880615633487,1.8352224391762042
57,psi1_psi2,0.2551614341295104,0.5440372959086378,1.838311722731952
57,psi2_psi0,0.2555661209497757,0.544046729574523,1.839087703237295
57,pooled,0.25496178936127,0.5439218258284699,1.8375546524764856
58,psi0_psi1,0.2567256914546797,0.5430735903230068,1.837928089410802
58,psi1_psi2,0.252836939901002,0.5448986850069263,1.836947431538277
58,psi2_psi0,0.2552667878189203,0.5449920258187287,1.841731795139229
58,pooled,0.2549376602600122,0.5443179081412219,1.8388483842072798
59,psi0_psi1,0.2553596850547234,0.5442103814615583,1.8392611809898736
59,psi1_psi2,0.25710949479391687,0.543595566800171,1.8404008348325684
59,psi2_psi0,0.2549028399812998,0.5439932771262924,1.8376877057453915
59,pooled,0.2557210714217587,0.5439448470792347,1.8390282373397084
60,psi0_psi1,0.25781183845273936,0.5434601912373312,1.8412352322773387
60,psi1_psi2,0.2576270087258221,0.5433673731530588,1.8405805405167348
60,psi2_psi0,0.25765014614284854,0.5433852817379473,1.8406837915046315
60,pooled,0.2577126114378615,0.5434138204834302,1.840895453213264
61,psi0_psi1,0.25636743558307007,0.543545763867879,1.8388671669556504
61,psi1_psi2,0.25649997086429144,0.5445322197436262,1.842448614543563
61,psi2_psi0,0.253921867809476,0.5432872587785487,1.8335031759185003
61,pooled,0.2555719134173743,0.5437977068712913,1.8382565585003552
62,psi0_psi1,0.2582160986216867,0.5430346774505819,1.8405375033761184
62,psi1_psi2,0.25488706441886355,0.5443656801675416,1.8389167267254698
62,psi2_psi0,0.2549892559968624,0.5437698309677613,1.8370916196912725
62,pooled,0.256086279221984,0.5437227138821376,1.8389487009175889
63,psi0_psi1,0.25468272232106715,0.5446371537519002,1.8394578720716304
63,psi1_psi2,0.2546894553030251,0.5446154024916964,1.8393967939352145
63,psi2_psi0,0.2555029807547846,0.5440667979464081,1.839039421098073
63,pooled,0.2549510979105396,0.5444414041813481,1.8392903017336177
64,psi0_psi1,0.25761282230994154,0.5427303752724417,1.838396719357874
64,psi1_psi2,0.2561150957286764,0.543183580833098,1.837178215421214
64,psi2_psi0,0.2565781489414726,0.5438548144007951,1.840300449424502
64,pooled,0.25664362164062515,0.5432868926978448,1.8384990787938496
65,psi0_psi1,0.2567312076784064,0.5430706924672395,1.8379284205718487
65,psi1_psi2,0.25704882164546905,0.5434774382940208,1.839889262900633
65,psi2_psi0,0.2571154179170184,0.5438693093280057,1.841338525832382
65,pooled,0.2570479146178988,0.5434533105293062,1.8398059119775263
66,psi0_psi1,0.25519156617432304,0.543570273213434,1.8367889900924477
66,psi1_psi2,0.2577093638215633,0.5426166807998007,1.8381890537727807
66,psi2_psi0,0.2541622693045409,0.5441399944367751,1.8368225372373739
66,pooled,0.25571154294773135,0.5434522172373971,1.837345193305718
67,psi0_psi1,0.2536092415005964,0.5447080782888006,1.8377235923787043
67,psi1_psi2,0.258172723360074,0.5426604170399973,1.8391892247975332
67,psi2_psi0,0.2584926311297422,0.5430019192227009,1.8409354822245192
67,pooled,0.25671397759537073,0.5434854740277786,1.8393004851377057
68,psi0_psi1,0.2601918195981342,0.5422232371527503,1.8414217878884354
68,psi1_psi2,0.2564505346692365,0.5444708345631655,1.8421498439668758
68,psi2_psi0,0.2591526650455427,0.5431982861011555,1.8428171439304
68,pooled,0.2585341741684992,0.5433199862930952,1.842090347155611
69,psi0_psi1,0.2591907270072813,0.5428859617795485,1.8418276761591819
69,psi1_psi2,0.2532111643385473,0.5444745837615418,1.8362047372328536
69,psi2_psi0,0.2563265115992126,0.5438159118298284,1.8397058136482367
69,pooled,0.2562327464588592,0.5437125281834541,1.8391836118294183
70,psi0_psi1,0.2528038893727943,0.5443420022557408,1.8350101089319595
70,psi1_psi2,0.25421933524571405,0.5447010742578338,1.838821473671206
70,psi2_psi0,0.25387534953302726,0.5439703232657279,1.8357230070882171
70,pooled,0.25362287295336106,0.5443573788991148,1.8365654457244105
71,psi0_psi1,0.25422181436980695,0.5444814517923873,1.8380846210890527
71,psi1_psi2,0.25651218326434133,0.5424334700549561,1.8353698171859596
71,psi2_psi0,0.2550059586926958,0.5435995178074362,1.8365469025925436
71,pooled,0.2552825863826951,0.5434903705099248,1.8366861572459197
72,psi0_psi1,0.2564338051206628,0.5432232473569626,1.8378980392301902
72,psi1_psi2,0.2576475124423495,0.5434735619790676,1.8409779867309497
72,psi2_psi0,0.2539027903582438,0.5448121403092036,1.8386143183538883
72,pooled,0.2559183927059244,0.543855012725698,1.839087370811907
73,psi0_psi1,0.2570214805406429,0.5434702520109042,1.8398146311955788
73,psi1_psi2,0.25575944765053416,0.543466332635668,1.8374809376033276
73,psi2_psi0,0.25335202830090564,0.544461209284258,1.8364182996268996
73,pooled,0.25536535655201953,0.5438181798836608,1.8379460859828396
74,psi0_psi1,0.2564258222465412,0.5434936463245246,1.8387982064929906
74,psi1_psi2,0.2557504835040463,0.5430404704768277,1.8360246225119814
74,psi2_psi0,0.256700791933554,0.5446247523546892,1.8431318052222523
74,pooled,0.25630754407381773,0.5437082191264775,1.839306606444292
75,psi0_psi1,0.2569196576351902,0.5437138108394672,1.8404517433582674
75,psi1_psi2,0.25964302517447124,0.5419795676271215,1.8395844411926168
75,psi2_psi0,0.2547714344144214,0.5435490568762831,1.8359457963574932
75,pooled,0.25717021004655194,0.5430551062662098,1.8386826806806966
76,psi0_psi1,0.258623606380436,0.5430883758584295,1.8414697667020363
76,psi1_psi2,0.25802275550709775,0.5430277112067734,1.8401580760102572
76,psi2_psi0,0.25479372464166017,0.5437788824694881,1.8367630197345899
76,pooled,0.2572924969592152,0.5432619423985994,1.8396079352309622
77,psi0_psi1,0.25497571378818773,0.5437775050901561,1.8370926677625874
77,psi1_psi2,0.25545549297076564,0.5444048582353069,1.840094738964669
77,psi2_psi0,0.2540390937070748,0.5444124448067357,1.8375158814519703
77,pooled,0.2548747290220774,0.5441735606358362,1.8382450538700894
78,psi0_psi1,0.25413564523685894,0.5443158292021476,1.8373671738492865
78,psi1_psi2,0.2566705708601493,0.5435276426517466,1.8393633525705304
78,psi2_psi0,0.2545519311723584,0.543920543765703,1.836797340499842
78,pooled,0.25511372773053975,0.5439307488477354,1.8378640183479489
79,psi0_psi1,0.2575491984620548,0.5428671946677464,1.838743177600282
79,psi1_psi2,0.25747588327225723,0.5428182811663289,1.8384427121692193
79,psi2_psi0,0.25480734626214163,0.5446245102482046,1.8396444193465797
79,pooled,0.2565631874031653,0.5434677512624788,1.838963188030144
80,psi0_psi1,0.2556055818407119,0.5436035483176391,1.8376620940731676
80,psi1_psi2,0.256647485024435,0.5437886579456046,1.840204176786759
80,psi2_psi0,0.25416211017054946,0.5439254452925467,1.8360980036662709
80,pooled,0.2554447937758908,0.5437852775449522,1.837980884019828
81,psi0_psi1,0.25404864961713225,0.5447276992765484,1.838597506411724
81,psi1_psi2,0.2552589501397933,0.5449681052880283,1.8416365245108244
81,psi2_psi0,0.25448331616457454,0.543768674981663,1.8361584935007893
81,pooled,0.2545125373917244,0.5445216199653025,1.838754713216442
82,psi0_psi1,0.2575142470745314,0.54386842656868,1.8420700619049102
82,psi1_psi2,0.2575019216508282,0.5435408567837703,1.8409378999715265
82,psi2_psi0,0.2554047626332919,0.5447338878912978,1.84111346034417
82,pooled,0.2568032838593012,0.5440362857141623,1.8413290143610026
83,psi0_psi1,0.25548190437587737,0.5438002782438072,1.8380997977342082
83,psi1_psi2,0.2557128039681761,0.5430362347193479,1.835941122665876
83,psi2_psi0,0.2527623248662566,0.5442061123442918,1.8344757650829884
83,pooled,0.2546122382942926,0.5436903805251543,1.8361308171142203
84,psi0_psi1,0.256420357689103,0.5434194938549736,1.8385372801476263
84,psi1_psi2,0.2557352984831872,0.5453055226134598,1.8436547876239568
84,psi2_psi0,0.2550920907206129,0.5441199860654664,1.8384636444897124
84,pooled,0.2557026968974473,0.5442954820478978,1.8401798896545134
85,psi0_psi1,0.25497203220537346,0.5439691510332576,1.8377333567845675
85,psi1_psi2,0.25787114127049626,0.5438342829948384,1.8426119185555947
85,psi2_psi0,0.2542054624307456,0.5442053018490444,1.8371223411107795
85,pooled,0.25567366697433347,0.5439902419344333,1.8390945299052153
86,psi0_psi1,0.255913794902229,0.5434573836922676,1.8377343082262059
86,psi1_psi2,0.25538708282207256,0.5442525150764359,1.839453975695291
86,psi2_psi0,0.2543278216213256,0.5437965937573352,1.8359672625033565
86,pooled,0.2552413275855886,0.5438309353608265,1.8377612459939767
87,psi0_psi1,0.25495406740907833,0.5442287569426375,1.838577373686204
87,psi1_psi2,0.25659631632310953,0.5435115715243628,1.8391723939644546
87,psi2_psi0,0.2553815962145799,0.5447897949091315,1.8412597612385193
87,pooled,0.25561075173113446,0.5441826487119761,1.8396292645848553
88,psi0_psi1,0.2541202829584769,0.5444940141180642,1.837940411387393
88,psi1_psi2,0.2553561564460979,0.54306606600386,1.8353872756356817
88,psi2_psi0,0.2560545952289657,0.5435275588689089,1.8382304150912645
88,pooled,0.25515367818969803,0.5437088661795615,1.837187703649188
89,psi0_psi1,0.25839382314124504,0.5441058538881183,1.8444958840097465
89,psi1_psi2,0.2569119086617463,0.5436087994166261,1.8400820246573617
89,psi2_psi0,0.2556796015723598,0.5445361680368086,1.8409510943659084
89,pooled,0.25703974457221435,0.5440827582986942,1.8419217947373934
90,psi0_psi1,0.2531299064865047,0.5448669664362468,1.8373787144922316
90,psi1_psi2,0.25547732025319236,0.5446994924376303,1.8411307924311289
90,psi2_psi0,0.2570366041965455,0.5435085554232384,1.8399721269696387
90,pooled,0.2551045142754733,0.5443896752902528,1.8393977177157714
91,psi0_psi1,0.2578793572932757,0.54316805756563,1.8403697430782366
91,psi1_psi2,0.2574031662383859,0.5438257961500848,1.84172108236051
91,psi2_psi0,0.2557011474859765,0.5438277998623237,1.8385958788746464
91,pooled,0.25697033290576776,0.54361059257428,1.840195603281034
92,psi0_psi1,0.2528034002571131,0.5436896877381998,1.8328102204283694
92,psi1_psi2,0.2577716785866553,0.5426540084954917,1.8384300642728433
92,psi2_psi0,0.25797850887475693,0.5437257331791949,1.842441939504857
92,pooled,0.25620753047011047,0.5433220948210843,1.8378165734707903
93,psi0_psi1,0.2541156256066128,0.5447458550332654,1.8387819369231142
93,psi1_psi2,0.257758403625701,0.5434706388939616,1.8411722434372595
93,psi2_psi0,0.25599048332245355,0.5435512992017911,1.838192851953701
93,pooled,0.2559351998498237,0.5439281055106444,1.8393654538813033
94,psi0_psi1,0.25523801268956614,0.5440083608354546,1.838354723771217
94,psi1_psi2,0.2579450383199,0.5433104530696563,1.8409731225853585
94,psi2_psi0,0.2545934644169079,0.5441579512246406,1.8376753787755946
94,pooled,0.25590099238322583,0.5438191136715083,1.8389339770882094
95,psi0_psi1,0.25503594117802764,0.543944059753176,1.837766034944825
95,psi1_psi2,0.2568302821915768,0.54310420445243,1.8382239481855611
95,psi2_psi0,0.2552549858882843,0.5438839284552677,1.8379654282283187
95,pooled,0.2556490123427875,0.5436790234821143,1.8379970626984594
96,psi0_psi1,0.2559158825707236,0.544566021902428,1.8414870804006573
96,psi1_psi2,0.25499238448147576,0.5433812613913379,1.8357846054270757
96,psi2_psi0,0.25428065723910853,0.5444553147354579,1.8381045426168732
96,pooled,0.25501611657605383,0.5441284128679162,1.8383524442709613
97,psi0_psi1,0.25630408979433117,0.5428597593230131,1.836430014351396
97,psi1_psi2,0.25599931305470125,0.5440336041614399,1.8398401659117205
97,psi2_psi0,0.2505993285843594,0.545098782874179,1.833514709150006
97,pooled,0.2543774338425875,0.5439628994210973,1.8366198605837831
