genotype,meristem,plant,split,angle_deg,x_A,x_B_assigned,heldout,observed_position_turn,clearance_score,optimal_clearance_turn
Col,1,1,development,138.156,0.383766666667,1.61623333333,False,0.383766666667,0.767533333333,0.5
Col,2,1,development,139.582,0.387727777778,1.61227222222,False,0.771494444444,0.741620237644,0.308116666667
Col,3,1,development,135.204,0.375566666667,1.62443333333,True,0.147061111111,0.758579186428,0.193863888889
Col,4,1,development,133.287,0.370241666667,1.62975833333,True,0.517302777778,0.688813743892,0.193863888889
Col,1,2,confirmation,144.751,0.402086111111,1.59791388889,False,0.402086111111,0.804172222222,0.5
Col,2,2,confirmation,134.774,0.374372222222,1.62562777778,False,0.776458333333,0.747738665453,0.298956944444
Col,3,2,confirmation,145.985,0.405513888889,1.59448611111,True,0.181972222222,0.905140551706,0.201043055556
Col,4,2,confirmation,132.598,0.368327777778,1.63167222222,True,0.5503,0.791799605265,0.187186111111
Col,5,2,confirmation,133.783,0.371619444444,1.62838055556,True,0.921919444444,0.690494614147,0.113079166667
Col,6,2,confirmation,144.64,0.401777777778,1.59822222222,True,0.323697222222,0.693221317415,0.113079166667
Col,1,3,development,120.428,0.334522222222,1.66547777778,False,0.334522222222,0.669044444444,0.5
Col,2,3,development,130.406,0.362238888889,1.63776111111,False,0.696761111111,0.911341893043,0.332738888889
Col,3,3,development,150.506,0.418072222222,1.58192777778,True,0.114833333333,0.634019907059,0.181119444444
Col,4,3,development,124.705,0.346402777778,1.65359722222,True,0.461236111111,0.699615048387,0.181119444444
Col,5,3,development,140.476,0.390211111111,1.60978888889,True,0.851447222222,0.979773922283,0.151619444444
Col,6,3,development,135.785,0.377180555556,1.62281944444,True,0.228627777778,0.899220417743,0.1177625
Col,1,4,confirmation,130.382,0.362172222222,1.63782777778,False,0.362172222222,0.724344444444,0.5
Col,2,4,confirmation,133.14,0.369833333333,1.63016666667,False,0.732005555556,0.840334816957,0.318913888889
Col,3,4,confirmation,144.805,0.402236111111,1.59776388889,True,0.134241666667,0.725957638576,0.184916666667
Col,4,4,confirmation,130.357,0.362102777778,1.63789722222,True,0.496344444444,0.725582094036,0.184916666667
Col,5,4,confirmation,149.725,0.415902777778,1.58409722222,True,0.912247222222,0.654885051514,0.133997222222
Col,1,5,development,127.037,0.352880555556,1.64711944444,False,0.352880555556,0.705761111111,0.5
Col,2,5,development,131.958,0.36655,1.63345,False,0.719430555556,0.867133407451,0.323559722222
Col,3,5,development,158.6,0.440555555556,1.55944444444,True,0.159986111111,0.872929265372,0.183275
Col,4,5,development,122.848,0.341244444444,1.65875555556,True,0.501230555556,0.809439367071,0.183275
Col,5,5,development,138.572,0.384922222222,1.61507777778,True,0.886152777778,0.811543982971,0.140284722222
Col,6,5,development,143.206,0.397794444444,1.60220555556,True,0.283947222222,0.631836235869,0.1091
Col,1,6,confirmation,130.275,0.361875,1.638125,False,0.361875,0.72375,0.5
Col,2,6,confirmation,137.37,0.381583333333,1.61841666667,False,0.743458333333,0.804048318642,0.3190625
Col,3,6,confirmation,142.425,0.395625,1.604375,True,0.139083333333,0.728980126665,0.190791666667
Col,4,6,confirmation,131.95,0.366527777778,1.63347222222,True,0.505611111111,0.753366819538,0.190791666667
Col,5,6,confirmation,142.222,0.395061111111,1.60493888889,True,0.900672222222,0.774359807265,0.128270833333
Col,6,6,confirmation,144.953,0.402647222222,1.59735277778,True,0.303319444444,0.492379562044,0.118923611111
Col,1,7,development,127.448,0.354022222222,1.64597777778,False,0.354022222222,0.708044444444,0.5
Col,2,7,development,134.747,0.374297222222,1.62570277778,False,0.728319444444,0.841145206233,0.322988888889
Col,3,7,development,149.262,0.414616666667,1.58538333333,True,0.142936111111,0.763757263613,0.187148611111
Col,4,7,development,131.648,0.365688888889,1.63431111111,True,0.508625,0.826096313833,0.187148611111
Col,5,7,development,145.234,0.403427777778,1.59657222222,True,0.912052777778,0.647431112929,0.135840277778
Col,6,7,development,130.47,0.362416666667,1.63758333333,True,0.274469444444,0.724212921988,0.109847222222
Col,7,7,development,132.737,0.368713888889,1.63128611111,True,0.643183333333,0.775041092426,0.109847222222
Col,1,8,confirmation,137.96,0.383222222222,1.61677777778,False,0.383222222222,0.766444444444,0.5
Col,2,8,confirmation,131.405,0.365013888889,1.63498611111,False,0.748236111111,0.816384435237,0.308388888889
Col,3,8,confirmation,152.286,0.423016666667,1.57698333333,True,0.171252777778,0.893751812119,0.191611111111
Col,4,8,confirmation,124.664,0.346288888889,1.65371111111,True,0.517541666667,0.735968950953,0.182506944444
Col,5,8,confirmation,141.161,0.392113888889,1.60788611111,True,0.909655555556,0.7176918409,0.125881944444
Col,6,8,confirmation,138.292,0.384144444444,1.61585555556,True,0.2938,0.775243829019,0.115347222222
Col,7,8,confirmation,132.436,0.367877777778,1.63212222222,True,0.661677777778,0.750415412402,0.115347222222
Col,1,9,development,136.168,0.378244444444,1.62175555556,False,0.378244444444,0.756488888889,0.5
Col,2,9,development,143.079,0.397441666667,1.60255833333,False,0.775686111111,0.72155009114,0.310877777778
Col,3,9,development,136.232,0.378422222222,1.62157777778,True,0.154108333333,0.775501645944,0.198720833333
Col,4,9,development,137.95,0.383194444444,1.61680555556,True,0.537302777778,0.800410961776,0.198720833333
Col,5,9,development,131.541,0.365391666667,1.63460833333,True,0.902694444444,0.81637884826,0.119191666667
Col,6,9,development,140.727,0.390908333333,1.60909166667,True,0.293602777778,0.710130741802,0.119191666667
Col,7,9,development,138.99,0.386083333333,1.61391666667,True,0.679686111111,0.805425435223,0.119191666667
Col,1,10,confirmation,129.058,0.358494444444,1.64150555556,False,0.358494444444,0.716988888889,0.5
Col,2,10,confirmation,137.783,0.382730555556,1.61726944444,False,0.741225,0.806773995202,0.320752777778
Col,3,10,confirmation,141.049,0.391802777778,1.60819722222,True,0.133027777778,0.695151070887,0.191365277778
Col,4,10,confirmation,126.755,0.352097222222,1.64790277778,True,0.485125,0.661721692807,0.191365277778
Col,5,10,confirmation,148.542,0.412616666667,1.58738333333,True,0.897741666667,0.790326216469,0.1293875
Col,6,10,confirmation,130.098,0.361383333333,1.63861666667,True,0.259125,0.776020651655,0.12805
Col,7,10,confirmation,128.837,0.357880555556,1.64211944444,True,0.617005555556,0.970085470085,0.12805
Col,1,11,development,123.686,0.343572222222,1.65642777778,False,0.343572222222,0.687144444444,0.5
Col,2,11,development,131.039,0.363997222222,1.63600277778,False,0.707569444444,0.890975566407,0.328213888889
Col,3,11,development,155.316,0.431433333333,1.56856666667,True,0.139002777778,0.763757354681,0.181998611111
Col,4,11,development,120.384,0.3344,1.6656,True,0.473402777778,0.71336014469,0.181998611111
Col,5,11,development,139.319,0.386997222222,1.61300277778,True,0.8604,0.954756589884,0.146215277778
Col,6,11,development,144.035,0.400097222222,1.59990277778,True,0.260497222222,0.709537366548,0.117083333333
Col,7,11,development,123.511,0.343086111111,1.65691388889,True,0.603583333333,0.888137603796,0.117083333333
Col,1,12,confirmation,120.629,0.335080555556,1.66491944444,False,0.335080555556,0.670161111111,0.5
Col,2,12,confirmation,137.819,0.382830555556,1.61716944444,False,0.717911111111,0.848490418639,0.332459722222
Col,3,12,confirmation,148.786,0.413294444444,1.58670555556,True,0.131205555556,0.685449756565,0.191415277778
Col,4,12,confirmation,121.614,0.337816666667,1.66218333333,True,0.469022222222,0.699743866956,0.191415277778
Col,5,12,confirmation,140.257,0.389602777778,1.61039722222,True,0.858625,0.99765637309,0.141044444444
Col,6,12,confirmation,140.382,0.38995,1.61005,True,0.248575,0.695133928571,0.124444444444
Col,7,12,confirmation,130.697,0.363047222222,1.63695277778,True,0.611622222222,0.854107142857,0.124444444444
Col,1,13,development,122.377,0.339936111111,1.66006388889,False,0.339936111111,0.679872222222,0.5
Col,2,13,development,133.535,0.370930555556,1.62906944444,False,0.710866666667,0.876076810746,0.330031944444
Col,3,13,development,151.919,0.421997222222,1.57800277778,True,0.132863888889,0.716381473022,0.185465277778
Col,4,13,development,121.412,0.337255555556,1.66274444444,True,0.470119444444,0.701928333396,0.185465277778
Col,5,13,development,144.182,0.400505555556,1.59949444444,True,0.870625,0.894915840443,0.144566666667
Col,1,14,confirmation,120.517,0.334769444444,1.66523055556,False,0.334769444444,0.669538888889,0.5
Col,2,14,confirmation,143.556,0.398766666667,1.60123333333,False,0.733536111111,0.801117407081,0.332615277778
Col,3,14,confirmation,144.95,0.402638888889,1.59736111111,True,0.136175,0.682980857644,0.199383333333
Col,4,14,confirmation,122.363,0.339897222222,1.66010277778,True,0.476072222222,0.708699044275,0.199383333333
Col,5,14,confirmation,150.397,0.417769444444,1.58223055556,True,0.893841666667,0.796793394977,0.133231944444
Col,6,14,confirmation,134.925,0.374791666667,1.62520833333,True,0.268633333333,0.513750579909,0.128731944444
Col,7,14,confirmation,133.038,0.36955,1.63045,True,0.638183333333,0.74070797415,0.128731944444
Col,1,15,development,130.116,0.361433333333,1.63856666667,False,0.361433333333,0.722866666667,0.5
Col,2,15,development,127.66,0.354611111111,1.64538888889,False,0.716044444444,0.889352891023,0.319283333333
Col,3,15,development,154.049,0.427913888889,1.57208611111,True,0.143958333333,0.796596882782,0.180716666667
Col,4,15,development,129.479,0.359663888889,1.64033611111,True,0.503622222222,0.801942660191,0.177305555556
Col,5,15,development,140.429,0.390080555556,1.60991944444,True,0.893702777778,0.748689153232,0.141977777778
Col,6,15,development,143.478,0.39855,1.60145,True,0.292252777778,0.636216167886,0.1087375
Col,7,15,development,135.374,0.376038888889,1.62396111111,True,0.668291666667,0.449602468877,0.106211111111
Col,1,16,confirmation,122.053,0.339036111111,1.66096388889,False,0.339036111111,0.678072222222,0.5
Col,2,16,confirmation,137.518,0.381994444444,1.61800555556,False,0.721030555556,0.844129154812,0.330481944444
Col,3,16,confirmation,148.983,0.413841666667,1.58615833333,True,0.134872222222,0.706147558865,0.190997222222
Col,4,16,confirmation,131.572,0.365477777778,1.63452222222,True,0.50035,0.844587617621,0.190997222222
Col,5,16,confirmation,140.731,0.390919444444,1.60908055556,True,0.891269444444,0.779515876888,0.139484722222
Col,6,16,confirmation,138.538,0.384827777778,1.61517222222,True,0.276097222222,0.57040719995,0.110340277778
Col,7,16,confirmation,141.158,0.392105555556,1.60789444444,True,0.668202777778,0.478771477123,0.110340277778
Col,1,17,development,123.339,0.342608333333,1.65739166667,False,0.342608333333,0.685216666667,0.5
Col,2,17,development,137.247,0.381241666667,1.61875833333,False,0.72385,0.84013842585,0.328695833333
Col,3,17,development,152.274,0.422983333333,1.57701666667,True,0.146833333333,0.770290060985,0.190620833333
Col,4,17,development,121.314,0.336983333333,1.66301666667,True,0.483816666667,0.740781219262,0.190620833333
Col,5,17,development,144.727,0.402019444444,1.59798055556,True,0.885836111111,0.826825195646,0.138075
Col,6,17,development,129.995,0.361097222222,1.63890277778,True,0.246933333333,0.797180947091,0.120016666667
Col,7,17,development,127.404,0.3539,1.6461,True,0.600833333333,0.97500347174,0.120016666667
Col,1,18,confirmation,130.884,0.363566666667,1.63643333333,False,0.363566666667,0.727133333333,0.5
Col,2,18,confirmation,135.466,0.376294444444,1.62370555556,False,0.739861111111,0.817489830479,0.318216666667
Col,3,18,confirmation,154.219,0.428386111111,1.57161388889,True,0.168247222222,0.894231762952,0.188147222222
Col,4,18,confirmation,121.444,0.337344444444,1.66265555556,True,0.505591666667,0.754860998332,0.188147222222
Col,5,18,confirmation,144.293,0.400813888889,1.59918611111,True,0.906405555556,0.719572877736,0.130069444444
Col,6,18,confirmation,135.272,0.375755555556,1.62424444444,True,0.282161111111,0.69497373632,0.117134722222
e1e2,1,1,development,116.385,0.323291666667,1.67670833333,False,0.323291666667,0.646583333333,0.5
e1e2,2,1,development,173.87,0.482972222222,1.51702777778,False,0.806263888889,0.572583789997,0.338354166667
e1e2,3,1,development,108.038,0.300105555556,1.69989444444,True,0.106369444444,0.440478518433,0.241486111111
e1e2,4,1,development,185.722,0.515894444444,1.48410555556,True,0.622263888889,0.761948582274,0.241486111111
e1e2,5,1,development,106.787,0.296630555556,1.70336944444,True,0.918894444444,0.542562482579,0.149486111111
e1e2,6,1,development,190.641,0.529558333333,1.47044166667,True,0.448452777778,0.837275852457,0.149486111111
e1e2,1,2,confirmation,174.818,0.485605555556,1.51439444444,False,0.485605555556,0.971211111111,0.5
e1e2,2,2,confirmation,257.701,0.715836111111,1.28416388889,False,0.201441666667,0.783218671361,0.257197222222
e1e2,3,2,confirmation,191.858,0.532938888889,1.46706111111,True,0.734380555556,0.967253836766,0.257197222222
