genotype,meristem,plant,split,angle_deg,x_A,x_B_assigned,heldout,observed_position_turn,clearance_score,optimal_clearance_turn
e1e2,4,2,confirmation,78.188,0.217188888889,1.78281111111,True,0.951569444444,0.340863547053,0.142081944444
e1e2,1,3,development,128.114,0.355872222222,1.64412777778,False,0.355872222222,0.711744444444,0.5
e1e2,2,3,development,142.319,0.395330555556,1.60466944444,False,0.751202777778,0.772508905238,0.322063888889
e1e2,3,3,development,138.394,0.384427777778,1.61557222222,True,0.135630555556,0.686162775174,0.197665277778
e1e2,1,4,confirmation,212.036,0.588988888889,1.41101111111,False,0.588988888889,0.822022222222,0.5
e1e2,2,4,confirmation,96.068,0.266855555556,1.73314444444,False,0.855844444444,0.489501782716,0.294494444444
e1e2,3,4,confirmation,101.888,0.283022222222,1.71697777778,True,0.138866666667,0.471542568243,0.294494444444
e1e2,4,4,confirmation,98.321,0.273113888889,1.72688611111,True,0.411980555556,0.786490089112,0.225061111111
e1e2,1,5,development,227.901,0.633058333333,1.36694166667,False,0.633058333333,0.733883333333,0.5
e1e2,2,5,development,75.842,0.210672222222,1.78932777778,False,0.843730555556,0.493696824498,0.316529166667
e1e2,3,5,development,152.276,0.422988888889,1.57701111111,True,0.266719444444,0.842637812032,0.316529166667
e1e2,4,5,development,264.758,0.735438888889,1.26456111111,True,0.00215833333333,0.0117832607937,0.183169444444
e1e2,5,5,development,152.354,0.423205555556,1.57679444444,True,0.425363888889,0.866107581019,0.183169444444
e1e2,6,5,development,130.899,0.363608333333,1.63639166667,True,0.788972222222,0.413956027803,0.132280555556
e1e2,1,6,confirmation,144.305,0.400847222222,1.59915277778,False,0.400847222222,0.801694444444,0.5
e1e2,2,6,confirmation,128.301,0.356391666667,1.64360833333,False,0.757238888889,0.810347945015,0.299576388889
e1e2,3,6,confirmation,141.975,0.394375,1.605625,True,0.151613888889,0.756467204879,0.200423611111
e1e2,4,6,confirmation,140.505,0.390291666667,1.60970833333,True,0.541905555556,0.791591647766,0.178195833333
e1e2,5,6,confirmation,139.045,0.386236111111,1.61376388889,True,0.928141666667,0.576635014043,0.124616666667
e1e2,6,6,confirmation,146.019,0.405608333333,1.59439166667,True,0.33375,0.538428959922,0.124616666667
e1e2,1,7,development,143.819,0.399497222222,1.60050277778,False,0.399497222222,0.798994444444,0.5
e1e2,2,7,development,136.479,0.379108333333,1.62089166667,False,0.778605555556,0.737363598096,0.300251388889
e1e2,3,7,development,138.255,0.384041666667,1.61595833333,True,0.162647222222,0.814259590179,0.199748611111
e1e2,4,7,development,136.12,0.378111111111,1.62188888889,True,0.540758333333,0.745228203606,0.189554166667
e1e2,5,7,development,136.916,0.380322222222,1.61967777778,True,0.921080555556,0.66361459854,0.118923611111
e1e2,6,7,development,152.388,0.4233,1.5767,True,0.344380555556,0.463462773723,0.118923611111
e1e2,7,7,development,119.859,0.332941666667,1.66705833333,True,0.677322222222,0.851667153285,0.118923611111
e1e2,1,8,confirmation,114.178,0.317161111111,1.68283888889,False,0.317161111111,0.634322222222,0.5
e1e2,2,8,confirmation,138.512,0.384755555556,1.61524444444,False,0.701916666667,0.873070758516,0.341419444444
e1e2,3,8,confirmation,148.055,0.411263888889,1.58873611111,True,0.113180555556,0.588324477302,0.192377777778
e1e2,4,8,confirmation,128.152,0.355977777778,1.64402222222,True,0.469158333333,0.790097608871,0.192377777778
e1e2,5,8,confirmation,158.815,0.441152777778,1.55884722222,True,0.910311111111,0.601770571242,0.149041666667
e1e2,1,9,development,89.242,0.247894444444,1.75210555556,False,0.247894444444,0.495788888889,0.5
e1e2,2,9,development,187.534,0.520927777778,1.47907222222,False,0.768822222222,0.614748225353,0.376052777778
e1e2,3,9,development,252.778,0.702161111111,1.29783888889,True,0.470983333333,0.856506020242,0.260463888889
e1e2,4,9,development,191.483,0.531897222222,1.46810277778,True,0.00288055555556,0.0193430452706,0.148919444444
e1e2,5,9,development,83.381,0.231613888889,1.76838611111,True,0.234494444444,0.0899815336405,0.148919444444
e1e2,6,9,development,180.814,0.502261111111,1.49773888889,True,0.736755555556,0.215328943687,0.148919444444
e1e2,1,10,confirmation,106.813,0.296702777778,1.70329722222,False,0.296702777778,0.593405555556,0.5
e1e2,2,10,confirmation,192.777,0.535491666667,1.46450833333,False,0.832194444444,0.477196696513,0.351648611111
e1e2,3,10,confirmation,102.489,0.284691666667,1.71530833333,True,0.116886111111,0.436556228181,0.267745833333
e1e2,4,10,confirmation,191.827,0.532852777778,1.46714722222,True,0.649738888889,0.681450587985,0.267745833333
e1e2,5,10,confirmation,231.692,0.643588888889,1.35641111111,True,0.293327777778,0.0191198571125,0.176518055556
e1e2,6,10,confirmation,189.971,0.527697222222,1.47230277778,True,0.821025,0.0632764983123,0.176518055556
e1e2,7,10,confirmation,244.322,0.678672222222,1.32132777778,True,0.499697222222,0.850007474841,0.176518055556
e1e2,1,11,development,93.657,0.260158333333,1.73984166667,False,0.260158333333,0.520316666667,0.5
e1e2,2,11,development,88.261,0.245169444444,1.75483055556,False,0.505327777778,0.662761927289,0.369920833333
e1e2,3,11,development,100.189,0.278302777778,1.72169722222,True,0.783630555556,0.874799249784,0.247336111111
e1e2,4,11,development,118.872,0.3302,1.6698,True,0.113830555556,0.818033915899,0.139151388889
e1e2,5,11,development,94.635,0.262875,1.737125,True,0.376705555556,0.837557017237,0.139151388889
e1e2,6,11,development,95.863,0.266286111111,1.73371388889,True,0.642991666667,0.989310203715,0.139151388889
e1e2,7,11,development,106.054,0.294594444444,1.70540555556,True,0.937586111111,0.576919620505,0.108184722222
e1e2,1,12,confirmation,131.445,0.365125,1.634875,False,0.365125,0.73025,0.5
e1e2,2,12,confirmation,129.776,0.360488888889,1.63951111111,False,0.725613888889,0.864378377196,0.3174375
e1e2,3,12,confirmation,152.466,0.423516666667,1.57648333333,True,0.149130555556,0.816873977709,0.1825625
e1e2,4,12,confirmation,129.285,0.359125,1.640875,True,0.508255555556,0.794091357416,0.180244444444
e1e2,5,12,confirmation,145.262,0.403505555556,1.59649444444,True,0.911761111111,0.643173144089,0.137193055556
e1e2,6,12,confirmation,140.163,0.389341666667,1.61065833333,True,0.301102777778,0.589093790336,0.108679166667
e1e2,7,12,confirmation,123.873,0.344091666667,1.65590833333,True,0.645194444444,0.739971117842,0.108679166667
e2,1,1,development,154.314,0.42865,1.57135,False,0.42865,0.8573,0.5
e2,2,1,development,134.213,0.372813888889,1.62718611111,False,0.801463888889,0.694971947532,0.285675
e2,3,1,development,149.543,0.415397222222,1.58460277778,True,0.216861111111,0.988166984201,0.214325
e2,1,2,confirmation,129.741,0.360391666667,1.63960833333,False,0.360391666667,0.720783333333,0.5
e2,2,2,confirmation,132.358,0.367661111111,1.63233888889,False,0.728052777778,0.850355469276,0.319804166667
e2,3,2,confirmation,153.871,0.427419444444,1.57258055556,True,0.155472222222,0.845736562958,0.183830555556
e2,4,2,confirmation,123.114,0.341983333333,1.65801666667,True,0.497455555556,0.745599057103,0.183830555556
e2,5,2,confirmation,139.274,0.386872222222,1.61312777778,True,0.884327777778,0.850696111378,0.135973611111
e2,1,3,development,119.513,0.331980555556,1.66801944444,False,0.331980555556,0.663961111111,0.5
e2,2,3,development,144.442,0.401227777778,1.59877222222,False,0.733208333333,0.798754194613,0.334009722222
e2,3,3,development,138.964,0.386011111111,1.61398888889,True,0.119219444444,0.594273133853,0.200613888889
e2,4,3,development,137.285,0.381347222222,1.61865277778,True,0.500566666667,0.840351144404,0.200613888889
e2,5,3,development,138.943,0.385952777778,1.61404722222,True,0.886519444444,0.850705398511,0.133395833333
e2,6,3,development,157.511,0.437530555556,1.56246944444,True,0.32405,0.0681782904085,0.116320833333
e2,7,3,development,114.334,0.317594444444,1.68240555556,True,0.641644444444,0.787166720397,0.116320833333
e2,1,4,confirmation,177.461,0.492947222222,1.50705277778,False,0.492947222222,0.985894444444,0.5
e2,2,4,confirmation,64.448,0.179022222222,1.82097777778,False,0.671969444444,0.70612855335,0.253526388889
e2,3,4,confirmation,192.312,0.5342,1.4658,True,0.206169444444,0.836476747004,0.246473611111
e2,4,4,confirmation,229.269,0.636858333333,1.36314166667,True,0.843027777778,0.957058539601,0.164015277778
e2,5,4,confirmation,265.169,0.736580555556,1.26341944444,True,0.579608333333,0.604378148005,0.143388888889
e2,6,4,confirmation,66.218,0.183938888889,1.81606111111,True,0.763547222222,0.554300658659,0.143388888889
e2,1,5,development,143.825,0.399513888889,1.60048611111,False,0.399513888889,0.799027777778,0.5
e2,2,5,development,129.833,0.360647222222,1.63935277778,False,0.760161111111,0.798815774257,0.300243055556
e2,3,5,development,145.417,0.403936111111,1.59606388889,True,0.164097222222,0.821484442899,0.199756944444
e2,4,5,development,132.676,0.368544444444,1.63145555556,True,0.532641666667,0.738271471814,0.180323611111
e2,5,5,development,140.476,0.390211111111,1.60978888889,True,0.922852777778,0.643325380464,0.119919444444
e2,6,5,development,147.699,0.410275,1.589725,True,0.333127777778,0.56398820059,0.117708333333
e2,7,5,development,120.483,0.334675,1.665325,True,0.667802777778,0.811872001172,0.113759722222
e2,8,5,development,145.433,0.403980555556,1.59601944444,True,0.0717833333333,0.849353338483,0.0845152777778
e2,1,6,confirmation,126.832,0.352311111111,1.64768888889,False,0.352311111111,0.704622222222,0.5
e2,2,6,confirmation,127.32,0.353666666667,1.64633333333,False,0.705977777778,0.907911891855,0.323844444444
e2,3,6,confirmation,159.775,0.443819444444,1.55618055556,True,0.149797222222,0.847109644989,0.176833333333
e2,4,6,confirmation,115.78,0.321611111111,1.67838888889,True,0.471408333333,0.673499842915,0.176833333333
e2,5,6,confirmation,143.048,0.397355555556,1.60264444444,True,0.868763888889,0.892695185549,0.147011111111
e2,6,6,confirmation,146.412,0.4067,1.5933,True,0.275463888889,0.655219373557,0.117284722222
e2,1,7,development,88.453,0.245702777778,1.75429722222,False,0.245702777778,0.491405555556,0.5
e2,2,7,development,73.129,0.203136111111,1.79686388889,False,0.448838888889,0.538610258998,0.377148611111
e2,3,7,development,115.96,0.322111111111,1.67788888889,True,0.77095,0.831154431554,0.275580555556
e2,4,7,development,120.563,0.334897222222,1.66510277778,True,0.105847222222,0.657209382546,0.161055555556
e2,5,7,development,92.807,0.257797222222,1.74220277778,True,0.363644444444,0.528975508796,0.161055555556
e2,6,7,development,70.575,0.196041666667,1.80395833333,True,0.559686111111,0.688254570542,0.161055555556
e2,7,7,development,225.758,0.627105555556,1.37289444444,True,0.186791666667,0.514395207257,0.114525
e2,1,8,confirmation,125.517,0.348658333333,1.65134166667,False,0.348658333333,0.697316666667,0.5
e2,2,8,confirmation,134.37,0.37325,1.62675,False,0.721908333333,0.853904120981,0.325670833333
e2,3,8,confirmation,151.955,0.422097222222,1.57790277778,True,0.144005555556,0.7716305723,0.186625
e2,4,8,confirmation,120.228,0.333966666667,1.66603333333,True,0.477972222222,0.692907643075,0.186625
e2,5,8,confirmation,150.534,0.41815,1.58185,True,0.896122222222,0.747075804341,0.139045833333
e2,6,8,confirmation,140.113,0.389202777778,1.61079722222,True,0.285325,0.519261646378,0.121968055556
e2,7,8,confirmation,116.542,0.323727777778,1.67627222222,True,0.609052777778,0.925287814432,0.121968055556
e2,1,9,development,133.275,0.370208333333,1.62979166667,False,0.370208333333,0.740416666667,0.5
e2,2,9,development,128.222,0.356172222222,1.64382777778,False,0.726380555556,0.868920498401,0.314895833333
e2,3,9,development,155.486,0.431905555556,1.56809444444,True,0.158286111111,0.855119114613,0.185104166667
e2,4,9,development,118.51,0.329194444444,1.67080555556,True,0.487480555556,0.658514139539,0.178086111111
e2,5,9,development,149.352,0.414866666667,1.58513333333,True,0.902347222222,0.713785366943,0.136809722222
e2,1,10,confirmation,129.736,0.360377777778,1.63962222222,False,0.360377777778,0.720755555556,0.5
e2,2,10,confirmation,146.268,0.4063,1.5937,False,0.766677777778,0.729562589028,0.319811111111
e2,3,10,confirmation,139.759,0.388219444444,1.61178055556,True,0.154897222222,0.762477096836,0.20315
e2,4,10,confirmation,127.675,0.354652777778,1.64534722222,True,0.50955,0.7342959499,0.20315
e2,5,10,confirmation,152.862,0.424616666667,1.57538333333,True,0.934166666667,0.512067065661,0.128563888889
e2,6,10,confirmation,140.406,0.390016666667,1.60998333333,True,0.324183333333,0.281528855087,0.128563888889
e2,1,11,development,138.197,0.383880555556,1.61611944444,False,0.383880555556,0.767761111111,0.5
e2,2,11,development,135.575,0.376597222222,1.62340277778,False,0.760477777778,0.777518789196,0.308059722222
e2,3,11,development,145.1,0.403055555556,1.59694444444,True,0.163533333333,0.852001128823,0.191940277778
e2,4,11,development,128.196,0.3561,1.6439,True,0.519633333333,0.720944126867,0.188298611111
e2,5,11,development,142.907,0.396963888889,1.60303611111,True,0.916597222222,0.69258627053,0.120422222222
e2,6,11,development,134.468,0.373522222222,1.62647777778,True,0.290119444444,0.778603063296,0.120422222222
e2,7,11,development,133.966,0.372127777778,1.62787222222,True,0.662247222222,0.815717844621,0.120422222222
e2,1,12,confirmation,169.609,0.471136111111,1.52886388889,False,0.471136111111,0.942272222222,0.5
e2,2,12,confirmation,121.638,0.337883333333,1.66211666667,False,0.809019444444,0.722229517152,0.264431944444
e2,3,12,confirmation,142.117,0.394769444444,1.60523055556,True,0.203788888889,0.865095602238,0.235568055556
e2,4,12,confirmation,150.744,0.418733333333,1.58126666667,True,0.622522222222,0.896085104984,0.168941666667
e2,5,12,confirmation,114.104,0.316955555556,1.68304444444,True,0.939477777778,0.452761182399,0.133673611111
e2,6,12,confirmation,163.695,0.454708333333,1.54529166667,True,0.394186111111,0.575655878227,0.133673611111
e2,7,12,confirmation,136.152,0.3782,1.6218,True,0.772386111111,0.35952238155,0.101894444444
e2,1,13,development,128.402,0.356672222222,1.64332777778,False,0.356672222222,0.713344444444,0.5
e2,2,13,development,140.511,0.390308333333,1.60969166667,False,0.746980555556,0.786595739169,0.321663888889
e2,3,13,development,144.416,0.401155555556,1.59884444444,True,0.148136111111,0.759072243454,0.195154166667
e2,4,13,development,124.415,0.345597222222,1.65440277778,True,0.493733333333,0.702322238117,0.195154166667
e2,5,13,development,149.703,0.415841666667,1.58415833333,True,0.909575,0.714124318573,0.126623611111
e2,6,13,development,120.24,0.334,1.666,True,0.243575,0.753721111343,0.126623611111
e2,7,13,development,129.75,0.360416666667,1.63958333333,True,0.603991666667,0.870756507146,0.126623611111
e2,1,14,confirmation,134.754,0.374316666667,1.62568333333,False,0.374316666667,0.748633333333,0.5
e2,2,14,confirmation,124.228,0.345077777778,1.65492222222,False,0.719394444444,0.896957104677,0.312841666667
e2,3,14,confirmation,174.826,0.485627777778,1.51437222222,True,0.205022222222,0.904551998456,0.187158333333
e2,4,14,confirmation,114.496,0.318044444444,1.68195555556,True,0.523066666667,0.862124480793,0.172538888889
e2,5,14,confirmation,139.649,0.387913888889,1.61208611111,True,0.910980555556,0.634480983587,0.140302777778
e2,6,14,confirmation,147.571,0.409919444444,1.59008055556,True,0.3209,0.521081725558,0.102511111111
e2,7,14,confirmation,119.025,0.330625,1.669375,True,0.651525,0.662069152395,0.102511111111
e2,8,14,confirmation,175.354,0.487094444444,1.51290555556,True,0.138619444444,0.647761760243,0.102511111111
Col,1,19,development,169.495,0.470819444444,1.52918055556,False,0.470819444444,0.941638888889,0.5
Col,2,19,development,117.146,0.325405555556,1.67459444444,False,0.796225,0.770153014357,0.264590277778
