dataset,cohort,genotype,condition,plant_id,events,candidate,increment_ara,one_step_median_ara,one_step_mean_ara,carrier_median_ara,carrier_mean_ara
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P10,33,one_third,0.6666666666666666,0.19444444444444453,0.18906810035842295,0.5833333333333339,0.510573476702509
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P10,33,one_over_e,0.7357588823428847,0.14757445099044864,0.15451566540521297,0.5812199607239741,0.580193256580871
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P10,33,three_eighths,0.75,0.13888888888888884,0.14946236559139786,0.5555555555555554,0.5152329749103948
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P10,33,fibonacci_8_21,0.7619047619047619,0.12698412698412698,0.14523809523809528,0.4095238095238152,0.44656938044034894
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P10,33,phi,0.7639320225002103,0.12495686638867853,0.1445187447042264,0.34870599166035987,0.4433552615590724
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P10,33,two_fifths,0.8,0.12777777777777777,0.1345878136200717,0.8277777777777784,0.804480286738351
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P10,33,silver_conjugate,0.8284271247461903,0.11601731969825413,0.1311199556697235,0.6207071737733401,0.5926570434874798
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P10,33,ridge,1.0,0.16666666666666674,0.19193548387096768,0.344444444444445,0.4410394265232977
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P11,24,persistence,0.0,0.7194444444444443,0.6919191919191919,0.5444444444444456,0.5106060606060606
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P11,24,one_third,0.6666666666666666,0.15555555555555556,0.31010101010101015,0.5333333333333328,0.5232323232323233
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P11,24,one_over_e,0.7357588823428847,0.0975744509904487,0.2713402044005672,0.23701170921569403,0.34279141035103033
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P11,24,three_eighths,0.75,0.08333333333333337,0.26717171717171717,0.14444444444444482,0.26237373737373776
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P11,24,fibonacci_8_21,0.7619047619047619,0.08134920634920628,0.2645021645021645,0.10753968253968349,0.22770562770562802
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P11,24,phi,0.7639320225002103,0.08337646694465473,0.26413357166662843,0.11714113639120338,0.22327820049203248
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P11,24,two_fifths,0.8,0.11666666666666664,0.25757575757575757,0.3888888888888893,0.3727272727272728
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P11,24,silver_conjugate,0.8284271247461903,0.13676045807952364,0.25460448608803743,0.48264788004087134,0.5248458563573519
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P11,24,ridge,1.0,0.2805555555555556,0.30808080808080807,0.5277777777777777,0.5333333333333332
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P12,24,persistence,0.0,0.8027777777777778,0.7949494949494951,0.49999999999999956,0.5095959595959597
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P12,24,one_third,0.6666666666666666,0.13611111111111118,0.15303030303030304,0.588888888888889,0.5722222222222227
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P12,24,one_over_e,0.7357588823428847,0.09166666666666662,0.11881495187531467,0.5541466404826494,0.5419573709817528
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P12,24,three_eighths,0.75,0.08333333333333337,0.11363636363636363,0.727777777777777,0.6497474747474743
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P12,24,fibonacci_8_21,0.7619047619047619,0.08888888888888885,0.1103896103896104,0.8503968253968246,0.7072150072150069
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P12,24,phi,0.7639320225002103,0.08888888888888885,0.10983672113630628,0.8610248438884689,0.7055700629161218
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P12,24,two_fifths,0.8,0.10833333333333334,0.10505050505050505,0.2722222222222239,0.34040404040404026
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P12,24,silver_conjugate,0.8284271247461903,0.09444444444444444,0.10876295321360745,0.17734492703754245,0.19959989589101712
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P12,24,ridge,1.0,0.1972222222222222,0.20505050505050496,0.5277777777777777,0.49141414141414147
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P13,30,persistence,0.0,0.7083333333333334,0.7017857142857143,0.505555555555556,0.4855158730158734
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P13,30,one_third,0.6666666666666666,0.0888888888888889,0.1755952380952381,0.30277777777777803,0.31170634920634904
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P13,30,one_over_e,0.7357588823428847,0.06944444444444448,0.1579616671342384,0.5271893560733885,0.4893606031257575
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P13,30,three_eighths,0.75,0.08333333333333337,0.15694444444444447,0.6249999999999991,0.5863095238095235
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P13,30,fibonacci_8_21,0.7619047619047619,0.09523809523809523,0.15875850340136055,0.6761904761904756,0.6372732426303852
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P13,30,phi,0.7639320225002103,0.09722222222222227,0.15933772071434577,0.6886732208322801,0.6385136302977238
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P13,30,two_fifths,0.8,0.10000000000000003,0.17281746031746031,0.39444444444444304,0.4374999999999995
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P13,30,silver_conjugate,0.8284271247461903,0.12842712474619028,0.18663419729373013,0.3807359454596835,0.4474000027354646
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P13,30,ridge,1.0,0.29166666666666663,0.2982142857142857,0.6583333333333339,0.6192460317460319
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P14,25,persistence,0.0,0.6777777777777778,0.6545893719806763,0.6055555555555565,0.5338164251207731
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P14,25,one_third,0.6666666666666666,0.5444444444444444,0.48067632850241543,0.48888888888888893,0.47439613526570035
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P14,25,one_over_e,0.7357588823428847,0.47535222876822636,0.4392087476612681,0.45860545736549163,0.448621713515636
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P14,25,three_eighths,0.75,0.461111111111111,0.431159420289855,0.49444444444444446,0.5019323671497589
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P14,25,fibonacci_8_21,0.7619047619047619,0.44920634920634916,0.42443064182194623,0.6460317460317455,0.5381642512077296
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P14,25,phi,0.7639320225002103,0.4471790886109007,0.4232847988766927,0.6641908241681405,0.5431001900488216
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P14,25,two_fifths,0.8,0.43888888888888894,0.40772946859903386,0.4444444444444444,0.4811594202898544
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P14,25,silver_conjugate,0.8284271247461903,0.4160173196982542,0.39762845961830917,0.4160173196982542,0.45202958633240753
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P14,25,ridge,1.0,0.3222222222222222,0.3454106280193236,0.33333333333333215,0.4285024154589373
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P15,34,persistence,0.0,0.8,0.7793402777777778,0.49444444444444446,0.509722222222222
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P15,34,one_third,0.6666666666666666,0.16388888888888892,0.25225694444444446,0.4888888888888888,0.4902777777777776
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P15,34,one_over_e,0.7357588823428847,0.10035222876822647,0.18882785254085066,0.31693879069882547,0.44630814995664125
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P15,34,three_eighths,0.75,0.08611111111111114,0.17934027777777778,0.44444444444444375,0.4517361111111108
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P15,34,fibonacci_8_21,0.7619047619047619,0.07420634920634928,0.17199900793650796,0.5238095238095255,0.5407738095238089
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P15,34,phi,0.7639320225002103,0.07217908861090083,0.17098537763878374,0.5427450069497031,0.5562316715641037
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P15,34,two_fifths,0.8,0.06388888888888894,0.15815972222222224,0.5972222222222214,0.5277777777777773
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P15,34,silver_conjugate,0.8284271247461903,0.07222222222222224,0.15468750000000003,0.15393218813452392,0.22984309337811643
Landrein2015,WS4_JL,WS4,JL,WS4_JL_P15,34,ridge,1.0,0.2,0.22065972222222224,0.6027777777777779,0.5642361111111113
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P1,47,persistence,0.0,0.6777777777777778,0.61679012345679,0.5000000000000016,0.5074074074074071
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P1,47,one_third,0.6666666666666666,0.36111111111111105,0.36049382716049383,0.62222222222222,0.5639506172839506
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P1,47,one_over_e,0.7357588823428847,0.292018895434893,0.33909755599195585,0.46236805925595803,0.4742678192358047
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P1,47,three_eighths,0.75,0.3055555555555556,0.33814814814814814,0.31111111111111,0.3949382716049379
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P1,47,fibonacci_8_21,0.7619047619047619,0.31746031746031744,0.3373544973544974,0.3690476190476186,0.41012345679012285
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P1,47,phi,0.7639320225002103,0.3194875780557659,0.3372193466481341,0.3738353924943212,0.42206138594576664
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P1,47,two_fifths,0.8,0.3555555555555554,0.337283950617284,0.47777777777777963,0.5012345679012344
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P1,47,silver_conjugate,0.8284271247461903,0.3395382358573014,0.338467211391552,0.45606047722777276,0.43509060715580683
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P1,47,ridge,1.0,0.3222222222222222,0.3832098765432099,0.5,0.4679012345679015
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P2,39,persistence,0.0,0.6666666666666666,0.6151651651651653,0.49444444444444446,0.5225225225225222
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P2,39,one_third,0.6666666666666666,0.2444444444444444,0.36711711711711714,0.41666666666666785,0.448648648648648
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P2,39,one_over_e,0.7357588823428847,0.3024255490095513,0.34443600724443924,0.3518011962091663,0.3706452314635975
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P2,39,three_eighths,0.75,0.31666666666666665,0.34174174174174177,0.2500000000000018,0.3250750750750755
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P2,39,fibonacci_8_21,0.7619047619047619,0.3285714285714285,0.33987558987558986,0.20634920634920206,0.3536679536679529
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P2,39,phi,0.7639320225002103,0.33059868916687696,0.33971121739487786,0.2509489394490707,0.3636797535071822
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P2,39,two_fifths,0.8,0.34999999999999987,0.3388888888888889,0.5333333333333314,0.5783783783783785
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P2,39,silver_conjugate,0.8284271247461903,0.3284271247461903,0.3400276895302659,0.606204902523968,0.5651534626663449
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P2,39,ridge,1.0,0.33333333333333337,0.3848348348348349,0.5555555555555571,0.5315315315315317
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P3,48,persistence,0.0,0.7027777777777777,0.6619565217391304,0.5138888888888884,0.4985507246376809
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P3,48,one_third,0.6666666666666666,0.2944444444444445,0.3844202898550724,0.36944444444444535,0.40314009661835765
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P3,48,one_over_e,0.7357588823428847,0.22535222876822647,0.34292208042538375,0.4597021960382044,0.48010675435700967
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P3,48,three_eighths,0.75,0.21111111111111114,0.3368357487922706,0.29722222222222205,0.4677536231884053
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P3,48,fibonacci_8_21,0.7619047619047619,0.20277777777777778,0.3329710144927537,0.45912698412698383,0.4701173222912358
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P3,48,phi,0.7639320225002103,0.20277777777777778,0.33235402213761717,0.4681935697161226,0.47353440946277636
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P3,48,two_fifths,0.8,0.1916666666666666,0.3235507246376811,0.6416666666666657,0.5420289855072461
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P3,48,silver_conjugate,0.8284271247461903,0.1833333333333333,0.31914643359694966,0.3332251560773032,0.3825742022992932
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P3,48,ridge,1.0,0.2972222222222223,0.3380434782608696,0.48888888888888715,0.48526570048309164
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P4,44,persistence,0.0,0.6416666666666666,0.6034391534391534,0.4861111111111125,0.49629629629629607
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P4,44,one_third,0.6666666666666666,0.3388888888888889,0.4031746031746032,0.4944444444444468,0.489417989417989
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P4,44,one_over_e,0.7357588823428847,0.35,0.39629629629629626,0.3734709278229955,0.4649918828267381
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P4,44,three_eighths,0.75,0.35,0.3957671957671958,0.5027777777777835,0.5038359788359792
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P4,44,fibonacci_8_21,0.7619047619047619,0.35,0.3957671957671957,0.568650793650793,0.5465608465608459
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P4,44,phi,0.7639320225002103,0.35,0.3957671957671958,0.5852613923637406,0.5391515886564304
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P4,44,two_fifths,0.8,0.3361111111111111,0.39417989417989424,0.4694444444444432,0.4986772486772489
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P4,44,silver_conjugate,0.8284271247461903,0.343795097476032,0.3928262215729327,0.5870851315637307,0.5406479701397235
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P4,44,ridge,1.0,0.35833333333333334,0.39656084656084656,0.2916666666666696,0.3857142857142858
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P5,36,persistence,0.0,0.7277777777777779,0.6493464052287582,0.5249999999999968,0.5106209150326797
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P5,36,one_third,0.6666666666666666,0.2277777777777778,0.38594771241830067,0.4722222222222179,0.49297385620915035
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P5,36,one_over_e,0.7357588823428847,0.18646333987933755,0.3465709834726295,0.3854066535746594,0.4666711362821976
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P5,36,three_eighths,0.75,0.17222222222222222,0.3401960784313727,0.5361111111111088,0.48660130718954353
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P5,36,fibonacci_8_21,0.7619047619047619,0.16031746031746036,0.3356676003734828,0.546428571428569,0.5413398692810468
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P5,36,phi,0.7639320225002103,0.15829019972201192,0.3349520966339128,0.4956392320823877,0.5492700357279479
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P5,36,two_fifths,0.8,0.12777777777777777,0.32679738562091504,0.6250000000000029,0.5991830065359462
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P5,36,silver_conjugate,0.8284271247461903,0.13676045807952364,0.323818012269832,0.4925686161873033,0.4499639436934038
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P5,36,ridge,1.0,0.2722222222222222,0.3506535947712418,0.27777777777777857,0.3782679738562088
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P6,41,persistence,0.0,0.5444444444444444,0.5801994301994302,0.5555555555555522,0.5327635327635328
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P6,41,one_third,0.6666666666666666,0.19999999999999996,0.35854700854700855,0.6388888888888893,0.5763532763532764
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P6,41,one_over_e,0.7357588823428847,0.2586855621015598,0.36272219322865507,0.6600143724383969,0.6381881165930506
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P6,41,three_eighths,0.75,0.2722222222222222,0.3638176638176638,0.6888888888888864,0.6296296296296295
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P6,41,fibonacci_8_21,0.7619047619047619,0.28412698412698406,0.3656695156695157,0.5730158730158728,0.5653235653235654
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P6,41,phi,0.7639320225002103,0.2861542447224325,0.3660333829558782,0.5706694122146487,0.5575264091872253
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P6,41,two_fifths,0.8,0.32222222222222224,0.3725071225071226,0.6333333333333329,0.5452991452991458
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P6,41,silver_conjugate,0.8284271247461903,0.3395382358573014,0.37678802593857946,0.5000722126480994,0.5204869416287187
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P6,41,ridge,1.0,0.4555555555555556,0.41980056980056973,0.4833333333333325,0.5370370370370378
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P7,40,persistence,0.0,0.6055555555555556,0.5614035087719298,0.541666666666667,0.5112573099415202
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P7,40,one_third,0.6666666666666666,0.2777777777777778,0.4146198830409357,0.5611111111111136,0.5226608187134506
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P7,40,one_over_e,0.7357588823428847,0.34686999345399583,0.41575239697176564,0.5504723858723324,0.5516593692553754
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P7,40,three_eighths,0.75,0.36111111111111116,0.4172514619883041,0.5416666666666683,0.5473684210526332
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P7,40,fibonacci_8_21,0.7619047619047619,0.373015873015873,0.41846282372598165,0.5353174603174624,0.5099624060150386
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P7,40,phi,0.7639320225002103,0.37504313361132147,0.4185695216520579,0.5101319915297751,0.49824129855885163
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P7,40,two_fifths,0.8,0.37777777777777777,0.42192982456140354,0.3888888888888875,0.42529239766081844
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P7,40,silver_conjugate,0.8284271247461903,0.3666666666666667,0.4255411249599248,0.7005410279962625,0.6367186880506553
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P7,40,ridge,1.0,0.3944444444444444,0.4385964912280702,0.5166666666666693,0.4907894736842109
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P8,49,persistence,0.0,0.6888888888888889,0.6628841607565011,0.533333333333327,0.5113475177304962
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P8,49,one_third,0.6666666666666666,0.28333333333333327,0.339952718676123,0.4999999999999929,0.49456264775413755
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P8,49,one_over_e,0.7357588823428847,0.3079811045651069,0.3302384167720336,0.3794988692508756,0.41474408318561035
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P8,49,three_eighths,0.75,0.32222222222222224,0.32872340425531915,0.37222222222222223,0.40449172576832154
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P8,49,fibonacci_8_21,0.7619047619047619,0.3325396825396827,0.32749071259709567,0.36031746031746037,0.42438365417088664
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P8,49,phi,0.7639320225002103,0.33051242194423425,0.3273613129846201,0.3709541208406897,0.4287190002606005
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P8,49,two_fifths,0.8,0.3166666666666667,0.32600472813238773,0.6666666666666714,0.6387706855791961
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P8,49,silver_conjugate,0.8284271247461903,0.3173160136350792,0.32566393409625466,0.42207808035826133,0.45405729336021655
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P8,49,ridge,1.0,0.3111111111111111,0.33711583924349886,0.6055555555555556,0.5652482269503546
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P9,51,persistence,0.0,0.7222222222222222,0.6431972789115646,0.5500000000000025,0.4980725623582767
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P9,51,one_third,0.6666666666666666,0.12777777777777777,0.27176870748299325,0.5333333333333337,0.4763038548752833
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P9,51,one_over_e,0.7357588823428847,0.08646333987933752,0.2454441049763496,0.7731587514228018,0.6869985467838462
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P9,51,three_eighths,0.75,0.0888888888888889,0.24489795918367344,0.6722222222222207,0.6029478458049882
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P9,51,fibonacci_8_21,0.7619047619047619,0.10079365079365077,0.24595076125688367,0.632539682539683,0.5918205377389041
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P9,51,phi,0.7639320225002103,0.10282091138909921,0.24632311524380282,0.635205305273356,0.5971907093711469
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P9,51,two_fifths,0.8,0.10555555555555562,0.2554421768707483,0.4777777777777761,0.4973922902494334
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P9,51,silver_conjugate,0.8284271247461903,0.13398268030174587,0.26742497692168116,0.5256855950085821,0.5209898113174593
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P9,51,ridge,1.0,0.2777777777777778,0.3568027210884353,0.5722222222222229,0.49739229024943277
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P10,44,persistence,0.0,0.6916666666666667,0.6362433862433863,0.47222222222222276,0.48346560846560827
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P10,44,one_third,0.6666666666666666,0.4277777777777777,0.41031746031746036,0.5055555555555511,0.48373015873015907
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P10,44,one_over_e,0.7357588823428847,0.3809077843237819,0.3692153470324888,0.5329852258371499,0.5786993556941886
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P10,44,three_eighths,0.75,0.3666666666666666,0.3624338624338625,0.2972222222222243,0.4039682539682546
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P10,44,fibonacci_8_21,0.7619047619047619,0.3583333333333333,0.35736961451247173,0.37658730158729803,0.44480347694633277
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P10,44,phi,0.7639320225002103,0.3583333333333333,0.35659732476182465,0.4291149197287396,0.46058714872518147
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P10,44,two_fifths,0.8,0.3583333333333333,0.35000000000000003,0.40833333333333144,0.4162698412698413
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P10,44,silver_conjugate,0.8284271247461903,0.3326839863649208,0.3484126984126984,0.4400071929215841,0.47622651503065894
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P10,44,ridge,1.0,0.30833333333333335,0.3637566137566137,0.6250000000000007,0.5482804232804235
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P11,53,persistence,0.0,0.6944444444444444,0.6373638344226579,0.4499999999999942,0.5056644880174291
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P11,53,one_third,0.6666666666666666,0.3055555555555555,0.4107843137254902,0.6666666666666714,0.616339869281046
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P11,53,one_over_e,0.7357588823428847,0.3475744509904486,0.3727208954281888,0.5026576206736735,0.4878887243517796
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P11,53,three_eighths,0.75,0.33333333333333326,0.36819172113289766,0.6666666666666714,0.6093681917211325
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P11,53,fibonacci_8_21,0.7619047619047619,0.3214285714285714,0.36518829754123877,0.7896825396825378,0.6603485838779957
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P11,53,phi,0.7639320225002103,0.31940131083312295,0.364751045255946,0.7403295247157047,0.6416385838542132
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P11,53,two_fifths,0.8,0.30000000000000004,0.3569716775599129,0.3888888888888884,0.45468409586056596
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P11,53,silver_conjugate,0.8284271247461903,0.304906208587143,0.3526596500793495,0.50252517522555,0.48918313645863637
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P11,53,ridge,1.0,0.3055555555555556,0.3626361655773421,0.43888888888889,0.44422657952069655
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P12,42,persistence,0.0,0.6944444444444444,0.6477777777777778,0.5055555555555555,0.49569444444444466
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P12,42,one_third,0.6666666666666666,0.3361111111111111,0.42833333333333334,0.4805555555555552,0.4906944444444442
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P12,42,one_over_e,0.7357588823428847,0.39722222222222225,0.37922150360030227,0.4086095786375301,0.4687784487848282
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P12,42,three_eighths,0.75,0.39722222222222225,0.37166666666666665,0.21666666666666856,0.3340277777777779
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P12,42,fibonacci_8_21,0.7619047619047619,0.39722222222222225,0.3657539682539682,0.2142857142857144,0.3417261904761895
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P12,42,phi,0.7639320225002103,0.39722222222222225,0.3648417009860165,0.24812802805997247,0.36010826804354856
Landrein2015,WS4_JC-JL,WS4,JC-JL,WS4_JC-JL_P12,42,two_fifths,0.8,0.39722222222222225,0.3511111111111111,0.6361111111111146,0.5573611111111114
