plane,valid_steps,contracting_reverse_count,contracting_reverse_share,contracting_forward_count,contracting_forward_share,expanding_reverse_count,expanding_reverse_share,expanding_forward_count,expanding_forward_share
psi0_psi1,79706,19921,0.2499309964118134,20000,0.25092213886031167,19855,0.24910295335357438,19930,0.25004391137430054
psi1_psi2,80370,20113,0.25025507029986316,20129,0.25045414955829287,20014,0.24902326738832897,20114,0.250267512753515
psi2_psi0,79659,19945,0.2503797436573394,19873,0.24947589098532494,19992,0.2509697585960155,19849,0.24917460676132014
