domain,population,split,cell,evidence_role,n,n_contracting,n_expanding,n_reverse,n_forward,radial_median_contracting,radial_median_expanding,radial_reciprocal_product,radial_implied_alpha,angular_median_reverse_turns,angular_median_forward_turns,angular_implied_tau,radial_fixed_winner,angular_fixed_winner,radial_e_pass,angular_phi_pass,joint_fixed_pass,radial_score_plastic,radial_score_sqrt2,radial_score_three_halves,radial_score_phi,radial_score_octave,radial_score_e,angular_score_quarter,angular_score_third,angular_score_one_over_e,angular_score_three_eighths,angular_score_phi_inverse_squared,angular_score_two_fifths,angular_score_sqrt2_minus_1,radial_alpha_cal,radial_score_fitted_cal,radial_e_beats_fitted,angular_tau_cal,angular_score_fitted_cal,angular_phi_beats_fitted,strong_transfer_pass
recorded_qutrit,three_planes_circle,holdout,psi0_psi1:lag16,real_data_primary,75149,37498,37651,37632,37517,0.544312993394,1.83482162017,0.998717248419,1.83599956418,0.249549317315,0.250254340522,0.249901828918,octave,quarter,False,False,False,0.326389480247,0.26101546429,0.202123946462,0.12637722951,0.0855581259899,0.39241094543,0.00035251160338,0.083431504415,0.117977612253,0.125098171082,0.132064182332,0.150098171082,0.164311733455,1.80911405229,0.0147518029957,False,0.266935688501,0.0170338595826,False,False
recorded_qutrit,three_planes_circle,holdout,psi0_psi1:lag32,real_data_primary,70600,35334,35266,35499,35101,0.544157358413,1.83923567634,1.00083362714,1.83846953613,0.249797244635,0.249221997833,0.249509621234,octave,quarter,False,False,False,0.327733877775,0.262359861818,0.20346834399,0.127721627038,0.0842137284622,0.391066547902,0.000490378766182,0.0838237120995,0.118369819938,0.125490378766,0.132456390016,0.150490378766,0.164703941139,1.80911405229,0.0160962005234,False,0.266935688501,0.0174260672671,False,False
recorded_qutrit,three_planes_circle,holdout,psi0_psi1:lag64,real_data_primary,62342,31115,31227,30984,31358,0.541610813708,1.82302664158,0.987370942756,1.83464839087,0.249901707018,0.250824344755,0.250363025887,octave,quarter,False,False,False,0.325653276221,0.260279260264,0.201387742435,0.125641025484,0.0862943300164,0.393147149456,0.000461318868603,0.0829703074466,0.117516415285,0.124636974113,0.131602985363,0.149636974113,0.163850536486,1.80911405229,0.0140155989692,False,0.266935688501,0.0165726626142,False,False
recorded_qutrit,three_planes_circle,calibration,psi1_psi2:lag1,real_data_primary,80239,40153,40086,39967,40272,0.548189602927,1.8187274533,0.997007480458,1.82145486491,0.248430826899,0.248759719895,0.248595273397,octave,quarter,False,False,False,0.318435983768,0.253061967811,0.194170449983,0.118423733032,0.0935116224685,0.400364441909,0.00140472660293,0.0847380599363,0.119284167774,0.126404726603,0.133370737853,0.151404726603,0.165618288976,1.80911405229,0.00679830651705,False,0.266935688501,0.0183404151038,False,False
recorded_qutrit,three_planes_circle,calibration,psi1_psi2:lag2,real_data_primary,79947,40004,39943,39699,40248,0.596865607414,1.67333810762,0.998757966012,1.67437824805,0.359431557207,0.360870194151,0.360150875679,phi,one_over_e,False,False,False,0.234242326842,0.168868310885,0.109976793057,0.0342300761058,0.177705279395,0.484558098835,0.110150875679,0.0268175423458,0.00772856549227,0.0148491243208,0.0218151355709,0.0398491243208,0.0540626866939,1.80911405229,0.077395350409,False,0.266935688501,0.0932151871783,True,False
recorded_qutrit,three_planes_circle,calibration,psi1_psi2:lag4,real_data_primary,79359,39541,39818,39901,39458,0.542444728242,1.84240689796,0.999403909075,1.84295626457,0.248892596389,0.250011683913,0.249452140151,octave,quarter,False,False,False,0.330171373532,0.264797357575,0.205905839747,0.130159122795,0.0817762327052,0.388629052145,0.000559543762055,0.0838811931823,0.11842730102,0.125547859849,0.132513871099,0.150547859849,0.164761422222,1.80911405229,0.0185336962803,False,0.266935688501,0.0174835483498,False,False
recorded_qutrit,three_planes_circle,calibration,psi1_psi2:lag8,real_data_primary,78228,39054,39174,39262,38966,0.540446758222,1.8490958539,0.999337859882,1.84970833835,0.25054298599,0.249456247559,0.249999616775,octave,quarter,False,False,False,0.333828397395,0.268454381438,0.20956286361,0.133816146658,0.0781192088423,0.384972028282,0.000543369215818,0.0833337165587,0.117879824397,0.125000383225,0.131966394475,0.150000383225,0.164213945598,1.80911405229,0.0221907201433,False,0.266935688501,0.0169360717262,False,False
recorded_qutrit,three_planes_circle,calibration,psi1_psi2:lag16,real_data_primary,76000,38081,37919,37955,38045,0.54376223361,1.8467912074,1.00421531194,1.84291106957,0.25185377482,0.253016394956,0.252435084888,octave,quarter,False,False,False,0.33014685012,0.264772834163,0.205881316335,0.130134599383,0.0818007561171,0.388653575557,0.00243508488782,0.0808982484455,0.115444356284,0.122564915112,0.129530926362,0.147564915112,0.161778477485,1.80911405229,0.0185091728685,False,0.266935688501,0.014500603613,False,False
recorded_qutrit,three_planes_circle,calibration,psi1_psi2:lag32,real_data_primary,71716,35773,35943,35745,35971,0.542598629167,1.84307254432,1.000048636,1.84302772611,0.251082364603,0.249966372788,0.250524368696,octave,quarter,False,False,False,0.330210148263,0.264836132306,0.205944614478,0.130197897526,0.0817374579741,0.388590277414,0.000557995907397,0.0828089646376,0.117355072476,0.124475631304,0.131441642554,0.149475631304,0.163689193677,1.80911405229,0.0185724710114,False,0.266935688501,0.0164113198052,False,False
recorded_qutrit,three_planes_circle,calibration,psi1_psi2:lag64,real_data_primary,63756,31907,31849,31882,31874,0.540606480017,1.85924381766,1.00511925576,1.85450303955,0.250469507018,0.252095391697,0.251282449358,octave,quarter,False,False,False,0.336417182634,0.271043166677,0.212151648849,0.136404931897,0.075530423603,0.382383243043,0.00128244935754,0.0820508839758,0.116596991814,0.123717550642,0.130683561893,0.148717550642,0.162931113016,1.80911405229,0.0247795053826,False,0.266935688501,0.0156532391433,False,False
recorded_qutrit,three_planes_circle,holdout,psi1_psi2:lag1,real_data_primary,80370,40242,40128,40127,40243,0.550687580353,1.8135426232,0.998695399035,1.8147267569,0.247384885181,0.249714250657,0.248549567919,octave,quarter,False,False,False,0.314735334769,0.249361318812,0.190469800984,0.114723084033,0.0972122714676,0.404065090908,0.00145043208104,0.0847837654144,0.119329873252,0.126450432081,0.133416443331,0.151450432081,0.165663994454,1.80911405229,0.00309765751794,False,0.266935688501,0.0183861205819,False,False
recorded_qutrit,three_planes_circle,holdout,psi1_psi2:lag2,real_data_primary,80023,39929,40094,39797,40226,0.595873099908,1.66837899148,0.994142161474,1.67328711214,0.357879576569,0.358808276591,0.35834392658,phi,one_over_e,False,False,False,0.233590448402,0.168216432445,0.109324914617,0.0335781976651,0.178357157835,0.485209977275,0.10834392658,0.0250105932463,0.00953551459185,0.0166560734204,0.0236220846705,0.0416560734204,0.0558696357935,1.80911405229,0.0780472288497,False,0.266935688501,0.0914082380787,True,False
recorded_qutrit,three_planes_circle,holdout,psi1_psi2:lag4,real_data_primary,79358,39702,39656,39797,39561,0.543791553221,1.84209543355,1.00171593699,1.84051700426,0.250211967928,0.249865384047,0.250038675988,octave,quarter,False,False,False,0.328846938688,0.263472922731,0.204581404902,0.128834687951,0.0831006675493,0.389953486989,0.000173291940849,0.0832946573457,0.117840765184,0.124961324012,0.131927335262,0.149961324012,0.164174886385,1.80911405229,0.0172092614363,False,0.266935688501,0.0168970125132,False,False
recorded_qutrit,three_planes_circle,holdout,psi1_psi2:lag8,real_data_primary,78042,39008,39034,39077,38965,0.54496857985,1.84883659175,1.00755785178,1.84188932907,0.250327904498,0.25072684057,0.250527372534,octave,quarter,False,False,False,0.329592280466,0.264218264509,0.205326746681,0.129580029729,0.0823553257712,0.389208145211,0.000527372534002,0.0828059607993,0.117352068637,0.124472627466,0.131438638716,0.149472627466,0.163686189839,1.80911405229,0.0179546032143,False,0.266935688501,0.0164083159669,False,False
recorded_qutrit,three_planes_circle,holdout,psi1_psi2:lag16,real_data_primary,75511,37690,37821,37783,37728,0.543108512607,1.83690448687,0.997638463663,1.83907729436,0.251398096829,0.248042795303,0.249720446066,octave,quarter,False,False,False,0.328064401055,0.262690385097,0.203798867269,0.128052150318,0.0838832051825,0.390736024623,0.00167765076298,0.0836128872674,0.118158995106,0.125279553934,0.132245565184,0.150279553934,0.164493116307,1.80911405229,0.0164267238031,False,0.266935688501,0.017215242435,False,False
recorded_qutrit,three_planes_circle,holdout,psi1_psi2:lag32,real_data_primary,70830,35304,35526,35617,35213,0.541909964921,1.84386177125,0.999207067779,1.8445932354,0.247902129937,0.25159577367,0.249748951804,octave,quarter,False,False,False,0.331059210022,0.265685194065,0.206793676237,0.131046959285,0.080888396215,0.387741215655,0.00184682186684,0.0835843815297,0.118130489368,0.125251048196,0.132217059446,0.150251048196,0.164464610569,1.80911405229,0.0194215327706,False,0.266935688501,0.0171867366972,False,False
recorded_qutrit,three_planes_circle,holdout,psi1_psi2:lag64,real_data_primary,62381,31043,31338,30991,31390,0.543353378321,1.83778500721,0.998566692297,1.83910348026,0.250047021743,0.251910281598,0.25097865167,octave,quarter,False,False,False,0.328078639655,0.262704623698,0.20381310587,0.128066388919,0.0838689665816,0.390721786022,0.00097865167028,0.0823546816631,0.116900789501,0.12402134833,0.13098735958,0.14902134833,0.163234910703,1.80911405229,0.016440962404,False,0.266935688501,0.0159570368306,False,False
recorded_qutrit,three_planes_circle,calibration,psi2_psi0:lag1,real_data_primary,79829,39858,39971,40409,39420,0.551983764797,1.80624700134,0.997019019953,1.80894522875,0.249595920622,0.247723239999,0.24865958031,octave,quarter,False,False,False,0.311544354405,0.246170338448,0.18727882062,0.111532103668,0.100403251832,0.407256071272,0.00134041968961,0.0846737530229,0.119219860861,0.12634041969,0.13330643094,0.15134041969,0.165553982063,1.80911405229,0.00149271600893,False,0.266935688501,0.0182761081905,False,False
recorded_qutrit,three_planes_circle,calibration,psi2_psi0:lag2,real_data_primary,79493,39800,39693,39783,39710,0.596786096138,1.67374715366,0.998869029755,1.67469443646,0.359639836892,0.358811173065,0.359225504979,phi,one_over_e,False,False,False,0.234431148259,0.169057132302,0.110165614474,0.0344188975228,0.177516457978,0.484369277418,0.109225504979,0.0258921716455,0.00865393619266,0.0157744950212,0.0227405062713,0.0407744950212,0.0549880573943,1.80911405229,0.077206528992,False,0.266935688501,0.0922898164779,True,False
recorded_qutrit,three_planes_circle,calibration,psi2_psi0:lag4,real_data_primary,78849,39413,39436,39440,39409,0.543164117217,1.83623979453,0.997379566996,1.83865040472,0.251393130956,0.250193926994,0.250793528975,octave,quarter,False,False,False,0.327832252566,0.262458236609,0.203566718781,0.127820001829,0.084115353671,0.390968173111,0.000793528975064,0.0825398043583,0.117085912196,0.124206471025,0.131172482275,0.149206471025,0.163420033398,1.80911405229,0.0161945753145,False,0.266935688501,0.0161421595258,False,False
recorded_qutrit,three_planes_circle,calibration,psi2_psi0:lag8,real_data_primary,77550,38767,38783,38626,38924,0.542648931253,1.83936469191,0.998129284252,1.84108757381,0.249546832823,0.250513677021,0.250030254922,octave,quarter,False,False,False,0.329156895404,0.263782879447,0.204891361619,0.129144644667,0.0827907108331,0.389643530273,0.000483422098746,0.0833030784114,0.117849186249,0.124969745078,0.131935756328,0.149969745078,0.164183307451,1.80911405229,0.0175192181525,False,0.266935688501,0.0169054335789,False,False
recorded_qutrit,three_planes_circle,calibration,psi2_psi0:lag16,real_data_primary,75033,37606,37427,37375,37658,0.544961503024,1.83396457454,0.999440091036,1.83447821693,0.249336799351,0.252132597157,0.250734698254,octave,quarter,False,False,False,0.325560516258,0.260186500301,0.201294982473,0.125548265522,0.0863870899785,0.393239909419,0.00139789890329,0.0825986350794,0.117144742918,0.124265301746,0.131231312996,0.149265301746,0.163478864119,1.80911405229,0.013922839007,False,0.266935688501,0.0162009902469,False,False
recorded_qutrit,three_planes_circle,calibration,psi2_psi0:lag32,real_data_primary,70292,35117,35175,34870,35422,0.544234478715,1.83801760378,1.00031255246,1.83773043263,0.247881556092,0.250848939194,0.249365247643,octave,quarter,False,False,False,0.327331775434,0.261957759477,0.203066241648,0.127319524697,0.0846158308033,0.391468650243,0.001483691551,0.0839680856904,0.118514193528,0.125634752357,0.132600763607,0.150634752357,0.16484831473,1.80911405229,0.0156940981823,False,0.266935688501,0.0175704408579,False,False
recorded_qutrit,three_planes_circle,calibration,psi2_psi0:lag64,real_data_primary,61910,30995,30915,30953,30957,0.541229315083,1.83701474274,0.994246231011,1.84232253785,0.248859157659,0.250419616108,0.249639386883,octave,quarter,False,False,False,0.329827450165,0.264453434208,0.20556191638,0.129815199428,0.0821201560723,0.388972975512,0.000780229224619,0.0836939464502,0.118240054288,0.125360613117,0.132326624367,0.150360613117,0.16457417549,1.80911405229,0.0181897729133,False,0.266935688501,0.0172963016177,False,False
recorded_qutrit,three_planes_circle,holdout,psi2_psi0:lag1,real_data_primary,79659,39818,39841,39937,39722,0.548478424395,1.81835338697,0.99732760068,1.82078795089,0.249085138372,0.249509925051,0.249297531712,octave,quarter,False,False,False,0.318069773093,0.252695757136,0.193804239308,0.118057522356,0.0938778331442,0.400730652584,0.000702468288384,0.0840358016217,0.11858190946,0.125702468288,0.132668479538,0.150702468288,0.164916030661,1.80911405229,0.00643209584143,False,0.266935688501,0.0176381567893,False,False
recorded_qutrit,three_planes_circle,holdout,psi2_psi0:lag2,real_data_primary,79327,39462,39865,39735,39592,0.59491199098,1.6713272446,0.994292618665,1.67611720932,0.359153489648,0.360655143623,0.359904316636,phi,one_over_e,False,False,False,0.235280359036,0.169906343079,0.111014825251,0.0352681082993,0.176667247201,0.483520066641,0.109904316636,0.0265709833022,0.00797512453589,0.0150956833645,0.0220616946146,0.0400956833645,0.0543092457375,1.80911405229,0.0763573182154,False,0.266935688501,0.0929686281347,True,False
recorded_qutrit,three_planes_circle,holdout,psi2_psi0:lag4,real_data_primary,78681,39321,39360,38885,39796,0.545259777884,1.84448162156,1.00572163928,1.83922742853,0.249336684061,0.250714725257,0.250025704659,octave,quarter,False,False,False,0.32814603333,0.262772017373,0.203880499545,0.128133782593,0.0838015729071,0.390654392347,0.00068902059784,0.0833076286741,0.117853736512,0.124974295341,0.131940306591,0.149974295341,0.164187857714,1.80911405229,0.0165083560785,False,0.266935688501,0.0169099838417,False,False
recorded_qutrit,three_planes_circle,holdout,psi2_psi0:lag8,real_data_primary,77377,38683,38694,38686,38691,0.541859328864,1.84721131087,1.00092868118,1.84635417256,0.25215273904,0.254469908923,0.253311323982,octave,quarter,False,False,False,0.332013402858,0.266639386901,0.207747869072,0.132001152121,0.0799342033793,0.386787022819,0.00331132398167,0.0800220093517,0.11456811719,0.121688676018,0.128654687268,0.146688676018,0.160902238391,1.80911405229,0.0203757256063,False,0.266935688501,0.0136243645192,False,False
recorded_qutrit,three_planes_circle,holdout,psi2_psi0:lag16,real_data_primary,74884,37497,37387,37539,37345,0.544646586815,1.84202083198,1.00325035898,1.83903449553,0.248149079854,0.247470330581,0.247809705217,octave,quarter,False,False,False,0.32804112889,0.262667112933,0.203775595105,0.128028878154,0.0839064773466,0.390759296787,0.00219029478259,0.0855236281159,0.120069735954,0.127190294783,0.134156306033,0.152190294783,0.166403857156,1.80911405229,0.016403451639,False,0.266935688501,0.0191259832835,False,False
recorded_qutrit,three_planes_circle,holdout,psi2_psi0:lag32,real_data_primary,70135,34975,35160,35131,35004,0.545446306008,1.83716733495,1.00207613637,1.83526319439,0.250942282411,0.252277505193,0.251609893802,octave,quarter,False,False,False,0.325988327101,0.260614311144,0.201722793316,0.125976076365,0.0859592791356,0.392812098576,0.0016098938023,0.081723439531,0.116269547369,0.123390106198,0.130356117448,0.148390106198,0.162603668571,1.80911405229,0.01435064985,False,0.266935688501,0.0153257946986,False,False
recorded_qutrit,three_planes_circle,holdout,psi2_psi0:lag64,real_data_primary,61622,30788,30834,30737,30885,0.545225471017,1.83719474369,1.00168536948,1.83564851945,0.251362367803,0.251525112826,0.251443740315,octave,quarter,False,False,False,0.32619826268,0.260824246723,0.201932728895,0.126186011944,0.0857493435566,0.392602162997,0.0014437403147,0.0818895930186,0.116435700857,0.123556259685,0.130522270935,0.148556259685,0.162769822058,1.80911405229,0.014560585429,False,0.266935688501,0.0154919481862,False,False
recorded_bubbles,octave_relative_roots,calibration,level=0,real_data_transfer,125,69,56,68,54,0.760419124186,1.25109552019,0.951356959733,1.28264741075,0.0407322049369,0.0481491139919,0.0444406594644,plastic,quarter,False,False,False,0.0322470232464,0.0976210392034,0.156512557032,0.232259273983,0.444194629483,0.751047448923,0.205559340536,0.288892673869,0.323438781707,0.330559340536,0.337525351786,0.355559340536,0.369772902909,1.20528672622,0.0622350653646,False,0.0334361752833,0.0110044841811,False,False
recorded_bubbles,octave_relative_roots,calibration,level=1,real_data_transfer,125,63,62,50,74,0.790349790276,1.1778697062,0.930929075265,1.22075399977,0.0506309057625,0.0379467996659,0.0442888527142,plastic,quarter,False,False,False,0.0817060082323,0.147080024189,0.205971542018,0.281718258969,0.493653614469,0.800506433909,0.205711147286,0.289044480619,0.323590588457,0.330711147286,0.337677158536,0.355711147286,0.369924709659,1.20528672622,0.0357860929237,False,0.0334361752833,0.0108526774309,False,False
recorded_bubbles,octave_relative_roots,calibration,level=2,real_data_transfer,125,38,87,63,62,0.841763268259,1.1654547011,0.981036958205,1.17666576557,0.027904377407,0.0348294200018,0.0313668987044,plastic,quarter,False,False,False,0.118515689023,0.18388970498,0.242781222808,0.318527939759,0.53046329526,0.8373161147,0.218633101296,0.301966434629,0.336512542467,0.343633101296,0.350599112546,0.368633101296,0.382846663669,1.20528672622,0.0240336004118,False,0.0334361752833,0.00346252129742,False,False
recorded_bubbles,octave_relative_roots,calibration,level=3,real_data_transfer,125,19,106,67,58,0.921314265489,1.25253395917,1.15397740459,1.16597934353,0.022633472908,0.0211597721838,0.0218966225459,plastic,quarter,False,False,False,0.127638201515,0.193012217472,0.2519037353,0.327650452251,0.539585807752,0.846438627192,0.228103377454,0.311436710787,0.345982818626,0.353103377454,0.360069388704,0.378103377454,0.392316939827,1.20528672622,0.0716072939081,False,0.0334361752833,0.0115395527374,False,False
recorded_bubbles,octave_relative_roots,evaluation,level=0,real_data_transfer,172,74,98,83,87,0.784689018183,1.19076635342,0.934381280751,1.23187864883,0.0399942121904,0.0316105741495,0.0358023931699,plastic,quarter,False,False,False,0.0726671297272,0.138041145684,0.196932663512,0.272679380464,0.484614735964,0.791467555404,0.21419760683,0.297530940163,0.332077048002,0.33919760683,0.34616361808,0.36419760683,0.378411169203,1.20528672622,0.0339353502756,False,0.0334361752833,0.00419181902045,False,False
recorded_bubbles,octave_relative_roots,evaluation,level=1,real_data_transfer,172,81,91,84,88,0.834443090207,1.15037786268,0.959924858638,1.17414544197,0.0282486592678,0.0223227158657,0.0252856875668,plastic,quarter,False,False,False,0.120658974758,0.186032990715,0.244924508543,0.320671225495,0.532606580995,0.839459400435,0.224714312433,0.308047645767,0.342593753605,0.349714312433,0.356680323683,0.374714312433,0.388927874806,1.20528672622,0.026176886147,False,0.0334361752833,0.00815048771651,False,False
recorded_bubbles,octave_relative_roots,evaluation,level=2,real_data_transfer,172,81,91,77,95,0.89399615777,1.16742314255,1.04367180393,1.14273708857,0.0217184036046,0.0174375429784,0.0195779732915,plastic,quarter,False,False,False,0.147773234717,0.213147250674,0.272038768502,0.347785485454,0.559720840954,0.866573660394,0.230422026708,0.313755360042,0.34830146788,0.355422026708,0.362388037959,0.380422026708,0.394635589082,1.20528672622,0.0532911461061,False,0.0334361752833,0.0138582019918,False,False
recorded_bubbles,octave_relative_roots,evaluation,level=3,real_data_transfer,172,40,132,82,90,0.937829462083,1.23272623642,1.1560869832,1.14649393207,0.0192925846751,0.0189075441533,0.0191000644142,plastic,quarter,False,False,False,0.14449191147,0.209865927427,0.268757445255,0.344504162206,0.556439517707,0.863292337147,0.230899935586,0.314233268919,0.348779376757,0.355899935586,0.362865946836,0.380899935586,0.395113497959,1.20528672622,0.0725205062014,False,0.0334361752833,0.0143361108691,False,False
recorded_bubbles,octave_relative_roots,holdout,level=0,real_data_transfer,40,22,18,18,22,0.691169844598,1.12395397006,0.776843090824,1.27516433768,0.0432990401561,0.0345021804865,0.0389006103213,plastic,quarter,False,False,False,0.12625844566,0.12625844566,0.162353863717,0.238100580669,0.450035936169,0.756888755609,0.211099389679,0.294432723012,0.32897883085,0.336099389679,0.343065400929,0.361099389679,0.375312952052,1.20528672622,0.12625844566,False,0.0334361752833,0.00546443503799,False,False
recorded_bubbles,octave_relative_roots,holdout,level=1,real_data_transfer,40,24,16,15,25,0.804231200161,1.20740620027,0.971033737525,1.22521024686,0.0250284637517,0.0145659963662,0.019797230059,plastic,quarter,False,False,False,0.0780281186516,0.143402134609,0.202293652437,0.278040369388,0.489975724889,0.796828544329,0.230202769941,0.313536103274,0.348082211112,0.355202769941,0.362168781191,0.380202769941,0.394416332314,1.20528672622,0.0164539699594,False,0.0334361752833,0.0136389452243,False,False
recorded_bubbles,octave_relative_roots,holdout,level=2,real_data_transfer,40,17,23,15,25,0.803997832497,1.19427997322,0.960198509867,1.21878088959,0.0253090242794,0.0211565907677,0.0232328075235,plastic,quarter,False,False,False,0.08334848601,0.148722501967,0.207614019795,0.283360736747,0.495296092247,0.802148911687,0.226767192476,0.31010052581,0.344646633648,0.351767192476,0.358733203727,0.376767192476,0.39098075485,1.20528672622,0.0203076173926,False,0.0334361752833,0.0102033677598,False,False
recorded_bubbles,octave_relative_roots,holdout,level=3,real_data_transfer,40,9,31,25,15,0.788020975151,1.31983534869,1.04005793851,1.29416898937,0.014409176102,0.0280858689007,0.0212475225014,plastic,quarter,False,False,False,0.0233307922012,0.0887048081582,0.147596325986,0.223343042938,0.435278398438,0.742131217878,0.228752477499,0.312085810832,0.34663191867,0.353752477499,0.360718488749,0.378752477499,0.392966039872,1.20528672622,0.0711512964098,False,0.0334361752833,0.0121886527819,False,False
