genotype,plant,split,n_events,candidate,candidate_type,increment_ara,heldout_n,one_step_median_ara,one_step_mean_ara,carrier_median_ara,carrier_mean_ara
e1e2,4,confirmation,4,one_over_e,fixed,0.735758882343,2,0.179622771232,0.179622771232,0.264479990181,0.264479990181
e1e2,4,confirmation,4,nearest_eighth_3_8,fixed,0.75,2,0.193863888889,0.193863888889,0.285841666667,0.285841666667
e1e2,4,confirmation,4,fibonacci_8_21,fixed,0.761904761905,2,0.205768650794,0.205768650794,0.303698809524,0.303698809524
e1e2,4,confirmation,4,phi,fixed,0.7639320225,2,0.207795911389,0.207795911389,0.306739700417,0.306739700417
e1e2,4,confirmation,4,two_fifths_phase,fixed,0.8,2,0.243863888889,0.243863888889,0.360841666667,0.360841666667
e1e2,4,confirmation,4,silver_conjugate,fixed,0.828427124746,2,0.272291013635,0.272291013635,0.403482353786,0.403482353786
e1e2,4,confirmation,4,half_turn_ridge,fixed,1,2,0.443863888889,0.443863888889,0.660841666667,0.660841666667
e1e2,4,confirmation,4,development_step_fit,development_fit,0.767655555556,2,0.211519444444,0.211519444444,0.312325,0.312325
e1e2,4,confirmation,4,development_carrier_fit,development_fit,0.766279999999,2,0.210143888888,0.210143888888,0.310261666666,0.310261666666
e1e2,5,development,6,persistence,fixed,0,4,0.786597222222,0.737181944444,0.576794444444,0.527270833333
e1e2,5,development,6,one_third_phase,fixed,0.666666666667,4,0.179527777778,0.305954166667,0.806458333333,0.6939375
e1e2,5,development,6,one_over_e,fixed,0.735758882343,4,0.110435562102,0.241133058829,0.896392797416,0.714748627476
e1e2,5,development,6,nearest_eighth_3_8,fixed,0.75,4,0.0961944444444,0.2340125,0.853669444444,0.679145833333
e1e2,5,development,6,fibonacci_8_21,fixed,0.761904761905,4,0.0842896825397,0.228060119048,0.81795515873,0.649383928571
e1e2,5,development,6,phi,fixed,0.7639320225,4,0.0822624219442,0.22704648875,0.811873376944,0.644315777083
e1e2,5,development,6,two_fifths_phase,fixed,0.8,4,0.0595972222222,0.2090125,0.703669444444,0.554145833333
e1e2,5,development,6,silver_conjugate,fixed,0.828427124746,4,0.0595972222222,0.194798937627,0.618388070206,0.483078021468
e1e2,5,development,6,half_turn_ridge,fixed,1,4,0.213402777778,0.262818055556,0.158644444444,0.185915277778
e1e2,5,development,6,development_step_fit,development_fit,0.767655555556,4,0.0785388888889,0.225184722222,0.800702777778,0.635006944444
e1e2,5,development,6,development_carrier_fit,development_fit,0.766279999999,4,0.0799144444452,0.2258725,0.804829444447,0.638445833335
e1e2,6,confirmation,6,persistence,fixed,0,4,0.784666666667,0.788255555556,0.609708333333,0.60205
e1e2,6,confirmation,6,one_third_phase,fixed,0.666666666667,4,0.118,0.121588888889,0.288902777778,0.296561111111
e1e2,6,confirmation,6,one_over_e,fixed,0.735758882343,4,0.0489077843238,0.0524966732127,0.116172238587,0.123830571921
e1e2,6,confirmation,6,nearest_eighth_3_8,fixed,0.75,4,0.0346666666667,0.0382555555556,0.0805694444444,0.0882277777778
e1e2,6,confirmation,6,fibonacci_8_21,fixed,0.761904761905,4,0.0227619047619,0.0263507936508,0.0508075396825,0.0584658730159
e1e2,6,confirmation,6,phi,fixed,0.7639320225,4,0.0207346441665,0.0243235330553,0.0457393881939,0.0533977215273
e1e2,6,confirmation,6,two_fifths_phase,fixed,0.8,4,0.0153333333333,0.0173527777778,0.0388222222222,0.0367722222222
e1e2,6,confirmation,6,silver_conjugate,fixed,0.828427124746,4,0.0437604580795,0.0401715691906,0.115498367421,0.107840034088
e1e2,6,confirmation,6,half_turn_ridge,fixed,1,4,0.215333333333,0.211744444444,0.544430555556,0.536772222222
e1e2,6,confirmation,6,development_step_fit,development_fit,0.767655555556,4,0.0170111111111,0.0206,0.0364305555556,0.0440888888889
e1e2,6,confirmation,6,development_carrier_fit,development_fit,0.766279999999,4,0.0183866666674,0.0219755555563,0.0398694444463,0.0475277777797
e1e2,7,development,7,persistence,fixed,0,5,0.760644444444,0.759486666667,0.475694444444,0.519948888889
e1e2,7,development,7,one_third_phase,fixed,0.666666666667,5,0.0939777777778,0.0931333333333,0.28495,0.301264444444
e1e2,7,development,7,one_over_e,fixed,0.735758882343,5,0.0323244509904,0.0516780039276,0.0776733529713,0.0939877974158
e1e2,7,development,7,nearest_eighth_3_8,fixed,0.75,5,0.0180833333333,0.0431333333333,0.03495,0.0512644444444
e1e2,7,development,7,fibonacci_8_21,fixed,0.761904761905,5,0.00617857142857,0.0387676190476,0.00617857142857,0.0206920634921
e1e2,7,development,7,phi,fixed,0.7639320225,5,0.00770980027799,0.0391730711667,0.00684606750063,0.0225209113891
e1e2,7,development,7,two_fifths_phase,fixed,0.8,5,0.0437777777778,0.0591533333333,0.0756944444444,0.0987355555556
e1e2,7,development,7,silver_conjugate,fixed,0.828427124746,5,0.0677826803017,0.076209608181,0.182158498985,0.184016929794
e1e2,7,development,7,half_turn_ridge,fixed,1,5,0.239355555556,0.240513333333,0.71505,0.617708888889
e1e2,7,development,7,development_step_fit,development_fit,0.767655555556,5,0.0114333333333,0.0399177777778,0.0180166666667,0.0262444444444
e1e2,7,development,7,development_carrier_fit,development_fit,0.766279999999,5,0.010057777777,0.0396426666665,0.0138899999977,0.0248688888881
e1e2,8,confirmation,5,persistence,fixed,0,3,0.822527777778,0.805596296296,0.465516666667,0.568277777778
e1e2,8,confirmation,5,one_third_phase,fixed,0.666666666667,3,0.155861111111,0.13892962963,0.20115,0.257933333333
e1e2,8,confirmation,5,one_over_e,fixed,0.735758882343,3,0.0867688954349,0.0857062984783,0.0867688954349,0.119748901981
e1e2,8,confirmation,5,nearest_eighth_3_8,fixed,0.75,3,0.0725277777778,0.0809592592593,0.0725277777778,0.0912666666667
e1e2,8,confirmation,5,fibonacci_8_21,fixed,0.761904761905,3,0.060623015873,0.076991005291,0.060623015873,0.0674571428571
e1e2,8,confirmation,5,phi,fixed,0.7639320225,3,0.0585957552776,0.0763152517592,0.0585957552776,0.0634026216662
e1e2,8,confirmation,5,two_fifths_phase,fixed,0.8,3,0.0823055555556,0.0642925925926,0.0225277777778,0.0349444444444
e1e2,8,confirmation,5,silver_conjugate,fixed,0.828427124746,3,0.0538784308094,0.0587497823228,0.0684924853497,0.0655875828257
e1e2,8,confirmation,5,half_turn_ridge,fixed,1,3,0.177472222222,0.194403703704,0.465516666667,0.408733333333
e1e2,8,confirmation,5,development_step_fit,development_fit,0.767655555556,3,0.0557,0.0750740740741,0.0548722222222,0.0565074074074
e1e2,8,confirmation,5,development_carrier_fit,development_fit,0.766279999999,3,0.0562477777785,0.0755325925928,0.0562477777785,0.0587066666682
e1e2,9,development,6,persistence,fixed,0,4,0.765941666667,0.747647222222,0.531897222222,0.514818055556
e1e2,9,development,6,one_third_phase,fixed,0.666666666667,4,0.367491666667,0.419019444444,0.801436111111,0.816254166667
e1e2,9,development,6,one_over_e,fixed,0.735758882343,4,0.300283333333,0.384473336606,0.858449467355,0.845515294143
e1e2,9,development,6,nearest_eighth_3_8,fixed,0.75,4,0.300283333333,0.377352777778,0.808605555556,0.8099125
e1e2,9,development,6,fibonacci_8_21,fixed,0.761904761905,4,0.300283333333,0.371400396825,0.766938888889,0.780150595238
e1e2,9,development,6,phi,fixed,0.7639320225,4,0.300283333333,0.370386766528,0.760264388194,0.775082443749
e1e2,9,development,6,two_fifths_phase,fixed,0.8,4,0.300283333333,0.352352777778,0.670094444444,0.6849125
e1e2,9,development,6,silver_conjugate,fixed,0.828427124746,4,0.300283333333,0.338139215405,0.599026632579,0.613844688135
e1e2,9,development,6,half_turn_ridge,fixed,1,4,0.234058333333,0.252352777778,0.236488888889,0.251306944444
e1e2,9,development,6,development_step_fit,development_fit,0.767655555556,4,0.300283333333,0.368525,0.750955555556,0.765773611111
e1e2,9,development,6,development_carrier_fit,development_fit,0.766279999999,4,0.300283333333,0.369212777778,0.754394444446,0.769212500002
e1e2,10,confirmation,7,persistence,fixed,0,5,0.712822222222,0.760752222222,0.569383333333,0.508778888889
e1e2,10,confirmation,7,one_third_phase,fixed,0.666666666667,5,0.399038888889,0.439247777778,0.301755555556,0.402396666667
e1e2,10,confirmation,7,one_over_e,fixed,0.735758882343,5,0.329946673213,0.397792448372,0.343788856159,0.470819993454
e1e2,10,confirmation,7,nearest_eighth_3_8,fixed,0.75,5,0.315705555556,0.389247777778,0.414994444444,0.476125555556
e1e2,10,confirmation,7,fibonacci_8_21,fixed,0.761904761905,5,0.303800793651,0.382104920635,0.474518253968,0.468982698413
e1e2,10,confirmation,7,phi,fixed,0.7639320225,5,0.301773533055,0.380888564278,0.484654556945,0.467766342055
e1e2,10,confirmation,7,two_fifths_phase,fixed,0.8,5,0.265705555556,0.359247777778,0.522266666667,0.446125555556
e1e2,10,confirmation,7,silver_conjugate,fixed,0.828427124746,5,0.259043791413,0.34219150293,0.436985292428,0.437775424949
e1e2,10,confirmation,7,half_turn_ridge,fixed,1,5,0.287177777778,0.239247777778,0.335005555556,0.246121111111
e1e2,10,confirmation,7,development_step_fit,development_fit,0.767655555556,5,0.29805,0.378654444444,0.503272222222,0.465532222222
e1e2,10,confirmation,7,development_carrier_fit,development_fit,0.766279999999,5,0.299425555556,0.379479777778,0.496394444441,0.466357555556
e1e2,11,development,7,persistence,fixed,0,5,0.556605555556,0.572903333333,0.556605555556,0.547337777778
e1e2,11,development,7,one_third_phase,fixed,0.666666666667,5,0.110061111111,0.0937633333333,0.257244444444,0.268757777778
e1e2,11,development,7,one_over_e,fixed,0.735758882343,5,0.179153326787,0.16285554901,0.464521091473,0.476034424806
e1e2,11,development,7,nearest_eighth_3_8,fixed,0.75,5,0.193394444444,0.177096666667,0.507244444444,0.518757777778
e1e2,11,development,7,fibonacci_8_21,fixed,0.761904761905,5,0.205299206349,0.189001428571,0.542958730159,0.554472063492
e1e2,11,development,7,phi,fixed,0.7639320225,5,0.207326466945,0.191028689167,0.549040511945,0.560553845278
e1e2,11,development,7,two_fifths_phase,fixed,0.8,5,0.243394444444,0.227096666667,0.657244444444,0.614564444444
e1e2,11,development,7,silver_conjugate,fixed,0.828427124746,5,0.271821569191,0.255523791413,0.722381042936,0.627639280708
e1e2,11,development,7,half_turn_ridge,fixed,1,5,0.443394444444,0.427096666667,0.443394444444,0.475991111111
e1e2,11,development,7,development_step_fit,development_fit,0.767655555556,5,0.21105,0.194752222222,0.560211111111,0.571724444444
e1e2,11,development,7,development_carrier_fit,development_fit,0.766279999999,5,0.209674444444,0.193376666666,0.556084444442,0.567597777776
e1e2,12,confirmation,7,persistence,fixed,0,5,0.778683333333,0.767832222222,0.434716666667,0.532781111111
e1e2,12,confirmation,7,one_third_phase,fixed,0.666666666667,5,0.112016666667,0.101165555556,0.372294444444,0.35495
e1e2,12,confirmation,7,one_over_e,fixed,0.735758882343,5,0.0475755490096,0.0581071124203,0.160366699397,0.147673352971
e1e2,12,confirmation,7,nearest_eighth_3_8,fixed,0.75,5,0.0570111111111,0.0552588888889,0.0970333333333,0.10495
e1e2,12,confirmation,7,fibonacci_8_21,fixed,0.761904761905,5,0.0451063492063,0.0528779365079,0.0851285714286,0.0692357142857
e1e2,12,confirmation,7,phi,fixed,0.7639320225,5,0.0456820225002,0.0524724843888,0.0804983769438,0.0631539324994
e1e2,12,confirmation,7,two_fifths_phase,fixed,0.8,5,0.0470333333333,0.0537855555556,0.0470333333333,0.0638633333333
e1e2,12,confirmation,7,silver_conjugate,fixed,0.828427124746,5,0.0497437914129,0.0680373859588,0.112986929794,0.137773857673
e1e2,12,confirmation,7,half_turn_ridge,fixed,1,5,0.221316666667,0.232167777778,0.627705555556,0.580714444444
e1e2,12,confirmation,7,development_step_fit,development_fit,0.767655555556,5,0.0494055555556,0.0517277777778,0.0693277777778,0.0519833333333
e1e2,12,confirmation,7,development_carrier_fit,development_fit,0.766279999999,5,0.0480299999992,0.052002888889,0.0734544444467,0.0561100000023
e2,1,development,3,persistence,fixed,0,1,0.830794444444,0.830794444444,0.830794444444,0.830794444444
e2,1,development,3,one_third_phase,fixed,0.666666666667,1,0.164127777778,0.164127777778,0.164127777778,0.164127777778
e2,1,development,3,one_over_e,fixed,0.735758882343,1,0.0950355621016,0.0950355621016,0.0950355621016,0.0950355621016
e2,1,development,3,nearest_eighth_3_8,fixed,0.75,1,0.0807944444444,0.0807944444444,0.0807944444444,0.0807944444444
e2,1,development,3,fibonacci_8_21,fixed,0.761904761905,1,0.0688896825397,0.0688896825397,0.0688896825397,0.0688896825397
e2,1,development,3,phi,fixed,0.7639320225,1,0.0668624219442,0.0668624219442,0.0668624219442,0.0668624219442
e2,1,development,3,two_fifths_phase,fixed,0.8,1,0.0307944444444,0.0307944444444,0.0307944444444,0.0307944444444
e2,1,development,3,silver_conjugate,fixed,0.828427124746,1,0.00236731969825,0.00236731969825,0.00236731969825,0.00236731969825
e2,1,development,3,half_turn_ridge,fixed,1,1,0.169205555556,0.169205555556,0.169205555556,0.169205555556
e2,1,development,3,development_step_fit,development_fit,0.767655555556,1,0.0631388888889,0.0631388888889,0.0631388888889,0.0631388888889
e2,1,development,3,development_carrier_fit,development_fit,0.766279999999,1,0.0645144444452,0.0645144444452,0.0645144444452,0.0645144444452
e2,2,confirmation,5,persistence,fixed,0,3,0.773744444444,0.77085,0.461194444444,0.542861111111
e2,2,confirmation,5,one_third_phase,fixed,0.666666666667,3,0.107077777778,0.104183333333,0.205472222222,0.235398148148
e2,2,confirmation,5,one_over_e,fixed,0.735758882343,3,0.0517922156762,0.0696192614413,0.105273352971,0.0972137167957
e2,2,confirmation,5,nearest_eighth_3_8,fixed,0.75,3,0.0660333333333,0.0648722222222,0.06255,0.0687314814815
e2,2,confirmation,5,fibonacci_8_21,fixed,0.761904761905,3,0.0779380952381,0.060903968254,0.0268357142857,0.044921957672
e2,2,confirmation,5,phi,fixed,0.7639320225,3,0.0799653558335,0.0602282147222,0.0207539324994,0.0408674364811
e2,2,confirmation,5,two_fifths_phase,fixed,0.8,3,0.0548388888889,0.0657092592593,0.0611944444444,0.0678277777778
e2,2,confirmation,5,silver_conjugate,fixed,0.828427124746,3,0.0546826803017,0.075184967508,0.118048693937,0.105730610773
e2,2,confirmation,5,half_turn_ridge,fixed,1,3,0.226255555556,0.22915,0.461194444444,0.431268518519
e2,2,confirmation,5,development_step_fit,development_fit,0.767655555556,3,0.0836888888889,0.058987037037,0.00958333333333,0.0334203703704
e2,2,confirmation,5,development_carrier_fit,development_fit,0.766279999999,3,0.0823133333326,0.0594455555558,0.0137100000023,0.036171481483
e2,3,development,7,persistence,fixed,0,5,0.771905555556,0.763374444444,0.465283333333,0.509074444444
e2,3,development,7,one_third_phase,fixed,0.666666666667,5,0.105238888889,0.109298888889,0.306622222222,0.322383333333
e2,3,development,7,one_over_e,fixed,0.735758882343,5,0.0362633398793,0.0678435594832,0.0993455751936,0.115106686305
e2,3,development,7,nearest_eighth_3_8,fixed,0.75,5,0.0220222222222,0.0592988888889,0.0566222222222,0.0723833333333
e2,3,development,7,fibonacci_8_21,fixed,0.761904761905,5,0.0101174603175,0.052156031746,0.0109071428571,0.036669047619
e2,3,development,7,phi,fixed,0.7639320225,5,0.00809019972201,0.0514347066111,0.00809019972201,0.0317024219442
e2,3,development,7,two_fifths_phase,fixed,0.8,5,0.0373055555556,0.06665,0.0652833333333,0.0776166666667
e2,3,development,7,silver_conjugate,fixed,0.828427124746,5,0.0565215691906,0.0837062748477,0.132025165651,0.162898040905
e2,3,development,7,half_turn_ridge,fixed,1,5,0.228094444444,0.236625555556,0.693377777778,0.604365555556
e2,3,development,7,development_step_fit,development_fit,0.767655555556,5,0.00496111111111,0.05069,0.00436666666667,0.0282166666667
e2,3,development,7,development_carrier_fit,development_fit,0.766279999999,5,0.00574222222298,0.0509651111113,0.00778222222449,0.0293544444452
e2,4,confirmation,6,persistence,fixed,0,4,0.626561111111,0.63815,0.263419444444,0.410398611111
e2,4,confirmation,6,one_third_phase,fixed,0.666666666667,4,0.504391666667,0.528516666667,0.442622222222,0.515295833333
e2,4,confirmation,6,one_over_e,fixed,0.735758882343,4,0.452919444444,0.493970558829,0.575939421533,0.588779715676
e2,4,confirmation,6,nearest_eighth_3_8,fixed,0.75,4,0.452919444444,0.48685,0.625783333333,0.603020833333
e2,4,confirmation,6,fibonacci_8_21,fixed,0.761904761905,4,0.452919444444,0.480897619048,0.644371825397,0.614925595238
e2,4,confirmation,6,phi,fixed,0.7639320225,4,0.452919444444,0.47988398875,0.645385455695,0.616952855834
e2,4,confirmation,6,two_fifths_phase,fixed,0.8,4,0.452919444444,0.46185,0.663419444444,0.644598611111
e2,4,confirmation,6,silver_conjugate,fixed,0.828427124746,4,0.452919444444,0.447636437627,0.677633006818,0.616171486365
e2,4,confirmation,6,half_turn_ridge,fixed,1,4,0.373438888889,0.36185,0.262636111111,0.3522375
e2,4,confirmation,6,development_step_fit,development_fit,0.767655555556,4,0.452919444444,0.478022222222,0.647247222222,0.620676388889
e2,4,confirmation,6,development_carrier_fit,development_fit,0.766279999999,4,0.452919444444,0.47871,0.646559444444,0.619300833333
e2,5,development,8,persistence,fixed,0,6,0.794147222222,0.770540740741,0.539141666667,0.54172037037
e2,5,development,8,one_third_phase,fixed,0.666666666667,6,0.127480555556,0.103874074074,0.402325,0.377112962963
e2,5,development,8,one_over_e,fixed,0.735758882343,6,0.0692611111111,0.0569181525122,0.127297803962,0.135290208096
e2,5,development,8,nearest_eighth_3_8,fixed,0.75,6,0.0579166666667,0.0517277777778,0.0703333333333,0.0854462962963
e2,5,development,8,fibonacci_8_21,fixed,0.761904761905,6,0.0460119047619,0.0477595238095,0.0428182539683,0.0437796296296
e2,5,development,8,phi,fixed,0.7639320225,6,0.0439846441665,0.0470837702777,0.0366197876379,0.0381431439348
e2,5,development,8,two_fifths_phase,fixed,0.8,6,0.0200638888889,0.041587037037,0.0648277777778,0.0921777777778
e2,5,development,8,silver_conjugate,fixed,0.828427124746,6,0.034279902524,0.0578863840054,0.163836603278,0.189048640315
e2,5,development,8,half_turn_ridge,fixed,1,6,0.205852777778,0.229459259259,0.648930555556,0.602396296296
e2,5,development,8,development_step_fit,development_fit,0.767655555556,6,0.0402611111111,0.0458425925926,0.0227055555556,0.0313166666667
e2,5,development,8,development_carrier_fit,development_fit,0.766279999999,6,0.0416366666674,0.0463011111114,0.0260538888923,0.0338385185199
e2,6,confirmation,6,persistence,fixed,0,4,0.804055555556,0.784743055556,0.665083333333,0.635844444444
e2,6,confirmation,6,one_third_phase,fixed,0.666666666667,4,0.137388888889,0.129798611111,0.273272222222,0.304094444444
e2,6,confirmation,6,one_over_e,fixed,0.735758882343,4,0.0850888888889,0.095252503273,0.13508779087,0.131363905254
e2,6,confirmation,6,nearest_eighth_3_8,fixed,0.75,4,0.0850888888889,0.0881319444444,0.106605555556,0.0957611111111
e2,6,confirmation,6,fibonacci_8_21,fixed,0.761904761905,4,0.0850888888889,0.0821795634921,0.0656055555556,0.0659992063492
e2,6,confirmation,6,phi,fixed,0.7639320225,4,0.0850888888889,0.0811659331943,0.0585101434715,0.0609310548606
e2,6,confirmation,6,two_fifths_phase,fixed,0.8,4,0.0505194444444,0.0657763888889,0.0717833333333,0.0730583333333
e2,6,confirmation,6,silver_conjugate,fixed,0.828427124746,4,0.0464638888889,0.073289951262,0.142851145199,0.129912582826
e2,6,confirmation,6,half_turn_ridge,fixed,1,4,0.195944444444,0.215256944444,0.571783333333,0.529238888889
e2,6,confirmation,6,development_step_fit,development_fit,0.767655555556,4,0.0828638888889,0.0793041666667,0.0454777777778,0.0538472222222
e2,6,confirmation,6,development_carrier_fit,development_fit,0.766279999999,4,0.0842394444452,0.0799919444448,0.0502922222249,0.0559105555567
e2,7,development,7,persistence,fixed,0,5,0.644222222222,0.593496666667,0.524094444444,0.449276666667
e2,7,development,7,one_third_phase,fixed,0.666666666667,5,0.151072222222,0.207754444444,0.142572222222,0.159938888889
e2,7,development,7,one_over_e,fixed,0.735758882343,5,0.220164437898,0.247958662739,0.202888856159,0.310186647029
e2,7,development,7,nearest_eighth_3_8,fixed,0.75,5,0.234405555556,0.256503333333,0.274094444444,0.35291
e2,7,development,7,fibonacci_8_21,fixed,0.761904761905,5,0.24631031746,0.263646190476,0.333618253968,0.388624285714
e2,7,development,7,phi,fixed,0.7639320225,5,0.248337578056,0.264862546833,0.343754556945,0.394706067501
e2,7,development,7,two_fifths_phase,fixed,0.8,5,0.284405555556,0.286503333333,0.524094444444,0.50291
e2,7,development,7,silver_conjugate,fixed,0.828427124746,5,0.312832680302,0.303559608181,0.655670263127,0.551385752422
e2,7,development,7,half_turn_ridge,fixed,1,5,0.355777777778,0.406503333333,0.475905555556,0.513794444444
e2,7,development,7,development_step_fit,development_fit,0.767655555556,5,0.252061111111,0.267096666667,0.362372222222,0.405876666667
e2,7,development,7,development_carrier_fit,development_fit,0.766279999999,5,0.250685555555,0.266271333333,0.355494444441,0.401749999998
e2,8,confirmation,7,persistence,fixed,0,5,0.778405555556,0.754857777778,0.487872222222,0.555874444444
e2,8,confirmation,7,one_third_phase,fixed,0.666666666667,5,0.111738888889,0.0958755555556,0.348427777778,0.321174444444
e2,8,confirmation,7,one_over_e,fixed,0.735758882343,5,0.0883033267873,0.0815504457536,0.108435562102,0.113897797416
e2,8,confirmation,7,nearest_eighth_3_8,fixed,0.75,5,0.0863,0.0787022222222,0.0941944444444,0.0711744444444
e2,8,confirmation,7,fibonacci_8_21,fixed,0.761904761905,5,0.0822896825397,0.0763212698413,0.0627134920635,0.0542268253968
e2,8,confirmation,7,phi,fixed,0.7639320225,5,0.0802624219442,0.0759158177222,0.0566317102771,0.0538213732777
e2,8,confirmation,7,two_fifths_phase,fixed,0.8,5,0.0441944444444,0.07734,0.0731666666667,0.0965033333333
e2,8,confirmation,7,silver_conjugate,fixed,0.828427124746,5,0.0500215691906,0.0830254249492,0.144726471715,0.170413857673
e2,8,confirmation,7,half_turn_ridge,fixed,1,5,0.221594444444,0.245142222222,0.651572222222,0.588541111111
e2,8,confirmation,7,development_step_fit,development_fit,0.767655555556,5,0.0765388888889,0.0751711111111,0.0562111111111,0.0530766666667
e2,8,confirmation,7,development_carrier_fit,development_fit,0.766279999999,5,0.0779144444452,0.0754462222224,0.0571111111073,0.0533517777779
e2,9,development,5,persistence,fixed,0,3,0.829733333333,0.783977777778,0.4778,0.564514814815
e2,9,development,5,one_third_phase,fixed,0.666666666667,3,0.163066666667,0.12282962963,0.197144444444,0.245981481481
e2,9,development,5,one_over_e,fixed,0.735758882343,3,0.0939744509904,0.0997988910709,0.128052228768,0.107797050129
e2,9,development,5,nearest_eighth_3_8,fixed,0.75,3,0.0916111111111,0.0950518518519,0.101933333333,0.0793148148148
e2,9,development,5,fibonacci_8_21,fixed,0.761904761905,3,0.101906349206,0.0910835978836,0.066219047619,0.0565783068783
e2,9,development,5,phi,fixed,0.7639320225,3,0.0998790886109,0.0904078443518,0.0601372658327,0.0552267998147
e2,9,development,5,two_fifths_phase,fixed,0.8,3,0.0638111111111,0.0783851851852,0.0638111111111,0.0632259259259
e2,9,development,5,silver_conjugate,fixed,0.828427124746,3,0.0353839863649,0.0689094769365,0.133348040905,0.101128758921
e2,9,development,5,half_turn_ridge,fixed,1,3,0.170266666667,0.216022222222,0.4778,0.420685185185
e2,9,development,5,development_step_fit,development_fit,0.767655555556,3,0.0961555555556,0.0891666666667,0.0489666666667,0.0527444444444
e2,9,development,5,development_carrier_fit,development_fit,0.766279999999,3,0.0975311111119,0.0896251851854,0.0530933333356,0.053661481482
e2,10,confirmation,6,persistence,fixed,0,4,0.778236111111,0.778752777778,0.645347222222,0.627665277778
e2,10,confirmation,6,one_third_phase,fixed,0.666666666667,4,0.111569444444,0.112086111111,0.243694444444,0.261376388889
e2,10,confirmation,6,one_over_e,fixed,0.735758882343,4,0.0424772287682,0.0562205588286,0.0841905686476,0.0886458496983
e2,10,confirmation,6,nearest_eighth_3_8,fixed,0.75,4,0.0353638888889,0.0491,0.0557083333333,0.0601708333333
e2,10,confirmation,6,fibonacci_8_21,fixed,0.761904761905,4,0.0353638888889,0.0431476190476,0.0436642857143,0.0423136904762
e2,10,confirmation,6,phi,fixed,0.7639320225,4,0.0353638888889,0.0421339887499,0.0426506554166,0.039272799583
e2,10,confirmation,6,two_fifths_phase,fixed,0.8,4,0.0363972222222,0.0458638888889,0.0750055555556,0.0719569444444
e2,10,confirmation,6,silver_conjugate,fixed,0.828427124746,4,0.0501910136351,0.060077451262,0.160706700754,0.14302475631
e2,10,confirmation,6,half_turn_ridge,fixed,1,4,0.221763888889,0.221247222222,0.589638888889,0.571956944444
e2,10,confirmation,6,development_step_fit,development_fit,0.767655555556,4,0.0353638888889,0.0402722222222,0.0382,0.0336875
e2,10,confirmation,6,development_carrier_fit,development_fit,0.766279999999,4,0.0353638888889,0.0409600000004,0.041476666667,0.0357508333345
e2,11,development,7,persistence,fixed,0,5,0.747044444444,0.760707777778,0.481688888889,0.547443333333
e2,11,development,7,one_third_phase,fixed,0.666666666667,5,0.0803777777778,0.0940411111111,0.312238888889,0.299896666667
e2,11,development,7,one_over_e,fixed,0.735758882343,5,0.0235588823429,0.034372448372,0.10496224186,0.092620019638
e2,11,development,7,nearest_eighth_3_8,fixed,0.75,5,0.0378,0.0293077777778,0.0561111111111,0.0498966666667
e2,11,development,7,fibonacci_8_21,fixed,0.761904761905,5,0.032023015873,0.0316887301587,0.0116642857143,0.0187757142857
e2,11,development,7,phi,fixed,0.7639320225,5,0.0299957552776,0.0320941822778,0.0161212236122,0.0183702621666
e2,11,development,7,two_fifths_phase,fixed,0.8,5,0.0529555555556,0.0417366666667,0.0877611111111,0.102547777778
e2,11,development,7,silver_conjugate,fixed,0.828427124746,5,0.0813826803017,0.0677193469684,0.17304248535,0.185384707572
e2,11,development,7,half_turn_ridge,fixed,1,5,0.252955555556,0.239292222222,0.687761111111,0.621518888889
e2,11,development,7,development_step_fit,development_fit,0.767655555556,5,0.0262722222222,0.0328388888889,0.017,0.0221611111111
e2,11,development,7,development_carrier_fit,development_fit,0.766279999999,5,0.0276477777785,0.0325637777776,0.0142488888874,0.0202353333323
e2,12,confirmation,7,persistence,fixed,0,5,0.789538888889,0.785346666667,0.372994444444,0.465276666667
e2,12,confirmation,7,one_third_phase,fixed,0.666666666667,5,0.122872222222,0.131782222222,0.293672222222,0.354905555556
e2,12,confirmation,7,one_over_e,fixed,0.735758882343,5,0.101707784324,0.0903268928165,0.15548779087,0.147628908527
e2,12,confirmation,7,nearest_eighth_3_8,fixed,0.75,5,0.0874666666667,0.0817822222222,0.127005555556,0.104905555556
e2,12,confirmation,7,fibonacci_8_21,fixed,0.761904761905,5,0.0755619047619,0.0768412698413,0.103196031746,0.0791103174603
e2,12,confirmation,7,phi,fixed,0.7639320225,5,0.0735346441665,0.0764358177222,0.0991415105551,0.0754612483885
e2,12,confirmation,7,two_fifths_phase,fixed,0.8,5,0.0436,0.0734066666667,0.0296666666667,0.0558966666667
e2,12,confirmation,7,silver_conjugate,fixed,0.828427124746,5,0.0720271247462,0.0790920916159,0.143375165651,0.130375818683
e2,12,confirmation,7,half_turn_ridge,fixed,1,5,0.210461111111,0.214653333333,0.739083333333,0.615787777778
e2,12,confirmation,7,development_step_fit,development_fit,0.767655555556,5,0.0698111111111,0.0756911111111,0.0884555555556,0.0687588888889
e2,12,confirmation,7,development_carrier_fit,development_fit,0.766279999999,5,0.0711866666674,0.0759662222224,0.0944455555571,0.0712348888903
e2,13,development,7,persistence,fixed,0,5,0.720833333333,0.742804444444,0.506494444444,0.582632222222
e2,13,development,7,one_third_phase,fixed,0.666666666667,5,0.0541666666667,0.0761377777778,0.325188888889,0.265643333333
e2,13,development,7,one_over_e,fixed,0.735758882343,5,0.0665522287682,0.0579451098019,0.0501533595174,0.0583666863047
