domain,split,radial_candidate,angular_candidate,alpha,tau,linear_budget_loss,euclidean_budget_loss
recorded_river,evaluation,plastic,quarter,1.324717957244746,0.25,0.7977563241811998,0.7797008189386053
recorded_river,evaluation,plastic,third,1.324717957244746,0.3333333333333333,0.7901641887307584,0.8088258179123549
recorded_river,evaluation,plastic,one_over_e,1.324717957244746,0.36787944117144233,0.7948786712671244,0.8120712520718274
recorded_river,evaluation,plastic,three_eighths,1.324717957244746,0.375,0.7968499021608003,0.8137114011657608
recorded_river,evaluation,plastic,phi_inverse_squared,1.324717957244746,0.38196601125010515,0.7987072292294891,0.8152540162782829
recorded_river,evaluation,plastic,two_fifths,1.324717957244746,0.4,0.8017541890436781,0.8187080652139322
recorded_river,evaluation,plastic,sqrt2_minus_1,1.324717957244746,0.41421356237309515,0.8056390571228647,0.823161269885305
recorded_river,evaluation,sqrt2,quarter,1.4142135623730951,0.25,0.7836784752656271,0.7744098203969519
recorded_river,evaluation,sqrt2,third,1.4142135623730951,0.3333333333333333,0.7882787173839055,0.8028200727348116
recorded_river,evaluation,sqrt2,one_over_e,1.4142135623730951,0.36787944117144233,0.7939619345635676,0.8139570327447403
recorded_river,evaluation,sqrt2,three_eighths,1.4142135623730951,0.375,0.7961592005910589,0.8170689947122352
recorded_river,evaluation,sqrt2,phi_inverse_squared,1.4142135623730951,0.38196601125010515,0.7982295017836096,0.8197539273413292
recorded_river,evaluation,sqrt2,two_fifths,1.4142135623730951,0.4,0.8027054221359852,0.8200014623623548
recorded_river,evaluation,sqrt2,sqrt2_minus_1,1.4142135623730951,0.41421356237309515,0.8053288647589396,0.8219067204465669
recorded_river,evaluation,three_halves,quarter,1.5,0.25,0.7769770736633034,0.7564138013929829
recorded_river,evaluation,three_halves,third,1.5,0.3333333333333333,0.7899421277882115,0.7950236293080641
recorded_river,evaluation,three_halves,one_over_e,1.5,0.36787944117144233,0.7876568304289909,0.8056575001837376
recorded_river,evaluation,three_halves,three_eighths,1.5,0.375,0.78857749629817,0.8079664210252051
recorded_river,evaluation,three_halves,phi_inverse_squared,1.5,0.38196601125010515,0.7912407471502456,0.8086825562361475
recorded_river,evaluation,three_halves,two_fifths,1.5,0.4,0.7937112109168929,0.810935850935174
recorded_river,evaluation,three_halves,sqrt2_minus_1,1.5,0.41421356237309515,0.7977513027827516,0.8143905823935003
recorded_river,evaluation,phi,quarter,1.618033988749895,0.25,0.7622716063949327,0.7413537885279964
recorded_river,evaluation,phi,third,1.618033988749895,0.3333333333333333,0.7662149437181416,0.7843013328802635
recorded_river,evaluation,phi,one_over_e,1.618033988749895,0.36787944117144233,0.7765162753737161,0.7967060197547903
recorded_river,evaluation,phi,three_eighths,1.618033988749895,0.375,0.7790085557118644,0.7995024919876295
recorded_river,evaluation,phi,phi_inverse_squared,1.618033988749895,0.38196601125010515,0.7801821973539455,0.8012093448079445
recorded_river,evaluation,phi,two_fifths,1.618033988749895,0.4,0.7751077852148689,0.8074919679039068
recorded_river,evaluation,phi,sqrt2_minus_1,1.618033988749895,0.41421356237309515,0.7773644393714709,0.8120135669386467
recorded_river,evaluation,octave,quarter,2.0,0.25,0.7432736187915114,0.660782699970393
recorded_river,evaluation,octave,third,2.0,0.3333333333333333,0.7418434950874245,0.6814514179985427
recorded_river,evaluation,octave,one_over_e,2.0,0.36787944117144233,0.7450437325864847,0.6884474387398629
recorded_river,evaluation,octave,three_eighths,2.0,0.375,0.7458961593976692,0.6914152128243541
recorded_river,evaluation,octave,phi_inverse_squared,2.0,0.38196601125010515,0.7461879405073302,0.6949726731860169
recorded_river,evaluation,octave,two_fifths,2.0,0.4,0.752980768710159,0.7013034123809981
recorded_river,evaluation,octave,sqrt2_minus_1,2.0,0.41421356237309515,0.7541585645462094,0.7064463419871839
recorded_river,evaluation,e,quarter,2.718281828459045,0.25,0.701502300036525,0.5721634086989322
recorded_river,evaluation,e,third,2.718281828459045,0.3333333333333333,0.6394486150485277,0.584026529963658
recorded_river,evaluation,e,one_over_e,2.718281828459045,0.36787944117144233,0.6464317875037457,0.6106582311995348
recorded_river,evaluation,e,three_eighths,2.718281828459045,0.375,0.6505181089090194,0.6145095545745138
recorded_river,evaluation,e,phi_inverse_squared,2.718281828459045,0.38196601125010515,0.6517474700984778,0.618641989046441
recorded_river,evaluation,e,two_fifths,2.718281828459045,0.4,0.6467915817261299,0.629639729981584
recorded_river,evaluation,e,sqrt2_minus_1,2.718281828459045,0.41421356237309515,0.6511030050767745,0.6367259847628843
recorded_river,holdout,plastic,quarter,1.324717957244746,0.25,0.9039954528269941,0.8046464647553222
recorded_river,holdout,plastic,third,1.324717957244746,0.3333333333333333,0.8598905016042679,0.8225908697108311
recorded_river,holdout,plastic,one_over_e,1.324717957244746,0.36787944117144233,0.8570929886296166,0.8300765813053642
recorded_river,holdout,plastic,three_eighths,1.324717957244746,0.375,0.8585377911295697,0.832727543707797
recorded_river,holdout,plastic,phi_inverse_squared,1.324717957244746,0.38196601125010515,0.8559141408827662,0.8339970347898945
recorded_river,holdout,plastic,two_fifths,1.324717957244746,0.4,0.8517394396041806,0.837227100622856
recorded_river,holdout,plastic,sqrt2_minus_1,1.324717957244746,0.41421356237309515,0.849893164422869,0.8381803179315732
recorded_river,holdout,sqrt2,quarter,1.4142135623730951,0.25,0.869697072419304,0.791970516267021
recorded_river,holdout,sqrt2,third,1.4142135623730951,0.3333333333333333,0.8210342391129133,0.8184179334908647
recorded_river,holdout,sqrt2,one_over_e,1.4142135623730951,0.36787944117144233,0.8171556301304365,0.8278487298364062
recorded_river,holdout,sqrt2,three_eighths,1.4142135623730951,0.375,0.8168342481372899,0.8302640000427587
recorded_river,holdout,sqrt2,phi_inverse_squared,1.4142135623730951,0.38196601125010515,0.8197540074158101,0.8320505292209921
recorded_river,holdout,sqrt2,two_fifths,1.4142135623730951,0.4,0.8220353726652575,0.8363519759103054
recorded_river,holdout,sqrt2,sqrt2_minus_1,1.4142135623730951,0.41421356237309515,0.8248776815850145,0.8409019751810901
recorded_river,holdout,three_halves,quarter,1.5,0.25,0.8303601068782838,0.7742116170490985
recorded_river,holdout,three_halves,third,1.5,0.3333333333333333,0.8001722906365305,0.8185018929476781
recorded_river,holdout,three_halves,one_over_e,1.5,0.36787944117144233,0.8100922307543649,0.8332079422989217
recorded_river,holdout,three_halves,three_eighths,1.5,0.375,0.8097430100799586,0.8356291782271035
recorded_river,holdout,three_halves,phi_inverse_squared,1.5,0.38196601125010515,0.8114260329469073,0.8364915665645631
recorded_river,holdout,three_halves,two_fifths,1.5,0.4,0.8129964806836956,0.8412134076177684
recorded_river,holdout,three_halves,sqrt2_minus_1,1.5,0.41421356237309515,0.8148622925925332,0.8439991352785475
recorded_river,holdout,phi,quarter,1.618033988749895,0.25,0.8028015529284322,0.774980896756825
recorded_river,holdout,phi,third,1.618033988749895,0.3333333333333333,0.7961653234515427,0.8177817395325724
recorded_river,holdout,phi,one_over_e,1.618033988749895,0.36787944117144233,0.8040718567214422,0.8316082444275501
recorded_river,holdout,phi,three_eighths,1.618033988749895,0.375,0.8068450951594843,0.834275913633701
recorded_river,holdout,phi,phi_inverse_squared,1.618033988749895,0.38196601125010515,0.804293210165128,0.8358688157376833
recorded_river,holdout,phi,two_fifths,1.618033988749895,0.4,0.8084918105225708,0.8401717473920931
recorded_river,holdout,phi,sqrt2_minus_1,1.618033988749895,0.41421356237309515,0.8127126652103327,0.8444195882743448
recorded_river,holdout,octave,quarter,2.0,0.25,0.7631727933851263,0.7302982768382784
recorded_river,holdout,octave,third,2.0,0.3333333333333333,0.7823987489104833,0.7520839314294434
recorded_river,holdout,octave,one_over_e,2.0,0.36787944117144233,0.7947013378827312,0.7610596854000407
recorded_river,holdout,octave,three_eighths,2.0,0.375,0.7966465088011654,0.7567504075035882
recorded_river,holdout,octave,phi_inverse_squared,2.0,0.38196601125010515,0.7984792817206768,0.7571671624386966
recorded_river,holdout,octave,two_fifths,2.0,0.4,0.8013448628863933,0.7569014610559013
recorded_river,holdout,octave,sqrt2_minus_1,2.0,0.41421356237309515,0.8045955021361265,0.7630852638053642
recorded_river,holdout,e,quarter,2.718281828459045,0.25,0.7439682449235108,0.607906551042954
recorded_river,holdout,e,third,2.718281828459045,0.3333333333333333,0.742071856632799,0.6310920419809863
recorded_river,holdout,e,one_over_e,2.718281828459045,0.36787944117144233,0.7301378143150385,0.6346674350925245
recorded_river,holdout,e,three_eighths,2.718281828459045,0.375,0.732861770692828,0.6319537461477998
recorded_river,holdout,e,phi_inverse_squared,2.718281828459045,0.38196601125010515,0.7272424030331308,0.6362246857624871
recorded_river,holdout,e,two_fifths,2.718281828459045,0.4,0.719603226104957,0.6353606773274182
recorded_river,holdout,e,sqrt2_minus_1,2.718281828459045,0.41421356237309515,0.7206272783762944,0.6478252153632277
