domain,split,radial_candidate,angular_candidate,alpha,tau,linear_budget_loss,euclidean_budget_loss
recorded_qutrit,holdout,e,third,2.718281828459045,0.3333333333333333,0.5324140191118163,0.37226779711892033
recorded_qutrit,holdout,e,one_over_e,2.718281828459045,0.36787944117144233,0.4836874548754493,0.3361624947116857
recorded_qutrit,holdout,e,three_eighths,2.718281828459045,0.375,0.4755126613543035,0.32961638322096687
recorded_qutrit,holdout,e,phi_inverse_squared,2.718281828459045,0.38196601125010515,0.4684178980793008,0.32453308051455454
recorded_qutrit,holdout,e,two_fifths,2.718281828459045,0.4,0.451488165671329,0.3166588690058849
recorded_qutrit,holdout,e,sqrt2_minus_1,2.718281828459045,0.41421356237309515,0.43998471354657265,0.3142392388468316
recorded_river,calibration,plastic,quarter,1.324717957244746,0.25,0.8161588697559009,0.7994163600987269
recorded_river,calibration,plastic,third,1.324717957244746,0.3333333333333333,0.803977306938157,0.8347572840384612
recorded_river,calibration,plastic,one_over_e,1.324717957244746,0.36787944117144233,0.8164138007837822,0.839489394661201
recorded_river,calibration,plastic,three_eighths,1.324717957244746,0.375,0.8186488129137837,0.8406820563380419
recorded_river,calibration,plastic,phi_inverse_squared,1.324717957244746,0.38196601125010515,0.8200478719255939,0.8421004922890938
recorded_river,calibration,plastic,two_fifths,1.324717957244746,0.4,0.8229019229499379,0.8474433478438459
recorded_river,calibration,plastic,sqrt2_minus_1,1.324717957244746,0.41421356237309515,0.8264265874944,0.8509556721225737
recorded_river,calibration,sqrt2,quarter,1.4142135623730951,0.25,0.8108360551177392,0.7820856525335671
recorded_river,calibration,sqrt2,third,1.4142135623730951,0.3333333333333333,0.8119527686626493,0.8104152187037272
recorded_river,calibration,sqrt2,one_over_e,1.4142135623730951,0.36787944117144233,0.8249374638277807,0.8261835073763256
recorded_river,calibration,sqrt2,three_eighths,1.4142135623730951,0.375,0.8255800792018579,0.8286548072183022
recorded_river,calibration,sqrt2,phi_inverse_squared,1.4142135623730951,0.38196601125010515,0.8267880943749518,0.8305537644139752
recorded_river,calibration,sqrt2,two_fifths,1.4142135623730951,0.4,0.8284526972196704,0.8359256808731546
recorded_river,calibration,sqrt2,sqrt2_minus_1,1.4142135623730951,0.41421356237309515,0.8320918400398815,0.8399020545299738
recorded_river,calibration,three_halves,quarter,1.5,0.25,0.8016364067535973,0.762795795566442
recorded_river,calibration,three_halves,third,1.5,0.3333333333333333,0.812307359833589,0.8068591413990898
recorded_river,calibration,three_halves,one_over_e,1.5,0.36787944117144233,0.8191955438467178,0.8185275775141769
recorded_river,calibration,three_halves,three_eighths,1.5,0.375,0.8192990697416406,0.8201003283465642
recorded_river,calibration,three_halves,phi_inverse_squared,1.5,0.38196601125010515,0.8207074590139466,0.8224200392032106
recorded_river,calibration,three_halves,two_fifths,1.5,0.4,0.8241815464161353,0.8256605650118207
recorded_river,calibration,three_halves,sqrt2_minus_1,1.5,0.41421356237309515,0.8248090369561967,0.8279960887643801
recorded_river,calibration,phi,quarter,1.618033988749895,0.25,0.7794375915596872,0.7418960718396016
recorded_river,calibration,phi,third,1.618033988749895,0.3333333333333333,0.7970095628266682,0.7761424195842695
recorded_river,calibration,phi,one_over_e,1.618033988749895,0.36787944117144233,0.7904153194780572,0.7894636593984073
recorded_river,calibration,phi,three_eighths,1.618033988749895,0.375,0.7926289603858788,0.7930190948677882
recorded_river,calibration,phi,phi_inverse_squared,1.618033988749895,0.38196601125010515,0.7938919144747423,0.7931474281854662
recorded_river,calibration,phi,two_fifths,1.618033988749895,0.4,0.8006414011906522,0.7943317945733948
recorded_river,calibration,phi,sqrt2_minus_1,1.618033988749895,0.41421356237309515,0.8051717570028656,0.7963502581233625
recorded_river,calibration,octave,quarter,2.0,0.25,0.7462995068980005,0.6780897458239177
recorded_river,calibration,octave,third,2.0,0.3333333333333333,0.7463029260806928,0.6724449867418054
recorded_river,calibration,octave,one_over_e,2.0,0.36787944117144233,0.7516246838695826,0.6815143697512442
recorded_river,calibration,octave,three_eighths,2.0,0.375,0.7513907013622205,0.6822351158651768
recorded_river,calibration,octave,phi_inverse_squared,2.0,0.38196601125010515,0.7467023457036278,0.6829125877581912
recorded_river,calibration,octave,two_fifths,2.0,0.4,0.7333360087688967,0.6873885115986227
recorded_river,calibration,octave,sqrt2_minus_1,2.0,0.41421356237309515,0.7337738453886522,0.6895432510011779
recorded_river,calibration,e,quarter,2.718281828459045,0.25,0.6885623148645321,0.5626696663869659
recorded_river,calibration,e,third,2.718281828459045,0.3333333333333333,0.6473518009231023,0.5410881428594854
recorded_river,calibration,e,one_over_e,2.718281828459045,0.36787944117144233,0.6341528843167727,0.5616052966402587
recorded_river,calibration,e,three_eighths,2.718281828459045,0.375,0.6279022874405245,0.5679430602021267
recorded_river,calibration,e,phi_inverse_squared,2.718281828459045,0.38196601125010515,0.6311820787116339,0.5738885218859106
recorded_river,calibration,e,two_fifths,2.718281828459045,0.4,0.6338332200900529,0.5888694062257296
recorded_river,calibration,e,sqrt2_minus_1,2.718281828459045,0.41421356237309515,0.6300983096551221,0.5997519489292055
