year,body,mean_projection_share,median_projection_share,mean_absolute_share,median_absolute_share
2094,emb,-0.00039973419005893696,-0.001031004189627846,0.005421599629225728,0.005420508362915557
2095,emb,-0.000554836202549673,-0.0008993694760883123,0.0054743913237137055,0.005472094807484528
2096,emb,-0.0005516113828073147,-0.0008517975877998581,0.005574652261235665,0.005567789634831023
2097,emb,-0.00046335243407264067,-0.0007508063020908836,0.005694072394536765,0.005685899151231667
2098,emb,-0.000295906504095557,-0.0006164507015688787,0.005803291590826027,0.00580016113224257
2099,emb,-0.00010661410403037511,-0.0007217673791763134,0.005875920499626674,0.005875472892554788
2100,emb,0.00011874769569143131,0.0006857894360733622,0.00589801006856806,0.005895275496200979
1900,mars,-0.00025283350435961505,-0.0003934914889548289,0.0005168690572717503,0.000526645070330728
1901,mars,0.00016799556044494462,0.00020298376904196954,0.0004792936235925318,0.00046991882129761303
1902,mars,-7.586032089113752e-05,-0.0001555700074925216,0.000487797943374995,0.0004886470389503145
1903,mars,-2.9615806906941966e-05,-8.286645329389706e-05,0.00047304533094678854,0.00046915786014491026
1904,mars,0.00013014937137635003,0.00014640933403203216,0.0004664930980343915,0.00046002258783693905
1905,mars,-0.00024270598856145087,-0.00039905121024440585,0.0004842087927578331,0.0004884639417047607
1906,mars,0.00035340003484968767,0.00045572375930740254,0.00046473469027796544,0.0004537063188569777
1907,mars,-0.0004572698424496572,-0.0005053501390317235,0.0005083153177466534,0.0005213749808826388
1908,mars,0.0005167083193705828,0.0005568370528486165,0.00047282604832512757,0.00046621016432143753
1909,mars,-0.000515428554427032,-0.0006225189579908296,0.0005270502418883353,0.000532426825838627
1910,mars,0.000400197859597233,0.0005198078900472955,0.0004741649630501201,0.0004703315510328209
1911,mars,-0.00019223329194078035,-0.00028719332224469456,0.0005255232644355942,0.0005291299272264578
1912,mars,-5.646531376417415e-05,-7.28047643189257e-05,0.00046370749930898126,0.000459998600042078
1913,mars,0.0002609544262297165,0.00034345977283262467,0.0005054919899828327,0.0005118985775821213
1914,mars,-0.0003770611173967256,-0.0004964951443178265,0.0004502890035527059,0.00044403337835844005
1915,mars,0.00041987788497549694,0.00048536743500004407,0.0004838095279974405,0.0004954122354895239
1916,mars,-0.000403953427614514,-0.00043840679319722396,0.0004506471556058411,0.00044003987961761874
1917,mars,0.00035871949102815603,0.0004085981730558947,0.0004779920496314573,0.000481735025352445
1918,mars,-0.0002924445667908321,-0.00038864529920721376,0.00047238502404908144,0.00046608724002754614
1919,mars,0.0002166545446179896,0.00034677428999341356,0.000486199977394097,0.00048282104105471516
1920,mars,-0.0001327459179321219,-0.00014595281671796095,0.0005023607047619535,0.000502993100027904
1921,mars,4.369823922456577e-05,9.3719202611245e-05,0.0004915067826295849,0.0004822700693041137
1922,mars,4.9926147036656196e-05,0.0001286738061929938,0.0005209539905089705,0.0005303553050600037
1923,mars,-0.00014565299350419904,-0.00017657392851820692,0.00048257556765865745,0.0004694773481946833
1924,mars,0.00023202412036805184,0.0003953553776557333,0.0005189839213120072,0.0005248521253029536
1925,mars,-0.0003199468374926696,-0.0004141514532034452,0.0004619290545566883,0.00045576437107163815
1926,mars,0.00039719657125663065,0.00045440453759610207,0.0005050226059593006,0.0005082883314220411
1927,mars,-0.0004388078802098765,-0.00047378725012545565,0.00044723986782948334,0.00044396536497086803
1928,mars,0.0004309118399566556,0.0005092833794950566,0.0004976988330434487,0.0005010053141544036
1929,mars,-0.0003401533941267951,-0.00042666163684437,0.0004532372955264233,0.0004461481376272406
1930,mars,0.00017673775968068736,0.0003027291289137832,0.0005063469844738156,0.0005135202102206099
1931,mars,4.7468179808398605e-05,0.00010773970275131728,0.0004764773377819818,0.0004638898446001466
1932,mars,-0.00025984739600898446,-0.00033160772848595194,0.0005167963715198144,0.0005245274425499986
1933,mars,0.0004151443736566325,0.0005841787681718078,0.0004982057496594042,0.0004897359941891041
1934,mars,-0.00048455529033951785,-0.0005702904147073587,0.000511370592041812,0.000510728082362679
1935,mars,0.0004751143320779888,0.0005196275130140104,0.0005040813224810972,0.0005021695212713191
1936,mars,-0.000417459381062573,-0.000466519281787768,0.00048715493292351454,0.0004796653470485177
1937,mars,0.00032612698273667094,0.0004233646980047221,0.0004950555619943097,0.0005008615807171341
1938,mars,-0.0002269595144633173,-0.00034150488534699007,0.0004578841033308655,0.0004462668921850986
1939,mars,0.00012094056856205589,0.0001585227211880114,0.00048685822332893033,0.0004951470678733983
1940,mars,-2.1327168810958065e-05,-5.236105439378001e-05,0.00044367779801816404,0.00043712265947296736
1941,mars,-7.591646814313267e-05,-0.00014106088412204758,0.0004950258287483933,0.0005002706431333418
1942,mars,0.0001646176522435561,0.00021775048160442564,0.00045148924652061324,0.0004478955892165703
1943,mars,-0.00024868855399349366,-0.0003900051184311379,0.0005140799064574348,0.0005170256066394949
1944,mars,0.00031717795140730665,0.00040225511200656756,0.00046854816748197306,0.00046332407650679177
1945,mars,-0.00038664980699068595,-0.00043497043437508263,0.0005236558302428544,0.000529578861903137
1946,mars,0.00043863792335183317,0.0004799608788856,0.00047790827310960197,0.0004680883537698454
1947,mars,-0.00046058412007441465,-0.0005221178211660804,0.000512708731423424,0.0005234181689711335
1948,mars,0.0004184596366471324,0.0005130896847973491,0.00047520678711514454,0.0004654185931680106
1949,mars,-0.0002899551904229079,-0.0004641346912024317,0.0004868721295119439,0.0004885967767331998
1950,mars,5.2089308684424e-05,4.469227520498184e-06,0.00046961487082119004,0.0004650073383267401
1951,mars,0.00020624067611817106,0.00020083522105604699,0.0004651188848335983,0.0004598083448696657
1952,mars,-0.0004052071572821259,-0.000588246943951499,0.0004778829826429982,0.0004802208296183712
1953,mars,0.0004775403711491915,0.0005407581971345861,0.0004628241833189329,0.00045274441279819617
1954,mars,-0.00046573090179554083,-0.0004976413743494132,0.0005036688276412403,0.000514679512251753
1955,mars,0.0004018368002113864,0.000464935960925641,0.00047395165615801726,0.0004660280366434829
1956,mars,-0.0003183992584802475,-0.00043963733493724124,0.0005293581363035986,0.0005367664388037987
1957,mars,0.00022559402701260886,0.0003117606632298206,0.00048102522535315454,0.00047645454900617284
1958,mars,-0.00013064057565212697,-0.000205090810096714,0.000535875930348935,0.0005388692196344343
1959,mars,3.414411903527316e-05,4.316865533922393e-05,0.0004745698583819069,0.00047094780765433663
1960,mars,6.125844167910966e-05,7.475994055329271e-05,0.0005196538515510079,0.0005251665510640339
1961,mars,-0.00015605911663715418,-0.00022044876906515934,0.0004601702892902056,0.0004547127386980701
1962,mars,0.00024482069486925917,0.00034453512742013963,0.0004953197624094411,0.0005056479897790965
1963,mars,-0.0003251257939575261,-0.0003992131858345353,0.0004547329355231327,0.000443198778983471
1964,mars,0.00037937520485915784,0.0004146006951140334,0.00048252481658270474,0.00048780044188188594
1965,mars,-0.00041948245527827937,-0.0004569250924802792,0.0004713443378157176,0.00046446091640331617
1966,mars,0.00041282033519665157,0.0005003591263761398,0.00048559017360771294,0.00048298515221139384
1967,mars,-0.00035341512612953,-0.0004480276975757922,0.0004981320859319023,0.0004979272090605888
1968,mars,0.00023268606413551736,0.0003571876086282361,0.0004891355834878027,0.0004804161834849916
1969,mars,-5.39517094162213e-05,1.1100578597342534e-05,0.0005160892370268766,0.0005244268065992181
1970,mars,-0.00015157877079080128,-0.00016396188009367332,0.00047978900440524575,0.0004670177951012859
1971,mars,0.0003490439606644866,0.0005691375691054766,0.0005144817220942169,0.0005209203254387965
1972,mars,-0.0004752419616149403,-0.0005901140726881617,0.00045893790511653974,0.0004516457865225323
1973,mars,0.0005154574867185793,0.0005622640624985336,0.0004993316751138269,0.0005022646431685407
1974,mars,-0.000460257528264616,-0.0005143345364101438,0.0004408503917337377,0.0004376320901460104
1975,mars,0.0003510280283066436,0.0004764902959124569,0.0004889644697986718,0.0004923473909527269
1976,mars,-0.00021495561409821346,-0.0002758772655348941,0.0004421438131584132,0.0004362381657550359
1977,mars,8.284517110796223e-05,0.0001742932656778131,0.000495546364193407,0.0005014118840261222
1978,mars,3.492046417643958e-05,7.638513581735916e-05,0.00046386433699062635,0.0004508771140892199
1979,mars,-0.0001333335017898078,-0.00015687102246802294,0.0005091103111492724,0.0005186643247570219
1980,mars,0.00021270592815191353,0.00033294172430077404,0.0004895320510446767,0.0004799690900759806
1981,mars,-0.00027545568497733416,-0.00037291097194992056,0.0005111209571178903,0.0005123320140260862
1982,mars,0.00032216478637221084,0.0003889195619633784,0.000502835362851325,0.0004991576573578724
1983,mars,-0.0003543139071754776,-0.00039391547014445033,0.0004942193677818794,0.00048809011740662885
1984,mars,0.00036604120058318895,0.0003968685219269425,0.0005003144886463006,0.0005048875935801453
1985,mars,-0.00036861825403366566,-0.0004198944532622204,0.00046636786672222164,0.00045511250380320583
1986,mars,0.0003363538682946044,0.0004580222170762871,0.0004935471061042467,0.0005028131645292779
1987,mars,-0.00025193067482095637,-0.0003380435693049815,0.00045000211937961336,0.00044256246474840835
1988,mars,9.656873107968483e-05,0.0001104214820144297,0.0004993489253143276,0.000504831206052688
1989,mars,0.00013639261735505243,0.000183695329917187,0.000455332339578135,0.0004516641938607139
1990,mars,-0.0003923942205997289,-0.0006036056548532253,0.0005183483311267098,0.0005215146297220052
1991,mars,0.0005504359653470638,0.000657708424710581,0.00047247258943251304,0.00046770114184709397
1992,mars,-0.0005748832404578962,-0.0006179918964482473,0.0005314716775808192,0.0005361026617093089
1993,mars,0.00048432660108068174,0.0005539293440791641,0.00048382489908067503,0.0004754473358597912
1994,mars,-0.0003618071995335002,-0.0005047156761703287,0.0005234620417145238,0.0005363717453782777
1995,mars,0.00022948927220368725,0.0002890577698061535,0.00048127277789309644,0.0004703799044997144
1996,mars,-0.00011130819029697399,-0.0002244481443841769,0.0004964421070106057,0.0005001012676280065
1997,mars,1.0776148169467955e-06,-3.0330119495145938e-05,0.0004716156617459415,0.00046568466883856164
1998,mars,9.469246820081757e-05,8.416007155410263e-05,0.000468241301463482,0.00046432441004050405
1999,mars,-0.00018392965103286186,-0.00030129724674144993,0.00047185899759375535,0.000472537334044029
2000,mars,0.0002584290541568375,0.00033428830414505584,0.0004576336473641714,0.0004485097226102191
2001,mars,-0.00032373591818779773,-0.0003809020186034461,0.0004910760891203752,0.0004999528690325951
2002,mars,0.0003671107734762076,0.0004034406141008993,0.0004643908245618669,0.0004553600255427433
2003,mars,-0.0003912714004715464,-0.0004280663328872751,0.0005162960125528426,0.0005248792434418108
2004,mars,0.000378095698839387,0.0004483232277239809,0.0004725624249118234,0.0004678046001756184
2005,mars,-0.00034119052840216887,-0.00047825095976810353,0.0005279298758778278,0.0005312606217186858
2006,mars,0.00024494322594461265,0.00031040082850851094,0.00046978896552936334,0.00046654244504678964
2007,mars,-0.00010766732167879262,-0.00017583842924245123,0.0005174281417215604,0.0005223863087780307
2008,mars,-7.036718177164221e-05,-0.00011355048504056045,0.0004586000893279738,0.00045379991636632945
2009,mars,0.00025477139244982827,0.00033600804681485326,0.0004954493019600337,0.0005049071074011656
2010,mars,-0.000414831937888734,-0.0005424003906282969,0.00045253900896213156,0.00044067016404644065
2011,mars,0.0005056603130281461,0.0005588811447624013,0.00048209038130995905,0.0004885840357969133
2012,mars,-0.0005008435734507138,-0.0005591196171263996,0.0004664730274924102,0.0004584181357236509
2013,mars,0.00041199238887989267,0.0005305900134119244,0.0004863623783211477,0.00048538610823726207
2014,mars,-0.0002637430344985328,-0.00032834771898302225,0.0004962475988405377,0.0004941925698572701
2015,mars,0.00010616874379298302,0.00019611063215022354,0.0004951630639958135,0.0004876430694294378
2016,mars,4.112016878449162e-05,0.00011103799868696878,0.0005214533522702421,0.0005277297482276973
2017,mars,-0.00015552138023035308,-0.00017628471211077724,0.0004918825023861851,0.00047971337769925126
2018,mars,0.000240571534541298,0.0003937312173207683,0.0005264293604300271,0.0005345884429445346
2019,mars,-0.00029517352190994807,-0.0003801108007179346,0.000473281857186155,0.0004644138623270934
2020,mars,0.0003274288509560011,0.00038705339854503676,0.000512615903369898,0.0005157400624653512
2021,mars,-0.0003390476129975657,-0.0003689437892646247,0.0004516577151179423,0.0004475579000467379
2022,mars,0.0003346679882765571,0.00037448435206625106,0.0004976614920947533,0.0005006669618306328
2023,mars,-0.0003115502838102853,-0.00039235293531472384,0.0004456890545196597,0.00044140671335775826
2024,mars,0.0002717930716848683,0.0004126877543611462,0.0004973659279403679,0.0005025815262992932
2025,mars,-0.00021358294553022197,-0.0002551349521120663,0.0004621366693889477,0.0004502502140303228
2026,mars,0.00011241938798958292,0.0001993123089405791,0.0005073696004385797,0.0005177431340076378
2027,mars,4.562078598720661e-05,0.0001339687514554663,0.00048524181965462415,0.0004752109439018852
2028,mars,-0.00025128262412616744,-0.0003261068924840309,0.0005085508646671489,0.0005105940009027421
2029,mars,0.0004817477055063738,0.0006624120770308282,0.0004980095049969057,0.000493550685667266
2030,mars,-0.0006215427959459885,-0.0007052921140490567,0.0004917382701735104,0.0004863199030452068
2031,mars,0.0006024858344650734,0.0006681681945712326,0.0004949229418874696,0.0004980679984768625
2032,mars,-0.00045709017410207396,-0.0005738836245536061,0.0004640861042383252,0.0004537365937994162
2033,mars,0.0002640438744653449,0.0003670847812227926,0.0004858574113042186,0.0004959471505040718
2034,mars,-9.446082889595032e-05,-0.0001703945316757244,0.0004439695039500803,0.00043534262536521574
2035,mars,-4.9558943158960297e-05,-9.147362041375878e-05,0.0004883771388184878,0.0004941890894063628
2036,mars,0.00015620356191653657,0.0001924614339335058,0.0004455740339159984,0.0004417022563795776
2037,mars,-0.00024131922716068876,-0.00039017492767720943,0.0005070054475656548,0.0005106514311123465
2038,mars,0.0003010494893411489,0.0003883262987620232,0.00046315109740984817,0.00045901737187302384
2039,mars,-0.00034421874703866333,-0.00039253699241982673,0.0005253840869544318,0.00052968122972127
2040,mars,0.00036472504881003017,0.00039934122968040355,0.0004793843596033481,0.0004712937707251189
2041,mars,-0.0003659295493835287,-0.00040541340248618677,0.0005258642560803891,0.0005358984019598175
2042,mars,0.000338714035653914,0.0004170153011056745,0.0004831434896020179,0.00047122982075637035
2043,mars,-0.00028553287764756797,-0.00042673278225705414,0.0005055392859199472,0.0005113187283124104
2044,mars,0.0002008645512992243,0.00023351047517330875,0.0004775590701010817,0.00047051319354024686
2045,mars,-9.190229348979216e-05,-0.00017987751828436524,0.00047700837161407497,0.0004738717246418746
2046,mars,-6.34299606076228e-05,-0.00014988414043025483,0.00047688698490172256,0.00047671312193762853
2047,mars,0.0002306705524579258,0.0002710669947085215,0.0004633648207757757,0.00045465282573986364
2048,mars,-0.00039958450597244236,-0.0005368842985051428,0.0004935971449080468,0.0005014285149855331
2049,mars,0.0005133742317315749,0.0005640900321161055,0.00046827798292783674,0.00045847225385233734
2050,mars,-0.0005527364099126281,-0.0005905447832596647,0.0005193636740471017,0.0005286416406059111
2051,mars,0.00048144907997226915,0.0006047687186980197,0.0004772044899547533,0.0004718711114110241
2052,mars,-0.0003348440604690682,-0.0004986163682292968,0.0005334538091386542,0.0005373934438834541
2053,mars,0.00015024582295138512,0.0002043218702791818,0.00047582612848544,0.000472334329761759
2054,mars,2.298629484341057e-05,1.1563166853303364e-05,0.0005247777579719085,0.0005292484550137412
2055,mars,-0.00015934733478082386,-0.0002077525712876596,0.0004628696149608132,0.0004586559629118571
2056,mars,0.0002557022310982441,0.0003538489195944858,0.0005002978438091782,0.0005095422804745933
2057,mars,-0.0003127221827328754,-0.00040313781387416075,0.00045077005147399485,0.00044185704520473593
2058,mars,0.00034034219230905213,0.0003770061089268509,0.000479823679433441,0.00048803976024171486
2059,mars,-0.0003428138347641196,-0.00037595378402121703,0.0004561692206257954,0.0004472210462334631
2060,mars,0.0003255884035830473,0.0003687103824331167,0.0004772333360171907,0.00047785404817219664
2061,mars,-0.0002913986274585182,-0.0003801102704319326,0.00048077572270351137,0.0004771372738001427
2062,mars,0.00023944299680981785,0.00037074943264299724,0.0004845159737431153,0.0004783620677042077
2063,mars,-0.00016982441026244495,-0.0001913532416034837,0.0005071853897704149,0.0005113780158618233
2064,mars,8.445268712435406e-05,0.0001440934552747469,0.00048437197329740463,0.00047275214257278995
2065,mars,2.1172374956887188e-05,9.983052057655629e-05,0.0005188177826347831,0.0005289372597300845
2066,mars,-0.00016126227034039483,-0.00019819856968502503,0.00047001587411553273,0.00046115177397199823
2067,mars,0.00031969243138849426,0.0005233371562045787,0.0005103005010448678,0.0005140677342890649
2068,mars,-0.00046100720110803657,-0.000550808251952601,0.0004507307839176928,0.00044636965466876154
2069,mars,0.0005420429334223679,0.0005819376073228538,0.0004964415085770556,0.0004991591259694904
2070,mars,-0.00049551756785044,-0.0005820312467933052,0.00044334001398407954,0.00043913770049899337
2071,mars,0.00034357544967533065,0.0005643342885362805,0.0004957981844815183,0.0004999956088187541
2072,mars,-0.00013351878992091923,-0.00014931734596664424,0.0004584768917891739,0.00044834074660457204
2073,mars,-5.7053067364582687e-05,-1.9970154185838756e-05,0.0005088609013069579,0.0005176168178888637
2074,mars,0.00020436263983493528,0.0003182020889994159,0.00048554890262628603,0.00047437011717832184
2075,mars,-0.0003026189084221839,-0.0003972286499587067,0.0005171852798154722,0.0005212197306483609
2076,mars,0.000357419286602317,0.00045725041564771116,0.000504929288471027,0.0004988670697913279
2077,mars,-0.00037983016140338203,-0.000426655655637334,0.0005064402875571926,0.0005025626948460367
2078,mars,0.00037261993812498956,0.0004029716617937386,0.0005062332855847408,0.0005075914216768055
2079,mars,-0.0003449302971345713,-0.00039146632883811677,0.00047940070830733845,0.00046986877934843975
2080,mars,0.0002956281750540794,0.0003796140786156105,0.0004959169382271108,0.0005051492593422593
2081,mars,-0.0002299779592986319,-0.0003257633623458645,0.0004539258460413387,0.0004423530272683577
2082,mars,0.00014566461405816114,0.0001987019708985903,0.0004924969240191745,0.0004993870937210093
2083,mars,-4.478656070928475e-05,-6.504616675578171e-05,0.00044800831810334153,0.0004437508814751369
2084,mars,-6.479881605377712e-05,-0.000123937310631267,0.0005053120809098076,0.0005089657220883929
2085,mars,0.00019359069332400275,0.00027655225772759106,0.0004606675012939589,0.00045717386574214763
2086,mars,-0.00034060083710538966,-0.0005104276587644882,0.0005220396123925752,0.0005258310068849837
2087,mars,0.0004815788718292317,0.0005763453677845553,0.00047532270357413214,0.00046806536376977183
2088,mars,-0.000581791799034185,-0.0006362638154593823,0.0005228654056102584,0.0005321379689252361
2089,mars,0.0005760083805905163,0.0006525217473705854,0.00047897457013834546,0.00046681632183324386
2090,mars,-0.0004501894032314874,-0.0006464403392045424,0.0005032286605150468,0.0005100111675348191
2091,mars,0.0002209276950871478,0.0002539739329206742,0.00047219494020283654,0.0004644751485599948
2092,mars,4.673861127496249e-06,-8.356436553533562e-05,0.00047488833165737666,0.0004733862512649566
2093,mars,-0.00018789172800285717,-0.00029972997150442074,0.0004684063896313635,0.00046660990730959593
2094,mars,0.0002985402186359157,0.0003587284068789117,0.0004579169382178202,0.0004503253757365635
2095,mars,-0.0003590496765960944,-0.0004385909569520318,0.0004822614692920435,0.00048803234519934877
2096,mars,0.00037604005824850916,0.0004188321860722665,0.0004612516173745482,0.00045060701592564427
2097,mars,-0.00036804320303060077,-0.0004016866878043973,0.0005098049586270285,0.0005209529691914597
2098,mars,0.0003363405646005238,0.00039297094500411833,0.00047317944569681323,0.00046748260816718574
2099,mars,-0.000289612571633041,-0.00039539753390433933,0.0005310170230969709,0.0005359127420976573
2100,mars,0.0002242580892107097,0.00029734207482613447,0.00047775831404649964,0.00047422999671547985
1900,jupiter,0.8297083590935102,0.8313709987135197,0.7821528981722417,0.782259870262293
1901,jupiter,0.826422166365873,0.8258097733627787,0.786148173722313,0.7862738746139457
1902,jupiter,0.8359636697888535,0.8379400108337882,0.7898335189160217,0.790038837635687
1903,jupiter,0.8527309663571072,0.8514182912181163,0.7921784564212363,0.7923411104652183
1904,jupiter,0.8815278455382396,0.8806205905679695,0.792265380858556,0.7923575137991206
1905,jupiter,0.9239998564992181,0.9230606282318083,0.7897574135319484,0.7899040667305407
1906,jupiter,0.97796336922248,0.9879813089783378,0.7852136793851594,0.7853462670238909
1907,jupiter,1.0529471504456083,1.0521121511246228,0.7795510940153421,0.7796617605535757
1908,jupiter,1.1339350138929383,1.15376458366158,0.7741109992680548,0.774229047738129
1909,jupiter,1.2272917788656739,1.222299071823186,0.7698661492642304,0.7698244024602235
1910,jupiter,1.288918341690274,1.3056868688394947,0.767675362465316,0.7676241559718794
1911,jupiter,1.3154556275128328,1.3178405054960811,0.7676829694501298,0.7675785164566087
1912,jupiter,1.2736143704487355,1.2795824935720026,0.7698327019832994,0.769809639385151
1913,jupiter,1.1991402342655215,1.1797982807638048,0.7732372184442127,0.7733569165103374
1914,jupiter,1.1035304950388827,1.1083847101270408,0.7770220535213852,0.7771870677185378
1915,jupiter,1.0186715491081844,1.0110876205153367,0.7798353193516765,0.7800187322918385
1916,jupiter,0.9463109562096794,0.9531190526218803,0.7808992468772524,0.7809131133718848
1917,jupiter,0.8929712983503492,0.8938189443780823,0.7798877719639001,0.7799141078655346
1918,jupiter,0.8548264349343332,0.8587837326241576,0.7773766857999549,0.7774174912383005
1919,jupiter,0.8296046136548745,0.8308005873081649,0.7743891134981323,0.7744405213853579
1920,jupiter,0.8176601321461688,0.8174575088679091,0.7720437998087937,0.7720789323466328
1921,jupiter,0.8134925649375265,0.8133546688301505,0.7711810773476604,0.7711783319844543
1922,jupiter,0.8225998326376714,0.8173113367922525,0.7722032232647549,0.7722096367166441
1923,jupiter,0.8381939689540882,0.8415881044429459,0.775236346387284,0.775220418115691
1924,jupiter,0.8685497230905324,0.8597723388932171,0.7798394182452444,0.7798101419201117
1925,jupiter,0.9081257889610583,0.9059665262955597,0.7853061869127925,0.7853518685723507
1926,jupiter,0.9617128228912556,0.9532104456723416,0.7902491230707577,0.7904303459669126
1927,jupiter,1.0274582538151489,1.0243946996492963,0.7937106599133522,0.7939744096332071
1928,jupiter,1.099838464570735,1.1000660176103199,0.7946790448230434,0.7947170894375633
1929,jupiter,1.1730746197886919,1.1750683310861707,0.7931297646917346,0.7933304828250856
1930,jupiter,1.2245405762060084,1.2222194374143813,0.7895191796797151,0.7895268431858237
1931,jupiter,1.2453162446023651,1.2465449637702568,0.7850217049045493,0.7850099080867542
1932,jupiter,1.2209522890992586,1.2228198749556711,0.7806694818717234,0.7807168153536157
1933,jupiter,1.1669732474994206,1.1614598854741789,0.7775287512869554,0.7775584558359071
1934,jupiter,1.0935300601704487,1.0944376962370959,0.7760754808376801,0.7760743302666729
1935,jupiter,1.023301020754487,1.0121021547457765,0.7765077425489024,0.7765459063041409
1936,jupiter,0.9577947750195457,0.9590123914847376,0.7784799227527525,0.7784739025584849
1937,jupiter,0.9081288066574731,0.8966671358311697,0.7811811178292665,0.7812096126360905
1938,jupiter,0.8668098733356728,0.8701202849226637,0.7836380222215171,0.7837073903075248
1939,jupiter,0.8396787680439048,0.8356770071234395,0.7846228074022513,0.7846356525384676
1940,jupiter,0.8201477353720072,0.8227005820395662,0.7834734534865917,0.7837376609629887
1941,jupiter,0.8113633489920692,0.8132173139972706,0.7799924612960594,0.7801398576151667
1942,jupiter,0.8113343466298326,0.8116769388062223,0.7750735136348781,0.7752040863534552
1943,jupiter,0.8208517108033262,0.8204876107198174,0.7698904775392638,0.7698573402028216
1944,jupiter,0.8443022311767568,0.8419067427442097,0.7658722161642162,0.76575565282726
1945,jupiter,0.8804747438146617,0.8898809716463892,0.7638570723276367,0.7638339684301604
1946,jupiter,0.9387419355119399,0.930613077065746,0.7644933642941018,0.7645113877468317
1947,jupiter,1.0156167717108862,1.020221232294627,0.7675237809597558,0.7675632460588179
1948,jupiter,1.116182963523258,1.101211465073082,0.772459732227715,0.7725791125029385
1949,jupiter,1.2188733500512643,1.2183190704703228,0.7781892914450163,0.7782283959076103
1950,jupiter,1.2965259701794063,1.296401803899785,0.7834498971837138,0.7835280535492113
1951,jupiter,1.3026906064744275,1.3103097620810458,0.787025617731812,0.7871599640376202
1952,jupiter,1.2437699610246893,1.244791827957406,0.7881893083877377,0.7881927053062973
1953,jupiter,1.1409694546057114,1.154349358140065,0.7870174416701238,0.7872525862579164
1954,jupiter,1.0443326257017858,1.0478605926791429,0.7842546323059367,0.7843836959641638
1955,jupiter,0.9625064240288305,0.9665253647686555,0.7811071115598837,0.7811789034686528
1956,jupiter,0.9042741126656706,0.9050871954478186,0.7785455166526082,0.7785274453784123
1957,jupiter,0.8655611877871062,0.8636496453674682,0.7775330222097124,0.7775442689487686
1958,jupiter,0.8407398113485267,0.8397532476986588,0.7782450054456747,0.7782089557443888
1959,jupiter,0.8318869296538594,0.8340896226661666,0.7807637761620757,0.7808518606828604
1960,jupiter,0.8301588157032245,0.8297051201672037,0.7843315920019409,0.7844189060519399
1961,jupiter,0.8420162858911154,0.8429063607887609,0.7881003714166462,0.7883210364331508
1962,jupiter,0.8592078768814166,0.8577234988858016,0.7907906511496683,0.7909307151705033
1963,jupiter,0.888838008886129,0.8863148650582613,0.79152329940684,0.7916073888534655
1964,jupiter,0.9253315178560966,0.9256522396331489,0.7896560042114438,0.7897863560897728
1965,jupiter,0.9722167932469763,0.9786004677821651,0.7855169234624831,0.7856373845530723
1966,jupiter,1.026486822911036,1.0286166859248898,0.7799559632053568,0.7801078715234278
1967,jupiter,1.0845945890001318,1.0949792719183804,0.7742167990494125,0.7743233021884074
1968,jupiter,1.146629468855727,1.1442981616494603,0.7694842162952943,0.7694828663089603
1969,jupiter,1.1965859053878591,1.2120173389519686,0.766562417307466,0.7665194793006568
1970,jupiter,1.2374016311446914,1.2288218732671545,0.7659931697039808,0.7659449594096512
1971,jupiter,1.2427964882441378,1.2440292804659865,0.7675874041959839,0.7675273413425034
1972,jupiter,1.2281120555312437,1.224060468272002,0.7708991025173682,0.7710176046237337
1973,jupiter,1.1742523518015526,1.179316112984656,0.7748264834417525,0.7749353877208507
1974,jupiter,1.1118281622674338,1.1007868641497516,0.7782904081644425,0.7785092898182802
1975,jupiter,1.0344131140194128,1.0438407763335331,0.7800996872298879,0.7802395037711733
1976,jupiter,0.9676662645710463,0.9658280305613327,0.7799149860664971,0.7799823215490893
1977,jupiter,0.9067851697164423,0.9148173611045479,0.7778583484043016,0.777899721335824
1978,jupiter,0.8613361211354247,0.863176592049808,0.7750257462017932,0.7750673367281673
1979,jupiter,0.8278845520748598,0.8299428267111926,0.7724060795510093,0.772450863059402
1980,jupiter,0.8057858966107683,0.8053070651298322,0.771076635497614,0.7710972074642685
1981,jupiter,0.797487359449796,0.7967593728536996,0.7715340729360718,0.7715329404447039
1982,jupiter,0.7971372563411019,0.799845725608659,0.7739447427916203,0.7739508901195826
1983,jupiter,0.8135602904891532,0.8088186464237053,0.7780823635652386,0.7780483574401359
1984,jupiter,0.8400218049060918,0.8400178436063233,0.7832983677134643,0.7832854221443188
1985,jupiter,0.8889650763289292,0.8789054865979063,0.7885193639445505,0.7887166028497135
1986,jupiter,0.9560859525054825,0.952513831728479,0.7924533020288256,0.7926640156608568
1987,jupiter,1.052511159545796,1.047325188955156,0.794237007756933,0.7942873668233345
1988,jupiter,1.1682092269676367,1.1700243302789293,0.7933373873372627,0.7935342045472097
1989,jupiter,1.280950546440979,1.2915295574786931,0.7902815250619257,0.7903282227383067
1990,jupiter,1.3421283715806054,1.3443191260874192,0.785822959776873,0.7858082834270644
1991,jupiter,1.312060815214839,1.3162495467481925,0.7813109450501063,0.7813583436351504
1992,jupiter,1.2183370709153398,1.215980466188815,0.7776146694798598,0.7776198112923061
1993,jupiter,1.102304591304267,1.1003067720339292,0.7755862783426354,0.7756546372201273
1994,jupiter,1.0066206732666434,0.9932687526106991,0.775391747434041,0.7753908549897669
1995,jupiter,0.930966908708093,0.9298187947844692,0.7769589588093406,0.776968355662666
