frame,speed_km_s,scalar_alpha_deg,alpha_median_deg,alpha_max_deg,beta_median_deg,beta_max_deg,verdict
galactic_tangent,200.0,8.46817255613684,8.125130956053404,8.669580818236929,15.883127964143222,16.922781590824748,NOT SUPPORTED
galactic_tangent,220.0,7.7080466867024295,7.365037513114196,7.8738175346057995,14.448168831560848,15.405230089359156,NOT SUPPORTED
galactic_tangent,230.27777777777777,7.367887266390676,7.027434891674953,7.5191627603539875,13.80664501334633,14.72602612659342,STABLE CREST/ENVELOPE RECURRENCE
galactic_tangent,240.0,7.0725049643564715,6.736528815162993,7.212039531242848,13.250006685677828,14.136182588024857,NOT SUPPORTED
galactic_tangent,250.0,6.792302052509855,6.461555023779443,6.9211574585766,12.722291819489257,13.576609986268686,NOT SUPPORTED
galactic_tangent,300.0,5.668351788958984,5.366361197674199,5.760174311712053,10.608431407061836,11.331683435123306,NOT SUPPORTED
galactic_tangent,369.0,4.613513322212184,4.351143225003655,4.678005180949103,8.628467879287605,9.224220930950816,NOT SUPPORTED
cmb,369.0,4.613513322212184,3.333004482048678,4.6544337381399545,6.671872777409735,9.240603802217077,NOT SUPPORTED
modern_measured_galactocentric,248.93142028923324,6.821184998480322,6.524913257295147,6.960241949581422,12.844897956171735,13.635685085140922,NOT SUPPORTED
